id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2799118175,182,1,1,20,48,ajtb177oqwawkdwbqhldmq6mx,1,59.4,0.0,2025-04-11T16:51:08.340Z,2025-04-11T16:51:12Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641053837,212,28.1,5641053841,1,,5641053829,107,,5641053833,140,35.1,5641053835,141,16.2,5641053839,213,2.71,5641053831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118241,183,1,1,20,52,ajtb177oqwawkdwbqhldmq6mx,1,35.1,16.2,2025-04-11T16:51:11.900Z,2025-04-11T16:51:17Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641054125,56,Back,5641054133,213,0.64,5641054129,141,21.8,5641054127,140,40.0,5641054131,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118287,184,1,1,20,57,ajtb177oqwawkdwbqhldmq6mx,1,44.1,20.6,2025-04-11T16:51:17.564Z,2025-04-11T16:51:21Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641054391,212,12.5,5641054389,141,38.5,5641054387,140,41.4,5641054393,213,1.80,5641054385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118333,185,1,1,21,1,ajtb177oqwawkdwbqhldmq6mx,1,45.1,41.8,2025-04-11T16:51:21.108Z,2025-04-11T16:51:26Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641054645,213,1.65,5641054643,212,20.8,5641054637,56,Back,5641054641,141,72.3,5641054639,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118361,186,1,1,21,6,ajtb177oqwawkdwbqhldmq6mx,1,59.2,78.4,2025-04-11T16:51:26.093Z,2025-04-11T16:51:28Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641054807,213,5.66,5641054795,140,66.1,5641054803,212,8.9,5641054791,56,Center,5641054799,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118363,187,61,1,21,8,ajtb177oqwawkdwbqhldmq6mx,0,67.9,70.8,2025-04-11T16:51:28.444Z,2025-04-11T16:51:28Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641054811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118381,134,1,1,21,9,b2vft81kyjurzbmekvgrqwr64,1,38.6,27.4,2025-04-11T16:51:29.651Z,2025-04-11T16:51:31Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5641054907,213,4.85,5641054899,56,Back,5641054903,141,15.3,5641054905,212,8.3,5641054901,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118457,135,1,1,21,11,b2vft81kyjurzbmekvgrqwr64,1,39.7,15.3,2025-04-11T16:51:31.178Z,2025-04-11T16:51:37Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641055303,56,Back,5641055315,212,7.5,5641055319,213,0.39,5641055311,141,19.5,5641055307,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118461,136,61,1,21,17,b2vft81kyjurzbmekvgrqwr64,0,56.1,16.2,2025-04-11T16:51:37.227Z,2025-04-11T16:51:37Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641055345,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118475,188,43,1,21,18,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T16:51:38.661Z,2025-04-11T16:51:48Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641056061,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118503,190,3,1,21,21,ajtb177oqwawkdwbqhldmq6mx,0,29.6,93.4,2025-04-11T16:51:41.261Z,2025-04-11T16:51:48Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641055737,233,137,5641055609,285,,5641055607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118519,137,7,1,21,21,b2vft81kyjurzbmekvgrqwr64,1,70.4,6.6,2025-04-11T16:51:41.262Z,2025-04-11T16:51:47Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641055697,286,,5641055661,167,,5641055663,56,Right,5641055693,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118581,138,5,1,21,22,b2vft81kyjurzbmekvgrqwr64,0,66.0,-1.4,2025-04-11T16:51:42.754Z,2025-04-11T16:51:51Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641056217,233,191,5641056029,347,,5641056027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118609,191,5,1,21,23,ajtb177oqwawkdwbqhldmq6mx,1,36.7,101.7,2025-04-11T16:51:42.876Z,2025-04-11T16:51:51Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641056191,233,138,5641056169,347,,5641056167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118649,192,1,1,21,30,ajtb177oqwawkdwbqhldmq6mx,1,27.3,100.0,2025-04-11T16:51:49.925Z,2025-04-11T16:51:53Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641056389,140,31.9,5641056385,107,,5641056391,141,94.7,5641056387,56,Back,5641056393,212,6.6,5641056395,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118705,194,3,1,21,32,ajtb177oqwawkdwbqhldmq6mx,0,35.1,93.7,2025-04-11T16:51:52.273Z,2025-04-11T18:40:15Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641057937,286,,5641056675,56,Back,5641057933,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118657,139,7,1,21,32,b2vft81kyjurzbmekvgrqwr64,1,64.9,6.3,2025-04-11T16:51:52.274Z,2025-04-11T18:40:15Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641057913,233,194,5641056439,285,,5641056437,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118655,193,4,1,21,33,ajtb177oqwawkdwbqhldmq6mx,1,36.9,93.2,2025-04-11T16:51:53.630Z,2025-04-11T18:39:59Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641056447,13,,5641056453,265,,5641056451,152,,5641056505,233,140,5641056449,56,Back,5641056509,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118661,140,4,1,21,33,b2vft81kyjurzbmekvgrqwr64,0,63.1,6.8,2025-04-11T16:51:53.631Z,2025-04-11T18:39:59Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641056471,56,Right,5641056479,285,,5641056475,152,,5641056467,13,,5641056515,233,193,5641056477,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118781,195,1,1,21,39,ajtb177oqwawkdwbqhldmq6mx,1,32.5,94.5,2025-04-11T16:51:59.772Z,2025-04-11T16:52:19Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641057083,213,4.42,5641057075,141,53.9,5641057067,56,Back,5641058071,5,,5641058073,152,,5641057071,140,24.7,5641057079,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118819,196,1,1,21,44,ajtb177oqwawkdwbqhldmq6mx,1,28.1,37.6,2025-04-11T16:52:04.548Z,2025-04-11T16:52:07Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641057285,140,78.9,5641057283,56,Center,5641057289,212,54.3,5641057293,1,,5641057291,213,0.19,5641057287,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118881,197,1,1,21,50,ajtb177oqwawkdwbqhldmq6mx,0,65.3,54.8,2025-04-11T16:52:10.550Z,2025-04-11T16:52:11Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641057591,1,,5641057587,212,48.0,5641057575,155,,5641057579,140,100.0,5641057581,141,10.1,5641057589,213,5.60,5641057577,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799118919,198,5,1,21,51,ajtb177oqwawkdwbqhldmq6mx,0,101.1,11.5,2025-04-11T16:52:11.570Z,2025-04-11T16:52:32Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641058805,233,141,5641057763,56,Right,5641057765,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119117,141,5,1,21,52,b2vft81kyjurzbmekvgrqwr64,1,-0.9,89.2,2025-04-11T16:52:12.715Z,2025-04-11T16:52:33Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641058781,346,,5641058787,233,198,5641058779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119149,142,1,1,22,12,b2vft81kyjurzbmekvgrqwr64,0,4.1,42.1,2025-04-11T16:52:31.964Z,2025-04-11T16:52:35Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641058993,140,58.8,5641058995,141,0.0,5641058999,213,5.80,5641058987,124,,5641059003,74,,5641059001,1,,5641058997,212,64.8,5641058989,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119153,143,5,1,22,15,b2vft81kyjurzbmekvgrqwr64,0,58.8,-1.8,2025-04-11T16:52:35.322Z,2025-04-11T16:52:38Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641059009,347,,5641059007,56,Right,5641059251,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119183,199,5,1,22,15,ajtb177oqwawkdwbqhldmq6mx,1,41.2,101.9,2025-04-11T16:52:35.675Z,2025-04-11T16:52:39Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641059219,56,Back,5641059221,347,,5641059241,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119221,200,1,1,22,18,ajtb177oqwawkdwbqhldmq6mx,1,43.7,100.0,2025-04-11T16:52:37.907Z,2025-04-11T16:52:42Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641059417,107,,5641059427,213,3.54,5641059423,141,89.4,5641059425,212,21.5,5641059419,56,Back,5641059429,1,,5641059421,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119297,201,1,1,22,26,ajtb177oqwawkdwbqhldmq6mx,1,26.4,74.2,2025-04-11T16:52:46.372Z,2025-04-11T16:52:49Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641059897,140,25.9,5641059901,212,23.8,5641059903,213,4.69,5641059899,141,39.2,5641059895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119343,202,1,1,22,29,ajtb177oqwawkdwbqhldmq6mx,1,25.9,40.9,2025-04-11T16:52:49.140Z,2025-04-11T16:52:54Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641060147,141,10.1,5641060149,212,21.6,5641060143,56,Back,5641060151,213,4.95,5641060145,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119357,203,1,1,22,33,ajtb177oqwawkdwbqhldmq6mx,1,30.9,13.4,2025-04-11T16:52:53.820Z,2025-04-11T16:52:55Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641060223,56,Center,5641060237,1,,5641060229,140,57.6,5641060233,212,34.7,5641060235,213,0.63,5641060231,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119381,204,1,1,22,35,ajtb177oqwawkdwbqhldmq6mx,1,57.6,43.4,2025-04-11T16:52:55.284Z,2025-04-11T16:52:57Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641060311,56,Right,5641060319,213,4.31,5641060317,212,18.6,5641060331,156,,5641060315,141,18.2,5641060313,140,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119429,205,1,1,22,38,ajtb177oqwawkdwbqhldmq6mx,1,50.6,18.0,2025-04-11T16:52:57.877Z,2025-04-11T16:53:02Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641060603,196,,5641060605,56,Left,5641060601,155,,5641060609,141,91.7,5641060615,1,,5641060613,213,0.97,5641060607,140,83.5,5641060611,212,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119437,206,61,1,22,42,ajtb177oqwawkdwbqhldmq6mx,0,85.0,94.4,2025-04-11T16:53:02.387Z,2025-04-11T16:53:02Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641060665,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119459,207,5,1,22,44,ajtb177oqwawkdwbqhldmq6mx,0,101.3,87.3,2025-04-11T16:53:03.867Z,2025-04-11T16:53:14Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641061157,233,145,5641060745,56,Left,5641061337,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119543,145,5,1,22,45,b2vft81kyjurzbmekvgrqwr64,1,-1.3,12.7,2025-04-11T16:53:05.821Z,2025-04-11T16:53:14Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641061355,346,,5641061149,233,207,5641061127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119611,146,1,1,22,50,b2vft81kyjurzbmekvgrqwr64,1,4.2,41.3,2025-04-11T16:53:10.268Z,2025-04-11T16:53:29Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641061549,213,5.52,5641061541,56,Back,5641061547,212,22.4,5641062183,237,,5641062181,124,,5641061543,140,19.7,5641061545,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119615,147,4,1,22,57,b2vft81kyjurzbmekvgrqwr64,1,36.6,10.4,2025-04-11T16:53:16.963Z,2025-04-11T18:40:00Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641061657,295,,5641197717,233,208,5641061659,56,Back,5641061661,152,,5641061655,13,,5641197721,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119651,208,4,1,22,57,ajtb177oqwawkdwbqhldmq6mx,0,63.4,89.6,2025-04-11T16:53:16.964Z,2025-04-11T18:40:00Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641197741,233,147,5641061863,285,,5641061855,13,,5641061859,152,,5641062167,295,,5641061857,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119785,148,1,1,23,15,b2vft81kyjurzbmekvgrqwr64,1,31.1,17.6,2025-04-11T16:53:35.061Z,2025-04-11T16:53:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641062665,212,44.3,5641062653,5,,5641062663,141,82.7,5641062655,196,,5641062659,56,Back,5641062661,140,33.4,5641062669,1,,5641062657,152,,5641062667,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119791,149,1,1,23,18,b2vft81kyjurzbmekvgrqwr64,1,33.5,82.0,2025-04-11T16:53:38.364Z,2025-04-11T16:53:39Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5641062709,140,27.7,5641062711,141,74.8,5641062707,56,Back,5641062713,212,7.8,5641062715,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119805,150,1,1,23,19,b2vft81kyjurzbmekvgrqwr64,1,27.7,74.8,2025-04-11T16:53:39.292Z,2025-04-11T16:53:41Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5641062809,212,27.4,5641062807,141,46.6,5641062811,213,3.92,5641062805,140,9.0,5641062803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119845,151,1,1,23,21,b2vft81kyjurzbmekvgrqwr64,1,9.0,46.6,2025-04-11T16:53:41.029Z,2025-04-11T16:53:44Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5641063049,56,Back,5641063057,141,41.3,5641063047,157,,5641063063,1,,5641063053,140,49.8,5641063061,213,6.20,5641063059,212,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119853,152,44,1,23,23,b2vft81kyjurzbmekvgrqwr64,1,52.3,42.4,2025-04-11T16:53:43.187Z,2025-04-11T18:40:40Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641063167,233,209,5641063171,286,,5641063099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119839,209,44,1,23,23,ajtb177oqwawkdwbqhldmq6mx,0,47.7,57.6,2025-04-11T16:53:43.188Z,2025-04-11T18:40:41Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641063019,56,Back,5641063173,233,152,5641063021,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119873,153,1,1,23,23,b2vft81kyjurzbmekvgrqwr64,0,49.8,41.3,2025-04-11T16:53:43.612Z,2025-04-11T17:24:26Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641063201,3,,5641063209,212,7.3,5641063207,141,40.3,5641063211,213,3.24,5641063205,140,42.9,5641063203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119849,210,61,1,23,24,ajtb177oqwawkdwbqhldmq6mx,1,46.2,56.9,2025-04-11T16:53:44.446Z,2025-04-11T16:53:44Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641063081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119901,154,1,1,23,26,b2vft81kyjurzbmekvgrqwr64,1,42.9,40.3,2025-04-11T16:53:46.052Z,2025-04-11T16:54:24Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641063329,141,28.2,5641063325,56,Back,5641063323,3,,5641063331,212,13.8,5641063327,140,32.4,5641063333,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119907,155,44,1,23,27,b2vft81kyjurzbmekvgrqwr64,1,39.2,30.7,2025-04-11T16:53:47.082Z,2025-04-11T18:40:41Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641063357,56,Back,5641063359,285,,5641063373,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119893,211,44,1,23,27,ajtb177oqwawkdwbqhldmq6mx,0,60.8,69.3,2025-04-11T16:53:47.083Z,2025-04-11T18:40:41Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641063301,286,,5641063299,56,Center,5641063423,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119923,156,1,1,23,27,b2vft81kyjurzbmekvgrqwr64,1,32.4,28.2,2025-04-11T16:53:47.204Z,2025-04-11T17:01:22Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641063451,141,27.6,5641063453,212,8.5,5641063447,56,Back,5641063455,213,6.24,5641063445,3,,5641063449,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119949,157,1,1,23,29,b2vft81kyjurzbmekvgrqwr64,1,40.5,27.6,2025-04-11T16:53:49.292Z,2025-04-11T16:53:52Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641063595,141,7.7,5641063593,140,35.8,5641063591,56,Back,5641063599,213,4.36,5641063597,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119965,158,1,1,23,32,b2vft81kyjurzbmekvgrqwr64,1,38.7,6.1,2025-04-11T16:53:52.021Z,2025-04-11T16:53:54Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5641063767,213,2.11,5641063759,56,Back,5641063761,140,32.6,5641063765,212,12.5,5641063763,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799119985,159,1,1,23,34,b2vft81kyjurzbmekvgrqwr64,0,33.2,21.8,2025-04-11T16:53:54.748Z,2025-04-11T16:53:56Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641063863,212,34.9,5641063865,213,0.25,5641063861,141,34.6,5641063859,140,65.4,5641063867,1,,5641063857,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120013,212,1,1,23,37,ajtb177oqwawkdwbqhldmq6mx,1,29.7,54.2,2025-04-11T16:53:57.747Z,2025-04-11T16:53:59Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5641064001,213,0.23,5641064003,1,,5641063997,141,62.9,5641063995,140,54.1,5641063993,56,Center,5641063999,212,26.3,5641063991,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120037,214,1,1,23,39,ajtb177oqwawkdwbqhldmq6mx,1,54.1,62.9,2025-04-11T16:53:59.756Z,2025-04-11T16:54:04Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641064149,212,22.1,5641064147,141,84.2,5641064143,56,Left,5641064151,213,0.71,5641064145,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120039,215,3,1,23,43,ajtb177oqwawkdwbqhldmq6mx,0,79.6,93.6,2025-04-11T16:54:03.835Z,2025-04-11T16:54:09Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641064301,233,160,5641064155,56,Left,5641064157,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120051,160,7,1,23,43,b2vft81kyjurzbmekvgrqwr64,1,20.4,6.4,2025-04-11T16:54:03.836Z,2025-04-11T16:54:08Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641064227,167,,5641064229,56,Back,5641064265,233,215,5641064231,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120111,216,5,1,23,44,ajtb177oqwawkdwbqhldmq6mx,1,74.9,101.2,2025-04-11T16:54:04.772Z,2025-04-11T16:54:14Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5641064579,56,Left,5641064593,233,161,5641064581,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120087,161,5,1,23,45,b2vft81kyjurzbmekvgrqwr64,0,24.6,-1.0,2025-04-11T16:54:05.069Z,2025-04-11T16:54:13Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5641064629,233,216,5641064439,347,,5641064437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120131,217,1,1,23,52,ajtb177oqwawkdwbqhldmq6mx,1,76.5,100.0,2025-04-11T16:54:12.780Z,2025-04-11T16:54:21Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641064671,141,85.4,5641065119,189,,5641064675,213,3.54,5641064673,212,26.7,5641064667,56,Left,5641064665,107,,5641064677,1,,5641064669,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120147,218,1,1,23,53,ajtb177oqwawkdwbqhldmq6mx,1,53.1,85.4,2025-04-11T16:54:13.651Z,2025-04-11T16:54:15Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641064725,141,77.5,5641064723,140,56.4,5641064729,213,5.29,5641064727,212,6.4,5641064721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120161,219,1,1,23,55,ajtb177oqwawkdwbqhldmq6mx,1,56.4,77.5,2025-04-11T16:54:14.916Z,2025-04-11T16:54:16Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641064809,56,Back,5641064817,213,2.66,5641064811,140,48.9,5641064813,141,83.5,5641064815,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120219,220,1,1,23,56,ajtb177oqwawkdwbqhldmq6mx,1,48.9,83.5,2025-04-11T16:54:15.916Z,2025-04-11T16:54:21Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641065089,213,4.71,5641065081,56,Back,5641065087,212,11.3,5641065083,140,48.9,5641065085,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120253,221,1,1,24,1,ajtb177oqwawkdwbqhldmq6mx,1,49.2,65.5,2025-04-11T16:54:21.820Z,2025-04-11T16:54:24Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641065283,213,1.09,5641065267,56,Left,5641065275,141,79.6,5641065271,140,54.0,5641065279,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799120269,222,1,1,24,4,ajtb177oqwawkdwbqhldmq6mx,1,57.2,80.8,2025-04-11T16:54:24.291Z,2025-04-11T16:54:26Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5641065349,56,Left,5641065357,213,1.12,5641065355,212,13.3,5641065353,141,98.4,5641065351,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
