id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2752946491,233,83,1,19,7,8gxd9ry2580pu1b1dd5ny9ymy,0,42.8,82.0,2024-11-29T18:18:56.600Z,2024-11-29T18:18:59Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5389326323,399,bp232fgjrfyok2471ec7u1tcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946505,155,4,1,19,8,b2vft81kyjurzbmekvgrqwr64,1,55.3,10.1,2024-11-29T18:18:58.250Z,2024-11-29T20:00:57Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5389326299,265,,5389326293,13,,5389406481,233,234,5389326297,152,,5389326301,286,,5389326295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946613,234,4,1,19,8,8gxd9ry2580pu1b1dd5ny9ymy,0,44.7,89.9,2024-11-29T18:18:58.251Z,2024-11-29T20:36:32Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5389326907,13,,5389326913,265,,5389326911,152,,5389326909,56,Back,5389326915,285,,5389406527,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946641,156,1,1,19,25,b2vft81kyjurzbmekvgrqwr64,1,45.7,21.5,2024-11-29T18:19:14.441Z,2024-11-29T18:19:15Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389326999,152,,5389327005,141,27.1,5389327007,212,12.4,5389326997,5,,5389327001,56,Center,5389327003,140,56.9,5389327009,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946657,157,1,1,19,26,b2vft81kyjurzbmekvgrqwr64,1,56.9,27.1,2024-11-29T18:19:15.681Z,2024-11-29T18:19:18Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5389327127,141,7.4,5389327125,140,85.3,5389327133,1,,5389327131,213,5.86,5389327129,212,32.7,5389327123,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946677,158,1,1,19,28,b2vft81kyjurzbmekvgrqwr64,0,85.3,7.4,2024-11-29T18:19:18.259Z,2024-11-29T18:19:34Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389327263,56,Center,5389327265,140,90.8,5389327269,212,22.1,5389327259,2,,5389327267,141,38.8,5389327271,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946673,235,8,1,19,29,8gxd9ry2580pu1b1dd5ny9ymy,1,13.9,68.2,2024-11-29T18:19:19.384Z,2024-11-29T18:19:19Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5389327241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946693,159,15,1,19,33,b2vft81kyjurzbmekvgrqwr64,1,87.2,43.6,2024-11-29T18:19:22.477Z,2024-11-29T18:19:32Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5389327813,78,,5389327847,233,236,5389327823,147,48.4,5389327399,22,,5389327819,458,,5389327557,20,,5389327403,56,Center,5389327815,102,51.8,5389327817,103,7.6,5389327821,146,5389327401,17,,,,,,,95.8,,,,,,,,,,,,,,,,,,,
2752946685,236,10,1,19,33,8gxd9ry2580pu1b1dd5ny9ymy,1,1.7000000000000002,50.1,2024-11-29T18:19:22.577Z,2024-11-29T18:19:33Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5389327513,177,,5389327857,233,159,5389327357,182,,5389327515,179,,5389327359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946835,239,1,1,19,48,8gxd9ry2580pu1b1dd5ny9ymy,1,14.9,47.2,2024-11-29T18:19:38.376Z,2024-11-29T18:19:40Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5389328169,56,Center,5389328173,140,51.6,5389328163,157,,5389328179,213,0.02,5389328175,141,48.5,5389328181,1,,5389328177,212,38.5,5389328165,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946839,240,1,1,19,50,8gxd9ry2580pu1b1dd5ny9ymy,0,53.6,45.4,2024-11-29T18:19:40.216Z,2024-11-29T18:19:40Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5389328209,213,1.45,5389328207,212,6.0,5389328201,56,Center,5389328203,140,54.3,5389328205,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946853,161,1,1,19,53,b2vft81kyjurzbmekvgrqwr64,1,49.1,46.0,2024-11-29T18:19:42.793Z,2024-11-29T18:19:43Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389328275,212,25.9,5389328277,213,3.72,5389328273,141,25.2,5389328269,56,Back,5389328271,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946863,162,1,1,19,54,b2vft81kyjurzbmekvgrqwr64,1,28.4,25.2,2024-11-29T18:19:43.634Z,2024-11-29T18:19:44Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389328329,140,56.6,5389328335,213,0.10,5389328327,56,Center,5389328333,212,29.8,5389328331,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946877,163,1,1,19,55,b2vft81kyjurzbmekvgrqwr64,1,56.6,29.5,2024-11-29T18:19:44.697Z,2024-11-29T18:19:46Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5389328385,213,3.49,5389328379,140,33.3,5389328381,141,16.4,5389328377,56,Back,5389328383,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946917,164,1,1,19,57,b2vft81kyjurzbmekvgrqwr64,1,33.3,16.4,2024-11-29T18:19:46.449Z,2024-11-29T18:19:51Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389328587,141,31.0,5389328589,212,28.1,5389328583,56,Center,5389328591,213,0.36,5389328585,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946925,165,4,1,20,1,b2vft81kyjurzbmekvgrqwr64,1,54.4,28.8,2024-11-29T18:19:51.319Z,2024-11-29T18:19:54Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5389328631,233,241,5389328629,286,,5389328627,265,,5389328623,56,Center,5389328621,13,,5389328625,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946913,241,4,1,20,1,8gxd9ry2580pu1b1dd5ny9ymy,0,45.6,71.2,2024-11-29T18:19:51.320Z,2024-11-29T18:19:55Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5389328615,265,,5389328609,13,,5389328669,233,165,5389328617,285,,5389328611,56,Back,5389328613,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946995,166,1,1,20,17,b2vft81kyjurzbmekvgrqwr64,1,56.7,28.6,2024-11-29T18:20:06.946Z,2024-11-29T20:36:40Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389329017,56,Right,5389329025,213,5.08,5389329015,152,,5389329019,140,60.3,5389329013,5,,5389329023,212,10.6,5389329021,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752946999,167,1,1,20,19,b2vft81kyjurzbmekvgrqwr64,0,60.9,16.8,2024-11-29T18:20:08.465Z,2024-11-29T18:20:09Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389329043,213,0.40,5389329041,212,14.5,5389329035,56,Center,5389329039,141,25.0,5389329037,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947003,242,8,1,20,20,8gxd9ry2580pu1b1dd5ny9ymy,1,40.9,71.4,2024-11-29T18:20:09.913Z,2024-11-29T18:20:10Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5389329053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947053,244,1,1,20,22,8gxd9ry2580pu1b1dd5ny9ymy,1,35.4,73.0,2024-11-29T18:20:11.817Z,2024-11-29T18:20:17Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389329241,213,5.81,5389329235,140,54.9,5389329237,141,57.5,5389329231,155,,5389329233,56,Center,5389329239,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947079,245,1,1,20,27,8gxd9ry2580pu1b1dd5ny9ymy,1,58.5,30.7,2024-11-29T18:20:16.864Z,2024-11-29T18:20:22Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5389329419,213,5.39,5389329413,140,65.3,5389329417,212,11.4,5389329409,56,Right,5389329415,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947067,168,83,1,20,30,b2vft81kyjurzbmekvgrqwr64,0,38.1,61.5,2024-11-29T18:20:19.762Z,2024-11-29T18:20:23Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5389329439,399,1cumsropo1r0msfzxxteml1w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947081,246,1,1,20,32,8gxd9ry2580pu1b1dd5ny9ymy,1,67.3,15.0,2024-11-29T18:20:22.264Z,2024-11-29T18:20:23Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5389329427,56,Right,5389329435,213,5.67,5389329429,140,76.3,5389329433,212,11.5,5389329431,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947123,247,1,1,20,34,8gxd9ry2580pu1b1dd5ny9ymy,1,76.2,6.2,2024-11-29T18:20:23.520Z,2024-11-29T18:20:35Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389329667,212,11.7,5389329669,213,2.98,5389329661,56,Right,5389329663,140,65.2,5389329665,141,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947143,248,1,1,20,40,8gxd9ry2580pu1b1dd5ny9ymy,0,77.2,8.5,2024-11-29T18:20:29.584Z,2024-11-29T18:20:32Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5389329775,155,,5389329773,2,,5389329787,1,,5389329779,140,100.0,5389329781,141,51.5,5389329777,56,Center,5389329783,212,38.8,5389329785,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947275,169,5,1,20,42,b2vft81kyjurzbmekvgrqwr64,1,-1.6,53.7,2024-11-29T18:20:32.082Z,2024-11-29T20:08:50Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5389330617,56,Back,5389330619,346,,5389330663,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947159,249,5,1,20,42,8gxd9ry2580pu1b1dd5ny9ymy,0,101.6,46.3,2024-11-29T18:20:32.082Z,2024-11-29T20:08:51Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5389329871,346,,5389329869,56,Center,5389330673,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947285,170,1,1,21,6,b2vft81kyjurzbmekvgrqwr64,1,3.7,47.9,2024-11-29T18:20:55.553Z,2024-11-29T18:20:58Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5389330687,213,5.26,5389330685,212,26.9,5389330679,56,Back,5389330691,237,,5389330683,141,14.1,5389330677,124,,5389330681,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947295,171,1,1,21,8,b2vft81kyjurzbmekvgrqwr64,1,22.6,14.1,2024-11-29T18:20:58.161Z,2024-11-29T18:22:10Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5389330763,141,33.6,5389330761,140,43.1,5389330759,56,Back,5389330765,212,25.3,5389330767,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947301,172,1,1,21,11,b2vft81kyjurzbmekvgrqwr64,0,43.1,33.6,2024-11-29T18:21:00.452Z,2024-11-29T18:22:16Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5389330787,213,5.19,5389330785,212,5.2,5389330807,286,,5389330779,56,Back,5389330803,233,250,5389330801,236,,5389330781,140,45.4,5389330783,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947299,250,74,1,21,11,8gxd9ry2580pu1b1dd5ny9ymy,1,54.7,71.2,2024-11-29T18:21:00.453Z,2024-11-29T18:21:02Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5389330777,285,,5389330813,233,172,5389330775,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947321,251,1,1,21,14,8gxd9ry2580pu1b1dd5ny9ymy,0,26.1,56.4,2024-11-29T18:21:03.568Z,2024-11-29T18:21:04Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5389330919,141,56.3,5389330921,212,9.2,5389330923,213,6.28,5389330913,157,,5389330917,140,34.9,5389330915,56,Back,5389330925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947323,173,1,1,21,14,b2vft81kyjurzbmekvgrqwr64,0,43.4,15.5,2024-11-29T18:21:03.690Z,2024-11-29T18:22:17Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389330937,213,0.74,5389330931,140,56.8,5389330933,141,34.3,5389330935,212,19.0,5389330927,155,,5389330929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947345,174,61,1,21,16,b2vft81kyjurzbmekvgrqwr64,1,61.1,29.1,2024-11-29T18:21:06.205Z,2024-11-29T18:21:06Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5389331019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947357,253,1,1,21,17,8gxd9ry2580pu1b1dd5ny9ymy,1,36.5,62.3,2024-11-29T18:21:07.073Z,2024-11-29T18:21:09Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5389331061,56,Back,5389331063,140,30.6,5389331065,141,30.9,5389331067,212,22.2,5389331069,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947369,254,1,1,21,20,8gxd9ry2580pu1b1dd5ny9ymy,1,36.8,24.3,2024-11-29T18:21:09.505Z,2024-11-29T18:21:12Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5389331137,56,Back,5389331139,140,36.7,5389331143,212,8.6,5389331141,141,37.0,5389331145,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947403,255,1,1,21,22,8gxd9ry2580pu1b1dd5ny9ymy,1,33.4,36.3,2024-11-29T18:21:12.400Z,2024-11-29T18:21:18Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389331295,212,23.9,5389331297,213,3.15,5389331291,140,10.6,5389331293,141,36.0,5389331289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947417,256,1,1,21,28,8gxd9ry2580pu1b1dd5ny9ymy,0,13.4,31.3,2024-11-29T18:21:18.129Z,2024-11-29T18:21:20Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5389331349,157,,5389331353,140,43.9,5389331361,213,0.33,5389331351,56,Back,5389331357,212,33.9,5389331355,141,47.6,5389331365,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947447,175,1,1,21,31,b2vft81kyjurzbmekvgrqwr64,0,51.3,57.2,2024-11-29T18:21:20.442Z,2024-11-29T18:21:23Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389331507,141,61.1,5389331509,212,12.9,5389331511,213,0.21,5389331505,140,63.3,5389331501,3,,5389331503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947441,257,1,1,21,33,8gxd9ry2580pu1b1dd5ny9ymy,0,43.9,46.1,2024-11-29T18:21:22.800Z,2024-11-29T18:21:25Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389331471,141,46.3,5389331469,140,47.9,5389331603,286,,5389331599,233,176,5389331473,212,4.2,5389331475,213,0.03,5389331597,236,,5389331467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947461,176,74,1,21,33,b2vft81kyjurzbmekvgrqwr64,1,62.9,60.6,2024-11-29T18:21:22.801Z,2024-11-29T20:10:42Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389331563,56,Center,5389331565,285,,5389331617,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752963401,473,50,1,21,37,8gxd9ry2580pu1b1dd5ny9ymy,1,53.0,45.8,2024-11-29T18:21:26.848Z,2024-11-29T20:01:07Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5389417783,233,177,5389417717,56,Center,5389417719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947477,177,7,1,21,37,b2vft81kyjurzbmekvgrqwr64,0,47.0,54.2,2024-11-29T18:21:26.849Z,2024-11-29T20:01:07Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5389415309,285,,5389415307,56,Back,5389417737,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947481,258,4,1,21,37,8gxd9ry2580pu1b1dd5ny9ymy,1,53.8,45.7,2024-11-29T18:21:27.032Z,2024-11-29T20:00:57Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5389332027,13,,5389331673,286,,5389331671,56,Center,5389332039,233,178,5389332031,265,,5389332029,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947505,178,4,1,21,37,b2vft81kyjurzbmekvgrqwr64,0,46.2,54.3,2024-11-29T18:21:27.033Z,2024-11-29T20:00:58Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389331807,152,,5389331811,285,,5389331805,56,Back,5389332071,233,258,5389331809,265,,5389331803,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947603,259,1,1,21,48,8gxd9ry2580pu1b1dd5ny9ymy,1,54.9,47.6,2024-11-29T18:21:37.481Z,2024-11-29T18:21:40Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389332313,213,5.03,5389332311,212,22.5,5389332377,189,,5389332307,140,61.6,5389332305,56,Right,5389332309,141,16.1,5389332303,152,,5389332301,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947667,260,1,1,21,50,8gxd9ry2580pu1b1dd5ny9ymy,1,78.0,7.0,2024-11-29T18:21:40.409Z,2024-11-29T18:21:45Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389332631,213,1.89,5389332629,212,6.0,5389332627,141,15.3,5389332623,56,Right,5389332625,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947685,261,1,1,21,55,8gxd9ry2580pu1b1dd5ny9ymy,1,70.2,31.6,2024-11-29T18:21:45.152Z,2024-11-29T18:21:48Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5389332717,56,Center,5389332719,140,70.6,5389332725,213,1.54,5389332721,141,55.5,5389332723,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947697,262,1,1,21,58,8gxd9ry2580pu1b1dd5ny9ymy,1,77.1,65.5,2024-11-29T18:21:48.193Z,2024-11-29T18:21:49Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5389332827,140,91.7,5389332825,56,Left,5389332829,141,83.2,5389332831,212,19.5,5389332833,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947713,263,1,1,22,0,8gxd9ry2580pu1b1dd5ny9ymy,0,93.0,83.0,2024-11-29T18:21:49.738Z,2024-11-29T18:22:01Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5389332925,140,92.7,5389332923,56,Center,5389332927,141,70.5,5389332929,212,8.5,5389332919,2,,5389332931,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947711,179,61,1,22,2,b2vft81kyjurzbmekvgrqwr64,1,7.1,31.3,2024-11-29T18:21:52.215Z,2024-11-29T18:21:52Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389332917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947723,180,6,1,22,3,b2vft81kyjurzbmekvgrqwr64,0,7.2,30.6,2024-11-29T18:21:52.866Z,2024-11-29T20:07:50Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389333007,56,Back,5389333009,73,,5389335263,233,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947729,264,6,1,22,3,8gxd9ry2580pu1b1dd5ny9ymy,1,92.8,69.4,2024-11-29T18:21:52.866Z,2024-11-29T20:07:49Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5389333015,56,Center,5389335251,233,180,5389333017,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947967,265,1,1,22,42,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,99.5,2024-11-29T18:22:31.593Z,2024-11-29T20:08:16Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389334363,155,,5389334361,6,,5389334359,2,,5389334373,212,27.8,5389334369,140,96.6,5389334371,141,58.8,5389334365,223,,5389334375,213,4.60,5389334367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948019,181,12,1,22,43,b2vft81kyjurzbmekvgrqwr64,1,7.8,43.0,2024-11-29T18:22:33.330Z,2024-11-29T18:49:27Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5389334671,140,12.5,5389334673,141,0.2,5389334669,56,Back,5389334675,212,29.5,5389334677,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948021,182,5,1,22,46,b2vft81kyjurzbmekvgrqwr64,0,10.2,-1.8,2024-11-29T18:22:35.537Z,2024-11-29T20:08:51Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5389335617,233,266,5389334947,56,Back,5389335079,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752947985,266,5,1,22,46,8gxd9ry2580pu1b1dd5ny9ymy,1,89.8,101.8,2024-11-29T18:22:35.537Z,2024-11-29T20:08:51Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389334507,56,Left,5389334981,347,,5389335601,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948179,267,1,1,23,9,8gxd9ry2580pu1b1dd5ny9ymy,1,90.7,100.0,2024-11-29T18:22:58.849Z,2024-11-29T18:23:00Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5389335455,56,Left,5389335457,140,84.9,5389335461,212,14.2,5389335453,107,,5389335463,213,4.27,5389335459,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948193,268,1,1,23,10,8gxd9ry2580pu1b1dd5ny9ymy,1,84.9,83.2,2024-11-29T18:23:00.265Z,2024-11-29T18:23:02Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389335581,213,0.64,5389335577,141,90.9,5389335579,212,8.8,5389335575,140,91.6,5389335573,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948221,269,1,1,23,12,8gxd9ry2580pu1b1dd5ny9ymy,1,89.8,92.1,2024-11-29T18:23:01.705Z,2024-11-29T18:23:04Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5389335727,56,Left,5389335735,213,3.30,5389335729,140,77.4,5389335733,212,13.2,5389335731,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948247,270,1,1,23,14,8gxd9ry2580pu1b1dd5ny9ymy,0,77.3,88.9,2024-11-29T18:23:04.377Z,2024-11-29T18:23:06Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389335863,56,Center,5389335861,155,,5389335869,212,31.0,5389335859,2,,5389335871,213,5.05,5389335865,140,87.2,5389335867,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948261,183,12,1,23,18,b2vft81kyjurzbmekvgrqwr64,1,11.2,43.7,2024-11-29T18:23:08.210Z,2024-11-29T18:23:11Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5389335967,15,,5389335945,140,24.8,5389335947,141,55.4,5389335943,56,Back,5389335951,213,0.51,5389335949,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948301,271,1,1,23,19,8gxd9ry2580pu1b1dd5ny9ymy,1,75.0,30.7,2024-11-29T18:23:09.296Z,2024-11-29T18:23:11Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5389336191,56,Center,5389336193,140,59.5,5389336195,141,37.1,5389336197,212,16.8,5389336199,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752948327,272,1,1,23,22,8gxd9ry2580pu1b1dd5ny9ymy,0,64.3,39.2,2024-11-29T18:23:12.289Z,2024-11-29T18:23:15Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5389336301,56,Center,5389336303,140,100.0,5389336309,213,0.60,5389336305,141,78.4,5389336299,155,,5389336307,212,47.1,5389336311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
