id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value
2800554305,200,5,1,28,46,8cfkisxf1fkxdqtt6tx1tup48,1,80.8,101.7,2025-04-13T11:29:39.957Z,2025-04-13T13:07:42Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5648790463,56,Left,5648790465,347,,5648790523,233,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554273,317,5,1,28,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,19.2,-1.7,2025-04-13T11:29:39.957Z,2025-04-13T13:07:42Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648790293,347,,5648790291,56,Back,5648790539,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554367,201,1,1,28,51,8cfkisxf1fkxdqtt6tx1tup48,1,76.0,100.0,2025-04-13T11:29:44.593Z,2025-04-13T11:29:52Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5648790757,212,6.4,5648790759,213,4.50,5648790749,56,Left,5648790755,141,92.1,5648790747,107,,5648790753,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554395,202,1,1,29,1,8cfkisxf1fkxdqtt6tx1tup48,1,73.9,91.8,2025-04-13T11:29:54.624Z,2025-04-13T11:29:56Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5648790907,140,64.9,5648790909,141,56.1,5648790935,189,,5648790905,56,Center,5648790913,213,4.34,5648790911,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554411,203,1,1,29,2,8cfkisxf1fkxdqtt6tx1tup48,0,64.9,56.1,2025-04-13T11:29:56.248Z,2025-04-13T11:29:58Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5648791027,141,0.0,5648791033,1,,5648791031,213,5.02,5648791029,212,40.8,5648791025,140,76.7,5648791023,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554415,204,5,1,29,3,8cfkisxf1fkxdqtt6tx1tup48,0,74.9,-1.0,2025-04-13T11:29:57.127Z,2025-04-13T13:07:43Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5648791035,56,Right,5648791319,233,318,5648791037,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554459,318,5,1,29,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.1,101.0,2025-04-13T11:29:57.127Z,2025-04-13T13:07:43Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648791265,347,,5648791285,233,204,5648791263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554477,319,1,1,29,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.3,100.0,2025-04-13T11:30:04.524Z,2025-04-13T11:30:07Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5648791383,212,10.0,5648791377,56,Back,5648791381,141,91.1,5648791385,213,3.96,5648791379,140,19.8,5648791375,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554575,320,1,1,29,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,16.5,87.1,2025-04-13T11:30:06.732Z,2025-04-13T11:30:15Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648791837,213,4.20,5648791835,212,21.0,5648791829,56,Back,5648791831,140,6.6,5648791833,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554591,321,1,1,29,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.5,57.0,2025-04-13T11:30:15.204Z,2025-04-13T11:30:17Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648791919,1,,5648791907,157,,5648791913,141,75.7,5648791911,140,60.3,5648791917,213,0.25,5648791909,56,Center,5648791915,212,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554615,205,1,1,29,24,8cfkisxf1fkxdqtt6tx1tup48,0,32.9,32.5,2025-04-13T11:30:17.976Z,2025-04-13T11:30:18Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5648792003,3,,5648792005,56,Center,5648792011,212,26.3,5648792013,213,0.47,5648792009,141,50.1,5648792007,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554665,322,1,1,29,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.1,52.1,2025-04-13T11:30:19.076Z,2025-04-13T11:30:22Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5648792211,141,62.7,5648792213,212,10.1,5648792205,56,Back,5648792215,213,0.79,5648792201,3,,5648792209,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554669,323,4,1,29,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.6,63.7,2025-04-13T11:30:22.111Z,2025-04-13T11:30:26Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648792277,286,,5648792269,13,,5648792293,233,206,5648792271,56,Center,5648792273,152,,5648792275,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554659,206,4,1,29,28,8cfkisxf1fkxdqtt6tx1tup48,0,44.4,36.3,2025-04-13T11:30:22.112Z,2025-04-13T11:30:27Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5648792245,285,,5648792237,13,,5648792313,233,323,5648792243,265,,5648792241,152,,5648792239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554713,207,17,1,29,33,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-13T11:30:26.528Z,2025-04-13T11:30:29Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5648792633,13,243,5648792631,392,,5648792629,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554905,324,1,1,29,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.3,69.0,2025-04-13T11:30:38.403Z,2025-04-13T11:30:39Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648793495,189,,5648793479,213,0.76,5648793467,140,57.4,5648793471,141,80.9,5648793457,5,,5648793475,212,11.7,5648793463,56,Left,5648793459,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554935,325,1,1,29,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.4,80.9,2025-04-13T11:30:39.788Z,2025-04-13T11:30:41Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648793621,212,14.3,5648793623,213,3.50,5648793619,141,73.5,5648793615,56,Back,5648793617,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800554999,326,1,1,29,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.5,81.8,2025-04-13T11:30:41.461Z,2025-04-13T11:53:30Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648793885,141,90.0,5648793887,212,14.6,5648793881,56,Left,5648793883,140,58.3,5648793889,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555049,327,1,1,29,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.1,84.8,2025-04-13T11:30:51.123Z,2025-04-13T11:53:28Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5648895609,140,27.3,5648794155,56,Back,5648895615,213,3.41,5648895613,212,31.4,5648895611,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555065,328,1,1,29,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.6,60.2,2025-04-13T11:30:52.371Z,2025-04-13T11:53:37Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648794233,141,41.9,5648794231,140,31.8,5648794229,56,Back,5648794235,212,15.8,5648794237,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555079,329,1,1,29,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.8,41.9,2025-04-13T11:30:53.220Z,2025-04-13T11:53:36Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648794299,212,19.8,5648794301,213,2.52,5648794297,141,58.8,5648794293,56,Back,5648794295,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555089,330,1,1,30,0,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.6,58.4,2025-04-13T11:30:53.980Z,2025-04-13T11:30:55Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648794351,1,,5648794347,212,47.2,5648794349,213,0.19,5648794345,141,71.7,5648794341,56,Center,5648794343,140,56.7,5648794339,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555137,208,1,1,30,1,8cfkisxf1fkxdqtt6tx1tup48,0,41.5,33.6,2025-04-13T11:30:54.895Z,2025-04-13T11:51:20Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5648794567,212,6.4,5648794565,141,25.9,5648794569,213,4.10,5648794561,56,Back,5648794563,140,38.0,5648794559,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555123,331,61,1,30,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.6,71.5,2025-04-13T11:30:55.763Z,2025-04-13T11:50:55Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5648794495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800573533,345,1,1,30,3,8cfkisxf1fkxdqtt6tx1tup48,0,30.5,11.6,2025-04-13T11:30:56.413Z,2025-04-13T11:50:57Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5648885235,141,15.6,5648885229,3,,5648885237,212,4.7,5648885231,56,Back,5648885233,140,34.1,5648885239,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555131,332,61,1,30,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.4,75.1,2025-04-13T11:30:58.972Z,2025-04-13T11:30:59Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5648794527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555159,209,1,1,30,7,8cfkisxf1fkxdqtt6tx1tup48,0,37.8,25.5,2025-04-13T11:31:00.464Z,2025-04-13T11:51:18Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5648794683,1,,5648794677,141,23.4,5648794681,213,6.26,5648794679,212,57.6,5648794675,140,92.6,5648794673,56,Center,5648794671,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555313,333,1,1,30,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,20.2,62.3,2025-04-13T11:31:15.564Z,2025-04-13T11:31:16Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648795387,212,6.7,5648795389,213,1.56,5648795385,141,72.1,5648795381,140,20.3,5648795377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555365,334,1,1,30,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,20.3,72.1,2025-04-13T11:31:16.627Z,2025-04-13T11:31:22Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648795613,140,28.0,5648795611,56,Back,5648795619,213,0.98,5648795615,141,89.7,5648795617,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555383,335,1,1,30,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.1,82.6,2025-04-13T11:31:22.204Z,2025-04-13T11:31:23Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5648795683,141,57.3,5648795681,140,29.1,5648795687,213,4.65,5648795679,56,Back,5648795685,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555401,336,1,1,30,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.0,55.7,2025-04-13T11:31:22.875Z,2025-04-13T11:31:24Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648795787,56,Back,5648795795,213,4.84,5648795793,212,22.6,5648795789,140,30.8,5648795791,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555435,337,1,1,30,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.8,22.7,2025-04-13T11:31:24.435Z,2025-04-13T11:31:27Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648795975,213,2.54,5648795969,140,13.2,5648795973,212,22.4,5648795971,141,41.2,5648795967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555503,338,1,1,30,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.2,41.2,2025-04-13T11:31:26.931Z,2025-04-13T11:31:31Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648796275,140,24.6,5648796273,56,Back,5648796283,1,,5648796277,141,87.5,5648796281,213,1.21,5648796279,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555561,339,1,1,30,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.8,91.7,2025-04-13T11:31:31.339Z,2025-04-13T11:31:35Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648796599,212,10.8,5648796601,213,4.59,5648796597,141,76.0,5648796593,56,Back,5648796595,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555583,340,1,1,30,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.3,73.6,2025-04-13T11:31:35.307Z,2025-04-13T11:31:37Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648796783,212,30.7,5648796777,56,Back,5648796781,141,29.7,5648796785,213,4.95,5648796779,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555639,341,1,1,30,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.4,27.1,2025-04-13T11:31:37.570Z,2025-04-13T11:31:42Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648797017,141,54.3,5648797021,213,1.80,5648797019,212,19.0,5648797015,140,23.2,5648797011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555755,342,1,1,30,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.0,54.5,2025-04-13T11:31:41.923Z,2025-04-13T11:31:49Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648797485,213,1.44,5648797479,140,28.0,5648797481,141,78.4,5648797483,212,16.4,5648797475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555775,343,1,1,30,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.1,72.9,2025-04-13T11:31:49.762Z,2025-04-13T11:31:51Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648797585,141,61.7,5648797583,140,56.4,5648797581,56,Center,5648797587,212,15.0,5648797589,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555783,344,1,1,30,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.4,61.7,2025-04-13T11:31:50.922Z,2025-04-13T11:31:53Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5648797631,141,45.1,5648797627,140,39.4,5648797633,212,21.1,5648797635,213,3.71,5648797657,156,,5648797623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555831,345,1,1,30,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.4,45.1,2025-04-13T11:31:53.410Z,2025-04-13T11:31:55Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648797869,141,18.0,5648797875,213,5.17,5648797863,56,Back,5648797873,212,20.5,5648797865,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555881,346,1,1,31,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.0,18.0,2025-04-13T11:31:55.251Z,2025-04-13T11:32:00Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648798133,213,2.08,5648798127,140,39.8,5648798131,212,17.7,5648798129,141,40.7,5648798125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800555955,347,1,1,31,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.5,49.1,2025-04-13T11:32:00.209Z,2025-04-13T11:32:05Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648798527,56,Back,5648798533,212,22.5,5648798531,141,36.0,5648798535,213,3.55,5648798529,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556033,348,1,1,31,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.9,36.1,2025-04-13T11:32:05.563Z,2025-04-13T11:32:09Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648798953,155,,5648798955,56,Right,5648798963,213,5.93,5648798959,141,12.0,5648798961,212,46.8,5648798957,140,55.6,5648798965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556069,210,45,1,31,16,8cfkisxf1fkxdqtt6tx1tup48,0,51.0,76.9,2025-04-13T11:32:09.690Z,2025-04-13T11:54:07Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5648799175,233,349,5648799121,285,,5648799119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556053,349,3,1,31,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.0,23.1,2025-04-13T11:32:09.690Z,2025-04-13T11:54:07Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5648799047,56,Back,5648799049,286,,5648799135,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556119,350,1,1,31,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.4,21.2,2025-04-13T11:32:10.675Z,2025-04-13T11:32:14Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5648799359,140,35.7,5648799363,212,8.2,5648799361,141,18.8,5648799365,213,3.34,5648799357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556193,351,1,1,31,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.6,21.5,2025-04-13T11:32:14.666Z,2025-04-13T11:32:20Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648799737,56,Back,5648799745,213,0.99,5648799739,140,45.1,5648799741,141,43.7,5648799743,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556199,352,4,1,31,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.2,47.0,2025-04-13T11:32:18.093Z,2025-04-13T11:32:24Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5648799781,56,Back,5648799783,152,,5648799805,233,211,5648799785,265,,5648799779,13,,5648799787,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556165,211,4,1,31,24,8cfkisxf1fkxdqtt6tx1tup48,0,57.8,53.0,2025-04-13T11:32:18.094Z,2025-04-13T11:32:24Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5648799649,285,,5648799647,265,,5648799811,233,352,5648799643,56,Center,5648799641,13,,5648799645,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556345,353,1,1,31,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.2,44.8,2025-04-13T11:32:28.626Z,2025-04-13T11:52:50Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648800553,141,8.5,5648800551,140,65.1,5648800547,152,,5648800555,212,34.5,5648800549,56,Right,5648800545,155,,5648800559,1,,5648800543,5,,5648800557,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,
2800575005,493,1,1,31,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.1,9.2,2025-04-13T11:32:29.413Z,2025-04-13T11:52:48Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5648893105,212,3.9,5648893107,213,6.11,5648893101,140,61.8,5648893103,141,8.2,5648893099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556427,354,1,1,31,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,67.0,9.5,2025-04-13T11:32:35.521Z,2025-04-13T11:32:37Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5648800943,56,Right,5648800949,212,9.8,5648800951,213,0.93,5648800945,140,72.6,5648800947,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556393,212,43,1,31,42,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-13T11:32:35.881Z,2025-04-13T11:52:39Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5648800785,56,Back,5648892511,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556545,213,12,1,31,46,8cfkisxf1fkxdqtt6tx1tup48,1,30.1,70.0,2025-04-13T11:32:40.287Z,2025-04-13T11:32:44Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5648801483,141,71.7,5648801481,140,71.9,5648801489,213,0.03,5648801479,56,Center,5648801487,212,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556521,355,1,1,31,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.5,10.9,2025-04-13T11:32:40.674Z,2025-04-13T11:32:43Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648801375,141,28.0,5648801371,56,Back,5648801373,140,30.8,5648801377,212,16.2,5648801381,213,2.34,5648801369,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556585,356,1,1,31,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.6,29.4,2025-04-13T11:32:43.681Z,2025-04-13T11:32:46Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648801665,140,14.0,5648801679,213,2.83,5648801661,56,Back,5648801675,212,16.1,5648801669,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556557,214,43,1,31,50,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-13T11:32:44.342Z,2025-04-13T11:52:58Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5648893719,144,61,5648801545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556605,357,1,1,31,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.3,37.1,2025-04-13T11:32:46.169Z,2025-04-13T11:32:47Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648801765,213,5.69,5648801757,56,Back,5648801759,140,32.6,5648801763,212,23.2,5648801761,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556655,358,1,1,31,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.6,18.0,2025-04-13T11:32:47.322Z,2025-04-13T11:32:49Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648801991,56,Back,5648801995,140,39.2,5648801999,212,9.4,5648801997,141,27.4,5648802001,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556667,359,1,1,31,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.7,30.0,2025-04-13T11:32:49.609Z,2025-04-13T11:32:50Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5648802065,213,0.10,5648802057,56,Back,5648802063,212,9.8,5648802061,141,31.5,5648802059,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556671,360,1,1,31,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.0,31.5,2025-04-13T11:32:50.441Z,2025-04-13T11:32:51Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648802093,140,42.3,5648802091,56,Back,5648802095,141,31.0,5648802099,213,3.20,5648802127,156,,5648802097,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556823,361,1,1,32,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.8,26.7,2025-04-13T11:32:53.633Z,2025-04-13T11:32:58Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5648802803,56,Back,5648802817,213,1.85,5648802809,141,47.2,5648802813,212,14.5,5648802805,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556847,362,1,1,32,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.6,50.4,2025-04-13T11:32:58.761Z,2025-04-13T11:33:00Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648802933,212,17.6,5648802931,141,49.9,5648802927,140,67.4,5648802923,56,Center,5648802935,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556857,363,3,1,32,6,aqtkb4mgrz8c6iqfufj6qjbv9,0,67.6,50.9,2025-04-13T11:33:00.337Z,2025-04-13T11:54:02Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5648802971,286,,5648803223,233,215,5648802969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556895,215,7,1,32,6,8cfkisxf1fkxdqtt6tx1tup48,1,32.4,49.1,2025-04-13T11:33:00.338Z,2025-04-13T11:54:01Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5648803129,56,Back,5648803191,233,363,5648803131,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800556897,216,1,1,32,9,8cfkisxf1fkxdqtt6tx1tup48,0,36.5,45.4,2025-04-13T11:33:03.278Z,2025-04-13T11:53:26Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5648895115,140,37.3,5648895447,233,364,5648895451,286,,5648895119,212,3.0,5648895121,213,1.28,5648895445,236,,5648895117,141,49.6,5648803141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
