id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value
2812046971,247,1,1,24,8,8gxd9ry2580pu1b1dd5ny9ymy,1,2.5,52.5,2025-05-09T16:55:09.343Z,2025-05-09T16:55:13Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5712329713,140,14.6,5712329715,141,55.4,5712329711,56,Back,5712329709,123,,5712329719,213,0.15,5712329717,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812046977,248,1,1,24,13,8gxd9ry2580pu1b1dd5ny9ymy,0,21.7,49.6,2025-05-09T16:55:13.751Z,2025-05-09T17:28:02Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712329747,1,,5712329739,140,23.9,5712329737,56,Back,5712329741,141,0.0,5712329745,213,4.78,5712329743,212,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047021,227,5,1,24,14,6wwwud48qahpwrfxs20334qk5,1,75.6,101.1,2025-05-09T16:55:14.607Z,2025-05-09T18:42:02Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712330061,347,,5712330059,56,Left,5712751901,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812046981,249,5,1,24,14,8gxd9ry2580pu1b1dd5ny9ymy,0,24.4,-1.1,2025-05-09T16:55:14.607Z,2025-05-09T18:42:02Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712329791,56,Back,5712329795,347,,5712751939,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047027,228,1,1,24,22,6wwwud48qahpwrfxs20334qk5,1,74.8,100.0,2025-05-09T16:55:23.150Z,2025-05-09T16:55:26Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5712330109,1,,5712330107,213,4.43,5712330103,141,68.1,5712330099,56,Center,5712330105,212,23.8,5712330101,140,68.4,5712330097,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047031,229,3,1,24,25,6wwwud48qahpwrfxs20334qk5,0,83.0,62.6,2025-05-09T16:55:26.246Z,2025-05-09T18:39:10Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712330135,233,250,5712330125,286,,5712330123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047029,250,7,1,24,25,8gxd9ry2580pu1b1dd5ny9ymy,0,17.0,37.4,2025-05-09T16:55:26.247Z,2025-05-09T18:39:09Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5712330119,56,Back,5712330121,285,,5712330131,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047037,230,3,1,24,28,6wwwud48qahpwrfxs20334qk5,0,87.7,61.8,2025-05-09T16:55:28.941Z,2025-05-09T16:55:30Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712330169,56,Center,5712330187,211,,5712330171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047063,252,1,1,24,32,8gxd9ry2580pu1b1dd5ny9ymy,0,1.3,4.1,2025-05-09T16:55:33.087Z,2025-05-09T16:55:35Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712330271,56,Back,5712330275,140,24.3,5712330269,157,,5712330285,1,,5712330281,212,25.4,5712330279,141,15.7,5712330283,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047095,232,1,1,24,40,6wwwud48qahpwrfxs20334qk5,1,82.0,95.4,2025-05-09T16:55:41.022Z,2025-05-09T16:55:43Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712330393,56,Left,5712330395,140,92.1,5712330399,212,13.0,5712330397,141,84.4,5712330401,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047101,233,1,1,24,42,6wwwud48qahpwrfxs20334qk5,1,93.6,91.4,2025-05-09T16:55:43.414Z,2025-05-09T16:55:45Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5712330429,140,84.3,5712330427,56,Left,5712330433,212,10.1,5712330431,141,95.0,5712330435,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047123,234,1,1,24,44,6wwwud48qahpwrfxs20334qk5,1,81.1,93.8,2025-05-09T16:55:44.926Z,2025-05-09T16:55:48Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712330545,213,4.05,5712330541,141,68.8,5712330543,212,21.5,5712330539,140,68.5,5712330537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047137,235,1,1,24,47,6wwwud48qahpwrfxs20334qk5,1,68.0,64.8,2025-05-09T16:55:48.110Z,2025-05-09T16:55:50Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712330589,213,4.48,5712330583,140,62.7,5712330581,56,Center,5712330587,212,24.3,5712330585,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047161,236,1,1,24,49,6wwwud48qahpwrfxs20334qk5,1,62.7,30.3,2025-05-09T16:55:50.142Z,2025-05-09T16:55:53Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5712330677,213,1.36,5712330673,141,49.7,5712330671,140,65.4,5712330675,212,13.5,5712330669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047171,237,1,1,24,52,6wwwud48qahpwrfxs20334qk5,1,65.4,49.7,2025-05-09T16:55:53.030Z,2025-05-09T16:55:55Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712330735,56,Center,5712330741,212,11.2,5712330743,213,5.44,5712330739,141,37.4,5712330737,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047175,238,61,1,24,55,6wwwud48qahpwrfxs20334qk5,0,73.3,32.1,2025-05-09T16:55:55.718Z,2025-05-09T16:55:56Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712330759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047185,254,1,1,24,56,8gxd9ry2580pu1b1dd5ny9ymy,1,27.4,82.4,2025-05-09T16:55:57.168Z,2025-05-09T16:55:58Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712330787,141,88.5,5712330785,140,21.9,5712330783,56,Back,5712330789,212,7.1,5712330791,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047193,255,1,1,24,57,8gxd9ry2580pu1b1dd5ny9ymy,1,21.9,88.5,2025-05-09T16:55:58.071Z,2025-05-09T16:56:00Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712330833,212,13.0,5712330831,141,90.2,5712330835,213,0.09,5712330829,140,34.2,5712330827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047199,256,3,1,24,59,8gxd9ry2580pu1b1dd5ny9ymy,0,34.5,94.4,2025-05-09T16:56:00.215Z,2025-05-09T16:56:02Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5712330861,286,,5712330885,211,,5712330859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047227,240,1,1,25,3,6wwwud48qahpwrfxs20334qk5,1,37.0,4.1,2025-05-09T16:56:04.510Z,2025-05-09T16:56:06Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5712331017,213,2.22,5712331015,212,28.7,5712331011,140,20.4,5712331013,141,37.7,5712331009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047245,241,1,1,25,6,6wwwud48qahpwrfxs20334qk5,1,20.4,37.7,2025-05-09T16:56:06.702Z,2025-05-09T16:56:10Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5712331107,212,12.6,5712331105,141,53.9,5712331101,56,Back,5712331103,140,26.3,5712331109,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047249,242,1,1,25,10,6wwwud48qahpwrfxs20334qk5,1,26.2,54.5,2025-05-09T16:56:10.703Z,2025-05-09T16:56:11Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712331133,213,0.25,5712331125,56,Back,5712331131,212,12.2,5712331129,141,59.0,5712331127,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047273,243,1,1,25,11,6wwwud48qahpwrfxs20334qk5,1,38.1,59.0,2025-05-09T16:56:11.782Z,2025-05-09T16:56:18Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712331245,56,Back,5712331261,212,14.8,5712331249,140,27.1,5712331269,213,3.82,5712331255,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047303,244,1,1,25,17,6wwwud48qahpwrfxs20334qk5,0,37.3,37.6,2025-05-09T16:56:17.991Z,2025-05-09T16:56:23Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712331369,212,39.0,5712331363,56,Right,5712331365,140,68.9,5712331367,141,7.4,5712331361,155,,5712331371,213,5.73,5712331373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047311,257,44,1,25,20,8gxd9ry2580pu1b1dd5ny9ymy,1,29.6,94.2,2025-05-09T16:56:21.192Z,2025-05-09T16:57:21Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712331427,233,245,5712331417,285,,5712331415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047305,245,44,1,25,20,6wwwud48qahpwrfxs20334qk5,0,70.4,5.8,2025-05-09T16:56:21.193Z,2025-05-09T18:36:25Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5712331435,233,257,5712331387,286,,5712331385,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047323,258,1,1,25,22,8gxd9ry2580pu1b1dd5ny9ymy,1,25.6,93.0,2025-05-09T16:56:23.336Z,2025-05-09T17:27:40Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712331481,140,28.5,5712331485,212,8.1,5712331483,141,81.9,5712331479,56,Back,5712331487,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047327,259,1,1,25,26,8gxd9ry2580pu1b1dd5ny9ymy,1,31.1,81.2,2025-05-09T16:56:26.735Z,2025-05-09T16:56:27Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712331511,213,4.70,5712331505,140,30.9,5712331507,141,56.0,5712331509,212,17.1,5712331503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047359,260,1,1,25,26,8gxd9ry2580pu1b1dd5ny9ymy,1,30.9,56.0,2025-05-09T16:56:27.472Z,2025-05-09T16:56:32Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712331641,213,4.43,5712331635,141,19.9,5712331637,212,25.5,5712331631,56,Back,5712331633,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047373,261,1,1,25,32,8gxd9ry2580pu1b1dd5ny9ymy,1,27.5,19.1,2025-05-09T16:56:32.760Z,2025-05-09T16:56:37Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712331709,56,Back,5712331713,141,30.5,5712331711,140,21.2,5712331715,212,10.2,5712331717,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047381,262,1,1,25,37,8gxd9ry2580pu1b1dd5ny9ymy,1,23.2,32.5,2025-05-09T16:56:38.288Z,2025-05-09T16:56:39Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712331769,213,1.61,5712331763,140,22.4,5712331765,141,64.8,5712331767,212,22.0,5712331761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047399,263,1,1,25,38,8gxd9ry2580pu1b1dd5ny9ymy,1,22.4,64.8,2025-05-09T16:56:39.344Z,2025-05-09T16:56:43Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712331847,141,88.8,5712331845,140,28.6,5712331843,56,Back,5712331849,212,17.6,5712331851,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047417,264,1,1,25,42,8gxd9ry2580pu1b1dd5ny9ymy,1,35.1,90.8,2025-05-09T16:56:43.200Z,2025-05-09T16:56:47Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5712331937,213,4.19,5712331929,56,Back,5712331931,140,28.5,5712331935,212,13.8,5712331933,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047429,265,1,1,25,46,8gxd9ry2580pu1b1dd5ny9ymy,1,31.7,70.2,2025-05-09T16:56:47.264Z,2025-05-09T16:56:49Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712332009,212,11.0,5712332003,56,Back,5712332005,140,31.4,5712332007,141,86.4,5712332011,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047469,266,1,1,25,48,8gxd9ry2580pu1b1dd5ny9ymy,1,29.9,87.3,2025-05-09T16:56:49.264Z,2025-05-09T16:56:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5712332227,56,Back,5712332229,140,12.1,5712332231,141,60.8,5712332235,213,3.91,5712332233,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047477,267,1,1,25,56,8gxd9ry2580pu1b1dd5ny9ymy,0,13.8,38.6,2025-05-09T16:56:57.152Z,2025-05-09T16:56:58Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5712332279,213,0.18,5712332281,1,,5712332277,212,40.5,5712332273,140,51.8,5712332275,141,49.1,5712332271,56,Center,5712332269,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047503,247,1,1,25,59,6wwwud48qahpwrfxs20334qk5,1,55.8,57.6,2025-05-09T16:57:00.039Z,2025-05-09T16:57:03Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5712332397,212,16.5,5712332399,213,0.49,5712332395,141,69.0,5712332391,56,Center,5712332393,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047519,248,1,1,26,2,6wwwud48qahpwrfxs20334qk5,1,65.9,76.4,2025-05-09T16:57:03.159Z,2025-05-09T16:57:05Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712332507,213,1.56,5712332503,141,94.7,5712332501,140,66.0,5712332499,56,Left,5712332505,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047509,268,83,1,26,3,8gxd9ry2580pu1b1dd5ny9ymy,0,27.7,33.7,2025-05-09T16:57:03.832Z,2025-05-09T16:57:06Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712332541,399,1ai0gvdx68lxclbj6m255w72t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047525,249,1,1,26,5,6wwwud48qahpwrfxs20334qk5,1,59.3,94.4,2025-05-09T16:57:05.680Z,2025-05-09T16:57:07Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5712332533,213,3.56,5712332531,212,27.5,5712332525,56,Back,5712332529,141,77.8,5712332527,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047541,250,1,1,26,6,6wwwud48qahpwrfxs20334qk5,1,34.2,77.9,2025-05-09T16:57:07.551Z,2025-05-09T16:57:10Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712332615,141,67.9,5712332611,56,Back,5712332613,140,43.0,5712332617,212,11.5,5712332619,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047601,251,1,1,26,9,6wwwud48qahpwrfxs20334qk5,1,43.0,67.9,2025-05-09T16:57:10.063Z,2025-05-09T16:57:22Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712332907,140,17.8,5712332909,141,54.3,5712332913,213,3.48,5712332911,212,28.0,5712332905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047619,252,1,1,26,21,6wwwud48qahpwrfxs20334qk5,1,24.3,62.9,2025-05-09T16:57:22.384Z,2025-05-09T16:57:25Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5712332997,1,,5712332985,155,,5712332993,212,38.3,5712332995,213,0.27,5712332991,141,77.9,5712332987,56,Center,5712332989,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047621,253,44,1,26,23,6wwwud48qahpwrfxs20334qk5,1,57.8,77.9,2025-05-09T16:57:24.415Z,2025-05-09T18:36:25Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712333003,286,,5712333001,56,Center,5712333029,233,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047617,270,44,1,26,23,8gxd9ry2580pu1b1dd5ny9ymy,0,42.2,22.1,2025-05-09T16:57:24.416Z,2025-05-09T18:36:26Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712332981,285,,5712332979,56,Back,5712333045,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047633,254,1,1,26,24,6wwwud48qahpwrfxs20334qk5,0,57.0,80.8,2025-05-09T16:57:25.367Z,2025-05-09T16:57:27Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712333083,213,0.83,5712333079,141,100.0,5712333073,168,,5712333081,212,19.5,5712333071,3,,5712333077,140,69.5,5712333075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047635,255,5,1,26,26,6wwwud48qahpwrfxs20334qk5,0,70.5,101.5,2025-05-09T16:57:26.580Z,2025-05-09T18:42:03Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712333105,347,,5712333337,233,271,5712333103,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047679,271,5,1,26,26,8gxd9ry2580pu1b1dd5ny9ymy,1,29.5,-1.5,2025-05-09T16:57:26.580Z,2025-05-09T18:42:03Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712333329,233,255,5712333305,347,,5712333303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047751,272,1,1,26,48,8gxd9ry2580pu1b1dd5ny9ymy,0,30.2,0.0,2025-05-09T16:57:48.641Z,2025-05-09T16:57:49Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712333625,141,13.3,5712333621,56,Back,5712333623,140,47.1,5712333627,212,20.2,5712333629,213,0.50,5712333619,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047765,256,1,1,26,49,6wwwud48qahpwrfxs20334qk5,0,45.5,85.6,2025-05-09T16:57:49.896Z,2025-05-09T16:57:51Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712333671,56,Left,5712333675,141,83.9,5712333673,140,60.6,5712333669,3,,5712333677,212,15.9,5712333679,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047783,273,43,1,26,53,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-09T16:57:54.042Z,2025-05-09T17:00:28Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712338525,144,61,5712333771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047787,257,43,1,26,54,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-09T16:57:55.368Z,2025-05-09T16:58:40Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712334951,144,61,5712333805,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047797,274,1,1,26,55,8gxd9ry2580pu1b1dd5ny9ymy,0,23.1,15.1,2025-05-09T16:57:56.497Z,2025-05-09T16:57:57Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712333853,141,19.4,5712333855,212,32.9,5712333851,140,54.3,5712333859,1,,5712333857,213,0.09,5712333847,157,,5712333849,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047811,258,4,1,27,0,6wwwud48qahpwrfxs20334qk5,1,46.6,80.8,2025-05-09T16:58:01.368Z,2025-05-09T18:35:15Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712333937,13,,5712333939,56,Back,5712333943,265,,5712333941,152,,5712333945,286,,5712333987,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047817,275,4,1,27,0,8gxd9ry2580pu1b1dd5ny9ymy,0,53.4,19.2,2025-05-09T16:58:01.369Z,2025-05-09T18:35:15Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5712333977,285,,5712333969,13,,5712333995,233,258,5712333971,56,Right,5712333975,265,,5712333973,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047849,259,1,1,27,10,6wwwud48qahpwrfxs20334qk5,1,54.6,69.3,2025-05-09T16:58:11.008Z,2025-05-09T16:58:20Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712334149,140,65.9,5712334147,56,Left,5712334143,5,,5712334145,152,,5712334155,213,0.67,5712334151,141,83.0,5712334153,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047851,260,61,1,27,11,6wwwud48qahpwrfxs20334qk5,0,65.7,84.4,2025-05-09T16:58:12.200Z,2025-05-09T16:59:40Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712334163,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047855,277,1,1,27,12,8gxd9ry2580pu1b1dd5ny9ymy,1,38.2,31.0,2025-05-09T16:58:13.537Z,2025-05-09T16:58:16Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712334217,212,19.4,5712334219,213,5.72,5712334211,56,Right,5712334215,141,15.8,5712334213,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047865,278,1,1,27,15,8gxd9ry2580pu1b1dd5ny9ymy,1,55.6,15.1,2025-05-09T16:58:15.897Z,2025-05-09T16:58:17Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5712334277,212,6.3,5712334275,141,24.1,5712334271,56,Center,5712334273,140,54.0,5712334279,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047879,279,1,1,27,17,8gxd9ry2580pu1b1dd5ny9ymy,1,54.0,24.1,2025-05-09T16:58:17.585Z,2025-05-09T16:58:21Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712334377,212,29.9,5712334371,56,Back,5712334375,141,65.7,5712334373,140,44.9,5712334379,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047897,280,1,1,27,20,8gxd9ry2580pu1b1dd5ny9ymy,1,44.9,65.7,2025-05-09T16:58:20.905Z,2025-05-09T16:58:24Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5712334469,140,58.3,5712334467,56,Left,5712334471,141,94.8,5712334475,213,0.95,5712334473,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047941,281,1,1,27,24,8gxd9ry2580pu1b1dd5ny9ymy,1,57.7,96.5,2025-05-09T16:58:24.617Z,2025-05-09T16:58:31Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712334723,141,94.5,5712334721,140,44.9,5712334725,212,13.5,5712334719,56,Back,5712334727,213,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047953,282,1,1,27,31,8gxd9ry2580pu1b1dd5ny9ymy,1,41.1,89.0,2025-05-09T16:58:31.594Z,2025-05-09T16:58:34Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5712334805,212,15.4,5712334801,140,55.7,5712334803,141,87.6,5712334807,213,6.22,5712334799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047957,283,1,1,27,33,8gxd9ry2580pu1b1dd5ny9ymy,1,55.7,87.6,2025-05-09T16:58:34.266Z,2025-05-09T17:27:16Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712334821,56,Back,5712334825,141,82.4,5712334823,140,46.0,5712334843,156,,5712334827,212,10.8,5712334829,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047973,284,1,1,27,35,8gxd9ry2580pu1b1dd5ny9ymy,1,46.0,82.4,2025-05-09T16:58:36.498Z,2025-05-09T16:58:37Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712334917,213,5.20,5712334909,56,Center,5712334913,141,47.3,5712334915,212,27.1,5712334911,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047977,285,1,1,27,36,8gxd9ry2580pu1b1dd5ny9ymy,1,58.2,47.3,2025-05-09T16:58:37.505Z,2025-05-09T16:58:39Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5712334929,56,Back,5712334937,213,3.08,5712334943,156,,5712334933,141,48.7,5712334931,140,42.6,5712334935,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812047995,286,1,1,27,40,8gxd9ry2580pu1b1dd5ny9ymy,1,43.3,46.9,2025-05-09T16:58:40.746Z,2025-05-09T16:58:42Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5712335051,141,21.1,5712335053,212,17.6,5712335057,213,4.80,5712335049,140,44.7,5712335047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
