id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2810349329,290,1,1,27,53,bd4qakf7j0wwie8wke9km7uj8,1,68.4,70.9,2025-05-04T14:29:07.404Z,2025-05-04T14:29:08Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702788857,212,7.4,5702788859,213,1.84,5702788853,140,66.5,5702788855,141,81.4,5702788851,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810349365,291,1,1,27,54,bd4qakf7j0wwie8wke9km7uj8,1,66.5,81.4,2025-05-04T14:29:08.628Z,2025-05-04T14:29:10Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5702789069,141,71.5,5702789071,212,7.9,5702789065,56,Center,5702789067,140,62.5,5702789073,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810349463,292,1,1,27,55,bd4qakf7j0wwie8wke9km7uj8,1,62.7,72.1,2025-05-04T14:29:09.860Z,2025-05-04T14:29:12Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702789581,141,58.4,5702789579,140,67.8,5702789585,213,5.23,5702789583,212,10.7,5702789577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810349511,293,1,1,27,58,bd4qakf7j0wwie8wke9km7uj8,0,67.8,58.4,2025-05-04T14:29:12.428Z,2025-05-04T14:56:56Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5702789849,140,74.0,5702789845,196,,5702789857,1,,5702789853,212,41.4,5702789847,56,Right,5702789851,141,0.0,5702789855,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810350067,213,5,1,27,59,8cfkisxf1fkxdqtt6tx1tup48,1,24.8,101.6,2025-05-04T14:29:13.873Z,2025-05-04T16:14:48Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5702792877,56,Back,5702792933,233,294,5702792879,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810349531,294,5,1,27,59,bd4qakf7j0wwie8wke9km7uj8,0,75.2,-1.6,2025-05-04T14:29:13.873Z,2025-05-04T16:14:48Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5702792993,233,213,5702789935,56,Right,5702789941,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810350169,214,1,1,28,23,8cfkisxf1fkxdqtt6tx1tup48,1,26.8,100.0,2025-05-04T14:29:37.161Z,2025-05-04T14:29:41Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5702793397,140,65.4,5702793393,107,,5702793403,213,6.12,5702793399,141,92.3,5702793395,56,Left,5702793401,212,41.1,5702793405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810350295,215,2,1,28,26,8cfkisxf1fkxdqtt6tx1tup48,1,67.8,89.7,2025-05-04T14:29:40.906Z,2025-05-04T14:57:09Z,444n8m1tirk6lp739iigw42c5,M. Rochester,,,5702794093,141,74.8,5702794199,7,1icurh5jrnw1e6jdgqxjnhdnu,5702794091,140,88.0,5702794201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810350643,296,1,1,28,43,bd4qakf7j0wwie8wke9km7uj8,1,26.3,13.5,2025-05-04T14:29:57.508Z,2025-05-04T14:30:00Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5702795993,140,29.4,5702795995,141,33.0,5702795987,241,,5702795991,56,Back,5702795997,212,13.7,5702795999,213,1.33,5702795983,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810350759,297,1,1,28,45,bd4qakf7j0wwie8wke9km7uj8,1,29.6,32.8,2025-05-04T14:30:00.108Z,2025-05-04T14:30:04Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702796539,140,26.5,5702796543,212,16.6,5702796537,56,Back,5702796545,213,4.51,5702796541,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810350873,298,1,1,28,50,bd4qakf7j0wwie8wke9km7uj8,1,36.5,18.3,2025-05-04T14:30:04.684Z,2025-05-04T14:30:10Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5702797205,141,73.8,5702797209,213,1.64,5702797201,56,Back,5702797207,212,37.8,5702797203,140,34.1,5702797211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810350919,299,1,1,28,55,bd4qakf7j0wwie8wke9km7uj8,1,42.6,71.7,2025-05-04T14:30:10.147Z,2025-05-04T14:30:12Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5702797537,212,8.5,5702797533,140,45.6,5702797539,213,1.19,5702797529,56,Back,5702797535,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351045,300,1,1,28,57,bd4qakf7j0wwie8wke9km7uj8,1,45.6,83.3,2025-05-04T14:30:12.061Z,2025-05-04T14:30:17Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702798195,213,5.95,5702798187,56,Center,5702798191,141,72.3,5702798193,212,22.6,5702798189,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351029,216,83,1,29,2,8cfkisxf1fkxdqtt6tx1tup48,0,24.2,30.3,2025-05-04T14:30:16.321Z,2025-05-04T14:30:20Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5702798417,399,cf6zq49y8v1ekw07e7yi3uac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351061,301,1,1,29,2,bd4qakf7j0wwie8wke9km7uj8,1,73.6,72.4,2025-05-04T14:30:16.827Z,2025-05-04T14:30:18Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5702798287,56,Left,5702798299,213,2.02,5702798289,140,70.5,5702798297,212,7.5,5702798293,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351105,302,1,1,29,3,bd4qakf7j0wwie8wke9km7uj8,1,70.5,82.3,2025-05-04T14:30:17.916Z,2025-05-04T14:30:21Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5702798561,212,12.7,5702798555,56,Left,5702798559,141,94.5,5702798557,140,79.6,5702798563,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351171,303,1,1,29,6,bd4qakf7j0wwie8wke9km7uj8,1,79.9,93.3,2025-05-04T14:30:20.947Z,2025-05-04T14:30:24Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5702798973,140,61.0,5702798971,56,Center,5702798975,141,76.1,5702798977,212,23.0,5702798979,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351261,304,1,1,29,10,bd4qakf7j0wwie8wke9km7uj8,1,61.3,76.1,2025-05-04T14:30:24.379Z,2025-05-04T14:30:28Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5702799495,213,5.10,5702799491,141,65.1,5702799487,56,Center,5702799493,212,8.1,5702799489,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351333,305,1,1,29,13,bd4qakf7j0wwie8wke9km7uj8,1,67.3,63.7,2025-05-04T14:30:27.987Z,2025-05-04T14:30:31Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702799891,56,Left,5702799889,155,,5702799893,140,75.1,5702799899,212,21.7,5702799903,213,1.18,5702799897,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351373,306,1,1,29,16,bd4qakf7j0wwie8wke9km7uj8,1,77.9,95.1,2025-05-04T14:30:31.003Z,2025-05-04T14:30:32Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5702800123,140,78.7,5702800131,213,4.85,5702800121,56,Left,5702800127,141,86.0,5702800129,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351425,307,1,1,29,18,bd4qakf7j0wwie8wke9km7uj8,1,80.0,90.6,2025-05-04T14:30:32.531Z,2025-05-04T14:30:35Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5702800425,141,94.4,5702800421,56,Left,5702800423,140,64.8,5702800429,213,2.98,5702800427,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351497,308,1,1,29,21,bd4qakf7j0wwie8wke9km7uj8,1,64.7,94.5,2025-05-04T14:30:35.676Z,2025-05-04T14:30:38Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702800863,141,94.2,5702800861,140,71.5,5702800865,212,7.1,5702800867,213,6.25,5702800859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351523,309,1,1,29,23,bd4qakf7j0wwie8wke9km7uj8,1,71.5,94.2,2025-05-04T14:30:37.932Z,2025-05-04T14:30:39Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5702801005,140,78.5,5702801009,212,15.2,5702801003,56,Center,5702801007,141,74.7,5702801011,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351541,310,1,1,29,25,bd4qakf7j0wwie8wke9km7uj8,0,78.5,74.7,2025-05-04T14:30:39.466Z,2025-05-04T14:56:00Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5702801087,140,81.6,5702801091,212,3.3,5702801093,213,0.00,5702801085,56,Center,5702801089,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351579,217,8,1,29,26,8cfkisxf1fkxdqtt6tx1tup48,1,23.8,31.3,2025-05-04T14:30:40.778Z,2025-05-04T14:34:18Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5702801263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351601,218,45,1,29,27,8cfkisxf1fkxdqtt6tx1tup48,0,20.2,30.3,2025-05-04T14:30:41.377Z,2025-05-04T16:19:03Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5702801367,285,,5702801953,233,311,5702801365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351661,311,3,1,29,27,bd4qakf7j0wwie8wke9km7uj8,1,79.8,69.7,2025-05-04T14:30:41.377Z,2025-05-04T16:19:03Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5702801695,286,,5702801859,233,218,5702801693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351681,312,1,1,29,29,bd4qakf7j0wwie8wke9km7uj8,0,91.0,72.7,2025-05-04T14:30:43.179Z,2025-05-04T14:56:16Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5702801777,56,Center,5702801787,212,4.8,5702801781,140,88.3,5702801785,141,67.0,5702801789,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351727,219,8,1,29,29,8cfkisxf1fkxdqtt6tx1tup48,1,13.1,40.3,2025-05-04T14:30:44.058Z,2025-05-04T14:35:06Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5702802085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351757,220,12,1,29,31,8cfkisxf1fkxdqtt6tx1tup48,1,15.6,28.8,2025-05-04T14:30:45.449Z,2025-05-04T14:30:47Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5702802241,140,25.5,5702802391,167,,5702802245,212,23.4,5702802243,141,0.0,5702802239,56,Back,5702802247,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810351765,221,5,1,29,32,8cfkisxf1fkxdqtt6tx1tup48,0,25.1,-1.8,2025-05-04T14:30:46.818Z,2025-05-04T16:14:49Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5702802299,347,,5702802297,56,Back,5702805079,233,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352275,313,5,1,29,32,bd4qakf7j0wwie8wke9km7uj8,1,74.9,101.8,2025-05-04T14:30:46.818Z,2025-05-04T16:14:48Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5702804985,233,221,5702804943,347,,5702804941,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352367,314,1,1,29,53,bd4qakf7j0wwie8wke9km7uj8,0,81.9,100.0,2025-05-04T14:31:07.434Z,2025-05-04T14:31:12Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5702805455,140,91.4,5702805461,213,5.07,5702805451,107,,5702805463,1,,5702805453,56,Center,5702805459,212,28.8,5702805457,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352361,222,44,1,29,56,8cfkisxf1fkxdqtt6tx1tup48,1,8.5,36.8,2025-05-04T14:31:10.258Z,2025-05-04T14:31:14Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5702805819,233,315,5702805421,56,Back,5702805425,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352387,315,44,1,29,56,bd4qakf7j0wwie8wke9km7uj8,0,91.6,64.0,2025-05-04T14:31:10.259Z,2025-05-04T14:31:13Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5702805569,286,,5702805567,56,Center,5702805881,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352405,223,12,1,29,56,8cfkisxf1fkxdqtt6tx1tup48,1,8.0,33.9,2025-05-04T14:31:10.826Z,2025-05-04T14:31:12Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5702805653,212,21.8,5702805651,141,55.5,5702805649,140,23.3,5702805747,15,,5702805657,213,0.74,5702805647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352449,316,1,1,29,59,bd4qakf7j0wwie8wke9km7uj8,0,79.3,45.5,2025-05-04T14:31:13.251Z,2025-05-04T14:55:41Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702805957,56,Center,5702805963,212,14.2,5702805955,155,,5702805959,140,91.7,5702805965,213,5.87,5702805961,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352519,224,12,1,30,0,8cfkisxf1fkxdqtt6tx1tup48,1,8.3,62.3,2025-05-04T14:31:14.569Z,2025-05-04T14:31:16Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5702806409,15,,5702806337,141,72.1,5702806339,212,13.5,5702806333,56,Back,5702806341,213,0.52,5702806335,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352655,226,61,1,30,4,8cfkisxf1fkxdqtt6tx1tup48,1,6.6,96.2,2025-05-04T14:31:19.148Z,2025-05-04T17:00:58Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5702806983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352723,227,1,1,30,5,8cfkisxf1fkxdqtt6tx1tup48,0,1.1,94.2,2025-05-04T14:31:20.001Z,2025-05-04T17:01:13Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5702807349,140,9.8,5702807337,157,,5702807357,212,10.3,5702807353,141,100.0,5702807363,1,,5702807361,213,0.49,5702807343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352741,228,5,1,30,6,8cfkisxf1fkxdqtt6tx1tup48,0,9.5,101.1,2025-05-04T14:31:20.948Z,2025-05-04T17:01:18Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5702807609,233,317,5702807439,56,Back,5702807441,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352689,317,5,1,30,6,bd4qakf7j0wwie8wke9km7uj8,1,90.5,-1.1,2025-05-04T14:31:20.948Z,2025-05-04T17:01:16Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5702807541,233,228,5702807169,347,,5702807165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352869,318,1,1,30,9,bd4qakf7j0wwie8wke9km7uj8,1,90.0,0.0,2025-05-04T14:31:24.099Z,2025-05-04T14:31:27Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5702808253,212,16.7,5702808249,140,76.5,5702808245,107,,5702808255,213,2.58,5702808251,141,11.1,5702808247,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352963,319,1,1,30,12,bd4qakf7j0wwie8wke9km7uj8,1,76.5,11.1,2025-05-04T14:31:26.971Z,2025-05-04T14:31:32Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5702808799,140,59.3,5702808803,141,29.2,5702808797,56,Center,5702808805,212,21.9,5702808809,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353061,320,1,1,30,17,bd4qakf7j0wwie8wke9km7uj8,1,59.0,25.0,2025-05-04T14:31:31.913Z,2025-05-04T14:31:36Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702809327,140,73.4,5702809329,141,17.3,5702809333,213,5.95,5702809325,56,Right,5702809331,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353207,229,83,1,30,20,8cfkisxf1fkxdqtt6tx1tup48,1,28.6,75.9,2025-05-04T14:31:34.881Z,2025-05-04T14:56:48Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5702810831,399,1el3mu4rgcx8tebrawgfvynf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353077,321,1,1,30,22,bd4qakf7j0wwie8wke9km7uj8,1,72.7,17.2,2025-05-04T14:31:36.596Z,2025-05-04T14:55:21Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5702809395,56,Center,5703030283,141,29.1,5703030287,212,14.0,5703030281,140,61.8,5703030289,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353131,322,1,1,30,24,bd4qakf7j0wwie8wke9km7uj8,1,63.1,34.0,2025-05-04T14:31:38.619Z,2025-05-04T14:31:39Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702809671,141,14.0,5702809669,140,63.6,5702809675,213,4.75,5702809667,56,Right,5702809673,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353197,323,1,1,30,25,bd4qakf7j0wwie8wke9km7uj8,1,63.6,14.0,2025-05-04T14:31:39.433Z,2025-05-04T14:31:42Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5702810065,141,2.9,5702810071,213,5.61,5702810061,56,Right,5702810067,212,12.2,5702810063,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353219,324,1,1,30,28,bd4qakf7j0wwie8wke9km7uj8,1,70.7,4.3,2025-05-04T14:31:42.354Z,2025-05-04T14:31:43Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702810177,212,9.4,5702810179,213,1.74,5702810173,140,69.2,5702810169,56,Right,5702810175,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353323,325,1,1,30,29,bd4qakf7j0wwie8wke9km7uj8,1,69.2,18.0,2025-05-04T14:31:43.234Z,2025-05-04T14:31:47Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702810753,212,10.0,5702810749,140,60.4,5702810755,213,3.55,5702810751,141,12.2,5702810747,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353415,326,1,1,30,32,bd4qakf7j0wwie8wke9km7uj8,1,63.4,27.7,2025-05-04T14:31:46.802Z,2025-05-04T14:31:51Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5702811315,56,Back,5702811319,141,46.9,5702811321,212,21.0,5702811317,140,47.7,5702811323,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353553,327,1,1,30,38,bd4qakf7j0wwie8wke9km7uj8,1,56.7,37.3,2025-05-04T14:31:52.346Z,2025-05-04T14:31:55Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5702812009,212,10.3,5702812005,140,65.9,5702812007,141,42.5,5702812003,56,Center,5702812011,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353673,328,1,1,30,40,bd4qakf7j0wwie8wke9km7uj8,1,65.9,42.5,2025-05-04T14:31:54.874Z,2025-05-04T14:31:59Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5702812773,56,Center,5702812775,140,72.4,5702812777,141,63.6,5702812781,213,1.13,5702812779,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353627,230,83,1,30,43,8cfkisxf1fkxdqtt6tx1tup48,0,25.3,52.2,2025-05-04T14:31:57.585Z,2025-05-04T14:32:03Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5702813387,399,d1qyvtgj16160ufegxkspgb9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353743,329,1,1,30,45,bd4qakf7j0wwie8wke9km7uj8,1,67.7,41.3,2025-05-04T14:31:59.194Z,2025-05-04T14:32:02Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5702813135,213,4.83,5702813131,141,29.2,5702813133,212,8.3,5702813129,140,68.6,5702813127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353819,330,1,1,30,47,bd4qakf7j0wwie8wke9km7uj8,1,68.7,29.1,2025-05-04T14:32:01.770Z,2025-05-04T14:32:04Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702813605,56,Left,5702813613,213,1.27,5702813615,1,,5702813603,155,,5702813611,212,42.0,5702813609,141,88.1,5702813607,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353971,331,1,1,30,50,bd4qakf7j0wwie8wke9km7uj8,1,78.9,87.8,2025-05-04T14:32:04.306Z,2025-05-04T14:32:10Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5702814611,141,85.3,5702814607,56,Left,5702814613,212,7.1,5702814617,213,6.04,5702814609,140,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353989,332,3,1,30,55,bd4qakf7j0wwie8wke9km7uj8,0,94.4,76.2,2025-05-04T14:32:09.994Z,2025-05-04T14:32:15Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5702815195,233,231,5702814697,56,Center,5702814699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354029,231,7,1,30,55,8cfkisxf1fkxdqtt6tx1tup48,1,5.6,23.8,2025-05-04T14:32:09.995Z,2025-05-04T14:32:23Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5702814943,56,Back,5702814941,167,,5702815099,233,332,5702814945,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354045,232,6,1,30,56,8cfkisxf1fkxdqtt6tx1tup48,0,4.3,24.8,2025-05-04T14:32:10.826Z,2025-05-04T15:03:18Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5702815791,56,Back,5702815933,233,333,5702815793,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354009,333,6,1,30,56,bd4qakf7j0wwie8wke9km7uj8,1,95.7,75.2,2025-05-04T14:32:10.826Z,2025-05-04T15:03:18Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5702814959,56,Center,5702814961,73,,5702815919,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354923,334,1,1,31,26,bd4qakf7j0wwie8wke9km7uj8,1,99.5,99.5,2025-05-04T14:32:41.002Z,2025-05-04T14:32:45Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5702820013,212,14.9,5702820005,6,,5702820015,213,3.37,5702820011,141,94.5,5702820009,140,85.7,5702820007,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354935,335,1,1,31,29,bd4qakf7j0wwie8wke9km7uj8,0,93.0,95.7,2025-05-04T14:32:44.049Z,2025-05-04T14:32:45Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702820087,212,22.3,5702820089,213,4.59,5702820077,2,,5702820083,140,90.3,5702820079,155,,5702820085,141,63.1,5702820081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355095,233,12,1,31,31,8cfkisxf1fkxdqtt6tx1tup48,1,7.8,33.6,2025-05-04T14:32:45.498Z,2025-05-04T14:32:49Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5702820907,212,15.9,5702820903,140,22.8,5702820909,213,6.16,5702820905,141,30.7,5702820899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
