id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2726903681,147,1,1,17,25,b2vft81kyjurzbmekvgrqwr64,1,42.2,67.9,2024-09-28T13:18:51.895Z,2024-09-28T13:18:54Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247088987,213,4.14,5247088985,212,15.7,5247088983,141,48.5,5247088981,140,34.1,5247088979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726903731,148,1,1,17,28,b2vft81kyjurzbmekvgrqwr64,1,33.7,50.9,2024-09-28T13:18:54.767Z,2024-09-28T13:18:56Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5247089195,141,29.5,5247089197,212,15.7,5247089191,56,Back,5247089193,140,39.3,5247089199,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726903769,149,1,1,17,30,b2vft81kyjurzbmekvgrqwr64,1,36.9,26.4,2024-09-28T13:18:56.423Z,2024-09-28T13:18:59Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5247089413,213,5.78,5247089405,56,Right,5247089411,212,18.9,5247089407,140,52.7,5247089409,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726903849,150,1,1,17,33,b2vft81kyjurzbmekvgrqwr64,1,52.8,13.1,2024-09-28T13:18:59.087Z,2024-09-28T13:19:03Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247089927,212,26.4,5247089929,213,2.78,5247089923,140,29.3,5247089921,56,Back,5247089925,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726903995,151,1,1,17,37,b2vft81kyjurzbmekvgrqwr64,1,29.6,28.2,2024-09-28T13:19:03.479Z,2024-09-28T13:19:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5247090753,140,19.3,5247090757,212,29.7,5247090759,213,1.94,5247090755,141,68.8,5247090751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726904005,152,1,1,17,44,b2vft81kyjurzbmekvgrqwr64,0,15.4,71.2,2024-09-28T13:19:10.024Z,2024-09-28T13:19:10Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5247090845,56,Back,5247090853,213,0.00,5247090847,140,40.6,5247090851,212,26.5,5247090857,1,,5247090849,141,71.2,5247090843,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726904097,192,1,1,17,46,a9vw7ikerpr4cuweeeka5aneg,1,63.4,33.9,2024-09-28T13:19:12.300Z,2024-09-28T13:19:14Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5247091385,212,10.1,5247091387,213,0.55,5247091375,56,Center,5247091379,140,71.6,5247091383,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726904161,193,2,1,17,48,a9vw7ikerpr4cuweeeka5aneg,1,70.9,38.2,2024-09-28T13:19:14.755Z,2024-09-28T13:19:18Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247091933,56,Center,5247091729,140,92.0,5247091931,7,3epwf56ozg73hueacwmckk0r9,5247091731,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726904847,154,1,1,18,21,b2vft81kyjurzbmekvgrqwr64,0,23.0,70.5,2024-09-28T13:19:47.088Z,2024-09-28T13:19:50Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5247095723,212,48.8,5247095713,157,,5247095719,140,66.4,5247095711,5,,5247095721,141,44.8,5247095717,56,Center,5247095727,1,,5247095725,213,5.92,5247095715,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726904883,194,1,1,18,25,a9vw7ikerpr4cuweeeka5aneg,0,32.5,56.4,2024-09-28T13:19:51.603Z,2024-09-28T13:19:52Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5247095945,56,Back,5247095953,213,5.19,5247095951,212,12.5,5247095947,140,38.0,5247095943,3,,5247095949,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726904923,155,3,1,18,28,b2vft81kyjurzbmekvgrqwr64,0,63.4,60.8,2024-09-28T13:19:54.136Z,2024-09-28T15:13:44Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5247096659,233,195,5247096173,286,,5247096169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726904969,195,7,1,18,28,a9vw7ikerpr4cuweeeka5aneg,1,36.6,39.2,2024-09-28T13:19:54.137Z,2024-09-28T15:13:44Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247096447,56,Back,5247096451,285,,5247096609,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905035,197,1,1,18,32,a9vw7ikerpr4cuweeeka5aneg,1,43.9,46.1,2024-09-28T13:19:58.043Z,2024-09-28T13:20:01Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5247096883,212,13.5,5247096887,213,1.37,5247096879,140,46.4,5247096877,56,Back,5247096881,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905189,198,1,1,18,34,a9vw7ikerpr4cuweeeka5aneg,1,46.3,69.9,2024-09-28T13:20:00.859Z,2024-09-28T13:20:11Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247097811,140,51.8,5247097813,141,84.8,5247097809,56,Left,5247097815,212,11.7,5247097817,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905147,156,83,1,18,42,b2vft81kyjurzbmekvgrqwr64,0,27.8,12.0,2024-09-28T13:20:08.072Z,2024-09-28T13:20:12Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247098009,399,eso2tbbpnxu9qvx6zy07m5jx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905207,199,1,1,18,45,a9vw7ikerpr4cuweeeka5aneg,1,72.8,82.6,2024-09-28T13:20:11.611Z,2024-09-28T13:20:13Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5247097923,212,14.1,5247097913,56,Center,5247097919,141,74.5,5247097927,213,3.54,5247097915,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905321,200,1,1,18,47,a9vw7ikerpr4cuweeeka5aneg,1,62.3,71.5,2024-09-28T13:20:13.723Z,2024-09-28T13:20:18Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247098513,140,62.7,5247098519,212,19.0,5247098517,141,43.6,5247098509,56,Center,5247098521,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905341,201,1,1,18,52,a9vw7ikerpr4cuweeeka5aneg,1,67.7,30.3,2024-09-28T13:20:18.235Z,2024-09-28T13:20:20Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5247098691,56,Right,5247098695,141,11.9,5247098697,212,16.8,5247098699,213,5.44,5247098693,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905401,202,1,1,18,54,a9vw7ikerpr4cuweeeka5aneg,1,76.1,10.6,2024-09-28T13:20:20.371Z,2024-09-28T13:20:23Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5247099035,140,67.8,5247099037,141,15.5,5247099041,213,2.78,5247099033,56,Right,5247099039,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905429,203,1,1,18,57,a9vw7ikerpr4cuweeeka5aneg,1,66.7,17.6,2024-09-28T13:20:23.203Z,2024-09-28T13:20:24Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5247099183,212,10.6,5247099185,213,1.26,5247099177,56,Center,5247099179,140,69.8,5247099181,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905445,204,1,1,18,58,a9vw7ikerpr4cuweeeka5aneg,0,69.8,32.4,2024-09-28T13:20:24.250Z,2024-09-28T13:20:25Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247099281,141,25.8,5247099279,140,71.7,5247099285,213,5.13,5247099277,56,Center,5247099283,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905487,157,61,1,19,1,b2vft81kyjurzbmekvgrqwr64,0,33.9,75.3,2024-09-28T13:20:27.456Z,2024-09-28T13:20:27Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5247099495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905539,205,1,1,19,2,a9vw7ikerpr4cuweeeka5aneg,1,74.1,45.4,2024-09-28T13:20:28.435Z,2024-09-28T13:20:30Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5247099753,213,0.58,5247099745,56,Center,5247099751,212,7.9,5247099747,140,80.4,5247099749,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905517,158,83,1,19,2,b2vft81kyjurzbmekvgrqwr64,0,33.9,75.3,2024-09-28T13:20:28.792Z,2024-09-28T15:15:16Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247100011,399,cqsc3mj8klukkgutdrpegybdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905555,206,1,1,19,4,a9vw7ikerpr4cuweeeka5aneg,0,80.4,51.8,2024-09-28T13:20:29.979Z,2024-09-28T13:30:28Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5247099841,140,75.6,5247099853,213,2.87,5247099845,141,53.9,5247099849,212,5.2,5247099837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905595,159,1,1,19,5,b2vft81kyjurzbmekvgrqwr64,0,23.6,28.9,2024-09-28T13:20:31.592Z,2024-09-28T20:13:39Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247100057,56,Back,5247117665,140,25.1,5247117671,212,2.3,5247121643,233,209,5247117669,141,31.3,5247117673,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905563,207,61,1,19,5,a9vw7ikerpr4cuweeeka5aneg,1,75.6,53.9,2024-09-28T13:20:31.679Z,2024-09-28T15:15:16Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5247099905,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905657,161,1,1,19,5,b2vft81kyjurzbmekvgrqwr64,0,26.6,41.1,2024-09-28T13:20:31.976Z,2024-09-28T15:15:59Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247100331,141,30.3,5248138911,233,209,5247100329,140,36.3,5247100333,212,12.6,5247100335,213,5.66,5247100327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905623,208,8,1,19,6,a9vw7ikerpr4cuweeeka5aneg,1,69.5,55.7,2024-09-28T13:20:32.702Z,2024-09-28T15:15:29Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247100205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905671,162,1,1,19,8,b2vft81kyjurzbmekvgrqwr64,0,33.4,54.2,2024-09-28T13:20:34.402Z,2024-09-28T20:13:34Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247100439,236,,5247100405,212,8.5,5247100407,213,0.53,5250091899,233,209,5247100401,140,40.4,5247100399,56,Back,5247100403,141,60.6,5247100445,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905647,209,74,1,19,8,a9vw7ikerpr4cuweeeka5aneg,1,68.3,59.1,2024-09-28T13:20:34.403Z,2024-09-28T20:13:34Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5250091937,233,162,5247100291,56,Center,5247100295,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905779,211,1,1,19,10,a9vw7ikerpr4cuweeeka5aneg,1,69.0,60.0,2024-09-28T13:20:36.899Z,2024-09-28T13:20:39Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5247100905,141,49.9,5247100901,56,Center,5247100903,140,69.8,5247100909,213,4.83,5247100907,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905743,163,83,1,19,12,b2vft81kyjurzbmekvgrqwr64,0,40.4,60.6,2024-09-28T13:20:38.528Z,2024-09-28T13:20:43Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5247101247,399,cl4xl80n4gew1ox03r3ooshrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905785,212,50,1,19,13,a9vw7ikerpr4cuweeeka5aneg,1,65.8,45.8,2024-09-28T13:20:39.755Z,2024-09-28T15:13:45Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247100963,56,Center,5247101357,233,164,5247100965,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905825,164,7,1,19,13,b2vft81kyjurzbmekvgrqwr64,1,34.2,54.2,2024-09-28T13:20:39.756Z,2024-09-28T15:13:44Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247101225,285,,5247101339,233,212,5247101223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905829,166,1,1,19,16,b2vft81kyjurzbmekvgrqwr64,1,24.6,48.7,2024-09-28T13:20:42.144Z,2024-09-28T13:20:44Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5247101257,141,27.0,5247101255,140,30.9,5247101259,212,16.2,5247101253,56,Back,5247101261,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905975,167,1,1,19,17,b2vft81kyjurzbmekvgrqwr64,1,30.9,27.0,2024-09-28T13:20:43.824Z,2024-09-28T13:20:52Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247102165,212,39.5,5247102157,140,68.4,5247102161,141,21.6,5247102171,1,,5247102153,56,Center,5247102169,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726905983,168,1,1,19,25,b2vft81kyjurzbmekvgrqwr64,0,83.6,14.1,2024-09-28T13:20:51.872Z,2024-09-28T13:20:54Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5247102215,141,15.9,5247102217,212,1.8,5247102565,233,213,5247102569,286,,5247102211,56,Right,5247102563,236,,5247102219,213,2.37,5247102213,140,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906033,213,74,1,19,25,a9vw7ikerpr4cuweeeka5aneg,1,31.4,86.9,2024-09-28T13:20:51.873Z,2024-09-28T15:17:08Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5247102529,285,,5247102527,56,Back,5247102603,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906145,215,1,1,19,31,a9vw7ikerpr4cuweeeka5aneg,1,36.0,81.8,2024-09-28T13:20:57.242Z,2024-09-28T13:20:58Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247103153,141,69.0,5247103151,140,41.4,5247103157,213,5.29,5247103155,212,10.4,5247103149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906251,216,1,1,19,32,a9vw7ikerpr4cuweeeka5aneg,1,45.9,63.1,2024-09-28T13:20:58.730Z,2024-09-28T13:21:05Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5247103873,212,24.2,5247103867,56,Back,5247103869,140,42.2,5247103875,213,4.55,5247103871,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906293,217,1,1,19,39,a9vw7ikerpr4cuweeeka5aneg,1,74.3,11.4,2024-09-28T13:21:05.875Z,2024-09-28T13:21:07Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5247104087,140,65.3,5247104089,141,18.0,5247104093,213,2.70,5247104091,212,10.5,5247104085,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906411,218,1,1,19,41,a9vw7ikerpr4cuweeeka5aneg,1,65.3,18.0,2024-09-28T13:21:07.547Z,2024-09-28T13:21:23Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,1.0,,5247104795,140,67.8,5247104799,141,34.0,5247105865,210,13,5247104807,213,1.33,5247104805,212,11.2,5247104791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906369,169,83,1,19,45,b2vft81kyjurzbmekvgrqwr64,0,40.2,55.4,2024-09-28T13:21:11.560Z,2024-09-28T13:21:21Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247105609,399,cl4xl80n4gew1ox03r3ooshrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906423,219,13,1,19,47,a9vw7ikerpr4cuweeeka5aneg,1,71.7,51.9,2024-09-28T13:21:13.450Z,2024-09-28T13:21:23Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247105903,74,,5247105917,230,96.5,5247104889,56,Center,5247105911,102,51.4,5247104885,22,,5247105905,29,,5247105915,215,,5247105383,72,,5247105907,55,218,5247104887,18,,5247105919,231,5247105913,103,,,,,,,50.9,73.6,,,,,,,,,,,,
2726906765,170,5,1,19,49,b2vft81kyjurzbmekvgrqwr64,1,-1.0,39.0,2024-09-28T13:21:15.155Z,2024-09-28T15:13:04Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247106791,56,Back,5247106843,233,220,5247106793,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906441,220,5,1,19,49,a9vw7ikerpr4cuweeeka5aneg,0,101.0,61.0,2024-09-28T13:21:15.155Z,2024-09-28T15:13:05Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5247106901,233,170,5247104993,56,Center,5247104995,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906859,171,1,1,20,11,b2vft81kyjurzbmekvgrqwr64,0,4.1,49.7,2024-09-28T13:21:37.832Z,2024-09-28T13:21:42Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5247107377,213,0.03,5247107367,124,,5247107375,212,79.2,5247107379,1,,5247107381,74,,5247107369,56,Center,5247107373,141,53.1,5247107813,189,,5247107371,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726906965,223,1,1,20,15,a9vw7ikerpr4cuweeeka5aneg,1,29.5,56.1,2024-09-28T13:21:41.821Z,2024-09-28T13:21:43Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247107909,56,Back,5247107915,140,34.6,5247107921,213,4.91,5247107919,212,27.3,5247107917,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907003,224,1,1,20,17,a9vw7ikerpr4cuweeeka5aneg,0,34.6,16.7,2024-09-28T13:21:43.021Z,2024-09-28T13:21:44Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5247108083,56,Center,5247108089,212,40.1,5247108081,157,,5247108093,1,,5247108087,141,24.4,5247108085,140,72.5,5247108091,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907127,172,1,1,20,20,b2vft81kyjurzbmekvgrqwr64,1,43.4,67.8,2024-09-28T13:21:46.392Z,2024-09-28T13:21:49Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5247108753,212,10.1,5247108747,56,Back,5247108749,140,44.2,5247108755,213,1.49,5247108751,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907187,174,1,1,20,23,b2vft81kyjurzbmekvgrqwr64,1,44.2,82.6,2024-09-28T13:21:49.560Z,2024-09-28T13:21:51Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5247109085,213,4.81,5247109077,140,46.1,5247109075,56,Back,5247109081,212,20.0,5247109079,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907303,175,1,1,20,25,b2vft81kyjurzbmekvgrqwr64,1,46.1,53.3,2024-09-28T13:21:51.432Z,2024-09-28T13:21:56Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247109775,212,25.7,5247109755,155,,5247109765,140,49.7,5247109777,213,4.86,5247109771,141,15.9,5247109759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907317,176,61,1,20,30,b2vft81kyjurzbmekvgrqwr64,0,48.6,15.5,2024-09-28T13:21:55.985Z,2024-09-28T13:21:56Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247109817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907337,225,1,1,20,31,a9vw7ikerpr4cuweeeka5aneg,0,34.8,80.0,2024-09-28T13:21:57.035Z,2024-09-28T13:24:16Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5247109955,56,Back,5247109965,212,11.6,5247109963,141,76.6,5247109959,140,45.6,5247109967,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907393,177,1,1,20,32,b2vft81kyjurzbmekvgrqwr64,1,55.9,15.5,2024-09-28T13:21:58.408Z,2024-09-28T13:21:59Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5247110243,141,20.3,5247110239,56,Back,5247110249,212,21.6,5247110253,213,2.99,5247110241,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907449,178,1,1,20,33,b2vft81kyjurzbmekvgrqwr64,1,35.6,20.3,2024-09-28T13:21:59.720Z,2024-09-28T13:22:02Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5247110521,140,45.5,5247110525,141,36.4,5247110529,213,0.81,5247110527,212,15.1,5247110519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907539,179,1,1,20,36,b2vft81kyjurzbmekvgrqwr64,1,43.9,36.0,2024-09-28T13:22:02.704Z,2024-09-28T13:22:06Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247110971,212,19.3,5247110965,56,Back,5247110967,140,34.6,5247110973,213,2.10,5247110969,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907565,180,1,1,20,40,b2vft81kyjurzbmekvgrqwr64,1,34.6,60.5,2024-09-28T13:22:06.584Z,2024-09-28T13:22:07Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5247111139,56,Back,5247111147,212,14.9,5247111149,213,6.01,5247111145,141,54.6,5247111141,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907617,181,1,1,20,41,b2vft81kyjurzbmekvgrqwr64,1,48.3,54.6,2024-09-28T13:22:07.728Z,2024-09-28T13:22:09Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5247111437,141,63.0,5247111435,140,38.0,5247111439,212,12.2,5247111433,56,Back,5247111441,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907643,182,1,1,20,43,b2vft81kyjurzbmekvgrqwr64,1,38.0,63.0,2024-09-28T13:22:09.744Z,2024-09-28T13:22:11Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5247111563,212,19.2,5247111559,140,45.7,5247111557,56,Back,5247111561,141,37.4,5247111565,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907673,183,1,1,20,45,b2vft81kyjurzbmekvgrqwr64,1,45.7,37.4,2024-09-28T13:22:11.257Z,2024-09-28T13:22:13Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247111781,141,13.5,5247111773,56,Right,5247111787,213,5.47,5247111777,140,60.2,5247111785,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907693,184,1,1,20,47,b2vft81kyjurzbmekvgrqwr64,1,58.8,12.6,2024-09-28T13:22:13.200Z,2024-09-28T13:22:15Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5247111899,141,27.1,5247111897,140,62.3,5247111903,213,1.21,5247111901,212,10.5,5247111895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907699,185,1,1,20,48,b2vft81kyjurzbmekvgrqwr64,0,62.3,27.1,2024-09-28T13:22:14.928Z,2024-09-28T13:22:15Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5247111931,56,Center,5247111935,141,36.9,5247111933,140,66.3,5247111937,212,7.9,5247111939,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907803,227,1,1,20,50,a9vw7ikerpr4cuweeeka5aneg,1,36.5,75.6,2024-09-28T13:22:16.890Z,2024-09-28T13:22:20Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5247112519,140,40.8,5247112517,56,Back,5247112523,212,4.5,5247112525,213,6.19,5247112521,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907897,228,1,1,20,54,a9vw7ikerpr4cuweeeka5aneg,1,63.3,68.2,2024-09-28T13:22:20.250Z,2024-09-28T13:22:24Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5247112991,140,72.2,5247112993,141,91.1,5247113001,213,1.03,5247112989,56,Left,5247112997,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
