id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2707213325,216,4,1,24,33,7gkglopz9cjsysn2u6sbhuvc5,0,96.6,18.6,2024-08-10T12:24:19.930Z,2024-08-10T14:32:05Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5138959735,56,Right,5139398999,286,,5139398997,294,,5138960047,233,226,5138959733,13,,5138959737,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213307,215,43,1,24,33,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-10T12:24:20.333Z,2024-08-10T12:24:24Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5138959587,56,Back,5138959589,140,33.6,5138959585,3,0,5138959593,212,5.7,5138959591,141,66.3,5138959595,213,4.13,5138959767,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213549,228,1,1,25,20,b8oqgvx1ijeyn6y1cn6929ix4,0,67.0,33.9,2024-08-10T12:25:06.753Z,2024-08-10T12:25:09Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5138961033,152,,5138961037,140,94.3,5138961029,5,,5138961039,141,56.9,5138961043,213,0.50,5138961041,212,32.7,5138961045,1,,5138961035,56,Center,5138961031,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213567,218,11,1,25,24,7gkglopz9cjsysn2u6sbhuvc5,1,4.8,43.7,2024-08-10T12:25:10.598Z,2024-08-10T12:25:10Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5138961133,56,Back,5138961135,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213609,219,1,1,25,26,7gkglopz9cjsysn2u6sbhuvc5,1,11.9,39.8,2024-08-10T12:25:12.734Z,2024-08-10T12:25:17Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5138961361,213,5.60,5138961359,212,24.4,5138961355,140,29.9,5138961357,141,17.0,5138961351,123,,5138961353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213613,220,50,1,25,30,7gkglopz9cjsysn2u6sbhuvc5,1,35.0,14.1,2024-08-10T12:25:16.423Z,2024-08-10T14:05:31Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5139082667,233,230,5139082629,286,,5138961367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213607,230,7,1,25,30,b8oqgvx1ijeyn6y1cn6929ix4,0,65.0,85.9,2024-08-10T12:25:16.424Z,2024-08-10T14:05:30Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5139080361,285,,5139082647,233,220,5139080359,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213649,232,1,1,25,32,b8oqgvx1ijeyn6y1cn6929ix4,1,58.9,80.3,2024-08-10T12:25:18.624Z,2024-08-10T12:25:22Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5138961619,212,13.0,5138961615,140,71.2,5138961617,141,77.6,5138961613,56,Center,5138961621,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213661,233,1,1,25,35,b8oqgvx1ijeyn6y1cn6929ix4,1,71.2,77.6,2024-08-10T12:25:22.008Z,2024-08-10T12:25:23Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5138961667,140,72.4,5138961669,141,92.6,5138961665,56,Left,5138961673,213,1.45,5138961671,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213679,234,1,1,25,36,b8oqgvx1ijeyn6y1cn6929ix4,1,72.4,92.6,2024-08-10T12:25:23.336Z,2024-08-10T13:01:27Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5138961739,141,61.8,5138961735,56,Center,5138961737,140,90.6,5138961743,213,5.45,5138961741,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213703,235,1,1,25,39,b8oqgvx1ijeyn6y1cn6929ix4,1,93.4,64.5,2024-08-10T12:25:25.787Z,2024-08-10T12:25:28Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5138961833,212,14.4,5138961829,140,89.0,5138961827,56,Left,5138961835,213,1.90,5138961831,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213713,236,1,1,25,41,b8oqgvx1ijeyn6y1cn6929ix4,1,89.0,84.5,2024-08-10T12:25:28.128Z,2024-08-10T12:28:20Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,1.0,,5138968571,210,15,5138961895,155,,5138961903,212,25.9,5138961901,141,47.2,5138961905,213,4.92,5138961893,2,,5138961899,140,94.0,5138968573,154,,5138961897,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213719,237,15,1,25,43,b8oqgvx1ijeyn6y1cn6929ix4,1,92.9,44.7,2024-08-10T12:25:29.481Z,2024-08-10T12:28:21Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5138968591,154,,5138961935,56,Center,5138968601,146,99.8,5138961931,22,,5138961933,17,,5138968603,147,50.2,5138968593,55,236,5138968627,233,221,5138968587,78,,5138968165,328,,5138968589,29,,5138968161,15,,5138968599,103,10.8,5138968597,102,,,,,,,50.2,,,,,,,,
2707213715,221,10,1,25,43,7gkglopz9cjsysn2u6sbhuvc5,1,2.0,51.9,2024-08-10T12:25:29.581Z,2024-08-10T12:28:35Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5138968263,233,237,5138961911,178,,5138961915,56,Back,5138961909,173,,5138961913,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213853,223,1,1,25,58,7gkglopz9cjsysn2u6sbhuvc5,0,3.6,50.9,2024-08-10T12:25:44.831Z,2024-08-10T12:25:46Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5138962633,212,68.3,5138962637,1,,5138962629,140,67.4,5138962627,56,Center,5138962635,213,0.20,5138962625,199,,5138962631,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213879,238,1,1,26,1,b8oqgvx1ijeyn6y1cn6929ix4,1,25.7,15.6,2024-08-10T12:25:47.400Z,2024-08-10T12:59:22Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5138962755,213,2.22,5138962751,141,39.7,5138962749,140,13.8,5138962747,56,Back,5138962753,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213895,239,1,1,26,3,b8oqgvx1ijeyn6y1cn6929ix4,1,14.0,41.0,2024-08-10T12:25:49.792Z,2024-08-10T12:59:20Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5138962815,212,9.9,5138962811,140,22.7,5138962817,213,5.89,5138962809,56,Back,5138962813,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213929,240,1,1,26,6,b8oqgvx1ijeyn6y1cn6929ix4,1,23.1,34.9,2024-08-10T12:25:52.952Z,2024-08-10T12:25:58Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5138962941,56,Back,5138962945,140,27.5,5138962953,212,14.9,5138962949,141,14.0,5138962957,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214063,242,1,1,26,15,b8oqgvx1ijeyn6y1cn6929ix4,1,37.3,21.9,2024-08-10T12:26:01.569Z,2024-08-10T12:59:18Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5138963503,213,2.13,5138963501,212,20.8,5138963499,141,47.9,5138963497,140,26.8,5138963495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707216089,270,1,1,26,16,b8oqgvx1ijeyn6y1cn6929ix4,1,27.8,48.1,2024-08-10T12:26:02.478Z,2024-08-10T12:30:43Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5138974241,212,17.9,5138974243,213,1.59,5138974237,140,27.5,5138974239,141,74.4,5138974235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707216445,272,1,1,26,18,b8oqgvx1ijeyn6y1cn6929ix4,1,32.6,70.3,2024-08-10T12:26:04.363Z,2024-08-10T12:31:17Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5138975653,141,28.6,5138975649,56,Back,5138975659,213,4.61,5138975655,212,28.5,5138975651,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214065,243,1,1,26,24,b8oqgvx1ijeyn6y1cn6929ix4,1,26.3,33.3,2024-08-10T12:26:11.072Z,2024-08-10T12:26:12Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5138963545,140,28.3,5138963549,212,11.6,5138963547,141,50.1,5138963551,213,1.39,5138963543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214091,244,1,1,26,25,b8oqgvx1ijeyn6y1cn6929ix4,1,28.3,50.1,2024-08-10T12:26:12.255Z,2024-08-10T12:26:16Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5138963683,213,4.65,5138963679,141,30.9,5138963675,56,Back,5138963677,140,27.5,5138963681,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214117,245,1,1,26,34,b8oqgvx1ijeyn6y1cn6929ix4,1,28.6,23.4,2024-08-10T12:26:20.431Z,2024-08-10T12:26:21Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5138963803,141,48.8,5138963799,56,Back,5138963807,213,1.56,5138963801,140,28.7,5138963805,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214161,246,1,1,26,34,b8oqgvx1ijeyn6y1cn6929ix4,1,28.7,48.8,2024-08-10T12:26:21.192Z,2024-08-10T12:26:25Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5138964001,212,18.7,5138963997,140,28.3,5138963999,141,76.3,5138963995,56,Back,5138964003,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214203,247,1,1,26,39,b8oqgvx1ijeyn6y1cn6929ix4,1,33.9,71.1,2024-08-10T12:26:25.711Z,2024-08-10T12:26:31Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5138964193,213,0.72,5138964189,141,98.4,5138964187,140,54.1,5138964185,56,Left,5138964191,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214213,248,1,1,26,44,b8oqgvx1ijeyn6y1cn6929ix4,1,57.2,96.8,2024-08-10T12:26:30.959Z,2024-08-10T12:26:32Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5138964249,56,Back,5138964253,141,85.0,5138964257,213,3.77,5138964251,140,46.7,5138964255,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214247,249,1,1,26,46,b8oqgvx1ijeyn6y1cn6929ix4,1,46.7,85.0,2024-08-10T12:26:32.703Z,2024-08-10T12:26:37Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5138964479,141,60.2,5138964475,56,Back,5138964477,140,28.3,5138964483,213,3.86,5138964481,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214275,250,1,1,26,51,b8oqgvx1ijeyn6y1cn6929ix4,1,31.0,55.1,2024-08-10T12:26:37.399Z,2024-08-10T12:26:40Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5138964597,212,20.1,5138964599,213,4.69,5138964595,141,25.5,5138964591,56,Back,5138964593,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214291,251,1,1,26,54,b8oqgvx1ijeyn6y1cn6929ix4,1,30.5,24.1,2024-08-10T12:26:40.424Z,2024-08-10T12:26:43Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5138964683,212,15.0,5138964681,141,4.9,5138964685,213,5.23,5138964677,56,Back,5138964679,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214293,252,61,1,26,56,b8oqgvx1ijeyn6y1cn6929ix4,0,35.4,4.1,2024-08-10T12:26:42.920Z,2024-08-10T12:26:43Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5138964689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214297,225,43,1,26,57,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-10T12:26:43.972Z,2024-08-10T12:27:01Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5138965299,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214313,226,43,1,26,58,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-10T12:26:45.158Z,2024-08-10T12:27:03Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5138965365,144,1,5138964751,212,6.7,5138964749,141,87.8,5138964745,56,Left,5138964747,140,78.6,5138964753,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214319,227,43,1,27,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-10T12:26:46.468Z,2024-08-10T12:27:06Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5138964789,56,Left,5138964793,141,85.0,5138964797,213,5.76,5138964791,140,87.5,5138964795,212,5.5,5138965467,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214493,228,5,1,27,9,7gkglopz9cjsysn2u6sbhuvc5,1,61.8,102.0,2024-08-10T12:26:56.009Z,2024-08-10T14:24:28Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5138965697,56,Left,5138965699,347,,5139036821,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214423,253,5,1,27,9,b8oqgvx1ijeyn6y1cn6929ix4,0,38.2,-2.0,2024-08-10T12:26:56.009Z,2024-08-10T14:24:28Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5139036857,233,228,5138965313,56,Back,5138965315,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214517,229,1,1,27,26,7gkglopz9cjsysn2u6sbhuvc5,0,64.4,100.0,2024-08-10T12:27:12.422Z,2024-08-10T12:27:15Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5138965819,141,87.8,5138965817,140,79.9,5138965815,56,Left,5138965823,213,5.75,5138965821,212,18.9,5138965813,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214527,254,8,1,27,29,b8oqgvx1ijeyn6y1cn6929ix4,1,18.7,13.4,2024-08-10T12:27:16.319Z,2024-08-10T12:27:17Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5138965847,56,Back,5138965879,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214563,230,12,1,27,33,7gkglopz9cjsysn2u6sbhuvc5,1,40.2,81.2,2024-08-10T12:27:20.340Z,2024-08-10T12:27:22Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5138966093,167,,5138966043,140,46.1,5138966051,15,,5138966049,213,1.14,5138966045,141,100.0,5138966047,212,14.9,5138966041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214571,256,1,1,27,34,b8oqgvx1ijeyn6y1cn6929ix4,0,27.9,18.0,2024-08-10T12:27:20.918Z,2024-08-10T12:27:21Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5138966075,141,8.6,5138966083,213,6.08,5138966071,56,Right,5138966073,140,56.9,5138966069,155,,5138966079,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214577,231,5,1,27,35,7gkglopz9cjsysn2u6sbhuvc5,0,43.9,101.5,2024-08-10T12:27:21.942Z,2024-08-10T14:24:29Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5138966089,56,Back,5138966929,233,257,5138966091,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214713,257,5,1,27,35,b8oqgvx1ijeyn6y1cn6929ix4,1,56.1,-1.5,2024-08-10T12:27:21.942Z,2024-08-10T14:24:28Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5138966877,56,Right,5138966879,347,,5138966905,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214749,258,1,1,27,57,b8oqgvx1ijeyn6y1cn6929ix4,1,67.1,0.0,2024-08-10T12:27:43.560Z,2024-08-10T12:28:07Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,1.0,,5138967847,154,,5138967101,1,,5138967095,141,40.3,5138967091,56,Center,5138967093,140,90.6,5138967089,107,,5138967845,210,15,5138967097,212,37.2,5138967099,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214755,259,15,1,28,1,b8oqgvx1ijeyn6y1cn6929ix4,1,92.6,37.8,2024-08-10T12:27:47.870Z,2024-08-10T12:28:08Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5138967881,214,,5138967255,20,,5138967885,146,95.2,5138967877,102,47.7,5138967879,103,20.9,5138967923,233,232,5138967865,160,,5138967883,328,,5138967873,55,258,5138967119,17,,5138967869,29,,5138967867,81,,5138967887,147,41.0,5138967121,56,5138967871,154,,,,,Center,,,,,,,,
2707214773,232,10,1,28,1,7gkglopz9cjsysn2u6sbhuvc5,1,3.8,56.7,2024-08-10T12:27:47.970Z,2024-08-10T14:32:11Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5138967189,56,Back,5138967187,182,,5138967183,173,,5138967185,178,,5138967317,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214817,234,1,1,28,9,7gkglopz9cjsysn2u6sbhuvc5,1,4.6,52.4,2024-08-10T12:27:55.748Z,2024-08-10T12:29:51Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5138967437,140,16.2,5138967439,141,15.2,5138967435,56,Back,5138972601,189,,5138967443,213,5.16,5138967459,287,,5138967433,123,,5138967441,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214975,235,4,1,28,25,7gkglopz9cjsysn2u6sbhuvc5,1,35.2,22.4,2024-08-10T12:28:12.125Z,2024-08-10T15:26:00Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5138968491,286,,5138968273,265,,5138972287,189,,5138968267,13,,5138968269,56,Back,5138968283,233,260,5138968271,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214959,260,4,1,28,25,b8oqgvx1ijeyn6y1cn6929ix4,0,64.8,77.6,2024-08-10T12:28:12.126Z,2024-08-10T15:42:07Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5138968225,152,,5138968687,189,,5138968221,13,,5138968227,265,,5138968515,285,,5138968223,56,Center,5138968389,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215063,236,1,1,28,28,7gkglopz9cjsysn2u6sbhuvc5,1,29.4,18.9,2024-08-10T12:28:14.731Z,2024-08-10T12:29:52Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5138968799,5,,5138968803,56,Back,5138968809,212,9.8,5138968807,141,33.3,5138968811,213,1.54,5138968805,140,29.7,5138968801,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215069,237,1,1,28,30,7gkglopz9cjsysn2u6sbhuvc5,1,30.1,35.8,2024-08-10T12:28:16.372Z,2024-08-10T12:28:24Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5138968837,141,55.7,5138968839,212,14.6,5138968835,140,25.0,5138968841,213,1.95,5138968833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215075,238,1,1,28,31,7gkglopz9cjsysn2u6sbhuvc5,1,25.1,56.9,2024-08-10T12:28:17.803Z,2024-08-10T12:28:25Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5138968859,213,4.78,5138968857,212,15.7,5138968855,141,33.9,5138968851,56,Back,5138968853,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215107,239,1,1,28,40,7gkglopz9cjsysn2u6sbhuvc5,1,29.4,32.5,2024-08-10T12:28:26.348Z,2024-08-10T12:28:27Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5138968995,56,Back,5138969003,212,10.4,5138968999,141,47.8,5138968997,140,29.6,5138969005,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215129,240,1,1,28,41,7gkglopz9cjsysn2u6sbhuvc5,1,28.6,52.4,2024-08-10T12:28:27.820Z,2024-08-10T12:28:30Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5138969097,141,69.7,5138969101,213,1.58,5138969099,212,11.8,5138969095,140,28.5,5138969093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215169,241,1,1,28,43,7gkglopz9cjsysn2u6sbhuvc5,0,29.5,85.4,2024-08-10T12:28:29.948Z,2024-08-10T12:28:32Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5138969245,213,5.90,5138969241,141,65.2,5138969247,1,,5138969243,212,36.7,5138969239,140,61.9,5138969237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215235,262,1,1,28,47,b8oqgvx1ijeyn6y1cn6929ix4,1,29.4,20.6,2024-08-10T12:28:33.581Z,2024-08-10T12:28:36Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5138969563,212,20.5,5138969561,141,5.8,5138969559,140,46.4,5138969557,56,Back,5138969565,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215259,263,1,1,28,50,b8oqgvx1ijeyn6y1cn6929ix4,0,59.5,9.1,2024-08-10T12:28:36.678Z,2024-08-10T12:28:39Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5138969677,213,5.86,5138969675,212,16.8,5138969671,140,74.1,5138969673,141,0.0,5138969669,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215281,242,5,1,28,53,7gkglopz9cjsysn2u6sbhuvc5,1,23.4,101.5,2024-08-10T12:28:39.764Z,2024-08-10T14:24:29Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5138969789,233,264,5138969761,347,,5138969759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215261,264,5,1,28,53,b8oqgvx1ijeyn6y1cn6929ix4,0,76.6,-1.5,2024-08-10T12:28:39.764Z,2024-08-10T14:24:29Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5138969681,347,,5138969801,233,242,5138969679,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215381,243,1,1,29,6,7gkglopz9cjsysn2u6sbhuvc5,1,22.5,100.0,2024-08-10T12:28:52.827Z,2024-08-10T12:28:54Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5138970241,212,14.7,5138970233,107,,5138970237,140,34.6,5138970239,141,90.0,5138970235,56,Back,5138970243,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215407,244,1,1,29,8,7gkglopz9cjsysn2u6sbhuvc5,1,34.6,90.0,2024-08-10T12:28:54.611Z,2024-08-10T12:28:57Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5138970333,140,35.4,5138970337,212,4.8,5138970339,213,4.89,5138970329,3,,5138970331,56,Back,5138970335,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215415,245,61,1,29,10,7gkglopz9cjsysn2u6sbhuvc5,1,35.6,82.4,2024-08-10T12:28:57.302Z,2024-08-10T12:30:23Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5138970359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215423,265,1,1,29,11,b8oqgvx1ijeyn6y1cn6929ix4,0,43.5,28.2,2024-08-10T12:28:57.933Z,2024-08-10T12:28:58Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5138970389,213,6.18,5138970375,3,,5138970385,212,15.7,5138970381,141,25.9,5138970379,140,58.4,5138970377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215449,246,1,1,29,12,7gkglopz9cjsysn2u6sbhuvc5,1,33.7,80.2,2024-08-10T12:28:58.493Z,2024-08-10T12:29:00Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5138970521,213,6.07,5138970511,3,,5138970515,140,53.1,5138970513,56,Center,5138970517,141,73.8,5138970519,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707215453,247,1,1,29,13,7gkglopz9cjsysn2u6sbhuvc5,0,53.1,73.8,2024-08-10T12:29:00.347Z,2024-08-10T12:29:01Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5138970543,212,11.0,5138970539,140,44.8,5138970535,3,,5138970537,56,Back,5138970545,213,3.80,5138970541,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
