id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2734806203,218,1,1,23,1,aqtkb4mgrz8c6iqfufj6qjbv9,0,4.3,53.3,2024-10-18T17:23:44.920Z,2024-10-18T17:23:50Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290309727,141,23.7,5290309723,56,Center,5290309731,213,5.97,5290309721,124,,5290309729,212,66.1,5290309725,140,64.3,5290309733,1,,5290309737,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806251,204,44,1,23,6,b8oqgvx1ijeyn6y1cn6929ix4,1,34.8,75.0,2024-10-18T17:23:49.285Z,2024-10-18T17:23:58Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290309979,56,Back,5290310011,233,219,5290309981,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806207,219,44,1,23,6,aqtkb4mgrz8c6iqfufj6qjbv9,0,65.2,25.0,2024-10-18T17:23:49.286Z,2024-10-18T17:24:00Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5290309747,286,,5290310051,233,204,5290309745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734828317,400,61,1,23,7,b8oqgvx1ijeyn6y1cn6929ix4,1,33.9,78.8,2024-10-18T17:23:50.159Z,2024-10-18T17:57:11Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290431207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806235,220,1,1,23,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,69.6,29.7,2024-10-18T17:23:52.134Z,2024-10-18T17:23:52Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5290309893,56,Center,5290309901,213,0.12,5290309897,141,30.6,5290309899,212,5.3,5290309895,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806247,203,1,1,23,9,b8oqgvx1ijeyn6y1cn6929ix4,1,26.0,67.5,2024-10-18T17:23:52.186Z,2024-10-18T17:23:53Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5290309961,3,,5290309969,212,8.5,5290309965,140,33.4,5290309971,213,0.43,5290309967,141,72.7,5290309963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806213,202,44,1,23,10,b8oqgvx1ijeyn6y1cn6929ix4,1,30.8,75.2,2024-10-18T17:23:53.437Z,2024-10-18T19:13:44Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290309773,285,,5290309771,56,Back,5290431901,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806249,221,44,1,23,10,aqtkb4mgrz8c6iqfufj6qjbv9,0,69.2,24.8,2024-10-18T17:23:53.438Z,2024-10-18T19:13:44Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5290309977,286,,5290309975,56,Center,5290431921,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806303,205,1,1,23,10,b8oqgvx1ijeyn6y1cn6929ix4,0,33.4,72.7,2024-10-18T17:23:53.730Z,2024-10-18T17:24:24Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290310241,3,,5290310257,213,0.77,5290310249,140,36.3,5290310245,56,Back,5290310253,141,77.0,5290310255,212,4.2,5290310243,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806315,206,1,1,23,12,b8oqgvx1ijeyn6y1cn6929ix4,0,31.9,75.0,2024-10-18T17:23:55.617Z,2024-10-18T17:23:59Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290310295,157,,5290310299,140,46.5,5290310297,56,Back,5290310307,1,,5290310303,212,23.9,5290310305,213,0.88,5290310301,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806321,207,5,1,23,15,b8oqgvx1ijeyn6y1cn6929ix4,0,44.6,101.7,2024-10-18T17:23:58.300Z,2024-10-18T19:14:30Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290310321,347,,5290310319,56,Back,5290310647,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806375,222,5,1,23,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.4,-1.7000000000000002,2024-10-18T17:23:58.300Z,2024-10-18T19:14:30Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5290310597,56,Right,5290310615,233,207,5290310599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806391,223,1,1,23,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.9,0.0,2024-10-18T17:24:04.454Z,2024-10-18T17:24:06Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290310711,213,1.98,5290310709,212,9.0,5290310705,140,53.5,5290310701,107,,5290310703,56,Right,5290310707,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806401,224,1,1,23,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.5,10.7,2024-10-18T17:24:05.230Z,2024-10-18T17:24:07Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290310757,141,2.6,5290310761,213,5.03,5290310753,56,Right,5290310755,140,55.2,5290310759,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806427,225,1,1,23,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.3,2.5,2024-10-18T17:24:06.086Z,2024-10-18T17:24:09Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290310861,141,13.7,5290310865,213,2.21,5290310857,56,Back,5290310863,212,9.5,5290310859,140,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806433,226,1,1,23,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.9,13.4,2024-10-18T17:24:09.046Z,2024-10-18T17:24:10Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290310899,56,Back,5290310907,213,2.64,5290310903,141,20.9,5290310901,140,38.0,5290310905,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806459,227,1,1,23,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.2,17.1,2024-10-18T17:24:10.662Z,2024-10-18T17:24:13Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290311061,140,44.7,5290311069,212,6.7,5290311065,141,22.2,5290311059,56,Back,5290311073,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806547,228,1,1,23,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.6,21.2,2024-10-18T17:24:13.334Z,2024-10-18T17:24:23Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290311637,140,20.7,5290311641,212,30.0,5290311639,141,49.6,5290311635,56,Back,5290311643,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806607,229,1,1,23,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.1,49.7,2024-10-18T17:24:22.870Z,2024-10-18T17:25:49Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5290311979,213,5.65,5290311975,141,7.1,5290311971,56,Right,5290314287,155,,5290311977,212,48.7,5290311973,140,59.4,5290311981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807261,234,1,1,23,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.6,4.0,2024-10-18T17:24:23.822Z,2024-10-18T17:25:38Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290315171,141,10.1,5290315175,213,0.31,5290315169,140,51.8,5290315165,3,,5290315167,56,Right,5290315173,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806635,230,1,1,23,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.0,7.9,2024-10-18T17:24:28.078Z,2024-10-18T17:24:32Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5290312141,140,66.5,5290312145,212,7.3,5290312139,56,Right,5290312143,141,4.3,5290312147,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806641,231,50,1,23,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.6,7.2,2024-10-18T17:24:31.457Z,2024-10-18T17:24:38Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5290312179,286,,5290312257,233,208,5290312177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806653,208,7,1,23,48,b8oqgvx1ijeyn6y1cn6929ix4,0,26.4,92.8,2024-10-18T17:24:31.458Z,2024-10-18T17:24:37Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290312217,56,Back,5290312235,233,231,5290312219,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806649,232,61,1,23,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.7,3.1,2024-10-18T17:24:33.213Z,2024-10-18T17:24:33Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5290312199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806697,209,5,1,23,50,b8oqgvx1ijeyn6y1cn6929ix4,1,27.6,101.8,2024-10-18T17:24:34.062Z,2024-10-18T19:14:31Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290312455,347,,5290312551,233,233,5290312449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806657,233,5,1,23,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.4,-1.8,2024-10-18T17:24:34.062Z,2024-10-18T17:24:43Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5290312233,347,,5290312229,56,Right,5290312531,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806783,210,1,1,24,3,b8oqgvx1ijeyn6y1cn6929ix4,1,27.7,100.0,2024-10-18T17:24:46.506Z,2024-10-18T17:24:50Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290313021,213,5.69,5290313011,107,,5290313019,212,18.1,5290313015,140,42.0,5290313013,56,Back,5290313017,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806811,211,1,1,24,7,b8oqgvx1ijeyn6y1cn6929ix4,0,42.0,86.8,2024-10-18T17:24:50.163Z,2024-10-18T17:56:23Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290313161,213,5.88,5290313149,3,,5290313157,141,75.9,5290313153,56,Center,5290313151,168,,5290313159,212,18.8,5290313155,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734827923,409,8,1,24,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.9,12.6,2024-10-18T17:24:51.159Z,2024-10-18T17:56:23Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290429193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806827,212,1,1,24,9,b8oqgvx1ijeyn6y1cn6929ix4,1,56.9,85.7,2024-10-18T17:24:52.243Z,2024-10-18T17:24:53Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290313249,213,5.02,5290313241,56,Center,5290313245,141,65.4,5290313243,140,61.1,5290313247,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806855,213,1,1,24,10,b8oqgvx1ijeyn6y1cn6929ix4,1,61.1,65.4,2024-10-18T17:24:53.627Z,2024-10-18T17:34:59Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5290313379,141,82.9,5290313375,56,Left,5290313377,140,74.5,5290313383,213,0.70,5290313381,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806935,214,1,1,24,17,b8oqgvx1ijeyn6y1cn6929ix4,1,90.4,83.6,2024-10-18T17:25:00.499Z,2024-10-18T17:25:55Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,1.0,5290313851,212,20.4,5290313847,140,77.1,5290313853,213,3.96,5290313849,141,61.7,5290313845,56,Center,5290315969,210,16,5290315971,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806947,215,16,1,24,18,b8oqgvx1ijeyn6y1cn6929ix4,1,78.5,66.9,2024-10-18T17:25:02.011Z,2024-10-18T19:55:52Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290314847,374,2024-10-18 18:25:00.491,5290313885,18,,5290315979,55,214,5290314843,72,,5290313883,22,,5291199607,81,,5290313887,56,Center,5290315987,215,,5290315983,102,46.0,5290315985,103,20.9,5290314851,375,5290315977,29,,24:17.332,5290315991,231,5290315989,230,99.0,,,,,,,,,,50.7,,
2734807435,235,1,1,25,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.9,50.0,2024-10-18T17:25:56.102Z,2024-10-18T17:25:58Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5290316121,141,44.2,5290316125,213,3.42,5290316123,212,14.5,5290316127,279,G,5290316119,140,36.6,5290316117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807449,236,1,1,25,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.6,44.2,2024-10-18T17:25:58.319Z,2024-10-18T17:26:00Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290316219,213,4.79,5290316211,56,Back,5290316215,141,11.7,5290316223,189,,5290316217,212,22.2,5290316213,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807463,237,1,1,25,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.3,11.7,2024-10-18T17:26:00.350Z,2024-10-18T17:26:01Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5290316281,212,24.4,5290316283,213,1.74,5290316277,140,34.4,5290316275,56,Back,5290316279,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807489,238,1,1,25,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.4,47.0,2024-10-18T17:26:00.902Z,2024-10-18T17:26:04Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5290316459,141,86.5,5290316455,56,Back,5290316463,213,1.32,5290316457,140,41.0,5290316461,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807539,239,1,1,25,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.8,92.4,2024-10-18T17:26:04.223Z,2024-10-18T17:26:09Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290316739,140,78.3,5290316743,212,38.1,5290316735,155,,5290316747,1,,5290316737,56,Center,5290316745,213,5.97,5290316741,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807533,216,44,1,25,23,b8oqgvx1ijeyn6y1cn6929ix4,1,23.0,27.1,2024-10-18T17:26:06.955Z,2024-10-18T19:13:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290316709,285,,5290316867,233,240,5290316707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807541,240,44,1,25,23,aqtkb4mgrz8c6iqfufj6qjbv9,0,77.0,72.9,2024-10-18T17:26:06.956Z,2024-10-18T19:13:45Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5290316775,286,,5290316887,233,216,5290316773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807553,217,1,1,25,24,b8oqgvx1ijeyn6y1cn6929ix4,1,24.9,30.6,2024-10-18T17:26:07.572Z,2024-10-18T17:26:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5290316833,56,Back,5290316841,213,5.62,5290316837,141,22.4,5290316839,212,9.1,5290316831,3,,5290316835,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807573,218,1,1,25,25,b8oqgvx1ijeyn6y1cn6929ix4,1,31.7,22.4,2024-10-18T17:26:08.933Z,2024-10-18T17:55:34Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5290316917,3,,5290316919,56,Back,5290316923,141,25.9,5290316927,213,0.34,5290316921,140,38.2,5290316925,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807591,219,44,1,25,29,b8oqgvx1ijeyn6y1cn6929ix4,1,37.2,21.9,2024-10-18T17:26:12.422Z,2024-10-18T19:13:46Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290317063,56,Back,5290317101,233,241,5290317065,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807589,241,44,1,25,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.8,78.1,2024-10-18T17:26:12.423Z,2024-10-18T19:13:46Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290317051,56,Center,5290317053,286,,5290317083,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807615,242,43,1,25,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-18T17:26:12.671Z,2024-10-18T17:29:17Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290317219,140,69.6,5290317215,3,0,5290317217,56,Center,5290325619,144,1,5290317225,213,5.55,5290317221,141,77.8,5290317223,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734809243,252,61,1,25,30,b8oqgvx1ijeyn6y1cn6929ix4,0,31.2,20.0,2024-10-18T17:26:13.318Z,2024-10-18T17:29:26Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290325983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807619,243,61,1,25,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.1,77.3,2024-10-18T17:26:14.143Z,2024-10-18T17:29:21Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290317239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734809321,253,1,1,25,31,b8oqgvx1ijeyn6y1cn6929ix4,0,32.5,18.3,2024-10-18T17:26:14.927Z,2024-10-18T17:55:41Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5290326437,213,1.13,5290326429,56,Back,5290326433,141,28.8,5290326435,212,7.9,5290326431,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807629,244,43,1,25,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-10-18T17:26:15.287Z,2024-10-18T17:26:22Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290317615,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807675,245,1,1,25,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.9,51.8,2024-10-18T17:26:18.030Z,2024-10-18T17:26:20Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5290317531,212,25.0,5290317527,140,92.5,5290317529,141,36.4,5290317525,56,Center,5290317533,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807695,220,54,1,25,39,b8oqgvx1ijeyn6y1cn6929ix4,1,8.6,56.4,2024-10-18T17:26:22.365Z,2024-10-18T17:26:23Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5290317657,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807939,223,1,1,26,4,b8oqgvx1ijeyn6y1cn6929ix4,0,16.0,45.8,2024-10-18T17:26:48.076Z,2024-10-18T17:26:51Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5290318879,157,,5290318887,141,34.5,5290318893,1,,5290318883,56,Center,5290318891,213,6.15,5290318885,140,71.5,5290318881,198,,5290318889,212,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807925,246,44,1,26,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.3,61.7,2024-10-18T17:26:49.014Z,2024-10-18T19:13:47Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290318995,233,224,5290318839,285,,5290318835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807947,224,44,1,26,5,b8oqgvx1ijeyn6y1cn6929ix4,0,68.7,38.3,2024-10-18T17:26:49.015Z,2024-10-18T19:13:47Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5290318923,56,Center,5290318925,286,,5290319019,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807955,247,1,1,26,6,aqtkb4mgrz8c6iqfufj6qjbv9,0,36.0,55.2,2024-10-18T17:26:49.311Z,2024-10-18T17:26:51Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5290318949,140,52.9,5290318945,3,,5290318953,212,18.2,5290318951,141,49.1,5290318947,56,Center,5290318955,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807975,225,1,1,26,8,b8oqgvx1ijeyn6y1cn6929ix4,1,52.3,49.9,2024-10-18T17:26:52.036Z,2024-10-18T17:26:56Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5290319103,56,Back,5290319107,141,71.7,5290319105,140,44.8,5290319109,212,16.8,5290319111,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808005,226,1,1,26,12,b8oqgvx1ijeyn6y1cn6929ix4,1,51.6,72.7,2024-10-18T17:26:56.092Z,2024-10-18T17:26:58Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290319289,140,63.9,5290319291,141,74.8,5290319295,213,0.11,5290319287,56,Center,5290319293,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808045,227,1,1,26,15,b8oqgvx1ijeyn6y1cn6929ix4,1,63.9,74.8,2024-10-18T17:26:58.485Z,2024-10-18T17:27:03Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5290319599,213,1.58,5290319591,56,Left,5290319595,141,86.6,5290319593,140,63.8,5290319597,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808051,228,1,1,26,20,b8oqgvx1ijeyn6y1cn6929ix4,1,74.3,76.0,2024-10-18T17:27:03.724Z,2024-10-18T17:27:05Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5290319637,141,68.5,5290319633,56,Center,5290319641,213,5.22,5290319635,140,77.0,5290319639,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808061,229,61,1,26,22,b8oqgvx1ijeyn6y1cn6929ix4,0,78.9,69.6,2024-10-18T17:27:05.421Z,2024-10-18T17:27:06Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290319693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808081,248,1,1,26,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,19.9,29.8,2024-10-18T17:27:06.126Z,2024-10-18T17:27:08Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290319843,1,,5290319831,157,,5290319839,212,29.9,5290319835,140,39.6,5290319833,56,Back,5290319841,213,5.48,5290319837,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808107,230,5,1,26,25,b8oqgvx1ijeyn6y1cn6929ix4,1,58.6,101.8,2024-10-18T17:27:08.285Z,2024-10-18T19:14:31Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5290319985,347,,5290320029,233,249,5290319983,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808085,249,5,1,26,25,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.4,-1.8,2024-10-18T17:27:08.285Z,2024-10-18T19:14:32Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5290319849,347,,5290319847,56,Back,5290320093,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808161,231,1,1,26,29,b8oqgvx1ijeyn6y1cn6929ix4,1,55.3,100.0,2024-10-18T17:27:12.708Z,2024-10-18T17:27:16Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5290320283,212,19.1,5290320285,213,3.85,5290320281,141,83.2,5290320279,140,41.5,5290320275,107,,5290320277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808215,232,1,1,26,33,b8oqgvx1ijeyn6y1cn6929ix4,1,40.9,78.7,2024-10-18T17:27:16.621Z,2024-10-18T17:27:25Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5290320559,140,31.0,5290320563,212,21.6,5290320557,56,Back,5290320561,141,50.9,5290320565,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808241,233,1,1,26,42,b8oqgvx1ijeyn6y1cn6929ix4,1,32.1,48.4,2024-10-18T17:27:25.421Z,2024-10-18T17:27:27Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5290320661,213,5.89,5290320657,141,27.7,5290320653,56,Center,5290320655,140,64.2,5290320659,212,36.5,5290320651,155,,5290320663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734808255,234,44,1,26,44,b8oqgvx1ijeyn6y1cn6929ix4,1,66.9,19.7,2024-10-18T17:27:27.525Z,2024-10-18T19:13:48Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5290320721,56,Right,5290430961,233,250,5290320723,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
