id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/18/value
2817828003,199,12,1,17,39,b2vft81kyjurzbmekvgrqwr64,1,11.5,39.8,2025-05-22T17:18:20.182Z,2025-05-22T17:18:22Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5744190255,141,26.7,5744190259,213,5.75,5744190251,56,Back,5744190253,140,26.0,5744190257,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828031,201,1,1,17,44,b2vft81kyjurzbmekvgrqwr64,1,24.2,15.0,2025-05-22T17:18:25.589Z,2025-05-22T17:18:26Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5744190417,212,12.5,5744190413,140,12.5,5744190411,56,Back,5744190419,213,3.31,5744190415,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828053,202,1,1,17,45,b2vft81kyjurzbmekvgrqwr64,1,12.5,12.0,2025-05-22T17:18:26.765Z,2025-05-22T17:18:33Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744190541,140,24.1,5744190547,213,6.14,5744190543,141,9.5,5744190539,56,Back,5744190545,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828041,161,83,1,17,49,8cfkisxf1fkxdqtt6tx1tup48,0,81.3,90.9,2025-05-22T17:18:30.301Z,2025-05-22T17:18:36Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5744190635,399,9xub4z9b3bog8wqhn5yfihecp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828047,162,83,1,17,50,8cfkisxf1fkxdqtt6tx1tup48,0,87.9,89.0,2025-05-22T17:18:31.357Z,2025-05-22T17:18:36Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5744190625,399,9xub4z9b3bog8wqhn5yfihecp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828063,203,1,1,17,51,b2vft81kyjurzbmekvgrqwr64,1,11.1,12.5,2025-05-22T17:18:32.870Z,2025-05-22T17:18:34Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5744190593,56,Back,5744190597,141,33.0,5744190601,213,2.06,5744190599,212,15.8,5744190595,140,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828077,204,1,1,17,53,b2vft81kyjurzbmekvgrqwr64,0,4.1,33.0,2025-05-22T17:18:34.334Z,2025-05-22T17:18:38Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744190687,56,Back,5744190695,213,6.07,5744190691,141,20.7,5744190689,140,41.3,5744190697,1,,5744190693,212,39.9,5744190685,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828083,163,1,1,17,57,8cfkisxf1fkxdqtt6tx1tup48,0,64.3,72.7,2025-05-22T17:18:38.253Z,2025-05-22T17:18:38Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744190725,212,19.8,5744190719,56,Center,5744190723,141,50.4,5744190727,213,5.41,5744190717,3,,5744190721,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828105,205,1,1,18,2,b2vft81kyjurzbmekvgrqwr64,0,31.9,52.8,2025-05-22T17:18:43.351Z,2025-05-22T17:18:44Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5744190861,213,6.25,5744190859,212,24.0,5744190855,140,54.7,5744190857,141,51.5,5744190853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828111,164,8,1,18,5,8cfkisxf1fkxdqtt6tx1tup48,1,49.3,51.9,2025-05-22T17:18:46.197Z,2025-05-23T10:35:33Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5744190883,56,Back,5744886571,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828123,166,1,1,18,6,8cfkisxf1fkxdqtt6tx1tup48,1,45.8,45.7,2025-05-22T17:18:47.645Z,2025-05-22T17:18:49Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5744190963,56,Back,5744190967,141,44.2,5744190969,212,33.5,5744190973,1,,5744190965,140,13.9,5744190971,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828147,167,1,1,18,8,8cfkisxf1fkxdqtt6tx1tup48,1,14.1,44.3,2025-05-22T17:18:49.405Z,2025-05-22T17:18:53Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5744191133,212,13.8,5744191131,141,30.9,5744191129,140,24.0,5744191127,56,Back,5744191135,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828159,168,1,1,18,12,8cfkisxf1fkxdqtt6tx1tup48,1,31.9,30.1,2025-05-22T17:18:53.109Z,2025-05-22T17:18:55Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5744191175,140,40.0,5744191181,213,6.18,5744191177,141,28.8,5744191173,56,Back,5744191179,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828169,169,1,1,18,14,8cfkisxf1fkxdqtt6tx1tup48,1,41.1,31.3,2025-05-22T17:18:55.516Z,2025-05-22T17:18:59Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5744191233,212,15.2,5744191231,141,49.1,5744191229,140,32.3,5744191227,56,Back,5744191235,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828181,170,1,1,18,18,8cfkisxf1fkxdqtt6tx1tup48,1,31.9,46.6,2025-05-22T17:18:58.996Z,2025-05-22T17:19:01Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744191307,140,33.5,5744191311,212,15.2,5744191305,56,Back,5744191313,213,4.82,5744191309,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828195,171,1,1,18,20,8cfkisxf1fkxdqtt6tx1tup48,1,36.2,24.3,2025-05-22T17:19:01.540Z,2025-05-22T17:19:05Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5744191393,141,11.7,5744191397,213,5.46,5744191389,56,Back,5744191391,140,43.7,5744191395,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828219,172,1,1,18,24,8cfkisxf1fkxdqtt6tx1tup48,1,53.0,8.6,2025-05-22T17:19:04.956Z,2025-05-22T17:19:08Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5744191515,141,16.5,5744191519,213,2.65,5744191517,212,11.4,5744191513,140,43.4,5744191511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828233,173,1,1,18,27,8cfkisxf1fkxdqtt6tx1tup48,1,42.8,20.3,2025-05-22T17:19:08.052Z,2025-05-22T17:19:10Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5744191599,212,29.4,5744191601,213,2.04,5744191593,56,Back,5744191597,141,58.8,5744191595,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828249,174,1,1,18,29,8cfkisxf1fkxdqtt6tx1tup48,1,30.1,58.8,2025-05-22T17:19:10.420Z,2025-05-22T17:19:12Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5744191685,213,1.12,5744191679,140,33.0,5744191681,141,68.1,5744191683,212,7.0,5744191677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828271,175,1,1,18,31,8cfkisxf1fkxdqtt6tx1tup48,1,35.8,77.3,2025-05-22T17:19:12.700Z,2025-05-22T17:19:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744191825,212,15.2,5744191823,141,95.1,5744191827,213,0.92,5744191821,140,44.5,5744191819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828279,176,1,1,18,35,8cfkisxf1fkxdqtt6tx1tup48,1,41.3,82.1,2025-05-22T17:19:16.300Z,2025-05-22T17:19:19Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5744191851,141,47.9,5744191849,140,33.3,5744191853,212,24.7,5744191855,213,4.37,5744191847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828289,177,1,1,18,37,8cfkisxf1fkxdqtt6tx1tup48,1,34.0,45.7,2025-05-22T17:19:18.844Z,2025-05-22T17:19:23Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744191953,213,5.08,5744191945,56,Back,5744191951,212,18.7,5744191947,140,40.4,5744191949,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828307,178,1,1,18,42,8cfkisxf1fkxdqtt6tx1tup48,0,42.8,16.4,2025-05-22T17:19:23.405Z,2025-05-22T17:19:26Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5744192047,140,85.3,5744192055,1,,5744192043,155,,5744192049,141,38.0,5744192051,212,47.0,5744192053,213,0.32,5744192045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828315,206,52,1,18,46,b2vft81kyjurzbmekvgrqwr64,1,11.2,69.1,2025-05-22T17:19:27.349Z,2025-05-23T10:36:20Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744886929,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828323,207,43,1,18,47,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-05-22T17:19:28.060Z,2025-05-22T17:19:33Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744192369,144,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828391,208,1,1,18,49,b2vft81kyjurzbmekvgrqwr64,1,10.5,65.2,2025-05-22T17:19:30.373Z,2025-05-23T10:36:28Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744192431,56,Back,5744192437,212,11.1,5744192433,140,19.2,5744192439,213,5.67,5744192429,123,,5744192435,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828403,209,1,1,18,53,b2vft81kyjurzbmekvgrqwr64,1,22.5,53.7,2025-05-22T17:19:34.213Z,2025-05-22T17:19:35Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744192531,140,24.3,5744192529,56,Back,5744192533,141,30.4,5744192537,213,4.83,5744192535,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828411,210,1,1,18,54,b2vft81kyjurzbmekvgrqwr64,1,24.3,30.4,2025-05-22T17:19:35.668Z,2025-05-22T17:19:37Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744192585,141,16.7,5744192589,213,5.56,5744192583,140,34.3,5744192587,212,14.0,5744192581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828425,211,1,1,18,56,b2vft81kyjurzbmekvgrqwr64,0,34.2,16.4,2025-05-22T17:19:37.093Z,2025-05-22T17:19:39Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5744192661,140,59.9,5744192667,212,27.0,5744192655,56,Right,5744192665,141,14.7,5744192669,213,6.24,5744192651,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828465,180,1,1,18,59,8cfkisxf1fkxdqtt6tx1tup48,1,33.7,94.2,2025-05-22T17:19:39.988Z,2025-05-22T17:19:45Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5744192857,56,Back,5744192873,213,3.54,5744192869,212,13.7,5744192861,140,21.7,5744192865,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828463,212,83,1,19,3,b2vft81kyjurzbmekvgrqwr64,0,72.5,24.4,2025-05-22T17:19:44.189Z,2025-05-22T17:19:46Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5744192931,399,2pm5oqzyonn0dysa5nszgq3xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828467,181,1,1,19,4,8cfkisxf1fkxdqtt6tx1tup48,1,17.5,87.1,2025-05-22T17:19:45.132Z,2025-05-22T17:19:46Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744192893,212,17.3,5744192889,140,25.1,5744192891,141,64.6,5744192895,213,5.19,5744192887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828493,182,1,1,19,8,8cfkisxf1fkxdqtt6tx1tup48,1,29.4,57.2,2025-05-22T17:19:49.564Z,2025-05-22T17:19:55Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744193063,140,36.7,5744193067,212,29.2,5744193061,56,Back,5744193069,213,4.98,5744193065,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828549,183,1,1,19,14,8cfkisxf1fkxdqtt6tx1tup48,1,40.5,14.0,2025-05-22T17:19:55.428Z,2025-05-22T17:20:04Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5744193379,140,27.2,5744193385,213,2.31,5744193383,212,20.7,5744193377,56,Back,5744193381,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828557,184,1,1,19,23,8cfkisxf1fkxdqtt6tx1tup48,1,37.4,44.6,2025-05-22T17:20:04.340Z,2025-05-22T17:20:06Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744193417,140,41.3,5744193421,212,14.7,5744193419,141,23.9,5744193415,56,Back,5744193425,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828583,185,1,1,19,25,8cfkisxf1fkxdqtt6tx1tup48,1,41.3,23.9,2025-05-22T17:20:06.171Z,2025-05-22T17:20:09Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5744193535,56,Back,5744193537,140,30.6,5744193543,213,2.31,5744193541,212,16.8,5744193539,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828607,186,1,1,19,28,8cfkisxf1fkxdqtt6tx1tup48,1,33.8,42.5,2025-05-22T17:20:09.659Z,2025-05-22T17:20:15Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744193671,213,1.44,5744193665,140,36.3,5744193669,212,20.8,5744193667,141,72.9,5744193663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828613,187,1,1,19,34,8cfkisxf1fkxdqtt6tx1tup48,0,55.8,78.7,2025-05-22T17:20:14.995Z,2025-05-22T17:20:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744193709,213,6.16,5744193699,155,,5744193705,141,75.3,5744193703,140,73.0,5744193707,212,18.2,5744193701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828637,214,1,1,19,36,b2vft81kyjurzbmekvgrqwr64,1,20.7,25.0,2025-05-22T17:20:17.420Z,2025-05-22T17:20:22Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744193833,212,12.9,5744193831,141,44.0,5744193829,140,21.3,5744193835,213,1.52,5744193827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828653,215,1,1,19,41,b2vft81kyjurzbmekvgrqwr64,1,21.3,44.0,2025-05-22T17:20:22.412Z,2025-05-22T17:20:24Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744193921,56,Back,5744193923,140,15.8,5744193927,212,19.2,5744193925,141,17.0,5744193929,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828679,216,1,1,19,43,b2vft81kyjurzbmekvgrqwr64,1,13.2,15.2,2025-05-22T17:20:24.020Z,2025-05-23T10:38:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744194067,140,4.1,5744194065,56,Back,5744194071,212,21.3,5744194069,141,43.2,5744194073,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828727,217,1,1,19,46,b2vft81kyjurzbmekvgrqwr64,1,6.3,43.4,2025-05-22T17:20:27.844Z,2025-05-23T10:38:16Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744194329,141,66.7,5744194323,56,Back,5744194327,140,26.9,5744194333,213,0.63,5744194331,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817953361,912,45,1,19,51,8cfkisxf1fkxdqtt6tx1tup48,0,73.5,42.4,2025-05-22T17:20:32.685Z,2025-05-23T10:38:33Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5744887865,233,918,5744887845,56,Center,5744887847,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817953363,918,3,1,19,51,b2vft81kyjurzbmekvgrqwr64,1,26.5,57.6,2025-05-22T17:20:32.685Z,2025-05-23T10:38:33Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5744887859,464,,5744887861,233,912,5744887853,56,Back,5744887857,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828749,218,1,1,19,53,b2vft81kyjurzbmekvgrqwr64,1,28.6,52.5,2025-05-22T17:20:34.011Z,2025-05-22T17:20:39Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5744194463,213,0.48,5744194459,141,63.9,5744194461,212,16.9,5744194457,140,42.9,5744194455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828779,219,1,1,19,58,b2vft81kyjurzbmekvgrqwr64,1,53.2,70.6,2025-05-22T17:20:39.123Z,2025-05-22T17:20:44Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5744194615,140,73.6,5744194619,212,23.8,5744194613,56,Left,5744194617,141,86.0,5744194621,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828787,220,1,1,20,2,b2vft81kyjurzbmekvgrqwr64,0,75.9,78.5,2025-05-22T17:20:43.868Z,2025-05-23T10:38:54Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5744194699,213,5.45,5744194697,212,19.9,5744194693,140,88.6,5744194691,56,Center,5744194687,2,,5744194695,141,56.8,5744887947,223,,5744887949,20,,5744194689,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828789,188,44,1,20,4,8cfkisxf1fkxdqtt6tx1tup48,1,13.6,45.8,2025-05-22T17:20:45.059Z,2025-05-22T19:04:56Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744194773,233,221,5744194705,285,,5744194703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828791,221,44,1,20,4,b2vft81kyjurzbmekvgrqwr64,0,86.4,54.2,2025-05-22T17:20:45.060Z,2025-05-22T19:04:56Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5744194711,56,Center,5744194777,233,188,5744194713,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828793,189,12,1,20,4,8cfkisxf1fkxdqtt6tx1tup48,1,9.7,44.0,2025-05-22T17:20:45.643Z,2025-05-23T10:39:04Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744194719,141,33.8,5744194729,15,,5744194723,213,5.80,5744194717,140,22.4,5744194721,212,15.0,5744194715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828813,190,1,1,20,6,8cfkisxf1fkxdqtt6tx1tup48,0,20.7,35.8,2025-05-22T17:20:47.379Z,2025-05-23T10:39:13Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5744194833,212,13.3,5744194831,141,41.5,5744194827,56,Back,5744194835,213,0.30,5744888001,3,,5744194829,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828827,222,1,1,20,10,b2vft81kyjurzbmekvgrqwr64,1,62.4,56.0,2025-05-22T17:20:51.540Z,2025-05-22T17:20:52Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5744194933,212,13.2,5744194929,140,64.9,5744194931,141,75.0,5744194935,213,1.37,5744194927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828835,223,1,1,20,11,b2vft81kyjurzbmekvgrqwr64,1,64.9,75.0,2025-05-22T17:20:52.755Z,2025-05-22T17:20:54Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kannegaard,,,5744194989,213,4.65,5744194981,56,Center,5744194983,140,64.1,5744194987,212,13.8,5744194985,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828859,224,1,1,20,13,b2vft81kyjurzbmekvgrqwr64,1,63.3,56.0,2025-05-22T17:20:54.483Z,2025-05-22T17:20:58Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5744195107,213,6.02,5744195103,141,51.3,5744195101,140,74.4,5744195105,212,12.1,5744195099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828863,225,1,1,20,17,b2vft81kyjurzbmekvgrqwr64,1,72.4,53.0,2025-05-22T17:20:58.156Z,2025-05-22T17:20:59Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5744195157,213,3.50,5744195153,141,48.1,5744195149,56,Center,5744195151,140,64.0,5744195155,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828881,226,1,1,20,18,b2vft81kyjurzbmekvgrqwr64,1,63.2,48.2,2025-05-22T17:20:59.371Z,2025-05-22T17:21:02Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5744195251,56,Center,5744195253,140,62.2,5744195257,212,14.7,5744195255,141,26.7,5744195259,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828887,227,1,1,20,21,b2vft81kyjurzbmekvgrqwr64,1,60.7,25.0,2025-05-22T17:21:01.964Z,2025-05-22T17:21:03Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744195305,212,7.4,5744195301,140,64.1,5744195299,56,Center,5744195307,213,1.07,5744195303,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828915,228,1,1,20,22,b2vft81kyjurzbmekvgrqwr64,1,64.1,34.5,2025-05-22T17:21:03.363Z,2025-05-22T17:21:06Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5744195451,212,20.7,5744195445,56,Right,5744195453,213,5.42,5744195447,140,76.9,5744195449,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828927,229,1,1,20,25,b2vft81kyjurzbmekvgrqwr64,1,76.7,11.6,2025-05-22T17:21:06.251Z,2025-05-22T17:21:07Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5744195485,56,Center,5744195493,213,2.58,5744195491,212,17.2,5744195489,141,25.0,5744195487,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817828945,230,1,1,20,26,b2vft81kyjurzbmekvgrqwr64,1,62.8,26.1,2025-05-22T17:21:07.484Z,2025-05-22T17:21:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744195591,140,79.1,5744195589,56,Right,5744195597,213,5.73,5744195593,141,10.7,5744195595,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829197,231,1,1,20,29,b2vft81kyjurzbmekvgrqwr64,1,81.8,13.2,2025-05-22T17:21:10.163Z,2025-05-22T17:22:16Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,1.0,5744197759,22,,5744197757,154,,5744196935,140,89.3,5744196941,213,1.15,5744196933,56,Center,5744196937,141,38.9,5744197755,210,16,5744196939,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817953509,913,51,1,20,32,8cfkisxf1fkxdqtt6tx1tup48,1,2.4,53.3,2025-05-22T17:21:13.125Z,2025-05-23T10:40:38Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5744888395,170,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817829199,232,16,1,20,34,b2vft81kyjurzbmekvgrqwr64,1,91.2,35.8,2025-05-22T17:21:15.108Z,2025-05-23T10:40:39Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5744197447,375,20:33.381,5744197809,328,,5744197439,20,,5744197801,102,46.3,5744197443,374,2025-05-22 18:21:14.306,5744197819,231,44.8,5744200651,80,,5744196949,56,Center,5744197817,230,97.8,5744452787,63,,5744888347,396,45.8,5744197803,103,3.2,5744197795,154,,5744197793,29,5744888411,468,913,5744196945,22,5744197797,55,231,5744888345,395,98.0,5744200653,136,,,
2817829321,191,1,1,21,30,8cfkisxf1fkxdqtt6tx1tup48,1,50.2,49.9,2025-05-22T17:22:11.370Z,2025-05-22T17:22:34Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5744197655,141,65.1,5744197659,213,2.49,5744197661,279,G,5744198533,189,,5744197653,140,37.2,5744197657,212,17.1,5744197651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
