id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2754083427,135,8,1,14,23,dbl7ir1qugqz8nvp1vzn8im50,1,53.5,80.3,2024-12-01T14:17:21.382Z,2024-12-01T14:17:21Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395373011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754083539,137,1,1,14,25,dbl7ir1qugqz8nvp1vzn8im50,1,53.8,73.8,2024-12-01T14:17:23.182Z,2024-12-01T14:17:27Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5395373691,56,Back,5395373697,212,15.5,5395373699,213,2.97,5395373695,141,77.6,5395373693,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754083627,138,1,1,14,29,dbl7ir1qugqz8nvp1vzn8im50,1,37.5,75.0,2024-12-01T14:17:27.573Z,2024-12-01T14:17:31Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5395374165,212,11.9,5395374159,56,Back,5395374163,141,91.1,5395374167,213,1.16,5395374161,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754083735,139,1,1,14,34,dbl7ir1qugqz8nvp1vzn8im50,1,38.5,79.1,2024-12-01T14:17:31.694Z,2024-12-01T14:17:35Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395374685,56,Back,5395374689,141,48.8,5395374687,140,28.3,5395374693,213,4.23,5395374691,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754083799,140,1,1,14,37,dbl7ir1qugqz8nvp1vzn8im50,1,31.0,36.0,2024-12-01T14:17:35.517Z,2024-12-01T14:17:39Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395375045,56,Back,5395375049,141,6.8,5395375051,212,22.7,5395375047,140,41.5,5395375053,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754083885,141,1,1,14,41,dbl7ir1qugqz8nvp1vzn8im50,1,56.9,9.5,2024-12-01T14:17:39.278Z,2024-12-01T14:17:43Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395375535,213,0.24,5395375531,141,14.4,5395375529,140,69.7,5395375527,56,Right,5395375533,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754083895,142,4,1,14,45,dbl7ir1qugqz8nvp1vzn8im50,1,67.6,16.9,2024-12-01T14:17:42.894Z,2024-12-01T14:58:15Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395375653,152,,5395375655,265,,5395375649,13,,5395375955,233,103,5395375651,56,Right,5395375657,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754083937,103,4,1,14,45,ajtb177oqwawkdwbqhldmq6mx,0,32.4,83.1,2024-12-01T14:17:42.895Z,2024-12-01T14:58:16Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5395375827,56,Back,5395375833,285,,5395375825,13,,5395375829,152,,5395375831,265,,5395376009,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084307,143,1,1,15,1,dbl7ir1qugqz8nvp1vzn8im50,1,63.8,19.7,2024-12-01T14:17:59.230Z,2024-12-01T14:18:00Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395377573,140,58.2,5395377563,152,,5395377579,213,3.14,5395377575,141,19.7,5395377557,5,,5395377567,56,Right,5395377577,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084335,144,1,1,15,2,dbl7ir1qugqz8nvp1vzn8im50,1,58.2,19.7,2024-12-01T14:17:59.950Z,2024-12-01T14:18:01Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395377711,56,Right,5395377717,212,6.7,5395377713,140,64.6,5395377719,213,6.25,5395377715,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084459,145,1,1,15,3,dbl7ir1qugqz8nvp1vzn8im50,1,64.6,19.4,2024-12-01T14:18:00.894Z,2024-12-01T14:18:06Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395378379,56,Right,5395378385,212,21.2,5395378381,140,83.4,5395378387,213,5.91,5395378383,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084469,146,3,1,15,8,dbl7ir1qugqz8nvp1vzn8im50,0,77.8,17.4,2024-12-01T14:18:05.762Z,2024-12-01T15:03:09Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5395378411,56,Right,5395378413,286,,5395378657,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084489,104,7,1,15,8,ajtb177oqwawkdwbqhldmq6mx,1,22.2,82.6,2024-12-01T14:18:05.763Z,2024-12-01T15:03:09Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395378505,56,Back,5395378509,285,,5395378609,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084553,106,1,1,15,9,ajtb177oqwawkdwbqhldmq6mx,1,24.7,70.3,2024-12-01T14:18:07.307Z,2024-12-01T14:18:09Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5395378773,212,16.7,5395378769,140,20.7,5395378777,213,1.82,5395378771,141,94.1,5395378767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084587,107,1,1,15,12,ajtb177oqwawkdwbqhldmq6mx,1,20.7,94.1,2024-12-01T14:18:09.755Z,2024-12-01T14:18:11Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395378985,212,16.2,5395378979,56,Back,5395378981,140,32.1,5395378987,213,5.55,5395378983,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084663,108,3,1,15,13,ajtb177oqwawkdwbqhldmq6mx,1,33.5,77.4,2024-12-01T14:18:11.411Z,2024-12-01T14:58:22Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395379407,56,Back,5395379437,233,147,5395379527,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084615,147,45,1,15,13,dbl7ir1qugqz8nvp1vzn8im50,0,66.5,22.6,2024-12-01T14:18:11.411Z,2024-12-01T14:58:22Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5395612181,285,,5395379459,233,108,5395379125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084703,109,1,1,15,17,ajtb177oqwawkdwbqhldmq6mx,1,56.1,84.2,2024-12-01T14:18:15.347Z,2024-12-01T14:18:17Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395379621,213,0.81,5395379617,212,11.4,5395379613,141,96.3,5395379605,56,Left,5395379609,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084721,110,1,1,15,19,ajtb177oqwawkdwbqhldmq6mx,1,74.8,96.3,2024-12-01T14:18:17.466Z,2024-12-01T14:18:18Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395379711,140,72.8,5395379721,213,4.35,5395379719,212,6.0,5395379715,141,88.1,5395379709,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084761,111,1,1,15,20,ajtb177oqwawkdwbqhldmq6mx,1,72.8,88.1,2024-12-01T14:18:18.530Z,2024-12-01T14:18:20Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395379909,56,Left,5395379915,141,97.4,5395379919,212,6.3,5395379921,213,1.59,5395379911,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084829,112,1,1,15,22,ajtb177oqwawkdwbqhldmq6mx,1,72.7,97.4,2024-12-01T14:18:19.971Z,2024-12-01T14:18:23Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395380333,212,11.4,5395380327,56,Left,5395380329,140,81.3,5395380331,141,87.2,5395380335,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084803,148,83,1,15,24,dbl7ir1qugqz8nvp1vzn8im50,0,18.5,15.5,2024-12-01T14:18:21.870Z,2024-12-01T14:18:25Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395380591,399,86mx27krl6c613x6e3t9g3cic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084869,113,1,1,15,25,ajtb177oqwawkdwbqhldmq6mx,1,94.1,95.3,2024-12-01T14:18:23.371Z,2024-12-01T14:18:25Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395380543,141,72.9,5395380547,213,4.58,5395380541,140,92.1,5395380545,212,15.4,5395380539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084927,114,1,1,15,27,ajtb177oqwawkdwbqhldmq6mx,1,92.1,72.9,2024-12-01T14:18:25.026Z,2024-12-01T14:29:41Z,8viazilbghyogmhd7w3lg2six,S. Koch,1.0,,5395380843,213,4.01,5395380837,140,87.1,5395380835,56,Center,5395380839,141,63.7,5395439817,154,,5395380841,212,8.2,5395386535,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754084935,115,15,1,15,29,ajtb177oqwawkdwbqhldmq6mx,1,87.1,63.7,2024-12-01T14:18:27.315Z,2024-12-01T14:29:41Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395386545,78,,5395386559,147,60.8,5395386549,55,114,5395439839,154,,5395386555,103,19,5395386563,231,51.6,5395388561,233,149,5395380871,22,,5395386255,20,,5395380875,56,5395380873,64,,5395386561,230,98.2,5395386557,146,5395386547,29,,89.9,5395386261,82,Center,5395386553,102,50.6,,,,,,,
2754084979,149,10,1,15,29,dbl7ir1qugqz8nvp1vzn8im50,1,10.1,39.2,2024-12-01T14:18:27.415Z,2024-12-01T14:20:46Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5395381111,56,Back,5395381109,94,,5395396425,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085033,116,3,1,15,31,ajtb177oqwawkdwbqhldmq6mx,1,89.9,54.3,2024-12-01T14:18:29.499Z,2024-12-01T14:58:22Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5395381563,233,150,5395381393,56,Center,5395381395,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085003,150,45,1,15,31,dbl7ir1qugqz8nvp1vzn8im50,0,10.1,45.7,2024-12-01T14:18:29.499Z,2024-12-01T14:58:23Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395381257,56,Back,5395381603,233,116,5395381259,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085069,117,15,1,15,31,ajtb177oqwawkdwbqhldmq6mx,1,87.2,52.8,2024-12-01T14:18:29.523Z,2024-12-01T14:30:12Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5395381521,17,,5395383859,102,52.1,5395383867,146,92.8,5395383877,231,50.2,5395383873,230,98.0,5395382931,82,,5395383863,458,,5395396391,233,151,5395383857,76,,5395381519,22,5395383861,103,19,5395383871,147,54.7,5395382927,20,5395381523,56,Center,,,,,,,,,,,,,,
2754085053,151,10,1,15,32,dbl7ir1qugqz8nvp1vzn8im50,1,7.2,45.3,2024-12-01T14:18:29.623Z,2024-12-01T14:38:01Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5395381447,56,Back,5395396439,233,117,5395381445,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754104383,304,61,1,15,33,dbl7ir1qugqz8nvp1vzn8im50,1,6.6,43.7,2024-12-01T14:18:31.190Z,2024-12-01T14:37:53Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395486665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085579,152,12,1,15,35,dbl7ir1qugqz8nvp1vzn8im50,1,10.0,51.3,2024-12-01T14:18:33.014Z,2024-12-01T14:18:54Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5395384359,189,,5395384319,140,45.9,5395384325,213,0.58,5395384317,56,Back,5395384321,141,87.7,5395384323,212,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085557,118,1,1,15,54,ajtb177oqwawkdwbqhldmq6mx,1,57.9,4.9,2024-12-01T14:18:51.642Z,2024-12-01T14:33:19Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5395384203,141,57.9,5395384199,56,Back,5395384209,1,,5395458949,189,,5395384205,212,42.1,5395384207,213,2.11,5395384201,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085585,119,1,1,15,55,ajtb177oqwawkdwbqhldmq6mx,1,37.2,57.9,2024-12-01T14:18:53.010Z,2024-12-01T14:33:21Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5395384351,213,0.78,5395384347,141,87.1,5395384345,140,56.5,5395384349,212,28.4,5395384343,56,Left,5395459133,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085595,120,1,1,15,56,ajtb177oqwawkdwbqhldmq6mx,1,56.5,87.1,2024-12-01T14:18:54.482Z,2024-12-01T14:18:55Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395384413,141,70.9,5395384417,212,17.9,5395384411,140,43.1,5395384409,56,Back,5395384419,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085611,121,1,1,15,57,ajtb177oqwawkdwbqhldmq6mx,0,43.1,70.9,2024-12-01T14:18:55.547Z,2024-12-01T14:18:56Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5395384515,212,30.0,5395384519,213,6.05,5395384507,140,70.9,5395384501,56,Center,5395384511,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085639,153,8,1,16,0,dbl7ir1qugqz8nvp1vzn8im50,1,30.3,33.7,2024-12-01T14:18:58.158Z,2024-12-01T14:18:58Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5395384721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085679,122,83,1,16,3,ajtb177oqwawkdwbqhldmq6mx,0,73.7,87.7,2024-12-01T14:19:01.595Z,2024-12-01T14:35:03Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395385095,399,e42jh6bbwn4aybdnysonrvutx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085683,155,50,1,16,4,dbl7ir1qugqz8nvp1vzn8im50,1,27.8,10.8,2024-12-01T14:19:01.790Z,2024-12-01T14:19:08Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395384945,285,,5395385231,233,123,5395384943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085727,123,7,1,16,4,ajtb177oqwawkdwbqhldmq6mx,1,72.2,89.2,2024-12-01T14:19:01.791Z,2024-12-01T14:19:06Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395385177,167,,5395385207,233,155,5395385181,286,,5395385179,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085791,124,5,1,16,6,ajtb177oqwawkdwbqhldmq6mx,0,71.6,102.0,2024-12-01T14:19:03.678Z,2024-12-01T15:03:29Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395385611,233,156,5395385545,347,,5395385543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085731,156,5,1,16,6,dbl7ir1qugqz8nvp1vzn8im50,1,28.4,-2.0,2024-12-01T14:19:03.678Z,2024-12-01T15:03:29Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395385591,233,124,5395385203,347,,5395385201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085835,157,1,1,16,7,dbl7ir1qugqz8nvp1vzn8im50,1,30.9,0.0,2024-12-01T14:19:04.734Z,2024-12-01T14:19:10Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395385797,213,2.35,5395385791,140,20.5,5395385795,212,15.5,5395385787,107,,5395385793,141,14.1,5395385789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085935,158,1,1,16,14,dbl7ir1qugqz8nvp1vzn8im50,1,22.3,30.3,2024-12-01T14:19:12.086Z,2024-12-01T14:19:17Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395386325,141,89.4,5395386329,213,1.27,5395386331,1,,5395386323,140,34.0,5395386327,212,42.0,5395386321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754085955,159,1,1,16,19,dbl7ir1qugqz8nvp1vzn8im50,0,41.2,85.3,2024-12-01T14:19:16.998Z,2024-12-01T14:19:17Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395386427,213,6.18,5395386421,140,50.2,5395386423,141,83.9,5395386419,56,Left,5395386425,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086041,126,1,1,16,24,ajtb177oqwawkdwbqhldmq6mx,0,42.4,3.1,2024-12-01T14:19:22.602Z,2024-12-01T14:51:25Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5395386933,213,0.15,5395386927,140,45.9,5395386929,141,3.9,5395386925,56,Back,5395574159,236,,5395386931,212,3.7,5395574161,233,442,5395574165,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754120391,442,74,1,16,25,dbl7ir1qugqz8nvp1vzn8im50,1,44.6,93.2,2024-12-01T14:19:22.603Z,2024-12-01T14:51:04Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395574173,233,126,5395574103,285,,5395574101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754120773,347,61,1,16,26,ajtb177oqwawkdwbqhldmq6mx,1,46.2,4.4,2024-12-01T14:19:23.603Z,2024-12-01T14:51:23Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5395576091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086049,127,5,1,16,26,ajtb177oqwawkdwbqhldmq6mx,0,54.0,-1.7000000000000002,2024-12-01T14:19:24.486Z,2024-12-01T15:03:30Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5395386971,347,,5395386969,56,Right,5395387293,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086095,160,5,1,16,26,dbl7ir1qugqz8nvp1vzn8im50,1,46.0,101.7,2024-12-01T14:19:24.486Z,2024-12-01T14:51:12Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395387229,56,Back,5395387271,233,127,5395387231,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086125,161,1,1,16,27,dbl7ir1qugqz8nvp1vzn8im50,1,46.3,100.0,2024-12-01T14:19:25.178Z,2024-12-01T14:52:41Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395387387,212,13.4,5395387381,56,Back,5395387383,140,41.3,5395387389,213,4.31,5395387379,107,,5395387385,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086151,162,1,1,16,28,dbl7ir1qugqz8nvp1vzn8im50,1,41.3,83.8,2024-12-01T14:19:26.534Z,2024-12-01T14:19:27Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5395387529,212,4.1,5395387525,140,41.9,5395387527,141,77.8,5395387531,213,4.87,5395387523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086159,163,1,1,16,29,dbl7ir1qugqz8nvp1vzn8im50,1,41.9,77.8,2024-12-01T14:19:27.550Z,2024-12-01T14:19:33Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5395387627,156,,5395387573,213,3.24,5395387571,212,19.1,5395387567,140,23.8,5395387565,56,Back,5395387569,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086347,164,1,1,16,35,dbl7ir1qugqz8nvp1vzn8im50,1,28.0,56.7,2024-12-01T14:19:33.238Z,2024-12-01T14:19:36Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5395388479,56,Back,5395388485,212,26.9,5395388483,141,20.1,5395388487,213,5.10,5395388481,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086475,165,1,1,16,38,dbl7ir1qugqz8nvp1vzn8im50,1,40.2,13.7,2024-12-01T14:19:36.254Z,2024-12-01T14:19:42Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395389191,212,18.0,5395389185,56,Center,5395389189,141,23.3,5395389187,140,56.2,5395389193,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086429,128,83,1,16,42,ajtb177oqwawkdwbqhldmq6mx,0,41.2,72.9,2024-12-01T14:19:40.235Z,2024-12-01T14:19:46Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395389649,399,2uw6m0yavlvkkiob73hoywb56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086487,166,3,1,16,44,dbl7ir1qugqz8nvp1vzn8im50,0,57.6,25.4,2024-12-01T14:19:41.857Z,2024-12-01T15:03:10Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395389259,286,,5395389255,56,Center,5395389537,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086511,129,7,1,16,44,ajtb177oqwawkdwbqhldmq6mx,1,42.4,74.6,2024-12-01T14:19:41.858Z,2024-12-01T15:03:10Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5395389441,285,,5395389509,233,166,5395389439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754121629,443,50,1,16,44,dbl7ir1qugqz8nvp1vzn8im50,1,54.3,32.4,2024-12-01T14:19:42.602Z,2024-12-01T15:03:11Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395580801,56,Center,5395580909,233,348,5395580805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754121337,348,7,1,16,45,ajtb177oqwawkdwbqhldmq6mx,1,45.7,67.6,2024-12-01T14:19:42.603Z,2024-12-01T15:03:10Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395580815,233,443,5395579205,285,,5395579203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086519,130,50,1,16,46,ajtb177oqwawkdwbqhldmq6mx,1,43.2,71.9,2024-12-01T14:19:43.715Z,2024-12-01T15:03:12Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395389477,56,Back,5395390085,233,167,5395389479,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086595,167,7,1,16,46,dbl7ir1qugqz8nvp1vzn8im50,1,56.8,28.1,2024-12-01T14:19:43.716Z,2024-12-01T15:03:11Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395389963,285,,5395389961,56,Center,5395390057,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086997,169,1,1,16,50,dbl7ir1qugqz8nvp1vzn8im50,1,51.1,20.7,2024-12-01T14:19:48.293Z,2024-12-01T14:48:33Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395392011,212,7.8,5395392013,213,0.12,5395392007,140,58.5,5395392009,141,22.1,5395392005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086613,131,4,1,16,51,ajtb177oqwawkdwbqhldmq6mx,1,37.9,70.0,2024-12-01T14:19:48.710Z,2024-12-01T14:58:16Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5395390097,152,,5395390099,265,,5395390095,56,Back,5395390093,13,,5395390101,286,,5395390203,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754086603,168,4,1,16,51,dbl7ir1qugqz8nvp1vzn8im50,0,62.1,30.0,2024-12-01T14:19:48.711Z,2024-12-01T14:58:16Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5395390143,13,,5395390145,56,Center,5395390223,233,131,5395390149,265,,5395390151,285,,5395390147,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754087231,132,1,1,17,19,ajtb177oqwawkdwbqhldmq6mx,1,34.5,62.1,2024-12-01T14:20:16.851Z,2024-12-01T14:20:37Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5395393261,212,7.6,5395393255,56,Back,5395393259,141,68.7,5395393257,140,28.6,5395393251,5,,5395393263,213,2.51,5395395571,189,,5395393253,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754087287,133,1,1,17,20,ajtb177oqwawkdwbqhldmq6mx,1,28.6,68.7,2024-12-01T14:20:17.986Z,2024-12-01T14:59:16Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5395393523,56,Left,5395393537,213,0.40,5395393525,140,61.4,5395393529,141,90.3,5395393541,1,,5395393533,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
