id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2785242299,202,1,1,19,50,b8oqgvx1ijeyn6y1cn6929ix4,1,10.6,43.6,2025-03-08T14:20:06.354Z,2025-03-08T14:20:08Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5564843299,140,7.7,5564843297,56,Back,5564843305,213,1.80,5564843301,141,62.6,5564843303,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242351,203,1,1,19,52,b8oqgvx1ijeyn6y1cn6929ix4,1,8.5,64.5,2025-03-08T14:20:08.186Z,2025-03-08T14:20:12Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5564843591,213,1.14,5564843587,141,88.7,5564843583,56,Back,5564843589,212,18.1,5564843585,140,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242405,204,1,1,19,55,b8oqgvx1ijeyn6y1cn6929ix4,1,18.7,90.5,2025-03-08T14:20:11.930Z,2025-03-08T14:20:16Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564843879,212,13.8,5564843873,56,Back,5564843877,141,80.0,5564843875,140,7.4,5564843881,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242425,205,1,1,20,0,b8oqgvx1ijeyn6y1cn6929ix4,1,12.8,66.6,2025-03-08T14:20:16.010Z,2025-03-08T14:20:17Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5564843993,141,60.0,5564843991,140,19.2,5564843997,213,5.69,5564843989,56,Back,5564843995,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242469,206,1,1,20,1,b8oqgvx1ijeyn6y1cn6929ix4,1,19.2,60.0,2025-03-08T14:20:17.091Z,2025-03-08T14:20:20Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5564844215,141,86.3,5564844211,56,Back,5564844217,212,18.2,5564844219,213,1.39,5564844213,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242499,207,1,1,20,4,b8oqgvx1ijeyn6y1cn6929ix4,1,25.9,90.5,2025-03-08T14:20:20.178Z,2025-03-08T14:20:21Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564844335,213,0.41,5564844331,141,96.3,5564844327,56,Back,5564844333,212,9.9,5564844329,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242503,208,1,1,20,5,b8oqgvx1ijeyn6y1cn6929ix4,0,34.5,96.3,2025-03-08T14:20:21.530Z,2025-03-08T14:20:24Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5564844601,233,172,5564844359,56,Back,5564844363,141,90.8,5564844605,286,,5564844365,212,4.1,5564844599,236,,5564844361,140,36.2,5564844367,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242537,172,74,1,20,5,dbl7ir1qugqz8nvp1vzn8im50,1,68.0,6.4,2025-03-08T14:20:21.531Z,2025-03-08T15:01:42Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5564844567,285,,5564844563,56,Right,5564844639,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242573,174,3,1,20,9,dbl7ir1qugqz8nvp1vzn8im50,0,70.4,7.2,2025-03-08T14:20:25.681Z,2025-03-08T14:20:29Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5564844767,56,Right,5564844827,233,209,5564844769,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242577,209,7,1,20,9,b8oqgvx1ijeyn6y1cn6929ix4,1,29.6,92.8,2025-03-08T14:20:25.682Z,2025-03-08T14:20:30Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5564844795,285,,5564844791,167,,5564844817,233,174,5564844793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242641,175,5,1,20,10,dbl7ir1qugqz8nvp1vzn8im50,1,70.8,-1.5,2025-03-08T14:20:26.667Z,2025-03-08T17:03:34Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5564845115,233,210,5564845059,56,Right,5564845063,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242627,210,5,1,20,10,b8oqgvx1ijeyn6y1cn6929ix4,0,29.2,101.5,2025-03-08T14:20:26.667Z,2025-03-08T17:03:35Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5564845167,233,175,5564845013,347,,5564845011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242695,176,1,1,20,15,dbl7ir1qugqz8nvp1vzn8im50,1,65.6,0.0,2025-03-08T14:20:31.050Z,2025-03-08T14:20:35Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5564845371,107,,5564845377,140,48.7,5564845375,56,Back,5564845383,213,2.60,5564845379,141,13.8,5564845381,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242735,177,1,1,20,18,dbl7ir1qugqz8nvp1vzn8im50,1,51.7,18.2,2025-03-08T14:20:34.850Z,2025-03-08T14:20:38Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564845589,141,43.6,5564845595,213,1.90,5564845587,140,46.0,5564845593,212,18.3,5564845585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242779,178,1,1,20,22,dbl7ir1qugqz8nvp1vzn8im50,1,46.5,51.3,2025-03-08T14:20:38.250Z,2025-03-08T14:20:41Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564845767,56,Back,5564845775,213,4.45,5564845769,140,41.9,5564845771,141,25.0,5564845773,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242805,179,1,1,20,25,dbl7ir1qugqz8nvp1vzn8im50,0,41.9,25.0,2025-03-08T14:20:41.233Z,2025-03-08T14:20:43Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564845921,140,75.7,5564845927,212,35.7,5564845917,155,,5564845935,1,,5564845923,141,19.1,5564845919,56,Right,5564845931,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242845,211,1,1,20,28,b8oqgvx1ijeyn6y1cn6929ix4,0,28.0,81.5,2025-03-08T14:20:44.811Z,2025-03-08T14:20:45Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564846133,213,0.88,5564846127,140,38.5,5564846125,56,Back,5564846123,157,,5564846129,141,100.0,5564846131,212,17.4,5564846135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242951,180,5,1,20,28,dbl7ir1qugqz8nvp1vzn8im50,1,63.7,-1.5,2025-03-08T14:20:44.986Z,2025-03-08T17:03:36Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564846691,233,212,5564846667,56,Right,5564846671,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242853,212,5,1,20,28,b8oqgvx1ijeyn6y1cn6929ix4,0,36.3,101.5,2025-03-08T14:20:44.986Z,2025-03-08T17:03:36Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564846165,56,Back,5564846167,347,,5564846703,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785242999,181,1,1,20,35,dbl7ir1qugqz8nvp1vzn8im50,1,67.4,0.0,2025-03-08T14:20:50.993Z,2025-03-08T14:20:54Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5564846891,212,29.9,5564846889,141,16.2,5564846883,107,,5564846895,1,,5564846887,140,41.5,5564846893,213,2.71,5564846885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243043,182,1,1,20,38,dbl7ir1qugqz8nvp1vzn8im50,1,40.8,19.2,2025-03-08T14:20:54.762Z,2025-03-08T14:20:57Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564847119,56,Back,5564847123,141,46.3,5564847125,212,19.4,5564847127,213,1.89,5564847121,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243085,183,1,1,20,41,dbl7ir1qugqz8nvp1vzn8im50,1,31.3,47.3,2025-03-08T14:20:57.106Z,2025-03-08T14:21:00Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564847381,141,43.9,5564847383,212,11.8,5564847385,213,3.34,5564847377,56,Back,5564847379,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243129,184,1,1,20,44,dbl7ir1qugqz8nvp1vzn8im50,1,20.3,43.9,2025-03-08T14:21:00.225Z,2025-03-08T14:21:04Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5564847617,56,Back,5564847623,212,17.1,5564847619,140,26.6,5564847621,141,20.7,5564847625,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243167,185,1,1,20,48,dbl7ir1qugqz8nvp1vzn8im50,1,27.2,21.0,2025-03-08T14:21:04.154Z,2025-03-08T14:21:07Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564847851,141,62.6,5564847845,155,,5564847855,213,1.48,5564847847,56,Back,5564847853,212,28.4,5564847849,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243207,186,1,1,20,51,dbl7ir1qugqz8nvp1vzn8im50,1,23.0,69.9,2025-03-08T14:21:07.209Z,2025-03-08T14:21:10Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564848049,141,87.5,5564848053,213,0.84,5564848047,140,33.2,5564848051,212,16.1,5564848045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243227,187,1,1,20,54,dbl7ir1qugqz8nvp1vzn8im50,0,35.6,88.0,2025-03-08T14:21:10.545Z,2025-03-08T14:21:12Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5564848167,56,Left,5564848169,140,61.6,5564848175,213,6.13,5564848171,141,81.8,5564848173,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243251,214,1,1,20,56,b8oqgvx1ijeyn6y1cn6929ix4,0,31.7,20.4,2025-03-08T14:21:12.890Z,2025-03-08T14:21:15Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564848465,233,188,5564848263,213,0.37,5564848259,141,21.0,5564848261,212,1.1,5564848255,56,Back,5564848463,236,,5564848469,286,,5564848257,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243275,188,74,1,20,56,dbl7ir1qugqz8nvp1vzn8im50,1,64.2,79.7,2025-03-08T14:21:12.891Z,2025-03-08T15:01:43Z,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,,,5564848413,56,Left,5564848415,285,,5564848503,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243327,189,13,1,21,1,dbl7ir1qugqz8nvp1vzn8im50,1,76.0,59.9,2025-03-08T14:21:17.770Z,2025-03-08T16:46:20Z,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,,,5564848691,18,,5564849177,215,,5564849171,83,,5564849181,458,,5564849187,231,51.8,5564848991,20,,5564849175,103,5.6,5564848689,22,,5564848693,56,Center,5564849185,230,5564849173,102,,,97.8,,57.8,,,,,,,,,,,,,,,,,
2785243345,190,5,1,21,3,dbl7ir1qugqz8nvp1vzn8im50,0,101.4,57.8,2025-03-08T14:21:19.344Z,2025-03-08T17:03:37Z,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,,,5564850809,233,215,5564848781,56,Center,5564848783,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243685,215,5,1,21,3,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.4,42.2,2025-03-08T14:21:19.344Z,2025-03-08T17:03:36Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5564850671,56,Back,5564850759,233,190,5564850673,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243729,216,1,1,21,28,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,61.2,2025-03-08T14:21:44.691Z,2025-03-08T14:21:48Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5564851015,189,,5564850949,212,7.8,5564850943,56,Back,5564850945,140,6.2,5564850951,213,4.92,5564850947,141,50.0,5564850955,237,,5564850941,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243763,217,1,1,21,31,b8oqgvx1ijeyn6y1cn6929ix4,1,7.6,47.0,2025-03-08T14:21:47.842Z,2025-03-08T14:21:49Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5564851127,141,81.5,5564851125,140,22.1,5564851131,213,1.00,5564851123,56,Back,5564851129,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243801,218,1,1,21,33,b8oqgvx1ijeyn6y1cn6929ix4,1,24.1,86.3,2025-03-08T14:21:49.148Z,2025-03-08T14:21:51Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564851317,213,6.05,5564851309,141,82.4,5564851305,140,34.7,5564851313,212,11.4,5564851301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243823,219,1,1,21,35,b8oqgvx1ijeyn6y1cn6929ix4,1,34.4,88.0,2025-03-08T14:21:51.083Z,2025-03-08T16:05:42Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5564851485,141,94.2,5564851487,212,8.4,5564851481,56,Back,5564851489,213,2.61,5564851483,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785243867,220,1,1,21,37,b8oqgvx1ijeyn6y1cn6929ix4,0,27.5,94.2,2025-03-08T14:21:53.034Z,2025-03-08T14:21:54Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564851673,212,29.4,5564851671,141,69.3,5564851667,56,Center,5564851669,140,50.4,5564851675,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244007,192,1,1,21,43,dbl7ir1qugqz8nvp1vzn8im50,1,63.1,60.9,2025-03-08T14:21:59.544Z,2025-03-08T14:22:02Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564852469,56,Center,5564852489,213,5.64,5564852473,140,66.8,5564852479,141,56.6,5564852485,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244019,193,3,1,21,46,dbl7ir1qugqz8nvp1vzn8im50,0,74.8,71.6,2025-03-08T14:22:02.257Z,2025-03-08T14:22:07Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5564852691,233,221,5564852541,56,Center,5564852543,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244031,221,7,1,21,46,b8oqgvx1ijeyn6y1cn6929ix4,0,25.2,28.4,2025-03-08T14:22:02.258Z,2025-03-08T14:22:07Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5564852619,285,,5564852617,56,Back,5564852627,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244029,194,61,1,21,47,dbl7ir1qugqz8nvp1vzn8im50,1,73.7,67.6,2025-03-08T14:22:03.397Z,2025-03-08T14:22:03Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5564852609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244153,222,12,1,21,48,b8oqgvx1ijeyn6y1cn6929ix4,1,8.4,30.9,2025-03-08T14:22:04.651Z,2025-03-08T14:22:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564853383,56,Back,5564853391,141,13.2,5564853399,213,5.91,5564853387,140,37.4,5564853395,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244131,195,12,1,21,52,dbl7ir1qugqz8nvp1vzn8im50,1,55.6,84.5,2025-03-08T14:22:08.305Z,2025-03-08T14:22:09Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564853205,140,83.3,5564853211,213,0.11,5564853207,141,89.3,5564853203,56,Left,5564853209,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244139,196,1,1,21,53,dbl7ir1qugqz8nvp1vzn8im50,0,83.3,89.6,2025-03-08T14:22:09.680Z,2025-03-08T14:22:10Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5564853275,140,85.7,5564853281,213,5.13,5564853273,56,Left,5564853279,212,6.2,5564853271,3,,5564853277,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244173,223,1,1,21,54,b8oqgvx1ijeyn6y1cn6929ix4,0,12.7,16.1,2025-03-08T14:22:10.946Z,2025-03-08T14:22:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564853497,212,4.5,5564853499,213,6.07,5564853491,56,Back,5564853493,140,16.9,5564853495,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244203,224,1,1,21,56,b8oqgvx1ijeyn6y1cn6929ix4,1,15.3,15.2,2025-03-08T14:22:12.026Z,2025-03-08T14:22:13Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564853667,56,Back,5564853675,213,5.84,5564853669,140,24.7,5564853671,141,8.3,5564853673,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244219,197,61,1,21,57,dbl7ir1qugqz8nvp1vzn8im50,1,79.4,88.7,2025-03-08T14:22:13.976Z,2025-03-08T14:23:08Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5564853733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244297,198,83,1,22,3,dbl7ir1qugqz8nvp1vzn8im50,0,60.5,87.8,2025-03-08T14:22:19.296Z,2025-03-08T14:22:28Z,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,,,5564854753,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244369,226,4,1,22,6,b8oqgvx1ijeyn6y1cn6929ix4,1,61.0,10.6,2025-03-08T14:22:22.375Z,2025-03-08T14:22:27Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5564854655,265,,5564854651,56,Right,5564854657,286,,5564854649,13,,5564854699,233,199,5564854653,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244355,199,4,1,22,6,dbl7ir1qugqz8nvp1vzn8im50,0,39.0,89.4,2025-03-08T14:22:22.376Z,2025-03-08T14:22:33Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564855329,55,200,5564854523,265,,5564854519,56,Back,5564854735,233,226,5564854521,152,,5564854517,13,,5564854525,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785244439,200,17,1,22,7,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-08T14:22:23.348Z,2025-03-08T14:22:32Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564855277,393,,5564855279,13,243,5564855281,55,199,5564855275,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245033,227,1,1,22,56,b8oqgvx1ijeyn6y1cn6929ix4,0,71.1,13.8,2025-03-08T14:23:12.739Z,2025-03-08T14:23:14Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5564858135,141,50.0,5564858131,56,Center,5564858129,152,,5564858123,2,,5564858137,212,30.6,5564858125,5,,5564858133,140,88.4,5564858127,155,,5564858139,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245047,201,12,1,22,59,dbl7ir1qugqz8nvp1vzn8im50,1,9.3,50.1,2025-03-08T14:23:14.999Z,2025-03-08T14:24:30Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564858189,140,15.2,5564858193,212,9.2,5564858191,141,40.1,5564858187,56,Back,5564858237,15,,5564858195,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245147,228,1,1,23,3,b8oqgvx1ijeyn6y1cn6929ix4,1,75.8,59.9,2025-03-08T14:23:19.971Z,2025-03-08T16:05:44Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5564858653,212,11.6,5564858655,213,3.35,5564858649,141,56.3,5564858643,56,Center,5564858647,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245173,229,1,1,23,5,b8oqgvx1ijeyn6y1cn6929ix4,1,65.0,54.9,2025-03-08T14:23:21.458Z,2025-03-08T14:23:24Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5564858813,140,64.6,5564858819,213,4.69,5564858817,212,16.5,5564858811,56,Center,5564858815,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245235,230,1,1,23,7,b8oqgvx1ijeyn6y1cn6929ix4,1,59.4,33.0,2025-03-08T14:23:23.923Z,2025-03-08T14:23:29Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5564859209,141,79.4,5564859211,212,31.6,5564859207,140,58.1,5564859205,56,Left,5564859213,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245255,231,1,1,23,13,b8oqgvx1ijeyn6y1cn6929ix4,1,59.6,80.6,2025-03-08T14:23:29.058Z,2025-03-08T14:23:30Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5564859317,140,68.2,5564859321,212,9.1,5564859319,141,79.3,5564859323,213,6.19,5564859315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245287,232,1,1,23,14,b8oqgvx1ijeyn6y1cn6929ix4,1,65.9,79.4,2025-03-08T14:23:30.571Z,2025-03-08T14:23:33Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5564859525,213,1.45,5564859523,212,10.7,5564859519,140,67.1,5564859521,141,95.0,5564859517,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245311,233,1,1,23,17,b8oqgvx1ijeyn6y1cn6929ix4,1,66.4,93.8,2025-03-08T14:23:33.035Z,2025-03-08T14:23:35Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564859653,56,Left,5564859659,141,95.4,5564859663,213,0.12,5564859657,140,74.8,5564859661,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245345,234,2,1,23,18,b8oqgvx1ijeyn6y1cn6929ix4,1,74.8,95.4,2025-03-08T14:23:34.914Z,2025-03-08T16:05:46Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5564860297,56,Left,5564859835,140,92.2,5564860293,7,4zpmxlmdfa5wx79cr0q14pfx1,5564859837,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245375,202,55,1,23,18,dbl7ir1qugqz8nvp1vzn8im50,1,7.9,19.8,2025-03-08T14:23:34.915Z,2025-03-08T16:05:48Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564860759,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245781,203,1,1,23,51,dbl7ir1qugqz8nvp1vzn8im50,0,16.9,17.1,2025-03-08T14:24:07.054Z,2025-03-08T14:24:12Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5564862347,212,65.8,5564862339,241,,5564862341,56,Center,5564862351,1,,5564862345,141,38.5,5564862337,157,,5564862349,213,0.22,5564862343,140,78.0,5564862335,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245841,235,1,1,23,57,b8oqgvx1ijeyn6y1cn6929ix4,1,28.6,55.1,2025-03-08T14:24:13.315Z,2025-03-08T14:24:16Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5564862641,1,,5564862639,213,0.64,5564862633,140,40.6,5564862635,141,68.8,5564862631,56,Back,5564862637,212,15.7,5564862629,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245867,237,1,1,24,1,b8oqgvx1ijeyn6y1cn6929ix4,1,40.6,69.1,2025-03-08T14:24:17.411Z,2025-03-08T14:24:18Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5564862755,140,31.1,5564862761,213,2.21,5564862759,212,16.6,5564862753,56,Back,5564862757,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245885,238,1,1,24,2,b8oqgvx1ijeyn6y1cn6929ix4,1,31.1,88.7,2025-03-08T14:24:18.506Z,2025-03-08T14:24:19Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5564862883,141,79.4,5564862885,212,9.7,5564862879,56,Back,5564862881,140,24.1,5564862887,213,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785245993,239,1,1,24,3,b8oqgvx1ijeyn6y1cn6929ix4,1,24.0,77.0,2025-03-08T14:24:19.794Z,2025-03-08T14:24:26Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5564863517,213,3.90,5564863509,140,6.4,5564863515,212,25.4,5564863513,141,51.3,5564863505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785246021,240,1,1,24,10,b8oqgvx1ijeyn6y1cn6929ix4,1,9.5,38.8,2025-03-08T14:24:26.819Z,2025-03-08T14:24:28Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5564863639,213,6.02,5564863633,140,19.4,5564863637,212,10.8,5564863631,56,Back,5564863635,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
