id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value
2743678461,185,1,1,24,21,dbl7ir1qugqz8nvp1vzn8im50,1,55.1,44.3,2024-11-03T14:24:46.044Z,2024-11-03T14:24:50Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338617227,56,Right,5338617235,213,5.02,5338617233,212,23.1,5338617229,140,61.8,5338617231,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743678531,186,1,1,24,25,dbl7ir1qugqz8nvp1vzn8im50,1,67.0,3.2,2024-11-03T14:24:50.398Z,2024-11-03T14:24:53Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5338617567,140,52.1,5338617579,212,17.0,5338617571,141,12.9,5338617585,213,2.74,5338617565,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743678597,187,1,1,24,28,dbl7ir1qugqz8nvp1vzn8im50,1,47.1,14.3,2024-11-03T14:24:53.076Z,2024-11-03T14:24:55Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338617915,213,1.41,5338617913,212,12.5,5338617911,141,32.5,5338617907,56,Back,5338617909,140,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743678633,188,1,1,24,30,dbl7ir1qugqz8nvp1vzn8im50,1,44.6,32.2,2024-11-03T14:24:55.621Z,2024-11-03T14:24:58Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338618157,212,22.2,5338618151,56,Back,5338618159,213,1.72,5338618155,141,64.5,5338618153,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743678703,189,1,1,24,33,dbl7ir1qugqz8nvp1vzn8im50,1,44.8,58.8,2024-11-03T14:24:58.382Z,2024-11-03T14:25:01Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338618529,140,47.5,5338618533,212,25.6,5338618527,56,Back,5338618535,213,1.46,5338618531,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743678769,190,1,1,24,36,dbl7ir1qugqz8nvp1vzn8im50,1,47.8,95.4,2024-11-03T14:25:01.357Z,2024-11-03T14:25:05Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5338618911,213,5.74,5338618907,141,85.3,5338618909,212,13.3,5338618905,140,58.7,5338618903,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743678795,191,1,1,24,39,dbl7ir1qugqz8nvp1vzn8im50,1,56.5,66.3,2024-11-03T14:25:04.964Z,2024-11-03T14:25:07Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5338619105,141,57.2,5338619103,140,47.1,5338619101,56,Back,5338619111,213,3.70,5338619107,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743678967,192,1,1,24,41,dbl7ir1qugqz8nvp1vzn8im50,1,47.9,57.5,2024-11-03T14:25:06.900Z,2024-11-03T14:25:14Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338620115,212,20.4,5338620105,140,36.3,5338620109,141,33.4,5338620119,213,4.07,5338620101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679065,193,1,1,24,50,dbl7ir1qugqz8nvp1vzn8im50,0,37.5,31.5,2024-11-03T14:25:15.461Z,2024-11-03T14:25:19Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5338620637,140,83.4,5338620649,213,0.07,5338620641,141,36.4,5338620647,212,48.3,5338620629,155,,5338620633,56,Center,5338620653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679143,309,1,1,24,55,6wwwud48qahpwrfxs20334qk5,1,14.3,60.9,2024-11-03T14:25:20.961Z,2024-11-03T14:25:23Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5338621119,213,1.03,5338621111,56,Back,5338621117,212,8.1,5338621113,140,18.3,5338621115,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679217,310,1,1,24,58,6wwwud48qahpwrfxs20334qk5,1,19.0,71.5,2024-11-03T14:25:23.065Z,2024-11-03T14:25:26Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5338621513,212,19.3,5338621515,213,1.04,5338621509,140,28.3,5338621507,56,Back,5338621511,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679251,311,1,1,25,1,6wwwud48qahpwrfxs20334qk5,1,29.8,95.3,2024-11-03T14:25:26.073Z,2024-11-03T14:25:27Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5338621671,141,75.6,5338621673,212,14.6,5338621669,140,35.4,5338621667,56,Back,5338621675,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679345,312,1,1,25,2,6wwwud48qahpwrfxs20334qk5,1,35.4,75.6,2024-11-03T14:25:27.617Z,2024-11-03T14:25:31Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338622097,141,89.1,5338622091,56,Back,5338622099,212,9.6,5338622101,213,1.87,5338622095,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679523,313,1,1,25,6,6wwwud48qahpwrfxs20334qk5,1,36.0,91.7,2024-11-03T14:25:31.778Z,2024-11-03T14:25:40Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5338623047,141,69.6,5338623049,212,17.6,5338623051,213,4.16,5338623045,140,27.2,5338623043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679559,314,1,1,25,15,6wwwud48qahpwrfxs20334qk5,1,27.3,69.4,2024-11-03T14:25:40.754Z,2024-11-03T14:25:42Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5338623235,140,32.6,5338623237,141,64.6,5338623233,56,Back,5338623239,212,6.5,5338623241,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679613,315,1,1,25,17,6wwwud48qahpwrfxs20334qk5,1,29.3,60.5,2024-11-03T14:25:42.626Z,2024-11-03T14:25:45Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338623543,140,29.8,5338623549,212,26.5,5338623541,56,Back,5338623553,213,4.73,5338623545,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679657,316,1,1,25,19,6wwwud48qahpwrfxs20334qk5,1,27.9,22.2,2024-11-03T14:25:44.857Z,2024-11-03T14:25:47Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5338623823,212,14.5,5338623819,141,8.0,5338623815,140,38.2,5338623827,213,5.55,5338623811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679681,317,1,1,25,21,6wwwud48qahpwrfxs20334qk5,1,38.0,7.0,2024-11-03T14:25:46.930Z,2024-11-03T14:25:47Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5338623935,56,Back,5338623949,212,10.5,5338623951,213,0.39,5338623945,141,12.9,5338623941,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679699,318,1,1,25,22,6wwwud48qahpwrfxs20334qk5,1,49.4,15.2,2024-11-03T14:25:47.778Z,2024-11-03T14:25:49Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5338624037,141,17.4,5338624035,140,36.9,5338624041,213,3.03,5338624039,212,13.2,5338624083,156,,5338624033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679743,319,1,1,25,24,6wwwud48qahpwrfxs20334qk5,1,36.9,17.4,2024-11-03T14:25:49.017Z,2024-11-03T14:25:50Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5338624263,140,41.3,5338624269,213,1.26,5338624261,56,Back,5338624267,212,14.9,5338624265,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679761,320,1,1,25,25,6wwwud48qahpwrfxs20334qk5,1,41.3,38.3,2024-11-03T14:25:50.081Z,2024-11-03T14:25:51Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338624349,213,4.58,5338624347,212,9.4,5338624341,56,Back,5338624343,140,40.1,5338624345,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679781,321,1,1,25,25,6wwwud48qahpwrfxs20334qk5,1,40.1,24.6,2024-11-03T14:25:50.946Z,2024-11-03T14:25:51Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5338624457,140,61.3,5338624467,212,22.3,5338624455,56,Center,5338624473,213,0.06,5338624463,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679811,322,1,1,25,26,6wwwud48qahpwrfxs20334qk5,1,61.3,26.5,2024-11-03T14:25:51.713Z,2024-11-03T14:25:53Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5338624605,212,5.7,5338624601,140,61.0,5338624607,213,1.63,5338624599,56,Center,5338624603,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679821,323,3,1,25,28,6wwwud48qahpwrfxs20334qk5,0,58.8,28.2,2024-11-03T14:25:53.281Z,2024-11-03T15:00:34Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5338624653,56,Center,5338624859,233,194,5338624655,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679849,194,7,1,25,28,dbl7ir1qugqz8nvp1vzn8im50,1,41.2,71.8,2024-11-03T14:25:53.282Z,2024-11-03T15:00:33Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338624791,56,Back,5338624829,233,323,5338624793,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679887,196,1,1,25,30,dbl7ir1qugqz8nvp1vzn8im50,1,59.1,72.7,2024-11-03T14:25:55.212Z,2024-11-03T14:29:22Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5338624991,141,61.5,5338624995,213,5.42,5338624989,140,65.3,5338624987,56,Center,5338624993,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743679985,197,61,1,25,36,dbl7ir1qugqz8nvp1vzn8im50,1,79.8,38.0,2024-11-03T14:26:01.733Z,2024-11-03T14:26:01Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5338625571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680227,198,1,1,25,44,dbl7ir1qugqz8nvp1vzn8im50,1,93.2,11.9,2024-11-03T14:26:09.308Z,2024-11-03T14:26:11Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5338626913,141,38.5,5338626915,212,18.4,5338626909,56,Center,5338626911,140,89.9,5338626917,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680259,199,1,1,25,46,dbl7ir1qugqz8nvp1vzn8im50,1,91.7,34.3,2024-11-03T14:26:11.508Z,2024-11-03T14:26:45Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,1.0,,5338627071,140,85.0,5338627077,212,7.9,5338627081,213,2.66,5338631005,210,15,5338627075,141,39.7,5338631013,154,,5338627069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680265,200,15,1,25,47,dbl7ir1qugqz8nvp1vzn8im50,1,84.9,37.2,2024-11-03T14:26:12.852Z,2024-11-03T14:26:46Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5338631083,55,199,5338628113,72,,5338631097,230,98.5,5338631079,29,,5338631077,78,,5338631099,231,46.9,5338631081,154,,5338631093,146,87.2,5338631133,233,324,5338627133,17,,5338631091,328,5338628117,82,5338627131,22,,5338631095,147,39.3,5338631089,103,,19,5338627135,56,Center,5338631087,102,,51.3
2743680291,324,10,1,25,47,6wwwud48qahpwrfxs20334qk5,1,12.8,60.7,2024-11-03T14:26:12.952Z,2024-11-03T16:49:33Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338627267,94,,5338631147,233,200,5338627269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680383,325,4,1,25,51,6wwwud48qahpwrfxs20334qk5,1,32.2,67.7,2024-11-03T14:26:16.235Z,2024-11-03T14:26:24Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5338627825,152,,5338627829,265,,5338627979,233,201,5338627985,285,,5338627821,56,Back,5338627817,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680333,201,4,1,25,51,dbl7ir1qugqz8nvp1vzn8im50,0,67.8,32.3,2024-11-03T14:26:16.236Z,2024-11-03T14:26:23Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338627507,152,,5338627511,286,,5338627505,56,Center,5338627503,13,,5338628023,233,325,5338627509,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680915,326,1,1,26,12,6wwwud48qahpwrfxs20334qk5,1,38.7,80.0,2024-11-03T14:26:37.584Z,2024-11-03T14:26:42Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338630585,140,34.3,5338630591,213,4.29,5338630579,5,,5338630583,56,Back,5338630587,141,64.9,5338630581,152,,5338630589,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680937,327,1,1,26,17,6wwwud48qahpwrfxs20334qk5,1,29.5,57.9,2024-11-03T14:26:42.032Z,2024-11-03T14:26:43Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338630709,213,1.09,5338630701,56,Back,5338630707,212,8.6,5338630703,140,33.3,5338630705,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743680963,328,1,1,26,18,6wwwud48qahpwrfxs20334qk5,1,37.7,71.8,2024-11-03T14:26:43.186Z,2024-11-03T14:26:44Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338630849,212,10.4,5338630847,141,58.8,5338630877,213,4.16,5338630843,56,Back,5338630845,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681029,329,1,1,26,19,6wwwud48qahpwrfxs20334qk5,1,32.5,58.8,2024-11-03T14:26:44.097Z,2024-11-03T14:26:47Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338631207,56,Back,5338631211,141,77.9,5338631209,140,26.5,5338631215,213,2.02,5338631213,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681143,330,1,1,26,22,6wwwud48qahpwrfxs20334qk5,1,13.3,93.8,2024-11-03T14:26:47.448Z,2024-11-03T14:26:53Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5338631859,141,57.3,5338631857,140,8.8,5338631861,212,25.3,5338631863,213,4.52,5338631855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681213,331,1,1,26,28,6wwwud48qahpwrfxs20334qk5,0,14.6,80.5,2024-11-03T14:26:53.649Z,2024-11-03T14:26:57Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5338632273,56,Center,5338632275,140,56.9,5338632281,213,6.05,5338632279,212,45.7,5338632283,1,,5338632277,141,64.9,5338632271,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681229,202,1,1,26,32,dbl7ir1qugqz8nvp1vzn8im50,1,53.6,42.8,2024-11-03T14:26:57.740Z,2024-11-03T14:26:59Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338632373,56,Back,5338632381,213,2.21,5338632375,140,47.8,5338632379,212,10.2,5338632377,141,54.8,5338632371,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681265,203,1,1,26,34,dbl7ir1qugqz8nvp1vzn8im50,1,47.8,54.8,2024-11-03T14:26:59.172Z,2024-11-03T14:27:00Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338632557,56,Center,5338632561,141,62.0,5338632559,140,64.8,5338632555,3,,5338632565,213,0.27,5338632563,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681279,204,1,1,26,35,dbl7ir1qugqz8nvp1vzn8im50,0,64.8,62.1,2024-11-03T14:27:00.611Z,2024-11-03T14:27:02Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5338632643,141,40.1,5338632635,168,,5338632637,56,Center,5338632649,213,4.96,5338632647,212,15.4,5338632641,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681333,332,1,1,26,36,6wwwud48qahpwrfxs20334qk5,1,29.1,77.8,2024-11-03T14:27:01.272Z,2024-11-03T14:27:03Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338632917,141,68.1,5338632921,212,21.0,5338632913,56,Back,5338632925,213,5.96,5338632915,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681357,333,1,1,26,38,6wwwud48qahpwrfxs20334qk5,1,48.5,67.9,2024-11-03T14:27:03.784Z,2024-11-03T14:27:05Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5338633029,212,34.4,5338633019,155,,5338633033,1,,5338633027,141,55.7,5338633021,56,Back,5338633031,213,3.39,5338633025,140,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681425,334,1,1,26,40,6wwwud48qahpwrfxs20334qk5,1,16.7,55.7,2024-11-03T14:27:05.424Z,2024-11-03T14:27:08Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5338633409,212,24.0,5338633407,141,25.0,5338633411,213,5.23,5338633403,56,Back,5338633405,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681465,335,1,1,26,43,6wwwud48qahpwrfxs20334qk5,1,25.2,24.6,2024-11-03T14:27:08.608Z,2024-11-03T14:27:10Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5338633591,213,5.87,5338633579,56,Back,5338633589,212,28.0,5338633581,140,49.7,5338633585,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681515,336,1,1,26,45,6wwwud48qahpwrfxs20334qk5,1,50.3,8.2,2024-11-03T14:27:10.392Z,2024-11-03T14:27:20Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5338633865,212,11.3,5338633863,141,24.0,5338633867,213,1.87,5338633861,140,47.1,5338633859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681565,205,83,1,26,49,dbl7ir1qugqz8nvp1vzn8im50,0,57.7,80.0,2024-11-03T14:27:14.300Z,2024-11-03T14:55:36Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338634685,399,7ztdirfvd9d0x2yw1v051xzbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681673,337,1,1,26,53,6wwwud48qahpwrfxs20334qk5,1,60.6,45.5,2024-11-03T14:27:19.015Z,2024-11-03T14:27:19Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5338634655,213,1.19,5338634653,212,18.5,5338634649,140,67.1,5338634651,141,70.8,5338634647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681809,338,1,1,26,56,6wwwud48qahpwrfxs20334qk5,1,62.8,77.2,2024-11-03T14:27:21.391Z,2024-11-03T14:27:27Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5338635385,141,96.3,5338635387,212,32.2,5338635381,56,Left,5338635383,140,90.9,5338635389,213,0.41,5338635391,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681853,339,1,1,27,1,6wwwud48qahpwrfxs20334qk5,1,78.1,77.2,2024-11-03T14:27:26.984Z,2024-11-03T14:27:29Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5338635633,212,13.5,5338635639,213,4.43,5338635625,140,74.5,5338635627,141,58.1,5338635621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681861,340,1,1,27,4,6wwwud48qahpwrfxs20334qk5,0,74.4,57.8,2024-11-03T14:27:29.472Z,2024-11-03T14:27:30Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5338635715,140,85.8,5338635721,213,5.82,5338635717,141,49.1,5338635719,212,13.4,5338635713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681933,206,12,1,27,6,dbl7ir1qugqz8nvp1vzn8im50,1,17.8,52.4,2024-11-03T14:27:31.204Z,2024-11-03T14:27:33Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338636079,213,0.65,5338636073,141,76.6,5338636069,140,38.6,5338636067,56,Back,5338636077,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681947,341,83,1,27,8,6wwwud48qahpwrfxs20334qk5,0,64.1,33.7,2024-11-03T14:27:33.479Z,2024-11-03T14:27:39Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5338636913,399,axyrfq1u8nwcj2ss5498u8qhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682079,208,1,1,27,11,dbl7ir1qugqz8nvp1vzn8im50,1,32.5,95.9,2024-11-03T14:27:36.483Z,2024-11-03T14:27:39Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5338636839,56,Left,5338636845,212,24.3,5338636847,213,6.21,5338636841,140,55.6,5338636843,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682115,209,4,1,27,14,dbl7ir1qugqz8nvp1vzn8im50,1,57.0,90.4,2024-11-03T14:27:39.948Z,2024-11-03T15:00:25Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5338637055,265,,5338637043,56,Left,5338637063,286,,5338637045,152,,5338637275,233,342,5338637041,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682145,342,4,1,27,14,6wwwud48qahpwrfxs20334qk5,0,43.0,9.6,2024-11-03T14:27:39.949Z,2024-11-03T15:00:25Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5338637203,152,,5338637215,285,,5338637189,13,,5338637195,56,Back,5338637313,233,209,5338637209,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682495,210,1,1,27,32,dbl7ir1qugqz8nvp1vzn8im50,1,54.6,93.2,2024-11-03T14:27:57.971Z,2024-11-03T14:31:35Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5338639053,56,Left,5338639055,140,61.7,5338662889,189,,5338639059,212,7.8,5338639051,152,,5338639057,141,96.6,5338639061,213,0.30,5338639049,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682505,211,1,1,27,33,dbl7ir1qugqz8nvp1vzn8im50,1,61.7,96.6,2024-11-03T14:27:58.931Z,2024-11-03T14:31:42Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5338639133,213,3.47,5338639129,141,91.8,5338639127,140,52.6,5338639125,56,Left,5338639131,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682541,212,1,1,27,34,dbl7ir1qugqz8nvp1vzn8im50,1,52.6,91.8,2024-11-03T14:27:59.572Z,2024-11-03T14:28:01Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5338639335,212,18.0,5338639331,140,38.6,5338639337,213,3.75,5338639333,141,76.6,5338639329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682591,213,1,1,27,36,dbl7ir1qugqz8nvp1vzn8im50,1,39.0,72.6,2024-11-03T14:28:01.044Z,2024-11-03T14:28:02Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338639621,141,56.1,5338639617,56,Back,5338639619,140,45.9,5338639625,213,5.29,5338639623,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682729,214,1,1,27,37,dbl7ir1qugqz8nvp1vzn8im50,1,43.2,66.7,2024-11-03T14:28:02.571Z,2024-11-03T14:28:07Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5338640319,213,1.44,5338640311,56,Back,5338640317,212,18.2,5338640313,140,45.4,5338640315,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682771,215,1,1,27,42,dbl7ir1qugqz8nvp1vzn8im50,1,46.2,93.3,2024-11-03T14:28:07.196Z,2024-11-03T14:28:09Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5338640505,56,Back,5338640513,213,4.37,5338640511,212,6.9,5338640507,140,44.0,5338640509,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682791,216,1,1,27,43,dbl7ir1qugqz8nvp1vzn8im50,1,44.0,83.8,2024-11-03T14:28:08.940Z,2024-11-03T14:28:10Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5338640653,141,92.4,5338640655,212,10.2,5338640651,140,52.0,5338640657,213,0.61,5338640649,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682905,217,1,1,27,44,dbl7ir1qugqz8nvp1vzn8im50,1,52.0,92.4,2024-11-03T14:28:09.989Z,2024-11-03T14:28:15Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5338641253,141,86.5,5338641249,56,Back,5338641255,212,23.7,5338641257,213,3.31,5338641251,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683063,218,1,1,27,54,dbl7ir1qugqz8nvp1vzn8im50,1,33.5,80.5,2024-11-03T14:28:19.084Z,2024-11-03T14:28:22Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5338642173,140,38.1,5338642179,212,11.2,5338642171,56,Back,5338642175,141,95.3,5338642199,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
