id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2742636699,183,1,1,22,53,8cfkisxf1fkxdqtt6tx1tup48,1,73.4,63.9,2024-11-02T14:22:49.971Z,2024-11-02T14:22:52Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5333093981,141,42.4,5333093977,56,Center,5333093979,140,60.2,5333093985,213,3.95,5333093983,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742636811,184,1,1,22,55,8cfkisxf1fkxdqtt6tx1tup48,1,58.9,42.4,2024-11-02T14:22:52.331Z,2024-11-02T14:22:59Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5333094525,56,Right,5333094531,212,28.2,5333094527,140,75.7,5333094533,213,5.39,5333094529,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742636819,185,4,1,23,2,8cfkisxf1fkxdqtt6tx1tup48,1,82.8,12.2,2024-11-02T14:22:59.138Z,2024-11-02T14:23:01Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5333094573,13,,5333094577,152,,5333094625,233,201,5333094575,56,Right,5333094579,265,,5333094583,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742636807,201,4,1,23,2,7gkglopz9cjsysn2u6sbhuvc5,0,19.8,87.6,2024-11-02T14:22:59.139Z,2024-11-02T14:23:01Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333094591,152,,5333094587,13,,5333094589,56,Back,5333094655,233,185,5333094595,285,,5333094593,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637083,202,17,1,23,24,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T14:23:20.851Z,2024-11-02T16:56:10Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5334455945,393,,5333096071,13,243,5333096067,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637505,186,1,1,23,53,8cfkisxf1fkxdqtt6tx1tup48,0,76.9,11.3,2024-11-02T14:23:49.700Z,2024-11-02T14:23:52Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333098275,56,Center,5333098273,152,,5333098269,5,,5333098277,140,95.5,5333098279,141,49.3,5333098267,2,,5333098271,155,,5333098281,212,32.4,5333098285,1,,5333098283,213,,,,0.92,,,,,,,,,,,,,,,
2742637699,204,1,1,23,59,7gkglopz9cjsysn2u6sbhuvc5,1,16.0,49.7,2024-11-02T14:23:56.260Z,2024-11-02T14:24:04Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5333099403,140,27.3,5333099407,212,20.1,5333099405,141,25.9,5333099399,123,,5333099401,56,Back,5333099409,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637735,205,1,1,24,7,7gkglopz9cjsysn2u6sbhuvc5,1,31.1,25.6,2024-11-02T14:24:03.883Z,2024-11-02T14:30:49Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333099647,56,Back,5333099651,141,13.8,5333099653,212,20.0,5333099655,213,5.87,5333099649,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637797,206,1,1,24,10,7gkglopz9cjsysn2u6sbhuvc5,1,51.5,21.5,2024-11-02T14:24:06.715Z,2024-11-02T14:59:01Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5333099979,140,53.0,5333099975,56,Center,5333099991,213,1.51,5333099983,141,60.3,5333099987,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637843,207,1,1,24,14,7gkglopz9cjsysn2u6sbhuvc5,1,57.4,72.3,2024-11-02T14:24:10.675Z,2024-11-02T14:24:13Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333100193,213,0.66,5333100189,141,90.3,5333100187,140,72.3,5333100191,212,19.9,5333100185,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637867,208,1,1,24,16,7gkglopz9cjsysn2u6sbhuvc5,1,78.5,90.8,2024-11-02T14:24:13.083Z,2024-11-02T14:24:14Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333100309,56,Left,5333100317,213,5.70,5333100313,141,83.5,5333100315,212,9.0,5333100311,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637877,209,3,1,24,18,7gkglopz9cjsysn2u6sbhuvc5,0,88.0,83.0,2024-11-02T14:24:14.811Z,2024-11-02T14:24:18Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333100393,286,,5333100391,56,Left,5333100501,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637879,187,7,1,24,18,8cfkisxf1fkxdqtt6tx1tup48,0,12.0,17.0,2024-11-02T14:24:14.812Z,2024-11-02T14:24:19Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333100395,56,Back,5333100397,285,,5333100479,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637947,210,1,1,24,20,7gkglopz9cjsysn2u6sbhuvc5,0,85.3,83.5,2024-11-02T14:24:17.251Z,2024-11-02T14:59:38Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333100791,213,2.43,5333100785,140,82.5,5333100787,141,87.2,5333100783,56,Left,5333100789,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638017,189,3,1,24,21,8cfkisxf1fkxdqtt6tx1tup48,0,15.8,7.6,2024-11-02T14:24:18.554Z,2024-11-02T14:58:24Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333101167,285,,5333101165,56,Back,5333101225,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637975,211,7,1,24,21,7gkglopz9cjsysn2u6sbhuvc5,0,84.2,92.4,2024-11-02T14:24:18.555Z,2024-11-02T15:53:57Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333101203,233,189,5333100945,286,,5333100943,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742637977,188,43,1,24,22,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T14:24:19.230Z,2024-11-02T14:58:43Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333100951,285,0,5333101071,233,210,5333285235,144,74,5333100949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638085,191,50,1,24,24,8cfkisxf1fkxdqtt6tx1tup48,1,18.9,1.5,2024-11-02T14:24:21.650Z,2024-11-02T15:53:58Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333294693,285,,5333294953,233,485,5333294691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742675781,485,7,1,24,25,7gkglopz9cjsysn2u6sbhuvc5,0,81.1,98.5,2024-11-02T14:24:21.651Z,2024-11-02T15:53:57Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333294745,233,191,5333294065,286,,5333294063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742676111,367,61,1,24,26,8cfkisxf1fkxdqtt6tx1tup48,1,21.2,4.0,2024-11-02T14:24:22.651Z,2024-11-02T16:20:35Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333295455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638081,190,5,1,24,26,8cfkisxf1fkxdqtt6tx1tup48,0,18.2,-1.8,2024-11-02T14:24:23.539Z,2024-11-02T16:21:01Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333101485,347,,5333102011,233,212,5333101483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638037,212,5,1,24,26,7gkglopz9cjsysn2u6sbhuvc5,1,81.8,101.8,2024-11-02T14:24:23.539Z,2024-11-02T16:21:00Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333101269,56,Left,5333101997,233,190,5333101271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638089,192,43,1,24,32,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T14:24:29.219Z,2024-11-02T14:24:30Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5333101639,144,5,5333101521,56,Back,5333101523,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638167,213,1,1,24,37,7gkglopz9cjsysn2u6sbhuvc5,1,80.6,100.0,2024-11-02T14:24:34.115Z,2024-11-02T14:31:56Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333101881,213,5.32,5333101875,140,86.1,5333101877,141,89.3,5333101873,56,Left,5333101871,107,,5333101879,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638183,214,1,1,24,38,7gkglopz9cjsysn2u6sbhuvc5,1,86.1,89.3,2024-11-02T14:24:34.850Z,2024-11-02T14:31:51Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333101991,212,4.0,5333101985,56,Left,5333101987,140,83.1,5333101989,141,93.0,5333101993,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638189,215,1,1,24,39,7gkglopz9cjsysn2u6sbhuvc5,1,83.1,93.0,2024-11-02T14:24:35.738Z,2024-11-02T14:31:59Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333102049,213,3.01,5333102041,56,Left,5333102045,141,94.5,5333102043,140,75.7,5333102047,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638197,216,1,1,24,40,7gkglopz9cjsysn2u6sbhuvc5,0,75.7,94.5,2024-11-02T14:24:36.850Z,2024-11-02T14:32:02Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333102095,140,83.3,5333102097,141,83.2,5333102093,56,Left,5333102101,213,5.52,5333102099,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638201,193,8,1,24,41,8cfkisxf1fkxdqtt6tx1tup48,1,17.1,13.5,2024-11-02T14:24:37.994Z,2024-11-02T14:24:38Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5333102105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638209,194,5,1,24,42,8cfkisxf1fkxdqtt6tx1tup48,0,14.8,-0.8,2024-11-02T14:24:39.076Z,2024-11-02T14:24:44Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5333102151,56,Back,5333102471,233,217,5333102153,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638245,217,5,1,24,42,7gkglopz9cjsysn2u6sbhuvc5,1,85.2,100.8,2024-11-02T14:24:39.076Z,2024-11-02T16:21:01Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333102425,233,194,5333102403,56,Left,5333102407,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638389,218,1,1,24,55,7gkglopz9cjsysn2u6sbhuvc5,1,87.5,100.0,2024-11-02T14:24:52.412Z,2024-11-02T14:24:53Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333103253,212,10.2,5333103251,141,87.1,5333103259,213,4.77,5333103249,140,88.1,5333103247,56,Left,5333103245,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638405,219,1,1,24,56,7gkglopz9cjsysn2u6sbhuvc5,1,88.1,87.1,2024-11-02T14:24:53.554Z,2024-11-02T14:24:54Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333103313,212,4.2,5333103317,213,1.57,5333103311,141,93.3,5333103307,56,Left,5333103309,140,88.1,5333103349,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638449,220,1,1,24,58,7gkglopz9cjsysn2u6sbhuvc5,1,88.8,92.7,2024-11-02T14:24:55.619Z,2024-11-02T14:24:56Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333103531,141,94.5,5333103527,56,Left,5333103535,213,2.86,5333103533,212,4.4,5333103529,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638503,221,1,1,25,0,7gkglopz9cjsysn2u6sbhuvc5,1,84.8,94.5,2024-11-02T14:24:56.755Z,2024-11-02T14:24:59Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333103795,212,7.6,5333103789,56,Left,5333103793,141,95.7,5333103797,213,3.03,5333103791,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638545,222,1,1,25,2,7gkglopz9cjsysn2u6sbhuvc5,1,76.9,95.3,2024-11-02T14:24:59.211Z,2024-11-02T14:25:02Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333103997,56,Left,5333104001,141,84.2,5333104003,212,15.2,5333103999,140,64.3,5333104005,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638599,223,1,1,25,5,7gkglopz9cjsysn2u6sbhuvc5,1,56.8,85.7,2024-11-02T14:25:02.074Z,2024-11-02T14:25:05Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333104211,56,Back,5333104213,140,45.8,5333104251,213,4.04,5333104217,212,18.5,5333104215,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638639,224,1,1,25,7,7gkglopz9cjsysn2u6sbhuvc5,1,41.8,70.0,2024-11-02T14:25:04.643Z,2024-11-02T14:25:07Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5333104423,213,3.50,5333104417,141,58.2,5333104413,56,Back,5333104421,212,22.8,5333104415,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638751,225,1,1,25,10,7gkglopz9cjsysn2u6sbhuvc5,0,23.6,56.6,2024-11-02T14:25:07.570Z,2024-11-02T14:25:14Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5333104943,56,Center,5333104947,141,67.9,5333104937,157,,5333104945,140,85.3,5333104951,213,0.12,5333104953,1,,5333104949,212,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638967,197,1,1,25,35,8cfkisxf1fkxdqtt6tx1tup48,1,17.6,58.1,2024-11-02T14:25:31.819Z,2024-11-02T14:25:35Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5333106305,140,62.7,5333106307,141,51.9,5333106303,56,Center,5333106301,155,,5333106309,212,47.5,5333106313,1,,5333106311,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742638973,198,1,1,25,38,8cfkisxf1fkxdqtt6tx1tup48,0,60.6,47.9,2024-11-02T14:25:35.587Z,2024-11-02T14:25:37Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333106341,140,72.4,5333106347,213,0.01,5333106343,141,48.1,5333106345,212,12.4,5333106339,56,Center,5333106335,3,,5333106337,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639047,226,1,1,25,39,7gkglopz9cjsysn2u6sbhuvc5,1,32.4,46.9,2024-11-02T14:25:36.378Z,2024-11-02T14:25:42Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5333106763,1,,5333106761,213,5.05,5333106753,56,Back,5333106757,141,8.5,5333106755,140,41.1,5333106751,157,,5333106759,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639053,227,1,1,25,45,7gkglopz9cjsysn2u6sbhuvc5,1,41.1,8.5,2024-11-02T14:25:42.107Z,2024-11-02T14:25:43Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333106833,213,0.62,5333106829,141,14.0,5333106827,140,46.1,5333106831,212,6.4,5333106825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639083,229,1,1,25,47,7gkglopz9cjsysn2u6sbhuvc5,0,46.1,14.0,2024-11-02T14:25:43.874Z,2024-11-02T14:25:46Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5333107013,213,0.95,5333107005,140,61.4,5333107007,141,47.3,5333107003,56,Center,5333107001,155,,5333107009,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639099,199,43,1,25,49,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-02T14:25:46.579Z,2024-11-02T14:25:54Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333107069,56,Back,5333107589,144,44,5333107073,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639121,200,1,1,25,50,8cfkisxf1fkxdqtt6tx1tup48,1,38.7,37.9,2024-11-02T14:25:47.043Z,2024-11-02T14:25:51Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333107305,213,0.34,5333107303,212,16.0,5333107299,140,53.1,5333107301,141,45.7,5333107297,56,Center,5333107295,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639113,230,43,1,25,52,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-02T14:25:49.466Z,2024-11-02T14:25:53Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333107223,285,0,5333107557,144,45,5333107221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639125,201,4,1,25,54,8cfkisxf1fkxdqtt6tx1tup48,1,54.8,47.5,2024-11-02T14:25:51.067Z,2024-11-02T14:25:53Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333107371,13,,5333107379,286,,5333107485,233,231,5333107373,56,Center,5333107377,265,,5333107375,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639131,231,4,1,25,54,7gkglopz9cjsysn2u6sbhuvc5,0,46.2,53.5,2024-11-02T14:25:51.068Z,2024-11-02T14:25:53Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333107437,56,Back,5333107435,13,,5333107439,152,,5333107513,233,201,5333107443,285,,5333107441,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639277,202,1,1,26,4,8cfkisxf1fkxdqtt6tx1tup48,1,47.4,47.3,2024-11-02T14:26:00.922Z,2024-11-02T14:26:03Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5333108149,56,Back,5333108147,152,,5333108145,5,,5333108153,141,15.3,5333108157,212,23.2,5333108151,140,39.8,5333108159,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639315,203,1,1,26,6,8cfkisxf1fkxdqtt6tx1tup48,0,39.8,15.3,2024-11-02T14:26:03.107Z,2024-11-02T14:26:04Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333108313,1,,5333108311,213,0.67,5333108307,141,62.4,5333108303,56,Center,5333108305,140,78.0,5333108301,155,,5333108309,212,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639335,232,1,1,26,8,7gkglopz9cjsysn2u6sbhuvc5,1,22.4,31.8,2024-11-02T14:26:05.386Z,2024-11-02T14:26:07Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5333108401,141,21.9,5333108399,140,30.2,5333108405,213,5.60,5333108397,56,Back,5333108395,3,,5333108403,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639377,233,1,1,26,10,7gkglopz9cjsysn2u6sbhuvc5,1,30.2,21.9,2024-11-02T14:26:06.993Z,2024-11-02T14:26:10Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5333108631,3,,5333108633,56,Back,5333108637,141,26.1,5333108635,140,33.0,5333108641,212,4.1,5333108645,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639387,234,1,1,26,13,7gkglopz9cjsysn2u6sbhuvc5,0,34.2,26.1,2024-11-02T14:26:10.242Z,2024-11-02T17:26:08Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5333108685,212,5.2,5333108679,56,Back,5333108683,141,32.7,5333108687,213,2.10,5333108681,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639419,204,1,1,26,14,8cfkisxf1fkxdqtt6tx1tup48,1,67.3,50.9,2024-11-02T14:26:11.642Z,2024-11-02T14:56:47Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5333108845,212,9.8,5333108843,141,45.2,5333108847,213,5.88,5333108841,140,75.9,5333108839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639435,205,1,1,26,16,8cfkisxf1fkxdqtt6tx1tup48,0,76.1,45.2,2024-11-02T14:26:12.939Z,2024-11-02T14:26:13Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333108949,140,86.2,5333108955,213,5.77,5333108953,212,12.2,5333108945,155,,5333108951,141,36.4,5333108947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639539,236,1,1,26,22,7gkglopz9cjsysn2u6sbhuvc5,0,14.7,86.8,2024-11-02T14:26:18.683Z,2024-11-02T14:26:19Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333109479,213,5.91,5333109471,141,72.0,5333109467,56,Back,5333109469,140,39.3,5333109475,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639577,206,61,1,26,25,8cfkisxf1fkxdqtt6tx1tup48,0,55.3,26.4,2024-11-02T14:26:21.986Z,2024-11-02T14:26:22Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5333109663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639587,237,61,1,26,25,7gkglopz9cjsysn2u6sbhuvc5,0,38.6,77.3,2024-11-02T14:26:22.154Z,2024-11-02T14:26:22Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5333109703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639643,208,61,1,26,28,8cfkisxf1fkxdqtt6tx1tup48,1,64.8,15.0,2024-11-02T14:26:25.435Z,2024-11-02T14:56:05Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5333109987,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639655,209,1,1,26,29,8cfkisxf1fkxdqtt6tx1tup48,0,62.8,10.6,2024-11-02T14:26:25.978Z,2024-11-02T14:56:11Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333110069,140,64.6,5333110073,212,1.9,5333110075,213,6.18,5333110049,56,Right,5333110071,141,10.3,5333110103,236,,5333110105,233,238,5333110109,286,,,,,,,,,,,,,,,,,,,,,,,,,
2742639663,238,74,1,26,29,7gkglopz9cjsysn2u6sbhuvc5,1,31.5,86.9,2024-11-02T14:26:25.979Z,2024-11-02T15:54:19Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333110119,233,209,5333110093,56,Back,5333110095,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639697,210,5,1,26,30,8cfkisxf1fkxdqtt6tx1tup48,1,66.2,-1.5,2024-11-02T14:26:27.531Z,2024-11-02T16:21:02Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5333110263,56,Right,5333110317,233,239,5333110265,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639679,239,5,1,26,30,7gkglopz9cjsysn2u6sbhuvc5,0,33.8,101.5,2024-11-02T14:26:27.531Z,2024-11-02T16:21:02Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,,5333110179,56,Back,5333110181,347,,5333110343,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639775,211,1,1,26,38,8cfkisxf1fkxdqtt6tx1tup48,1,64.9,0.0,2024-11-02T14:26:34.706Z,2024-11-02T14:26:36Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5333110729,140,37.5,5333110727,56,Back,5333110725,107,,5333110735,213,2.91,5333110737,1,,5333110733,212,29.5,5333110731,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639821,212,1,1,26,39,8cfkisxf1fkxdqtt6tx1tup48,1,37.4,8.5,2024-11-02T14:26:36.290Z,2024-11-02T14:26:40Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5333111007,213,2.19,5333111003,141,41.0,5333111005,212,27.1,5333111001,140,22.4,5333110999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639855,213,1,1,26,43,8cfkisxf1fkxdqtt6tx1tup48,1,22.5,43.3,2024-11-02T14:26:40.259Z,2024-11-02T14:26:43Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5333111259,213,1.56,5333111247,56,Back,5333111249,140,22.7,5333111253,141,68.4,5333111257,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639889,214,1,1,26,46,8cfkisxf1fkxdqtt6tx1tup48,1,22.7,68.4,2024-11-02T14:26:43.034Z,2024-11-02T14:27:07Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5333111431,140,22.5,5333111435,212,15.8,5333111437,213,4.70,5333111433,141,45.1,5333111429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639921,215,1,1,26,51,8cfkisxf1fkxdqtt6tx1tup48,0,24.1,37.1,2024-11-02T14:26:47.803Z,2024-11-02T14:26:48Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5333111641,213,0.13,5333111639,212,41.4,5333111631,155,,5333111637,141,44.8,5333111633,56,Center,5333111643,1,,5333111635,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742639919,240,8,1,26,51,7gkglopz9cjsysn2u6sbhuvc5,1,36.5,43.4,2024-11-02T14:26:48.169Z,2024-11-02T14:26:48Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5333111623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
