id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2726367191,80,5,1,8,25,b8oqgvx1ijeyn6y1cn6929ix4,0,24.9,102.0,2024-09-27T17:09:20.041Z,2024-09-27T19:19:46Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244181723,56,Back,5244181797,233,97,5244181725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367203,97,5,1,8,25,dbl7ir1qugqz8nvp1vzn8im50,1,75.1,-2.0,2024-09-27T17:09:20.041Z,2024-09-27T19:19:45Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5244181771,233,80,5244181755,56,Right,5244181757,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367179,78,43,1,8,26,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-27T17:09:21.030Z,2024-09-27T17:09:47Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244181649,56,Back,5244182961,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367189,79,43,1,8,26,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-27T17:09:21.167Z,2024-09-27T17:09:25Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244181709,56,Back,5244181713,141,100.0,5244181717,213,0.00,5244181715,212,0,5244181711,140,22.7,5244181877,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367279,98,1,1,8,31,dbl7ir1qugqz8nvp1vzn8im50,1,71.5,0.0,2024-09-27T17:09:26.240Z,2024-09-27T17:09:32Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5244182245,140,89.2,5244182249,212,20.5,5244182241,107,,5244182243,56,Right,5244182251,213,0.43,5244182247,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367281,99,50,1,8,37,dbl7ir1qugqz8nvp1vzn8im50,1,91.0,9.6,2024-09-27T17:09:32.181Z,2024-09-27T19:04:58Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244182357,233,81,5244182257,56,Right,5244182259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367295,81,7,1,8,37,b8oqgvx1ijeyn6y1cn6929ix4,1,9.0,90.4,2024-09-27T17:09:32.182Z,2024-09-27T19:04:58Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244182333,285,,5244182353,233,99,5244182331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367299,82,43,1,8,39,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-27T17:09:33.654Z,2024-09-27T17:09:40Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244182685,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367309,83,61,1,8,40,b8oqgvx1ijeyn6y1cn6929ix4,0,14.0,93.8,2024-09-27T17:09:35.287Z,2024-09-27T17:09:35Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244182387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367317,84,5,1,8,41,b8oqgvx1ijeyn6y1cn6929ix4,0,15.2,102.0,2024-09-27T17:09:36.006Z,2024-09-27T19:19:46Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244183355,233,100,5244182415,347,,5244182413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367463,100,5,1,8,41,dbl7ir1qugqz8nvp1vzn8im50,1,84.8,-2.0,2024-09-27T17:09:36.006Z,2024-09-27T19:19:46Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244183301,56,Right,5244183303,347,,5244183351,233,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367489,101,1,1,8,58,dbl7ir1qugqz8nvp1vzn8im50,1,86.1,0.0,2024-09-27T17:09:52.608Z,2024-09-27T17:09:55Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5244183459,141,13.5,5244183455,56,Right,5244183461,212,12.3,5244183457,140,92.1,5244183453,107,,5244183463,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367501,102,1,1,9,0,dbl7ir1qugqz8nvp1vzn8im50,1,92.6,14.3,2024-09-27T17:09:55.440Z,2024-09-27T17:09:56Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5244183535,213,4.11,5244183531,141,9.8,5244183525,56,Right,5244183533,212,3.7,5244183529,140,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367559,103,1,1,9,1,dbl7ir1qugqz8nvp1vzn8im50,1,90.6,9.8,2024-09-27T17:09:56.385Z,2024-09-27T17:10:46Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,1.0,5244183843,140,93.2,5244186473,160,,5244183847,212,22.8,5244186471,154,,5244183849,213,1.45,5244183845,141,43.1,5244183841,56,Center,5244186469,210,16,5244183837,2,,5244183839,155,,,,,,,,,,,,,,,,,,,,,,,,,
2726367581,104,44,1,9,2,dbl7ir1qugqz8nvp1vzn8im50,1,91.4,46.0,2024-09-27T17:09:57.249Z,2024-09-27T17:10:27Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244184085,233,85,5244183991,56,Center,5244183995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367569,85,44,1,9,2,b8oqgvx1ijeyn6y1cn6929ix4,0,8.6,54.0,2024-09-27T17:09:57.250Z,2024-09-27T19:08:18Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5244183915,285,,5244184117,233,104,5244183913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726367583,105,16,1,9,5,dbl7ir1qugqz8nvp1vzn8im50,1,92.4,43.0,2024-09-27T17:09:59.816Z,2024-09-27T19:41:24Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244186553,15,,5244186557,29,,5244186573,231,49.3,5244186567,103,22.8,5244184021,56,Center,5244186561,55,103,5244186569,328,,5244186565,102,48.0,5244186551,160,,5244186559,154,,5245051939,81,,5244186571,230,98.8,5244185665,374,2024-09-27 18:09:59.258,5244184019,17,5244185673,375,09:04.730,,,,,,,,,,
2726368039,86,1,1,9,50,b8oqgvx1ijeyn6y1cn6929ix4,1,49.6,49.1,2024-09-27T17:10:45.269Z,2024-09-27T17:10:46Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5244186513,279,G,5244186509,212,15.4,5244186505,140,34.9,5244186511,213,3.15,5244186503,56,Back,5244186507,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368101,87,1,1,9,52,b8oqgvx1ijeyn6y1cn6929ix4,0,34.9,48.8,2024-09-27T17:10:46.565Z,2024-09-27T17:10:50Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244186837,212,53.9,5244186833,140,82.0,5244186829,157,,5244186835,141,80.2,5244186831,56,Left,5244186839,213,0.41,5244186841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368083,106,44,1,9,54,dbl7ir1qugqz8nvp1vzn8im50,1,18.9,21.4,2024-09-27T17:10:49.128Z,2024-09-27T19:17:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5244186743,285,,5244186935,233,88,5244186739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368105,88,44,1,9,54,b8oqgvx1ijeyn6y1cn6929ix4,0,81.1,78.6,2024-09-27T17:10:49.129Z,2024-09-27T19:17:52Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5244186973,233,106,5244186881,286,,5244186877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368115,107,1,1,9,54,dbl7ir1qugqz8nvp1vzn8im50,0,20.5,24.0,2024-09-27T17:10:49.368Z,2024-09-27T17:10:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5244186917,56,Back,5244186915,3,,5244186919,140,32.8,5244186923,212,13.7,5244186925,213,5.94,5244186921,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368173,89,1,1,9,57,b8oqgvx1ijeyn6y1cn6929ix4,1,75.8,89.3,2024-09-27T17:10:52.268Z,2024-09-27T17:10:54Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5244187251,212,14.0,5244187247,140,62.5,5244187253,213,3.03,5244187249,141,91.5,5244187245,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368139,108,83,1,9,57,dbl7ir1qugqz8nvp1vzn8im50,0,29.6,11.4,2024-09-27T17:10:52.512Z,2024-09-27T17:10:55Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5244187297,399,2qedb8t85t1ieeed9613c9crt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368181,90,1,1,10,0,b8oqgvx1ijeyn6y1cn6929ix4,1,62.5,91.5,2024-09-27T17:10:54.629Z,2024-09-27T17:10:57Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244187277,213,4.53,5244187273,141,73.5,5244187269,56,Center,5244187271,140,60.3,5244187275,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368219,91,1,1,10,2,b8oqgvx1ijeyn6y1cn6929ix4,0,61.1,72.4,2024-09-27T17:10:57.421Z,2024-09-27T17:10:58Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5244187455,213,4.73,5244187451,141,64.5,5244187447,56,Center,5244187453,212,5.4,5244187449,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368241,109,61,1,10,4,dbl7ir1qugqz8nvp1vzn8im50,1,41.4,37.3,2024-09-27T17:10:59.124Z,2024-09-27T17:10:59Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244187521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368287,92,1,1,10,5,b8oqgvx1ijeyn6y1cn6929ix4,1,56.9,38.6,2024-09-27T17:10:59.877Z,2024-09-27T17:11:02Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5244187779,140,63.2,5244187785,213,1.01,5244187781,141,54.0,5244187777,56,Center,5244187783,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368343,93,1,1,10,8,b8oqgvx1ijeyn6y1cn6929ix4,1,63.3,50.0,2024-09-27T17:11:02.549Z,2024-09-27T17:11:06Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5244188067,141,8.6,5244188063,56,Right,5244188071,213,4.99,5244188069,212,29.3,5244188065,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368355,94,50,1,10,11,b8oqgvx1ijeyn6y1cn6929ix4,1,74.4,13.0,2024-09-27T17:11:06.038Z,2024-09-27T17:11:16Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5244188337,233,110,5244188111,56,Right,5244188113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368411,110,7,1,10,11,dbl7ir1qugqz8nvp1vzn8im50,0,25.6,87.0,2024-09-27T17:11:06.039Z,2024-09-27T17:12:35Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5244188317,56,Back,5244188329,233,94,5244188319,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368383,95,1,1,10,12,b8oqgvx1ijeyn6y1cn6929ix4,1,73.3,7.4,2024-09-27T17:11:07.086Z,2024-09-27T17:11:07Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5244188223,140,61.6,5244188227,212,12.3,5244188225,141,8.6,5244188221,56,Right,5244188229,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368389,96,1,1,10,13,b8oqgvx1ijeyn6y1cn6929ix4,1,61.6,8.6,2024-09-27T17:11:07.638Z,2024-09-27T17:11:08Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5244188253,56,Right,5244188257,141,19.4,5244188261,213,0.78,5244188255,140,68.6,5244188259,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368405,97,1,1,10,14,b8oqgvx1ijeyn6y1cn6929ix4,0,68.6,19.4,2024-09-27T17:11:08.758Z,2024-09-27T17:11:09Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5244188299,140,72.2,5244188305,213,0.61,5244188301,141,23.3,5244188303,212,4.6,5244188297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368453,111,1,1,10,16,dbl7ir1qugqz8nvp1vzn8im50,1,24.6,63.8,2024-09-27T17:11:10.967Z,2024-09-27T18:02:21Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5244188611,212,13.7,5244188603,56,Back,5244188607,141,72.2,5244188613,213,0.43,5244188605,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368459,112,3,1,10,16,dbl7ir1qugqz8nvp1vzn8im50,0,32.1,70.2,2024-09-27T17:11:11.412Z,2024-09-27T19:04:59Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244197053,285,,5244197049,233,98,5244196975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368447,98,7,1,10,16,b8oqgvx1ijeyn6y1cn6929ix4,1,67.9,29.8,2024-09-27T17:11:11.413Z,2024-09-27T19:04:58Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5244197003,286,,5244197023,233,112,5244188571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726396963,375,61,1,10,17,b8oqgvx1ijeyn6y1cn6929ix4,1,65.7,27.0,2024-09-27T17:11:11.528Z,2024-09-27T18:02:05Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244343621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368469,113,1,1,10,19,dbl7ir1qugqz8nvp1vzn8im50,1,28.1,60.5,2024-09-27T17:11:13.576Z,2024-09-27T17:14:18Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5244199293,140,24.9,5244199297,212,17.5,5244199291,56,Back,5244199299,213,1.76,5244199295,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368473,114,1,1,10,19,dbl7ir1qugqz8nvp1vzn8im50,0,17.5,81.6,2024-09-27T17:11:13.736Z,2024-09-27T17:14:38Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244200581,212,25.1,5244200579,141,66.2,5244200575,56,Back,5244200571,155,,5244200577,140,39.2,5244200583,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368485,99,1,1,10,21,b8oqgvx1ijeyn6y1cn6929ix4,1,60.7,22.5,2024-09-27T17:11:15.973Z,2024-09-27T17:11:17Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5244188755,212,14.0,5244188751,140,73.8,5244188753,141,26.2,5244188749,56,Center,5244188757,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368491,100,1,1,10,22,b8oqgvx1ijeyn6y1cn6929ix4,0,73.8,26.2,2024-09-27T17:11:17.173Z,2024-09-27T18:02:34Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244188787,56,Right,5244188791,141,18.8,5244188795,213,3.65,5244204239,156,,5244188789,140,65.3,5244188793,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368583,116,4,1,10,26,dbl7ir1qugqz8nvp1vzn8im50,1,33.0,88.0,2024-09-27T17:11:21.277Z,2024-09-27T17:11:29Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244189321,233,101,5244189281,285,,5244189279,265,,5244189275,56,Back,5244189273,13,,5244189277,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368547,101,4,1,10,26,b8oqgvx1ijeyn6y1cn6929ix4,0,67.0,12.0,2024-09-27T17:11:21.278Z,2024-09-27T17:11:30Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5244189109,56,Right,5244189113,265,,5244189353,233,116,5244189111,152,,5244189107,13,,5244189351,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368765,117,1,1,10,44,dbl7ir1qugqz8nvp1vzn8im50,1,30.6,82.4,2024-09-27T17:11:38.895Z,2024-09-27T17:11:40Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244190229,189,,5244190205,141,58.1,5244190201,56,Back,5244190209,213,4.86,5244190199,152,,5244190203,140,32.9,5244190197,5,,5244190207,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368781,118,1,1,10,45,dbl7ir1qugqz8nvp1vzn8im50,1,32.9,58.1,2024-09-27T17:11:40.223Z,2024-09-27T17:11:41Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5244190279,212,17.1,5244190275,140,26.8,5244190281,213,4.33,5244190293,189,,5244190273,56,Back,5244190277,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368811,119,1,1,10,47,dbl7ir1qugqz8nvp1vzn8im50,1,26.8,34.8,2024-09-27T17:11:41.703Z,2024-09-27T17:11:44Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5244190481,212,19.8,5244190485,213,5.25,5244190469,56,Back,5244190473,140,36.5,5244190477,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368869,120,1,1,10,50,dbl7ir1qugqz8nvp1vzn8im50,1,48.4,12.9,2024-09-27T17:11:44.623Z,2024-09-27T17:11:50Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5244190801,212,15.1,5244190797,140,36.6,5244190803,213,2.54,5244190795,56,Back,5244190799,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368887,121,1,1,10,55,dbl7ir1qugqz8nvp1vzn8im50,1,46.6,31.8,2024-09-27T17:11:49.895Z,2024-09-27T17:11:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5244190893,213,5.49,5244190885,56,Right,5244190889,141,12.2,5244190891,212,18.8,5244190887,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368947,122,1,1,10,56,dbl7ir1qugqz8nvp1vzn8im50,1,59.3,12.0,2024-09-27T17:11:51.511Z,2024-09-27T17:11:55Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5244191161,56,Center,5244191175,213,1.94,5244191171,141,27.7,5244191173,212,11.4,5244191167,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726368993,123,1,1,11,0,dbl7ir1qugqz8nvp1vzn8im50,1,54.9,44.5,2024-09-27T17:11:55.367Z,2024-09-27T17:11:59Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5244191389,56,Back,5244191397,213,2.06,5244191393,141,65.1,5244191391,140,47.8,5244191395,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369019,124,1,1,11,4,dbl7ir1qugqz8nvp1vzn8im50,1,47.2,56.6,2024-09-27T17:11:59.279Z,2024-09-27T17:12:04Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244191563,141,31.9,5244191567,213,4.42,5244191561,140,42.4,5244191559,56,Back,5244191565,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369047,125,1,1,11,9,dbl7ir1qugqz8nvp1vzn8im50,1,47.7,32.2,2024-09-27T17:12:03.935Z,2024-09-27T17:12:07Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5244191753,141,11.4,5244191757,213,5.44,5244191749,56,Right,5244191751,140,59.6,5244191755,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369091,126,1,1,11,12,dbl7ir1qugqz8nvp1vzn8im50,1,60.7,12.3,2024-09-27T17:12:06.926Z,2024-09-27T17:12:09Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5244191993,213,1.12,5244191989,141,35.8,5244191985,56,Center,5244191991,212,17.8,5244191987,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369149,102,4,1,11,20,b8oqgvx1ijeyn6y1cn6929ix4,1,36.7,71.4,2024-09-27T17:12:15.431Z,2024-09-27T17:12:19Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244192351,265,,5244192347,56,Back,5244192369,233,127,5244192345,13,,5244192349,152,,5244192353,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369145,127,4,1,11,20,dbl7ir1qugqz8nvp1vzn8im50,0,63.3,28.6,2024-09-27T17:12:15.432Z,2024-09-27T17:12:20Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5244192303,152,,5244192307,285,,5244192421,233,102,5244192305,265,,5244192301,56,Center,5244192299,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369461,103,1,1,11,42,b8oqgvx1ijeyn6y1cn6929ix4,0,39.4,74.2,2024-09-27T17:12:37.261Z,2024-09-27T17:12:40Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5244193903,56,Right,5244193911,213,5.44,5244193907,141,16.5,5244193905,140,72.6,5244193909,212,52.5,5244193901,152,,5244193913,1,,5244193899,155,,5244193897,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369503,128,1,1,11,45,dbl7ir1qugqz8nvp1vzn8im50,1,22.7,73.3,2024-09-27T17:12:40.527Z,2024-09-27T17:12:46Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5244194133,56,Back,5244194137,141,86.9,5244194141,213,0.64,5244194139,212,15.5,5244194135,140,34.5,5244194131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369547,129,61,1,11,56,dbl7ir1qugqz8nvp1vzn8im50,0,35.2,94.5,2024-09-27T17:12:50.927Z,2024-09-27T17:12:51Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5244194335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369549,104,43,1,11,56,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-09-27T17:12:50.937Z,2024-09-27T17:12:56Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244194553,144,4,5244194371,152,0,5244194375,286,0,5244194369,56,Right,5244194367,13,0,5244194373,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369647,105,5,1,11,59,b8oqgvx1ijeyn6y1cn6929ix4,1,67.5,-2.0,2024-09-27T17:12:54.413Z,2024-09-27T19:19:47Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244194859,347,,5244194857,56,Right,5244194877,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369579,130,5,1,11,59,dbl7ir1qugqz8nvp1vzn8im50,0,32.5,102.0,2024-09-27T17:12:54.413Z,2024-09-27T19:19:47Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5244194521,347,,5244194519,56,Back,5244194901,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369671,106,1,1,12,7,b8oqgvx1ijeyn6y1cn6929ix4,1,68.5,0.0,2024-09-27T17:13:01.765Z,2024-09-27T17:13:03Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5244194975,213,1.98,5244194971,141,26.7,5244194965,107,,5244194969,140,60.6,5244194973,212,20.8,5244194967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369701,107,1,1,12,9,b8oqgvx1ijeyn6y1cn6929ix4,1,60.6,26.7,2024-09-27T17:13:03.686Z,2024-09-27T17:13:06Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5244195107,212,20.0,5244195103,140,44.5,5244195101,56,Back,5244195109,213,3.70,5244195105,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369743,108,1,1,12,11,b8oqgvx1ijeyn6y1cn6929ix4,1,46.0,10.9,2024-09-27T17:13:06.366Z,2024-09-27T17:13:09Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5244195373,141,20.4,5244195367,155,,5244195377,213,0.23,5244195375,212,28.9,5244195371,140,72.8,5244195369,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369749,109,50,1,12,15,b8oqgvx1ijeyn6y1cn6929ix4,1,76.4,16.2,2024-09-27T17:13:09.773Z,2024-09-27T17:13:15Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5244195411,286,,5244195501,233,131,5244195409,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726369759,131,7,1,12,15,dbl7ir1qugqz8nvp1vzn8im50,1,23.6,83.8,2024-09-27T17:13:09.774Z,2024-09-27T17:13:14Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5244195465,56,Back,5244195467,285,,5244195463,167,,5244195495,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
