id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2719386731,210,1,1,18,42,8gxd9ry2580pu1b1dd5ny9ymy,0,89.8,12.8,2024-09-13T17:20:56.244Z,2024-09-13T17:20:57Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206005673,2,,5206005685,213,1.43,5206005679,140,92.2,5206005675,155,,5206005677,56,Center,5206005681,141,39.2,5206005683,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386757,161,12,1,18,43,bd4qakf7j0wwie8wke9km7uj8,1,8.0,67.7,2024-09-13T17:20:57.577Z,2024-09-13T17:45:40Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5206007807,141,56.4,5206007809,212,11.2,5206007805,140,15.8,5206007811,213,5.53,5206007801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386761,211,1,1,18,44,8gxd9ry2580pu1b1dd5ny9ymy,1,85.7,51.5,2024-09-13T17:20:58.308Z,2024-09-13T17:46:04Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,1.0,,5206066935,210,15,5206005843,213,3.62,5206005841,212,8.5,5206066937,154,,5206005835,56,Center,5206005839,141,45.8,5206005837,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386763,212,15,1,18,45,8gxd9ry2580pu1b1dd5ny9ymy,1,78.5,45.8,2024-09-13T17:20:58.996Z,2024-09-13T17:46:05Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5206067007,233,162,5206066645,82,,5206066969,231,49.5,5206066965,147,46.4,5206005853,22,,5206066967,230,98.2,5206066961,328,,5206066953,55,211,5206066945,72,,5206066949,29,5206066947,78,5206066959,103,5206066957,102,5206066963,146,82.8,5206005855,18,5206066951,154,,,48.8,,19,5206005857,56,Center,,,,,,
2719386759,162,10,1,18,45,bd4qakf7j0wwie8wke9km7uj8,1,17.2,53.6,2024-09-13T17:20:59.096Z,2024-09-13T17:46:05Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5206016631,56,Back,5206016629,94,,5206067023,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386767,213,61,1,18,47,8gxd9ry2580pu1b1dd5ny9ymy,1,78.5,45.8,2024-09-13T17:21:01.605Z,2024-09-13T17:23:55Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5206005877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386787,214,1,1,18,50,8gxd9ry2580pu1b1dd5ny9ymy,1,77.6,56.1,2024-09-13T17:21:03.989Z,2024-09-13T17:24:43Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5206005993,140,75.1,5206005969,56,Center,5206005995,141,64.5,5206005999,213,2.00,5206005997,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386807,215,1,1,18,51,8gxd9ry2580pu1b1dd5ny9ymy,1,73.2,76.3,2024-09-13T17:21:05.860Z,2024-09-13T17:24:46Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5206006111,140,65.5,5206006113,141,62.1,5206006115,212,12.6,5206006117,213,4.02,5206006109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386837,216,1,1,18,53,8gxd9ry2580pu1b1dd5ny9ymy,1,62.2,62.4,2024-09-13T17:21:07.573Z,2024-09-13T17:21:09Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5206006239,212,17.1,5206006235,140,78.5,5206006237,141,61.5,5206006241,213,6.25,5206006233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386839,217,1,1,18,55,8gxd9ry2580pu1b1dd5ny9ymy,1,75.6,56.9,2024-09-13T17:21:09.820Z,2024-09-13T17:21:10Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5206006291,141,51.6,5206006293,212,6.9,5206006287,56,Center,5206006295,213,3.69,5206006289,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386853,218,1,1,18,56,8gxd9ry2580pu1b1dd5ny9ymy,1,69.0,51.0,2024-09-13T17:21:10.653Z,2024-09-13T17:21:12Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5206006393,141,37.6,5206006391,140,68.6,5206006389,56,Center,5206006397,213,4.67,5206006395,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386873,219,1,1,18,58,8gxd9ry2580pu1b1dd5ny9ymy,1,67.9,29.1,2024-09-13T17:21:12.749Z,2024-09-13T17:21:16Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5206006501,213,5.03,5206006487,56,Right,5206006489,140,72.2,5206006497,212,14.3,5206006493,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386887,220,1,1,19,2,8gxd9ry2580pu1b1dd5ny9ymy,0,81.2,7.0,2024-09-13T17:21:16.148Z,2024-09-13T17:21:18Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206006565,2,,5206006569,56,Center,5206006567,155,,5206006577,213,1.16,5206006575,212,30.0,5206006573,141,47.5,5206006571,140,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386889,163,12,1,19,4,bd4qakf7j0wwie8wke9km7uj8,1,6.9,54.6,2024-09-13T17:21:18.096Z,2024-09-13T17:21:25Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5206006597,212,27.5,5206006595,141,88.5,5206006599,213,0.99,5206006593,140,21.2,5206006615,15,,5206006591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386921,221,3,1,19,9,8gxd9ry2580pu1b1dd5ny9ymy,0,75.4,7.8,2024-09-13T17:21:23.196Z,2024-09-13T17:21:32Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206006895,233,164,5206006755,286,,5206006753,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386955,164,7,1,19,9,bd4qakf7j0wwie8wke9km7uj8,0,24.6,92.2,2024-09-13T17:21:23.197Z,2024-09-13T17:21:30Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206006885,233,221,5206006879,56,Back,5206006881,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386961,222,1,1,19,10,8gxd9ry2580pu1b1dd5ny9ymy,1,73.8,7.4,2024-09-13T17:21:24.677Z,2024-09-13T17:21:28Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206006923,141,14.0,5206006921,140,68.1,5206006927,213,2.50,5206006919,56,Right,5206006925,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386967,223,4,1,19,14,8gxd9ry2580pu1b1dd5ny9ymy,1,70.4,12.0,2024-09-13T17:21:28.693Z,2024-09-13T19:02:34Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5206006961,56,Right,5206006963,152,,5206006959,13,,5206006965,265,,5206006967,286,,5206007021,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719386973,165,4,1,19,14,bd4qakf7j0wwie8wke9km7uj8,0,29.6,88.0,2024-09-13T17:21:28.694Z,2024-09-13T19:02:34Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206007013,285,,5206007011,265,,5206007009,152,,5206007005,13,,5206007007,56,Back,5206007029,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387155,224,1,1,19,53,8gxd9ry2580pu1b1dd5ny9ymy,0,72.7,9.5,2024-09-13T17:22:07.229Z,2024-09-13T17:22:08Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206008005,140,85.8,5206007995,2,,5206007999,155,,5206008009,212,26.3,5206008007,141,42.5,5206007997,5,,5206008003,56,Center,5206008001,152,,5206008011,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387195,166,12,1,19,55,bd4qakf7j0wwie8wke9km7uj8,1,14.2,68.6,2024-09-13T17:22:09.009Z,2024-09-13T19:23:50Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206008229,212,22.3,5206008225,140,15.8,5206008227,141,35.9,5206008223,56,Back,5206008241,15,,5206008231,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387217,225,1,1,19,56,8gxd9ry2580pu1b1dd5ny9ymy,1,86.5,69.1,2024-09-13T17:22:10.685Z,2024-09-13T17:22:14Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206008335,212,10.0,5206008329,56,Center,5206008327,3,,5206008337,213,3.00,5206008331,140,77.1,5206008333,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387237,226,1,1,20,0,8gxd9ry2580pu1b1dd5ny9ymy,1,73.1,70.9,2024-09-13T17:22:14.669Z,2024-09-13T17:22:37Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5206008427,212,20.4,5206008429,213,6.14,5206008419,155,,5206008425,141,66.6,5206008421,56,Center,5206008423,140,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387253,227,2,1,20,2,8gxd9ry2580pu1b1dd5ny9ymy,1,90.3,65.4,2024-09-13T17:22:16.549Z,2024-09-13T19:16:17Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5206009213,7,a30gduuv9d1s4pkthgu2jhyol,5206008531,141,46.7,5206008529,140,92.9,5206008527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387269,167,43,1,20,5,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-09-13T17:22:19.191Z,2024-09-13T17:47:57Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5206071761,144,61,5206008589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387491,169,1,1,20,35,bd4qakf7j0wwie8wke9km7uj8,1,9.7,45.5,2024-09-13T17:22:48.922Z,2024-09-13T17:22:54Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5206009857,213,6.07,5206009855,212,58.6,5206009859,1,,5206009853,141,26.9,5206009851,140,64.2,5206009847,241,,5206009845,157,,5206009849,56,Center,5206009843,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387495,170,44,1,20,39,bd4qakf7j0wwie8wke9km7uj8,1,60.4,31.8,2024-09-13T17:22:53.412Z,2024-09-13T17:22:59Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5206009879,233,228,5206009875,56,Center,5206009877,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387487,228,44,1,20,39,8gxd9ry2580pu1b1dd5ny9ymy,0,39.6,68.2,2024-09-13T17:22:53.413Z,2024-09-13T17:27:05Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5206009821,285,,5206009909,233,170,5206009819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387531,171,1,1,20,40,bd4qakf7j0wwie8wke9km7uj8,1,62.1,26.5,2024-09-13T17:22:54.306Z,2024-09-13T17:22:59Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5206010043,213,1.05,5206010033,168,,5206010041,212,15.5,5206010031,3,,5206010037,140,69.4,5206010035,56,Center,5206010039,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387539,172,50,1,20,41,bd4qakf7j0wwie8wke9km7uj8,1,68.2,48.0,2024-09-13T17:22:55.263Z,2024-09-13T19:02:55Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206074141,286,,5206010059,56,Center,5206074163,233,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719389301,269,7,1,20,41,8gxd9ry2580pu1b1dd5ny9ymy,0,31.8,52.0,2024-09-13T17:22:55.264Z,2024-09-13T19:02:54Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206019933,285,,5206019931,56,Back,5206074149,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387541,173,1,1,20,43,bd4qakf7j0wwie8wke9km7uj8,0,63.7,41.5,2024-09-13T17:22:57.498Z,2024-09-13T19:23:48Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5206010075,141,65.6,5206010079,213,0.83,5206010077,212,22.2,5206010071,56,Center,5206010073,140,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387559,230,1,1,20,46,8gxd9ry2580pu1b1dd5ny9ymy,1,29.5,23.3,2024-09-13T17:23:00.605Z,2024-09-13T19:24:44Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206010163,140,39.7,5206010161,56,Back,5206010169,213,0.62,5206010165,141,34.6,5206010167,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387585,231,1,1,20,49,8gxd9ry2580pu1b1dd5ny9ymy,0,43.2,27.7,2024-09-13T17:23:03.413Z,2024-09-13T17:50:03Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5206010311,56,Right,5206010313,140,63.3,5206010317,212,23.0,5206010315,141,14.1,5206010319,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719400001,413,61,1,20,50,bd4qakf7j0wwie8wke9km7uj8,1,55.7,74.0,2024-09-13T17:23:03.919Z,2024-09-13T17:50:06Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206076581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387587,232,1,1,20,52,8gxd9ry2580pu1b1dd5ny9ymy,0,66.0,12.6,2024-09-13T17:23:06.397Z,2024-09-13T19:23:47Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5206010333,213,2.20,5206010331,212,9.8,5206010329,141,24.3,5206010325,56,Center,5206010327,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387615,175,1,1,20,54,bd4qakf7j0wwie8wke9km7uj8,1,39.5,83.6,2024-09-13T17:23:08.538Z,2024-09-13T19:23:45Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206010495,56,Back,5206010503,213,3.54,5206010501,212,15.2,5206010499,141,75.0,5206010497,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387633,177,1,1,20,57,bd4qakf7j0wwie8wke9km7uj8,1,28.5,77.9,2024-09-13T17:23:11.362Z,2024-09-13T17:23:12Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5206010575,141,58.7,5206010579,213,3.77,5206010577,212,22.2,5206010571,56,Back,5206010573,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387673,178,1,1,20,59,bd4qakf7j0wwie8wke9km7uj8,1,12.1,58.1,2024-09-13T17:23:13.786Z,2024-09-13T17:23:15Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5206010745,56,Back,5206010749,141,7.3,5206010747,140,35.4,5206010743,155,,5206010755,1,,5206010753,213,5.33,5206010751,212,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387697,179,1,1,21,1,bd4qakf7j0wwie8wke9km7uj8,1,35.4,7.3,2024-09-13T17:23:15.082Z,2024-09-13T17:23:18Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206010903,212,14.4,5206010901,141,28.4,5206010905,213,1.60,5206010899,140,35.0,5206010895,3,,5206010897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387703,180,1,1,21,4,bd4qakf7j0wwie8wke9km7uj8,1,34.6,28.3,2024-09-13T17:23:17.938Z,2024-09-13T17:23:19Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5206010947,212,10.6,5206010945,141,27.1,5206010949,213,3.22,5206010941,56,Back,5206010943,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387713,181,1,1,21,5,bd4qakf7j0wwie8wke9km7uj8,1,23.3,23.0,2024-09-13T17:23:19.298Z,2024-09-13T17:23:21Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5206011003,140,25.5,5206011001,56,Back,5206011007,212,12.5,5206011009,213,4.90,5206011005,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387745,182,1,1,21,8,bd4qakf7j0wwie8wke9km7uj8,1,28.5,6.4,2024-09-13T17:23:22.458Z,2024-09-13T17:23:26Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206011139,141,14.8,5206011135,56,Back,5206011137,140,41.0,5206011143,213,0.41,5206011141,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387747,183,4,1,21,11,bd4qakf7j0wwie8wke9km7uj8,1,40.9,16.6,2024-09-13T17:23:25.850Z,2024-09-13T17:50:14Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206011165,13,,5206011169,152,,5206011167,56,Back,5206077053,295,,5206011173,286,,5206011247,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387749,233,4,1,21,11,8gxd9ry2580pu1b1dd5ny9ymy,0,59.1,83.4,2024-09-13T17:23:25.851Z,2024-09-13T17:50:14Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5206011209,13,,5206011267,233,183,5206011217,285,,5206011215,152,,5206011211,295,,5206011213,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387861,184,1,1,21,26,bd4qakf7j0wwie8wke9km7uj8,1,39.9,24.1,2024-09-13T17:23:40.675Z,2024-09-13T17:23:43Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5206011731,140,43.5,5206011733,141,7.4,5206011725,5,,5206011729,56,Back,5206011735,212,12.0,5206011727,152,,5206011737,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387871,185,1,1,21,29,bd4qakf7j0wwie8wke9km7uj8,1,44.8,13.3,2024-09-13T17:23:43.074Z,2024-09-13T17:23:45Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206011817,212,17.0,5206011815,141,26.0,5206011819,213,0.53,5206011811,56,Center,5206011813,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387881,186,1,1,21,31,bd4qakf7j0wwie8wke9km7uj8,1,58.8,26.0,2024-09-13T17:23:44.970Z,2024-09-13T17:23:48Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5206011881,56,Right,5206011883,140,56.8,5206011885,141,18.7,5206011889,213,4.31,5206011887,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387911,187,1,1,21,34,bd4qakf7j0wwie8wke9km7uj8,1,46.5,23.6,2024-09-13T17:23:48.451Z,2024-09-13T17:23:54Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5206012031,141,41.9,5206012033,212,32.3,5206012027,56,Back,5206012037,1,,5206012029,140,18.1,5206012035,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387945,188,1,1,21,40,bd4qakf7j0wwie8wke9km7uj8,0,22.0,48.5,2024-09-13T17:23:54.179Z,2024-09-13T17:24:00Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5206012235,213,0.74,5206012229,140,59.3,5206012225,157,,5206012237,1,,5206012227,56,Left,5206012233,212,53.0,5206012231,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387947,189,5,1,21,46,bd4qakf7j0wwie8wke9km7uj8,0,58.2,101.3,2024-09-13T17:24:00.045Z,2024-09-13T19:10:23Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5206012239,56,Left,5206012241,347,,5206012591,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387999,235,5,1,21,46,8gxd9ry2580pu1b1dd5ny9ymy,1,41.8,-1.3,2024-09-13T17:24:00.045Z,2024-09-13T19:10:23Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206012533,56,Back,5206012557,233,189,5206012535,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719387975,234,43,1,21,47,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-09-13T17:24:01.366Z,2024-09-13T17:24:06Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206012363,56,Back,5206012481,144,44,5206012365,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388017,236,1,1,21,53,8gxd9ry2580pu1b1dd5ny9ymy,1,41.8,0.0,2024-09-13T17:24:07.470Z,2024-09-13T17:24:09Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206012637,141,11.3,5206012635,140,58.8,5206012639,212,19.9,5206012633,56,Right,5206012641,213,0.46,5206012631,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388031,237,1,1,21,55,8gxd9ry2580pu1b1dd5ny9ymy,0,61.0,11.3,2024-09-13T17:24:09.285Z,2024-09-13T17:24:10Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5206012693,141,6.2,5206012691,140,52.7,5206012689,56,Right,5206012697,213,3.52,5206012695,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388047,190,8,1,21,58,bd4qakf7j0wwie8wke9km7uj8,1,43.6,95.3,2024-09-13T17:24:12.483Z,2024-09-13T17:24:12Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206012789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388057,191,5,1,21,59,bd4qakf7j0wwie8wke9km7uj8,0,57.8,101.8,2024-09-13T17:24:13.254Z,2024-09-13T19:10:23Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206012845,347,,5206012947,233,238,5206012843,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388071,238,5,1,21,59,8gxd9ry2580pu1b1dd5ny9ymy,1,42.2,-1.8,2024-09-13T17:24:13.254Z,2024-09-13T17:50:19Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5206012943,233,191,5206012925,56,Back,5206012927,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388079,239,1,1,22,2,8gxd9ry2580pu1b1dd5ny9ymy,1,31.1,0.0,2024-09-13T17:24:16.309Z,2024-09-13T17:24:18Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206012965,56,Back,5206012969,141,7.0,5206012967,140,43.6,5206012963,107,,5206012971,212,14.5,5206012973,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388091,240,1,1,22,3,8gxd9ry2580pu1b1dd5ny9ymy,0,39.3,7.6,2024-09-13T17:24:17.453Z,2024-09-13T17:24:19Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5206013023,140,38.1,5206013021,56,Back,5206013029,213,1.63,5206013025,141,38.2,5206013027,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388111,193,1,1,22,5,bd4qakf7j0wwie8wke9km7uj8,1,68.7,62.4,2024-09-13T17:24:19.387Z,2024-09-13T17:24:21Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206013137,213,0.25,5206013129,56,Center,5206013135,212,9.4,5206013133,141,65.9,5206013131,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388133,194,1,1,22,7,bd4qakf7j0wwie8wke9km7uj8,1,78.0,61.8,2024-09-13T17:24:21.667Z,2024-09-13T17:24:43Z,d106tu53y5q02yu36iojbou8k,A. Jensen,1.0,,5206013261,213,0.13,5206013253,56,Center,5206013255,140,87.9,5206013879,210,14,5206013259,212,10.5,5206013881,154,,5206013257,141,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388137,195,14,1,22,9,bd4qakf7j0wwie8wke9km7uj8,1,84.6,61.3,2024-09-13T17:24:23.779Z,2024-09-13T19:39:57Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5206013893,102,46.0,5206013275,56,Center,5206013271,22,,5206605887,74,,5206605889,328,,5206605885,17,,5206013899,230,98.1,5206013895,103,39.2,5206013897,214,,5206013901,231,5206013673,72,5206013887,154,5206013889,55,5206013885,29,,,,,,,51.6,194,,,,,,,,,,,
2719388169,241,12,1,22,12,8gxd9ry2580pu1b1dd5ny9ymy,1,8.0,56.0,2024-09-13T17:24:26.358Z,2024-09-13T17:24:29Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5206013441,212,31.3,5206013443,213,1.43,5206013437,140,12.2,5206013435,56,Back,5206013439,141,100.0,5206013469,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719388213,196,5,1,22,14,bd4qakf7j0wwie8wke9km7uj8,1,86.4,-1.6,2024-09-13T17:24:28.791Z,2024-09-13T19:10:24Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5206013693,233,242,5206013667,347,,5206013665,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
