id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2802146825,115,1,1,10,35,bd4qakf7j0wwie8wke9km7uj8,0,85.0,12.9,2025-04-17T12:11:33.515Z,2025-04-18T16:54:17Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5659891379,224,,5657659083,212,3.4,5657659079,140,87.6,5657659081,141,15.8,5659891453,20,,5657659073,2,,5657659075,155,,5657659125,236,,5657659085,213,5657659131,286,,0.63,5657659127,233,5657659077,56,Right,,,,103,,,,,,,,,,,,,,,,,
2802146833,103,12,1,10,35,8cfkisxf1fkxdqtt6tx1tup48,1,13.1,85.9,2025-04-17T12:11:33.615Z,2025-04-17T12:11:37Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5657659117,185,,5657659137,233,115,5657659119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146839,116,1,1,10,39,bd4qakf7j0wwie8wke9km7uj8,0,73.6,15.2,2025-04-17T12:11:38.043Z,2025-04-17T12:11:41Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5657659245,286,,5657659185,213,6.20,5657659239,236,,5657659179,140,78.0,5657659183,212,4.6,5657659241,233,104,5657659177,56,Right,5657659181,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146845,104,74,1,10,39,8cfkisxf1fkxdqtt6tx1tup48,1,20.6,85.6,2025-04-17T12:11:38.044Z,2025-04-17T13:12:06Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657659247,233,116,5657659237,285,,5657659235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146851,105,5,1,10,43,8cfkisxf1fkxdqtt6tx1tup48,0,28.9,101.5,2025-04-17T12:11:41.323Z,2025-04-18T16:54:45Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657659367,233,117,5657659281,56,Back,5657659283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146863,117,5,1,10,43,bd4qakf7j0wwie8wke9km7uj8,1,71.1,-1.5,2025-04-17T12:11:41.323Z,2025-04-18T16:54:46Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5657659359,233,105,5657659355,347,,5657659353,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146873,118,1,1,10,53,bd4qakf7j0wwie8wke9km7uj8,1,65.7,0.0,2025-04-17T12:11:51.642Z,2025-04-17T12:11:54Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5657659419,107,,5657659423,140,56.3,5657659427,212,26.0,5657659429,213,1.96,5657659431,1,,5657659421,56,Center,5657659425,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146881,119,1,1,10,56,bd4qakf7j0wwie8wke9km7uj8,1,56.2,34.2,2025-04-17T12:11:54.779Z,2025-04-17T12:11:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5657659477,212,9.5,5657659473,140,56.1,5657659471,56,Center,5657659479,213,1.58,5657659475,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146903,120,1,1,10,59,bd4qakf7j0wwie8wke9km7uj8,0,63.5,54.9,2025-04-17T12:11:57.955Z,2025-04-17T12:12:08Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5657659633,141,7.7,5657659637,213,5.28,5657659627,56,Right,5657659639,1,,5657659631,140,83.2,5657659635,212,38.2,5657659625,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146899,106,1,1,11,5,8cfkisxf1fkxdqtt6tx1tup48,0,19.6,89.6,2025-04-17T12:12:03.458Z,2025-04-17T12:12:03Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657659595,56,Back,5657659605,1,,5657659599,141,90.3,5657659603,213,0.22,5657659593,157,,5657659601,212,2.2,5657659597,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146909,121,61,1,11,6,bd4qakf7j0wwie8wke9km7uj8,1,82.5,7.4,2025-04-17T12:12:04.444Z,2025-04-17T13:56:13Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5657659655,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146939,107,5,1,11,6,8cfkisxf1fkxdqtt6tx1tup48,1,19.8,101.8,2025-04-17T12:12:05.058Z,2025-04-17T14:03:40Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657659957,347,,5657659977,233,122,5657659955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146913,122,5,1,11,6,bd4qakf7j0wwie8wke9km7uj8,0,80.2,-1.8,2025-04-17T12:12:05.058Z,2025-04-17T13:56:16Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5657659687,56,Right,5657659997,233,107,5657659689,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146949,108,1,1,11,19,8cfkisxf1fkxdqtt6tx1tup48,1,16.5,100.0,2025-04-17T12:12:17.353Z,2025-04-17T12:12:19Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657660035,140,25.3,5657660039,212,13.2,5657660031,107,,5657660041,213,5.49,5657660033,56,Back,5657660037,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146953,109,1,1,11,20,8cfkisxf1fkxdqtt6tx1tup48,1,24.4,88.4,2025-04-17T12:12:18.753Z,2025-04-17T12:12:20Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5657660047,56,Back,5657660053,212,12.8,5657660057,213,2.90,5657660073,156,,5657660049,140,12.6,5657660051,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146957,110,1,1,11,21,8cfkisxf1fkxdqtt6tx1tup48,0,12.7,93.0,2025-04-17T12:12:20.065Z,2025-04-17T12:12:20Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657660079,141,76.7,5657660083,213,4.33,5657660075,56,Back,5657660077,140,8.4,5657660081,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146967,123,61,1,11,22,bd4qakf7j0wwie8wke9km7uj8,1,88.1,18.6,2025-04-17T12:12:20.970Z,2025-04-17T12:12:21Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657660131,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802146985,111,1,1,11,24,8cfkisxf1fkxdqtt6tx1tup48,1,26.0,89.0,2025-04-17T12:12:22.361Z,2025-04-17T12:12:26Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5657660225,140,27.6,5657660227,141,16.1,5657660223,56,Back,5657660219,155,,5657660233,1,,5657660221,196,,5657660231,213,4.75,5657660229,212,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147011,112,1,1,11,28,8cfkisxf1fkxdqtt6tx1tup48,1,27.7,16.5,2025-04-17T12:12:26.113Z,2025-04-17T12:12:32Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5657660415,141,34.6,5657660417,212,18.4,5657660413,140,40.7,5657660411,56,Back,5657660419,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147025,113,1,1,11,34,8cfkisxf1fkxdqtt6tx1tup48,1,43.6,32.8,2025-04-17T12:12:32.201Z,2025-04-17T12:12:34Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5657660481,56,Back,5657660489,213,2.21,5657660487,212,18.7,5657660483,140,32.9,5657660485,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147039,114,1,1,11,36,8cfkisxf1fkxdqtt6tx1tup48,1,33.7,55.4,2025-04-17T12:12:34.777Z,2025-04-17T12:12:37Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5657660561,140,42.3,5657660567,213,0.81,5657660563,141,69.3,5657660565,212,13.1,5657660559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147055,115,1,1,11,39,8cfkisxf1fkxdqtt6tx1tup48,1,44.3,68.7,2025-04-17T12:12:37.161Z,2025-04-17T12:12:39Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5657660659,56,Back,5657660665,212,17.0,5657660663,141,92.9,5657660667,213,1.33,5657660661,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147061,116,1,1,11,41,8cfkisxf1fkxdqtt6tx1tup48,1,45.8,91.2,2025-04-17T12:12:39.529Z,2025-04-17T12:12:41Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657660703,212,12.8,5657660699,140,54.6,5657660705,213,5.52,5657660697,56,Center,5657660701,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147095,117,61,1,11,42,8cfkisxf1fkxdqtt6tx1tup48,1,56.8,79.1,2025-04-17T12:12:41.009Z,2025-04-17T15:18:50Z,11ngumxajbizagbzpm5kompxx,M. Chacón,1.0,,5657660871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147099,118,13,1,11,48,8cfkisxf1fkxdqtt6tx1tup48,1,74.9,57.3,2025-04-17T12:12:46.265Z,2025-04-18T16:58:59Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5657661137,29,,5657660903,56,Center,5657660989,20,,5657661145,103,5.6,5657660901,18,,5657661147,215,,5657661151,231,50.4,5657660899,22,,5657661139,55,5657661143,102,40.7,117,5657873643,75,5657661149,230,98.2,,,,,,,,,,,,,,,,,,,,,
2802147105,119,5,1,11,50,8cfkisxf1fkxdqtt6tx1tup48,0,100.4,38.8,2025-04-17T12:12:48.515Z,2025-04-18T16:59:00Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5657660925,56,Center,5657661465,233,124,5657660927,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147207,124,5,1,11,50,bd4qakf7j0wwie8wke9km7uj8,1,-0.4,61.2,2025-04-17T12:12:48.515Z,2025-04-18T16:59:02Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5657661455,233,119,5657661449,56,Back,5657661451,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147221,125,1,1,12,12,bd4qakf7j0wwie8wke9km7uj8,1,4.2,42.1,2025-04-17T12:13:10.554Z,2025-04-17T12:13:14Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5657661547,140,22.9,5657661553,213,5.40,5657661543,124,,5657661557,237,,5657661545,56,Back,5657661549,141,7.1,5657661551,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147235,126,1,1,12,15,bd4qakf7j0wwie8wke9km7uj8,1,22.9,7.1,2025-04-17T12:13:13.882Z,2025-04-17T12:13:17Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5657661625,56,Back,5657661629,141,28.2,5657661631,212,16.6,5657661633,213,2.09,5657661627,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147243,127,1,1,12,18,bd4qakf7j0wwie8wke9km7uj8,1,14.7,21.5,2025-04-17T12:13:17.010Z,2025-04-17T12:13:19Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5657661703,140,22.4,5657661707,141,5.0,5657661709,212,13.8,5657661701,56,Back,5657661711,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147263,128,1,1,12,21,bd4qakf7j0wwie8wke9km7uj8,1,22.9,3.5,2025-04-17T12:13:19.506Z,2025-04-17T12:13:23Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5657661843,212,15.2,5657661837,56,Back,5657661839,140,37.3,5657661845,213,0.12,5657661841,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147265,129,4,1,12,25,bd4qakf7j0wwie8wke9km7uj8,1,37.3,7.2,2025-04-17T12:13:23.178Z,2025-04-17T13:11:39Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5657662019,233,120,5657661869,265,,5657661867,152,,5657661871,286,,5657661863,13,,5657661865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147289,120,4,1,12,25,8cfkisxf1fkxdqtt6tx1tup48,0,62.7,92.8,2025-04-17T12:13:23.179Z,2025-04-17T13:11:40Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5657662001,13,,5657662033,233,129,5657662005,152,,5657662009,285,,5657662007,265,,5657662003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147323,130,1,1,12,36,bd4qakf7j0wwie8wke9km7uj8,1,33.4,7.7,2025-04-17T12:13:34.745Z,2025-04-17T12:13:38Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5657662177,212,20.2,5657662173,140,29.0,5657662169,152,,5657662167,5,,5657662171,56,Back,5657662179,213,1.80,5657662183,189,,5657662175,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147337,131,1,1,12,41,bd4qakf7j0wwie8wke9km7uj8,1,34.6,41.6,2025-04-17T12:13:39.883Z,2025-04-17T12:13:46Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5657662335,213,1.91,5657662337,1,,5657662327,56,Back,5657662333,212,37.8,5657662331,141,93.9,5657662329,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147367,132,1,1,12,47,bd4qakf7j0wwie8wke9km7uj8,1,20.7,92.4,2025-04-17T12:13:45.754Z,2025-04-17T12:13:53Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5657662521,212,21.3,5657662517,140,8.2,5657662515,56,Back,5657662523,213,4.05,5657662519,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147375,133,1,1,12,54,bd4qakf7j0wwie8wke9km7uj8,0,10.7,51.9,2025-04-17T12:13:52.946Z,2025-04-18T16:59:49Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5657662577,212,45.4,5657662581,1,,5657662569,155,,5657662573,140,52.9,5657662571,56,Center,5657662579,213,0.22,5657662575,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147383,121,44,1,12,57,8cfkisxf1fkxdqtt6tx1tup48,1,46.6,34.9,2025-04-17T12:13:55.553Z,2025-04-18T18:16:36Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5657662631,233,134,5657662611,285,,5657662609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147379,134,44,1,12,57,bd4qakf7j0wwie8wke9km7uj8,0,53.4,65.1,2025-04-17T12:13:55.554Z,2025-04-18T16:59:50Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657662627,233,121,5657662597,56,Center,5657662599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147399,135,43,1,12,57,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-04-17T12:13:55.683Z,2025-04-18T16:59:48Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657662705,56,Center,5657662709,141,73.6,5659903921,144,1,5657662701,3,0,5657662711,212,19.3,5657662703,168,0,5657662713,213,0.25,5657662707,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147703,127,61,1,12,58,8cfkisxf1fkxdqtt6tx1tup48,1,41.7,28.2,2025-04-17T12:13:56.945Z,2025-04-17T12:15:18Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5657664391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147397,122,61,1,13,0,8cfkisxf1fkxdqtt6tx1tup48,0,26.8,19.2,2025-04-17T12:13:58.807Z,2025-04-17T14:03:44Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5657662697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147423,136,1,1,13,3,bd4qakf7j0wwie8wke9km7uj8,0,84.1,90.8,2025-04-17T12:14:01.602Z,2025-04-17T12:15:05Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5657662827,213,4.07,5657662819,56,Center,5657662823,141,77.5,5657662821,140,77.6,5657662825,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147479,124,1,1,13,9,8cfkisxf1fkxdqtt6tx1tup48,0,40.2,14.1,2025-04-17T12:14:07.607Z,2025-04-17T12:14:10Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5657663105,56,Left,5657663115,1,,5657663107,140,100.0,5657663113,213,0.63,5657663103,196,,5657663111,212,79.2,5657663101,155,,5657663109,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147493,125,5,1,13,12,8cfkisxf1fkxdqtt6tx1tup48,0,101.2,83.2,2025-04-17T12:14:10.785Z,2025-04-17T14:03:41Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5657663193,56,Left,5657663561,233,137,5657663195,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147555,137,5,1,13,12,bd4qakf7j0wwie8wke9km7uj8,1,-1.2,16.8,2025-04-17T12:14:10.785Z,2025-04-17T14:03:41Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5657663553,233,125,5657663523,346,,5657663521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147571,138,1,1,13,31,bd4qakf7j0wwie8wke9km7uj8,1,4.3,55.8,2025-04-17T12:14:29.522Z,2025-04-17T12:14:35Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5657663661,56,Left,5657663669,213,0.42,5657663671,1,,5657663667,212,70.6,5657663663,140,65.6,5657663665,141,98.6,5657663659,124,,5657663675,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147587,139,1,1,13,37,bd4qakf7j0wwie8wke9km7uj8,1,65.6,98.6,2025-04-17T12:14:35.651Z,2025-04-17T12:14:36Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5657663755,212,11.2,5657663749,56,Left,5657663751,140,70.8,5657663757,213,5.22,5657663753,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147605,140,1,1,13,38,bd4qakf7j0wwie8wke9km7uj8,1,70.8,84.2,2025-04-17T12:14:36.721Z,2025-04-18T17:05:58Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657663861,213,4.43,5657663855,140,68.7,5659925683,156,,5657663851,56,Center,5657663859,212,7.8,5657663857,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147601,126,83,1,13,42,8cfkisxf1fkxdqtt6tx1tup48,0,25.4,37.0,2025-04-17T12:14:40.736Z,2025-04-17T12:14:43Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5657663921,399,aejgqvdw1jftxaa538kaa15w4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147613,141,1,1,13,42,bd4qakf7j0wwie8wke9km7uj8,1,70.4,60.6,2025-04-17T12:14:40.906Z,2025-04-17T12:14:43Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5657663907,56,Center,5657663913,212,24.9,5657663911,141,24.1,5657663909,140,68.9,5657663915,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147625,142,1,1,13,46,bd4qakf7j0wwie8wke9km7uj8,0,68.8,24.9,2025-04-17T12:14:44.603Z,2025-04-17T12:14:48Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5657664001,140,100.0,5657664009,1,,5657664007,213,0.84,5657664003,141,81.1,5657664005,212,51.1,5657663999,56,Left,5657663997,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147641,143,5,1,13,49,bd4qakf7j0wwie8wke9km7uj8,0,101.4,61.7,2025-04-17T12:14:47.105Z,2025-04-17T14:03:42Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5657664071,56,Center,5657786029,233,801,5657664073,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802168459,801,5,1,13,49,8cfkisxf1fkxdqtt6tx1tup48,1,-1.4,38.3,2025-04-17T12:14:47.105Z,2025-04-17T13:57:10Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5657786009,346,,5657786011,233,143,5657786007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147827,128,1,1,14,35,8cfkisxf1fkxdqtt6tx1tup48,0,4.9,45.4,2025-04-17T12:15:33.526Z,2025-04-17T13:57:11Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5657665175,141,40.0,5657786101,124,,5657665181,213,6.24,5657665177,212,78.1,5657665173,140,79.2,5657665187,1,,5657665171,56,Center,5657786103,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147823,145,12,1,14,41,bd4qakf7j0wwie8wke9km7uj8,1,18.4,57.8,2025-04-17T12:15:39.490Z,2025-04-17T12:15:46Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5657665155,213,0.83,5657665149,140,24.5,5657665151,141,68.2,5657665147,56,Back,5657665153,212,9.5,5657665193,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802547407,944,83,1,14,45,bd4qakf7j0wwie8wke9km7uj8,1,26.3,67.4,2025-04-17T12:15:43.286Z,2025-04-18T17:07:40Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5659932553,399,d2ukggo2v5jsw4pctznmaijo4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802547321,943,83,1,14,45,bd4qakf7j0wwie8wke9km7uj8,1,26.3,67.4,2025-04-17T12:15:43.386Z,2025-04-18T17:07:43Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5659932141,399,d2ukggo2v5jsw4pctznmaijo4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147833,129,1,1,14,45,8cfkisxf1fkxdqtt6tx1tup48,0,78.5,31.5,2025-04-17T12:15:43.450Z,2025-04-18T17:07:44Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5657665239,56,Center,5657665245,212,3.9,5657665241,140,77.8,5657665243,141,37.1,5657665247,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147847,147,1,1,14,48,bd4qakf7j0wwie8wke9km7uj8,1,25.0,60.8,2025-04-17T12:15:46.538Z,2025-04-17T14:03:48Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5657665299,56,Back,5657665305,212,14.2,5657665297,155,,5657665301,140,36.1,5657665307,213,0.61,5657665303,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147855,148,3,1,14,51,bd4qakf7j0wwie8wke9km7uj8,0,46.7,95.0,2025-04-17T12:15:49.889Z,2025-04-18T18:16:34Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5659934081,465,,5657665377,56,Back,5660255923,233,130,5659933985,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147869,130,7,1,14,51,8cfkisxf1fkxdqtt6tx1tup48,1,53.3,5.0,2025-04-17T12:15:49.890Z,2025-04-18T18:16:34Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5659934233,285,,5659934459,167,,5660255915,233,148,5659934461,385,,5657665429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147871,131,5,1,14,52,8cfkisxf1fkxdqtt6tx1tup48,0,54.4,-1.3,2025-04-17T12:15:50.745Z,2025-04-18T17:08:12Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5657665439,56,Right,5657665441,347,,5657665555,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147893,149,5,1,14,52,bd4qakf7j0wwie8wke9km7uj8,1,45.6,101.3,2025-04-17T12:15:50.745Z,2025-04-18T17:08:14Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5657665551,233,131,5657665549,347,,5657665547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147903,150,1,1,15,1,bd4qakf7j0wwie8wke9km7uj8,1,37.3,100.0,2025-04-17T12:15:59.553Z,2025-04-18T17:08:49Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5657665605,56,Back,5659937711,189,,5657665611,212,17.1,5657665609,141,90.0,5657665607,140,22.8,5657665613,213,3.61,5657665603,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802147929,151,1,1,15,5,bd4qakf7j0wwie8wke9km7uj8,1,21.8,72.7,2025-04-17T12:16:03.474Z,2025-04-17T12:16:08Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5657665767,56,Back,5657665771,141,43.6,5657665775,213,4.18,5657665769,140,10.8,5657665773,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
