id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2714990411,137,1,1,19,47,b8oqgvx1ijeyn6y1cn6929ix4,1,19.0,36.3,2024-08-30T18:21:33.412Z,2024-08-30T18:21:37Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5181875343,56,Right,5181875345,140,65.4,5181875351,213,6.01,5181875347,141,16.2,5181875353,1,,5181875349,212,50.6,5181875339,157,,5181875341,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990417,138,44,1,19,50,b8oqgvx1ijeyn6y1cn6929ix4,1,66.2,16.2,2024-08-30T18:21:37.179Z,2024-08-30T18:21:39Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181875381,56,Right,5181875383,286,,5181875443,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990403,222,44,1,19,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,33.8,83.8,2024-08-30T18:21:37.180Z,2024-08-30T18:21:40Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181875313,56,Back,5181875513,233,138,5181875315,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990517,139,1,1,19,51,b8oqgvx1ijeyn6y1cn6929ix4,1,65.4,16.2,2024-08-30T18:21:37.637Z,2024-08-30T18:21:41Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181875919,141,9.5,5181875921,212,9.5,5181875911,3,,5181875915,56,Right,5181875923,213,5.78,5181875913,168,,5181875917,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990587,140,1,1,19,55,b8oqgvx1ijeyn6y1cn6929ix4,1,70.3,10.3,2024-08-30T18:21:41.780Z,2024-08-30T18:21:44Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181876221,140,72.4,5181876245,212,5.6,5181876247,213,1.17,5181876217,56,Right,5181876225,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990603,141,3,1,19,58,b8oqgvx1ijeyn6y1cn6929ix4,0,71.8,17.4,2024-08-30T18:21:44.420Z,2024-08-30T20:05:29Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181876303,56,Right,5181876605,233,223,5181876305,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990641,223,7,1,19,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.2,82.6,2024-08-30T18:21:44.421Z,2024-08-30T20:05:29Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181876489,56,Back,5181876491,285,,5181876585,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990669,225,1,1,20,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.6,77.8,2024-08-30T18:21:46.565Z,2024-08-30T21:14:08Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5181876691,212,8.7,5181876685,56,Back,5181876689,141,89.3,5181876693,213,1.12,5181876687,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990683,226,1,1,20,0,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.2,89.3,2024-08-30T18:21:47.004Z,2024-08-30T21:14:09Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181876777,213,5.58,5181876763,56,Back,5181876771,141,75.1,5181876775,212,14.9,5181876767,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990751,142,1,1,20,2,b8oqgvx1ijeyn6y1cn6929ix4,0,61.4,17.1,2024-08-30T18:21:48.893Z,2024-08-30T18:21:51Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181877105,56,Right,5181877121,213,6.10,5181877109,140,88.4,5181877113,141,9.4,5181877117,212,28.8,5181877101,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990933,227,1,1,20,6,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.8,90.5,2024-08-30T18:21:52.852Z,2024-08-30T21:14:11Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181878127,212,14.4,5181878131,213,5.80,5181878125,141,80.6,5181878123,140,24.9,5181878121,56,Back,5181878119,157,,5181878133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990925,144,1,1,20,11,b8oqgvx1ijeyn6y1cn6929ix4,0,83.5,19.0,2024-08-30T18:21:57.796Z,2024-08-30T21:14:21Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5182071277,140,84.6,5182071281,212,7.6,5182071283,213,4.87,5182071279,141,8.0,5181878077,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990951,228,61,1,20,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,24.9,80.6,2024-08-30T18:21:58.531Z,2024-08-30T21:14:12Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5181878205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714990993,229,1,1,20,13,aqtkb4mgrz8c6iqfufj6qjbv9,0,27.8,83.6,2024-08-30T18:21:59.396Z,2024-08-30T21:14:14Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181878371,141,79.1,5181878369,140,31.9,5181878375,213,5.67,5181878373,212,5.3,5181878367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991053,145,1,1,20,14,b8oqgvx1ijeyn6y1cn6929ix4,1,79.1,14.6,2024-08-30T18:22:01.276Z,2024-08-30T18:49:14Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5182076377,212,12.1,5182076373,140,88.9,5182076375,141,23.9,5181878641,56,Center,5182076379,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991057,146,61,1,20,15,b8oqgvx1ijeyn6y1cn6929ix4,0,86.7,22.4,2024-08-30T18:22:01.636Z,2024-08-30T21:14:15Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181878675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019663,495,1,1,20,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.7,68.1,2024-08-30T18:22:02.763Z,2024-08-30T18:43:58Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5182036625,157,,5182036631,141,84.4,5182036627,56,Back,5182036635,213,1.35,5182036629,140,18.1,5182036633,212,11.4,5182036637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715019669,496,61,1,20,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.4,85.2,2024-08-30T18:22:02.858Z,2024-08-30T18:44:00Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5182037759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991109,147,43,1,20,18,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:22:04.765Z,2024-08-30T18:32:19Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181947757,144,3,5181878965,56,Center,5181878967,286,0,5181879037,211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715002227,237,50,1,20,18,b8oqgvx1ijeyn6y1cn6929ix4,1,92.3,34.0,2024-08-30T18:22:04.995Z,2024-08-30T20:05:30Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181938783,286,,5181939175,233,346,5181938781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715002267,346,7,1,20,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.7,66.0,2024-08-30T18:22:04.996Z,2024-08-30T20:05:29Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181938991,285,,5181938989,56,Back,5181939145,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991141,230,12,1,20,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,1.9,70.5,2024-08-30T18:22:06.229Z,2024-08-30T18:31:07Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181879121,141,100.0,5181879119,140,6.3,5181879215,167,,5181879117,56,Back,5181879123,212,21.9,5181879125,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991229,148,5,1,20,20,b8oqgvx1ijeyn6y1cn6929ix4,1,90.0,-1.7000000000000002,2024-08-30T18:22:06.791Z,2024-08-30T20:23:45Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181879657,56,Right,5181879747,233,231,5181879661,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991145,231,5,1,20,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,10.0,101.7,2024-08-30T18:22:06.791Z,2024-08-30T20:23:46Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181879141,347,,5181879793,233,148,5181879139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991711,149,1,1,20,43,b8oqgvx1ijeyn6y1cn6929ix4,1,86.1,0.0,2024-08-30T18:22:29.684Z,2024-08-30T18:22:33Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181882345,56,Right,5181882349,141,12.5,5181882353,213,2.59,5181882343,107,,5181882347,140,71.6,5181882351,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991777,150,1,1,20,47,b8oqgvx1ijeyn6y1cn6929ix4,0,70.9,13.1,2024-08-30T18:22:33.708Z,2024-08-30T18:22:36Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181882645,1,,5181882637,140,100.0,5181882643,213,0.85,5181882633,155,,5181882635,56,Center,5181882631,2,,5181882641,212,49.3,5181882639,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714991785,151,5,1,20,49,b8oqgvx1ijeyn6y1cn6929ix4,0,101.9,65.2,2024-08-30T18:22:35.967Z,2024-08-30T20:23:46Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181882665,56,Center,5181884669,233,232,5181882667,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992159,232,5,1,20,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.9,34.8,2024-08-30T18:22:35.967Z,2024-08-30T20:23:46Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181884629,346,,5181884653,233,151,5181884627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992195,233,1,1,21,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.6,44.6,2024-08-30T18:22:54.197Z,2024-08-30T18:22:55Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5181884815,237,,5181884809,212,11.2,5181884801,124,,5181884805,140,4.4,5181884803,56,Back,5181884811,213,4.79,5181884807,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992235,234,1,1,21,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.4,28.2,2024-08-30T18:22:55.581Z,2024-08-30T18:22:57Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181885039,56,Back,5181885041,140,6.1,5181885047,213,4.82,5181885043,141,4.4,5181885045,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992353,235,1,1,21,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,2.6,3.5,2024-08-30T18:22:58.869Z,2024-08-30T18:23:02Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5181885611,1,,5181885607,212,42.4,5181885605,141,41.5,5181885603,140,34.6,5181885601,56,Back,5181885599,155,,5181885609,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992385,236,1,1,21,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.6,41.5,2024-08-30T18:23:01.117Z,2024-08-30T19:01:39Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5181885727,168,,5181885731,140,53.7,5181885725,3,,5181885741,213,0.00,5181885737,212,20.1,5181885733,141,41.5,5181885729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992361,152,1,1,21,15,b8oqgvx1ijeyn6y1cn6929ix4,0,43.1,51.8,2024-08-30T18:23:02.044Z,2024-08-30T18:23:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181886311,157,,5181885637,212,3.6,5181885631,140,46.5,5181886319,1,,5181885629,56,Back,5181885635,141,52.4,5181885639,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992445,153,1,1,21,18,b8oqgvx1ijeyn6y1cn6929ix4,0,46.9,57.8,2024-08-30T18:23:04.838Z,2024-08-30T18:23:05Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5181885979,213,5.32,5181885969,157,,5181885971,56,Right,5181885981,1,,5181885973,140,68.2,5181885975,141,10.4,5181885977,212,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992427,237,61,1,21,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.9,39.8,2024-08-30T18:23:04.870Z,2024-08-30T21:14:20Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181885891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992607,238,1,1,21,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.1,91.5,2024-08-30T18:23:10.430Z,2024-08-30T18:23:13Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181886791,213,3.86,5181886789,212,20.5,5181886747,140,42.4,5181886745,56,Back,5181886787,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992675,239,1,1,21,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.2,68.2,2024-08-30T18:23:13.318Z,2024-08-30T18:23:16Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181887111,141,38.0,5181887107,56,Back,5181887115,213,4.95,5181887109,140,46.9,5181887113,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992739,240,1,1,21,31,aqtkb4mgrz8c6iqfufj6qjbv9,0,46.0,30.7,2024-08-30T18:23:17.581Z,2024-08-30T18:23:19Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181887447,140,90.5,5181887451,212,47.8,5181887445,56,Center,5181887459,1,,5181887443,155,,5181887449,141,45.5,5181887455,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992897,155,1,1,21,36,b8oqgvx1ijeyn6y1cn6929ix4,1,13.6,64.9,2024-08-30T18:23:22.869Z,2024-08-30T18:23:27Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5181888293,56,Back,5181888295,140,17.2,5181888299,212,4.3,5181888301,213,0.49,5181888297,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992987,156,1,1,21,40,b8oqgvx1ijeyn6y1cn6929ix4,1,19.6,68.8,2024-08-30T18:23:27.189Z,2024-08-30T18:23:30Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181888817,140,14.8,5181888821,212,15.9,5181888819,141,90.9,5181888815,56,Back,5181888823,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714992993,157,1,1,21,44,b8oqgvx1ijeyn6y1cn6929ix4,0,14.4,95.0,2024-08-30T18:23:30.566Z,2024-08-30T18:50:09Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181888849,213,0.03,5182080915,233,241,5182080913,236,,5181888839,141,95.1,5181888845,212,2.1,5181888833,56,Back,5182080919,286,,5181888835,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993033,241,74,1,21,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,76.4,7.0,2024-08-30T18:23:30.567Z,2024-08-30T20:05:50Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5181889067,285,,5181889065,56,Right,5181889167,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993131,158,1,1,21,46,b8oqgvx1ijeyn6y1cn6929ix4,1,16.8,84.5,2024-08-30T18:23:32.533Z,2024-08-30T18:23:36Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181889695,56,Back,5181889693,157,,5181889697,140,46.5,5181889719,1,,5181889705,212,31.2,5181889699,141,86.6,5181889713,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993153,159,1,1,21,49,b8oqgvx1ijeyn6y1cn6929ix4,0,46.5,86.6,2024-08-30T18:23:35.989Z,2024-08-30T18:23:37Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5181889819,141,82.4,5181889811,3,,5181889821,212,20.7,5181889813,168,,5181889823,213,6.14,5181889815,56,Left,5181889817,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993271,243,1,1,21,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,19.4,12.9,2024-08-30T18:23:38.606Z,2024-08-30T18:23:42Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181890427,140,9.0,5181890431,141,46.1,5181890433,212,25.1,5181890435,213,2.02,5181890423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993377,244,1,1,21,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,9.1,45.5,2024-08-30T18:23:42.294Z,2024-08-30T18:23:48Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5181890971,212,52.7,5181890969,141,40.1,5181890963,157,,5181890965,56,Center,5181890975,1,,5181890967,140,59.2,5181890973,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993379,160,44,1,22,0,b8oqgvx1ijeyn6y1cn6929ix4,1,38.6,56.2,2024-08-30T18:23:47.189Z,2024-08-30T21:09:45Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181890981,56,Back,5181892547,233,245,5181890983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993391,245,44,1,22,0,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.4,43.8,2024-08-30T18:23:47.190Z,2024-08-30T21:09:45Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5181891017,56,Center,5181892587,233,160,5181891019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993551,163,61,1,22,1,b8oqgvx1ijeyn6y1cn6929ix4,1,32.6,53.7,2024-08-30T18:23:48.031Z,2024-08-30T18:24:05Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181891819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993501,162,1,1,22,4,b8oqgvx1ijeyn6y1cn6929ix4,0,28.4,23.0,2024-08-30T18:23:50.966Z,2024-08-30T18:23:52Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181891531,56,Right,5181891537,212,23.9,5181891533,140,50.8,5181891535,141,16.7,5181891539,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993549,247,1,1,22,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.8,80.5,2024-08-30T18:23:53.142Z,2024-08-30T18:23:54Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181891793,140,54.5,5181891791,56,Left,5181891807,213,0.43,5181891803,141,92.9,5181891805,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993575,248,1,1,22,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.5,92.9,2024-08-30T18:23:54.687Z,2024-08-30T18:23:56Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181891931,140,32.5,5181891939,213,3.64,5181891979,156,,5181891935,212,26.3,5181891933,141,74.4,5181891929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993633,249,1,1,22,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.0,72.9,2024-08-30T18:23:57.286Z,2024-08-30T21:14:17Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181892221,56,Back,5181892227,212,21.1,5181892223,140,29.1,5181892229,213,4.47,5181892225,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993715,250,1,1,22,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.2,45.1,2024-08-30T18:24:00.543Z,2024-08-30T18:24:03Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181892665,212,6.0,5181892659,56,Back,5181892663,141,48.4,5181892667,213,0.38,5181892661,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993763,251,1,1,22,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.6,41.8,2024-08-30T18:24:03.694Z,2024-08-30T18:24:06Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181892961,213,1.62,5181892957,141,65.8,5181892953,56,Back,5181892959,212,16.3,5181892955,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993827,252,1,1,22,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.0,64.0,2024-08-30T18:24:06.391Z,2024-08-30T21:15:20Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181893369,141,93.3,5181893365,56,Left,5181893371,212,33.6,5181893373,213,0.63,5181893367,140,59.8,5181893375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714993929,253,1,1,22,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.2,92.0,2024-08-30T18:24:10.934Z,2024-08-30T18:24:15Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181893965,212,7.7,5181893963,141,87.1,5181893959,56,Left,5181893967,213,5.84,5181893961,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994079,254,1,1,22,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.4,88.1,2024-08-30T18:24:15.199Z,2024-08-30T18:24:22Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181894761,56,Center,5181894763,140,57.6,5181894771,213,4.04,5181894765,141,75.0,5181894769,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994359,167,44,1,22,31,b8oqgvx1ijeyn6y1cn6929ix4,1,29.2,21.6,2024-08-30T18:24:17.717Z,2024-08-30T18:24:37Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181896317,233,255,5181896263,285,,5181896261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994089,255,44,1,22,31,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.8,78.4,2024-08-30T18:24:17.718Z,2024-08-30T18:24:37Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181894801,286,,5181896365,233,167,5181894799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994073,164,1,1,22,31,b8oqgvx1ijeyn6y1cn6929ix4,1,28.3,20.6,2024-08-30T18:24:18.190Z,2024-08-30T18:46:58Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181894729,212,9.9,5181894721,3,,5181894725,140,37.1,5181894723,56,Back,5181894727,141,15.3,5181894731,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715025921,368,1,1,22,32,b8oqgvx1ijeyn6y1cn6929ix4,1,30.2,17.6,2024-08-30T18:24:18.622Z,2024-08-30T18:48:19Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5182071023,140,40.2,5182071025,141,17.8,5182071027,212,10.5,5182071017,168,,5182071029,213,0.01,5182071021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994117,256,43,1,22,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-30T18:24:23.559Z,2024-08-30T18:47:40Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5182067063,144,61,5181894937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994167,165,1,1,22,37,b8oqgvx1ijeyn6y1cn6929ix4,1,37.5,16.5,2024-08-30T18:24:24.021Z,2024-08-30T18:51:52Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5181895237,141,11.1,5181895233,56,Back,5181895241,213,4.05,5181895239,212,4.6,5181895235,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994195,166,1,1,22,39,b8oqgvx1ijeyn6y1cn6929ix4,0,34.8,11.1,2024-08-30T18:24:26.038Z,2024-08-30T18:24:27Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5181895411,213,0.16,5181895391,56,Right,5181895407,212,42.0,5181895403,141,21.0,5181895397,140,74.3,5181895417,1,,5181895387,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714994301,257,1,1,22,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.0,78.7,2024-08-30T18:24:29.976Z,2024-08-30T18:24:31Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181895985,141,53.3,5181895989,213,3.83,5181895983,140,14.2,5181895981,56,Back,5181895987,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
