id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2709529523,98,1,1,8,47,8gxd9ry2580pu1b1dd5ny9ymy,0,60.4,10.7,2024-08-17T11:09:06.595Z,2024-08-17T11:09:08Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151728825,56,Center,5151728827,140,80.3,5151728831,212,24.4,5151728829,141,29.2,5151728823,155,,5151728833,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529525,85,8,1,8,49,b2vft81kyjurzbmekvgrqwr64,1,27.5,70.5,2024-08-17T11:09:08.883Z,2024-08-17T11:09:24Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151728839,56,Back,5151729651,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529599,99,1,1,8,51,8gxd9ry2580pu1b1dd5ny9ymy,1,78.6,34.3,2024-08-17T11:09:10.307Z,2024-08-17T11:09:15Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151729193,56,Right,5151729199,212,16.5,5151729197,141,17.4,5151729195,140,89.9,5151729201,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529605,100,1,1,8,55,8gxd9ry2580pu1b1dd5ny9ymy,0,92.3,8.0,2024-08-17T11:09:15.218Z,2024-08-17T11:09:18Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151729371,233,86,5151729235,2,,5151729245,212,6.5,5151729243,141,17.4,5151729239,56,Right,5151729375,286,,5151729237,155,,5151729369,236,,5151729247,213,5151729241,140,91.3,1.73,,,,,,,,,,,,,,,,,,,,,,,
2709529629,86,12,1,8,56,b2vft81kyjurzbmekvgrqwr64,1,15.5,82.6,2024-08-17T11:09:15.318Z,2024-08-17T11:09:19Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151729383,233,100,5151729365,185,,5151729367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529631,87,6,1,8,58,b2vft81kyjurzbmekvgrqwr64,0,12.9,82.6,2024-08-17T11:09:17.435Z,2024-08-17T13:14:54Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151729431,73,,5151729449,233,101,5151729429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529621,101,6,1,8,58,8gxd9ry2580pu1b1dd5ny9ymy,1,87.1,17.4,2024-08-17T11:09:17.435Z,2024-08-17T13:14:54Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151729439,233,87,5151729389,75,,5151729387,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529937,102,1,1,9,27,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,0.5,2024-08-17T11:09:47.082Z,2024-08-17T11:31:11Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5151731003,212,28.0,5151731001,141,41.6,5151731005,213,1.65,5151730999,140,97.5,5151730997,56,Center,5151730991,6,,5151730995,223,,5151730993,155,,5151730989,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529969,88,44,1,9,29,b2vft81kyjurzbmekvgrqwr64,1,7.7,62.0,2024-08-17T11:09:48.656Z,2024-08-17T13:26:47Z,lu9bber07etravimh00k745x,J. Bøge,,5151731127,56,Back,5151731977,233,104,5151731129,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530081,104,44,1,9,29,8gxd9ry2580pu1b1dd5ny9ymy,0,92.3,38.0,2024-08-17T11:09:48.657Z,2024-08-17T13:26:47Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151731721,56,Center,5151731725,286,,5151731987,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529989,89,12,1,9,29,b2vft81kyjurzbmekvgrqwr64,1,14.2,64.2,2024-08-17T11:09:49.179Z,2024-08-17T11:31:14Z,lu9bber07etravimh00k745x,J. Bøge,,5151731229,213,1.69,5151731335,167,,5151731245,15,,5151731223,140,11.2,5151731221,56,Back,5151731227,212,25.9,5151731225,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530003,90,5,1,9,31,b2vft81kyjurzbmekvgrqwr64,0,10.8,102.0,2024-08-17T11:09:50.907Z,2024-08-17T13:25:07Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151731311,56,Back,5151731313,347,,5151731349,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709529979,103,5,1,9,31,8gxd9ry2580pu1b1dd5ny9ymy,1,89.2,-2.0,2024-08-17T11:09:50.907Z,2024-08-17T13:25:06Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5151731331,233,90,5151731187,56,Right,5151731189,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530141,105,1,1,9,48,8gxd9ry2580pu1b1dd5ny9ymy,0,89.7,0.0,2024-08-17T11:10:07.897Z,2024-08-17T11:31:48Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151732059,141,42.5,5151732063,213,1.58,5151732057,140,89.4,5151732055,56,Center,5151732065,1,,5151732061,212,30.1,5151796645,189,,5151732053,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530173,91,12,1,9,49,b2vft81kyjurzbmekvgrqwr64,1,10.4,54.5,2024-08-17T11:10:09.186Z,2024-08-17T11:10:16Z,lu9bber07etravimh00k745x,J. Bøge,,5151732285,212,15.1,5151732287,213,0.23,5151732281,141,59.6,5151732313,15,,5151732277,140,24.4,5151732399,189,,5151732273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530199,106,1,1,9,53,8gxd9ry2580pu1b1dd5ny9ymy,1,69.7,41.2,2024-08-17T11:10:12.361Z,2024-08-17T11:31:57Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5151732431,140,55.6,5151732437,213,3.67,5151732435,212,17.1,5151732433,141,28.5,5151732429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530247,107,1,1,9,54,8gxd9ry2580pu1b1dd5ny9ymy,1,57.2,28.9,2024-08-17T11:10:14.057Z,2024-08-17T11:10:18Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5151732711,213,5.56,5151732709,212,23.9,5151732703,56,Right,5151732705,140,74.3,5151732707,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530265,108,1,1,9,59,8gxd9ry2580pu1b1dd5ny9ymy,0,85.1,4.3,2024-08-17T11:10:18.729Z,2024-08-17T11:10:20Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151732779,56,Center,5151732783,141,44.6,5151732781,140,89.4,5151732787,213,1.41,5151732785,212,27.8,5151732777,155,,5151732775,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530297,92,12,1,10,3,b2vft81kyjurzbmekvgrqwr64,1,12.1,57.9,2024-08-17T11:10:22.666Z,2024-08-17T11:10:24Z,lu9bber07etravimh00k745x,J. Bøge,,5151732933,141,39.7,5151732929,56,Back,5151732937,213,5.70,5151732935,212,22.4,5151732931,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530423,94,1,1,10,12,b2vft81kyjurzbmekvgrqwr64,1,53.3,15.5,2024-08-17T11:10:31.522Z,2024-08-17T11:10:34Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5151733643,56,Center,5151733647,141,37.4,5151733645,140,75.1,5151733649,212,27.3,5151733651,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530431,95,1,1,10,15,b2vft81kyjurzbmekvgrqwr64,1,76.8,37.0,2024-08-17T11:10:34.618Z,2024-08-17T11:32:32Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5151733681,140,71.0,5151733687,213,4.31,5151733685,212,15.6,5151733679,56,Right,5151733683,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530481,96,1,1,10,17,b2vft81kyjurzbmekvgrqwr64,1,71.0,15.8,2024-08-17T11:10:36.906Z,2024-08-17T11:10:40Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151733945,213,1.16,5151733941,212,12.5,5151733935,140,75.8,5151733937,141,32.7,5151733931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530491,97,1,1,10,21,b2vft81kyjurzbmekvgrqwr64,1,75.8,32.7,2024-08-17T11:10:40.362Z,2024-08-17T11:10:41Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,5151733999,140,67.4,5151734005,213,4.18,5151734001,141,10.9,5151733997,56,Right,5151734003,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530529,98,1,1,10,22,b2vft81kyjurzbmekvgrqwr64,1,67.4,10.9,2024-08-17T11:10:41.329Z,2024-08-17T11:10:44Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151734153,140,79.7,5151734159,213,6.15,5151734157,212,13.0,5151734155,141,8.3,5151734151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530579,99,1,1,10,25,b2vft81kyjurzbmekvgrqwr64,1,78.5,8.3,2024-08-17T11:10:44.641Z,2024-08-17T11:10:49Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5151734429,1,,5151734423,141,29.7,5151734419,56,Back,5151734425,212,34.2,5151734427,213,2.70,5151734421,140,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530659,102,1,1,10,30,b2vft81kyjurzbmekvgrqwr64,1,49.0,29.7,2024-08-17T11:10:50.192Z,2024-08-17T11:10:57Z,lu9bber07etravimh00k745x,J. Bøge,,5151734803,56,Back,5151734811,213,1.54,5151734809,212,10.7,5151734807,141,45.4,5151734805,140,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530715,103,2,1,10,37,b2vft81kyjurzbmekvgrqwr64,1,49.3,45.4,2024-08-17T11:10:56.840Z,2024-08-17T11:34:51Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151735207,7,cflwegqpzch8y30pb3dhigqnd,5151735185,141,16.2,5151735209,56,Right,5151735179,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530903,111,1,1,10,57,8gxd9ry2580pu1b1dd5ny9ymy,1,24.7,80.2,2024-08-17T11:11:16.344Z,2024-08-17T11:11:17Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151736159,212,24.2,5151736143,241,,5151736151,140,13.3,5151736155,141,49.3,5151736147,56,Back,5151736141,5,,5151736163,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530929,112,1,1,10,58,8gxd9ry2580pu1b1dd5ny9ymy,0,13.4,49.0,2024-08-17T11:11:17.768Z,2024-08-17T11:11:19Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5151736269,1,,5151736263,141,0.0,5151736267,213,4.86,5151736265,212,34.6,5151736261,140,18.2,5151736259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531009,105,5,1,11,0,b2vft81kyjurzbmekvgrqwr64,1,81.0,101.6,2024-08-17T11:11:19.453Z,2024-08-17T13:25:07Z,lu9bber07etravimh00k745x,J. Bøge,,5151736721,56,Left,5151779035,233,113,5151736723,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709530931,113,5,1,11,0,8gxd9ry2580pu1b1dd5ny9ymy,0,19.0,-1.6,2024-08-17T11:11:19.453Z,2024-08-17T13:25:07Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5151736277,56,Back,5151736281,347,,5151779067,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531013,106,1,1,11,11,b2vft81kyjurzbmekvgrqwr64,1,79.7,100.0,2024-08-17T11:11:30.257Z,2024-08-17T11:11:31Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5151736741,140,73.5,5151736745,212,9.1,5151736747,213,3.91,5151736739,56,Left,5151736743,141,92.7,5151736737,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531019,107,1,1,11,11,b2vft81kyjurzbmekvgrqwr64,1,73.5,92.7,2024-08-17T11:11:31.008Z,2024-08-17T11:11:32Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5151736777,212,20.5,5151736771,140,54.7,5151736775,141,84.7,5151736767,56,Left,5151736779,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531077,108,1,1,11,13,b2vft81kyjurzbmekvgrqwr64,1,54.7,84.7,2024-08-17T11:11:32.600Z,2024-08-17T11:36:14Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151737105,56,Left,5151737107,140,67.6,5151737113,212,14.6,5151737117,213,0.38,5151737109,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531033,114,83,1,11,15,8gxd9ry2580pu1b1dd5ny9ymy,0,32.6,7.7,2024-08-17T11:11:34.936Z,2024-08-17T11:36:07Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151819217,399,dwuxps3jv2852642q000wep6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531079,109,61,1,11,16,b2vft81kyjurzbmekvgrqwr64,0,65.3,93.6,2024-08-17T11:11:35.640Z,2024-08-17T11:36:13Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5151737125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531099,110,5,1,11,18,b2vft81kyjurzbmekvgrqwr64,0,65.3,101.2,2024-08-17T11:11:37.489Z,2024-08-17T11:36:07Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5151737209,347,,5151737259,233,115,5151737207,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531081,115,5,1,11,18,8gxd9ry2580pu1b1dd5ny9ymy,1,34.7,-1.2,2024-08-17T11:11:37.489Z,2024-08-17T13:25:08Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151737129,347,,5151737127,56,Back,5151737225,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531135,116,1,1,11,19,8gxd9ry2580pu1b1dd5ny9ymy,1,34.0,0.0,2024-08-17T11:11:39.184Z,2024-08-17T11:11:43Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5151737415,56,Center,5151737417,140,58.3,5151737413,107,,5151737421,212,30.3,5151737425,1,,5151737423,213,0.57,5151737419,141,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531161,117,1,1,11,24,8gxd9ry2580pu1b1dd5ny9ymy,0,57.1,29.2,2024-08-17T11:11:43.672Z,2024-08-17T11:11:45Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151737539,140,62.0,5151737543,212,21.6,5151737535,56,Right,5151737545,213,4.95,5151737541,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531199,111,5,1,11,25,b2vft81kyjurzbmekvgrqwr64,1,40.4,101.6,2024-08-17T11:11:45.006Z,2024-08-17T13:25:08Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5151737773,233,118,5151737737,347,,5151737735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531171,118,5,1,11,25,8gxd9ry2580pu1b1dd5ny9ymy,0,59.6,-1.6,2024-08-17T11:11:45.006Z,2024-08-17T13:25:09Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5151737563,56,Right,5151737801,233,111,5151737565,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531381,112,1,1,11,50,b2vft81kyjurzbmekvgrqwr64,1,41.7,100.0,2024-08-17T11:12:09.296Z,2024-08-17T11:12:13Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5151738829,56,Left,5151738839,1,,5151738827,107,,5151738837,213,5.79,5151738831,140,61.0,5151738835,212,23.1,5151738833,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531383,113,1,1,11,53,b2vft81kyjurzbmekvgrqwr64,0,61.0,85.7,2024-08-17T11:12:13.034Z,2024-08-17T11:12:14Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,5151738847,56,Center,5151738845,168,,5151738843,3,,5151738851,141,75.7,5151738855,213,5.60,5151738849,140,68.9,5151738853,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531451,120,1,1,11,56,8gxd9ry2580pu1b1dd5ny9ymy,1,24.9,28.8,2024-08-17T11:12:15.807Z,2024-08-17T11:12:22Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151739279,56,Back,5151739283,141,63.7,5151739287,213,1.54,5151739285,212,23.7,5151739281,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531495,121,1,1,12,2,8gxd9ry2580pu1b1dd5ny9ymy,1,29.0,66.3,2024-08-17T11:12:22.224Z,2024-08-17T11:12:24Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5151739473,141,48.7,5151739469,56,Back,5151739477,213,4.40,5151739471,140,25.3,5151739475,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531517,122,1,1,12,5,8gxd9ry2580pu1b1dd5ny9ymy,1,28.5,43.6,2024-08-17T11:12:24.615Z,2024-08-17T11:12:26Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151739613,141,56.9,5151739615,212,11.3,5151739617,213,0.92,5151739609,56,Back,5151739611,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531543,123,1,1,12,7,8gxd9ry2580pu1b1dd5ny9ymy,1,35.4,58.8,2024-08-17T11:12:26.423Z,2024-08-17T11:12:29Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5151739769,56,Back,5151739773,141,88.0,5151739777,213,1.37,5151739771,140,39.3,5151739775,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531609,124,1,1,12,11,8gxd9ry2580pu1b1dd5ny9ymy,1,47.7,87.5,2024-08-17T11:12:31.072Z,2024-08-17T11:12:36Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151740123,141,74.7,5151740119,56,Back,5151740127,213,3.63,5151740125,212,18.6,5151740121,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531641,125,1,1,12,16,8gxd9ry2580pu1b1dd5ny9ymy,1,39.1,77.5,2024-08-17T11:12:35.880Z,2024-08-17T11:12:38Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5151740279,56,Left,5151740283,141,94.2,5151740289,213,0.62,5151740281,140,54.4,5151740287,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531671,126,1,1,12,19,8gxd9ry2580pu1b1dd5ny9ymy,1,56.0,93.0,2024-08-17T11:12:38.535Z,2024-08-17T11:12:42Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151740469,141,82.1,5151740473,213,3.55,5151740471,212,18.7,5151740467,140,39.7,5151740465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531721,127,1,1,12,23,8gxd9ry2580pu1b1dd5ny9ymy,1,42.3,78.7,2024-08-17T11:12:42.775Z,2024-08-17T11:12:48Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5151740763,213,4.24,5151740757,141,53.7,5151740751,56,Back,5151740761,212,19.1,5151740753,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531731,128,1,1,12,29,8gxd9ry2580pu1b1dd5ny9ymy,1,36.0,51.2,2024-08-17T11:12:48.631Z,2024-08-17T11:12:50Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151740847,189,,5151740817,56,Back,5151740825,213,5.23,5151740821,141,22.5,5151740823,212,22.4,5151740819,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531745,129,1,1,12,32,8gxd9ry2580pu1b1dd5ny9ymy,1,48.5,22.4,2024-08-17T11:12:51.382Z,2024-08-17T11:12:52Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5151740905,56,Back,5151740907,140,43.2,5151740911,212,12.0,5151740909,141,38.0,5151740913,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531759,130,1,1,12,33,8gxd9ry2580pu1b1dd5ny9ymy,1,43.2,38.0,2024-08-17T11:12:52.272Z,2024-08-17T11:12:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5151741007,140,42.6,5151741005,56,Back,5151741013,213,1.60,5151741009,141,72.4,5151741011,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531825,131,1,1,12,34,8gxd9ry2580pu1b1dd5ny9ymy,1,43.0,75.7,2024-08-17T11:12:53.943Z,2024-08-17T11:13:00Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5151741301,141,91.4,5151741305,213,0.68,5151741297,56,Left,5151741303,212,17.1,5151741299,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531841,132,1,1,12,40,8gxd9ry2580pu1b1dd5ny9ymy,0,57.4,79.7,2024-08-17T11:12:59.943Z,2024-08-17T11:13:02Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151741373,155,,5151741389,212,23.4,5151741377,56,Center,5151741391,213,5.85,5151741385,141,65.1,5151741381,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531853,115,1,1,12,43,b2vft81kyjurzbmekvgrqwr64,1,29.1,52.8,2024-08-17T11:13:02.623Z,2024-08-17T11:13:03Z,lu9bber07etravimh00k745x,J. Bøge,,5151741459,140,19.8,5151741457,56,Back,5151741463,212,11.4,5151741465,213,2.60,5151741461,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531891,117,1,1,12,44,b2vft81kyjurzbmekvgrqwr64,1,19.8,61.5,2024-08-17T11:13:03.767Z,2024-08-17T11:13:07Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5151741665,141,31.2,5151741667,212,20.7,5151741661,56,Back,5151741663,140,21.3,5151741669,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531895,118,1,1,12,47,b2vft81kyjurzbmekvgrqwr64,0,21.3,27.4,2024-08-17T11:13:07.136Z,2024-08-17T11:13:07Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151741689,141,24.0,5151741693,213,5.97,5151741687,140,28.0,5151741685,56,Back,5151741691,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531897,133,8,1,12,48,8gxd9ry2580pu1b1dd5ny9ymy,1,72.2,93.4,2024-08-17T11:13:07.790Z,2024-08-17T11:13:18Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151741697,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531913,134,43,1,12,49,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-17T11:13:09.183Z,2024-08-17T11:13:14Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151742041,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531935,135,43,1,12,50,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-17T11:13:09.239Z,2024-08-17T11:13:16Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5151741891,213,6.12,5151741887,141,93.9,5151741885,140,79.6,5151742101,144,1,5151741889,212,7.3,5151741883,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709532027,119,5,1,12,52,b2vft81kyjurzbmekvgrqwr64,1,26.2,-2.0,2024-08-17T11:13:11.759Z,2024-08-17T13:25:09Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5151742421,233,136,5151742415,56,Back,5151742417,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709531939,136,5,1,12,52,8gxd9ry2580pu1b1dd5ny9ymy,0,73.8,102.0,2024-08-17T11:13:11.759Z,2024-08-17T13:25:09Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5151741923,56,Left,5151741925,347,,5151742441,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709532053,120,1,1,13,2,b2vft81kyjurzbmekvgrqwr64,1,30.4,0.0,2024-08-17T11:13:22.055Z,2024-08-17T11:13:25Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5151742555,107,,5151742563,140,37.7,5151742565,141,32.2,5151742567,212,24.5,5151742569,213,1.25,5151742559,56,Back,5151742571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709532059,121,61,1,13,6,b2vft81kyjurzbmekvgrqwr64,0,37.7,32.2,2024-08-17T11:13:25.719Z,2024-08-17T11:13:26Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5151742603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709532091,137,50,1,13,8,8gxd9ry2580pu1b1dd5ny9ymy,1,62.1,84.8,2024-08-17T11:13:27.391Z,2024-08-17T13:31:19Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5151769155,286,,5151742741,56,Left,5151833391,233,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
