id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2799146655,273,1,1,25,42,dbl7ir1qugqz8nvp1vzn8im50,1,14.6,61.7,2025-04-11T17:27:11.477Z,2025-04-11T17:27:14Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5641210323,213,2.67,5641210319,141,69.0,5641210321,212,11.0,5641210317,140,5.3,5641210315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799146711,274,1,1,25,45,dbl7ir1qugqz8nvp1vzn8im50,0,5.3,69.0,2025-04-11T17:27:14.718Z,2025-04-11T17:27:20Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641210639,155,,5641210651,1,,5641210645,141,15.8,5641210647,212,42.3,5641210641,56,Back,5641210649,213,5.26,5641210643,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799146705,193,44,1,25,49,f1h34qp5zbfl489q8vnkhiq9s,1,72.6,81.5,2025-04-11T17:27:18.820Z,2025-04-11T19:04:56Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5641210733,233,275,5641210603,286,,5641210601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799146715,275,44,1,25,49,dbl7ir1qugqz8nvp1vzn8im50,0,27.4,18.5,2025-04-11T17:27:18.821Z,2025-04-11T19:04:56Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5641210659,56,Back,5641210661,285,,5641210763,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799146723,194,1,1,25,50,f1h34qp5zbfl489q8vnkhiq9s,0,70.6,76.9,2025-04-11T17:27:19.398Z,2025-04-11T17:27:20Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5641210689,3,,5641210697,141,70.8,5641210695,140,100.0,5641210701,213,6.15,5641210699,212,31.9,5641210693,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799146773,195,5,1,25,51,f1h34qp5zbfl489q8vnkhiq9s,0,100.8,68.4,2025-04-11T17:27:20.618Z,2025-04-11T19:05:36Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5641211301,233,276,5641210941,56,Center,5641210943,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799146831,276,5,1,25,51,dbl7ir1qugqz8nvp1vzn8im50,1,-0.8,31.6,2025-04-11T17:27:20.618Z,2025-04-11T19:05:35Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5641211291,233,195,5641211263,56,Back,5641211267,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799146989,277,1,1,26,12,dbl7ir1qugqz8nvp1vzn8im50,1,3.9,61.2,2025-04-11T17:27:42.061Z,2025-04-11T17:27:43Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641212169,212,7.7,5641212163,56,Back,5641212165,140,4.6,5641212167,141,50.0,5641212175,237,,5641212161,124,,5641212171,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147021,278,1,1,26,14,dbl7ir1qugqz8nvp1vzn8im50,1,4.6,50.0,2025-04-11T17:27:43.518Z,2025-04-11T17:27:46Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5641212381,212,17.3,5641212379,141,70.8,5641212377,140,14.1,5641212375,56,Back,5641212383,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147057,279,1,1,26,17,dbl7ir1qugqz8nvp1vzn8im50,1,22.2,76.4,2025-04-11T17:27:46.182Z,2025-04-11T17:27:49Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641212593,213,0.89,5641212585,56,Back,5641212587,140,30.8,5641212591,212,14.3,5641212589,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147077,280,1,1,26,19,dbl7ir1qugqz8nvp1vzn8im50,0,30.8,92.7,2025-04-11T17:27:48.949Z,2025-04-11T17:58:52Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641212747,213,5.01,5641212743,141,85.6,5641212745,212,5.0,5641212739,56,Back,5641212741,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147097,196,8,1,26,22,f1h34qp5zbfl489q8vnkhiq9s,1,72.6,24.6,2025-04-11T17:27:51.221Z,2025-04-11T17:27:51Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5641212827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147181,198,1,1,26,24,f1h34qp5zbfl489q8vnkhiq9s,1,75.3,8.8,2025-04-11T17:27:53.372Z,2025-04-11T17:27:57Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641213247,213,2.16,5641213245,212,5.1,5641213239,56,Right,5641213241,140,72.6,5641213243,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147193,199,1,1,26,28,f1h34qp5zbfl489q8vnkhiq9s,1,80.7,15.6,2025-04-11T17:27:57.276Z,2025-04-11T17:27:58Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5641213321,141,9.4,5641213327,213,5.77,5641213317,56,Right,5641213323,212,8.7,5641213319,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147219,200,1,1,26,29,f1h34qp5zbfl489q8vnkhiq9s,1,87.9,9.4,2025-04-11T17:27:58.333Z,2025-04-11T17:28:00Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641213501,212,8.9,5641213503,213,3.34,5641213497,141,6.8,5641213495,140,79.6,5641213493,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147255,201,1,1,26,31,f1h34qp5zbfl489q8vnkhiq9s,0,79.6,7.6,2025-04-11T17:28:00.812Z,2025-04-11T17:28:05Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5641213727,212,30.0,5641213725,141,36.3,5641213717,2,,5641213721,56,Center,5641213723,140,100.0,5641213729,213,0.71,5641213719,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147507,202,5,1,26,34,f1h34qp5zbfl489q8vnkhiq9s,0,101.4,36.3,2025-04-11T17:28:03.790Z,2025-04-11T19:05:36Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5641215259,56,Center,5641215261,346,,5641215365,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147251,281,5,1,26,34,dbl7ir1qugqz8nvp1vzn8im50,1,-1.4,63.7,2025-04-11T17:28:03.790Z,2025-04-11T17:28:29Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641213709,346,,5641213707,56,Back,5641215325,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147499,282,1,1,26,56,dbl7ir1qugqz8nvp1vzn8im50,1,3.2,50.3,2025-04-11T17:28:25.837Z,2025-04-11T17:28:28Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5641215197,140,62.8,5641215201,141,69.4,5641215217,74,,5641215191,124,,5641215205,212,63.9,5641215211,1,,5641215193,56,Center,5641215209,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147509,283,44,1,26,59,dbl7ir1qugqz8nvp1vzn8im50,1,58.4,73.2,2025-04-11T17:28:28.669Z,2025-04-11T19:04:57Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641215273,286,,5641215403,233,203,5641215271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147515,203,44,1,26,59,f1h34qp5zbfl489q8vnkhiq9s,0,41.6,26.8,2025-04-11T17:28:28.670Z,2025-04-11T19:04:57Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641215301,56,Back,5641215413,233,283,5641215303,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147537,284,1,1,26,59,dbl7ir1qugqz8nvp1vzn8im50,0,62.8,69.4,2025-04-11T17:28:28.757Z,2025-04-11T17:28:31Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641215453,213,6.05,5641215441,3,,5641215451,212,5.6,5641215447,140,68.0,5641215443,168,,5641215449,141,67.5,5641215445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147559,204,1,1,27,1,f1h34qp5zbfl489q8vnkhiq9s,1,43.6,25.8,2025-04-11T17:28:30.819Z,2025-04-11T17:28:32Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641215545,56,Center,5641215547,140,51.0,5641215551,212,9.4,5641215549,141,33.6,5641215543,3,,5641215553,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147579,205,44,1,27,3,f1h34qp5zbfl489q8vnkhiq9s,1,43.2,29.0,2025-04-11T17:28:32.499Z,2025-04-11T19:04:57Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5641215735,233,285,5641215739,285,,5641215629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147591,285,44,1,27,3,dbl7ir1qugqz8nvp1vzn8im50,0,56.8,71.0,2025-04-11T17:28:32.500Z,2025-04-11T19:04:58Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641215763,233,205,5641215701,286,,5641215699,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147587,206,1,1,27,3,f1h34qp5zbfl489q8vnkhiq9s,0,50.6,32.8,2025-04-11T17:28:32.659Z,2025-04-11T17:46:21Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5641215677,3,,5641215689,213,5.51,5641215683,140,51.4,5641215681,56,Center,5641215679,168,,5641215685,141,31.6,5641215687,212,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147597,286,61,1,27,5,dbl7ir1qugqz8nvp1vzn8im50,1,61.3,73.2,2025-04-11T17:28:34.614Z,2025-04-11T17:28:34Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641215747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147663,287,1,1,27,6,dbl7ir1qugqz8nvp1vzn8im50,1,58.2,72.7,2025-04-11T17:28:35.669Z,2025-04-11T17:28:39Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5641216171,212,20.4,5641216167,140,67.5,5641216165,56,Center,5641216173,213,5.21,5641216169,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147635,207,43,1,27,8,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-04-11T17:28:37.587Z,2025-04-11T17:58:33Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641216231,399,5vwzliaibdlhfm38g8v5z0r8p,5641366997,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147669,288,50,1,27,9,dbl7ir1qugqz8nvp1vzn8im50,1,64.4,51.0,2025-04-11T17:28:39.128Z,2025-04-11T17:58:19Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641365531,286,,5641216201,56,Center,5641365881,233,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799175031,377,7,1,27,10,f1h34qp5zbfl489q8vnkhiq9s,0,35.6,49.0,2025-04-11T17:28:39.129Z,2025-04-11T17:58:19Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641365793,56,Back,5641365829,233,288,5641365795,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147687,289,1,1,27,12,dbl7ir1qugqz8nvp1vzn8im50,1,66.2,41.0,2025-04-11T17:28:41.205Z,2025-04-11T17:28:42Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5641216327,141,11.4,5641216325,140,75.2,5641216331,213,5.15,5641216329,212,22.2,5641216323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147709,290,1,1,27,13,dbl7ir1qugqz8nvp1vzn8im50,0,75.2,11.4,2025-04-11T17:28:42.782Z,2025-04-11T17:28:44Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5641216433,140,89.5,5641216439,213,1.01,5641216427,2,,5641216431,56,Center,5641216435,141,46.4,5641216429,155,,5641216437,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147727,208,12,1,27,16,f1h34qp5zbfl489q8vnkhiq9s,1,11.9,59.6,2025-04-11T17:28:45.339Z,2025-04-11T17:53:35Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641216521,56,Back,5641216555,15,,5641216525,141,44.3,5641216529,213,4.83,5641216523,140,13.1,5641216527,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147805,291,50,1,27,22,dbl7ir1qugqz8nvp1vzn8im50,1,87.5,57.6,2025-04-11T17:28:51.942Z,2025-04-11T20:19:21Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641217001,56,Center,5641217003,286,,5641217271,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147827,209,7,1,27,22,f1h34qp5zbfl489q8vnkhiq9s,1,12.5,42.4,2025-04-11T17:28:51.943Z,2025-04-11T19:04:39Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641217213,233,291,5641217155,285,,5641217153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147821,292,3,1,27,24,dbl7ir1qugqz8nvp1vzn8im50,0,87.2,61.0,2025-04-11T17:28:53.565Z,2025-04-11T19:04:40Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5641217107,56,Center,5641217111,286,,5641217391,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147857,210,7,1,27,24,f1h34qp5zbfl489q8vnkhiq9s,1,12.8,39.0,2025-04-11T17:28:53.566Z,2025-04-11T19:04:40Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5641217383,233,292,5641217309,285,,5641217307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147871,212,1,1,27,27,f1h34qp5zbfl489q8vnkhiq9s,1,16.5,37.4,2025-04-11T17:28:56.491Z,2025-04-11T17:28:58Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5641217399,140,19.7,5641217403,212,3.9,5641217397,56,Back,5641217405,213,5.75,5641217401,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147889,213,3,1,27,27,f1h34qp5zbfl489q8vnkhiq9s,1,19.4,32.2,2025-04-11T17:28:57.021Z,2025-04-11T19:04:47Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641217499,233,293,5641217489,56,Back,5641217491,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147865,293,45,1,27,27,dbl7ir1qugqz8nvp1vzn8im50,0,80.6,67.8,2025-04-11T17:28:57.021Z,2025-04-11T19:04:48Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641217345,56,Center,5641217347,286,,5641217505,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147923,214,1,1,27,31,f1h34qp5zbfl489q8vnkhiq9s,1,33.8,12.6,2025-04-11T17:29:00.219Z,2025-04-11T17:29:03Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5641217691,213,0.38,5641217687,141,23.1,5641217683,56,Center,5641217689,212,19.0,5641217685,140,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147927,215,50,1,27,34,f1h34qp5zbfl489q8vnkhiq9s,1,52.4,24.3,2025-04-11T17:29:03.691Z,2025-04-11T19:04:41Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5641217933,233,294,5641217713,56,Center,5641217717,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147957,294,7,1,27,34,dbl7ir1qugqz8nvp1vzn8im50,1,47.6,75.7,2025-04-11T17:29:03.692Z,2025-04-11T19:04:40Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641217859,285,,5641217857,56,Back,5641217919,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799147995,296,1,1,27,37,dbl7ir1qugqz8nvp1vzn8im50,1,61.6,67.2,2025-04-11T17:29:07.046Z,2025-04-11T17:29:09Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641218051,56,Center,5641218059,213,4.88,5641218055,141,56.9,5641218053,140,62.7,5641218057,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148023,297,1,1,27,39,dbl7ir1qugqz8nvp1vzn8im50,1,62.7,56.9,2025-04-11T17:29:08.860Z,2025-04-11T17:29:13Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641218221,213,0.69,5641218213,56,Center,5641218219,212,11.1,5641218215,140,70.9,5641218217,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148083,298,1,1,27,43,dbl7ir1qugqz8nvp1vzn8im50,1,71.4,72.0,2025-04-11T17:29:12.988Z,2025-04-11T17:29:31Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,1.0,,5641219299,210,13,5641218537,213,5.79,5641218535,212,17.3,5641218529,56,Center,5641218943,4,,5641218531,140,85.9,5641219301,154,,5641218533,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148089,299,13,1,27,49,dbl7ir1qugqz8nvp1vzn8im50,1,90.6,55.6,2025-04-11T17:29:18.293Z,2025-04-11T19:33:23Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5641219321,55,298,5641219325,102,41.3,5641219327,103,15.3,5641972305,214,,5641219329,230,93.8,5641218577,17,,5641218575,22,,5641219315,84,,5641219317,29,,5641218579,56,Center,5641219331,231,5641219319,154,5641219043,20,,,,,,,,,,,,53.6,,,,,,,,
2799148339,216,5,1,27,52,f1h34qp5zbfl489q8vnkhiq9s,1,-1.2,44.1,2025-04-11T17:29:21.371Z,2025-04-11T19:05:36Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5641315309,233,412,5641220057,56,Back,5641220059,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799160767,412,5,1,27,52,dbl7ir1qugqz8nvp1vzn8im50,0,101.2,55.9,2025-04-11T17:29:21.371Z,2025-04-11T19:05:37Z,,,,,5641315345,233,216,5641315253,56,Center,5641315255,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148351,217,1,1,28,13,f1h34qp5zbfl489q8vnkhiq9s,1,5.0,63.0,2025-04-11T17:29:42.899Z,2025-04-11T17:29:44Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5641220139,56,Back,5641220151,237,,5641220145,212,6.2,5641220147,213,4.58,5641220141,140,4.2,5641220137,124,,5641220143,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148355,218,1,1,28,14,f1h34qp5zbfl489q8vnkhiq9s,0,3.5,54.2,2025-04-11T17:29:44.107Z,2025-04-11T17:29:44Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5641220175,157,,5641220195,212,40.1,5641220183,140,41.5,5641220179,56,Back,5641220199,213,6.20,5641220187,141,49.1,5641220203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148381,300,1,1,28,16,dbl7ir1qugqz8nvp1vzn8im50,1,53.6,49.7,2025-04-11T17:29:45.165Z,2025-04-11T17:29:47Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5641220311,3,,5641220321,213,0.54,5641220317,141,65.8,5641220319,212,21.4,5641220315,140,71.1,5641220313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148389,301,1,1,28,17,dbl7ir1qugqz8nvp1vzn8im50,1,71.2,65.8,2025-04-11T17:29:47.045Z,2025-04-11T17:29:49Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641220383,156,,5641220361,141,71.1,5641220357,56,Back,5641220365,213,3.01,5641220355,3,,5641220363,212,26.6,5641220359,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148425,303,1,1,28,20,dbl7ir1qugqz8nvp1vzn8im50,1,46.1,71.1,2025-04-11T17:29:49.589Z,2025-04-11T17:29:50Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641220569,213,1.78,5641220561,141,79.1,5641220551,56,Back,5641220565,212,5.6,5641220557,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148439,304,1,1,28,21,dbl7ir1qugqz8nvp1vzn8im50,1,45.0,79.1,2025-04-11T17:29:50.341Z,2025-04-11T17:29:51Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641220609,56,Center,5641220613,141,75.0,5641220611,140,51.7,5641220617,213,5.91,5641220615,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148475,305,1,1,28,23,dbl7ir1qugqz8nvp1vzn8im50,1,47.1,73.9,2025-04-11T17:29:52.821Z,2025-04-11T17:29:54Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641220811,141,90.8,5641220807,56,Left,5641220809,140,64.0,5641220813,212,21.1,5641220815,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148479,306,1,1,28,25,dbl7ir1qugqz8nvp1vzn8im50,0,64.0,90.8,2025-04-11T17:29:54.437Z,2025-04-11T17:29:55Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5641220833,141,65.8,5641220839,213,5.33,5641220825,155,,5641220827,56,Center,5641220829,140,75.6,5641220837,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148501,219,1,1,28,26,f1h34qp5zbfl489q8vnkhiq9s,0,26.9,29.7,2025-04-11T17:29:56.107Z,2025-04-11T17:29:56Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5641220953,213,0.76,5641220951,212,9.4,5641220943,3,,5641220949,141,39.2,5641220945,56,Back,5641220947,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148529,307,1,1,28,28,dbl7ir1qugqz8nvp1vzn8im50,1,74.8,62.4,2025-04-11T17:29:57.941Z,2025-04-11T17:29:59Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5641221117,213,2.37,5641221115,212,10.2,5641221111,140,67.8,5641221113,141,72.9,5641221109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148541,308,1,1,28,29,dbl7ir1qugqz8nvp1vzn8im50,1,67.8,72.9,2025-04-11T17:29:59.054Z,2025-04-11T17:30:00Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5641221211,213,3.73,5641221207,141,61.7,5641221205,140,57.0,5641221209,212,13.7,5641221203,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148655,309,1,1,28,31,dbl7ir1qugqz8nvp1vzn8im50,1,55.3,58.7,2025-04-11T17:30:00.484Z,2025-04-11T17:30:10Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5641221857,1,,5641221853,213,4.88,5641221849,141,11.7,5641221845,56,Right,5641221847,140,60.6,5641221851,212,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148691,310,1,1,28,40,dbl7ir1qugqz8nvp1vzn8im50,1,62.7,28.9,2025-04-11T17:30:09.861Z,2025-04-11T17:30:12Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5641222041,213,1.44,5641222039,212,8.9,5641222035,140,63.8,5641222033,56,Center,5641222037,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148759,311,1,1,28,42,dbl7ir1qugqz8nvp1vzn8im50,1,63.8,42.1,2025-04-11T17:30:11.984Z,2025-04-11T17:30:16Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5641222363,213,2.48,5641222359,212,21.2,5641222355,141,61.2,5641222347,56,Back,5641222351,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148815,312,1,1,28,47,dbl7ir1qugqz8nvp1vzn8im50,1,53.1,51.0,2025-04-11T17:30:16.373Z,2025-04-11T17:30:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5641222715,1,,5641222711,212,40.4,5641222705,56,Right,5641222707,140,82.3,5641222713,213,5.57,5641222709,141,12.2,5641222703,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799148853,313,1,1,28,51,dbl7ir1qugqz8nvp1vzn8im50,0,81.6,13.8,2025-04-11T17:30:20.869Z,2025-04-11T17:30:22Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5641222907,213,1.35,5641222905,212,12.5,5641222903,141,31.8,5641222895,56,Center,5641222899,140,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
