id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2793557305,172,1,1,15,31,b2vft81kyjurzbmekvgrqwr64,1,44.4,27.3,2025-03-30T12:18:09.911Z,2025-03-30T12:18:14Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610267591,140,61.5,5610267589,56,Center,5610267593,141,36.6,5610267595,212,19.0,5610267597,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557279,163,43,1,15,33,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-30T12:18:12.033Z,2025-03-30T12:18:15Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5610267487,56,Back,5610267799,144,45,5610267491,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557315,173,4,1,15,34,b2vft81kyjurzbmekvgrqwr64,1,61.4,39.3,2025-03-30T12:18:13.497Z,2025-03-30T12:18:22Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5610267821,286,,5610267819,152,,5610267817,56,Center,5610267837,233,164,5610267813,13,,5610267815,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557291,164,4,1,15,34,bd4qakf7j0wwie8wke9km7uj8,0,38.6,60.7,2025-03-30T12:18:13.498Z,2025-03-30T12:18:21Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5610268165,295,,5610268015,233,173,5610267639,56,Back,5610267645,285,,5610267637,13,,5610267641,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557453,174,1,1,15,42,b2vft81kyjurzbmekvgrqwr64,1,55.6,46.7,2025-03-30T12:18:21.040Z,2025-03-30T12:18:24Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5610268465,140,70.6,5610268463,56,Center,5610268461,152,,5610268471,213,0.70,5610268469,212,20.6,5610268467,141,66.3,5610268459,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557517,175,1,1,15,45,b2vft81kyjurzbmekvgrqwr64,1,71.5,57.2,2025-03-30T12:18:23.920Z,2025-03-30T12:18:27Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610268735,212,25.9,5610268733,141,84.7,5610268731,140,88.6,5610268737,213,0.81,5610268729,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557561,176,1,1,15,48,b2vft81kyjurzbmekvgrqwr64,1,89.0,85.0,2025-03-30T12:18:27.119Z,2025-03-30T12:18:44Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,1.0,,5610268987,155,,5610270115,154,,5610268999,213,4.78,5610268989,56,Center,5610268991,140,90.4,5610268993,141,52.4,5610268997,212,22.2,5610268985,2,,5610270113,210,13,,,,,,,,,,,,,,,,,,,,,
2793557585,177,44,1,15,49,b2vft81kyjurzbmekvgrqwr64,1,92.6,52.9,2025-03-30T12:18:28.297Z,2025-03-30T14:14:22Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5610269121,56,Center,5610269123,286,,5610269217,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557551,165,44,1,15,49,bd4qakf7j0wwie8wke9km7uj8,0,7.4,47.1,2025-03-30T12:18:28.298Z,2025-03-30T14:14:22Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5610268923,285,,5610268921,56,Back,5610269253,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557599,178,13,1,15,49,b2vft81kyjurzbmekvgrqwr64,1,92.6,52.1,2025-03-30T12:18:28.464Z,2025-03-30T19:40:05Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5610270147,73,,5610269679,15,,5610270163,231,50.5,5610269179,56,Center,5610270161,230,98.4,5610270149,29,,5610269177,17,,5610270157,102,59.5,5610269175,22,,5610270153,55,176,5610270151,154,5610270159,103,5610269683,328,,26.4,,,,,,,,,,
2793557649,166,5,1,15,50,bd4qakf7j0wwie8wke9km7uj8,1,-0.9,39.3,2025-03-30T12:18:29.467Z,2025-03-30T14:08:30Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5610269697,233,179,5610269455,56,Back,5610269457,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557685,179,5,1,15,50,b2vft81kyjurzbmekvgrqwr64,0,100.9,60.7,2025-03-30T12:18:29.467Z,2025-03-30T14:08:31Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5610269709,233,166,5610269655,56,Center,5610269657,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793557997,167,1,1,16,19,bd4qakf7j0wwie8wke9km7uj8,0,4.7,46.1,2025-03-30T12:18:58.826Z,2025-03-30T12:19:06Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5610271571,140,59.0,5610271573,141,26.4,5610271583,74,,5610271577,213,6.05,5610271569,56,Center,5610271575,212,58.6,5610271567,124,,5610271579,1,,,,,,,,,,,,,,,,,,,,,,,,,
2793557995,180,44,1,16,25,b2vft81kyjurzbmekvgrqwr64,1,41.3,70.9,2025-03-30T12:19:03.871Z,2025-03-30T14:14:23Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5610271727,233,168,5610271565,285,,5610271563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558003,168,44,1,16,25,bd4qakf7j0wwie8wke9km7uj8,0,58.7,29.1,2025-03-30T12:19:03.872Z,2025-03-30T14:14:23Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5610271933,233,180,5610271603,286,,5610271601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558013,181,1,1,16,25,b2vft81kyjurzbmekvgrqwr64,0,44.0,45.5,2025-03-30T12:19:04.439Z,2025-03-30T14:18:57Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5610271651,140,47.1,5610271653,141,100.0,5610271657,213,1.49,5610271647,3,,5610271655,212,38.6,5610271649,56,Back,5610271659,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558039,169,5,1,16,27,bd4qakf7j0wwie8wke9km7uj8,1,53.9,-1.7,2025-03-30T12:19:06.529Z,2025-03-30T14:08:31Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5610271905,233,182,5610271827,347,,5610271825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558021,182,5,1,16,27,b2vft81kyjurzbmekvgrqwr64,0,46.1,101.7,2025-03-30T12:19:06.529Z,2025-03-30T14:08:31Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5610271975,233,169,5610271707,56,Back,5610271709,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558123,170,1,1,16,31,bd4qakf7j0wwie8wke9km7uj8,1,55.4,0.0,2025-03-30T12:19:09.986Z,2025-03-30T12:19:14Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5610272307,56,Back,5610272323,1,,5610272321,213,2.80,5610272303,107,,5610272317,212,23.3,5610272313,141,10.3,5610272311,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558149,171,1,1,16,35,bd4qakf7j0wwie8wke9km7uj8,1,32.3,16.4,2025-03-30T12:19:13.874Z,2025-03-30T12:19:17Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5610272471,1,,5610272461,56,Back,5610272465,141,66.3,5610272463,140,29.5,5610272467,212,34.1,5610272469,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558187,172,1,1,16,38,bd4qakf7j0wwie8wke9km7uj8,1,32.4,67.5,2025-03-30T12:19:17.153Z,2025-03-30T12:19:20Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610272715,212,20.5,5610272719,213,3.89,5610272705,56,Back,5610272713,141,47.0,5610272709,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558321,173,1,1,16,41,bd4qakf7j0wwie8wke9km7uj8,1,18.1,47.0,2025-03-30T12:19:20.761Z,2025-03-30T12:19:29Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5610273515,212,25.4,5610273511,140,25.7,5610273513,141,82.4,5610273509,56,Back,5610273517,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558335,174,1,1,16,50,bd4qakf7j0wwie8wke9km7uj8,1,54.5,96.6,2025-03-30T12:19:29.097Z,2025-03-30T12:19:31Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610273595,212,5.6,5610273593,141,88.4,5610273589,56,Left,5610273591,140,54.5,5610273601,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558351,175,1,1,16,52,bd4qakf7j0wwie8wke9km7uj8,1,54.2,88.4,2025-03-30T12:19:30.945Z,2025-03-30T12:19:32Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5610273707,213,0.52,5610273699,140,61.0,5610273697,56,Left,5610273705,212,8.2,5610273703,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558371,176,1,1,16,53,bd4qakf7j0wwie8wke9km7uj8,0,61.0,94.4,2025-03-30T12:19:31.889Z,2025-03-30T12:19:33Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5610273807,141,83.9,5610273809,212,10.7,5610273805,140,68.6,5610273803,56,Left,5610273811,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558421,184,1,1,16,54,b2vft81kyjurzbmekvgrqwr64,1,22.7,29.7,2025-03-30T12:19:33.055Z,2025-03-30T12:19:36Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610274069,212,23.5,5610274067,141,63.9,5610274065,140,26.1,5610274063,56,Back,5610274071,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558479,185,1,1,16,57,b2vft81kyjurzbmekvgrqwr64,1,25.9,63.6,2025-03-30T12:19:36.071Z,2025-03-30T12:19:39Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610274399,56,Back,5610274407,213,4.70,5610274401,140,25.7,5610274405,212,14.8,5610274403,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558515,186,1,1,17,0,b2vft81kyjurzbmekvgrqwr64,1,23.9,41.5,2025-03-30T12:19:39.464Z,2025-03-30T12:19:41Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610274595,56,Back,5610274601,212,26.8,5610274605,213,5.74,5610274599,141,21.3,5610274597,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558555,187,1,1,17,2,b2vft81kyjurzbmekvgrqwr64,1,45.8,21.3,2025-03-30T12:19:41.007Z,2025-03-30T12:19:44Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610274815,141,36.1,5610274807,56,Back,5610274819,212,27.1,5610274823,213,2.76,5610274837,156,,5610274811,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558567,188,43,1,17,5,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-30T12:19:44.239Z,2025-03-30T12:19:48Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610274899,56,Back,5610275427,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558711,189,1,1,17,7,b2vft81kyjurzbmekvgrqwr64,1,22.9,38.6,2025-03-30T12:19:45.983Z,2025-03-30T12:19:52Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610275733,140,24.6,5610275731,56,Back,5610275737,212,19.9,5610275735,141,67.8,5610275739,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558725,190,1,1,17,13,b2vft81kyjurzbmekvgrqwr64,1,31.0,68.8,2025-03-30T12:19:52.352Z,2025-03-30T12:19:53Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610275807,1,,5610275797,56,Back,5610275803,212,36.2,5610275805,213,5.05,5610275799,140,42.5,5610275801,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558759,191,1,1,17,14,b2vft81kyjurzbmekvgrqwr64,1,42.5,18.6,2025-03-30T12:19:53.191Z,2025-03-30T12:19:57Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610276005,140,60.5,5610276011,213,0.03,5610276009,212,18.9,5610276003,56,Right,5610276007,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558779,192,1,1,17,17,b2vft81kyjurzbmekvgrqwr64,1,60.9,19.7,2025-03-30T12:19:56.839Z,2025-03-30T12:19:58Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610276099,140,82.4,5610276103,212,24.7,5610276105,213,5.87,5610276101,141,5.0,5610276097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558833,193,1,1,17,19,b2vft81kyjurzbmekvgrqwr64,1,82.4,5.0,2025-03-30T12:19:58.111Z,2025-03-30T12:20:01Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5610276407,213,2.45,5610276399,140,72.1,5610276403,212,14.1,5610276401,141,18.3,5610276397,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558899,194,1,1,17,22,b2vft81kyjurzbmekvgrqwr64,1,72.1,18.3,2025-03-30T12:20:00.847Z,2025-03-30T12:20:05Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610276807,140,53.8,5610276805,56,Center,5610276813,213,2.63,5610276811,212,22.0,5610276809,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558933,195,1,1,17,26,b2vft81kyjurzbmekvgrqwr64,1,53.8,34.2,2025-03-30T12:20:05.647Z,2025-03-30T12:20:08Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5610276977,140,56.2,5610276983,213,4.91,5610276981,212,13.2,5610276979,141,15.2,5610276975,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793558997,196,1,1,17,29,b2vft81kyjurzbmekvgrqwr64,1,56.2,15.2,2025-03-30T12:20:08.007Z,2025-03-30T12:20:11Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610277331,213,1.94,5610277323,56,Back,5610277325,140,47.5,5610277327,141,49.7,5610277329,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559041,197,1,1,17,32,b2vft81kyjurzbmekvgrqwr64,1,47.5,49.7,2025-03-30T12:20:11.159Z,2025-03-30T12:20:14Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610277559,213,0.97,5610277557,212,26.7,5610277555,141,82.0,5610277553,140,61.9,5610277551,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559061,198,1,1,17,35,b2vft81kyjurzbmekvgrqwr64,1,63.7,82.0,2025-03-30T12:20:14.159Z,2025-03-30T12:20:16Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610277713,212,15.7,5610277705,56,Left,5610277717,213,0.51,5610277709,141,93.3,5610277707,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559115,199,1,1,17,37,b2vft81kyjurzbmekvgrqwr64,1,76.7,93.3,2025-03-30T12:20:16.096Z,2025-03-30T12:20:19Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5610277997,141,79.3,5610278001,213,3.74,5610277993,56,Left,5610277999,212,17.0,5610277995,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559171,200,1,1,17,40,b2vft81kyjurzbmekvgrqwr64,1,63.3,79.3,2025-03-30T12:20:19.399Z,2025-03-30T12:20:23Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610278327,140,51.3,5610278325,56,Center,5610278331,212,21.0,5610278333,213,4.07,5610278329,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559215,201,1,1,17,44,b2vft81kyjurzbmekvgrqwr64,1,51.3,54.6,2025-03-30T12:20:23.511Z,2025-03-30T12:20:29Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610278613,213,1.06,5610278605,140,61.5,5610278611,212,21.9,5610278609,141,82.7,5610278603,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559251,202,1,1,17,50,b2vft81kyjurzbmekvgrqwr64,1,57.2,73.8,2025-03-30T12:20:28.975Z,2025-03-30T12:20:33Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5610278853,141,43.4,5610278855,212,23.5,5610278851,140,46.5,5610278849,56,Back,5610278857,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559269,203,1,1,17,54,b2vft81kyjurzbmekvgrqwr64,1,46.5,43.6,2025-03-30T12:20:33.807Z,2025-03-30T12:20:35Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5610278983,140,58.6,5610278981,56,Center,5610278987,212,13.5,5610278985,141,50.1,5610278989,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559301,204,1,1,17,56,b2vft81kyjurzbmekvgrqwr64,1,58.6,50.1,2025-03-30T12:20:35.479Z,2025-03-30T12:20:37Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610279167,212,25.6,5610279169,213,4.20,5610279165,141,17.4,5610279163,140,46.6,5610279161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559385,205,1,1,17,58,b2vft81kyjurzbmekvgrqwr64,1,46.6,17.4,2025-03-30T12:20:37.175Z,2025-03-30T12:20:43Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5610279685,56,Right,5610279693,212,21.2,5610279695,213,5.94,5610279689,141,6.8,5610279687,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559417,206,1,1,18,4,b2vft81kyjurzbmekvgrqwr64,1,76.7,19.1,2025-03-30T12:20:43.350Z,2025-03-30T12:20:47Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5610279869,212,18.9,5610279899,4,,5610279865,140,93.1,5610279871,213,0.42,5610279867,141,30.4,5610279863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559489,207,1,1,18,8,b2vft81kyjurzbmekvgrqwr64,0,95.7,17.3,2025-03-30T12:20:46.983Z,2025-03-30T12:20:49Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5610280187,140,94.6,5610280347,286,,5610280341,236,,5610280181,2,,5610280343,233,177,5610280193,213,1.76,5610280191,212,6.1,5610280189,141,26.1,5610280185,56,Center,,,,,,,,,,,,,,,,,,,,,
2793559473,177,12,1,18,8,bd4qakf7j0wwie8wke9km7uj8,1,4.6,80.5,2025-03-30T12:20:47.083Z,2025-03-30T12:20:50Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5610280109,56,Back,5610280107,185,,5610280363,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559497,178,6,1,18,9,bd4qakf7j0wwie8wke9km7uj8,0,5.0,77.8,2025-03-30T12:20:48.170Z,2025-03-30T12:20:54Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5610280313,73,,5610280491,233,208,5610280309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559521,208,6,1,18,9,b2vft81kyjurzbmekvgrqwr64,1,95.0,22.2,2025-03-30T12:20:48.170Z,2025-03-30T14:09:05Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5610280429,56,Center,5610280457,233,178,5610280431,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559881,209,1,1,18,37,b2vft81kyjurzbmekvgrqwr64,0,99.5,0.5,2025-03-30T12:21:16.823Z,2025-03-30T12:21:19Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5610282397,56,Center,5610282405,213,1.93,5610282393,155,,5610282389,2,,5610282391,6,,5610282399,140,88.1,5610282407,1,,5610282401,141,47.2,5610282403,212,33.9,5610282395,224,,,,,,,,,,,,,,,,,,,
2793559901,179,12,1,18,42,bd4qakf7j0wwie8wke9km7uj8,1,8.5,44.0,2025-03-30T12:21:21.650Z,2025-03-30T13:00:41Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5610282579,15,,5610282539,140,23.7,5610282537,56,Back,5610282541,141,36.6,5610282543,212,16.7,5610282545,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793559979,210,3,1,18,44,b2vft81kyjurzbmekvgrqwr64,1,77.3,64.2,2025-03-30T12:21:22.844Z,2025-03-30T14:09:05Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5610282987,286,,5610477491,233,441,5610282985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793596551,441,45,1,18,44,bd4qakf7j0wwie8wke9km7uj8,0,22.7,35.8,2025-03-30T12:21:22.844Z,2025-03-30T14:09:05Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5610477475,56,Back,5610477531,233,210,5610477477,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597349,495,15,1,18,45,b2vft81kyjurzbmekvgrqwr64,1,80.8,63.6,2025-03-30T12:21:23.844Z,2025-03-30T19:41:26Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5610481787,82,,5610482523,230,98.5,5610482521,147,62.1,5610481509,56,Center,5610482515,103,19,5612640183,76,,5610481781,72,,5610481507,18,,5610482533,233,442,5610482519,146,83.6,5612640177,25,5610482525,231,5610482517,458,,52.7,5610482513,102,53.2,,,,,,,
2793596607,442,10,1,18,45,bd4qakf7j0wwie8wke9km7uj8,1,8.9,43.7,2025-03-30T12:21:23.944Z,2025-03-30T13:01:02Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5610477875,56,Back,5610482545,233,495,5610478149,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560009,181,1,1,18,48,bd4qakf7j0wwie8wke9km7uj8,1,30.8,34.5,2025-03-30T12:21:26.970Z,2025-03-30T13:00:36Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5610283159,140,45.9,5610283171,213,0.75,5610283155,56,Back,5610283167,212,21.8,5610283163,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560113,182,1,1,18,51,bd4qakf7j0wwie8wke9km7uj8,1,58.0,51.8,2025-03-30T12:21:30.402Z,2025-03-30T12:21:38Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5610283757,141,11.9,5610283759,212,31.6,5610283761,213,5.25,5610283755,140,73.5,5610283753,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560133,183,1,1,18,59,bd4qakf7j0wwie8wke9km7uj8,1,84.6,25.8,2025-03-30T12:21:38.658Z,2025-03-30T12:21:41Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5610283873,141,20.4,5610283875,212,14.3,5610283871,140,71.4,5610283869,56,Right,5610283877,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560161,184,1,1,19,2,bd4qakf7j0wwie8wke9km7uj8,1,71.4,20.4,2025-03-30T12:21:40.954Z,2025-03-30T12:21:42Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5610284035,140,68.7,5610284033,56,Center,5610284039,212,12.3,5610284041,213,1.80,5610284037,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560171,185,1,1,19,3,bd4qakf7j0wwie8wke9km7uj8,1,71.3,38.2,2025-03-30T12:21:42.690Z,2025-03-30T12:21:44Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5610284077,140,73.3,5610284081,212,17.1,5610284083,213,1.45,5610284079,141,63.1,5610284075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560199,186,1,1,19,5,bd4qakf7j0wwie8wke9km7uj8,1,73.3,63.1,2025-03-30T12:21:44.794Z,2025-03-30T12:21:46Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5610284215,213,3.79,5610284207,56,Center,5610284211,141,46.6,5610284213,212,18.5,5610284209,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560233,187,1,1,19,7,bd4qakf7j0wwie8wke9km7uj8,1,63.0,57.6,2025-03-30T12:21:46.507Z,2025-03-30T12:21:50Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5610284411,212,30.6,5610284405,56,Left,5610284413,213,0.96,5610284409,141,94.4,5610284407,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560267,188,1,1,19,11,bd4qakf7j0wwie8wke9km7uj8,1,79.8,94.4,2025-03-30T12:21:50.146Z,2025-03-30T12:21:52Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5610284585,141,80.9,5610284589,213,4.70,5610284581,56,Left,5610284583,140,79.7,5610284587,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560293,189,1,1,19,13,bd4qakf7j0wwie8wke9km7uj8,1,82.6,88.4,2025-03-30T12:21:52.794Z,2025-03-30T12:21:55Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5610284723,141,97.2,5610284725,212,6.8,5610284719,56,Left,5610284721,140,79.5,5610284727,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560319,190,1,1,19,16,bd4qakf7j0wwie8wke9km7uj8,1,80.9,96.6,2025-03-30T12:21:55.026Z,2025-03-30T12:21:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5610284849,56,Center,5610284857,213,4.21,5610284855,212,19.3,5610284853,141,71.7,5610284851,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793560345,191,1,1,19,19,bd4qakf7j0wwie8wke9km7uj8,1,72.1,70.6,2025-03-30T12:21:58.138Z,2025-03-30T12:22:00Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5610284971,56,Left,5610284973,140,78.0,5610284975,141,97.8,5610284977,212,19.5,5610284979,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
