id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/14/value
2801940899,121,1,1,10,51,6wwwud48qahpwrfxs20334qk5,1,22.5,57.9,2025-04-16T16:42:07.585Z,2025-04-16T16:42:14Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656495407,213,0.81,5656495401,140,43.6,5656495405,212,32.1,5656495411,1,,5656495403,141,92.1,5656495399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940901,122,1,1,10,58,6wwwud48qahpwrfxs20334qk5,1,61.5,94.4,2025-04-16T16:42:14.706Z,2025-04-16T16:42:18Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656495419,140,57.2,5656495417,56,Center,5656495423,212,15.0,5656495421,141,73.3,5656495425,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940909,123,1,1,11,1,6wwwud48qahpwrfxs20334qk5,1,57.2,73.3,2025-04-16T16:42:17.809Z,2025-04-16T16:42:19Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656495465,141,78.4,5656495461,56,Back,5656495463,140,45.3,5656495467,212,13.0,5656495469,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940919,124,1,1,11,3,6wwwud48qahpwrfxs20334qk5,1,45.3,78.4,2025-04-16T16:42:19.273Z,2025-04-16T16:42:25Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656495533,140,38.5,5656495539,213,4.38,5656495535,141,48.2,5656495531,56,Back,5656495537,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940923,125,1,1,11,9,6wwwud48qahpwrfxs20334qk5,1,44.3,37.7,2025-04-16T16:42:25.161Z,2025-04-16T16:42:28Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656495563,56,Back,5656495569,212,17.1,5656495571,213,2.08,5656495565,140,36.4,5656495567,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940935,126,1,1,11,12,6wwwud48qahpwrfxs20334qk5,1,35.7,54.3,2025-04-16T16:42:27.945Z,2025-04-16T16:42:34Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656495625,213,4.53,5656495621,141,30.1,5656495623,212,16.7,5656495619,140,32.8,5656495617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940937,127,1,1,11,17,6wwwud48qahpwrfxs20334qk5,1,36.1,30.3,2025-04-16T16:42:33.841Z,2025-04-16T16:42:40Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656495659,213,2.72,5656495657,212,24.3,5656495653,140,15.0,5656495651,56,Back,5656495655,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940945,128,1,1,11,24,6wwwud48qahpwrfxs20334qk5,1,17.6,49.7,2025-04-16T16:42:40.489Z,2025-04-16T16:42:43Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656495685,212,13.6,5656495681,140,16.5,5656495683,141,29.7,5656495679,56,Back,5656495687,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940949,129,1,1,11,27,6wwwud48qahpwrfxs20334qk5,1,21.6,31.8,2025-04-16T16:42:43.529Z,2025-04-16T16:42:45Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656495711,141,12.0,5656495713,212,15.5,5656495707,56,Back,5656495715,213,5.24,5656495709,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940957,130,1,1,11,29,6wwwud48qahpwrfxs20334qk5,1,29.0,12.0,2025-04-16T16:42:45.209Z,2025-04-16T16:42:50Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5656495777,141,31.0,5656495781,213,1.21,5656495775,140,33.6,5656495779,212,13.8,5656495773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940963,131,1,1,11,33,6wwwud48qahpwrfxs20334qk5,1,33.9,31.9,2025-04-16T16:42:49.913Z,2025-04-16T16:42:53Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656495823,212,10.4,5656495821,141,39.2,5656495825,213,2.64,5656495817,56,Back,5656495819,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940971,132,1,1,11,37,6wwwud48qahpwrfxs20334qk5,1,26.5,35.7,2025-04-16T16:42:53.226Z,2025-04-16T16:42:57Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656495909,213,5.26,5656495903,140,34.6,5656495907,212,16.3,5656495905,141,15.3,5656495901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940977,133,1,1,11,41,6wwwud48qahpwrfxs20334qk5,1,39.0,13.2,2025-04-16T16:42:57.377Z,2025-04-16T16:42:58Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5656495933,212,18.2,5656495927,56,Center,5656495935,213,0.58,5656495931,141,27.9,5656495929,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940987,134,1,1,11,42,6wwwud48qahpwrfxs20334qk5,1,53.8,27.7,2025-04-16T16:42:58.690Z,2025-04-16T16:43:03Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656495993,212,12.7,5656495989,140,63.2,5656495995,213,5.60,5656495991,141,15.9,5656495987,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940989,135,3,1,11,47,6wwwud48qahpwrfxs20334qk5,0,67.2,15.4,2025-04-16T16:43:03.290Z,2025-04-17T15:11:07Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656495999,56,Right,5656496059,233,106,5656496001,286,,5657865701,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940997,106,7,1,11,47,8gxd9ry2580pu1b1dd5ny9ymy,1,32.8,84.6,2025-04-16T16:43:03.291Z,2025-04-17T15:11:03Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5657865639,383,,5657865641,178,,5656496035,167,,5656496053,233,135,5656496045,285,,5656496039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941003,107,5,1,11,49,8gxd9ry2580pu1b1dd5ny9ymy,0,33.5,101.4,2025-04-16T16:43:05.898Z,2025-04-16T18:29:33Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5656496087,347,,5656496145,233,136,5656496085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941013,136,5,1,11,49,6wwwud48qahpwrfxs20334qk5,1,66.5,-1.4,2025-04-16T16:43:05.898Z,2025-04-16T16:43:17Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656496139,347,,5656496137,56,Right,5656496141,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941015,137,1,1,12,0,6wwwud48qahpwrfxs20334qk5,1,61.9,0.0,2025-04-16T16:43:16.113Z,2025-04-16T16:43:18Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5656496153,56,Right,5656496159,212,23.9,5656496161,213,0.19,5656496151,107,,5656496155,140,84.3,5656496169,189,,5656496163,1,,5656496157,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941021,138,1,1,12,3,6wwwud48qahpwrfxs20334qk5,0,94.0,5.5,2025-04-16T16:43:19.250Z,2025-04-16T18:44:43Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656496189,56,Right,5656496197,213,0.66,5656496195,212,10.1,5656496193,141,14.6,5656496191,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941029,108,5,1,12,4,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.6,85.1,2025-04-16T16:43:20.159Z,2025-04-16T16:43:32Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656496241,346,,5656496253,233,139,5656496239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941031,139,5,1,12,4,6wwwud48qahpwrfxs20334qk5,0,101.6,14.9,2025-04-16T16:43:20.159Z,2025-04-16T18:29:33Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656496251,346,,5656496249,56,Right,5656496263,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941047,109,1,1,12,35,8gxd9ry2580pu1b1dd5ny9ymy,0,4.4,58.1,2025-04-16T16:43:51.751Z,2025-04-16T16:43:54Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656496393,213,0.12,5656496383,124,,5656496389,141,68.5,5656496391,212,59.2,5656496395,1,,5656496385,56,Center,5656496387,140,60.4,5656496397,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941049,140,1,1,12,40,6wwwud48qahpwrfxs20334qk5,0,41.9,37.0,2025-04-16T16:43:56.314Z,2025-04-16T16:43:56Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656496417,213,5.73,5656496415,212,20.2,5656496413,141,21.5,5656496407,3,,5656496411,140,58.3,5656496409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941051,110,1,1,12,41,8gxd9ry2580pu1b1dd5ny9ymy,1,32.1,79.4,2025-04-16T16:43:57.087Z,2025-04-16T16:44:00Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656496427,141,79.9,5656496425,140,60.1,5656496421,3,,5656496429,212,29.4,5656496423,56,Left,5656496431,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941053,111,1,1,12,44,8gxd9ry2580pu1b1dd5ny9ymy,1,58.2,84.7,2025-04-16T16:44:00.119Z,2025-04-16T16:44:02Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5656496441,141,91.5,5656496443,212,10.0,5656496437,56,Left,5656496445,213,0.48,5656496439,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941055,112,1,1,12,46,8gxd9ry2580pu1b1dd5ny9ymy,0,67.5,90.5,2025-04-16T16:44:02.759Z,2025-04-16T16:44:04Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5656496451,168,,5656496453,56,Left,5656496455,140,76.2,5656496461,213,6.04,5656496457,141,87.1,5656496459,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941065,141,1,1,12,47,6wwwud48qahpwrfxs20334qk5,0,31.9,13.5,2025-04-16T16:44:03.643Z,2025-04-16T16:44:07Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656496497,141,14.1,5656496501,213,0.01,5656496495,140,61.0,5656496491,157,,5656496499,212,30.6,5656496503,1,,5656496493,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941063,113,44,1,12,49,8gxd9ry2580pu1b1dd5ny9ymy,1,36.5,77.8,2025-04-16T16:44:05.191Z,2025-04-16T18:28:59Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656496485,56,Back,5656496531,233,142,5656496487,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941067,142,44,1,12,49,6wwwud48qahpwrfxs20334qk5,0,63.5,22.2,2025-04-16T16:44:05.192Z,2025-04-16T18:29:00Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656496509,56,Center,5656496535,233,113,5656496511,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941071,114,1,1,12,49,8gxd9ry2580pu1b1dd5ny9ymy,1,32.5,64.3,2025-04-16T16:44:05.439Z,2025-04-16T16:44:08Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656496547,141,61.1,5656496545,140,36.4,5656496541,3,,5656496549,212,4.6,5656496551,213,5.79,5656496543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941077,115,1,1,12,52,8gxd9ry2580pu1b1dd5ny9ymy,1,36.3,60.3,2025-04-16T16:44:08.183Z,2025-04-16T16:44:10Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656496583,140,25.2,5656496579,155,,5656496589,213,4.22,5656496585,141,28.2,5656496581,56,Back,5656496587,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941081,116,1,1,12,54,8gxd9ry2580pu1b1dd5ny9ymy,0,26.2,25.8,2025-04-16T16:44:10.607Z,2025-04-16T16:44:13Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5656496619,213,0.57,5656496617,212,45.4,5656496611,56,Center,5656496613,140,62.6,5656496615,141,61.8,5656496621,1,,5656496609,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941095,143,1,1,12,59,6wwwud48qahpwrfxs20334qk5,1,31.2,26.5,2025-04-16T16:44:15.265Z,2025-04-16T16:44:18Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5656496687,141,35.4,5656496691,213,2.84,5656496685,140,12.9,5656496689,212,20.1,5656496683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941107,145,1,1,13,3,6wwwud48qahpwrfxs20334qk5,1,12.9,35.4,2025-04-16T16:44:19.066Z,2025-04-16T16:44:24Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656496717,155,,5656496727,213,5.60,5656496719,56,Back,5656496725,212,31.8,5656496721,140,36.3,5656496723,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941113,146,50,1,13,6,6wwwud48qahpwrfxs20334qk5,1,53.3,13.6,2025-04-16T16:44:22.894Z,2025-04-16T19:10:02Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5656522831,286,,5656496733,56,Right,5656522889,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941103,117,7,1,13,6,8gxd9ry2580pu1b1dd5ny9ymy,0,46.7,86.4,2025-04-16T16:44:22.895Z,2025-04-17T15:12:50Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5656522871,285,,5656522873,233,146,5656522869,56,Back,5657867181,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801945343,429,1,1,13,6,6wwwud48qahpwrfxs20334qk5,0,63.0,10.5,2025-04-16T16:44:22.918Z,2025-04-16T17:20:16Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656523745,140,66.5,5656523747,141,13.7,5656523743,56,Right,5656523751,213,0.53,5656523851,233,447,5656523855,286,,5656523749,212,4.3,5656523849,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801945359,447,74,1,13,7,8gxd9ry2580pu1b1dd5ny9ymy,1,37.6,84.0,2025-04-16T16:44:22.919Z,2025-04-16T17:20:15Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656523847,285,,5656523857,233,429,5656523845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941115,119,1,1,13,9,8gxd9ry2580pu1b1dd5ny9ymy,1,41.5,92.4,2025-04-16T16:44:25.007Z,2025-04-16T16:44:26Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656496755,140,49.2,5656496757,141,88.6,5656496753,56,Back,5656496761,213,5.97,5656496759,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941123,120,1,1,13,10,8gxd9ry2580pu1b1dd5ny9ymy,1,53.4,87.2,2025-04-16T16:44:26.720Z,2025-04-16T16:44:31Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,5656496797,213,5.05,5656496795,212,17.7,5656496791,140,59.0,5656496789,56,Center,5656496793,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941125,121,50,1,13,12,8gxd9ry2580pu1b1dd5ny9ymy,1,54.4,67.0,2025-04-16T16:44:28.918Z,2025-04-16T19:10:01Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656524609,233,430,5656496801,56,Center,5656496803,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801945601,430,7,1,13,13,6wwwud48qahpwrfxs20334qk5,1,45.6,33.0,2025-04-16T16:44:28.919Z,2025-04-17T15:13:25Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,5657867567,178,,5656524599,56,Back,5657867565,383,,5656524601,285,,5656524603,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941441,159,1,1,13,14,8gxd9ry2580pu1b1dd5ny9ymy,0,58.1,66.2,2025-04-16T16:44:30.459Z,2025-04-16T19:09:59Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656525003,212,5.7,5656525239,236,,5656525241,233,431,5656499039,56,Center,5656525245,286,,5656525005,213,0.00,5656525001,141,66.2,5656524999,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801945747,431,74,1,13,14,6wwwud48qahpwrfxs20334qk5,1,47.3,35.7,2025-04-16T16:44:30.460Z,2025-04-16T19:09:57Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656525235,56,Back,5656525267,233,159,5656525237,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941135,148,43,1,13,18,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-16T16:44:34.762Z,2025-04-16T17:22:56Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656496855,212,24.9,5656496851,140,57.9,5656496857,213,0.85,5656496849,56,Center,5656496853,141,57.5,5656525465,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941137,149,1,1,13,20,6wwwud48qahpwrfxs20334qk5,1,57.9,57.5,2025-04-16T16:44:36.186Z,2025-04-16T16:44:36Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656496867,212,15.6,5656496869,213,6.15,5656496863,140,72.6,5656496861,56,Center,5656496865,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941139,150,1,1,13,20,6wwwud48qahpwrfxs20334qk5,0,72.6,54.5,2025-04-16T16:44:36.777Z,2025-04-16T16:44:37Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656496877,141,68.4,5656496879,212,9.8,5656496881,213,1.32,5656496875,140,74.9,5656496873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941153,122,1,1,13,22,8gxd9ry2580pu1b1dd5ny9ymy,0,22.2,30.1,2025-04-16T16:44:37.928Z,2025-04-16T16:44:42Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5656496953,56,Left,5656496959,212,74.2,5656496961,213,0.71,5656496955,140,75.9,5656496951,157,,5656496957,141,100.0,5656496963,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941157,123,5,1,13,25,8gxd9ry2580pu1b1dd5ny9ymy,0,71.0,101.0,2025-04-16T16:44:41.906Z,2025-04-16T18:29:34Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5656496975,56,Left,5656496977,347,,5656497007,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941163,151,5,1,13,25,6wwwud48qahpwrfxs20334qk5,1,29.0,-1.0,2025-04-16T16:44:41.906Z,2025-04-16T18:29:34Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,5656497003,233,123,5656496999,347,,5656496997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941167,152,1,1,13,33,6wwwud48qahpwrfxs20334qk5,1,31.3,0.0,2025-04-16T16:44:49.394Z,2025-04-16T16:44:52Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656497017,141,27.6,5656497015,140,13.3,5656497011,107,,5656497023,1,,5656497019,212,27.1,5656497013,56,Back,5656497021,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941169,153,1,1,13,36,6wwwud48qahpwrfxs20334qk5,1,12.1,33.7,2025-04-16T16:44:52.369Z,2025-04-16T16:45:01Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656497063,140,18.9,5656497061,56,Back,5656497065,141,57.6,5656497067,212,17.8,5656497069,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941171,154,1,1,13,44,6wwwud48qahpwrfxs20334qk5,1,30.1,62.3,2025-04-16T16:45:00.914Z,2025-04-16T16:45:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656497099,212,14.4,5656497093,56,Back,5656497097,141,69.9,5656497101,213,0.37,5656497095,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941173,155,50,1,13,48,6wwwud48qahpwrfxs20334qk5,1,42.6,72.1,2025-04-16T16:45:04.503Z,2025-04-16T17:24:52Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656497107,286,,5656497127,233,125,5656497105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941177,125,7,1,13,48,8gxd9ry2580pu1b1dd5ny9ymy,1,57.4,27.9,2025-04-16T16:45:04.504Z,2025-04-17T15:14:07Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5656497123,233,155,5657868235,178,,5656497117,56,Center,5657868233,383,,5656497119,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801945991,449,1,1,13,49,8gxd9ry2580pu1b1dd5ny9ymy,0,64.2,25.8,2025-04-16T16:45:04.919Z,2025-04-16T17:26:16Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656527423,56,Right,5656527431,213,5.22,5656527569,233,432,5656527429,212,4.7,5656527573,286,,5656527567,236,,5656527425,140,66.4,5656527427,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801946001,432,74,1,13,49,6wwwud48qahpwrfxs20334qk5,1,44.3,69.3,2025-04-16T16:45:04.920Z,2025-04-16T18:32:51Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656527585,233,449,5656527553,285,,5656527161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941175,156,61,1,13,49,6wwwud48qahpwrfxs20334qk5,0,42.9,69.9,2025-04-16T16:45:05.635Z,2025-04-16T19:09:56Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656497113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941185,127,1,1,13,50,8gxd9ry2580pu1b1dd5ny9ymy,1,51.1,18.2,2025-04-16T16:45:06.001Z,2025-04-16T16:45:09Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5656497145,213,3.10,5656497143,212,23.6,5656497137,56,Back,5656497141,141,19.5,5656497139,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941183,157,43,1,13,51,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-16T16:45:07.346Z,2025-04-16T16:45:10Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656497131,56,Back,5656497153,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941193,128,1,1,13,52,8gxd9ry2580pu1b1dd5ny9ymy,1,28.6,19.5,2025-04-16T16:45:08.824Z,2025-04-16T16:45:12Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5656497163,213,2.52,5656497157,140,9.5,5656497155,56,Back,5656497161,212,24.7,5656497159,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941195,129,1,1,13,57,8gxd9ry2580pu1b1dd5ny9ymy,1,13.0,50.9,2025-04-16T16:45:13.224Z,2025-04-16T16:45:16Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656497183,140,27.9,5656497179,155,,5656497189,213,0.87,5656497181,56,Back,5656497185,141,78.2,5656497187,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941197,130,1,1,14,1,8gxd9ry2580pu1b1dd5ny9ymy,0,31.1,95.3,2025-04-16T16:45:17.512Z,2025-04-17T15:15:07Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656497199,140,26.5,5656497197,56,Back,5656497203,212,4.8,5656497201,141,95.1,5656497205,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802182153,877,61,1,14,2,6wwwud48qahpwrfxs20334qk5,1,65.9,8.4,2025-04-16T16:45:18.268Z,2025-04-17T15:15:22Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5657869321,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941199,131,43,1,14,3,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-16T16:45:19.440Z,2025-04-16T16:45:30Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5656497307,144,3,5656497211,285,0,5656497209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941201,132,1,1,14,3,8gxd9ry2580pu1b1dd5ny9ymy,1,14.7,86.6,2025-04-16T16:45:19.624Z,2025-04-16T16:45:22Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5656497223,212,14.2,5656497221,141,69.0,5656497225,213,4.14,5656497219,140,7.4,5656497217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801941205,133,1,1,14,6,8gxd9ry2580pu1b1dd5ny9ymy,1,8.5,69.9,2025-04-16T16:45:22.464Z,2025-04-16T16:45:26Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656497239,212,43.8,5656497241,213,0.12,5656497233,56,Back,5656497243,1,,5656497237,141,77.6,5656497231,157,,5656497235,140,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
