id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value
2786074319,163,1,1,21,37,7gkglopz9cjsysn2u6sbhuvc5,1,57.1,93.6,2025-03-09T13:21:51.688Z,2025-03-09T13:21:54Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5569247519,213,3.88,5569247503,56,Back,5569247507,140,48.7,5569247511,141,81.8,5569247515,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074333,164,1,1,21,40,7gkglopz9cjsysn2u6sbhuvc5,1,46.5,80.5,2025-03-09T13:21:54.184Z,2025-03-09T13:21:55Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5569247607,212,15.8,5569247599,56,Center,5569247611,213,5.14,5569247601,140,52.7,5569247603,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074367,165,1,1,21,41,7gkglopz9cjsysn2u6sbhuvc5,1,52.7,59.3,2025-03-09T13:21:55.633Z,2025-03-09T13:21:57Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569247773,213,2.78,5569247769,141,67.9,5569247767,140,38.1,5569247765,56,Back,5569247771,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074453,166,1,1,21,43,7gkglopz9cjsysn2u6sbhuvc5,1,37.7,67.2,2025-03-09T13:21:57.248Z,2025-03-09T13:22:03Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5569248309,213,4.90,5569248305,141,32.1,5569248303,140,42.1,5569248301,56,Back,5569248307,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074505,167,1,1,21,49,7gkglopz9cjsysn2u6sbhuvc5,1,39.9,23.4,2025-03-09T13:22:03.559Z,2025-03-09T13:22:06Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5569248577,213,5.79,5569248567,140,60.2,5569248573,212,24.2,5569248565,56,Right,5569248569,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074551,168,1,1,21,52,7gkglopz9cjsysn2u6sbhuvc5,0,66.0,6.5,2025-03-09T13:22:06.592Z,2025-03-09T13:22:09Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569248827,212,24.5,5569248819,140,77.7,5569248829,213,1.04,5569248823,141,37.6,5569248815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074559,157,43,1,21,56,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-09T13:22:09.885Z,2025-03-09T13:25:57Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5569248877,56,Back,5569264271,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074603,169,1,1,21,56,7gkglopz9cjsysn2u6sbhuvc5,1,77.8,37.7,2025-03-09T13:22:10.008Z,2025-03-09T13:22:19Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,1.0,,5569249115,140,73.2,5569249747,154,,5569249119,212,5.6,5569249117,141,33.6,5569249745,210,13,5569249121,213,3.67,5569249113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074611,170,13,1,21,58,7gkglopz9cjsysn2u6sbhuvc5,1,77.8,36.6,2025-03-09T13:22:12.048Z,2025-03-09T15:18:41Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5569249797,29,,5569249801,154,,5569249819,231,52.3,5569249793,84,,5569250795,72,,5569249817,230,98.8,5569249813,102,42.4,5569249165,18,,5569249163,22,,5569249815,103,20.8,5569826839,215,5569249167,56,Center,5569249805,55,169,,,,,,,,,,,,,,,,
2786074661,158,5,1,21,59,bd4qakf7j0wwie8wke9km7uj8,1,-1.4,60.5,2025-03-09T13:22:13.501Z,2025-03-09T15:02:47Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5569249423,56,Back,5569249531,233,171,5569249425,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786074673,171,5,1,21,59,7gkglopz9cjsysn2u6sbhuvc5,0,101.4,39.5,2025-03-09T13:22:13.501Z,2025-03-09T15:02:48Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5569249497,56,Center,5569249555,233,158,5569249499,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075001,159,1,1,22,21,bd4qakf7j0wwie8wke9km7uj8,0,3.6,56.9,2025-03-09T13:22:35.677Z,2025-03-09T13:22:41Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569251215,56,Left,5569251225,1,,5569251219,141,87.4,5569251217,140,75.6,5569251223,213,0.27,5569251213,124,,5569251227,74,,5569251221,212,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075013,172,1,1,22,27,7gkglopz9cjsysn2u6sbhuvc5,0,26.6,14.3,2025-03-09T13:22:40.887Z,2025-03-09T13:22:41Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569251349,1,,5569251343,141,9.8,5569251347,213,6.07,5569251329,157,,5569251345,212,14.3,5569251335,56,Back,5569251341,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075165,160,1,1,22,29,bd4qakf7j0wwie8wke9km7uj8,1,60.7,78.1,2025-03-09T13:22:42.957Z,2025-03-09T13:22:52Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569252117,157,,5569252123,141,93.0,5569252127,213,0.30,5569252121,140,92.0,5569252129,1,,5569252125,212,34.4,5569252119,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075173,161,50,1,22,38,bd4qakf7j0wwie8wke9km7uj8,1,91.8,96.6,2025-03-09T13:22:52.366Z,2025-03-09T13:22:57Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5569252169,286,,5569252339,233,173,5569252167,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075197,173,7,1,22,38,7gkglopz9cjsysn2u6sbhuvc5,1,8.2,3.4,2025-03-09T13:22:52.367Z,2025-03-09T13:22:56Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569252297,285,,5569252321,233,161,5569252295,56,Back,5569252293,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075455,162,5,1,22,39,bd4qakf7j0wwie8wke9km7uj8,1,87.8,101.3,2025-03-09T13:22:53.181Z,2025-03-09T15:02:48Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5569253779,347,,5569253777,56,Left,5569253827,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075255,174,5,1,22,39,7gkglopz9cjsysn2u6sbhuvc5,0,12.2,-1.3,2025-03-09T13:22:53.181Z,2025-03-09T15:02:48Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569252571,347,,5569253847,233,162,5569252569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075481,163,1,1,23,1,bd4qakf7j0wwie8wke9km7uj8,0,85.2,100.0,2025-03-09T13:23:15.245Z,2025-03-09T13:54:54Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569253931,213,4.94,5569253923,56,Center,5569253933,1,,5569253927,141,68.4,5569253921,107,,5569253929,212,23.4,5569253925,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786100733,417,44,1,23,2,7gkglopz9cjsysn2u6sbhuvc5,1,9.4,43.0,2025-03-09T13:23:16.704Z,2025-03-09T15:03:38Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5569389611,285,,5569389635,233,356,5569389609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786100741,356,44,1,23,3,bd4qakf7j0wwie8wke9km7uj8,0,90.6,57.0,2025-03-09T13:23:16.705Z,2025-03-09T15:03:38Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5569389653,233,417,5569389339,56,Center,5569389341,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075507,175,12,1,23,3,7gkglopz9cjsysn2u6sbhuvc5,1,12.6,39.4,2025-03-09T13:23:17.366Z,2025-03-09T15:09:38Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5569254059,56,Back,5569254063,141,54.6,5569254065,212,11.4,5569254067,213,1.14,5569254077,15,,5569254061,140,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075525,176,12,1,23,8,7gkglopz9cjsysn2u6sbhuvc5,1,17.1,54.6,2025-03-09T13:23:21.878Z,2025-03-09T13:24:31Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5569254203,212,19.4,5569254199,140,28.5,5569254201,141,32.2,5569254197,56,Back,5569254205,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075527,177,1,1,23,9,7gkglopz9cjsysn2u6sbhuvc5,1,15.7,51.9,2025-03-09T13:23:23.555Z,2025-03-09T13:25:17Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5569261455,140,28.5,5569261459,212,30.5,5569261457,141,11.7,5569261461,213,5.17,5569261451,155,,5569261453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075545,180,1,1,23,11,7gkglopz9cjsysn2u6sbhuvc5,0,42.4,16.2,2025-03-09T13:23:25.166Z,2025-03-09T13:23:25Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569254289,56,Back,5569254295,212,4.6,5569254297,213,3.01,5569254291,140,38.1,5569254293,141,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075549,181,43,1,23,12,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-09T13:23:25.914Z,2025-03-09T13:25:47Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569263529,144,56,5569254311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075585,164,1,1,23,12,bd4qakf7j0wwie8wke9km7uj8,0,67.4,91.5,2025-03-09T13:23:26.589Z,2025-03-09T13:23:28Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569254437,56,Left,5569254447,213,5.96,5569254445,212,15.4,5569254439,140,81.3,5569254443,141,84.2,5569254433,157,,5569254449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075625,182,1,1,23,16,7gkglopz9cjsysn2u6sbhuvc5,0,23.2,20.3,2025-03-09T13:23:29.727Z,2025-03-09T13:23:30Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569254649,56,Back,5569254655,212,20.8,5569254659,1,,5569254651,140,42.5,5569254657,213,6.07,5569254653,141,13.7,5569254647,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075669,165,1,1,23,17,bd4qakf7j0wwie8wke9km7uj8,1,63.9,90.5,2025-03-09T13:23:31.509Z,2025-03-09T13:23:34Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569254879,213,0.13,5569254869,3,,5569254873,140,69.7,5569254877,212,6.1,5569254875,141,91.7,5569254871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075683,166,1,1,23,20,bd4qakf7j0wwie8wke9km7uj8,1,68.5,90.8,2025-03-09T13:23:33.853Z,2025-03-09T13:23:35Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569254977,168,,5569254985,212,9.6,5569254983,141,80.8,5569254979,56,Left,5569254981,140,75.0,5569254975,3,,5569254987,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075695,168,61,1,23,22,bd4qakf7j0wwie8wke9km7uj8,1,73.6,71.4,2025-03-09T13:23:36.413Z,2025-03-09T13:23:36Z,d106tu53y5q02yu36iojbou8k,A. Jensen,1.0,,5569255079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075807,169,15,1,23,25,bd4qakf7j0wwie8wke9km7uj8,1,81.8,54.0,2025-03-09T13:23:39.332Z,2025-03-09T13:23:57Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5569255585,18,,5569256311,20,,5569256525,147,53.1,5569256521,215,,5569256543,233,183,5569256527,230,98.0,5569256513,55,168,5569256509,78,,5569256523,146,86.2,5569256517,102,50.1,5569255589,56,5569256511,29,,5569256519,103,19,5569255581,22,,5569256529,231,5569256315,82,Center,,,,,,,51.3,
2786075789,183,10,1,23,25,7gkglopz9cjsysn2u6sbhuvc5,1,13.8,46.9,2025-03-09T13:23:39.432Z,2025-03-09T13:26:53Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5569256549,233,169,5569255543,94,,5569255545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075845,170,6,1,23,31,bd4qakf7j0wwie8wke9km7uj8,1,93.6,57.0,2025-03-09T13:23:45.238Z,2025-03-09T15:03:18Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5569255893,233,184,5569255845,56,Center,5569255847,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075813,184,6,1,23,31,7gkglopz9cjsysn2u6sbhuvc5,0,6.4,43.0,2025-03-09T13:23:45.238Z,2025-03-09T13:23:53Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5569255693,56,Back,5569255695,73,,5569255913,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076127,171,1,1,23,52,bd4qakf7j0wwie8wke9km7uj8,1,99.5,99.5,2025-03-09T13:24:06.620Z,2025-03-09T13:24:10Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569257275,212,24.1,5569257269,56,Left,5569257277,213,3.65,5569257271,140,79.5,5569257267,6,,5569257273,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076135,172,1,1,23,53,bd4qakf7j0wwie8wke9km7uj8,1,79.5,82.1,2025-03-09T13:24:07.532Z,2025-03-09T13:24:08Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569257327,141,92.1,5569257331,213,1.03,5569257323,56,Left,5569257325,140,83.4,5569257329,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076167,173,1,1,23,54,bd4qakf7j0wwie8wke9km7uj8,0,83.4,92.1,2025-03-09T13:24:08.644Z,2025-03-09T13:24:11Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569257449,2,,5569257455,140,91.0,5569257459,212,25.7,5569257457,141,56.1,5569257461,213,5.03,5569257451,155,,5569257453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076181,185,12,1,23,57,7gkglopz9cjsysn2u6sbhuvc5,1,7.8,47.0,2025-03-09T13:24:11.382Z,2025-03-09T13:27:40Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5569257595,15,,5569257589,213,0.16,5569257585,141,48.9,5569257583,140,15.5,5569257587,212,8.2,5569257581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076201,186,1,1,23,59,7gkglopz9cjsysn2u6sbhuvc5,0,35.8,35.7,2025-03-09T13:24:13.645Z,2025-03-09T13:24:14Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5569257693,141,21.9,5569257687,3,,5569257691,140,39.2,5569257697,213,5.08,5569257689,56,Back,5569257695,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076257,174,1,1,24,0,bd4qakf7j0wwie8wke9km7uj8,0,71.2,93.2,2025-03-09T13:24:14.677Z,2025-03-09T13:24:18Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569257929,3,,5569257931,56,Center,5569257935,141,76.7,5569257937,212,12.1,5569257933,140,75.6,5569257939,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076251,187,44,1,24,2,7gkglopz9cjsysn2u6sbhuvc5,1,27.1,24.1,2025-03-09T13:24:16.390Z,2025-03-09T15:03:39Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569257897,56,Back,5569257903,285,,5569258103,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076263,175,44,1,24,2,bd4qakf7j0wwie8wke9km7uj8,0,72.9,75.9,2025-03-09T13:24:16.391Z,2025-03-09T15:03:39Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5569257953,286,,5569258127,233,187,5569257951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076275,188,1,1,24,3,7gkglopz9cjsysn2u6sbhuvc5,1,31.5,24.9,2025-03-09T13:24:16.837Z,2025-03-09T13:24:18Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5569258011,56,Back,5569258017,212,9.9,5569258013,140,40.9,5569258009,3,,5569258015,141,25.3,5569258019,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076313,189,1,1,24,4,7gkglopz9cjsysn2u6sbhuvc5,1,40.9,25.3,2025-03-09T13:24:18.221Z,2025-03-09T13:28:15Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5569258245,56,Back,5569258255,212,8.3,5569258249,140,37.4,5569258239,3,,5569258253,141,36.3,5569258257,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076317,190,1,1,24,7,7gkglopz9cjsysn2u6sbhuvc5,0,37.4,36.3,2025-03-09T13:24:21.094Z,2025-03-09T13:24:21Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5569258281,213,0.10,5569258275,140,42.0,5569258279,212,4.9,5569258271,157,,5569258277,141,37.0,5569258285,1,,5569258273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076373,176,1,1,24,9,bd4qakf7j0wwie8wke9km7uj8,1,54.1,62.6,2025-03-09T13:24:23.524Z,2025-03-09T13:53:40Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5569258611,140,56.0,5569258615,212,20.3,5569258609,56,Left,5569258613,141,92.3,5569258619,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076407,177,1,1,24,13,bd4qakf7j0wwie8wke9km7uj8,1,57.5,93.5,2025-03-09T13:24:26.901Z,2025-03-09T13:24:30Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569258817,140,42.0,5569258823,213,3.45,5569258815,56,Back,5569258821,212,17.1,5569258819,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076447,178,1,1,24,16,bd4qakf7j0wwie8wke9km7uj8,0,42.0,86.0,2025-03-09T13:24:30.500Z,2025-03-09T13:24:32Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5569258957,140,68.4,5569258961,212,28.0,5569258953,155,,5569258963,213,0.13,5569258955,56,Left,5569258959,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076527,191,1,1,24,19,7gkglopz9cjsysn2u6sbhuvc5,1,40.2,6.7,2025-03-09T13:24:33.309Z,2025-03-09T13:29:34Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5569259241,213,0.05,5569259237,141,7.4,5569259231,3,,5569259233,56,Back,5569259235,140,49.3,5569259239,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076531,192,3,1,24,20,7gkglopz9cjsysn2u6sbhuvc5,0,45.0,8.8,2025-03-09T13:24:34.195Z,2025-03-09T15:03:25Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569259251,286,,5569259301,233,179,5569259249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076507,179,7,1,24,20,bd4qakf7j0wwie8wke9km7uj8,1,55.0,91.2,2025-03-09T13:24:34.196Z,2025-03-09T15:03:25Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5569259163,56,Left,5569259165,285,,5569259281,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076521,180,1,1,24,21,bd4qakf7j0wwie8wke9km7uj8,0,62.0,85.1,2025-03-09T13:24:35.100Z,2025-03-09T13:24:35Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5569259211,56,Left,5569259217,212,1.1,5569259213,140,62.9,5569259209,157,,5569259221,1,,5569259215,141,85.9,5569259219,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076559,181,1,1,24,22,bd4qakf7j0wwie8wke9km7uj8,0,61.9,84.7,2025-03-09T13:24:36.285Z,2025-03-09T13:24:37Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5569259329,56,Center,5569259331,140,55.2,5569259335,212,11.1,5569259337,213,4.02,5569259333,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076545,193,61,1,24,22,7gkglopz9cjsysn2u6sbhuvc5,1,49.3,7.4,2025-03-09T13:24:36.317Z,2025-03-09T13:29:40Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569259299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076551,194,61,1,24,22,7gkglopz9cjsysn2u6sbhuvc5,1,49.3,7.4,2025-03-09T13:24:36.380Z,2025-03-09T13:29:58Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569259309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076587,195,1,1,24,24,7gkglopz9cjsysn2u6sbhuvc5,1,49.7,16.4,2025-03-09T13:24:38.461Z,2025-03-09T13:24:39Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5569259495,212,4.5,5569259489,140,45.8,5569259485,56,Back,5569259497,213,3.56,5569259491,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076603,196,1,1,24,25,7gkglopz9cjsysn2u6sbhuvc5,1,45.8,13.7,2025-03-09T13:24:39.340Z,2025-03-09T13:24:40Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5569259597,56,Back,5569259603,212,7.7,5569259601,141,16.2,5569259605,213,2.92,5569259599,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076673,197,4,1,24,26,7gkglopz9cjsysn2u6sbhuvc5,1,35.8,19.8,2025-03-09T13:24:40.213Z,2025-03-09T13:24:49Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5569259965,286,,5569259981,233,182,5569259959,56,Back,5569259957,13,,5569259961,152,,5569259963,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076627,182,4,1,24,26,bd4qakf7j0wwie8wke9km7uj8,0,64.2,80.2,2025-03-09T13:24:40.214Z,2025-03-09T13:25:12Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5569261679,55,183,5569259769,152,,5569260037,233,197,5569259765,13,,5569259773,285,,5569259767,56,Left,5569259771,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076903,183,17,1,24,51,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-09T13:25:04.924Z,2025-03-09T13:25:12Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5569261651,392,,5569261655,55,182,5569261649,31,,5569261653,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077199,198,1,1,25,21,7gkglopz9cjsysn2u6sbhuvc5,1,34.1,20.6,2025-03-09T13:25:35.588Z,2025-03-09T13:25:37Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5569262931,213,0.22,5569262917,5,,5569262923,56,Center,5569262933,1,,5569262927,141,35.7,5569262921,152,,5569262929,212,47.5,5569262925,140,78.3,5569262919,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077203,199,44,1,25,23,7gkglopz9cjsysn2u6sbhuvc5,1,75.2,42.8,2025-03-09T13:25:37.436Z,2025-03-09T15:03:39Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5569262951,286,,5569262949,56,Center,5569263009,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077211,184,44,1,25,23,bd4qakf7j0wwie8wke9km7uj8,0,24.8,57.2,2025-03-09T13:25:37.437Z,2025-03-09T15:03:40Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5569263025,233,199,5569262987,56,Back,5569262989,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077213,200,1,1,25,24,7gkglopz9cjsysn2u6sbhuvc5,0,78.3,35.7,2025-03-09T13:25:37.763Z,2025-03-09T13:25:38Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5569262993,56,Center,5569262997,141,41.8,5569262991,3,,5569263003,213,0.24,5569262999,212,17.4,5569262995,140,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077311,186,1,1,25,27,bd4qakf7j0wwie8wke9km7uj8,1,10.2,47.9,2025-03-09T13:25:41.436Z,2025-03-09T13:25:47Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5569263559,140,18.3,5569263565,213,5.40,5569263555,123,,5569263563,212,13.4,5569263557,56,Back,5569263561,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
