id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2792097873,77,1,1,11,51,7gkglopz9cjsysn2u6sbhuvc5,0,93.8,95.7,2025-03-28T18:12:08.579Z,2025-03-28T18:12:11Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602435827,2,,5602435901,233,133,5602435831,56,Center,5602435837,212,31.2,5602435833,140,95.7,5602435829,155,,5602435835,141,49.9,5602435839,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792097879,133,11,1,11,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.2,55.4,2025-03-28T18:12:11.195Z,2025-03-28T18:12:12Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602435861,56,Back,5602435863,88,,5602435939,233,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098009,134,1,1,12,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.8,48.8,2025-03-28T18:12:19.309Z,2025-03-28T18:12:22Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602436505,123,,5602436513,212,24.1,5602436511,141,76.0,5602436509,140,24.5,5602436515,213,0.88,5602436507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098043,135,1,1,12,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.5,76.0,2025-03-28T18:12:22.404Z,2025-03-28T18:12:25Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602436749,56,Back,5602436751,140,24.0,5602436755,212,18.2,5602436757,213,4.68,5602436753,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098103,136,1,1,12,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.2,47.6,2025-03-28T18:12:25.179Z,2025-03-28T18:12:28Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602437063,141,47.6,5602437067,213,0.00,5602437061,140,29.3,5602437065,212,5.4,5602437059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098157,137,1,1,12,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.5,42.5,2025-03-28T18:12:28.523Z,2025-03-28T18:12:32Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602437333,213,2.22,5602437331,212,6.5,5602437327,140,24.8,5602437325,56,Back,5602437329,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098195,138,1,1,12,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.3,50.3,2025-03-28T18:12:32.236Z,2025-03-28T18:12:35Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602437519,140,35.8,5602437525,213,0.37,5602437521,141,56.6,5602437517,56,Back,5602437523,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098223,139,1,1,12,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.9,56.7,2025-03-28T18:12:35.115Z,2025-03-28T18:12:38Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5602437689,56,Back,5602437693,141,39.5,5602437697,213,4.37,5602437695,212,12.4,5602437691,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098251,140,1,1,12,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.9,39.1,2025-03-28T18:12:37.836Z,2025-03-28T18:12:39Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602437833,212,31.5,5602437831,141,11.0,5602437827,56,Right,5602437835,213,5.63,5602437829,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098305,141,1,1,12,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.4,9.5,2025-03-28T18:12:39.747Z,2025-03-28T18:12:43Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602438129,56,Back,5602438131,140,37.8,5602438133,141,26.1,5602438137,212,19.9,5602438141,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098341,142,1,1,12,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.9,29.5,2025-03-28T18:12:43.684Z,2025-03-28T18:12:45Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602438325,56,Back,5602438333,212,17.5,5602438335,213,1.52,5602438327,140,41.7,5602438329,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098397,143,1,1,12,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.6,55.4,2025-03-28T18:12:45.653Z,2025-03-28T18:12:51Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602438665,140,48.5,5602438669,212,20.6,5602438671,213,1.21,5602438663,56,Back,5602438667,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098411,144,1,1,12,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.6,84.4,2025-03-28T18:12:51.467Z,2025-03-28T18:13:29Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602438729,56,Back,5602438731,140,41.0,5602438735,212,21.6,5602438737,213,4.05,5602438733,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098435,145,1,1,12,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.5,54.3,2025-03-28T18:12:53.795Z,2025-03-28T18:12:55Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602438869,213,4.88,5602438863,140,44.9,5602438867,212,21.3,5602438865,141,23.4,5602438861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098453,146,1,1,12,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.9,23.4,2025-03-28T18:12:55.499Z,2025-03-28T18:12:58Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602438999,141,32.4,5602439005,213,0.57,5602439001,212,11.3,5602438997,140,53.9,5602438995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098469,147,1,1,12,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.3,32.1,2025-03-28T18:12:57.892Z,2025-03-28T18:13:01Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602439079,141,24.3,5602439075,56,Back,5602439077,140,41.1,5602439081,212,13.9,5602439083,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098507,148,1,1,12,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.1,25.8,2025-03-28T18:13:01.027Z,2025-03-28T18:13:04Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602439247,140,52.5,5602439251,212,11.2,5602439253,213,0.49,5602439249,141,33.6,5602439245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098613,149,1,1,12,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.6,33.7,2025-03-28T18:13:04.363Z,2025-03-28T18:13:11Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602439763,56,Back,5602439767,141,75.7,5602439771,213,1.90,5602439769,212,30.2,5602439765,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098631,150,1,1,12,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.5,74.5,2025-03-28T18:13:11.260Z,2025-03-28T18:13:27Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602439909,213,4.28,5602439905,141,50.6,5602439907,212,17.9,5602439903,140,45.3,5602439901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098669,151,1,1,12,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.3,50.6,2025-03-28T18:13:13.499Z,2025-03-28T18:13:17Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602440097,140,44.8,5602440101,212,19.5,5602440095,56,Back,5602440103,213,1.60,5602440099,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098673,152,1,1,12,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.3,83.9,2025-03-28T18:13:17.085Z,2025-03-28T18:13:17Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602440119,141,93.8,5602440115,56,Left,5602440121,212,11.4,5602440117,140,52.1,5602440123,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098699,153,1,1,13,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.1,93.8,2025-03-28T18:13:17.739Z,2025-03-28T18:13:20Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5602440223,212,7.8,5602440221,141,85.3,5602440217,56,Left,5602440225,213,5.45,5602440219,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098707,154,43,1,13,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T18:13:20.003Z,2025-03-28T18:13:25Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,5602440541,144,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098715,155,4,1,13,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.5,82.9,2025-03-28T18:13:20.405Z,2025-03-28T18:53:51Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,5602440353,152,,5602440397,233,78,5602440349,295,,5602440351,56,Left,5602440355,286,,5602440347,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098709,78,4,1,13,2,7gkglopz9cjsysn2u6sbhuvc5,0,39.5,17.1,2025-03-28T18:13:20.406Z,2025-03-28T20:59:21Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602440429,233,155,5602440365,285,,5602440357,13,,5602440363,152,,5602440359,295,,5602440361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792098993,156,1,1,13,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.4,80.5,2025-03-28T18:13:43.515Z,2025-03-28T18:13:45Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602441695,212,37.8,5602441727,189,,5602441699,1,,5602441687,152,,5602441685,5,,5602441691,140,58.7,5602441689,56,Center,5602441697,213,4.75,5602441693,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099023,157,1,1,13,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.8,21.2,2025-03-28T18:13:45.611Z,2025-03-28T18:13:47Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602441867,140,59.5,5602441873,213,1.60,5602441871,212,12.2,5602441869,141,39.1,5602441865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099057,158,1,1,13,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.5,39.1,2025-03-28T18:13:47.491Z,2025-03-28T18:13:49Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602442113,141,60.9,5602442117,213,1.99,5602442115,212,16.2,5602442111,140,53.2,5602442107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099123,159,1,1,13,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.7,62.6,2025-03-28T18:13:49.699Z,2025-03-28T18:13:54Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602442455,140,55.8,5602442461,213,4.83,5602442459,212,9.9,5602442453,56,Center,5602442457,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099211,160,1,1,13,36,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.6,42.2,2025-03-28T18:13:54.106Z,2025-03-28T18:14:04Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602442905,212,46.7,5602442897,155,,5602442909,1,,5602442901,140,100.0,5602443067,189,,5602442903,141,77.0,5602442907,213,0.53,5602442899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099219,79,5,1,13,43,7gkglopz9cjsysn2u6sbhuvc5,1,-1.0,24.1,2025-03-28T18:14:00.841Z,2025-03-28T19:00:08Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602442935,346,,5602443063,233,161,5602442933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099237,161,5,1,13,43,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.0,75.9,2025-03-28T18:14:00.841Z,2025-03-28T18:54:02Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602443033,346,,5602443031,56,Center,5602443069,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099505,80,1,1,14,4,7gkglopz9cjsysn2u6sbhuvc5,0,4.4,50.4,2025-03-28T18:14:22.330Z,2025-03-28T18:14:27Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602444439,140,82.8,5602444435,56,Right,5602444443,141,0.0,5602444447,213,5.88,5602444451,74,,5602444445,212,89.4,5602444431,124,,5602444449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099509,81,5,1,14,9,7gkglopz9cjsysn2u6sbhuvc5,0,79.0,-1.3,2025-03-28T18:14:26.866Z,2025-03-28T18:54:03Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602444471,347,,5602444665,233,162,5602444469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099533,162,5,1,14,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.0,101.3,2025-03-28T18:14:26.866Z,2025-03-28T18:54:03Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602444627,233,81,5602444593,56,Back,5602444595,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099581,163,1,1,14,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.6,100.0,2025-03-28T18:14:32.170Z,2025-03-28T18:14:33Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5602444829,56,Back,5602444835,212,25.5,5602444839,1,,5602444827,107,,5602444831,140,9.6,5602444833,141,74.7,5602444837,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099605,164,1,1,14,15,aqtkb4mgrz8c6iqfufj6qjbv9,0,9.6,74.7,2025-03-28T18:14:33.315Z,2025-03-28T18:14:36Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602444951,140,44.4,5602444947,157,,5602444953,141,77.0,5602444957,213,0.04,5602444955,212,36.6,5602444949,56,Back,5602444959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099621,82,1,1,14,18,7gkglopz9cjsysn2u6sbhuvc5,0,55.6,19.8,2025-03-28T18:14:36.265Z,2025-03-28T18:14:38Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5602444997,3,,5602445005,212,10.5,5602444999,56,Center,5602445003,141,23.4,5602445007,213,0.24,5602445001,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099641,165,1,1,14,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.6,74.5,2025-03-28T18:14:39.074Z,2025-03-28T18:14:40Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602445085,3,,5602445091,141,85.4,5602445093,212,9.0,5602445089,140,33.5,5602445095,213,0.96,5602445087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099655,166,1,1,14,23,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.5,83.9,2025-03-28T18:14:40.603Z,2025-03-28T18:14:41Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,5602445167,213,5.34,5602445163,141,64.3,5602445159,56,Back,5602445161,140,41.7,5602445169,1,,5602445165,212,16.5,5602445157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099733,84,1,1,14,27,7gkglopz9cjsysn2u6sbhuvc5,1,56.6,22.4,2025-03-28T18:14:44.657Z,2025-03-28T18:14:48Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602445573,140,57.4,5602445577,212,10.0,5602445579,213,4.80,5602445571,56,Right,5602445575,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099695,167,43,1,14,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-28T18:14:44.852Z,2025-03-28T18:14:47Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5602445551,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099753,85,1,1,14,30,7gkglopz9cjsysn2u6sbhuvc5,1,43.9,6.2,2025-03-28T18:14:48.457Z,2025-03-28T18:16:16Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602445655,56,Back,5602445663,213,2.45,5602445661,212,25.5,5602445659,141,30.0,5602445657,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100573,90,59,1,14,32,7gkglopz9cjsysn2u6sbhuvc5,1,24.4,43.6,2025-03-28T18:14:49.577Z,2025-03-28T18:16:13Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602451235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099809,86,1,1,14,33,7gkglopz9cjsysn2u6sbhuvc5,0,25.1,30.0,2025-03-28T18:14:50.835Z,2025-03-28T18:14:56Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602445901,56,Center,5602445899,157,,5602445903,140,88.0,5602445907,212,66.1,5602445905,141,35.2,5602445909,213,0.05,5602445911,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099851,168,1,1,14,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.4,72.4,2025-03-28T18:14:55.851Z,2025-03-28T18:14:58Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602446125,140,2.4,5602446131,213,3.94,5602446123,56,Back,5602446127,141,55.1,5602446129,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099859,169,1,1,14,40,aqtkb4mgrz8c6iqfufj6qjbv9,0,2.3,54.8,2025-03-28T18:14:58.506Z,2025-03-28T18:14:59Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602446171,141,100.0,5602446165,56,Back,5602446163,155,,5602446167,140,5.2,5602446177,212,31.8,5602446181,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099893,87,5,1,14,41,7gkglopz9cjsysn2u6sbhuvc5,1,94.6,-1.4,2025-03-28T18:14:59.024Z,2025-03-28T18:54:04Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602446335,347,,5602446351,233,170,5602446333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792099869,170,5,1,14,41,aqtkb4mgrz8c6iqfufj6qjbv9,0,5.4,101.4,2025-03-28T18:14:59.024Z,2025-03-28T18:15:03Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602446375,233,87,5602446221,347,,5602446219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100227,88,1,1,15,6,7gkglopz9cjsysn2u6sbhuvc5,0,91.0,0.0,2025-03-28T18:15:23.825Z,2025-03-28T18:15:27Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602448069,213,1.40,5602448065,141,30.6,5602448067,212,22.1,5602448063,140,94.6,5602448059,107,,5602448071,1,,5602448061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100231,171,61,1,15,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,2.3,70.3,2025-03-28T18:15:27.419Z,2025-03-28T18:15:27Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602448081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100255,89,6,1,15,10,7gkglopz9cjsysn2u6sbhuvc5,1,96.6,30.2,2025-03-28T18:15:28.042Z,2025-03-28T18:53:56Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5602448305,233,172,5602448301,75,,5602448297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100239,172,6,1,15,10,aqtkb4mgrz8c6iqfufj6qjbv9,0,3.4,69.8,2025-03-28T18:15:28.042Z,2025-03-28T18:15:34Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5602448179,73,,5602448341,233,89,5602448177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100663,91,1,1,15,38,7gkglopz9cjsysn2u6sbhuvc5,0,99.5,0.5,2025-03-28T18:15:55.841Z,2025-03-28T18:16:15Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602450273,213,1.66,5602450267,140,96.8,5602450263,223,,5602450261,155,,5602450271,212,32.1,5602450259,6,,5602450269,141,47.5,5602451371,233,174,5602450265,56,Center,5602450257,2,,5602450275,1,,,,,,,,,,,,,,,,,,,,,,,
2792100689,174,41,1,15,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,4.1,50.9,2025-03-28T18:15:59.649Z,2025-03-28T18:16:20Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602451705,141,31.7,5602451703,140,0.0,5602451707,212,14.1,5602451513,233,91,5602451709,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100677,92,6,1,15,42,7gkglopz9cjsysn2u6sbhuvc5,1,99.4,62.4,2025-03-28T18:15:59.784Z,2025-03-28T18:53:56Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602450401,73,,5602450399,56,Center,5602450469,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792100693,175,6,1,15,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,0.6,37.6,2025-03-28T18:15:59.784Z,2025-03-28T18:53:56Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602450457,73,,5602450455,56,Back,5602450473,233,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101005,93,1,1,16,7,7gkglopz9cjsysn2u6sbhuvc5,0,99.5,99.5,2025-03-28T18:16:24.912Z,2025-03-28T18:16:50Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5602452259,140,86.9,5602452261,141,51.0,5602452255,223,,5602452267,1,,5602452263,212,35.5,5602452249,2,,5602452257,56,Center,5602452265,213,4.33,5602452253,155,,5602452251,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101025,176,12,1,16,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.5,49.4,2025-03-28T18:16:29.657Z,2025-03-28T18:18:39Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5602452471,15,,5602452405,140,40.1,5602452407,141,62.0,5602452403,56,Back,5602452411,213,0.32,5602452409,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101089,94,1,1,16,16,7gkglopz9cjsysn2u6sbhuvc5,1,60.9,25.8,2025-03-28T18:16:33.736Z,2025-03-28T18:16:37Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5602452783,56,Back,5602452787,141,35.4,5602452789,212,21.0,5602452791,213,2.83,5602452785,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101111,95,1,1,16,20,7gkglopz9cjsysn2u6sbhuvc5,0,42.0,32.4,2025-03-28T18:16:37.681Z,2025-03-28T18:16:39Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602452901,56,Center,5602452899,155,,5602452903,140,100.0,5602452907,212,68.1,5602452905,141,72.9,5602452911,1,,5602452909,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101151,96,5,1,16,21,7gkglopz9cjsysn2u6sbhuvc5,0,101.4,68.6,2025-03-28T18:16:39.402Z,2025-03-28T18:54:04Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5602453957,233,177,5602453113,56,Center,5602453115,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101283,177,5,1,16,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.4,31.4,2025-03-28T18:16:39.402Z,2025-03-28T18:54:04Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5602453833,346,,5602453875,233,96,5602453831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101329,178,1,1,16,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.3,42.5,2025-03-28T18:16:57.505Z,2025-03-28T18:17:00Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5602454047,141,10.6,5602454043,56,Back,5602454051,213,4.95,5602454041,124,,5602454049,212,22.3,5602454055,237,,5602454045,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792101417,180,1,1,16,42,aqtkb4mgrz8c6iqfufj6qjbv9,0,9.4,10.6,2025-03-28T18:17:00.449Z,2025-03-28T18:17:55Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5602454469,140,40.5,5602454475,213,6.19,5602454467,56,Back,5602454477,1,,5602454473,212,32.8,5602454471,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
