id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/13/value,qualifier/17/value
2730565431,192,7,1,23,51,a9vw7ikerpr4cuweeeka5aneg,0,66.4,4.3,2024-10-05T13:25:15.925Z,2024-10-05T14:02:46Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5267062957,233,219,5267062723,56,Right,5267063041,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565473,220,61,1,23,52,6wwwud48qahpwrfxs20334qk5,1,36.2,94.8,2024-10-05T13:25:17.158Z,2024-10-05T15:09:55Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5267062995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565543,193,5,1,23,53,a9vw7ikerpr4cuweeeka5aneg,1,63.8,-0.9,2024-10-05T13:25:17.950Z,2024-10-05T15:10:01Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5267063455,233,221,5267063417,56,Right,5267063419,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565509,221,5,1,23,53,6wwwud48qahpwrfxs20334qk5,0,36.2,100.9,2024-10-05T13:25:17.950Z,2024-10-05T15:09:57Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5267063141,56,Back,5267063143,347,,5267063477,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565589,194,1,1,23,57,a9vw7ikerpr4cuweeeka5aneg,1,59.0,0.0,2024-10-05T13:25:21.797Z,2024-10-05T13:25:24Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5267063681,213,2.62,5267063683,1,,5267063675,140,37.1,5267063671,107,,5267063677,141,17.4,5267063673,56,Back,5267063679,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565745,195,1,1,23,59,a9vw7ikerpr4cuweeeka5aneg,1,36.9,17.6,2024-10-05T13:25:24.357Z,2024-10-05T13:25:34Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5267064491,140,13.6,5267064507,1,,5267064503,213,2.41,5267064499,212,32.9,5267064485,56,Back,5267064495,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565797,196,1,1,24,9,a9vw7ikerpr4cuweeeka5aneg,0,14.7,42.8,2024-10-05T13:25:34.350Z,2024-10-05T13:58:32Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5267064799,213,5.87,5267064789,155,,5267064793,140,46.1,5267064797,212,36.0,5267064791,56,Back,5267064795,141,21.6,5267064801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565837,222,44,1,24,12,6wwwud48qahpwrfxs20334qk5,1,53.5,77.9,2024-10-05T13:25:37.268Z,2024-10-05T14:03:00Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5267065087,233,197,5267065003,286,,5267064999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565809,197,44,1,24,12,a9vw7ikerpr4cuweeeka5aneg,0,46.5,22.1,2024-10-05T13:25:37.269Z,2024-10-05T13:58:33Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5267065039,233,222,5267064877,285,,5267064875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730601321,406,1,1,24,13,6wwwud48qahpwrfxs20334qk5,0,56.2,78.8,2024-10-05T13:25:37.587Z,2024-10-05T13:58:51Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5267254453,141,77.9,5267254457,213,6.04,5267254455,212,2.6,5267254449,56,Center,5267254451,140,58.6,5267254447,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565865,198,61,1,24,13,a9vw7ikerpr4cuweeeka5aneg,1,46.1,21.6,2024-10-05T13:25:37.726Z,2024-10-05T13:58:29Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5267065143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565871,199,1,1,24,14,a9vw7ikerpr4cuweeeka5aneg,1,40.7,11.4,2024-10-05T13:25:39.397Z,2024-10-05T13:58:41Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5267254013,3,,5267065181,141,17.9,5267065179,140,50.2,5267065175,56,Right,5267065187,213,0.42,5267065183,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565897,200,1,1,24,15,a9vw7ikerpr4cuweeeka5aneg,0,50.2,17.9,2024-10-05T13:25:40.493Z,2024-10-05T13:58:50Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5267065349,140,72.4,5267065351,141,26.7,5267065347,56,Center,5267065353,212,24.1,5267065355,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730565985,224,1,1,24,21,6wwwud48qahpwrfxs20334qk5,1,31.2,60.3,2024-10-05T13:25:45.913Z,2024-10-05T13:27:44Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5267079651,141,50.7,5267079649,140,11.5,5267079647,56,Back,5267079653,212,21.7,5267079655,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566039,225,1,1,24,23,6wwwud48qahpwrfxs20334qk5,1,10.5,55.2,2024-10-05T13:25:48.161Z,2024-10-05T13:25:49Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5267066181,212,15.3,5267066175,56,Back,5267066179,141,63.3,5267066183,213,0.37,5267066177,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566139,226,1,1,24,24,6wwwud48qahpwrfxs20334qk5,1,24.0,63.7,2024-10-05T13:25:48.961Z,2024-10-05T13:25:54Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5267066745,56,Back,5267066755,212,16.4,5267066751,141,87.7,5267066747,140,25.3,5267066763,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566093,201,45,1,24,27,a9vw7ikerpr4cuweeeka5aneg,0,77.6,12.2,2024-10-05T13:25:51.685Z,2024-10-05T14:02:53Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5267066477,56,Right,5267067221,233,227,5267066481,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566189,227,3,1,24,27,6wwwud48qahpwrfxs20334qk5,1,22.4,87.8,2024-10-05T13:25:51.685Z,2024-10-05T14:02:52Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5267067141,233,201,5267067107,56,Back,5267067109,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566221,228,1,1,24,32,6wwwud48qahpwrfxs20334qk5,1,31.9,68.8,2024-10-05T13:25:56.865Z,2024-10-05T13:55:24Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5267067305,213,4.67,5267067289,140,31.4,5267067301,212,13.1,5267067295,141,49.6,5267067285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566295,229,1,1,24,36,6wwwud48qahpwrfxs20334qk5,0,29.3,34.6,2024-10-05T13:26:00.705Z,2024-10-05T13:26:02Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5267067633,141,31.2,5267067629,56,Back,5267067631,140,34.0,5267067641,213,5.85,5267067797,236,,5267067799,233,202,5267067635,212,5.4,5267067805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566319,202,74,1,24,36,a9vw7ikerpr4cuweeeka5aneg,1,73.0,82.6,2024-10-05T13:26:00.706Z,2024-10-05T14:03:04Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5267067765,56,Left,5267067769,285,,5267067837,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566421,204,1,1,24,40,a9vw7ikerpr4cuweeeka5aneg,0,97.3,80.8,2024-10-05T13:26:04.702Z,2024-10-05T13:26:06Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5267068333,212,25.2,5267068335,213,4.07,5267068325,56,Center,5267068329,140,82.9,5267068331,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566525,230,12,1,24,43,6wwwud48qahpwrfxs20334qk5,1,19.0,50.1,2024-10-05T13:26:07.673Z,2024-10-05T13:26:11Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5267068915,212,16.1,5267068913,141,26.8,5267068917,213,4.88,5267068909,56,Back,5267068911,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566573,232,1,1,24,47,6wwwud48qahpwrfxs20334qk5,0,15.7,4.4,2024-10-05T13:26:12.268Z,2024-10-05T13:26:14Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5267069217,233,205,5267069145,56,Back,5267069215,236,,5267069147,140,18.9,5267069149,141,4.9,5267069151,212,3.4,5267069221,286,,5267069153,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566553,205,74,1,24,47,a9vw7ikerpr4cuweeeka5aneg,1,88.0,93.6,2024-10-05T13:26:12.269Z,2024-10-05T13:26:14Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5267069261,233,232,5267069049,285,,5267069047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566619,233,61,1,24,48,6wwwud48qahpwrfxs20334qk5,1,19.0,5.2,2024-10-05T13:26:12.729Z,2024-10-05T15:09:51Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5267069367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566623,207,1,1,24,49,a9vw7ikerpr4cuweeeka5aneg,1,77.4,94.5,2024-10-05T13:26:13.653Z,2024-10-05T13:26:14Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5267069385,140,83.6,5267069383,56,Left,5267069387,141,86.2,5267069389,212,8.6,5267069391,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566631,208,3,1,24,50,a9vw7ikerpr4cuweeeka5aneg,0,83.6,84.8,2024-10-05T13:26:14.662Z,2024-10-05T13:26:19Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5267069609,233,234,5267069413,56,Left,5267069415,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566651,234,7,1,24,50,6wwwud48qahpwrfxs20334qk5,0,16.4,15.2,2024-10-05T13:26:14.663Z,2024-10-05T13:26:19Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5267069503,56,Back,5267069541,233,208,5267069505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566703,209,4,1,24,53,a9vw7ikerpr4cuweeeka5aneg,1,72.2,76.6,2024-10-05T13:26:18Z,2024-10-05T14:02:36Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5267070115,294,,5267070119,152,,5267070117,56,Center,5267070113,13,,5267070121,286,,5267070307,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730566755,235,4,1,24,53,6wwwud48qahpwrfxs20334qk5,0,27.8,23.4,2024-10-05T13:26:18.001Z,2024-10-05T14:02:36Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5267070209,294,,5267070215,152,,5267070343,233,209,5267070205,13,,5267070213,56,Back,5267070217,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567651,212,1,1,25,37,a9vw7ikerpr4cuweeeka5aneg,0,76.7,73.3,2024-10-05T13:27:02.094Z,2024-10-05T13:57:25Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5267075199,212,20.9,5267075197,141,49.9,5267075187,5,,5267075193,56,Center,5267075191,152,,5267075195,140,89.6,5267075185,2,,5267075201,213,5.42,5267249907,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567841,236,12,1,25,37,6wwwud48qahpwrfxs20334qk5,1,13.2,51.9,2024-10-05T13:27:02.513Z,2024-10-05T13:27:11Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5267076113,141,39.2,5267076117,212,20.6,5267076119,213,5.85,5267076111,140,31.0,5267076109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567705,213,1,1,25,39,a9vw7ikerpr4cuweeeka5aneg,1,64.1,73.3,2024-10-05T13:27:04.574Z,2024-10-05T13:27:05Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5267075491,212,18.0,5267075479,56,Center,5267075493,213,4.21,5267075483,140,55.9,5267075487,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567749,214,1,1,25,41,a9vw7ikerpr4cuweeeka5aneg,1,55.9,50.0,2024-10-05T13:27:05.621Z,2024-10-05T13:27:07Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5267075739,141,42.8,5267075735,56,Back,5267075737,140,33.5,5267075743,213,3.35,5267075741,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567771,215,1,1,25,42,a9vw7ikerpr4cuweeeka5aneg,0,33.5,42.8,2024-10-05T13:27:07.526Z,2024-10-05T13:57:48Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5267075853,141,48.1,5267075857,212,38.2,5267075841,157,,5267075861,1,,5267075859,213,0.09,5267075851,140,69.7,5267075845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567877,237,1,1,25,46,6wwwud48qahpwrfxs20334qk5,0,28.8,51.2,2024-10-05T13:27:11.153Z,2024-10-05T13:27:12Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5267076257,3,,5267076261,140,44.5,5267076259,56,Back,5267076265,212,16.5,5267076267,213,0.00,5267076263,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567899,216,1,1,25,48,a9vw7ikerpr4cuweeeka5aneg,0,55.2,44.8,2024-10-05T13:27:13.062Z,2024-10-05T13:27:14Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5267076413,56,Center,5267076417,141,50.0,5267076419,212,22.2,5267076415,140,76.1,5267076411,3,,5267076421,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730567963,238,1,1,25,50,6wwwud48qahpwrfxs20334qk5,1,27.0,50.3,2024-10-05T13:27:15.049Z,2024-10-05T13:27:18Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5267076853,213,4.98,5267076841,56,Back,5267076849,212,18.3,5267076839,3,,5267076847,141,24.4,5267076843,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568061,240,1,1,25,56,6wwwud48qahpwrfxs20334qk5,1,26.9,16.2,2024-10-05T13:27:21.089Z,2024-10-05T13:27:24Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5267077329,141,37.4,5267077325,140,11.9,5267077333,213,2.40,5267077323,56,Back,5267077331,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568119,241,1,1,25,59,6wwwud48qahpwrfxs20334qk5,0,11.8,38.2,2024-10-05T13:27:23.921Z,2024-10-05T13:27:26Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5267077595,212,49.0,5267077593,141,50.0,5267077587,157,,5267077597,213,0.16,5267077599,1,,5267077589,56,Center,5267077591,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568161,217,1,1,26,1,a9vw7ikerpr4cuweeeka5aneg,0,45.0,50.1,2024-10-05T13:27:26.405Z,2024-10-05T13:27:28Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5267077785,141,65.2,5267077779,3,,5267077789,213,0.35,5267077787,212,29.7,5267077783,140,71.5,5267077781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568311,242,1,1,26,5,6wwwud48qahpwrfxs20334qk5,1,37.6,44.3,2024-10-05T13:27:29.665Z,2024-10-05T13:27:35Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5267078671,140,53.1,5267078669,56,Center,5267078677,213,0.57,5267078673,141,59.6,5267078667,3,,5267078675,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568245,218,43,1,26,7,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-10-05T13:27:31.934Z,2024-10-05T13:27:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5267078911,144,8,5267078275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568319,243,4,1,26,10,6wwwud48qahpwrfxs20334qk5,1,58.4,68.8,2024-10-05T13:27:34.605Z,2024-10-05T13:27:38Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5267078755,152,,5267078793,233,219,5267078753,56,Center,5267078757,265,,5267078759,286,,5267078751,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568301,219,4,1,26,10,a9vw7ikerpr4cuweeeka5aneg,0,41.6,31.2,2024-10-05T13:27:34.606Z,2024-10-05T13:27:39Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5267078735,13,,5267078741,265,,5267078739,152,,5267078743,285,,5267078737,56,Back,5267078815,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568775,244,1,1,26,34,6wwwud48qahpwrfxs20334qk5,0,63.0,70.6,2024-10-05T13:27:59.289Z,2024-10-05T13:28:01Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5267081319,213,5.57,5267081317,212,24.3,5267081313,140,80.6,5267081311,56,Center,5267081315,141,47.3,5267081307,5,,5267081309,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568879,221,1,1,26,40,a9vw7ikerpr4cuweeeka5aneg,0,22.4,72.9,2024-10-05T13:28:05.213Z,2024-10-05T13:28:07Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5267081791,212,18.9,5267081789,141,90.0,5267081785,56,Back,5267081793,213,0.66,5267081787,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568911,246,1,1,26,43,6wwwud48qahpwrfxs20334qk5,1,64.7,17.3,2024-10-05T13:28:08.337Z,2024-10-05T13:28:09Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5267081975,140,73.0,5267081981,213,0.86,5267081973,56,Center,5267081977,141,32.1,5267081979,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568941,247,1,1,26,44,6wwwud48qahpwrfxs20334qk5,1,73.1,31.9,2024-10-05T13:28:09.233Z,2024-10-05T13:28:12Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5267082183,141,12.0,5267082187,213,5.44,5267082181,140,84.5,5267082179,56,Right,5267082185,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568949,248,3,1,26,47,6wwwud48qahpwrfxs20334qk5,0,88.1,18.4,2024-10-05T13:28:11.740Z,2024-10-05T14:02:47Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5267082387,233,222,5267082235,56,Right,5267082237,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730568945,222,7,1,26,47,a9vw7ikerpr4cuweeeka5aneg,1,11.9,81.6,2024-10-05T13:28:11.741Z,2024-10-05T14:02:47Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5267082327,233,248,5267082211,285,,5267082209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569103,224,1,1,26,54,a9vw7ikerpr4cuweeeka5aneg,1,14.6,72.3,2024-10-05T13:28:18.893Z,2024-10-05T13:28:20Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5267083093,140,2.1,5267083097,212,18.0,5267083099,213,3.89,5267083095,141,54.2,5267083091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569189,225,12,1,26,58,a9vw7ikerpr4cuweeeka5aneg,1,2.5,55.5,2024-10-05T13:28:23.254Z,2024-10-05T13:28:25Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5267083595,212,36.7,5267083599,213,1.02,5267083585,56,Back,5267083587,140,20.7,5267083675,167,,5267083591,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569193,226,5,1,27,0,a9vw7ikerpr4cuweeeka5aneg,0,19.0,101.6,2024-10-05T13:28:24.918Z,2024-10-05T15:08:05Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5267083639,56,Back,5267085229,233,249,5267083641,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569451,249,5,1,27,0,6wwwud48qahpwrfxs20334qk5,1,81.0,-1.6,2024-10-05T13:28:24.918Z,2024-10-05T15:08:05Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5267085191,233,226,5267085159,347,,5267085157,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569519,250,1,1,27,20,6wwwud48qahpwrfxs20334qk5,1,80.9,0.0,2024-10-05T13:28:44.986Z,2024-10-05T13:28:49Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5267085541,212,13.8,5267085543,213,0.65,5267085537,140,91.4,5267085533,107,,5267085539,141,10.6,5267085535,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569555,227,83,1,27,23,a9vw7ikerpr4cuweeeka5aneg,0,14.6,94.2,2024-10-05T13:28:48.181Z,2024-10-05T13:55:55Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5267086015,399,y4dl1rer075c9wz6zhx7skbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569527,251,1,1,27,24,6wwwud48qahpwrfxs20334qk5,1,90.3,14.6,2024-10-05T13:28:49.401Z,2024-10-05T13:29:54Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5267085601,141,9.1,5267085609,213,3.92,5267085645,156,,5267085597,56,Right,5267085599,140,86.7,5267085605,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730599547,404,3,1,27,25,6wwwud48qahpwrfxs20334qk5,1,85.4,8.0,2024-10-05T13:28:49.587Z,2024-10-05T13:56:08Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5267245173,286,,5267245171,56,Right,5267245181,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730599441,431,45,1,27,25,a9vw7ikerpr4cuweeeka5aneg,0,14.6,92.0,2024-10-05T13:28:49.587Z,2024-10-05T13:56:07Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5267244801,285,,5267244799,56,Back,5267245213,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569595,252,1,1,27,27,6wwwud48qahpwrfxs20334qk5,0,88.6,11.0,2024-10-05T13:28:52.410Z,2024-10-05T13:28:53Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5267085931,213,2.25,5267085927,141,17.1,5267085923,56,Right,5267085929,212,5.3,5267085925,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569605,228,8,1,27,28,a9vw7ikerpr4cuweeeka5aneg,1,19.0,91.4,2024-10-05T13:28:53.581Z,2024-10-05T13:28:53Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5267085987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569663,230,1,1,27,30,a9vw7ikerpr4cuweeeka5aneg,1,11.1,90.3,2024-10-05T13:28:55.418Z,2024-10-05T13:28:56Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5267086277,213,6.16,5267086269,140,26.8,5267086271,141,87.4,5267086275,212,16.6,5267086265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569691,231,1,1,27,32,a9vw7ikerpr4cuweeeka5aneg,1,26.8,87.4,2024-10-05T13:28:56.750Z,2024-10-05T13:56:22Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5267086419,213,5.60,5267086415,141,77.9,5267086417,212,10.2,5267086413,140,34.3,5267086411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569697,232,44,1,27,32,a9vw7ikerpr4cuweeeka5aneg,1,26.4,81.6,2024-10-05T13:28:57.072Z,2024-10-05T14:03:01Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5267086441,56,Back,5267086521,233,253,5267086443,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730569679,253,44,1,27,32,6wwwud48qahpwrfxs20334qk5,0,73.6,18.4,2024-10-05T13:28:57.073Z,2024-10-05T14:03:01Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5267086577,233,232,5267086357,286,,5267086355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
