id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value
2786075593,168,1,1,22,37,f1h34qp5zbfl489q8vnkhiq9s,0,25.0,74.1,2025-03-09T13:23:28.328Z,2025-03-09T13:23:29Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569254495,212,7.5,5569254493,141,72.1,5569254489,56,Back,5569254491,140,32.0,5569254497,213,6.10,5569254487,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075633,210,50,1,22,41,8gxd9ry2580pu1b1dd5ny9ymy,1,74.1,30.0,2025-03-09T13:23:31.887Z,2025-03-09T15:03:02Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5569254709,56,Center,5569254711,286,,5569255013,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075675,169,7,1,22,41,f1h34qp5zbfl489q8vnkhiq9s,1,25.9,70.0,2025-03-09T13:23:31.888Z,2025-03-09T15:03:02Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569254941,285,,5569254939,56,Back,5569254991,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075693,171,1,1,22,44,f1h34qp5zbfl489q8vnkhiq9s,1,20.1,70.3,2025-03-09T13:23:34.696Z,2025-03-09T13:58:58Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5569255067,56,Back,5569255069,140,41.4,5569255071,141,77.5,5569255073,212,22.9,5569255075,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075765,172,1,1,22,47,f1h34qp5zbfl489q8vnkhiq9s,1,60.0,73.0,2025-03-09T13:23:38.424Z,2025-03-09T13:23:42Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569255431,212,28.5,5569255425,56,Left,5569255427,140,83.4,5569255433,213,0.53,5569255429,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075833,173,1,1,22,52,f1h34qp5zbfl489q8vnkhiq9s,1,85.8,94.2,2025-03-09T13:23:42.535Z,2025-03-09T13:23:46Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5569255699,140,84.7,5569255707,212,9.1,5569255697,56,Left,5569255709,213,4.59,5569255703,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075817,211,83,1,22,54,8gxd9ry2580pu1b1dd5ny9ymy,0,23.6,25.2,2025-03-09T13:23:45.431Z,2025-03-09T13:23:51Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5569256113,399,ate1ymumg2iwzn8uyyf3ts222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075899,174,1,1,22,56,f1h34qp5zbfl489q8vnkhiq9s,1,84.7,78.7,2025-03-09T13:23:46.704Z,2025-03-09T13:23:58Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,1.0,,5569256573,210,13,5569256047,141,71.1,5569256053,213,3.65,5569256051,212,10.7,5569256043,140,75.8,5569256039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786075903,175,13,1,22,59,f1h34qp5zbfl489q8vnkhiq9s,1,75.8,66.1,2025-03-09T13:23:50.304Z,2025-03-09T13:23:58Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569256609,102,39.5,5569256593,75,,5569256383,72,,5569256083,22,,5569256611,103,18.1,5569256603,55,174,5569256615,215,,5569256087,56,Center,5569256597,29,,5569256617,230,5569256621,231,5569256085,18,,,,51.1,,,,,,,97.8,,,,,,
2786075959,176,5,1,23,0,f1h34qp5zbfl489q8vnkhiq9s,0,100.6,41.4,2025-03-09T13:23:51.072Z,2025-03-09T15:53:33Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569256359,346,,5569256357,56,Center,5569257285,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076125,212,5,1,23,0,8gxd9ry2580pu1b1dd5ny9ymy,1,-0.6,58.6,2025-03-09T13:23:51.072Z,2025-03-09T13:24:07Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5569257257,56,Back,5569257281,233,176,5569257259,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076131,213,1,1,23,16,8gxd9ry2580pu1b1dd5ny9ymy,1,3.0,50.7,2025-03-09T13:24:07.360Z,2025-03-09T13:24:08Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5569257295,140,11.9,5569257293,56,Back,5569257305,237,,5569257291,124,,5569257297,141,37.4,5569257299,212,13.0,5569257301,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076191,214,1,1,23,17,8gxd9ry2580pu1b1dd5ny9ymy,1,11.9,37.4,2025-03-09T13:24:08.472Z,2025-03-09T13:24:13Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569257641,212,14.0,5569257647,213,1.29,5569257635,140,15.6,5569257633,56,Back,5569257637,141,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076247,215,1,1,23,22,8gxd9ry2580pu1b1dd5ny9ymy,1,28.0,62.3,2025-03-09T13:24:13.231Z,2025-03-09T13:24:17Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5569257891,56,Back,5569257901,141,72.9,5569257895,140,31.4,5569257907,212,8.0,5569257911,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076273,216,1,1,23,26,8gxd9ry2580pu1b1dd5ny9ymy,1,31.0,71.2,2025-03-09T13:24:16.832Z,2025-03-09T13:24:18Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5569257997,56,Back,5569257999,140,30.0,5569258001,141,52.5,5569258003,212,12.8,5569258005,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076359,217,1,1,23,27,8gxd9ry2580pu1b1dd5ny9ymy,1,30.0,52.5,2025-03-09T13:24:18.216Z,2025-03-09T13:24:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5569258509,140,31.4,5569258515,213,4.85,5569258513,212,10.6,5569258507,56,Back,5569258511,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076403,218,1,1,23,34,8gxd9ry2580pu1b1dd5ny9ymy,1,39.8,29.7,2025-03-09T13:24:25.096Z,2025-03-09T13:24:30Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569258781,141,36.7,5569258779,140,29.4,5569258785,213,2.73,5569258777,56,Back,5569258783,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076461,219,1,1,23,39,8gxd9ry2580pu1b1dd5ny9ymy,1,29.9,46.0,2025-03-09T13:24:30Z,2025-03-09T13:24:32Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5569259013,141,66.4,5569259009,140,30.2,5569259015,212,13.9,5569259019,213,1.55,5569259005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076581,220,1,1,23,42,8gxd9ry2580pu1b1dd5ny9ymy,1,30.2,66.4,2025-03-09T13:24:32.697Z,2025-03-09T13:24:39Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5569259437,213,0.29,5569259431,140,87.0,5569259439,1,,5569259423,155,,5569259435,212,62.2,5569259427,56,Left,5569259433,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076599,221,1,1,23,48,8gxd9ry2580pu1b1dd5ny9ymy,1,90.3,90.2,2025-03-09T13:24:39.153Z,2025-03-09T13:24:55Z,6dzg820946z4848whaa6ny2nd,N. Clausen,1.0,,5569259575,2,,5569259581,140,90.5,5569259587,213,4.72,5569259583,141,51.9,5569260503,210,15,5569260505,154,,5569259585,212,26.0,5569259579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076619,222,15,1,23,50,8gxd9ry2580pu1b1dd5ny9ymy,1,88.7,52.1,2025-03-09T13:24:40.636Z,2025-03-09T15:22:34Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569260585,233,178,5569260547,103,3.2,5569260535,78,,5569259691,22,,5569259901,20,,5569260553,147,50.5,5569260551,146,99.3,5569260545,102,51.1,5569260537,29,,5569259693,17,5569260541,55,5569260549,328,,5569259695,56,221,5569260539,154,,,,,,Center,,,,,
2786076609,178,10,1,23,50,f1h34qp5zbfl489q8vnkhiq9s,1,1.4,50.1,2025-03-09T13:24:40.736Z,2025-03-09T13:24:56Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5569259631,56,Back,5569260613,233,222,5569260029,177,,5569260031,179,,5569259629,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076807,180,1,1,24,4,f1h34qp5zbfl489q8vnkhiq9s,1,9.8,43.9,2025-03-09T13:24:54.907Z,2025-03-09T13:24:57Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5569260639,123,,5569260643,140,19.5,5569260645,141,32.2,5569260649,213,5.62,5569260695,189,,5569260647,212,12.9,5569260641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076825,181,1,1,24,7,f1h34qp5zbfl489q8vnkhiq9s,1,19.5,32.2,2025-03-09T13:24:57.729Z,2025-03-09T13:24:59Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5569260755,56,Back,5569260761,212,16.2,5569260759,141,49.0,5569260763,213,2.36,5569260757,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076869,182,1,1,24,8,f1h34qp5zbfl489q8vnkhiq9s,1,8.6,49.0,2025-03-09T13:24:59.120Z,2025-03-09T13:25:01Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569260995,56,Back,5569260997,140,8.2,5569261003,213,1.63,5569260999,141,60.0,5569261001,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076907,183,1,1,24,11,f1h34qp5zbfl489q8vnkhiq9s,1,10.3,58.8,2025-03-09T13:25:01.760Z,2025-03-09T13:25:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5569261233,141,47.2,5569261229,56,Back,5569261231,140,6.9,5569261235,212,8.7,5569261237,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076931,184,1,1,24,15,f1h34qp5zbfl489q8vnkhiq9s,0,7.4,46.6,2025-03-09T13:25:05.744Z,2025-03-09T13:25:09Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5569261399,141,34.5,5569261407,213,6.14,5569261393,155,,5569261409,1,,5569261397,140,60.0,5569261395,56,Center,5569261403,212,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076957,223,1,1,24,18,8gxd9ry2580pu1b1dd5ny9ymy,1,34.3,64.3,2025-03-09T13:25:09.480Z,2025-03-09T13:25:11Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5569261553,56,Back,5569261561,213,4.26,5569261555,140,30.1,5569261559,212,10.1,5569261551,3,,5569261557,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786076973,224,1,1,24,20,8gxd9ry2580pu1b1dd5ny9ymy,0,30.1,51.0,2025-03-09T13:25:11.121Z,2025-03-09T13:27:10Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569261689,212,40.1,5569261691,213,5.76,5569261681,157,,5569261687,141,21.6,5569261683,56,Center,5569261685,140,63.2,5569261693,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077031,185,1,1,24,22,f1h34qp5zbfl489q8vnkhiq9s,1,36.3,66.7,2025-03-09T13:25:13.329Z,2025-03-09T13:25:17Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5569261961,141,92.3,5569261957,56,Back,5569261965,213,1.27,5569261963,212,18.2,5569261959,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077065,186,1,1,24,27,f1h34qp5zbfl489q8vnkhiq9s,1,55.6,93.8,2025-03-09T13:25:17.745Z,2025-03-09T13:25:22Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569262159,141,94.4,5569262163,212,6.9,5569262157,140,62.2,5569262155,56,Left,5569262167,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077093,187,1,1,24,31,f1h34qp5zbfl489q8vnkhiq9s,1,58.8,94.1,2025-03-09T13:25:22.169Z,2025-03-09T13:25:25Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569262309,141,93.6,5569262307,140,87.1,5569262313,213,6.27,5569262303,155,,5569262311,212,29.7,5569262305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077099,188,1,1,24,35,f1h34qp5zbfl489q8vnkhiq9s,0,88.5,92.0,2025-03-09T13:25:25.561Z,2025-03-09T13:25:28Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569262359,2,,5569262375,213,5.11,5569262437,233,225,5569262363,56,Left,5569262365,140,89.8,5569262441,286,,5569262371,212,3.5,5569262435,236,,5569262367,141,87.2,5569262361,155,,,,,,,,,,,,,,,,,,,,,
2786077111,225,12,1,24,35,8gxd9ry2580pu1b1dd5ny9ymy,1,11.1,18.9,2025-03-09T13:25:25.661Z,2025-03-09T13:25:50Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569262447,233,188,5569262409,56,Back,5569262407,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077141,189,1,1,24,38,f1h34qp5zbfl489q8vnkhiq9s,1,83.7,94.1,2025-03-09T13:25:29.249Z,2025-03-09T13:25:31Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5569262561,140,84.3,5569262567,213,4.76,5569262565,212,12.3,5569262559,56,Center,5569262563,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077151,190,50,1,24,40,f1h34qp5zbfl489q8vnkhiq9s,1,87.1,71.2,2025-03-09T13:25:31.377Z,2025-03-09T15:03:03Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569263011,286,,5569263037,233,226,5569262605,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077175,226,7,1,24,40,8gxd9ry2580pu1b1dd5ny9ymy,1,12.9,28.8,2025-03-09T13:25:31.378Z,2025-03-09T15:03:03Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5569262775,285,,5569262773,56,Back,5569263029,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077189,227,12,1,24,44,8gxd9ry2580pu1b1dd5ny9ymy,1,7.7,33.1,2025-03-09T13:25:34.593Z,2025-03-09T13:25:36Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569262903,167,,5569262879,141,0.0,5569262881,212,23.5,5569262875,56,Back,5569262877,140,9.7,5569262883,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077215,191,5,1,24,45,f1h34qp5zbfl489q8vnkhiq9s,1,90.0,101.2,2025-03-09T13:25:35.585Z,2025-03-09T15:53:33Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569263017,233,228,5569263005,347,,5569263001,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077193,228,5,1,24,45,8gxd9ry2580pu1b1dd5ny9ymy,0,10.0,-1.2,2025-03-09T13:25:35.585Z,2025-03-09T15:53:34Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569263033,233,191,5569262899,56,Back,5569262901,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077543,192,1,1,25,12,f1h34qp5zbfl489q8vnkhiq9s,0,82.7,100.0,2025-03-09T13:26:03.129Z,2025-03-09T13:26:06Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569264823,140,90.4,5569264819,107,,5569264829,213,5.11,5569264827,212,21.1,5569264825,141,73.0,5569264821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077549,229,44,1,25,15,8gxd9ry2580pu1b1dd5ny9ymy,1,11.4,35.6,2025-03-09T13:26:05.864Z,2025-03-09T15:03:26Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5569264989,233,193,5569264849,285,,5569264847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077547,193,44,1,25,15,f1h34qp5zbfl489q8vnkhiq9s,0,88.6,64.4,2025-03-09T13:26:05.865Z,2025-03-09T15:03:27Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569264843,56,Center,5569265011,233,229,5569264845,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077559,230,12,1,25,15,8gxd9ry2580pu1b1dd5ny9ymy,1,14.4,49.9,2025-03-09T13:26:06.378Z,2025-03-09T13:26:07Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5569264931,141,41.9,5569264933,212,5.9,5569264953,15,,5569264929,140,16.6,5569264927,56,Back,5569264935,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077565,194,1,1,25,16,f1h34qp5zbfl489q8vnkhiq9s,0,89.2,72.4,2025-03-09T13:26:07.097Z,2025-03-09T13:26:07Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569264969,3,,5569264975,141,60.8,5569264977,212,8.0,5569264971,56,Center,5569264979,213,4.88,5569264973,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077695,231,12,1,25,17,8gxd9ry2580pu1b1dd5ny9ymy,1,14.0,50.0,2025-03-09T13:26:08.305Z,2025-03-09T13:26:19Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5569265633,213,0.24,5569265621,56,Back,5569265631,212,20.0,5569265625,140,32.5,5569265627,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077633,195,1,1,25,21,f1h34qp5zbfl489q8vnkhiq9s,1,68.7,55.5,2025-03-09T13:26:11.993Z,2025-03-09T13:26:13Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5569265283,140,63.0,5569265285,141,85.3,5569265289,213,1.86,5569265287,212,21.1,5569265281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077657,196,1,1,25,22,f1h34qp5zbfl489q8vnkhiq9s,1,63.0,85.3,2025-03-09T13:26:13.441Z,2025-03-09T13:26:15Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569265437,141,97.1,5569265439,212,16.7,5569265441,213,0.50,5569265435,140,77.0,5569265433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077697,197,1,1,25,25,f1h34qp5zbfl489q8vnkhiq9s,1,76.4,96.2,2025-03-09T13:26:15.722Z,2025-03-09T13:26:19Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569265645,141,89.6,5569265643,140,85.7,5569265647,212,10.7,5569265641,56,Left,5569265649,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077703,232,43,1,25,28,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-03-09T13:26:19.002Z,2025-03-09T13:28:38Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5569275513,144,83,5569265875,399,ate1ymumg2iwzn8uyyf3ts222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077755,198,1,1,25,28,f1h34qp5zbfl489q8vnkhiq9s,1,85.7,90.8,2025-03-09T13:26:19.322Z,2025-03-09T13:26:24Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569265867,212,13.1,5569265861,140,73.2,5569265871,213,3.17,5569265859,56,Left,5569265863,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077785,199,3,1,25,35,f1h34qp5zbfl489q8vnkhiq9s,0,77.4,94.8,2025-03-09T13:26:25.632Z,2025-03-09T13:26:29Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5569266037,286,,5569266101,233,233,5569266033,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077791,233,7,1,25,35,8gxd9ry2580pu1b1dd5ny9ymy,1,22.6,5.2,2025-03-09T13:26:25.633Z,2025-03-09T13:26:28Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5569266061,56,Back,5569266057,167,,5569266063,285,,5569266091,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077977,200,5,1,25,35,f1h34qp5zbfl489q8vnkhiq9s,1,77.4,101.8,2025-03-09T13:26:26.377Z,2025-03-09T15:53:34Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5569267207,347,,5569267205,56,Left,5569267221,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786077827,234,5,1,25,35,8gxd9ry2580pu1b1dd5ny9ymy,0,22.6,-1.8,2025-03-09T13:26:26.377Z,2025-03-09T15:53:34Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5569266271,56,Back,5569267251,233,200,5569266273,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078031,201,1,1,25,50,f1h34qp5zbfl489q8vnkhiq9s,1,80.6,100.0,2025-03-09T13:26:40.817Z,2025-03-09T13:26:44Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569267483,140,65.1,5569267485,141,92.4,5569267479,107,,5569267489,213,3.50,5569267487,212,17.4,5569267481,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078043,202,1,1,25,53,f1h34qp5zbfl489q8vnkhiq9s,0,65.1,92.3,2025-03-09T13:26:44.482Z,2025-03-09T13:26:45Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569267551,2,,5569267565,212,10.7,5569267557,140,74.5,5569267553,155,,5569267561,141,86.2,5569267555,56,Left,5569267567,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078051,235,61,1,25,55,8gxd9ry2580pu1b1dd5ny9ymy,1,32.9,18.6,2025-03-09T13:26:46.441Z,2025-03-09T13:26:46Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5569267625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078119,203,1,1,25,59,f1h34qp5zbfl489q8vnkhiq9s,1,75.0,47.8,2025-03-09T13:26:50.434Z,2025-03-09T13:26:51Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5569268009,212,22.0,5569268001,155,,5569268007,141,43.6,5569268011,213,3.27,5569268003,56,Center,5569268005,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078253,204,1,1,26,1,f1h34qp5zbfl489q8vnkhiq9s,1,54.2,43.4,2025-03-09T13:26:51.538Z,2025-03-09T13:27:04Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5569268789,56,Back,5569268791,140,25.1,5569268797,213,3.13,5569268795,212,30.6,5569268793,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078301,205,1,1,26,13,f1h34qp5zbfl489q8vnkhiq9s,1,27.8,42.1,2025-03-09T13:27:04.290Z,2025-03-09T13:27:08Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5569269041,140,29.7,5569269047,213,1.42,5569269039,56,Back,5569269043,141,61.5,5569269045,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078355,206,1,1,26,17,f1h34qp5zbfl489q8vnkhiq9s,0,33.9,64.3,2025-03-09T13:27:08.186Z,2025-03-09T13:27:13Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5569269335,213,5.87,5569269327,140,68.8,5569269329,141,40.4,5569269337,1,,5569269331,212,40.1,5569269325,56,Center,5569269323,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078371,236,61,1,26,23,8gxd9ry2580pu1b1dd5ny9ymy,1,40.5,82.9,2025-03-09T13:27:14.363Z,2025-03-09T13:27:42Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569269401,56,Back,5569271449,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078417,237,1,1,26,25,8gxd9ry2580pu1b1dd5ny9ymy,1,44.1,88.9,2025-03-09T13:27:15.507Z,2025-03-09T13:27:17Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5569269671,56,Back,5569269675,141,73.6,5569269677,212,11.6,5569269679,213,4.25,5569269673,140,39.2,5569269665,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078433,239,1,1,26,26,8gxd9ry2580pu1b1dd5ny9ymy,1,39.2,73.6,2025-03-09T13:27:16.962Z,2025-03-09T13:27:18Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569269751,141,62.7,5569269753,212,8.7,5569269749,140,43.6,5569269755,213,5.27,5569269747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078463,240,1,1,26,27,8gxd9ry2580pu1b1dd5ny9ymy,1,43.6,62.7,2025-03-09T13:27:18.090Z,2025-03-09T13:27:20Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5569269903,141,73.0,5569269905,212,8.6,5569269899,56,Back,5569269907,213,0.95,5569269901,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786078479,241,1,1,26,29,8gxd9ry2580pu1b1dd5ny9ymy,1,48.4,73.0,2025-03-09T13:27:20.202Z,2025-03-09T13:27:21Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5569269965,140,43.0,5569269967,141,70.5,5569269961,56,Back,5569269969,212,5.9,5569269971,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
