id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value
2817983369,278,74,1,25,27,a9vw7ikerpr4cuweeeka5aneg,1,10.6,87.2,2025-05-23T17:27:25.526Z,2025-05-23T19:01:50Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745061469,285,,5745061531,233,206,5745061467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983371,207,6,1,25,30,8gxd9ry2580pu1b1dd5ny9ymy,1,93.8,11.4,2025-05-23T17:27:28.117Z,2025-05-23T19:02:29Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5745061541,56,Right,5745061575,233,279,5745061543,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983381,279,6,1,25,30,a9vw7ikerpr4cuweeeka5aneg,0,6.2,88.6,2025-05-23T17:27:28.117Z,2025-05-23T19:02:30Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745061585,233,207,5745061561,73,,5745061559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983525,208,1,1,26,1,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,0.5,2025-05-23T17:27:58.861Z,2025-05-23T17:28:01Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745062445,140,97.5,5745062439,155,,5745062435,2,,5745062449,212,31.2,5745062441,223,,5745062443,56,Center,5745062451,213,1.64,5745062437,6,,5745062447,141,,,,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983537,280,12,1,26,3,a9vw7ikerpr4cuweeeka5aneg,1,12.1,59.6,2025-05-23T17:28:01.540Z,2025-05-23T17:28:02Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745062489,56,Back,5745062491,140,21.9,5745062497,213,0.57,5745062493,141,69.4,5745062495,212,12.3,5745062503,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983551,281,1,1,26,6,a9vw7ikerpr4cuweeeka5aneg,1,20.4,69.7,2025-05-23T17:28:04.300Z,2025-05-23T17:28:06Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745062561,140,40.9,5745062569,1,,5745062565,212,21.8,5745062557,157,,5745062567,213,0.17,5745062559,56,Back,5745062563,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983563,209,83,1,26,12,8gxd9ry2580pu1b1dd5ny9ymy,0,57.5,19.0,2025-05-23T17:28:10.341Z,2025-05-23T19:36:13Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5745062747,399,7hso2bszmf4qal560jhrg2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983581,283,50,1,26,18,a9vw7ikerpr4cuweeeka5aneg,1,74.4,61.9,2025-05-23T17:28:15.997Z,2025-05-23T19:01:59Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745062755,233,210,5745062719,56,Center,5745062721,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983585,210,7,1,26,18,8gxd9ry2580pu1b1dd5ny9ymy,1,25.6,38.1,2025-05-23T17:28:15.998Z,2025-05-23T19:36:14Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745062739,56,Back,5745062751,233,283,5745062741,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983607,211,12,1,26,22,8gxd9ry2580pu1b1dd5ny9ymy,1,13.4,32.9,2025-05-23T17:28:20.325Z,2025-05-23T17:28:22Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5745062869,213,5.02,5745062867,212,24.1,5745062861,56,Back,5745062865,141,0.0,5745062863,140,20.4,5745062909,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983609,212,5,1,26,23,8gxd9ry2580pu1b1dd5ny9ymy,0,17.4,-1.2,2025-05-23T17:28:20.933Z,2025-05-23T19:09:39Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5745062945,233,284,5745062871,56,Back,5745062873,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983615,284,5,1,26,23,a9vw7ikerpr4cuweeeka5aneg,1,82.6,101.2,2025-05-23T17:28:20.933Z,2025-05-23T17:55:39Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745062901,56,Left,5745062927,233,212,5745062903,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983659,285,1,1,26,33,a9vw7ikerpr4cuweeeka5aneg,1,80.1,100.0,2025-05-23T17:28:31.156Z,2025-05-23T17:28:32Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745063193,56,Left,5745063201,213,4.11,5745063197,141,82.9,5745063195,140,71.6,5745063191,107,,5745063199,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983665,286,1,1,26,35,a9vw7ikerpr4cuweeeka5aneg,1,71.6,82.9,2025-05-23T17:28:32.701Z,2025-05-23T17:28:33Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,5745063213,56,Left,5745063215,140,87.4,5745063219,212,16.9,5745063221,213,0.21,5745063217,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983673,287,1,1,26,36,a9vw7ikerpr4cuweeeka5aneg,1,87.4,88.0,2025-05-23T17:28:33.700Z,2025-05-23T17:28:35Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745063265,141,78.4,5745063261,56,Center,5745063269,213,3.60,5745063263,140,74.8,5745063267,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983699,288,1,1,26,37,a9vw7ikerpr4cuweeeka5aneg,1,72.7,79.4,2025-05-23T17:28:34.964Z,2025-05-23T17:28:42Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,5745063391,212,7.0,5745063389,141,89.7,5745063385,56,Left,5745063387,140,72.5,5745063393,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983705,289,1,1,26,44,a9vw7ikerpr4cuweeeka5aneg,0,84.1,88.4,2025-05-23T17:28:41.773Z,2025-05-23T17:28:43Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5745063417,56,Center,5745063421,141,37.0,5745063425,213,4.97,5745063413,2,,5745063419,140,92.9,5745063427,1,,5745063423,212,36.2,5745063415,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983711,213,12,1,26,46,8gxd9ry2580pu1b1dd5ny9ymy,1,12.7,67.1,2025-05-23T17:28:44.508Z,2025-05-23T17:28:46Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745063463,141,78.5,5745063481,15,,5745063459,56,Back,5745063467,213,0.47,5745063465,212,17.3,5745063461,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983731,291,1,1,26,51,a9vw7ikerpr4cuweeeka5aneg,1,63.1,15.0,2025-05-23T17:28:49.004Z,2025-05-23T17:28:50Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,5745063581,141,30.9,5745063577,56,Center,5745063583,212,10.8,5745063585,213,1.49,5745063579,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983735,292,1,1,26,53,a9vw7ikerpr4cuweeeka5aneg,0,62.7,30.3,2025-05-23T17:28:50.756Z,2025-05-23T17:28:52Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745063609,213,5.45,5745063607,212,16.7,5745063601,56,Right,5745063603,140,73.4,5745063605,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983749,214,1,1,26,55,8gxd9ry2580pu1b1dd5ny9ymy,0,30.5,87.8,2025-05-23T17:28:53.493Z,2025-05-23T17:28:55Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745063697,1,,5745063687,56,Center,5745063693,212,42.4,5745063689,140,58.8,5745063691,141,43.4,5745063685,157,,5745063695,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983785,293,1,1,27,1,a9vw7ikerpr4cuweeeka5aneg,1,30.1,68.8,2025-05-23T17:28:59.236Z,2025-05-23T17:29:06Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,5745063855,141,85.4,5745063853,140,29.8,5745063857,212,11.3,5745063851,56,Back,5745063859,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983805,294,1,1,27,8,a9vw7ikerpr4cuweeeka5aneg,1,33.0,76.7,2025-05-23T17:29:06.396Z,2025-05-23T17:29:11Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5745063969,56,Back,5745063971,140,13.3,5745063975,212,29.3,5745063977,213,3.93,5745063973,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983819,295,1,1,27,13,a9vw7ikerpr4cuweeeka5aneg,1,13.2,46.3,2025-05-23T17:29:11.141Z,2025-05-23T17:29:15Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,5745064091,1,,5745064089,213,5.95,5745064081,56,Back,5745064085,141,31.0,5745064087,212,31.9,5745064079,157,,5745064083,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983823,296,61,1,27,17,a9vw7ikerpr4cuweeeka5aneg,0,41.9,31.0,2025-05-23T17:29:15.341Z,2025-05-23T17:29:15Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745064107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983835,216,1,1,27,20,8gxd9ry2580pu1b1dd5ny9ymy,1,44.6,79.8,2025-05-23T17:29:17.884Z,2025-05-23T17:29:22Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745064173,141,83.7,5745064177,213,0.09,5745064167,155,,5745064175,212,28.7,5745064169,56,Left,5745064171,140,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983849,217,1,1,27,24,8gxd9ry2580pu1b1dd5ny9ymy,1,74.8,91.7,2025-05-23T17:29:21.916Z,2025-05-23T17:29:25Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5745064255,56,Left,5745064259,141,92.6,5745064263,213,3.06,5745064261,212,7.4,5745064257,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983853,218,1,1,27,28,8gxd9ry2580pu1b1dd5ny9ymy,0,75.7,86.9,2025-05-23T17:29:25.652Z,2025-05-23T17:29:26Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,5745064283,212,6.2,5745064277,141,79.1,5745064271,56,Left,5745064273,140,78.8,5745064289,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983865,297,8,1,27,29,a9vw7ikerpr4cuweeeka5aneg,1,28.7,54.3,2025-05-23T17:29:27.541Z,2025-05-23T17:29:27Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,5745064345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983891,299,1,1,27,33,a9vw7ikerpr4cuweeeka5aneg,0,31.9,25.0,2025-05-23T17:29:31.189Z,2025-05-23T17:29:32Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,5745064515,141,36.7,5745064513,140,45.7,5745064519,213,0.50,5745064511,56,Back,5745064517,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983925,220,1,1,27,37,8gxd9ry2580pu1b1dd5ny9ymy,1,58.0,62.1,2025-05-23T17:29:35.389Z,2025-05-23T17:29:40Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5745064705,141,92.0,5745064701,56,Left,5745064709,213,0.70,5745064703,140,80.9,5745064707,212,31.5,5745064699,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983929,221,3,1,27,42,8gxd9ry2580pu1b1dd5ny9ymy,0,81.4,88.8,2025-05-23T17:29:40.028Z,2025-05-23T18:01:29Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,5745064715,56,Left,5745064719,286,,5745064779,233,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983933,300,7,1,27,42,a9vw7ikerpr4cuweeeka5aneg,0,18.6,11.2,2025-05-23T17:29:40.029Z,2025-05-23T18:01:41Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,5745064745,285,,5745064743,56,Back,5745064773,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817994375,432,61,1,27,44,8gxd9ry2580pu1b1dd5ny9ymy,1,77.8,86.1,2025-05-23T17:29:41.592Z,2025-05-23T18:01:36Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,5745123273,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983951,302,1,1,27,44,a9vw7ikerpr4cuweeeka5aneg,1,20.8,15.9,2025-05-23T17:29:42.172Z,2025-05-23T17:29:47Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,5745064877,141,30.1,5745064879,212,11.1,5745064881,213,1.06,5745064873,56,Back,5745064875,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983955,303,1,1,27,45,a9vw7ikerpr4cuweeeka5aneg,1,26.0,30.1,2025-05-23T17:29:43.588Z,2025-05-23T17:29:47Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745064897,56,Back,5745064903,212,4.7,5745064901,141,33.4,5745064899,140,22.1,5745064905,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983957,304,1,1,27,47,a9vw7ikerpr4cuweeeka5aneg,1,22.1,33.4,2025-05-23T17:29:45.348Z,2025-05-23T17:29:47Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745064917,213,2.91,5745064913,141,36.9,5745064911,140,12.4,5745064909,56,Back,5745064915,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983961,305,1,1,27,48,a9vw7ikerpr4cuweeeka5aneg,1,12.4,36.9,2025-05-23T17:29:46.220Z,2025-05-23T17:29:48Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,5745064935,140,4.1,5745064941,213,2.26,5745064939,212,13.7,5745064933,56,Back,5745064937,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983979,306,1,1,27,50,a9vw7ikerpr4cuweeeka5aneg,1,4.1,52.4,2025-05-23T17:29:48.156Z,2025-05-23T17:29:52Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,5745065023,212,16.8,5745065025,213,1.16,5745065021,141,75.0,5745065019,140,10.5,5745065017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983987,307,1,1,27,54,a9vw7ikerpr4cuweeeka5aneg,0,12.3,83.8,2025-05-23T17:29:52.036Z,2025-05-23T17:29:54Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5745065051,141,75.3,5745065047,56,Back,5745065049,140,36.4,5745065053,212,26.0,5745065055,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984015,222,8,1,27,55,8gxd9ry2580pu1b1dd5ny9ymy,1,66.8,28.1,2025-05-23T17:29:52.660Z,2025-05-23T19:07:57Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745065213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983991,308,61,1,27,57,a9vw7ikerpr4cuweeeka5aneg,1,36.4,75.6,2025-05-23T17:29:55.397Z,2025-05-23T17:29:55Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745065075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984223,231,1,1,28,5,8gxd9ry2580pu1b1dd5ny9ymy,1,73.5,16.6,2025-05-23T17:30:02.851Z,2025-05-23T17:34:25Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5745066329,213,2.59,5745066321,56,Center,5745066325,141,25.1,5745066327,212,11.0,5745066323,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984023,224,1,1,28,5,8gxd9ry2580pu1b1dd5ny9ymy,1,60.2,24.5,2025-05-23T17:30:03.124Z,2025-05-23T17:30:03Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5745065229,56,Center,5745065235,212,7.8,5745065233,141,34.7,5745065237,213,1.08,5745065231,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984011,309,83,1,28,5,a9vw7ikerpr4cuweeeka5aneg,0,32.9,69.0,2025-05-23T17:30:03.144Z,2025-05-23T19:07:49Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,5745322281,399,dm6xpphbyyooqriwaambi7njd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984035,225,1,1,28,6,8gxd9ry2580pu1b1dd5ny9ymy,1,63.7,34.7,2025-05-23T17:30:03.764Z,2025-05-23T17:34:33Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5745065281,141,16.9,5745065277,56,Right,5745065279,140,57.5,5745065283,212,13.7,5745065285,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984043,226,1,1,28,7,8gxd9ry2580pu1b1dd5ny9ymy,1,57.5,16.9,2025-05-23T17:30:05.309Z,2025-05-23T17:30:07Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745065325,213,2.69,5745065323,212,23.9,5745065321,141,32.2,5745065319,140,37.0,5745065317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984051,227,1,1,28,9,8gxd9ry2580pu1b1dd5ny9ymy,1,37.0,32.2,2025-05-23T17:30:07.340Z,2025-05-23T19:36:17Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5745065375,212,18.0,5745065369,56,Back,5745065371,140,39.1,5745065373,141,58.5,5745065377,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984059,228,1,1,28,12,8gxd9ry2580pu1b1dd5ny9ymy,1,39.4,60.8,2025-05-23T17:30:09.764Z,2025-05-23T17:30:11Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5745065401,140,40.7,5745065407,213,1.48,5745065399,56,Back,5745065405,212,15.0,5745065403,141,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984089,229,1,1,28,13,8gxd9ry2580pu1b1dd5ny9ymy,1,40.6,86.1,2025-05-23T17:30:11.316Z,2025-05-23T17:30:16Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745065569,141,89.6,5745065571,212,37.6,5745065565,56,Left,5745065575,1,,5745065567,140,76.3,5745065573,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984091,230,1,1,28,19,8gxd9ry2580pu1b1dd5ny9ymy,0,79.6,97.7,2025-05-23T17:30:16.620Z,2025-05-23T17:30:17Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5745065585,212,3.7,5745065583,141,93.3,5745065579,56,Left,5745065587,213,4.10,5745065581,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984111,311,1,1,28,21,a9vw7ikerpr4cuweeeka5aneg,1,27.2,23.7,2025-05-23T17:30:18.981Z,2025-05-23T17:30:20Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,5745065667,56,Back,5745065673,212,10.9,5745065671,141,16.2,5745065669,140,18.0,5745065675,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984117,312,1,1,28,22,a9vw7ikerpr4cuweeeka5aneg,1,18.0,16.2,2025-05-23T17:30:20.228Z,2025-05-23T19:33:02Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,5745065713,141,34.9,5745065717,213,0.91,5745065715,212,16.2,5745065711,140,27.5,5745065709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984167,313,1,1,28,31,a9vw7ikerpr4cuweeeka5aneg,1,39.7,28.3,2025-05-23T17:30:29.340Z,2025-05-23T17:30:33Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5745065985,213,3.93,5745065983,212,11.3,5745065979,140,32.1,5745065977,56,Back,5745065981,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984175,314,1,1,28,35,a9vw7ikerpr4cuweeeka5aneg,1,32.1,16.7,2025-05-23T17:30:33.589Z,2025-05-23T17:30:34Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,5745066017,213,2.00,5745066013,141,37.0,5745066009,140,26.1,5745066015,212,15.2,5745066005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984179,315,1,1,28,36,a9vw7ikerpr4cuweeeka5aneg,1,26.1,37.0,2025-05-23T17:30:34.404Z,2025-05-23T17:30:35Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,5745066047,141,41.3,5745066049,212,8.8,5745066051,213,0.34,5745066045,140,34.0,5745066043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984207,316,1,1,28,37,a9vw7ikerpr4cuweeeka5aneg,1,34.0,41.3,2025-05-23T17:30:35.220Z,2025-05-23T17:30:46Z,51ymbnikkta369rn3exb1g7bo,A. Moro,,5745066219,140,6.6,5745066221,141,47.5,5745066223,212,29.1,5745066225,213,3.00,5745066215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984239,317,1,1,28,48,a9vw7ikerpr4cuweeeka5aneg,1,14.4,55.4,2025-05-23T17:30:46.069Z,2025-05-23T17:30:49Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,5745066407,155,,5745066417,213,0.14,5745066413,141,61.4,5745066411,140,42.6,5745066409,56,Back,5745066415,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984247,318,44,1,28,51,a9vw7ikerpr4cuweeeka5aneg,1,39.6,73.2,2025-05-23T17:30:49.508Z,2025-05-23T19:02:16Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745066451,285,,5745066503,233,232,5745066447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984251,232,44,1,28,51,8gxd9ry2580pu1b1dd5ny9ymy,0,60.4,26.8,2025-05-23T17:30:49.509Z,2025-05-23T19:02:16Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5745066465,56,Center,5745066511,233,318,5745066467,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984275,319,1,1,28,52,a9vw7ikerpr4cuweeeka5aneg,0,42.6,61.4,2025-05-23T17:30:49.756Z,2025-05-23T17:30:53Z,c2x3pewqx6d9q3c5dup0udxw,G. Guðmundsson,,5745066575,56,Back,5745066573,3,,5745066581,212,19.8,5745066583,213,4.88,5745066579,141,32.7,5745066577,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984267,233,1,1,28,55,8gxd9ry2580pu1b1dd5ny9ymy,0,50.4,51.5,2025-05-23T17:30:53.499Z,2025-05-23T19:36:25Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5745066553,56,Center,5745120375,141,52.3,5745120373,140,52.8,5745120379,213,0.21,5745120377,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984311,320,1,1,28,57,a9vw7ikerpr4cuweeeka5aneg,1,56.6,31.0,2025-05-23T17:30:54.996Z,2025-05-23T17:30:58Z,7hso2bszmf4qal560jhrg2904,Y. Ouorou,,5745066779,56,Right,5745066785,212,12.7,5745066783,141,12.3,5745066781,140,57.1,5745066787,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984319,321,1,1,29,0,a9vw7ikerpr4cuweeeka5aneg,0,64.2,10.4,2025-05-23T17:30:58.284Z,2025-05-23T17:30:59Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,5745066831,140,77.1,5745066837,213,0.62,5745066829,56,Center,5745066835,212,16.6,5745066833,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817984327,234,8,1,29,2,8gxd9ry2580pu1b1dd5ny9ymy,1,33.6,87.9,2025-05-23T17:31:00.107Z,2025-05-23T17:31:00Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5745066873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
