id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2805780987,260,1,1,25,4,aqtkb4mgrz8c6iqfufj6qjbv9,0,74.9,9.1,2025-04-25T17:25:51.103Z,2025-04-25T17:25:52Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677713107,286,,5677713069,212,3.6,5677713063,56,Right,5677713065,140,76.3,5677713071,213,1.16,5677713103,233,188,5677713101,236,,5677713067,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2805780989,188,74,1,25,4,8cfkisxf1fkxdqtt6tx1tup48,1,33.2,82.0,2025-04-25T17:25:51.104Z,2025-04-25T19:02:57Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5677713129,233,260,5677713073,56,Back,5677713075,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781005,261,61,1,25,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,68.8,2.9,2025-04-25T17:25:52.351Z,2025-04-25T19:05:36Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677713213,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781039,189,5,1,25,6,8cfkisxf1fkxdqtt6tx1tup48,1,32.1,101.4,2025-04-25T17:25:53.906Z,2025-04-25T19:03:59Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5677713371,233,262,5677713357,56,Back,5677713359,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781011,262,5,1,25,6,aqtkb4mgrz8c6iqfufj6qjbv9,0,67.9,-1.4,2025-04-25T17:25:53.906Z,2025-04-25T19:03:59Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677713233,347,,5677713377,233,189,5677713231,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781059,190,1,1,25,11,8cfkisxf1fkxdqtt6tx1tup48,1,38.3,100.0,2025-04-25T17:25:58.148Z,2025-04-25T17:26:03Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5677713523,56,Left,5677713525,140,55.3,5677713533,1,,5677713521,107,,5677713531,213,5.60,5677713529,212,23.0,5677713527,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781069,191,1,1,25,16,8cfkisxf1fkxdqtt6tx1tup48,0,67.2,74.1,2025-04-25T17:26:03.554Z,2025-04-25T17:26:06Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5677713599,213,5.56,5677713591,56,Center,5677713597,212,24.7,5677713593,140,84.8,5677713595,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781125,264,1,1,25,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.2,51.0,2025-04-25T17:26:11.334Z,2025-04-25T17:26:16Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5677713935,212,15.4,5677713933,141,28.5,5677713937,213,4.79,5677713929,56,Back,5677713931,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781133,265,1,1,25,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.9,28.2,2025-04-25T17:26:15.695Z,2025-04-25T17:26:17Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5677713971,141,43.4,5677713965,155,,5677713973,212,25.8,5677713975,213,0.41,5677713969,140,38.4,5677713967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781159,266,1,1,25,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.3,43.4,2025-04-25T17:26:17.599Z,2025-04-25T17:26:20Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5677714093,212,9.2,5677714095,213,5.07,5677714087,56,Back,5677714091,141,30.7,5677714089,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781191,267,1,1,25,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.0,33.6,2025-04-25T17:26:20.167Z,2025-04-25T17:26:25Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5677714297,140,66.6,5677714303,213,5.39,5677714295,56,Right,5677714299,141,9.5,5677714301,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781215,268,1,1,25,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.4,17.1,2025-04-25T17:26:25.310Z,2025-04-25T17:26:30Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677714505,56,Center,5677714517,213,2.05,5677714513,141,39.2,5677714515,212,17.0,5677714509,140,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781223,269,1,1,25,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.7,46.9,2025-04-25T17:26:30.583Z,2025-04-25T17:26:32Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5677714555,140,77.5,5677714553,56,Center,5677714561,213,0.93,5677714559,212,11.9,5677714557,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781229,270,3,1,25,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,77.8,62.0,2025-04-25T17:26:32.190Z,2025-04-25T17:26:37Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5677714583,286,,5677714701,233,192,5677714581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781245,192,7,1,25,45,8cfkisxf1fkxdqtt6tx1tup48,0,22.2,38.0,2025-04-25T17:26:32.191Z,2025-04-25T17:26:36Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677714645,285,,5677714669,233,270,5677714641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781269,271,1,1,25,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.0,63.0,2025-04-25T17:26:34.216Z,2025-04-25T17:26:35Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5677714791,212,21.2,5677714789,141,90.3,5677714793,213,1.06,5677714785,56,Left,5677714787,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781289,272,1,1,25,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,84.8,90.3,2025-04-25T17:26:35.766Z,2025-04-25T17:26:39Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5677714935,213,3.91,5677714933,212,13.1,5677714927,56,Center,5677714931,141,76.9,5677714929,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781313,273,1,1,25,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.7,70.3,2025-04-25T17:26:39.695Z,2025-04-25T17:26:43Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5677715077,140,100.0,5677715081,212,37.9,5677715083,213,5.69,5677715085,1,,5677715075,56,Center,5677715073,155,,5677715079,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781485,193,5,1,25,55,8cfkisxf1fkxdqtt6tx1tup48,1,-0.8,62.2,2025-04-25T17:26:42.401Z,2025-04-25T19:04:00Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5677716155,56,Back,5677716157,346,,5677716369,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781523,274,5,1,25,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,100.8,37.8,2025-04-25T17:26:42.401Z,2025-04-25T19:04:00Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5677716373,233,193,5677716353,56,Center,5677716355,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781511,194,1,1,26,25,8cfkisxf1fkxdqtt6tx1tup48,0,4.1,46.6,2025-04-25T17:27:12.505Z,2025-04-25T17:27:16Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5677716283,124,,5677716285,56,Center,5677716293,213,6.10,5677716301,74,,5677716291,212,62.3,5677716289,141,29.8,5677716297,1,,5677716287,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781527,275,1,1,26,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.2,77.8,2025-04-25T17:27:17.422Z,2025-04-25T17:27:18Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5677716381,140,57.0,5677716377,3,,5677716379,56,Center,5677716383,141,67.8,5677716385,212,21.9,5677716387,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781529,276,1,1,26,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.0,67.8,2025-04-25T17:27:18.286Z,2025-04-25T17:55:55Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5677716395,56,Center,5677716399,141,73.2,5677716419,156,,5677716397,140,51.1,5677716403,213,2.61,5677716401,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781541,277,1,1,26,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.1,73.2,2025-04-25T17:27:19.743Z,2025-04-25T17:27:46Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677717601,155,,5677716461,56,Center,5677716469,213,5.81,5677716463,140,68.0,5677716465,141,59.9,5677716467,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781573,278,1,1,26,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.0,59.9,2025-04-25T17:27:22.870Z,2025-04-25T17:27:23Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5677716627,141,50.9,5677716625,140,66.8,5677716623,56,Center,5677716631,213,4.51,5677716629,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781605,280,1,1,26,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,67.0,55.4,2025-04-25T17:27:24.662Z,2025-04-25T17:27:25Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677716769,213,4.61,5677716761,56,Center,5677716765,141,35.5,5677716763,140,65.7,5677716767,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781649,281,1,1,26,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.2,36.9,2025-04-25T17:27:28.198Z,2025-04-25T17:27:31Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677717017,1,,5677717005,155,,5677717009,140,88.3,5677717013,212,34.7,5677717015,213,1.03,5677717007,56,Left,5677717011,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781721,282,1,1,26,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.2,80.8,2025-04-25T17:27:31.550Z,2025-04-25T17:28:24Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,1.0,5677717405,155,,5677717403,2,,5677717409,140,91.2,5677717413,212,22.8,5677717415,213,4.85,5677717407,56,Center,5677719463,154,,5677719465,22,,5677719461,210,16,5677717411,141,47.6,,,,,,,,,,,,,,,,,,,,
2805782117,284,44,1,26,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.2,46.7,2025-04-25T17:27:33.040Z,2025-04-25T17:28:33Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677719707,233,195,5677719703,56,Center,5677719705,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781695,195,44,1,26,46,8cfkisxf1fkxdqtt6tx1tup48,0,7.8,53.3,2025-04-25T17:27:33.041Z,2025-04-25T17:28:32Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5677719733,233,284,5677717215,285,,5677717213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805781851,283,16,1,26,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,93.3,50.7,2025-04-25T17:27:34.301Z,2025-04-25T19:29:09Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677718241,17,,5677719491,102,45.8,5677718243,56,Center,5677718843,375,26:46.860,5677719495,230,99.4,5677719493,103,19.0,5677719487,55,282,5677718837,328,,5677718239,22,,5677718839,374,2025-04-25 18:27:33.878,5677719481,80,,5677719485,154,,5677719483,29,5678327927,214,5677718833,15,5677719497,231,,,,50.5,,
2805782107,196,1,1,27,40,8cfkisxf1fkxdqtt6tx1tup48,1,49.9,49.9,2025-04-25T17:28:27.984Z,2025-04-25T17:28:29Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5677719641,56,Back,5677719649,213,3.33,5677719651,279,G,5677719643,140,29.9,5677719645,141,44.0,5677719647,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782125,197,1,1,27,42,8cfkisxf1fkxdqtt6tx1tup48,1,29.9,44.0,2025-04-25T17:28:29.329Z,2025-04-25T17:28:31Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5677719749,212,12.4,5677719751,213,4.70,5677719745,140,29.8,5677719743,56,Back,5677719747,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782133,198,1,1,27,44,8cfkisxf1fkxdqtt6tx1tup48,1,29.8,25.8,2025-04-25T17:28:31.272Z,2025-04-25T17:28:32Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677719809,141,46.3,5677719805,56,Back,5677719811,212,13.9,5677719813,213,1.53,5677719807,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782155,199,1,1,27,45,8cfkisxf1fkxdqtt6tx1tup48,1,30.6,45.8,2025-04-25T17:28:32.680Z,2025-04-25T17:28:36Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5677719917,213,2.97,5677719913,141,50.7,5677719915,212,19.0,5677719911,140,12.8,5677719909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782183,200,1,1,27,49,8cfkisxf1fkxdqtt6tx1tup48,0,12.3,55.7,2025-04-25T17:28:36.409Z,2025-04-25T17:28:40Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5677720075,140,47.4,5677720073,56,Back,5677720077,141,76.7,5677720081,213,0.37,5677720083,1,,5677720071,157,,5677720079,212,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782217,285,44,1,27,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.8,22.5,2025-04-25T17:28:39.661Z,2025-04-25T19:03:08Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5677720765,233,201,5677720285,56,Center,5677720291,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782189,201,44,1,27,52,8cfkisxf1fkxdqtt6tx1tup48,0,47.2,77.5,2025-04-25T17:28:39.662Z,2025-04-25T19:03:08Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5677720119,285,,5677720917,233,285,5677720117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782261,286,1,1,27,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,54.0,6.4,2025-04-25T17:28:40.654Z,2025-04-25T19:05:46Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5677723137,213,5.97,5677723135,212,0.4,5677720569,56,Right,5677723133,141,6.2,5677723129,3,,5677723131,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782265,203,61,1,27,54,8cfkisxf1fkxdqtt6tx1tup48,1,45.6,80.6,2025-04-25T17:28:41.523Z,2025-04-25T19:05:48Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5677720575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782259,202,5,1,27,55,8cfkisxf1fkxdqtt6tx1tup48,0,39.2,101.2,2025-04-25T17:28:42.088Z,2025-04-25T19:05:53Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5677720567,347,,5677720565,56,Back,5677725027,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782289,287,5,1,27,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.8,-1.2,2025-04-25T17:28:42.088Z,2025-04-25T19:05:51Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5677725019,233,202,5677720745,347,,5677720743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782455,288,1,1,28,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.3,0.0,2025-04-25T17:29:22.653Z,2025-04-25T17:29:23Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677721603,56,Right,5677721601,107,,5677721607,140,74.3,5677721615,213,0.65,5677721613,212,17.2,5677721611,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782463,289,1,1,28,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.3,13.7,2025-04-25T17:29:23.276Z,2025-04-25T17:29:24Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677721665,212,5.1,5677721663,141,12.0,5677721659,56,Right,5677721661,140,69.6,5677721667,213,3.37,5677721681,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782469,290,1,1,28,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.6,12.0,2025-04-25T17:29:24.205Z,2025-04-25T17:29:25Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677721707,213,1.37,5677721705,212,16.6,5677721703,141,36.0,5677721699,56,Center,5677721701,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782473,291,1,1,28,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.7,36.0,2025-04-25T17:29:24.757Z,2025-04-25T17:29:25Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5677721711,56,Center,5677721719,213,3.42,5677721713,140,68.6,5677721715,141,34.2,5677721717,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782499,205,1,1,28,39,8cfkisxf1fkxdqtt6tx1tup48,1,42.5,76.6,2025-04-25T17:29:26.216Z,2025-04-25T17:29:29Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5677721837,141,81.1,5677721835,140,35.7,5677721833,56,Back,5677721839,212,7.8,5677721841,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782517,206,1,1,28,42,8cfkisxf1fkxdqtt6tx1tup48,1,33.3,91.8,2025-04-25T17:29:29.216Z,2025-04-25T17:29:30Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5677721927,140,24.4,5677721931,212,9.6,5677721929,141,88.4,5677721933,213,3.38,5677721925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782541,207,1,1,28,43,8cfkisxf1fkxdqtt6tx1tup48,1,24.4,88.4,2025-04-25T17:29:30.736Z,2025-04-25T17:29:34Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5677722049,140,25.0,5677722057,1,,5677722043,155,,5677722045,196,,5677722053,212,44.7,5677722055,213,4.73,5677722051,141,22.7,5677722047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782549,208,1,1,28,47,8cfkisxf1fkxdqtt6tx1tup48,1,25.0,22.7,2025-04-25T17:29:34.088Z,2025-04-25T17:29:36Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677722133,141,9.5,5677722135,212,10.2,5677722137,213,5.21,5677722131,140,29.6,5677722129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782591,209,1,1,28,49,8cfkisxf1fkxdqtt6tx1tup48,1,29.6,9.5,2025-04-25T17:29:36.031Z,2025-04-25T17:29:42Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677722435,140,7.1,5677722433,56,Back,5677722437,141,40.9,5677722441,213,2.41,5677722439,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782619,210,1,1,28,55,8cfkisxf1fkxdqtt6tx1tup48,1,12.0,45.4,2025-04-25T17:29:42.040Z,2025-04-25T17:29:45Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5677722589,140,13.4,5677722591,141,24.9,5677722599,213,4.82,5677722593,212,14.0,5677722587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782627,211,1,1,28,57,8cfkisxf1fkxdqtt6tx1tup48,0,13.0,19.5,2025-04-25T17:29:44.968Z,2025-04-25T17:29:47Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677722667,213,6.08,5677722657,155,,5677722663,141,9.8,5677722665,212,32.0,5677722661,140,42.8,5677722659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782637,292,1,1,29,0,aqtkb4mgrz8c6iqfufj6qjbv9,0,56.9,81.1,2025-04-25T17:29:47.660Z,2025-04-25T17:29:49Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5677722749,56,Left,5677722755,212,10.0,5677722753,141,87.5,5677722757,213,0.45,5677722751,140,65.5,5677722747,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782659,212,1,1,29,1,8cfkisxf1fkxdqtt6tx1tup48,0,18.4,9.0,2025-04-25T17:29:48.503Z,2025-04-25T17:29:55Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677722879,56,Back,5677722883,141,0.0,5677722885,212,30.3,5677722887,213,6.04,5677722881,140,46.4,5677722877,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782665,213,5,1,29,4,8cfkisxf1fkxdqtt6tx1tup48,0,42.8,-1.6,2025-04-25T17:29:51.293Z,2025-04-25T19:04:02Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677723173,233,293,5677722907,56,Back,5677722909,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782697,293,5,1,29,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.2,101.6,2025-04-25T17:29:51.293Z,2025-04-25T19:04:02Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5677723097,347,,5677723095,56,Left,5677723141,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782729,294,1,1,29,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.0,100.0,2025-04-25T17:30:00.493Z,2025-04-25T17:30:01Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5677723321,213,4.23,5677723313,141,76.1,5677723317,212,19.9,5677723305,56,Back,5677723303,107,,5677723309,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782751,295,1,1,29,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.2,76.1,2025-04-25T17:30:01.205Z,2025-04-25T17:30:05Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5677723439,140,36.9,5677723441,141,49.6,5677723443,212,18.4,5677723445,213,4.52,5677723437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782771,296,1,1,29,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.3,36.7,2025-04-25T17:30:05.533Z,2025-04-25T17:30:07Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5677723541,212,26.5,5677723539,141,17.9,5677723535,56,Right,5677723537,140,54.4,5677723543,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782779,297,1,1,29,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.4,17.9,2025-04-25T17:30:07.685Z,2025-04-25T17:30:09Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677723609,141,8.3,5677723605,56,Right,5677723611,212,7.0,5677723613,213,4.36,5677723607,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782813,298,1,1,29,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.1,8.3,2025-04-25T17:30:08.972Z,2025-04-25T17:30:11Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5677723775,140,38.2,5677723773,56,Back,5677723777,141,19.2,5677723781,213,2.67,5677723779,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782835,299,1,1,29,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.5,22.8,2025-04-25T17:30:11.708Z,2025-04-25T17:30:15Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5677723905,213,1.82,5677723897,56,Back,5677723903,212,28.6,5677723899,140,27.8,5677723901,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782891,300,1,1,29,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.0,63.6,2025-04-25T17:30:15.452Z,2025-04-25T17:30:20Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5677724227,141,44.9,5677724231,213,3.96,5677724229,212,17.4,5677724225,140,14.7,5677724223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782919,301,1,1,29,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.6,44.6,2025-04-25T17:30:20.508Z,2025-04-25T17:30:22Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5677724367,140,64.8,5677724369,141,33.7,5677724375,1,,5677724373,213,6.14,5677724371,212,53.2,5677724363,155,,5677724365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782923,302,44,1,29,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.8,30.1,2025-04-25T17:30:21.583Z,2025-04-25T19:03:09Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677724395,286,,5677724393,56,Center,5677724419,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805782913,214,44,1,29,34,8cfkisxf1fkxdqtt6tx1tup48,0,38.2,69.9,2025-04-25T17:30:21.584Z,2025-04-25T19:03:09Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5677724353,56,Back,5677724355,285,,5677724437,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
