id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787832439,239,1,1,24,45,bd4qakf7j0wwie8wke9km7uj8,1,45.3,56.1,2025-03-14T18:25:04.577Z,2025-03-14T18:25:07Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5579040557,56,Left,5579040565,213,0.89,5579040561,141,83.1,5579040559,140,59.4,5579040563,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832455,240,1,1,24,47,bd4qakf7j0wwie8wke9km7uj8,1,60.4,83.7,2025-03-14T18:25:06.873Z,2025-03-14T18:25:09Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5579040663,212,15.5,5579040659,140,74.0,5579040661,141,92.4,5579040665,213,0.39,5579040657,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832479,241,1,1,24,50,bd4qakf7j0wwie8wke9km7uj8,0,74.0,92.4,2025-03-14T18:25:09.409Z,2025-03-14T18:25:12Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5579040773,141,100.0,5579040777,213,0.34,5579040769,56,Left,5579040771,140,89.6,5579040775,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832571,184,5,1,24,53,8cfkisxf1fkxdqtt6tx1tup48,1,11.4,-1.0,2025-03-14T18:25:12.206Z,2025-03-14T20:21:11Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579041325,233,242,5579041291,56,Back,5579041293,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832481,242,5,1,24,53,bd4qakf7j0wwie8wke9km7uj8,0,88.6,101.0,2025-03-14T18:25:12.206Z,2025-03-14T20:21:11Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5579041329,233,184,5579040785,347,,5579040783,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832593,185,1,1,25,9,8cfkisxf1fkxdqtt6tx1tup48,1,11.1,0.0,2025-03-14T18:25:29.082Z,2025-03-14T18:25:32Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5579041425,212,17.7,5579041421,140,21.3,5579041423,141,19.2,5579041427,213,0.92,5579041419,56,Back,5579041417,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832601,186,1,1,25,12,8cfkisxf1fkxdqtt6tx1tup48,1,21.3,19.2,2025-03-14T18:25:31.859Z,2025-03-14T18:25:33Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5579041457,56,Back,5579041465,213,4.27,5579041461,141,8.5,5579041459,140,18.0,5579041463,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832637,187,1,1,25,13,8cfkisxf1fkxdqtt6tx1tup48,1,18.0,8.5,2025-03-14T18:25:32.842Z,2025-03-14T18:25:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5579041681,212,8.6,5579041677,140,10.8,5579041675,56,Back,5579041679,141,14.4,5579041683,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832657,188,1,1,25,20,8cfkisxf1fkxdqtt6tx1tup48,1,20.7,34.6,2025-03-14T18:25:39.514Z,2025-03-14T18:25:43Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579041787,56,Back,5579041793,212,22.6,5579041789,140,20.4,5579041795,213,1.58,5579041791,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832679,189,1,1,25,23,8cfkisxf1fkxdqtt6tx1tup48,1,28.9,83.6,2025-03-14T18:25:42.955Z,2025-03-14T18:25:47Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5579041931,213,0.62,5579041927,141,93.8,5579041923,56,Back,5579041925,140,38.1,5579041929,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832713,190,1,1,25,28,8cfkisxf1fkxdqtt6tx1tup48,1,42.2,89.6,2025-03-14T18:25:47.530Z,2025-03-14T18:25:53Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5579042101,56,Back,5579042109,213,4.42,5579042105,141,69.9,5579042107,212,14.0,5579042103,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832755,191,1,1,25,33,8cfkisxf1fkxdqtt6tx1tup48,1,42.3,66.0,2025-03-14T18:25:52.859Z,2025-03-14T18:25:59Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5579042331,140,38.0,5579042335,212,16.4,5579042329,56,Back,5579042337,213,4.43,5579042333,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832789,192,1,1,25,39,8cfkisxf1fkxdqtt6tx1tup48,1,54.9,38.6,2025-03-14T18:25:58.867Z,2025-03-14T18:26:03Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5579042531,141,17.0,5579042527,56,Right,5579042535,213,4.44,5579042529,140,51.0,5579042533,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832819,193,1,1,25,44,8cfkisxf1fkxdqtt6tx1tup48,1,40.7,27.1,2025-03-14T18:26:03.467Z,2025-03-14T18:26:07Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579042701,213,2.09,5579042697,212,21.8,5579042693,141,54.9,5579042685,56,Back,5579042689,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832855,194,1,1,25,47,8cfkisxf1fkxdqtt6tx1tup48,1,30.4,55.1,2025-03-14T18:26:07.042Z,2025-03-14T18:26:11Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5579042849,56,Back,5579042851,140,39.0,5579042855,212,10.7,5579042857,213,0.57,5579042853,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832861,195,1,1,25,52,8cfkisxf1fkxdqtt6tx1tup48,1,38.4,59.9,2025-03-14T18:26:11.171Z,2025-03-14T18:26:14Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5579042897,56,Back,5579042899,140,41.6,5579042901,141,81.4,5579042905,213,1.34,5579042903,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832883,196,1,1,25,54,8cfkisxf1fkxdqtt6tx1tup48,1,41.6,81.4,2025-03-14T18:26:13.908Z,2025-03-14T18:26:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5579042999,56,Back,5579043003,141,53.7,5579043007,213,4.06,5579043001,140,28.0,5579043005,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832895,197,1,1,25,57,8cfkisxf1fkxdqtt6tx1tup48,1,28.0,51.9,2025-03-14T18:26:16.738Z,2025-03-14T18:26:22Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5579043131,212,14.4,5579043127,140,28.9,5579043125,56,Back,5579043129,141,30.7,5579043133,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832913,198,1,1,26,2,8cfkisxf1fkxdqtt6tx1tup48,1,42.8,33.0,2025-03-14T18:26:21.851Z,2025-03-14T18:26:24Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579043269,140,63.6,5579043267,56,Center,5579043275,213,0.82,5579043271,141,67.6,5579043277,1,,5579043273,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832947,199,1,1,26,5,8cfkisxf1fkxdqtt6tx1tup48,0,62.2,64.3,2025-03-14T18:26:24.730Z,2025-03-14T18:26:28Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5579043445,212,30.8,5579043441,140,79.4,5579043447,213,0.94,5579043443,141,100.0,5579043439,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832949,200,5,1,26,8,8cfkisxf1fkxdqtt6tx1tup48,0,79.4,101.4,2025-03-14T18:26:27.909Z,2025-03-14T20:21:12Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5579043747,233,243,5579043449,56,Left,5579043451,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787832997,243,5,1,26,8,bd4qakf7j0wwie8wke9km7uj8,1,20.6,-1.4,2025-03-14T18:26:27.909Z,2025-03-14T20:21:12Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5579043717,56,Back,5579043723,233,200,5579043719,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833007,244,1,1,26,17,bd4qakf7j0wwie8wke9km7uj8,1,24.0,0.0,2025-03-14T18:26:37.066Z,2025-03-14T18:26:38Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5579043785,140,21.3,5579043781,107,,5579043791,141,7.2,5579043795,212,6.7,5579043799,213,2.01,5579043783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833065,245,1,1,26,19,bd4qakf7j0wwie8wke9km7uj8,1,21.3,7.2,2025-03-14T18:26:38.258Z,2025-03-14T18:26:45Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5579044139,141,10.8,5579044135,56,Back,5579044137,140,42.9,5579044133,157,,5579044143,213,0.11,5579044141,212,22.8,5579044145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833067,246,61,1,26,25,bd4qakf7j0wwie8wke9km7uj8,1,43.8,15.7,2025-03-14T18:26:45.131Z,2025-03-14T18:26:45Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5579044151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833089,247,1,1,26,27,bd4qakf7j0wwie8wke9km7uj8,0,51.3,24.8,2025-03-14T18:26:46.806Z,2025-03-14T20:09:32Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5579048639,56,Back,5579048647,213,3.29,5579048643,141,21.1,5579048641,140,35.6,5579048645,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833629,215,8,1,26,28,8cfkisxf1fkxdqtt6tx1tup48,1,44.7,76.3,2025-03-14T18:26:47.402Z,2025-03-14T20:09:35Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5579047389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833095,202,1,1,26,30,8cfkisxf1fkxdqtt6tx1tup48,1,58.6,78.5,2025-03-14T18:26:49.611Z,2025-03-14T18:26:52Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5579044317,56,Left,5579044319,140,68.8,5579044323,212,14.5,5579044325,213,0.74,5579044321,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833123,203,1,1,26,33,8cfkisxf1fkxdqtt6tx1tup48,1,68.8,92.9,2025-03-14T18:26:52.395Z,2025-03-14T18:26:57Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5579044471,56,Left,5579044479,213,3.19,5579044475,141,92.3,5579044473,140,60.0,5579044477,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833143,204,1,1,26,37,8cfkisxf1fkxdqtt6tx1tup48,1,60.0,92.1,2025-03-14T18:26:56.963Z,2025-03-14T18:26:59Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5579044577,56,Back,5579044581,141,77.3,5579044585,213,3.64,5579044579,140,42.3,5579044583,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833161,205,1,1,26,40,8cfkisxf1fkxdqtt6tx1tup48,1,43.0,74.5,2025-03-14T18:26:59.443Z,2025-03-14T18:27:02Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5579044689,213,4.80,5579044685,141,40.9,5579044681,56,Back,5579044687,212,22.9,5579044683,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833191,206,1,1,26,45,8cfkisxf1fkxdqtt6tx1tup48,1,53.1,32.7,2025-03-14T18:27:04.626Z,2025-03-14T18:27:07Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579044839,155,,5579044851,1,,5579044843,140,67.0,5579044847,212,40.6,5579044849,213,1.20,5579044845,141,88.4,5579044841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833201,207,1,1,26,47,8cfkisxf1fkxdqtt6tx1tup48,1,67.0,88.4,2025-03-14T18:27:07.082Z,2025-03-14T18:27:10Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5579044939,3,,5579044943,140,80.1,5579044947,212,13.9,5579044941,56,Left,5579044949,213,6.12,5579044945,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833225,208,1,1,26,50,8cfkisxf1fkxdqtt6tx1tup48,1,80.1,85.3,2025-03-14T18:27:09.835Z,2025-03-14T18:27:12Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5579045079,212,13.0,5579045075,140,67.7,5579045081,213,3.11,5579045073,56,Left,5579045077,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833243,209,1,1,26,52,8cfkisxf1fkxdqtt6tx1tup48,1,68.4,91.7,2025-03-14T18:27:11.882Z,2025-03-14T18:27:15Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5579045167,141,78.7,5579045163,56,Center,5579045169,212,14.5,5579045171,213,3.80,5579045165,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833273,210,1,1,26,56,8cfkisxf1fkxdqtt6tx1tup48,1,62.8,73.2,2025-03-14T18:27:15.218Z,2025-03-14T18:27:19Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5579045337,56,Center,5579045339,140,57.6,5579045345,213,4.20,5579045341,141,59.0,5579045343,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833303,211,1,1,27,0,8cfkisxf1fkxdqtt6tx1tup48,1,60.4,54.3,2025-03-14T18:27:19.730Z,2025-03-14T18:27:23Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5579045507,56,Center,5579045513,212,19.3,5579045509,140,61.2,5579045511,141,25.9,5579045515,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833335,212,1,1,27,4,8cfkisxf1fkxdqtt6tx1tup48,1,61.9,22.8,2025-03-14T18:27:23.530Z,2025-03-14T18:27:26Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579045691,56,Right,5579045699,212,10.7,5579045695,140,71.9,5579045697,141,19.5,5579045703,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833341,213,61,1,27,7,8cfkisxf1fkxdqtt6tx1tup48,0,72.7,16.6,2025-03-14T18:27:26.243Z,2025-03-14T18:54:42Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5579045725,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833361,249,43,1,27,7,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-14T18:27:26.244Z,2025-03-14T18:30:25Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5579045827,285,0,5579051917,144,7,5579050965,233,213,5579045825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833385,251,1,1,27,10,bd4qakf7j0wwie8wke9km7uj8,1,27.0,83.8,2025-03-14T18:27:29.354Z,2025-03-14T19:02:33Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5579045955,140,32.7,5579045959,212,13.4,5579045961,213,5.17,5579045953,56,Back,5579045957,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833433,252,1,1,27,17,bd4qakf7j0wwie8wke9km7uj8,1,74.4,58.9,2025-03-14T18:27:36.322Z,2025-03-14T18:27:40Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5579046211,213,4.95,5579046209,212,33.2,5579046201,56,Right,5579046203,140,81.9,5579046207,141,11.5,5579046213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833443,253,1,1,27,20,bd4qakf7j0wwie8wke9km7uj8,1,83.9,12.0,2025-03-14T18:27:39.945Z,2025-03-14T18:27:41Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5579046267,141,21.4,5579046263,56,Center,5579046265,140,82.9,5579046271,213,1.73,5579046269,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833475,254,1,1,27,22,bd4qakf7j0wwie8wke9km7uj8,1,82.9,21.4,2025-03-14T18:27:41.362Z,2025-03-14T18:27:46Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5579046477,213,0.15,5579046473,141,25.0,5579046471,140,98.2,5579046475,212,16.3,5579046469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833477,255,1,1,27,26,bd4qakf7j0wwie8wke9km7uj8,1,94.2,24.2,2025-03-14T18:27:46.057Z,2025-03-14T18:35:56Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5579067221,213,1.77,5579067215,140,90.7,5579067219,212,18.4,5579067211,155,,5579067209,2,,5579067213,56,Center,5579067217,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833481,256,1,1,27,27,bd4qakf7j0wwie8wke9km7uj8,1,88.3,56.8,2025-03-14T18:27:46.194Z,2025-03-14T20:16:53Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,1.0,5579068329,212,12.4,5579068325,140,76.5,5579068323,56,Center,5579068327,141,55.6,5579068331,213,3.21,5579660677,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833493,257,43,1,27,28,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-14T18:27:48.162Z,2025-03-14T18:37:24Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5579046563,213,2.76,5579046555,56,Center,5579072011,144,1,5579046559,141,57.1,5579046561,212,4.5,5579047347,210,13,5579046557,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833497,258,13,1,27,29,bd4qakf7j0wwie8wke9km7uj8,1,78.8,59.5,2025-03-14T18:27:48.946Z,2025-03-14T20:16:54Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5579047355,84,,5579047353,72,,5579047357,29,,5579046583,56,Center,5579047369,328,,5579047373,231,49.8,5579047371,230,99.0,5579047359,55,256,5579047367,215,5579047363,102,40.8,,5579072235,18,5579047365,103,6.9,5579046579,22,,,,,,,,,,,,,,
2787833625,214,5,1,27,31,8cfkisxf1fkxdqtt6tx1tup48,1,-0.5,59.6,2025-03-14T18:27:51.139Z,2025-03-14T20:21:13Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5579047375,56,Back,5579047377,346,,5579047391,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833505,259,5,1,27,31,bd4qakf7j0wwie8wke9km7uj8,0,100.5,40.4,2025-03-14T18:27:51.139Z,2025-03-14T20:21:13Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5579046629,346,,5579047397,233,214,5579046627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833663,216,1,1,27,58,8cfkisxf1fkxdqtt6tx1tup48,0,4.3,44.8,2025-03-14T18:28:18.011Z,2025-03-14T18:28:22Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5579047579,56,Right,5579047587,213,5.98,5579047583,141,10.9,5579047591,74,,5579047581,140,75.7,5579047577,124,,5579047585,212,78.4,5579047589,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833669,260,1,1,28,4,bd4qakf7j0wwie8wke9km7uj8,1,30.2,80.8,2025-03-14T18:28:23.714Z,2025-03-14T18:28:25Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5579047643,141,69.1,5579047647,213,5.72,5579047641,140,42.1,5579047645,212,14.8,5579047639,56,Back,5579047637,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833683,261,1,1,28,5,bd4qakf7j0wwie8wke9km7uj8,0,47.6,69.5,2025-03-14T18:28:25.033Z,2025-03-14T18:28:31Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5579047679,3,,5579047683,140,30.9,5579047687,212,27.8,5579047681,56,Back,5579047689,213,2.25,5579047685,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833693,217,56,1,28,11,8cfkisxf1fkxdqtt6tx1tup48,1,63.3,2.5,2025-03-14T18:28:30.851Z,2025-03-14T18:54:30Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5579047745,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833725,218,5,1,28,12,8cfkisxf1fkxdqtt6tx1tup48,1,68.4,-1.2,2025-03-14T18:28:32.050Z,2025-03-14T20:21:13Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5579047905,56,Right,5579047907,347,,5579047913,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833695,262,5,1,28,12,bd4qakf7j0wwie8wke9km7uj8,0,31.6,101.2,2025-03-14T18:28:32.050Z,2025-03-14T20:21:14Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5579047765,347,,5579047951,233,218,5579047763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833769,219,1,1,28,26,8cfkisxf1fkxdqtt6tx1tup48,1,72.4,0.0,2025-03-14T18:28:45.730Z,2025-03-14T18:28:47Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5579048191,213,1.37,5579048181,107,,5579048189,212,12.8,5579048185,140,74.8,5579048187,141,17.3,5579048183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833779,220,1,1,28,28,8cfkisxf1fkxdqtt6tx1tup48,1,74.7,17.3,2025-03-14T18:28:47.394Z,2025-03-14T18:28:49Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5579048239,213,4.49,5579048235,141,3.4,5579048231,56,Right,5579048233,140,72.7,5579048237,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833787,221,1,1,28,30,8cfkisxf1fkxdqtt6tx1tup48,1,76.1,3.7,2025-03-14T18:28:49.610Z,2025-03-14T18:28:51Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5579048279,141,13.1,5579048275,56,Right,5579048283,213,2.16,5579048281,212,7.7,5579048277,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833793,222,1,1,28,32,8cfkisxf1fkxdqtt6tx1tup48,1,72.0,11.9,2025-03-14T18:28:51.578Z,2025-03-14T18:28:52Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5579048315,213,4.99,5579048309,140,73.5,5579048311,141,3.8,5579048313,212,5.7,5579048307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833811,223,1,1,28,33,8cfkisxf1fkxdqtt6tx1tup48,1,73.5,3.2,2025-03-14T18:28:52.546Z,2025-03-14T18:28:55Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5579048431,140,57.0,5579048435,212,17.3,5579048429,56,Right,5579048433,141,4.4,5579048437,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833839,224,1,1,28,36,8cfkisxf1fkxdqtt6tx1tup48,1,59.0,7.3,2025-03-14T18:28:55.571Z,2025-03-14T18:29:00Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579048613,56,Back,5579048617,141,35.2,5579048619,212,28.2,5579048615,140,39.1,5579048621,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833851,225,1,1,28,41,8cfkisxf1fkxdqtt6tx1tup48,1,54.6,45.2,2025-03-14T18:29:00.434Z,2025-03-14T18:29:03Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5579048715,213,1.60,5579048711,141,70.5,5579048709,140,54.1,5579048713,212,17.2,5579048707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833861,226,1,1,28,43,8cfkisxf1fkxdqtt6tx1tup48,1,57.8,76.1,2025-03-14T18:29:02.929Z,2025-03-14T18:29:06Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5579048777,141,92.7,5579048781,213,1.05,5579048773,56,Left,5579048779,212,13.0,5579048775,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833895,227,1,1,28,47,8cfkisxf1fkxdqtt6tx1tup48,1,64.0,92.7,2025-03-14T18:29:06.282Z,2025-03-14T18:29:09Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5579048967,56,Left,5579048969,140,56.7,5579048973,212,12.0,5579048971,141,79.1,5579048975,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833931,228,1,1,28,50,8cfkisxf1fkxdqtt6tx1tup48,1,59.5,67.5,2025-03-14T18:29:09.697Z,2025-03-14T18:29:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5579049189,140,54.2,5579049195,213,4.49,5579049191,141,30.7,5579049187,56,Center,5579049193,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787833935,229,1,1,28,57,8cfkisxf1fkxdqtt6tx1tup48,1,67.2,37.7,2025-03-14T18:29:16.298Z,2025-03-14T18:29:17Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5579049217,141,44.6,5579049213,56,Center,5579049221,213,1.99,5579049219,212,5.1,5579049215,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
