id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2754025763,206,61,1,19,19,f1h34qp5zbfl489q8vnkhiq9s,1,5.1,26.6,2024-12-01T13:20:55.090Z,2024-12-01T13:20:55Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395067561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025799,207,12,1,19,21,f1h34qp5zbfl489q8vnkhiq9s,1,6.4,31.9,2024-12-01T13:20:56.767Z,2024-12-01T13:21:44Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395067761,213,4.57,5395067759,212,16.3,5395067753,56,Back,5395067755,140,4.2,5395067757,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025825,208,1,1,19,24,f1h34qp5zbfl489q8vnkhiq9s,1,4.2,8.2,2024-12-01T13:20:59.471Z,2024-12-01T13:21:03Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,5395067855,141,11.5,5395067857,212,21.1,5395067859,213,0.11,5395067853,140,24.2,5395067849,157,,5395067861,1,,5395067851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025835,209,44,1,19,27,f1h34qp5zbfl489q8vnkhiq9s,1,17.0,12.8,2024-12-01T13:21:02.281Z,2024-12-01T15:12:07Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5395067907,56,Back,5395067925,233,167,5395067909,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025823,167,44,1,19,27,7gkglopz9cjsysn2u6sbhuvc5,0,83.0,87.2,2024-12-01T13:21:02.282Z,2024-12-01T15:12:08Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5395067847,286,,5395067845,56,Left,5395067949,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025849,210,1,1,19,27,f1h34qp5zbfl489q8vnkhiq9s,0,24.2,11.5,2024-12-01T13:21:03.063Z,2024-12-01T15:11:48Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5395068029,141,0.0,5395068031,212,10.7,5395068027,140,30.8,5395068033,213,5.42,5395068025,56,Back,5395068023,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025853,168,5,1,19,29,7gkglopz9cjsysn2u6sbhuvc5,1,75.0,101.0,2024-12-01T13:21:04.422Z,2024-12-01T15:14:30Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5395068079,233,211,5395068049,56,Left,5395068051,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025857,211,5,1,19,29,f1h34qp5zbfl489q8vnkhiq9s,0,25.0,-1.0,2024-12-01T13:21:04.422Z,2024-12-01T15:14:30Z,6hmsrr08cllpl4iumu92zskbt,L. From,,5395068087,233,168,5395068065,56,Back,5395068067,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025951,169,1,1,19,39,7gkglopz9cjsysn2u6sbhuvc5,0,85.5,100.0,2024-12-01T13:21:14.617Z,2024-12-01T13:21:16Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5395068517,107,,5395068523,141,74.5,5395068521,140,87.5,5395068519,56,Center,5395068525,212,18.6,5395068527,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025963,212,8,1,19,41,f1h34qp5zbfl489q8vnkhiq9s,1,23.0,20.9,2024-12-01T13:21:17.096Z,2024-12-01T13:21:17Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,5395068581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754025989,170,1,1,19,42,7gkglopz9cjsysn2u6sbhuvc5,1,84.2,86.5,2024-12-01T13:21:18.169Z,2024-12-01T13:21:20Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5395068769,212,9.2,5395068767,141,74.8,5395068765,140,79.8,5395068763,56,Center,5395068771,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026027,171,1,1,19,45,7gkglopz9cjsysn2u6sbhuvc5,1,76.9,76.6,2024-12-01T13:21:20.554Z,2024-12-01T13:21:22Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5395068943,213,0.66,5395068937,140,88.4,5395068935,56,Left,5395068939,141,90.3,5395068941,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026049,172,1,1,19,47,7gkglopz9cjsysn2u6sbhuvc5,1,90.7,90.3,2024-12-01T13:21:22.697Z,2024-12-01T13:21:24Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5395069083,213,6.12,5395069081,212,2.6,5395069075,56,Left,5395069077,140,93.1,5395069079,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026075,173,1,1,19,49,7gkglopz9cjsysn2u6sbhuvc5,1,91.4,90.8,2024-12-01T13:21:24.618Z,2024-12-01T13:21:27Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395069225,141,91.2,5395069227,212,9.0,5395069223,140,82.8,5395069229,213,3.11,5395069221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026165,174,1,1,19,51,7gkglopz9cjsysn2u6sbhuvc5,1,82.9,91.2,2024-12-01T13:21:27.073Z,2024-12-01T13:21:34Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5395069691,56,Center,5395069701,1,,5395069699,213,3.57,5395069695,141,71.1,5395069697,212,32.9,5395069693,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026215,175,1,1,19,59,7gkglopz9cjsysn2u6sbhuvc5,1,54.5,48.4,2024-12-01T13:21:34.314Z,2024-12-01T13:21:38Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395069975,140,44.5,5395069977,141,26.8,5395069979,212,18.1,5395069973,56,Back,5395069981,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026169,213,83,1,19,59,f1h34qp5zbfl489q8vnkhiq9s,0,48.8,52.1,2024-12-01T13:21:34.591Z,2024-12-01T13:21:39Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,5395070021,399,8rn42gm9xm3yunk883yan9vdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026219,176,1,1,20,3,7gkglopz9cjsysn2u6sbhuvc5,1,35.4,30.3,2024-12-01T13:21:38.417Z,2024-12-01T13:21:42Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5395070005,213,2.59,5395069999,140,12.2,5395070001,141,52.1,5395070003,212,28.5,5395069997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026295,177,1,1,20,6,7gkglopz9cjsysn2u6sbhuvc5,1,12.6,56.0,2024-12-01T13:21:41.930Z,2024-12-01T13:21:47Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5395070409,56,Back,5395070411,140,29.3,5395070417,213,0.08,5395070415,212,17.6,5395070413,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026333,178,1,1,20,12,7gkglopz9cjsysn2u6sbhuvc5,1,44.3,50.4,2024-12-01T13:21:47.809Z,2024-12-01T13:21:51Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5395070631,141,89.1,5395070629,140,82.5,5395070633,212,48.0,5395070625,155,,5395070627,56,Left,5395070635,213,0.58,5395070637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026395,179,1,1,20,15,7gkglopz9cjsysn2u6sbhuvc5,1,82.5,89.1,2024-12-01T13:21:50.993Z,2024-12-01T13:21:57Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5395070965,56,Center,5395070967,140,87.8,5395070971,212,10.9,5395070969,141,75.3,5395070973,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026409,180,1,1,20,21,7gkglopz9cjsysn2u6sbhuvc5,1,97.8,81.1,2024-12-01T13:21:56.753Z,2024-12-01T15:12:03Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,1.0,5395071055,56,Center,5395071057,140,92.2,5395071059,141,47.8,5395071063,213,4.46,5395071897,210,13,5395071053,155,,5395071061,212,23.4,5395071051,2,,5395071899,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026419,181,44,1,20,22,7gkglopz9cjsysn2u6sbhuvc5,1,92.4,52.2,2024-12-01T13:21:57.670Z,2024-12-01T15:12:08Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395071195,233,214,5395071127,286,,5395071125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026397,214,44,1,20,22,f1h34qp5zbfl489q8vnkhiq9s,0,7.6,47.8,2024-12-01T13:21:57.671Z,2024-12-01T15:12:09Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395071203,233,181,5395070979,56,Back,5395070981,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026427,182,13,1,20,22,7gkglopz9cjsysn2u6sbhuvc5,1,92.3,43.2,2024-12-01T13:21:57.978Z,2024-12-01T15:51:05Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395071159,56,Center,5395071155,22,,5395071157,17,,5395071929,231,49.3,5395071913,81,,5395071927,230,98.5,5395071925,103,63.9,5395071919,55,180,5395071537,15,,5395071547,328,,5395071917,154,,5395071915,29,5395071923,102,42.0,,,,,,,,,,,,,,,
2754026441,183,5,1,20,27,7gkglopz9cjsysn2u6sbhuvc5,0,101.5,43.2,2024-12-01T13:22:02.283Z,2024-12-01T15:11:52Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395072321,233,215,5395071281,56,Center,5395071283,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026635,215,5,1,20,27,f1h34qp5zbfl489q8vnkhiq9s,1,-1.5,56.8,2024-12-01T13:22:02.283Z,2024-12-01T15:14:31Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395072295,233,183,5395072289,56,Back,5395072291,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026645,216,1,1,20,47,f1h34qp5zbfl489q8vnkhiq9s,1,4.6,58.1,2024-12-01T13:22:22.384Z,2024-12-01T13:25:13Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5395072409,213,0.99,5395072399,124,,5395072405,141,71.4,5395072407,212,10.8,5395072401,56,Back,5395072403,140,10.3,5395072413,237,,5395081519,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026675,217,1,1,20,48,f1h34qp5zbfl489q8vnkhiq9s,1,10.3,71.4,2024-12-01T13:22:23.615Z,2024-12-01T13:25:18Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395072521,212,10.8,5395072519,141,56.4,5395081787,189,,5395072517,140,7.0,5395072513,56,Back,5395072523,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026683,218,1,1,20,50,f1h34qp5zbfl489q8vnkhiq9s,0,7.0,56.4,2024-12-01T13:22:25.913Z,2024-12-01T13:25:18Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5395072589,157,,5395072599,141,71.6,5395072601,212,49.0,5395072605,1,,5395072603,213,0.21,5395072593,56,Center,5395072595,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026697,184,1,1,20,51,7gkglopz9cjsysn2u6sbhuvc5,1,35.1,25.5,2024-12-01T13:22:26.666Z,2024-12-01T13:22:28Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395072707,140,52.6,5395072713,213,5.69,5395072705,56,Right,5395072709,141,7.3,5395072711,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026729,186,1,1,20,53,7gkglopz9cjsysn2u6sbhuvc5,0,52.6,7.3,2024-12-01T13:22:28.754Z,2024-12-01T13:22:31Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5395072873,212,12.3,5395072875,213,6.24,5395072869,140,64.3,5395072871,141,6.5,5395072867,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026739,219,8,1,20,57,f1h34qp5zbfl489q8vnkhiq9s,1,23.3,76.5,2024-12-01T13:22:32.400Z,2024-12-01T13:22:32Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395072931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026805,187,5,1,20,57,7gkglopz9cjsysn2u6sbhuvc5,1,65.0,-1.2,2024-12-01T13:22:32.818Z,2024-12-01T15:14:31Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5395073245,56,Right,5395073247,347,,5395073257,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026749,220,5,1,20,57,f1h34qp5zbfl489q8vnkhiq9s,0,35.0,101.2,2024-12-01T13:22:32.818Z,2024-12-01T15:14:31Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395073263,233,187,5395072981,347,,5395072979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026821,188,1,1,21,2,7gkglopz9cjsysn2u6sbhuvc5,1,60.9,0.0,2024-12-01T13:22:37.978Z,2024-12-01T13:22:40Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5395073323,107,,5395073331,212,10.2,5395073329,141,10.3,5395073327,140,66.5,5395073333,213,0.95,5395073325,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026833,189,1,1,21,4,7gkglopz9cjsysn2u6sbhuvc5,1,66.3,11.4,2024-12-01T13:22:40.003Z,2024-12-01T13:22:40Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395073371,56,Right,5395073373,140,64.3,5395073379,213,1.98,5395073377,212,5.3,5395073375,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026855,190,1,1,21,5,7gkglopz9cjsysn2u6sbhuvc5,1,64.3,18.6,2024-12-01T13:22:40.715Z,2024-12-01T13:22:44Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5395073487,141,9.7,5395073485,140,84.8,5395073483,56,Right,5395073489,212,22.4,5395073491,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026911,191,1,1,21,8,7gkglopz9cjsysn2u6sbhuvc5,0,91.8,10.6,2024-12-01T13:22:43.866Z,2024-12-01T13:22:48Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5395073825,155,,5395073833,212,29.9,5395073827,56,Center,5395073829,140,84.4,5395073831,141,53.0,5395073823,2,,5395073835,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026923,192,44,1,21,12,7gkglopz9cjsysn2u6sbhuvc5,1,86.0,53.0,2024-12-01T13:22:47.663Z,2024-12-01T15:12:09Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395073885,56,Center,5395073887,286,,5395074471,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026917,221,44,1,21,12,f1h34qp5zbfl489q8vnkhiq9s,0,14.0,47.0,2024-12-01T13:22:47.664Z,2024-12-01T15:12:09Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395074425,233,192,5395073853,285,,5395073851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026935,193,61,1,21,12,7gkglopz9cjsysn2u6sbhuvc5,0,84.4,53.0,2024-12-01T13:22:47.952Z,2024-12-01T15:12:12Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5395073941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754026947,222,43,1,21,14,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-12-01T13:22:49.857Z,2024-12-01T13:23:39Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395076885,144,12,5395074021,56,Back,5395074023,140,14.8,5395074037,213,0.89,5395074081,15,0,5395074031,212,5.2,5395074025,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027023,223,12,1,21,16,f1h34qp5zbfl489q8vnkhiq9s,1,12.2,55.4,2024-12-01T13:22:51.488Z,2024-12-01T13:22:54Z,aqc0qritba195wf770gyd1149,A. Skipper,,5395074367,140,26.2,5395074365,56,Back,5395074371,212,15.2,5395074369,141,49.9,5395074373,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027003,194,1,1,21,16,7gkglopz9cjsysn2u6sbhuvc5,1,67.4,54.8,2024-12-01T13:22:52.115Z,2024-12-01T13:22:53Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5395074263,140,70.1,5395074265,141,40.3,5395074267,212,10.3,5395074269,213,4.99,5395074259,3,,5395074261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027041,195,1,1,21,18,7gkglopz9cjsysn2u6sbhuvc5,1,70.1,40.3,2024-12-01T13:22:53.530Z,2024-12-01T13:22:55Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5395074463,141,42.2,5395074455,56,Center,5395074467,213,3.03,5395074465,212,11.6,5395074461,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027055,196,61,1,21,20,7gkglopz9cjsysn2u6sbhuvc5,1,59.1,42.2,2024-12-01T13:22:55.490Z,2024-12-01T13:24:04Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5395074545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027113,197,1,1,21,21,7gkglopz9cjsysn2u6sbhuvc5,1,58.2,47.9,2024-12-01T13:22:56.618Z,2024-12-01T13:24:09Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395074823,56,Center,5395074829,212,15.7,5395074831,213,0.76,5395074825,140,69.0,5395074827,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027119,198,4,1,21,24,7gkglopz9cjsysn2u6sbhuvc5,1,73.4,71.0,2024-12-01T13:23:00.030Z,2024-12-01T13:23:06Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5395074889,286,,5395074897,233,224,5395074887,265,,5395074885,152,,5395074881,13,,5395074883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027105,224,4,1,21,24,f1h34qp5zbfl489q8vnkhiq9s,0,26.6,29.0,2024-12-01T13:23:00.031Z,2024-12-01T13:23:07Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,5395074843,56,Back,5395074915,233,198,5395074841,13,,5395074847,265,,5395074845,152,,5395074849,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027569,199,13,1,22,10,7gkglopz9cjsysn2u6sbhuvc5,1,75.7,59.7,2024-12-01T13:23:45.347Z,2024-12-01T13:23:53Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395077663,458,,5395077225,26,,5395077227,18,,5395077447,20,,5395077229,56,Center,5395077661,103,69.4,5395077657,74,,5395077659,102,48.4,5395077665,230,97.2,5395077667,231,51.1,,,,,,,,,,,,,,,,,,,,,,,
2754027599,200,5,1,22,12,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,41.9,2024-12-01T13:23:47.305Z,2024-12-01T15:14:32Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395077367,346,,5395077365,56,Center,5395078371,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027777,225,5,1,22,12,f1h34qp5zbfl489q8vnkhiq9s,1,-1.0,58.1,2024-12-01T13:23:47.305Z,2024-12-01T15:12:33Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,5395078367,233,200,5395078357,56,Back,5395078361,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027787,226,1,1,22,32,f1h34qp5zbfl489q8vnkhiq9s,1,4.7,60.9,2024-12-01T13:24:07.417Z,2024-12-01T13:24:11Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,5395078429,213,4.61,5395078433,237,,5395078427,212,7.2,5395078425,141,50.4,5395078419,124,,5395078421,56,Back,5395078423,140,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027799,227,1,1,22,36,f1h34qp5zbfl489q8vnkhiq9s,0,5.7,48.4,2024-12-01T13:24:11.370Z,2024-12-01T13:24:14Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,5395078503,140,67.9,5395078499,157,,5395078511,1,,5395078501,56,Center,5395078505,141,47.0,5395078507,212,65.3,5395078509,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027811,201,1,1,22,39,7gkglopz9cjsysn2u6sbhuvc5,0,39.0,34.0,2024-12-01T13:24:14.427Z,2024-12-01T13:24:16Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5395078593,56,Back,5395078597,141,50.6,5395078595,140,46.0,5395078591,3,,5395078599,212,13.5,5395078601,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027817,228,1,1,22,41,f1h34qp5zbfl489q8vnkhiq9s,0,64.8,36.7,2024-12-01T13:24:16.760Z,2024-12-01T13:24:17Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,5395078619,56,Center,5395078621,140,58.4,5395078627,213,2.24,5395078625,212,10.8,5395078623,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027849,203,1,1,22,43,7gkglopz9cjsysn2u6sbhuvc5,1,44.9,48.4,2024-12-01T13:24:19.027Z,2024-12-01T13:24:20Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5395078763,140,36.5,5395078767,212,11.8,5395078765,141,60.0,5395078769,213,2.41,5395078761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027893,204,1,1,22,44,7gkglopz9cjsysn2u6sbhuvc5,1,36.5,60.0,2024-12-01T13:24:19.955Z,2024-12-01T13:24:23Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395078985,213,1.30,5395078977,56,Back,5395078979,140,41.1,5395078983,212,17.9,5395078981,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027899,205,1,1,22,47,7gkglopz9cjsysn2u6sbhuvc5,1,53.7,83.3,2024-12-01T13:24:22.955Z,2024-12-01T13:24:24Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5395079033,212,12.7,5395079027,56,Left,5395079031,141,89.0,5395079029,140,65.2,5395079035,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027935,206,1,1,22,49,7gkglopz9cjsysn2u6sbhuvc5,1,65.2,89.0,2024-12-01T13:24:24.348Z,2024-12-01T13:24:29Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5395079209,141,81.7,5395079211,212,27.4,5395079213,213,3.32,5395079207,140,39.5,5395079205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754027955,207,1,1,22,54,7gkglopz9cjsysn2u6sbhuvc5,1,38.7,71.1,2024-12-01T13:24:29.316Z,2024-12-01T13:24:31Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5395079359,141,47.2,5395079361,212,18.2,5395079363,213,4.25,5395079357,140,30.9,5395079355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754028005,208,1,1,22,56,7gkglopz9cjsysn2u6sbhuvc5,1,30.9,47.2,2024-12-01T13:24:31.796Z,2024-12-01T13:24:37Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5395079629,213,1.32,5395079621,56,Back,5395079623,140,34.1,5395079627,212,13.6,5395079625,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754028019,209,1,1,23,1,7gkglopz9cjsysn2u6sbhuvc5,0,34.8,70.8,2024-12-01T13:24:37.091Z,2024-12-01T13:24:38Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5395079679,155,,5395079689,213,5.44,5395079687,212,47.4,5395079685,141,18.9,5395079681,56,Right,5395079691,1,,5395079683,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754028035,229,8,1,23,4,f1h34qp5zbfl489q8vnkhiq9s,1,34.6,78.3,2024-12-01T13:24:39.810Z,2024-12-01T13:24:39Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,5395079763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754028061,230,61,1,23,6,f1h34qp5zbfl489q8vnkhiq9s,0,39.7,61.4,2024-12-01T13:24:41.817Z,2024-12-01T13:24:48Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5395079939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754028067,210,3,1,23,7,7gkglopz9cjsysn2u6sbhuvc5,0,61.0,35.2,2024-12-01T13:24:42.788Z,2024-12-01T13:25:21Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5395079969,56,Center,5395080133,233,231,5395079971,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754028085,231,7,1,23,7,f1h34qp5zbfl489q8vnkhiq9s,0,39.0,64.8,2024-12-01T13:24:42.789Z,2024-12-01T13:24:48Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,5395080073,56,Back,5395080075,285,,5395080113,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
