id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2812042635,107,1,1,13,5,a9vw7ikerpr4cuweeeka5aneg,1,71.1,38.3,2025-05-09T16:44:48.311Z,2025-05-09T16:44:49Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712307487,213,6.25,5712307483,141,37.9,5712307481,140,78.5,5712307479,56,Center,5712307485,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812042641,108,1,1,13,7,a9vw7ikerpr4cuweeeka5aneg,1,78.5,37.9,2025-05-09T16:44:49.495Z,2025-05-09T16:44:50Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712307535,213,1.96,5712307533,212,9.2,5712307529,140,75.2,5712307527,56,Center,5712307531,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812042653,109,1,1,13,7,a9vw7ikerpr4cuweeeka5aneg,1,75.2,50.4,2025-05-09T16:44:50.232Z,2025-05-09T16:45:01Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,1.0,,5712307603,212,6.7,5712307973,210,15,5712307591,56,Center,5712307607,213,1.54,5712307595,140,75.4,5712307975,154,,5712307599,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812042657,110,15,1,13,8,a9vw7ikerpr4cuweeeka5aneg,1,77.1,48.3,2025-05-09T16:44:50.992Z,2025-05-09T19:17:24Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5713041061,81,,5712307987,154,,5712307985,29,,5712307999,147,50.4,5712307619,18,,5712307989,55,109,5712307995,103,28.5,5712308007,233,154,5712307993,102,5712307817,20,,5712307621,56,Center,5712307997,146,98.4,5712307617,22,,,,,,,,46.4,,,,,,,,,
2812042663,154,10,1,13,8,dbl7ir1qugqz8nvp1vzn8im50,1,1.8,52.2,2025-05-09T16:44:51.092Z,2025-05-09T16:45:02Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712307639,178,,5712307641,182,,5712307637,173,,5712307643,56,Back,5712308037,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812042661,111,6,1,13,10,a9vw7ikerpr4cuweeeka5aneg,1,89.6,52.4,2025-05-09T16:44:52.775Z,2025-05-09T18:38:08Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5712309647,233,155,5712307671,75,,5712307669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812042671,155,6,1,13,10,dbl7ir1qugqz8nvp1vzn8im50,0,10.4,47.6,2025-05-09T16:44:52.775Z,2025-05-09T18:38:08Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712307773,73,,5712309675,233,111,5712307771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812042963,112,1,1,13,44,a9vw7ikerpr4cuweeeka5aneg,0,99.5,0.5,2025-05-09T16:45:27.432Z,2025-05-09T16:45:37Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712309105,212,68.8,5712309099,56,Left,5712309103,141,100.0,5712309091,2,,5712309107,213,1.66,5712309093,6,,5712309101,140,93.8,5712309097,223,,5712309109,1,5712309297,345,,5712309095,155,,,,,,,,,,,,,,,,,,,,,,,
2812042967,113,5,1,13,49,a9vw7ikerpr4cuweeeka5aneg,0,91.4,101.4,2025-05-09T16:45:32.149Z,2025-05-09T18:45:18Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712309655,233,156,5712309127,56,Left,5712309129,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043047,156,5,1,13,49,dbl7ir1qugqz8nvp1vzn8im50,1,8.6,-1.4,2025-05-09T16:45:32.149Z,2025-05-09T18:45:17Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712309617,347,,5712309615,56,Back,5712309623,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043087,157,1,1,14,3,dbl7ir1qugqz8nvp1vzn8im50,1,12.3,0.0,2025-05-09T16:45:45.794Z,2025-05-09T16:45:48Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5712309857,141,20.9,5712309859,212,29.1,5712309853,56,Back,5712309863,1,,5712309861,213,0.56,5712309851,107,,5712309855,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043095,158,1,1,14,6,dbl7ir1qugqz8nvp1vzn8im50,1,35.7,20.9,2025-05-09T16:45:48.498Z,2025-05-09T16:45:49Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712309899,140,46.2,5712309903,212,11.0,5712309897,56,Back,5712309905,213,0.00,5712309901,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043097,159,1,1,14,6,dbl7ir1qugqz8nvp1vzn8im50,0,46.2,20.9,2025-05-09T16:45:49.386Z,2025-05-09T16:45:50Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5712309909,56,Back,5712309913,141,20.9,5712309917,213,3.14,5712309915,212,7.5,5712309911,140,39.1,5712309927,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043179,114,4,1,14,10,a9vw7ikerpr4cuweeeka5aneg,1,61.0,78.6,2025-05-09T16:45:53.097Z,2025-05-09T16:46:00Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5712310357,286,,5712310353,152,,5712310373,233,160,5712310351,56,Center,5712310349,13,,5712310355,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043137,160,4,1,14,10,dbl7ir1qugqz8nvp1vzn8im50,0,39.0,21.4,2025-05-09T16:45:53.098Z,2025-05-09T16:46:01Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712310149,285,,5712310143,56,Back,5712310147,265,,5712310403,233,114,5712310145,152,,5712310141,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043331,115,1,1,14,26,a9vw7ikerpr4cuweeeka5aneg,1,60.2,78.2,2025-05-09T16:46:08.528Z,2025-05-09T16:47:51Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712311007,5,,5712311017,212,17.5,5712316053,189,,5712311009,152,,5712311013,140,43.6,5712311019,213,3.24,5712311011,56,Back,5712311015,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043347,116,1,1,14,26,a9vw7ikerpr4cuweeeka5aneg,1,43.6,75.6,2025-05-09T16:46:09.224Z,2025-05-09T16:46:11Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5712311065,212,17.8,5712311061,140,49.9,5712311059,56,Back,5712311063,141,51.3,5712311067,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043403,117,1,1,14,28,a9vw7ikerpr4cuweeeka5aneg,1,51.6,50.7,2025-05-09T16:46:10.968Z,2025-05-09T16:46:15Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5712311307,140,41.9,5712311313,213,4.02,5712311309,141,32.7,5712311311,212,15.9,5712311305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043421,118,1,1,14,33,a9vw7ikerpr4cuweeeka5aneg,1,43.1,30.4,2025-05-09T16:46:15.736Z,2025-05-09T16:46:18Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712311397,212,21.7,5712311391,56,Right,5712311395,141,7.9,5712311399,213,5.50,5712311393,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043461,119,1,1,14,35,a9vw7ikerpr4cuweeeka5aneg,1,57.9,8.3,2025-05-09T16:46:17.912Z,2025-05-09T16:46:23Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712311623,213,2.71,5712311615,56,Back,5712311619,141,20.7,5712311621,212,20.1,5712311617,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043485,120,1,1,14,40,a9vw7ikerpr4cuweeeka5aneg,1,30.8,24.1,2025-05-09T16:46:22.728Z,2025-05-09T16:46:25Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712311771,212,21.6,5712311765,56,Back,5712311767,140,19.9,5712311773,213,2.13,5712311769,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043529,121,1,1,14,42,a9vw7ikerpr4cuweeeka5aneg,1,20.1,58.1,2025-05-09T16:46:25.289Z,2025-05-09T16:46:29Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5712311951,212,19.2,5712311947,140,21.3,5712311949,141,86.3,5712311945,56,Back,5712311953,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043551,122,1,1,14,46,a9vw7ikerpr4cuweeeka5aneg,0,21.3,86.3,2025-05-09T16:46:28.912Z,2025-05-09T16:46:32Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712312087,141,46.4,5712312091,213,5.82,5712312081,155,,5712312085,140,73.1,5712312089,212,60.8,5712312083,56,Center,5712312093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043633,162,1,1,14,54,dbl7ir1qugqz8nvp1vzn8im50,1,23.3,79.3,2025-05-09T16:46:37.323Z,2025-05-09T16:46:41Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5712312559,212,13.9,5712312553,56,Back,5712312555,140,34.3,5712312561,213,5.69,5712312557,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043637,163,1,1,14,58,dbl7ir1qugqz8nvp1vzn8im50,0,38.4,68.8,2025-05-09T16:46:40.995Z,2025-05-09T16:46:50Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712312601,212,19.0,5712312593,140,55.7,5712312591,56,Center,5712312603,213,5.99,5712312597,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043669,123,8,1,15,1,a9vw7ikerpr4cuweeeka5aneg,1,50.1,45.2,2025-05-09T16:46:44.250Z,2025-05-09T16:46:44Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5712312729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043689,125,1,1,15,2,a9vw7ikerpr4cuweeeka5aneg,1,50.1,45.2,2025-05-09T16:46:45.432Z,2025-05-09T16:46:46Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5712312813,56,Center,5712312819,212,21.5,5712312821,213,0.17,5712312817,141,50.4,5712312815,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043705,126,1,1,15,3,a9vw7ikerpr4cuweeeka5aneg,1,70.3,50.4,2025-05-09T16:46:46.137Z,2025-05-09T16:46:47Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5712312911,212,9.2,5712312903,56,Center,5712312909,141,63.7,5712312913,213,1.74,5712312907,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043725,127,1,1,15,4,a9vw7ikerpr4cuweeeka5aneg,1,68.8,62.6,2025-05-09T16:46:47.081Z,2025-05-09T16:46:59Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,1.0,,5712313009,213,4.95,5712313003,140,70.8,5712313005,141,49.6,5712313403,210,13,5712313007,212,9.1,5712313001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043731,128,13,1,15,6,a9vw7ikerpr4cuweeeka5aneg,1,72.4,49.9,2025-05-09T16:46:48.625Z,2025-05-09T19:16:15Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712313429,102,43.2,5712313431,103,65.3,5712313421,81,,5712313031,18,,5712313033,56,Center,5712313435,230,97.5,5712313423,29,,5713031871,23,,5712313193,72,5712313433,215,,5712313425,55,127,5712313437,231,50.4,,,,,,,,,,,,,,,,,,,
2812043755,129,5,1,15,8,a9vw7ikerpr4cuweeeka5aneg,0,101.2,51.7,2025-05-09T16:46:50.731Z,2025-05-09T18:45:18Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5712313169,346,,5712313867,233,164,5712313167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043877,164,5,1,15,8,dbl7ir1qugqz8nvp1vzn8im50,1,-1.2,48.3,2025-05-09T16:46:50.731Z,2025-05-09T18:45:18Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712313837,346,,5712313835,56,Back,5712313851,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043893,165,1,1,15,26,dbl7ir1qugqz8nvp1vzn8im50,1,4.3,58.5,2025-05-09T16:47:08.835Z,2025-05-09T16:47:10Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5712313925,237,,5712313913,56,Back,5712313919,212,5.1,5712313921,213,4.61,5712313917,141,51.0,5712313915,140,3.8,5712313911,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043907,166,1,1,15,27,dbl7ir1qugqz8nvp1vzn8im50,1,3.8,51.0,2025-05-09T16:47:10.139Z,2025-05-09T16:47:12Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5712313987,56,Back,5712313991,141,57.5,5712313989,140,22.0,5712313995,213,0.23,5712313993,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043947,167,1,1,15,29,dbl7ir1qugqz8nvp1vzn8im50,1,22.0,57.5,2025-05-09T16:47:11.987Z,2025-05-09T16:47:16Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712314191,56,Back,5712314197,212,25.2,5712314193,140,29.2,5712314199,213,1.27,5712314195,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043963,168,1,1,15,33,dbl7ir1qugqz8nvp1vzn8im50,1,29.2,92.9,2025-05-09T16:47:15.875Z,2025-05-09T16:47:17Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5712314289,213,5.60,5712314285,141,83.6,5712314283,140,36.6,5712314287,212,10.0,5712314281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043991,169,1,1,15,35,dbl7ir1qugqz8nvp1vzn8im50,0,35.6,89.7,2025-05-09T16:47:17.779Z,2025-05-09T16:47:25Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5712314471,141,100.0,5712314467,56,Left,5712314475,213,0.29,5712314473,212,28.7,5712314469,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044009,130,5,1,15,38,a9vw7ikerpr4cuweeeka5aneg,1,46.9,-2.0,2025-05-09T16:47:20.891Z,2025-05-09T18:45:19Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712314553,56,Back,5712314555,347,,5712314557,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812043995,170,5,1,15,38,dbl7ir1qugqz8nvp1vzn8im50,0,53.1,102.0,2025-05-09T16:47:20.891Z,2025-05-09T18:45:19Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5712314489,347,,5712314561,233,130,5712314487,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044029,131,1,1,15,40,a9vw7ikerpr4cuweeeka5aneg,1,52.5,0.0,2025-05-09T16:47:22.953Z,2025-05-09T16:47:26Z,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,,,5712314635,107,,5712314643,212,20.6,5712314639,140,36.5,5712314641,141,15.5,5712314637,56,Back,5712314645,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044057,132,1,1,15,43,a9vw7ikerpr4cuweeeka5aneg,1,35.7,17.7,2025-05-09T16:47:26.346Z,2025-05-09T16:47:29Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5712314769,56,Back,5712314773,141,49.0,5712314777,213,1.83,5712314775,212,22.0,5712314771,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044107,133,1,1,15,46,a9vw7ikerpr4cuweeeka5aneg,1,29.6,57.5,2025-05-09T16:47:29.065Z,2025-05-09T16:47:31Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5712314993,56,Back,5712314999,212,18.7,5712315003,213,1.90,5712314997,141,83.5,5712314995,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044125,134,1,1,15,49,a9vw7ikerpr4cuweeeka5aneg,1,23.7,88.3,2025-05-09T16:47:31.489Z,2025-05-09T16:47:34Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712315099,212,11.7,5712315093,56,Back,5712315095,140,33.3,5712315097,141,97.1,5712315101,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044137,135,1,1,15,51,a9vw7ikerpr4cuweeeka5aneg,1,31.9,92.9,2025-05-09T16:47:34.138Z,2025-05-09T16:47:35Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712315161,141,63.0,5712315157,56,Back,5712315165,213,4.97,5712315163,212,21.1,5712315159,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044161,136,1,1,15,53,a9vw7ikerpr4cuweeeka5aneg,1,37.1,63.0,2025-05-09T16:47:35.529Z,2025-05-09T16:47:36Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5712315259,140,63.2,5712315265,213,0.21,5712315263,212,28.0,5712315261,141,71.5,5712315257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044173,137,1,1,15,54,a9vw7ikerpr4cuweeeka5aneg,0,63.2,71.5,2025-05-09T16:47:36.769Z,2025-05-09T16:47:37Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5712315317,141,80.5,5712315311,56,Left,5712315321,212,8.4,5712315323,213,2.33,5712315313,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044211,172,1,1,15,57,dbl7ir1qugqz8nvp1vzn8im50,1,43.1,10.7,2025-05-09T16:47:39.567Z,2025-05-09T16:47:40Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5712315493,213,2.19,5712315485,56,Back,5712315487,140,36.3,5712315491,212,12.3,5712315489,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044233,173,1,1,15,58,dbl7ir1qugqz8nvp1vzn8im50,1,36.3,25.5,2025-05-09T16:47:40.475Z,2025-05-09T16:47:42Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712315573,212,7.7,5712315575,213,0.36,5712315569,140,43.2,5712315571,141,29.5,5712315567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044239,174,4,1,15,59,dbl7ir1qugqz8nvp1vzn8im50,1,42.7,26.6,2025-05-09T16:47:41.840Z,2025-05-09T16:47:47Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712315631,265,,5712315671,233,138,5712315625,56,Back,5712315629,152,,5712315623,13,,5712315635,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044225,138,4,1,15,59,a9vw7ikerpr4cuweeeka5aneg,0,57.3,73.4,2025-05-09T16:47:41.841Z,2025-05-09T16:47:46Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5712315599,152,,5712315601,265,,5712315597,56,Center,5712315595,13,,5712315603,285,,5712315681,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044345,175,1,1,16,10,dbl7ir1qugqz8nvp1vzn8im50,1,39.2,30.3,2025-05-09T16:47:52.772Z,2025-05-09T16:47:54Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712316161,140,39.1,5712316151,5,,5712316155,152,,5712316165,212,23.7,5712316233,189,,5712316167,213,1.58,5712316159,56,Back,5712316163,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044359,176,1,1,16,11,dbl7ir1qugqz8nvp1vzn8im50,1,39.1,65.1,2025-05-09T16:47:53.852Z,2025-05-09T16:47:55Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5712316259,213,0.77,5712316253,140,54.4,5712316257,212,22.3,5712316255,141,87.8,5712316287,189,,5712316251,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044381,177,1,1,16,12,dbl7ir1qugqz8nvp1vzn8im50,1,54.5,87.8,2025-05-09T16:47:55.363Z,2025-05-09T16:47:58Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5712316401,212,13.3,5712316399,141,73.8,5712316397,140,45.6,5712316395,56,Back,5712316403,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044393,178,1,1,16,16,dbl7ir1qugqz8nvp1vzn8im50,1,44.2,66.7,2025-05-09T16:47:58.772Z,2025-05-09T16:48:01Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5712316477,212,22.3,5712316471,56,Back,5712316479,213,4.63,5712316475,141,34.0,5712316473,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044409,179,1,1,16,18,dbl7ir1qugqz8nvp1vzn8im50,1,43.8,31.9,2025-05-09T16:48:01.435Z,2025-05-09T16:48:03Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5712316531,213,5.59,5712316527,141,8.2,5712316529,212,25.3,5712316523,56,Right,5712316525,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044481,180,1,1,16,21,dbl7ir1qugqz8nvp1vzn8im50,0,62.4,8.2,2025-05-09T16:48:03.555Z,2025-05-09T16:48:12Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5712316913,141,19.1,5712316919,1,,5712316909,56,Right,5712316917,213,0.18,5712316915,212,41.1,5712316911,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044475,139,56,1,16,28,a9vw7ikerpr4cuweeeka5aneg,1,3.0,86.6,2025-05-09T16:48:11.226Z,2025-05-09T16:48:11Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712316885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044601,140,5,1,16,29,a9vw7ikerpr4cuweeeka5aneg,1,-1.0,81.6,2025-05-09T16:48:11.894Z,2025-05-09T18:45:20Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712317517,233,181,5712317501,346,,5712317499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044591,181,5,1,16,29,dbl7ir1qugqz8nvp1vzn8im50,0,101.0,18.4,2025-05-09T16:48:11.894Z,2025-05-09T18:45:20Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5712317447,56,Right,5712317533,233,140,5712317449,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044621,141,1,1,16,44,a9vw7ikerpr4cuweeeka5aneg,1,3.0,50.3,2025-05-09T16:48:27.426Z,2025-05-09T16:48:29Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5712317605,213,1.27,5712317597,56,Back,5712317599,140,7.8,5712317601,141,74.2,5712317603,212,17.0,5712317609,237,,5712317595,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044637,142,1,1,16,47,a9vw7ikerpr4cuweeeka5aneg,1,9.4,82.6,2025-05-09T16:48:29.610Z,2025-05-09T16:48:31Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5712317697,56,Back,5712317701,141,92.6,5712317703,212,6.9,5712317705,213,1.37,5712317699,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044647,143,1,1,16,49,a9vw7ikerpr4cuweeeka5aneg,0,10.7,92.6,2025-05-09T16:48:31.570Z,2025-05-09T16:48:33Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5712317755,213,5.92,5712317753,212,22.3,5712317749,140,30.5,5712317751,141,80.9,5712317747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044665,183,1,1,16,51,dbl7ir1qugqz8nvp1vzn8im50,1,54.7,26.5,2025-05-09T16:48:34.180Z,2025-05-09T16:48:35Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712317835,212,11.8,5712317829,56,Right,5712317831,140,64.9,5712317833,141,19.2,5712317837,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044677,184,1,1,16,53,dbl7ir1qugqz8nvp1vzn8im50,1,64.9,19.2,2025-05-09T16:48:35.772Z,2025-05-09T16:48:39Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5712317943,212,10.3,5712317945,213,2.16,5712317937,56,Center,5712317939,140,59.4,5712317941,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044707,185,1,1,16,56,dbl7ir1qugqz8nvp1vzn8im50,1,59.4,31.8,2025-05-09T16:48:38.972Z,2025-05-09T16:48:43Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5712318125,213,4.59,5712318119,141,11.6,5712318117,140,57.8,5712318123,212,13.8,5712318115,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812044727,186,1,1,17,0,dbl7ir1qugqz8nvp1vzn8im50,1,57.8,11.6,2025-05-09T16:48:42.876Z,2025-05-09T16:48:44Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5712318235,212,10.5,5712318229,140,54.1,5712318233,141,25.9,5712318225,56,Center,5712318237,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
