id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2783045957,256,1,1,25,51,dbl7ir1qugqz8nvp1vzn8im50,1,76.7,83.7,2025-03-02T14:27:33.860Z,2025-03-02T14:27:36Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552642145,141,84.9,5552642137,56,Left,5552642149,212,10.3,5552642151,213,3.06,5552642141,140,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783045989,257,1,1,25,53,dbl7ir1qugqz8nvp1vzn8im50,1,68.7,87.4,2025-03-02T14:27:36.667Z,2025-03-02T14:27:38Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5552642307,212,10.1,5552642303,140,69.4,5552642301,56,Center,5552642305,141,72.6,5552642309,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046135,258,1,1,25,55,dbl7ir1qugqz8nvp1vzn8im50,1,67.5,72.0,2025-03-02T14:27:37.924Z,2025-03-02T14:27:50Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,1.0,,5552642961,141,72.7,5552642959,140,76.4,5552642957,56,Center,5552642963,212,9.4,5552643671,210,15,5552642965,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046139,259,15,1,26,0,dbl7ir1qugqz8nvp1vzn8im50,1,89.3,75.0,2025-03-02T14:27:42.948Z,2025-03-02T17:41:47Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552643001,56,Center,5552642997,22,,5552643711,146,99.1,5552642999,64,,5552643701,55,258,5553699139,78,,5552643713,147,54.7,5552643709,215,,5552643705,102,48.4,5552643699,29,5552643269,72,,5552643707,103,5552643725,233,,204,,,,8.9,,,,,,,,,,,
2783046155,204,10,1,26,0,b2vft81kyjurzbmekvgrqwr64,1,1.6,45.4,2025-03-02T14:27:43.048Z,2025-03-02T14:28:42Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5552643123,56,Back,5552643117,182,,5552643753,233,259,5552643111,173,,5552643113,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046191,205,6,1,26,1,b2vft81kyjurzbmekvgrqwr64,0,5.5,41.2,2025-03-02T14:27:43.916Z,2025-03-02T16:18:43Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5552643449,233,260,5552643387,56,Back,5552643389,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046143,260,6,1,26,1,dbl7ir1qugqz8nvp1vzn8im50,1,94.5,58.8,2025-03-02T14:27:43.916Z,2025-03-02T16:18:42Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552643403,233,205,5552643063,73,,5552643061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046747,262,1,1,26,32,dbl7ir1qugqz8nvp1vzn8im50,0,99.5,99.5,2025-03-02T14:28:15.357Z,2025-03-02T14:57:46Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5552646147,141,57.3,5552646135,2,,5552646139,155,,5552646143,56,Center,5552646141,223,,5552646153,213,4.56,5552646137,6,,5552646145,140,95.2,5552646149,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2783080699,413,44,1,26,32,b2vft81kyjurzbmekvgrqwr64,1,4.2,40.1,2025-03-02T14:28:15.859Z,2025-03-02T16:19:27Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5552828437,56,Back,5552828439,285,,5552828883,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783080529,463,44,1,26,33,dbl7ir1qugqz8nvp1vzn8im50,0,95.8,59.9,2025-03-02T14:28:15.860Z,2025-03-02T16:19:28Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5552828921,233,413,5552827569,286,,5552827565,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046787,206,12,1,26,33,b2vft81kyjurzbmekvgrqwr64,1,10.9,36.6,2025-03-02T14:28:16.642Z,2025-03-02T17:10:47Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5552646359,141,43.0,5552646355,56,Back,5552646361,212,10.6,5552646363,213,0.42,5552646357,140,20.1,5552646421,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046935,207,4,1,26,45,b2vft81kyjurzbmekvgrqwr64,1,12.9,46.9,2025-03-02T14:28:27.962Z,2025-03-02T16:14:33Z,,,,,5552647349,56,Back,5552647351,152,,5552647353,285,,5552647609,233,263,5552647347,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783046975,263,4,1,26,45,dbl7ir1qugqz8nvp1vzn8im50,0,87.1,53.1,2025-03-02T14:28:27.963Z,2025-03-02T16:14:33Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552647545,10,,5552647549,152,,5552647547,56,Center,5552647551,286,,5552647949,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047199,208,1,1,27,3,b2vft81kyjurzbmekvgrqwr64,1,14.6,39.8,2025-03-02T14:28:46.818Z,2025-03-02T14:28:47Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5552648823,213,0.02,5552648821,212,7.0,5552648817,140,21.3,5552648811,5,,5552648813,152,,5552648819,141,40.0,5552648815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047255,209,1,1,27,4,b2vft81kyjurzbmekvgrqwr64,1,21.3,40.0,2025-03-02T14:28:47.362Z,2025-03-02T14:28:50Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5552649047,141,17.7,5552649045,140,32.0,5552649049,212,18.9,5552649043,56,Back,5552649051,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047299,210,1,1,27,7,b2vft81kyjurzbmekvgrqwr64,1,31.7,17.3,2025-03-02T14:28:49.882Z,2025-03-02T14:28:52Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552649289,212,33.0,5552649285,140,60.5,5552649287,141,36.7,5552649291,213,0.41,5552649281,155,,5552649283,56,Center,5552649293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047323,211,1,1,27,9,b2vft81kyjurzbmekvgrqwr64,1,60.5,36.7,2025-03-02T14:28:52.802Z,2025-03-02T17:00:44Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552649435,140,53.1,5552649437,141,41.5,5552649439,212,8.4,5552649433,56,Center,5552649487,156,,5552649441,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047399,212,1,1,27,13,b2vft81kyjurzbmekvgrqwr64,1,53.8,31.6,2025-03-02T14:28:56.402Z,2025-03-02T14:28:58Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5552649833,56,Right,5552649841,213,5.05,5552649835,140,58.9,5552649837,141,8.9,5552649839,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047415,213,1,1,27,15,b2vft81kyjurzbmekvgrqwr64,0,58.6,8.5,2025-03-02T14:28:58.562Z,2025-03-02T14:28:59Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5552649955,236,,5552649929,213,1.61,5552649925,141,19.8,5552649921,56,Right,5552649923,140,58.3,5552649957,233,264,5552649961,286,,5552649927,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047419,264,74,1,27,15,dbl7ir1qugqz8nvp1vzn8im50,1,39.0,96.4,2025-03-02T14:28:58.563Z,2025-03-02T16:14:39Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552649941,285,,5552650007,233,213,5552649939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047579,214,5,1,27,16,b2vft81kyjurzbmekvgrqwr64,1,55.8,-1.6,2025-03-02T14:28:59.683Z,2025-03-02T16:20:22Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5552650839,56,Right,5552650841,347,,5552650979,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047425,265,5,1,27,16,dbl7ir1qugqz8nvp1vzn8im50,0,44.2,101.6,2025-03-02T14:28:59.683Z,2025-03-02T16:20:23Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552649977,56,Back,5552649979,347,,5552651015,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047633,215,1,1,27,28,b2vft81kyjurzbmekvgrqwr64,1,60.8,0.0,2025-03-02T14:29:11.602Z,2025-03-02T14:29:13Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5552651133,212,18.8,5552651131,141,25.0,5552651125,107,,5552651129,140,57.0,5552651127,56,Center,5552651135,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047699,216,1,1,27,30,b2vft81kyjurzbmekvgrqwr64,1,57.0,25.0,2025-03-02T14:29:13.594Z,2025-03-02T14:29:17Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5552651487,140,43.3,5552651493,213,2.06,5552651491,212,30.7,5552651485,56,Back,5552651489,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047735,217,1,1,27,34,b2vft81kyjurzbmekvgrqwr64,1,43.3,64.9,2025-03-02T14:29:17.363Z,2025-03-02T14:29:19Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5552651681,212,21.0,5552651679,141,89.7,5552651683,213,0.93,5552651675,56,Left,5552651677,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047831,218,1,1,27,36,b2vft81kyjurzbmekvgrqwr64,1,55.2,89.7,2025-03-02T14:29:19.353Z,2025-03-02T14:29:25Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5552652221,140,56.8,5552652219,56,Center,5552652223,141,69.9,5552652227,213,4.84,5552652225,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047829,266,83,1,27,41,dbl7ir1qugqz8nvp1vzn8im50,0,42.9,19.7,2025-03-02T14:29:24.451Z,2025-03-02T14:29:34Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5552652673,399,dwuxps3jv2852642q000wep6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047871,219,1,1,27,42,b2vft81kyjurzbmekvgrqwr64,1,56.0,82.7,2025-03-02T14:29:25.617Z,2025-03-02T14:29:28Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5552652465,213,3.18,5552652463,212,15.8,5552652457,56,Back,5552652461,141,81.8,5552652459,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047909,220,1,1,27,45,b2vft81kyjurzbmekvgrqwr64,0,44.0,86.2,2025-03-02T14:29:28.034Z,2025-03-02T14:29:30Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5552652697,141,100.0,5552652693,56,Left,5552652691,155,,5552652695,140,81.2,5552652701,213,0.26,5552652699,212,40.4,5552652707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047911,221,5,1,27,47,b2vft81kyjurzbmekvgrqwr64,0,80.6,101.4,2025-03-02T14:29:30.154Z,2025-03-02T16:20:23Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5552652709,56,Left,5552652711,347,,5552653169,233,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783047973,267,5,1,27,47,dbl7ir1qugqz8nvp1vzn8im50,1,19.4,-1.4,2025-03-02T14:29:30.154Z,2025-03-02T16:20:23Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5552653073,347,,5552653071,56,Back,5552653123,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048173,268,1,1,28,2,dbl7ir1qugqz8nvp1vzn8im50,1,37.0,0.0,2025-03-02T14:29:45.788Z,2025-03-02T14:29:49Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5552654205,56,Right,5552654211,212,32.5,5552654209,141,9.4,5552654213,213,0.22,5552654207,140,67.2,5552654203,107,,5552654215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048181,269,44,1,28,6,dbl7ir1qugqz8nvp1vzn8im50,1,63.4,16.9,2025-03-02T14:29:49.193Z,2025-03-02T16:19:28Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5552654303,233,222,5552654225,56,Right,5552654227,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048191,222,44,1,28,6,b2vft81kyjurzbmekvgrqwr64,0,36.6,83.1,2025-03-02T14:29:49.194Z,2025-03-02T16:19:29Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5552654275,285,,5552654345,233,269,5552654273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048183,270,1,1,28,6,dbl7ir1qugqz8nvp1vzn8im50,0,67.2,9.4,2025-03-02T14:29:49.530Z,2025-03-02T14:29:50Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5552654243,56,Right,5552654251,213,0.65,5552654241,168,,5552654247,141,21.0,5552654245,140,77.1,5552654249,212,13.0,5552654239,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048235,224,1,1,28,9,b2vft81kyjurzbmekvgrqwr64,1,23.0,74.2,2025-03-02T14:29:52.425Z,2025-03-02T14:29:53Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5552654475,213,4.88,5552654463,56,Back,5552654467,140,26.9,5552654473,212,25.2,5552654471,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048357,225,1,1,28,10,b2vft81kyjurzbmekvgrqwr64,1,26.9,37.7,2025-03-02T14:29:53.035Z,2025-03-02T14:30:02Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552655199,212,19.4,5552655195,140,40.1,5552655201,213,5.51,5552655193,56,Back,5552655197,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048369,226,1,1,28,19,b2vft81kyjurzbmekvgrqwr64,1,61.2,15.9,2025-03-02T14:30:01.914Z,2025-03-02T14:30:02Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5552655279,212,11.8,5552655281,213,2.16,5552655275,140,55.0,5552655273,56,Center,5552655277,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048399,227,1,1,28,19,b2vft81kyjurzbmekvgrqwr64,1,55.0,30.3,2025-03-02T14:30:02.618Z,2025-03-02T14:30:04Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5552655441,141,7.7,5552655443,212,15.8,5552655439,140,58.6,5552655437,56,Right,5552655445,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048419,228,1,1,28,21,b2vft81kyjurzbmekvgrqwr64,1,58.6,7.7,2025-03-02T14:30:04.058Z,2025-03-02T14:30:06Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5552655625,213,2.79,5552655611,140,42.0,5552655613,141,17.1,5552655609,56,Back,5552655619,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048441,229,1,1,28,23,b2vft81kyjurzbmekvgrqwr64,1,42.0,17.1,2025-03-02T14:30:06.106Z,2025-03-02T14:30:08Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552655785,213,0.55,5552655781,141,31.8,5552655779,140,57.4,5552655777,56,Center,5552655783,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048461,230,1,1,28,25,b2vft81kyjurzbmekvgrqwr64,1,56.0,30.9,2025-03-02T14:30:07.970Z,2025-03-02T14:30:09Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5552655883,213,3.51,5552655875,56,Back,5552655877,140,40.7,5552655879,141,21.8,5552655881,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048549,231,1,1,28,26,b2vft81kyjurzbmekvgrqwr64,1,40.7,21.8,2025-03-02T14:30:09.353Z,2025-03-02T14:30:14Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552656313,212,17.9,5552656309,140,35.7,5552656311,141,46.9,5552656307,56,Back,5552656315,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048615,232,1,1,28,31,b2vft81kyjurzbmekvgrqwr64,1,37.6,47.3,2025-03-02T14:30:14.666Z,2025-03-02T14:30:18Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5552656663,56,Back,5552656667,141,83.5,5552656671,213,1.29,5552656665,140,44.4,5552656669,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048651,233,1,1,28,35,b2vft81kyjurzbmekvgrqwr64,0,46.2,84.7,2025-03-02T14:30:18.801Z,2025-03-02T14:30:22Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5552656919,1,,5552656917,213,6.12,5552656915,212,48.2,5552656907,56,Center,5552656905,155,,5552656909,140,91.5,5552656913,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783048923,272,1,1,28,46,dbl7ir1qugqz8nvp1vzn8im50,1,10.6,28.9,2025-03-02T14:30:29.491Z,2025-03-02T14:30:34Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5552658165,56,Back,5552658169,141,75.3,5552658175,1,,5552658167,140,19.8,5552658173,213,1.27,5552658171,212,33.0,5552658163,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049049,273,1,1,28,51,dbl7ir1qugqz8nvp1vzn8im50,1,27.3,76.1,2025-03-02T14:30:34.123Z,2025-03-02T14:30:41Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5552658833,56,Back,5552658841,213,4.66,5552658837,141,64.1,5552658835,140,26.9,5552658839,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049093,274,1,1,28,58,dbl7ir1qugqz8nvp1vzn8im50,1,36.5,78.3,2025-03-02T14:30:41.171Z,2025-03-02T14:30:44Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5552659119,141,50.8,5552659123,213,4.45,5552659115,56,Back,5552659121,212,19.4,5552659117,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049137,275,1,1,29,1,dbl7ir1qugqz8nvp1vzn8im50,1,36.0,50.9,2025-03-02T14:30:44.212Z,2025-03-02T14:30:47Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5552659385,213,5.17,5552659379,140,47.0,5552659381,141,16.0,5552659383,212,26.4,5552659377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049193,276,1,1,29,4,dbl7ir1qugqz8nvp1vzn8im50,1,49.2,13.8,2025-03-02T14:30:46.899Z,2025-03-02T14:30:49Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5552659651,56,Center,5552659653,140,66.3,5552659661,212,18.9,5552659657,141,22.7,5552659663,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049215,277,1,1,29,6,dbl7ir1qugqz8nvp1vzn8im50,0,67.8,28.5,2025-03-02T14:30:49.420Z,2025-03-02T14:30:50Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5552659777,213,3.14,5552659775,212,21.1,5552659769,56,Back,5552659771,140,47.7,5552659773,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049325,235,1,1,29,9,b2vft81kyjurzbmekvgrqwr64,1,56.7,73.6,2025-03-02T14:30:52.577Z,2025-03-02T14:30:57Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5552660339,213,0.21,5552660337,212,17.9,5552660335,141,79.0,5552660331,56,Left,5552660333,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049371,236,3,1,29,13,b2vft81kyjurzbmekvgrqwr64,1,84.6,67.8,2025-03-02T14:30:56.499Z,2025-03-02T16:19:16Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552660585,233,278,5552660531,56,Center,5552660533,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049309,278,45,1,29,13,dbl7ir1qugqz8nvp1vzn8im50,0,15.4,32.2,2025-03-02T14:30:56.499Z,2025-03-02T16:19:17Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5552660621,233,236,5552660255,56,Back,5552660257,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049399,237,3,1,29,14,b2vft81kyjurzbmekvgrqwr64,1,79.4,64.8,2025-03-02T14:30:56.860Z,2025-03-02T16:19:17Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552660701,286,,5552660699,56,Center,5552819579,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049397,279,45,1,29,14,dbl7ir1qugqz8nvp1vzn8im50,0,20.6,35.2,2025-03-02T14:30:56.860Z,2025-03-02T14:55:37Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5552660693,285,,5552660691,56,Back,5552819605,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783078459,410,3,1,29,15,b2vft81kyjurzbmekvgrqwr64,1,79.3,65.6,2025-03-02T14:30:57.860Z,2025-03-02T14:55:51Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552816365,286,,5552819739,233,461,5552816363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783078453,461,45,1,29,15,dbl7ir1qugqz8nvp1vzn8im50,0,20.7,34.4,2025-03-02T14:30:57.860Z,2025-03-02T14:55:45Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552816353,285,,5552816351,56,Back,5552819713,233,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049479,238,1,1,29,16,b2vft81kyjurzbmekvgrqwr64,1,79.2,67.5,2025-03-02T14:30:59.305Z,2025-03-02T14:31:04Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552661125,140,74.7,5552661129,141,53.0,5552661119,56,Center,5552661133,212,10.9,5552661135,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049483,239,1,1,29,18,b2vft81kyjurzbmekvgrqwr64,1,74.7,53.0,2025-03-02T14:31:01.658Z,2025-03-02T14:32:42Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,1.0,,5552661163,141,49.6,5552661153,155,,5552672405,154,,5552661175,213,6.10,5552661155,56,Center,5552672403,210,15,5552661159,140,86.9,5552661169,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049491,240,15,1,29,20,b2vft81kyjurzbmekvgrqwr64,1,88.5,50.0,2025-03-02T14:31:03.226Z,2025-03-02T17:18:46Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5552672457,147,48.6,5552672439,29,,5552672447,102,50.3,5552672453,328,,5552672443,55,239,5552672449,103,3.8,5552672455,146,98.4,5553589711,22,,5552672437,78,,5552661199,17,5552667473,20,,5552672441,154,5552672499,233,,283,5552672451,108,,,5552661201,56,,,,,,,Center,,
2783049637,283,10,1,29,20,dbl7ir1qugqz8nvp1vzn8im50,1,2.8,48.2,2025-03-02T14:31:03.326Z,2025-03-02T14:32:43Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5552661921,56,Back,5552665105,179,,5552672573,233,240,5552661919,182,,5552665103,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049545,280,12,1,29,22,dbl7ir1qugqz8nvp1vzn8im50,1,9.1,50.2,2025-03-02T14:31:05.356Z,2025-03-02T14:31:07Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5552661489,56,Back,5552661497,213,1.53,5552661495,212,7.7,5552661491,140,9.4,5552661493,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049575,281,12,1,29,24,dbl7ir1qugqz8nvp1vzn8im50,1,8.2,60.6,2025-03-02T14:31:07.788Z,2025-03-02T14:31:10Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552661641,141,100.0,5552661643,212,29.4,5552661637,140,17.5,5552661645,213,1.23,5552661723,167,,5552661633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049649,241,5,1,29,26,b2vft81kyjurzbmekvgrqwr64,1,77.6,-1.1,2025-03-02T14:31:09.164Z,2025-03-02T16:20:24Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5552661957,347,,5552661955,56,Right,5552662009,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049585,282,5,1,29,26,dbl7ir1qugqz8nvp1vzn8im50,0,22.4,101.1,2025-03-02T14:31:09.164Z,2025-03-02T16:20:24Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552662047,233,241,5552661673,347,,5552661671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783049689,242,1,1,29,28,b2vft81kyjurzbmekvgrqwr64,1,69.5,0.0,2025-03-02T14:31:11.522Z,2025-03-02T14:31:13Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552662151,141,15.3,5552662153,212,16.6,5552662147,56,Right,5552662145,107,,5552662155,213,0.71,5552662149,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
