id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2781684695,114,1,1,10,16,8cfkisxf1fkxdqtt6tx1tup48,1,56.6,91.1,2025-02-28T17:40:20.964Z,2025-02-28T17:40:24Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545355453,212,18.3,5545355455,213,3.52,5545355447,56,Back,5545355449,140,40.4,5545355451,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684703,115,1,1,10,19,8cfkisxf1fkxdqtt6tx1tup48,1,40.6,75.0,2025-02-28T17:40:24.452Z,2025-02-28T17:40:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545355481,212,10.7,5545355477,140,48.6,5545355475,56,Back,5545355479,141,65.2,5545355483,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684741,116,1,1,10,20,8cfkisxf1fkxdqtt6tx1tup48,1,48.6,65.2,2025-02-28T17:40:25.180Z,2025-02-28T17:40:31Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5545355681,140,39.0,5545355687,213,4.14,5545355679,56,Back,5545355683,141,42.1,5545355685,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684763,117,1,1,10,26,8cfkisxf1fkxdqtt6tx1tup48,1,44.6,44.0,2025-02-28T17:40:31.468Z,2025-02-28T17:40:34Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545355799,140,33.2,5545355801,141,19.2,5545355797,56,Back,5545355805,213,4.10,5545355803,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684771,118,1,1,10,29,8cfkisxf1fkxdqtt6tx1tup48,1,33.2,19.2,2025-02-28T17:40:34.164Z,2025-02-28T17:40:35Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545355845,141,34.6,5545355847,212,20.1,5545355841,56,Back,5545355843,140,49.5,5545355849,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684791,119,1,1,10,30,8cfkisxf1fkxdqtt6tx1tup48,1,49.5,34.6,2025-02-28T17:40:35.195Z,2025-02-28T17:40:37Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5545355925,140,35.8,5545355927,141,18.9,5545355931,213,3.78,5545355923,56,Back,5545355929,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684807,120,1,1,10,32,8cfkisxf1fkxdqtt6tx1tup48,1,35.8,18.9,2025-02-28T17:40:37.027Z,2025-02-28T17:40:38Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545356007,140,45.6,5545356011,212,13.6,5545356005,56,Back,5545356009,141,5.9,5545356013,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684845,121,1,1,10,34,8cfkisxf1fkxdqtt6tx1tup48,1,45.6,5.9,2025-02-28T17:40:38.803Z,2025-02-28T17:40:42Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5545356199,141,20.9,5545356203,213,2.56,5545356197,140,30.8,5545356201,212,18.6,5545356195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684901,122,1,1,10,37,8cfkisxf1fkxdqtt6tx1tup48,1,31.2,23.0,2025-02-28T17:40:42.028Z,2025-02-28T17:40:46Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545356469,140,38.0,5545356479,213,1.34,5545356473,141,67.2,5545356477,212,30.9,5545356465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684929,123,1,1,10,41,8cfkisxf1fkxdqtt6tx1tup48,1,38.0,67.2,2025-02-28T17:40:46.164Z,2025-02-28T17:40:48Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545356591,56,Left,5545356597,212,23.0,5545356599,213,0.88,5545356595,141,93.3,5545356593,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684957,124,1,1,10,43,8cfkisxf1fkxdqtt6tx1tup48,1,51.9,93.3,2025-02-28T17:40:48.460Z,2025-02-28T17:40:52Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545356741,141,77.3,5545356739,140,37.4,5545356737,56,Back,5545356745,213,3.76,5545356743,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684973,125,1,1,10,47,8cfkisxf1fkxdqtt6tx1tup48,1,37.3,77.0,2025-02-28T17:40:52.452Z,2025-02-28T17:40:54Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545356821,141,53.7,5545356825,213,4.50,5545356817,56,Back,5545356823,212,16.2,5545356819,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684989,126,1,1,10,49,8cfkisxf1fkxdqtt6tx1tup48,1,34.0,50.7,2025-02-28T17:40:54.251Z,2025-02-28T17:40:57Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545356897,213,1.53,5545356891,140,34.6,5545356893,141,76.3,5545356895,212,17.4,5545356889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781684999,127,1,1,10,52,8cfkisxf1fkxdqtt6tx1tup48,1,34.9,76.3,2025-02-28T17:40:56.940Z,2025-02-28T17:40:58Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545356933,141,58.5,5545356935,212,17.9,5545356931,140,22.4,5545356937,213,3.89,5545356929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685009,128,1,1,10,53,8cfkisxf1fkxdqtt6tx1tup48,1,19.9,54.2,2025-02-28T17:40:58.787Z,2025-02-28T17:40:59Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545356989,213,0.56,5545356987,212,15.3,5545356981,56,Back,5545356983,140,32.3,5545356985,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685023,129,1,1,10,54,8cfkisxf1fkxdqtt6tx1tup48,1,32.3,66.1,2025-02-28T17:40:59.627Z,2025-02-28T17:41:00Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545357057,141,33.1,5545357055,140,15.7,5545357059,212,28.4,5545357053,56,Back,5545357061,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685055,130,1,1,10,55,8cfkisxf1fkxdqtt6tx1tup48,1,15.7,33.1,2025-02-28T17:41:00.780Z,2025-02-28T17:41:04Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545357203,141,46.6,5545357199,56,Back,5545357205,212,14.8,5545357201,140,26.8,5545357207,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685465,116,83,1,10,58,f1h34qp5zbfl489q8vnkhiq9s,0,78.0,57.0,2025-02-28T17:41:03.601Z,2025-02-28T17:42:14Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5545359605,399,5nved2kta2hk8103hkyhq33hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685059,131,3,1,10,59,8cfkisxf1fkxdqtt6tx1tup48,0,20.4,40.4,2025-02-28T17:41:04.527Z,2025-02-28T17:42:23Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545357223,56,Back,5545357249,233,110,5545357225,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685063,110,7,1,10,59,f1h34qp5zbfl489q8vnkhiq9s,1,79.6,59.6,2025-02-28T17:41:04.528Z,2025-02-28T17:42:13Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5545357233,286,,5545357239,233,131,5545357231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685093,112,1,1,11,0,f1h34qp5zbfl489q8vnkhiq9s,1,77.0,60.6,2025-02-28T17:41:05.640Z,2025-02-28T17:41:10Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5545357361,212,18.4,5545357359,141,38.3,5545357355,56,Center,5545357357,140,86.9,5545357363,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685095,113,3,1,11,2,f1h34qp5zbfl489q8vnkhiq9s,0,87.2,35.7,2025-02-28T17:41:07.528Z,2025-02-28T19:55:09Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5545357415,233,132,5545357369,286,,5545357367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685085,132,7,1,11,2,8cfkisxf1fkxdqtt6tx1tup48,1,12.8,64.3,2025-02-28T17:41:07.529Z,2025-02-28T19:55:09Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545357339,56,Back,5545357341,285,,5545357387,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685129,134,1,1,11,6,8cfkisxf1fkxdqtt6tx1tup48,1,20.9,86.5,2025-02-28T17:41:11.395Z,2025-02-28T17:41:15Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545357547,140,11.0,5545357553,213,3.67,5545357545,56,Back,5545357551,212,12.0,5545357549,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685169,135,1,1,11,10,8cfkisxf1fkxdqtt6tx1tup48,1,12.6,72.4,2025-02-28T17:41:15.419Z,2025-02-28T17:41:20Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545357749,212,42.0,5545357757,1,,5545357739,155,,5545357741,56,Back,5545357743,140,26.3,5545357745,141,14.3,5545357753,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685181,136,1,1,11,16,8cfkisxf1fkxdqtt6tx1tup48,1,24.7,14.6,2025-02-28T17:41:20.867Z,2025-02-28T17:41:21Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5545357835,213,2.01,5545357833,212,8.2,5545357831,141,25.5,5545357829,140,21.4,5545357827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685225,137,1,1,11,17,8cfkisxf1fkxdqtt6tx1tup48,1,21.4,25.9,2025-02-28T17:41:21.795Z,2025-02-28T17:41:30Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545358131,213,1.28,5545358123,56,Back,5545358129,212,18.9,5545358125,140,26.6,5545358127,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685235,138,1,1,11,25,8cfkisxf1fkxdqtt6tx1tup48,1,30.1,51.2,2025-02-28T17:41:30.243Z,2025-02-28T17:41:32Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545358189,140,24.5,5545358195,213,4.36,5545358187,56,Back,5545358193,212,17.0,5545358191,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685267,139,1,1,11,27,8cfkisxf1fkxdqtt6tx1tup48,1,24.5,27.7,2025-02-28T17:41:32.347Z,2025-02-28T17:41:37Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545358341,140,46.7,5545358347,213,5.77,5545358339,56,Back,5545358343,141,8.3,5545358345,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685281,140,1,1,11,32,8cfkisxf1fkxdqtt6tx1tup48,1,59.3,14.0,2025-02-28T17:41:37.267Z,2025-02-28T17:41:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5545358431,212,22.5,5545358429,141,24.4,5545358425,56,Back,5545358433,213,2.82,5545358427,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685307,141,1,1,11,34,8cfkisxf1fkxdqtt6tx1tup48,1,40.0,23.7,2025-02-28T17:41:39.715Z,2025-02-28T17:41:42Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5545358549,140,32.3,5545358551,141,53.4,5545358547,56,Back,5545358555,213,1.95,5545358553,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685357,142,1,1,11,38,8cfkisxf1fkxdqtt6tx1tup48,1,32.9,53.1,2025-02-28T17:41:42.803Z,2025-02-28T17:41:50Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545358823,1,,5545358819,212,59.3,5545358813,56,Left,5545358815,140,83.6,5545358821,213,0.46,5545358817,141,91.5,5545358811,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685361,143,3,1,11,45,8cfkisxf1fkxdqtt6tx1tup48,0,91.2,90.5,2025-02-28T17:41:50.139Z,2025-02-28T17:44:07Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545364345,233,114,5545358837,286,,5545358835,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685399,114,7,1,11,45,f1h34qp5zbfl489q8vnkhiq9s,1,8.8,9.5,2025-02-28T17:41:50.140Z,2025-02-28T17:44:07Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5545364367,233,143,5545358983,167,,5545358985,56,Back,5545358987,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685403,115,6,1,11,47,f1h34qp5zbfl489q8vnkhiq9s,0,0.0,10.7,2025-02-28T17:41:51.875Z,2025-02-28T19:32:28Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5545359141,233,144,5545359125,73,,5545359123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685379,144,6,1,11,47,8cfkisxf1fkxdqtt6tx1tup48,1,100.0,89.3,2025-02-28T17:41:51.875Z,2025-02-28T19:32:28Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545359019,56,Left,5545359133,233,115,5545359023,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685621,145,1,1,12,21,8cfkisxf1fkxdqtt6tx1tup48,0,99.5,99.5,2025-02-28T17:42:26.163Z,2025-02-28T17:42:29Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5545360223,140,90.3,5545360219,223,,5545360225,141,36.0,5545360217,155,,5545360229,213,4.49,5545360213,2,,5545360231,1,,5545360215,6,,5545360221,56,5545360227,212,,,,,Center,44.2,,,,,,,,,,,,,,,,,,,,,,
2781685631,117,12,1,12,25,f1h34qp5zbfl489q8vnkhiq9s,1,9.0,63.2,2025-02-28T17:42:30.274Z,2025-02-28T17:44:58Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5545366147,213,4.96,5545366141,140,10.8,5545366145,212,7.8,5545366139,56,Back,5545366143,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686815,130,12,1,12,26,f1h34qp5zbfl489q8vnkhiq9s,1,11.2,51.5,2025-02-28T17:42:31.283Z,2025-02-28T17:45:02Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5545366517,56,Back,5545366525,213,5.57,5545366521,141,26.2,5545366519,140,30.2,5545366523,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685695,146,1,1,12,33,8cfkisxf1fkxdqtt6tx1tup48,1,71.5,75.3,2025-02-28T17:42:37.810Z,2025-02-28T17:44:16Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5545360601,141,90.5,5545360597,56,Left,5545360603,212,14.3,5545360605,213,0.81,5545360599,140,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685707,147,1,1,12,35,8cfkisxf1fkxdqtt6tx1tup48,1,81.0,90.5,2025-02-28T17:42:40.195Z,2025-02-28T17:42:42Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5545360695,213,4.37,5545360689,140,78.3,5545360693,212,8.4,5545360687,56,Center,5545360691,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685717,148,1,1,12,37,8cfkisxf1fkxdqtt6tx1tup48,1,78.3,78.8,2025-02-28T17:42:42.035Z,2025-02-28T17:42:44Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5545360729,141,94.7,5545360731,212,10.9,5545360727,140,77.2,5545360725,56,Left,5545360733,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685769,149,1,1,12,39,8cfkisxf1fkxdqtt6tx1tup48,1,75.2,86.0,2025-02-28T17:42:43.971Z,2025-02-28T17:42:53Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5545361013,2,,5545361015,155,,5545361027,1,,5545361021,141,17.4,5545361023,212,51.6,5545361019,140,96.3,5545361025,213,5.16,5545361017,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685779,118,45,1,12,48,f1h34qp5zbfl489q8vnkhiq9s,0,9.7,77.8,2025-02-28T17:42:53.467Z,2025-02-28T19:32:35Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5545361071,285,,5545361167,233,150,5545361069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685795,150,3,1,12,48,8cfkisxf1fkxdqtt6tx1tup48,1,90.3,22.2,2025-02-28T17:42:53.467Z,2025-02-28T19:32:34Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545361163,233,118,5545361143,286,,5545361141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685801,151,61,1,12,50,8cfkisxf1fkxdqtt6tx1tup48,0,94.6,10.9,2025-02-28T17:42:54.947Z,2025-02-28T17:42:55Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545361151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685825,119,1,1,12,50,f1h34qp5zbfl489q8vnkhiq9s,0,12.7,77.8,2025-02-28T17:42:55.370Z,2025-02-28T17:42:58Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5545361269,213,0.53,5545361251,155,,5545361259,140,37.8,5545361255,56,Back,5545361263,141,100.0,5545361265,212,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685829,120,5,1,12,53,f1h34qp5zbfl489q8vnkhiq9s,0,35.4,100.9,2025-02-28T17:42:57.976Z,2025-02-28T19:57:05Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5545361543,233,152,5545361279,347,,5545361277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685875,152,5,1,12,53,8cfkisxf1fkxdqtt6tx1tup48,1,64.6,-0.9,2025-02-28T17:42:57.976Z,2025-02-28T19:57:04Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545361535,233,120,5545361517,347,,5545361515,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685893,153,1,1,12,58,8cfkisxf1fkxdqtt6tx1tup48,1,61.4,0.0,2025-02-28T17:43:03.555Z,2025-02-28T17:43:06Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545361585,212,33.1,5545361577,107,,5545361579,56,Back,5545361583,141,15.2,5545361581,140,31.7,5545361587,213,2.80,5545361589,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685951,155,1,1,13,3,8cfkisxf1fkxdqtt6tx1tup48,1,32.9,21.0,2025-02-28T17:43:08.411Z,2025-02-28T17:43:13Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545361919,141,61.4,5545361923,213,1.35,5545361917,140,38.7,5545361921,212,28.1,5545361915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685995,156,1,1,13,8,8cfkisxf1fkxdqtt6tx1tup48,1,38.6,61.5,2025-02-28T17:43:13.466Z,2025-02-28T17:43:18Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545362145,56,Back,5545362147,140,37.6,5545362153,213,4.65,5545362151,212,15.7,5545362149,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686033,157,1,1,13,13,8cfkisxf1fkxdqtt6tx1tup48,1,40.1,37.4,2025-02-28T17:43:17.834Z,2025-02-28T17:43:20Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545362317,213,1.37,5545362309,140,44.1,5545362305,56,Back,5545362315,212,21.2,5545362313,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686063,158,1,1,13,15,8cfkisxf1fkxdqtt6tx1tup48,1,45.4,66.6,2025-02-28T17:43:20.578Z,2025-02-28T17:43:23Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545362503,140,61.2,5545362509,213,0.79,5545362505,141,91.2,5545362501,56,Left,5545362507,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686075,159,1,1,13,18,8cfkisxf1fkxdqtt6tx1tup48,1,61.2,91.2,2025-02-28T17:43:23.435Z,2025-02-28T17:43:25Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545362551,141,78.5,5545362549,140,58.2,5545362547,56,Center,5545362555,213,4.36,5545362553,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686093,160,1,1,13,20,8cfkisxf1fkxdqtt6tx1tup48,1,58.2,78.5,2025-02-28T17:43:25.226Z,2025-02-28T17:43:28Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5545362633,141,79.3,5545362635,212,22.1,5545362631,140,37.2,5545362637,213,3.12,5545362629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686149,161,1,1,13,23,8cfkisxf1fkxdqtt6tx1tup48,1,37.2,79.3,2025-02-28T17:43:28.122Z,2025-02-28T17:43:32Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545362923,213,3.90,5545362919,141,52.8,5545362915,56,Back,5545362921,212,26.1,5545362917,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686207,162,1,1,13,27,8cfkisxf1fkxdqtt6tx1tup48,1,19.3,50.0,2025-02-28T17:43:32.626Z,2025-02-28T17:43:39Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545363217,56,Back,5545363225,213,4.70,5545363219,140,19.1,5545363223,212,13.5,5545363221,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686247,163,1,1,13,34,8cfkisxf1fkxdqtt6tx1tup48,1,21.3,30.7,2025-02-28T17:43:39.210Z,2025-02-28T17:43:43Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545363435,213,1.22,5545363433,212,29.0,5545363431,141,70.8,5545363429,140,30.8,5545363427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686267,164,1,1,13,38,8cfkisxf1fkxdqtt6tx1tup48,1,33.9,69.4,2025-02-28T17:43:42.851Z,2025-02-28T17:43:44Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545363509,56,Left,5545363511,140,54.2,5545363517,213,0.58,5545363513,141,89.9,5545363515,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686277,165,1,1,13,39,8cfkisxf1fkxdqtt6tx1tup48,1,54.4,90.0,2025-02-28T17:43:44.762Z,2025-02-28T17:43:46Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545363573,212,10.5,5545363575,213,5.53,5545363569,140,61.7,5545363571,141,79.4,5545363567,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686303,166,1,1,13,41,8cfkisxf1fkxdqtt6tx1tup48,1,61.8,79.3,2025-02-28T17:43:46.186Z,2025-02-28T17:43:50Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5545363687,56,Left,5545363693,212,30.7,5545363695,213,0.24,5545363689,140,90.2,5545363691,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686305,167,61,1,13,45,8cfkisxf1fkxdqtt6tx1tup48,0,91.8,82.9,2025-02-28T17:43:50.259Z,2025-02-28T17:43:50Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5545363703,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686555,121,5,1,13,46,f1h34qp5zbfl489q8vnkhiq9s,1,-1.2,28.2,2025-02-28T17:43:50.986Z,2025-02-28T19:57:05Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5545365115,346,,5545365181,233,168,5545365113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686309,168,5,1,13,46,8cfkisxf1fkxdqtt6tx1tup48,0,101.2,71.8,2025-02-28T17:43:50.986Z,2025-02-28T19:57:05Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5545363707,56,Center,5545365187,233,121,5545363709,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781686587,122,1,1,14,18,f1h34qp5zbfl489q8vnkhiq9s,1,4.5,55.5,2025-02-28T17:44:23.362Z,2025-02-28T17:44:26Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5545365257,124,,5545365269,212,6.3,5545365277,237,,5545365261,56,Back,5545365273,213,4.71,5545365263,140,4.5,5545365265,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
