id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId
2745545359,239,83,1,20,51,7gkglopz9cjsysn2u6sbhuvc5,0,36.6,69.6,2024-11-08T18:22:34.867Z,2024-11-08T18:22:37Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5348945347,399,4uuqid6t4nspn0wspyltz3bx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545375,208,1,1,20,51,b8oqgvx1ijeyn6y1cn6929ix4,1,68.2,31.2,2024-11-08T18:22:35.107Z,2024-11-08T18:57:22Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,5348945289,140,64.8,5348945287,56,Right,5348945291,141,14.6,5348945293,212,11.8,5348945295,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545405,209,1,1,20,53,b8oqgvx1ijeyn6y1cn6929ix4,1,63.8,12.9,2024-11-08T18:22:36.323Z,2024-11-08T18:22:41Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5348945521,213,0.55,5348945519,212,13.3,5348945515,140,74.6,5348945513,56,Center,5348945517,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545411,210,3,1,20,57,b8oqgvx1ijeyn6y1cn6929ix4,0,74.8,19.0,2024-11-08T18:22:40.500Z,2024-11-08T20:05:17Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5348949067,233,240,5348945559,56,Right,5348948383,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545441,240,7,1,20,57,7gkglopz9cjsysn2u6sbhuvc5,1,25.2,81.0,2024-11-08T18:22:40.501Z,2024-11-08T20:05:17Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348948981,56,Back,5348949063,233,210,5348948983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545447,241,1,1,21,2,7gkglopz9cjsysn2u6sbhuvc5,1,25.8,64.8,2024-11-08T18:22:45.490Z,2024-11-08T18:26:51Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348954759,140,18.8,5348954763,212,17.3,5348954761,141,87.9,5348954765,213,2.01,5348954757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545455,242,61,1,21,2,7gkglopz9cjsysn2u6sbhuvc5,1,32.5,81.0,2024-11-08T18:22:45.626Z,2024-11-08T18:26:51Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,5348955173,56,Back,5348955227,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545477,211,5,1,21,4,b8oqgvx1ijeyn6y1cn6929ix4,1,83.4,-1.9,2024-11-08T18:22:47.356Z,2024-11-08T20:28:20Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5348945865,56,Right,5348945885,233,243,5348945867,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545469,243,5,1,21,4,7gkglopz9cjsysn2u6sbhuvc5,0,16.6,101.9,2024-11-08T18:22:47.356Z,2024-11-08T20:32:21Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348945827,347,,5348945921,233,211,5348945825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545747,212,1,1,21,38,b8oqgvx1ijeyn6y1cn6929ix4,0,79.6,0.0,2024-11-08T18:23:21.773Z,2024-11-08T18:23:26Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,5348947217,56,Center,5348947225,213,1.01,5348947263,238,,5348947227,1,,5348947215,107,,5348947223,212,25.2,5348947219,140,92.4,5348947221,141,30.1,,,,,,,,,,,,,,,,,,,,,,,
2745545815,245,1,1,21,51,7gkglopz9cjsysn2u6sbhuvc5,1,10.0,51.9,2024-11-08T18:23:34.307Z,2024-11-08T18:23:36Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5348947569,140,18.9,5348947565,123,,5348947595,287,,5348947575,213,1.07,5348947567,56,Back,5348947573,212,19.5,5348947571,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545839,246,1,1,21,54,7gkglopz9cjsysn2u6sbhuvc5,1,16.8,96.6,2024-11-08T18:23:37.554Z,2024-11-08T18:23:40Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5348947711,213,5.61,5348947707,212,16.0,5348947703,140,28.7,5348947705,141,81.8,5348947701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545849,247,1,1,21,56,7gkglopz9cjsysn2u6sbhuvc5,1,28.3,81.4,2024-11-08T18:23:39.978Z,2024-11-08T18:23:41Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5348947755,140,26.6,5348947759,212,12.2,5348947757,141,63.7,5348947753,56,Back,5348947761,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545857,248,1,1,21,57,7gkglopz9cjsysn2u6sbhuvc5,0,26.6,63.7,2024-11-08T18:23:40.979Z,2024-11-08T18:23:42Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348947825,1,,5348947821,212,37.2,5348947817,140,52.1,5348947819,141,100.0,5348947823,213,0.77,5348947815,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545953,213,5,1,21,58,b8oqgvx1ijeyn6y1cn6929ix4,1,52.5,-1.6,2024-11-08T18:23:42.204Z,2024-11-08T20:32:22Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,5348948379,56,Right,5348948389,233,249,5348948381,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545865,249,5,1,21,58,7gkglopz9cjsysn2u6sbhuvc5,0,47.5,101.6,2024-11-08T18:23:42.204Z,2024-11-08T20:32:22Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348947849,347,,5348947847,56,Back,5348948397,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745545989,214,1,1,22,13,b8oqgvx1ijeyn6y1cn6929ix4,1,54.6,0.0,2024-11-08T18:23:56.646Z,2024-11-08T18:23:59Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5348948577,107,,5348948581,140,68.3,5348948579,56,Right,5348948585,212,16.0,5348948587,213,0.45,5348948583,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546001,215,1,1,22,16,b8oqgvx1ijeyn6y1cn6929ix4,0,66.6,8.2,2024-11-08T18:23:59.679Z,2024-11-08T18:24:01Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,5348948683,212,11.0,5348948685,213,5.63,5348948681,141,0.0,5348948677,140,74.9,5348948673,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546005,216,5,1,22,17,b8oqgvx1ijeyn6y1cn6929ix4,0,74.8,-1.8,2024-11-08T18:24:00.498Z,2024-11-08T18:24:03Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,5348948709,347,,5348948777,233,250,5348948707,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546007,250,5,1,22,17,7gkglopz9cjsysn2u6sbhuvc5,1,25.2,101.8,2024-11-08T18:24:00.498Z,2024-11-08T20:32:23Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348948745,233,216,5348948729,347,,5348948727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546061,251,1,1,22,26,7gkglopz9cjsysn2u6sbhuvc5,1,23.5,100.0,2024-11-08T18:24:09.681Z,2024-11-08T18:24:11Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,5348949073,56,Back,5348949081,213,5.19,5348949077,141,80.8,5348949079,212,14.7,5348949075,140,29.9,5348949071,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546071,252,1,1,22,27,7gkglopz9cjsysn2u6sbhuvc5,1,29.9,80.8,2024-11-08T18:24:10.378Z,2024-11-08T18:24:12Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348949137,56,Back,5348949143,212,4.9,5348949145,213,1.35,5348949139,140,30.9,5348949141,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546075,253,61,1,22,29,7gkglopz9cjsysn2u6sbhuvc5,0,33.4,89.1,2024-11-08T18:24:12.562Z,2024-11-08T18:24:13Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,5348949163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546097,217,1,1,22,30,b8oqgvx1ijeyn6y1cn6929ix4,0,60.0,4.1,2024-11-08T18:24:13.933Z,2024-11-08T18:24:14Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,5348949255,56,Center,5348949263,212,14.5,5348949261,141,21.3,5348949265,213,0.94,5348949257,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546113,254,1,1,22,32,7gkglopz9cjsysn2u6sbhuvc5,1,31.9,63.3,2024-11-08T18:24:15.514Z,2024-11-08T18:24:16Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348949337,212,15.0,5348949333,140,32.7,5348949335,141,41.3,5348949339,213,4.77,5348949331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546139,255,1,1,22,33,7gkglopz9cjsysn2u6sbhuvc5,1,32.7,41.3,2024-11-08T18:24:16.410Z,2024-11-08T18:24:20Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348949493,212,13.2,5348949495,213,4.07,5348949489,140,25.2,5348949487,56,Back,5348949491,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546143,256,1,1,22,36,7gkglopz9cjsysn2u6sbhuvc5,1,38.4,23.0,2024-11-08T18:24:20.025Z,2024-11-08T18:24:22Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348949541,212,24.2,5348949543,213,0.03,5348949537,140,61.4,5348949535,56,Center,5348949539,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546159,257,1,1,22,38,7gkglopz9cjsysn2u6sbhuvc5,1,58.5,24.4,2024-11-08T18:24:21.945Z,2024-11-08T18:24:23Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5348949649,141,41.8,5348949653,213,2.18,5348949647,140,50.6,5348949643,56,Center,5348949651,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546167,258,1,1,22,40,7gkglopz9cjsysn2u6sbhuvc5,1,49.8,46.6,2024-11-08T18:24:23.378Z,2024-11-08T18:24:24Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348949681,56,Back,5348949685,141,38.3,5348949689,213,3.98,5348949687,212,7.6,5348949683,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546191,259,1,1,22,40,7gkglopz9cjsysn2u6sbhuvc5,1,45.0,38.3,2024-11-08T18:24:24.017Z,2024-11-08T18:24:27Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348949831,56,Back,5348949837,212,23.4,5348949833,140,30.5,5348949839,213,2.28,5348949835,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546213,260,1,1,22,44,7gkglopz9cjsysn2u6sbhuvc5,1,37.5,67.6,2024-11-08T18:24:27.481Z,2024-11-08T18:24:31Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5348949971,140,58.6,5348949975,212,26.8,5348949969,56,Left,5348949973,141,89.7,5348949977,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546229,261,1,1,22,47,7gkglopz9cjsysn2u6sbhuvc5,1,66.8,87.2,2024-11-08T18:24:31.226Z,2024-11-08T18:24:34Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,5348950071,56,Center,5348950077,212,7.8,5348950073,140,61.9,5348950079,213,4.00,5348950075,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546257,262,1,1,22,50,7gkglopz9cjsysn2u6sbhuvc5,1,61.9,71.8,2024-11-08T18:24:33.890Z,2024-11-08T18:24:36Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5348950217,56,Center,5348950221,141,59.1,5348950225,213,3.99,5348950223,212,11.5,5348950219,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546289,263,1,1,22,53,7gkglopz9cjsysn2u6sbhuvc5,1,49.9,58.5,2024-11-08T18:24:36.386Z,2024-11-08T18:24:39Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348950405,56,Back,5348950409,141,18.6,5348950411,212,27.2,5348950407,140,48.4,5348950413,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546305,264,1,1,22,56,7gkglopz9cjsysn2u6sbhuvc5,1,47.8,19.4,2024-11-08T18:24:39.682Z,2024-11-08T18:24:41Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348950473,56,Back,5348950481,213,2.45,5348950477,141,32.5,5348950475,140,37.6,5348950479,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546323,265,1,1,22,57,7gkglopz9cjsysn2u6sbhuvc5,1,35.2,37.4,2024-11-08T18:24:41.122Z,2024-11-08T18:24:45Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5348950595,212,15.6,5348950593,141,60.3,5348950597,213,1.65,5348950591,140,34.0,5348950589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546339,266,1,1,23,1,7gkglopz9cjsysn2u6sbhuvc5,1,34.5,66.1,2024-11-08T18:24:45.001Z,2024-11-08T18:24:48Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5348950681,56,Back,5348950687,212,17.1,5348950683,140,26.0,5348950685,141,44.6,5348950689,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546349,267,1,1,23,5,7gkglopz9cjsysn2u6sbhuvc5,1,27.3,58.2,2024-11-08T18:24:48.820Z,2024-11-08T18:24:51Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5348950783,141,72.9,5348950787,213,1.55,5348950785,212,10.0,5348950779,56,Back,5348950781,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546373,268,1,1,23,8,7gkglopz9cjsysn2u6sbhuvc5,1,29.7,88.9,2024-11-08T18:24:51.249Z,2024-11-08T18:24:55Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5348950895,212,15.2,5348950893,141,87.8,5348950897,213,6.23,5348950891,140,44.2,5348950889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546391,269,1,1,23,12,7gkglopz9cjsysn2u6sbhuvc5,1,27.4,80.3,2024-11-08T18:24:55.369Z,2024-11-08T18:24:58Z,7ar33yy0wd5ah5o8om1l12pgq,M. Hannesbo,,5348950995,212,21.6,5348950993,141,59.7,5348950997,213,3.85,5348950991,140,11.8,5348950989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546421,270,1,1,23,14,7gkglopz9cjsysn2u6sbhuvc5,1,7.8,51.6,2024-11-08T18:24:58.165Z,2024-11-08T18:25:02Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5348951149,212,41.5,5348951145,140,47.1,5348951143,56,Back,5348951151,213,6.19,5348951147,141,45.7,5348951153,1,,5348951141,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546425,271,44,1,23,18,7gkglopz9cjsysn2u6sbhuvc5,1,45.4,49.7,2024-11-08T18:25:01.389Z,2024-11-08T20:05:49Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5348951177,285,,5348951181,233,218,5348951175,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546409,218,44,1,23,18,b8oqgvx1ijeyn6y1cn6929ix4,0,54.6,50.3,2024-11-08T18:25:01.390Z,2024-11-08T20:05:49Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5348951087,56,Center,5348951187,233,271,5348951089,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546431,272,1,1,23,18,7gkglopz9cjsysn2u6sbhuvc5,1,47.1,45.7,2024-11-08T18:25:01.650Z,2024-11-08T20:28:08Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5348951213,212,8.7,5348951215,213,5.87,5348951209,140,54.7,5348951205,168,,5348951207,56,Center,5348951211,141,40.6,5348951203,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546439,273,1,1,23,21,7gkglopz9cjsysn2u6sbhuvc5,1,54.7,40.6,2024-11-08T18:25:04.475Z,2024-11-08T18:25:06Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5348951271,213,5.02,5348951263,56,Right,5348951267,141,12.5,5348951265,140,60.4,5348951269,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546447,274,1,1,23,22,7gkglopz9cjsysn2u6sbhuvc5,0,63.5,11.9,2024-11-08T18:25:05.953Z,2024-11-08T18:25:08Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5348951327,141,23.4,5348951323,56,Center,5348951331,213,0.43,5348951325,140,79.8,5348951329,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546461,220,1,1,23,25,b8oqgvx1ijeyn6y1cn6929ix4,1,22.8,74.1,2024-11-08T18:25:08.830Z,2024-11-08T18:25:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5348951395,140,7.2,5348951399,212,20.5,5348951393,56,Back,5348951401,213,3.79,5348951397,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546479,221,1,1,23,27,b8oqgvx1ijeyn6y1cn6929ix4,0,7.2,56.0,2024-11-08T18:25:10.910Z,2024-11-08T18:25:16Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5348951505,157,,5348951509,140,48.6,5348951511,141,79.3,5348951507,56,Back,5348951513,212,46.3,5348951517,1,,5348951515,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546475,275,44,1,23,31,7gkglopz9cjsysn2u6sbhuvc5,1,48.7,20.3,2024-11-08T18:25:14.522Z,2024-11-08T20:05:50Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348951497,56,Back,5348951591,233,222,5348951499,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546487,222,44,1,23,31,b8oqgvx1ijeyn6y1cn6929ix4,0,51.3,79.7,2024-11-08T18:25:14.523Z,2024-11-08T20:05:50Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5348951609,233,275,5348951613,286,,5348951559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546485,276,1,1,23,31,7gkglopz9cjsysn2u6sbhuvc5,0,44.1,19.7,2024-11-08T18:25:14.969Z,2024-11-08T18:25:15Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348951557,213,5.97,5348951553,141,12.8,5348951549,56,Right,5348951547,3,,5348951551,140,57.8,5348951555,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546499,223,1,1,23,34,b8oqgvx1ijeyn6y1cn6929ix4,0,38.0,83.0,2024-11-08T18:25:17.349Z,2024-11-08T18:25:18Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348951621,140,58.5,5348951625,212,21.6,5348951623,141,85.7,5348951619,56,Left,5348951627,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546525,278,1,1,23,36,7gkglopz9cjsysn2u6sbhuvc5,1,35.6,4.3,2024-11-08T18:25:19.802Z,2024-11-08T18:25:21Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348951791,140,30.1,5348951789,56,Back,5348951795,212,9.7,5348951793,141,15.8,5348951797,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546547,279,1,1,23,37,7gkglopz9cjsysn2u6sbhuvc5,1,30.6,19.2,2024-11-08T18:25:21.129Z,2024-11-08T18:25:24Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5348951887,56,Back,5348951891,141,21.3,5348951889,140,44.4,5348951895,213,0.10,5348951893,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546589,280,1,1,23,40,7gkglopz9cjsysn2u6sbhuvc5,1,40.0,26.4,2024-11-08T18:25:24.066Z,2024-11-08T18:25:28Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348952125,212,7.0,5348952121,141,20.4,5348952129,213,3.77,5348952117,140,34.6,5348952115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546617,281,1,1,23,44,7gkglopz9cjsysn2u6sbhuvc5,1,34.5,13.4,2024-11-08T18:25:28.137Z,2024-11-08T18:25:32Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5348952267,141,10.9,5348952263,56,Back,5348952265,140,48.1,5348952269,212,14.4,5348952271,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546625,282,1,1,23,49,7gkglopz9cjsysn2u6sbhuvc5,1,43.6,10.3,2024-11-08T18:25:32.696Z,2024-11-08T18:25:34Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5348952321,213,3.36,5348952319,212,8.6,5348952315,140,35.6,5348952317,141,7.6,5348952313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546637,283,1,1,23,50,7gkglopz9cjsysn2u6sbhuvc5,0,35.6,7.6,2024-11-08T18:25:33.883Z,2024-11-08T18:25:35Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348952389,56,Right,5348952405,213,0.28,5348952387,155,,5348952397,141,20.1,5348952401,212,31.0,5348952393,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546663,224,1,1,23,51,b8oqgvx1ijeyn6y1cn6929ix4,1,41.3,79.7,2024-11-08T18:25:35.094Z,2024-11-08T18:25:38Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5348952517,56,Left,5348952525,213,0.00,5348952521,141,79.7,5348952523,212,25.7,5348952519,140,65.8,5348952515,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546673,225,1,1,23,54,b8oqgvx1ijeyn6y1cn6929ix4,1,65.8,79.7,2024-11-08T18:25:37.967Z,2024-11-08T18:25:39Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348952581,3,,5348952593,213,6.03,5348952583,168,,5348952587,140,73.2,5348952591,212,8.0,5348952585,56,Center,5348952589,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546683,226,1,1,23,56,b8oqgvx1ijeyn6y1cn6929ix4,1,72.0,76.6,2024-11-08T18:25:39.758Z,2024-11-08T18:28:11Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5348952627,56,Center,5348952629,140,64.8,5348952631,141,63.6,5348952639,213,4.00,5348952635,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546689,284,83,1,23,56,7gkglopz9cjsysn2u6sbhuvc5,0,39.7,25.6,2024-11-08T18:25:40.065Z,2024-11-08T18:58:51Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348952721,399,6bajck5osvj7trnwt2a5mc3dg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546695,228,1,1,23,58,b8oqgvx1ijeyn6y1cn6929ix4,1,63.9,63.1,2024-11-08T18:25:41.647Z,2024-11-08T18:25:43Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5348952689,212,15.5,5348952685,140,61.7,5348952687,141,40.6,5348952691,213,4.56,5348952683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546697,229,1,1,23,59,b8oqgvx1ijeyn6y1cn6929ix4,1,61.7,40.6,2024-11-08T18:25:43.222Z,2024-11-08T18:25:49Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,5348952703,213,5.34,5348952699,141,10.1,5348952695,56,Right,5348952697,140,76.0,5348952701,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546773,230,1,1,24,7,b8oqgvx1ijeyn6y1cn6929ix4,1,75.6,16.1,2024-11-08T18:25:50.327Z,2024-11-08T18:26:05Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,1.0,5348953717,210,15,5348953131,56,Center,5348953137,212,14.3,5348953133,140,74.5,5348953139,213,1.65,5348953135,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546775,231,15,1,24,9,b8oqgvx1ijeyn6y1cn6929ix4,1,76.6,39.5,2024-11-08T18:25:52.719Z,2024-11-08T20:56:24Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348953751,215,,5348953747,102,51.9,5348953147,56,Center,5348953739,77,,5348953741,29,,5348953365,72,,5348953143,22,,5348953743,55,230,5348953771,233,285,5348953749,103,5348953145,18,,5348953755,147,5348953753,146,98.4,,,,,,,28.5,48.9,,
2745546795,285,10,1,24,9,7gkglopz9cjsysn2u6sbhuvc5,1,3.9,48.8,2024-11-08T18:25:52.819Z,2024-11-08T18:25:59Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5348953241,178,,5348953239,173,,5348953405,233,231,5348953245,56,Back,5348953243,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546935,232,27,1,24,29,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-08T18:26:12.354Z,2024-11-08T18:26:15Z,,,,5348954093,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745546927,287,27,1,24,29,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-08T18:26:12.354Z,2024-11-08T18:26:15Z,,,,5348954099,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745547339,233,28,1,24,30,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-11-08T18:26:13.481Z,2024-11-08T20:32:46Z,,,,5349560569,233,288,5348956365,55,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
