id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2707211427,238,13,1,20,50,bd4qakf7j0wwie8wke9km7uj8,1,81.6,54.4,2024-08-10T12:20:56.035Z,2024-08-10T18:51:35Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5138950517,103,65.3,5138950515,102,46.4,5138950519,328,,5138950333,20,,5138950509,154,,5138950505,74,,5138950507,29,,5138950511,55,237,5138950263,56,Center,5138950521,230,5138950523,231,49.1,5138950259,22,,5138950261,18,,,,97.5,,,,,,,,,,
2707211655,189,5,1,20,51,b2vft81kyjurzbmekvgrqwr64,1,-0.6000000000000001,52.0,2024-08-10T12:20:56.472Z,2024-08-10T12:38:46Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5138951377,56,Back,5138951379,346,,5138951409,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211431,239,5,1,20,51,bd4qakf7j0wwie8wke9km7uj8,0,100.6,48.0,2024-08-10T12:20:56.472Z,2024-08-10T14:07:10Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5138950281,56,Center,5138951431,233,189,5138950283,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211681,190,1,1,21,14,b2vft81kyjurzbmekvgrqwr64,0,3.9,47.3,2024-08-10T12:21:20.208Z,2024-08-10T12:21:22Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5138951471,124,,5138951477,141,66.3,5138951481,213,0.15,5138951475,140,84.5,5138951485,74,,5138951479,212,85.6,5138951473,56,Center,5138951483,1,,5138951497,189,,,,,,,,,,,,,,,,,,,,,,,,,
2707211705,241,1,1,21,18,bd4qakf7j0wwie8wke9km7uj8,1,20.9,37.7,2024-08-10T12:21:24.154Z,2024-08-10T12:21:25Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5138951565,56,Back,5138951567,140,30.8,5138951575,212,10.4,5138951579,213,0.02,5138951571,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211723,242,1,1,21,20,bd4qakf7j0wwie8wke9km7uj8,1,31.5,34.6,2024-08-10T12:21:25.714Z,2024-08-10T12:21:27Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5138951667,213,5.51,5138951661,140,45.0,5138951659,56,Back,5138951663,141,14.4,5138951665,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211739,243,1,1,21,21,bd4qakf7j0wwie8wke9km7uj8,1,45.0,14.4,2024-08-10T12:21:27.075Z,2024-08-10T12:21:29Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5138951753,140,37.5,5138951763,213,1.98,5138951751,56,Back,5138951757,141,41.2,5138951761,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211761,244,1,1,21,24,bd4qakf7j0wwie8wke9km7uj8,1,39.2,41.8,2024-08-10T12:21:29.490Z,2024-08-10T12:21:32Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5138951877,213,4.99,5138951871,140,43.4,5138951873,141,19.4,5138951875,212,15.9,5138951869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211779,245,1,1,21,27,bd4qakf7j0wwie8wke9km7uj8,1,46.4,20.6,2024-08-10T12:21:32.459Z,2024-08-10T12:21:35Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5138951977,140,73.1,5138951981,212,29.7,5138951975,56,Center,5138951979,141,34.9,5138951973,155,,5138951983,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211795,246,1,1,21,29,bd4qakf7j0wwie8wke9km7uj8,1,73.1,34.9,2024-08-10T12:21:34.979Z,2024-08-10T12:21:36Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5138952071,156,,5138952053,213,3.76,5138952045,56,Center,5138952051,212,4.0,5138952049,141,31.5,5138952047,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211803,247,1,1,21,30,bd4qakf7j0wwie8wke9km7uj8,0,70.6,33.4,2024-08-10T12:21:36.057Z,2024-08-10T12:21:36Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5138952095,213,0.97,5138952093,212,18.1,5138952087,56,Center,5138952091,141,55.4,5138952089,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211831,191,12,1,21,32,b2vft81kyjurzbmekvgrqwr64,1,24.3,44.2,2024-08-10T12:21:38.088Z,2024-08-10T12:21:39Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5138952205,140,25.7,5138952209,212,38.9,5138952207,141,100.0,5138952211,213,1.53,5138952253,167,,5138952203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211837,192,5,1,21,32,b2vft81kyjurzbmekvgrqwr64,0,25.5,101.2,2024-08-10T12:21:38.154Z,2024-08-10T14:07:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5138952233,56,Back,5138952235,347,,5138952337,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211857,248,5,1,21,32,bd4qakf7j0wwie8wke9km7uj8,1,74.5,-1.2,2024-08-10T12:21:38.154Z,2024-08-10T14:07:10Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5138952327,233,192,5138952305,347,,5138952303,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211863,249,1,1,21,36,bd4qakf7j0wwie8wke9km7uj8,1,74.1,0.0,2024-08-10T12:21:41.402Z,2024-08-10T12:21:43Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5138952351,56,Right,5138952357,212,12.1,5138952349,107,,5138952353,140,68.0,5138952355,141,13.2,5138952359,213,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211873,250,1,1,21,37,bd4qakf7j0wwie8wke9km7uj8,1,68.0,13.2,2024-08-10T12:21:42.338Z,2024-08-10T12:21:43Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5138952409,212,7.3,5138952403,56,Right,5138952405,140,70.5,5138952411,213,5.08,5138952407,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211953,251,1,1,21,38,bd4qakf7j0wwie8wke9km7uj8,1,70.5,3.2,2024-08-10T12:21:43.562Z,2024-08-10T12:21:51Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5138952807,141,8.3,5138952813,212,16.7,5138952805,140,54.9,5138952803,56,Right,5138952817,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707211993,252,1,1,21,45,bd4qakf7j0wwie8wke9km7uj8,1,51.5,12.5,2024-08-10T12:21:51.035Z,2024-08-10T12:21:53Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5138952941,213,5.79,5138952937,141,2.9,5138952939,212,13.7,5138952935,140,63.0,5138952933,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212003,253,61,1,21,48,bd4qakf7j0wwie8wke9km7uj8,0,63.0,2.9,2024-08-10T12:21:53.706Z,2024-08-10T12:21:54Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5138952995,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212021,193,4,1,21,49,b2vft81kyjurzbmekvgrqwr64,1,38.0,93.6,2024-08-10T12:21:55.049Z,2024-08-10T12:57:22Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5138953143,295,,5138953171,233,254,5138953145,56,Back,5138953149,286,,5138953147,152,,5138953141,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212013,254,4,1,21,49,bd4qakf7j0wwie8wke9km7uj8,0,62.0,6.4,2024-08-10T12:21:55.050Z,2024-08-10T12:22:02Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5138953099,152,,5138953181,233,193,5138953095,295,,5138953097,56,Right,5138953093,13,,5138953101,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212237,195,1,1,22,13,b2vft81kyjurzbmekvgrqwr64,1,35.7,90.2,2024-08-10T12:22:19.287Z,2024-08-10T12:22:20Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5138954137,213,5.70,5138954131,141,65.8,5138954123,152,,5138954135,212,29.9,5138954125,56,Center,5138954121,5,,5138954127,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212251,255,83,1,22,14,bd4qakf7j0wwie8wke9km7uj8,0,58.1,31.3,2024-08-10T12:22:19.650Z,2024-08-10T12:57:51Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5138954343,399,dwuxps3jv2852642q000wep6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212253,196,1,1,22,15,b2vft81kyjurzbmekvgrqwr64,1,59.4,65.8,2024-08-10T12:22:20.527Z,2024-08-10T12:22:22Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5138954211,213,3.15,5138954205,140,40.0,5138954203,56,Back,5138954209,212,20.4,5138954207,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212261,197,1,1,22,16,b2vft81kyjurzbmekvgrqwr64,1,40.0,65.4,2024-08-10T12:22:22.012Z,2024-08-10T12:22:23Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5138954267,140,37.1,5138954273,213,1.94,5138954265,56,Back,5138954269,141,76.9,5138954271,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212273,198,3,1,22,17,b2vft81kyjurzbmekvgrqwr64,1,38.6,75.5,2024-08-10T12:22:23.104Z,2024-08-10T14:19:28Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5138954329,286,,5138954327,56,Back,5138954349,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212267,256,45,1,22,17,bd4qakf7j0wwie8wke9km7uj8,0,61.4,24.5,2024-08-10T12:22:23.104Z,2024-08-10T14:19:28Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5138954297,56,Center,5138954369,233,198,5138954301,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212305,199,1,1,22,19,b2vft81kyjurzbmekvgrqwr64,1,43.4,78.7,2024-08-10T12:22:24.400Z,2024-08-10T12:22:29Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5138954525,140,51.3,5138954529,212,30.6,5138954527,141,35.4,5138954523,56,Center,5138954531,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212363,200,1,1,22,23,b2vft81kyjurzbmekvgrqwr64,1,54.6,37.4,2024-08-10T12:22:28.951Z,2024-08-10T12:22:35Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5138954843,212,22.3,5138954839,140,69.2,5138954845,213,5.47,5138954835,56,Right,5138954841,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212359,257,83,1,22,30,bd4qakf7j0wwie8wke9km7uj8,0,38.1,85.3,2024-08-10T12:22:35.417Z,2024-08-10T12:22:39Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5138955071,399,e19g5bz7s9wqcvj8mttztxi0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212377,201,1,1,22,30,b2vft81kyjurzbmekvgrqwr64,0,70.6,15.6,2024-08-10T12:22:35.679Z,2024-08-10T12:22:36Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5138954941,141,28.0,5138954937,56,Center,5138954945,213,2.64,5138954939,140,56.1,5138954943,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212397,202,3,1,22,33,b2vft81kyjurzbmekvgrqwr64,0,55.3,26.2,2024-08-10T12:22:38.792Z,2024-08-10T14:02:13Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5138955031,56,Center,5138955247,233,258,5138955033,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212435,258,7,1,22,33,bd4qakf7j0wwie8wke9km7uj8,1,44.7,73.8,2024-08-10T12:22:38.793Z,2024-08-10T14:02:13Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5138955235,233,202,5138955209,56,Back,5138955211,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212445,203,3,1,22,36,b2vft81kyjurzbmekvgrqwr64,1,52.4,15.4,2024-08-10T12:22:41.351Z,2024-08-10T14:19:28Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5138955257,56,Right,5138955259,286,,5138955273,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212439,259,45,1,22,36,bd4qakf7j0wwie8wke9km7uj8,0,47.6,84.6,2024-08-10T12:22:41.351Z,2024-08-10T14:19:29Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5138955293,233,203,5138955219,285,,5138955217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212495,204,1,1,22,38,b2vft81kyjurzbmekvgrqwr64,1,46.6,11.7,2024-08-10T12:22:43.488Z,2024-08-10T12:22:48Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5138955523,141,15.3,5138955517,155,,5138955525,212,46.5,5138955529,1,,5138955521,140,90.8,5138955527,213,0.05,5138955519,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212523,205,1,1,22,43,b2vft81kyjurzbmekvgrqwr64,1,92.6,15.3,2024-08-10T12:22:48.703Z,2024-08-10T14:30:18Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,1.0,5138955675,212,15.1,5138955671,140,89.7,5138955677,213,1.77,5139389625,210,15,5138955669,56,Center,5138955673,141,37.0,5139389627,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212525,206,15,1,22,45,b2vft81kyjurzbmekvgrqwr64,1,92.0,35.4,2024-08-10T12:22:50.752Z,2024-08-10T14:30:18Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5138955685,56,Center,5139389647,55,205,5139389645,154,,5138956825,78,,5138956829,103,19,5138956833,146,98.1,5138956827,102,50.7,5138956835,147,47.1,5138955681,22,,5138956647,63,5138965355,233,260,5138956645,20,,5139389643,29,,,,,,,,,,,,,,
2707212557,260,10,1,22,45,bd4qakf7j0wwie8wke9km7uj8,1,1.4,54.5,2024-08-10T12:22:50.852Z,2024-08-10T12:27:03Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5138955837,178,,5138955841,56,Back,5138965329,174,,5138965331,183,,5138965367,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212561,207,13,1,22,48,b2vft81kyjurzbmekvgrqwr64,1,94.9,35.0,2024-08-10T12:22:54.207Z,2024-08-10T12:27:45Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5138964451,103,12.5,5138966983,62,,5138955861,56,Center,5138955857,22,,5138964447,102,60.5,5138964051,20,,5138966991,231,46.4,5138966985,73,,5138966989,230,99.1,5138966987,458,,,,,,,,,,,,,,,,,,,,,,
2707212585,208,5,1,22,51,b2vft81kyjurzbmekvgrqwr64,0,101.6,49.0,2024-08-10T12:22:56.488Z,2024-08-10T14:07:11Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5138955981,56,Center,5138955983,346,,5138967199,233,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212763,261,5,1,22,51,bd4qakf7j0wwie8wke9km7uj8,1,-1.6,51.0,2024-08-10T12:22:56.488Z,2024-08-10T14:07:11Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5138956885,56,Back,5138967193,233,208,5138956887,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212783,262,1,1,23,7,bd4qakf7j0wwie8wke9km7uj8,0,3.8,48.1,2024-08-10T12:23:13.313Z,2024-08-10T12:57:25Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5138956965,124,,5139073547,189,,5138956969,140,70.2,5138956973,212,72.5,5138956967,56,Right,5139073457,1,,5138956975,213,6.00,5138956977,237,,5138956971,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,
2707212789,209,1,1,23,14,b2vft81kyjurzbmekvgrqwr64,1,72.0,74.5,2024-08-10T12:23:19.615Z,2024-08-10T12:23:20Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5138957011,213,5.36,5138957005,140,78.5,5138957003,56,Center,5138957009,212,11.4,5138957007,141,61.1,5138957001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212797,210,1,1,23,15,b2vft81kyjurzbmekvgrqwr64,1,78.5,61.1,2024-08-10T12:23:20.375Z,2024-08-10T14:50:55Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5138957059,213,3.67,5138957055,141,50.6,5138957053,140,66.8,5138957051,56,Center,5138957057,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212813,211,1,1,23,15,b2vft81kyjurzbmekvgrqwr64,1,66.8,50.6,2024-08-10T12:23:21.111Z,2024-08-10T12:23:23Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5138957161,213,5.03,5138957157,141,30.3,5138957159,212,14.5,5138957153,56,Center,5138957155,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212827,212,1,1,23,18,b2vft81kyjurzbmekvgrqwr64,1,71.1,30.3,2024-08-10T12:23:23.680Z,2024-08-10T12:23:25Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5138957231,212,12.1,5138957229,141,47.0,5138957225,56,Center,5138957227,140,67.0,5138957233,213,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212841,213,1,1,23,19,b2vft81kyjurzbmekvgrqwr64,1,67.0,47.0,2024-08-10T12:23:25.126Z,2024-08-10T12:23:26Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5138957291,212,13.2,5138957293,213,4.16,5138957287,140,60.4,5138957285,56,Center,5138957289,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212875,214,1,1,23,21,b2vft81kyjurzbmekvgrqwr64,1,60.4,30.4,2024-08-10T12:23:26.519Z,2024-08-10T12:23:32Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5138957483,1,,5138957473,56,Right,5138957479,212,37.5,5138957475,140,94.6,5138957481,213,5.99,5138957477,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212879,215,61,1,23,26,b2vft81kyjurzbmekvgrqwr64,0,94.6,14.6,2024-08-10T12:23:32.232Z,2024-08-10T12:23:32Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5138957497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707212889,216,5,1,23,28,b2vft81kyjurzbmekvgrqwr64,0,101.4,11.8,2024-08-10T12:23:33.480Z,2024-08-10T14:07:12Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5138958477,233,263,5138957545,56,Right,5138957547,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213069,263,5,1,23,28,bd4qakf7j0wwie8wke9km7uj8,1,-1.4,88.2,2024-08-10T12:23:33.480Z,2024-08-10T14:07:11Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5138958413,346,,5138958431,233,216,5138958411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213635,275,1,1,23,55,bd4qakf7j0wwie8wke9km7uj8,1,3.0,51.6,2024-08-10T12:24:00.431Z,2024-08-10T12:27:27Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5138966319,189,,5138961485,56,Back,5138961489,141,28.9,5138961493,213,4.91,5138961487,140,5.9,5138961497,237,,5138961491,212,15.7,5138961483,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214391,292,1,1,23,56,bd4qakf7j0wwie8wke9km7uj8,1,6.6,13.2,2024-08-10T12:24:02.324Z,2024-08-10T12:27:28Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5138965171,213,5.72,5138965163,141,2.8,5138965167,212,13.3,5138965155,56,Back,5138965159,140,17.3,5138966337,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214451,293,1,1,23,58,bd4qakf7j0wwie8wke9km7uj8,1,18.8,3.1,2024-08-10T12:24:03.949Z,2024-08-10T12:27:07Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5138965511,141,2.2,5138965515,213,6.23,5138965509,140,29.5,5138965513,212,11.3,5138965507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707214523,294,1,1,24,0,bd4qakf7j0wwie8wke9km7uj8,0,32.4,2.5,2024-08-10T12:24:06.324Z,2024-08-10T14:54:22Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5138965839,140,27.2,5138965845,213,2.04,5138965843,212,12.0,5138965841,141,18.2,5138965837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213195,218,8,1,24,3,b2vft81kyjurzbmekvgrqwr64,1,64.6,80.6,2024-08-10T12:24:08.535Z,2024-08-10T12:24:08Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5138959091,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213209,219,3,1,24,4,b2vft81kyjurzbmekvgrqwr64,1,68.2,73.0,2024-08-10T12:24:09.624Z,2024-08-10T12:24:15Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5138959153,233,265,5138959143,56,Center,5138959145,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213207,265,45,1,24,4,bd4qakf7j0wwie8wke9km7uj8,0,31.8,27.0,2024-08-10T12:24:09.624Z,2024-08-10T12:24:15Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5138959201,233,219,5138959139,56,Back,5138959141,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213261,221,1,1,24,5,b2vft81kyjurzbmekvgrqwr64,1,64.6,80.6,2024-08-10T12:24:10.383Z,2024-08-10T12:24:15Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5138959373,213,1.90,5138959365,56,Left,5138959369,141,89.6,5138959367,140,62.6,5138959371,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213269,222,1,1,24,7,b2vft81kyjurzbmekvgrqwr64,1,67.0,92.0,2024-08-10T12:24:13.263Z,2024-08-10T12:24:16Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5138959407,141,78.4,5138959411,213,4.37,5138959409,212,9.8,5138959403,56,Center,5138959405,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213291,223,1,1,24,10,b2vft81kyjurzbmekvgrqwr64,1,63.8,78.2,2024-08-10T12:24:15.927Z,2024-08-10T12:24:19Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5138959523,140,75.6,5138959521,56,Left,5138959527,212,12.8,5138959529,213,0.24,5138959525,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213295,224,61,1,24,13,b2vft81kyjurzbmekvgrqwr64,0,75.6,82.7,2024-08-10T12:24:19.112Z,2024-08-10T12:24:19Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5138959533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213311,267,1,1,24,14,bd4qakf7j0wwie8wke9km7uj8,1,23.9,14.3,2024-08-10T12:24:19.511Z,2024-08-10T12:24:21Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5138959615,212,11.5,5138959613,141,31.0,5138959611,140,22.4,5138959617,213,1.71,5138959609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213319,268,1,1,24,15,bd4qakf7j0wwie8wke9km7uj8,0,22.4,31.0,2024-08-10T12:24:21.216Z,2024-08-10T12:24:22Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5138959669,157,,5138959673,140,46.9,5138959675,141,22.2,5138959679,213,6.05,5138959671,56,Back,5138959677,212,26.4,5138959681,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213343,269,8,1,24,18,bd4qakf7j0wwie8wke9km7uj8,1,36.5,30.1,2024-08-10T12:24:24.312Z,2024-08-10T12:28:25Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5138959763,56,Back,5138959765,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707213351,226,1,1,24,20,b2vft81kyjurzbmekvgrqwr64,0,60.8,79.6,2024-08-10T12:24:25.760Z,2024-08-10T14:51:06Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5138959805,140,64.3,5138959803,56,Center,5138959809,212,7.0,5138959811,213,5.27,5138959801,155,,5138959807,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707216915,286,1,1,24,21,b2vft81kyjurzbmekvgrqwr64,1,49.2,80.8,2024-08-10T12:24:26.712Z,2024-08-10T14:50:58Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5138978289,140,63.0,5138978285,155,,5138978293,212,14.7,5138978287,56,Left,5138978291,141,84.2,5138978295,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
