id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value
2717039237,165,1,1,14,48,ajtb177oqwawkdwbqhldmq6mx,1,28.1,34.2,2024-09-02T17:15:20.619Z,2024-09-02T17:15:24Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5192982593,140,27.3,5192982591,56,Back,5192982595,141,20.0,5192982597,212,9.7,5192982599,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039265,166,1,1,14,51,ajtb177oqwawkdwbqhldmq6mx,1,27.3,20.0,2024-09-02T17:15:23.851Z,2024-09-02T17:15:26Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5192982751,213,2.13,5192982743,56,Back,5192982749,212,23.2,5192982747,141,49.0,5192982745,140,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039285,167,1,1,14,54,ajtb177oqwawkdwbqhldmq6mx,1,15.9,49.0,2024-09-02T17:15:26.596Z,2024-09-02T17:15:29Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5192982839,56,Back,5192982845,212,20.0,5192982847,213,1.08,5192982841,140,24.9,5192982843,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039331,168,1,1,14,57,ajtb177oqwawkdwbqhldmq6mx,1,24.9,75.0,2024-09-02T17:15:29.475Z,2024-09-02T17:15:37Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5192983097,213,4.06,5192983095,212,19.8,5192983093,141,51.9,5192983091,140,13.4,5192983089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039347,169,1,1,15,5,ajtb177oqwawkdwbqhldmq6mx,1,24.9,46.1,2024-09-02T17:15:37.402Z,2024-09-02T17:15:40Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5192983189,213,1.72,5192983181,56,Back,5192983183,140,22.2,5192983187,212,19.5,5192983185,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039365,170,1,1,15,8,ajtb177oqwawkdwbqhldmq6mx,0,22.5,80.9,2024-09-02T17:15:40.524Z,2024-09-02T17:15:42Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5192983285,213,0.05,5192983287,1,,5192983275,140,55.3,5192983273,56,Left,5192983271,155,,5192983283,212,34.5,5192983279,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039373,146,1,1,15,11,b2vft81kyjurzbmekvgrqwr64,0,40.8,34.2,2024-09-02T17:15:43.221Z,2024-09-02T17:15:44Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5192983309,3,,5192983319,213,0.31,5192983315,141,48.1,5192983317,212,30.7,5192983311,56,Center,5192983313,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039391,171,44,1,15,15,ajtb177oqwawkdwbqhldmq6mx,1,34.0,62.6,2024-09-02T17:15:47.298Z,2024-09-02T19:18:10Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5192983453,233,147,5192983421,285,,5192983419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039399,147,44,1,15,15,b2vft81kyjurzbmekvgrqwr64,0,66.0,37.4,2024-09-02T17:15:47.299Z,2024-09-02T19:18:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5192983451,286,,5192983457,233,171,5192983449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039397,172,1,1,15,15,ajtb177oqwawkdwbqhldmq6mx,0,38.2,80.5,2024-09-02T17:15:47.866Z,2024-09-02T17:15:48Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5192983439,140,68.8,5192983447,1,,5192983445,213,6.04,5192983429,3,,5192983443,212,33.1,5192983441,141,69.0,5192983435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039411,148,1,1,15,18,b2vft81kyjurzbmekvgrqwr64,1,26.8,29.7,2024-09-02T17:15:50.749Z,2024-09-02T17:15:54Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5192983557,212,20.3,5192983555,141,42.1,5192983559,213,2.71,5192983551,56,Back,5192983553,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039419,149,1,1,15,22,b2vft81kyjurzbmekvgrqwr64,1,9.2,42.1,2024-09-02T17:15:54.038Z,2024-09-02T17:15:54Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5192983591,56,Back,5192983593,140,23.2,5192983599,213,5.91,5192983597,212,15.8,5192983595,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039421,150,1,1,15,22,b2vft81kyjurzbmekvgrqwr64,0,23.2,33.6,2024-09-02T17:15:54.781Z,2024-09-02T17:15:55Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5192983611,141,59.9,5192983613,212,42.2,5192983609,140,59.6,5192983607,56,Center,5192983615,213,0.44,5192983617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039427,173,44,1,15,26,ajtb177oqwawkdwbqhldmq6mx,1,43.7,44.6,2024-09-02T17:15:58.164Z,2024-09-02T19:18:11Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5192983727,233,151,5192983671,56,Back,5192983673,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039429,151,44,1,15,26,b2vft81kyjurzbmekvgrqwr64,0,56.3,55.4,2024-09-02T17:15:58.165Z,2024-09-02T19:18:11Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5192983749,233,173,5192983677,56,Center,5192983679,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039433,174,1,1,15,26,ajtb177oqwawkdwbqhldmq6mx,0,49.1,52.1,2024-09-02T17:15:58.722Z,2024-09-02T20:42:41Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5192983701,141,48.1,5192983695,3,,5192983697,56,Center,5192983699,140,52.2,5192983703,212,4.2,5192983705,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039439,175,61,1,15,28,ajtb177oqwawkdwbqhldmq6mx,0,52.2,48.1,2024-09-02T17:16:00.113Z,2024-09-02T20:42:00Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5192983765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039461,153,1,1,15,31,b2vft81kyjurzbmekvgrqwr64,1,44.3,38.2,2024-09-02T17:16:03.477Z,2024-09-02T18:58:27Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5192983895,56,Right,5192983897,140,69.0,5192983899,141,18.9,5192983903,213,5.81,5192983901,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039487,154,1,1,15,36,b2vft81kyjurzbmekvgrqwr64,1,68.6,18.5,2024-09-02T17:16:08.116Z,2024-09-02T18:58:25Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5192984019,140,58.7,5192984025,213,2.69,5192984017,56,Center,5192984023,212,11.5,5192984021,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039493,155,1,1,15,40,b2vft81kyjurzbmekvgrqwr64,1,58.2,25.9,2024-09-02T17:16:12.677Z,2024-09-02T18:58:28Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5192984059,212,30.9,5192984053,56,Back,5192984061,213,2.55,5192984055,140,33.7,5192984057,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039521,156,1,1,15,47,b2vft81kyjurzbmekvgrqwr64,1,36.3,56.4,2024-09-02T17:16:19.125Z,2024-09-02T17:16:20Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5192984219,213,1.08,5192984211,56,Back,5192984213,140,42.8,5192984217,212,14.6,5192984215,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039525,157,1,1,15,48,b2vft81kyjurzbmekvgrqwr64,0,42.8,75.3,2024-09-02T17:16:20.133Z,2024-09-02T18:58:42Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5192984247,1,,5192984245,213,5.49,5192984239,140,64.4,5192984679,4,,5192984237,56,Center,5192984235,155,,5192984241,141,41.6,5192984243,212,32.2,,,,,,,,,,,,,,,,,,,,,,,,
2717039547,176,1,1,15,50,ajtb177oqwawkdwbqhldmq6mx,1,25.0,83.6,2024-09-02T17:16:22.738Z,2024-09-02T17:16:24Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5192984395,56,Back,5192984397,140,34.6,5192984393,3,,5192984401,212,10.2,5192984403,213,6.12,5192984399,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039557,177,1,1,15,52,ajtb177oqwawkdwbqhldmq6mx,1,34.6,81.2,2024-09-02T17:16:24.682Z,2024-09-02T17:16:26Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5192984465,212,7.0,5192984467,213,4.33,5192984461,140,32.1,5192984459,56,Back,5192984463,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039579,179,1,1,15,54,ajtb177oqwawkdwbqhldmq6mx,1,32.1,72.1,2024-09-02T17:16:26.434Z,2024-09-02T17:16:31Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5192984587,56,Left,5192984593,212,34.6,5192984591,141,90.3,5192984589,140,62.9,5192984595,213,0.37,5192984597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039583,180,1,1,15,58,ajtb177oqwawkdwbqhldmq6mx,1,81.5,82.0,2024-09-02T17:16:30.914Z,2024-09-02T17:16:33Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5192984627,213,5.20,5192984625,212,12.2,5192984619,56,Center,5192984621,140,86.9,5192984623,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039587,181,1,1,15,59,ajtb177oqwawkdwbqhldmq6mx,0,86.9,66.1,2024-09-02T17:16:31.857Z,2024-09-02T19:41:46Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5192984647,213,5.43,5192984645,212,6.1,5192984639,56,Center,5192984643,141,59.4,5192984641,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717067995,848,61,1,16,0,b2vft81kyjurzbmekvgrqwr64,1,11.2,42.4,2024-09-02T17:16:32.007Z,2024-09-02T18:59:09Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5193148253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039595,158,12,1,16,4,b2vft81kyjurzbmekvgrqwr64,1,12.1,49.7,2024-09-02T17:16:36.301Z,2024-09-02T18:59:17Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5192984689,140,35.8,5192984691,141,57.9,5192984687,56,Back,5192984693,212,25.5,5192984695,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039597,159,1,1,16,5,b2vft81kyjurzbmekvgrqwr64,0,34.3,62.2,2024-09-02T17:16:37.516Z,2024-09-02T20:42:02Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5192984705,141,32.5,5192984707,212,33.6,5192984701,56,Back,5193148769,1,,5192984703,140,8.7,5192984709,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039599,182,8,1,16,5,ajtb177oqwawkdwbqhldmq6mx,1,69.0,87.1,2024-09-02T17:16:37.922Z,2024-09-02T17:16:38Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5192984711,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039615,160,3,1,16,8,b2vft81kyjurzbmekvgrqwr64,1,27.0,12.2,2024-09-02T17:16:40.770Z,2024-09-02T20:42:08Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5192984803,285,,5192984801,56,Back,5192984809,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039605,183,45,1,16,8,ajtb177oqwawkdwbqhldmq6mx,0,73.0,87.8,2024-09-02T17:16:40.770Z,2024-09-02T19:05:47Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5192984813,233,160,5192984741,56,Left,5192984743,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039627,162,4,1,16,12,b2vft81kyjurzbmekvgrqwr64,1,28.2,8.6,2024-09-02T17:16:44.929Z,2024-09-02T17:16:52Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5192984893,265,,5192984911,233,184,5192984887,13,,5192984891,152,,5192984895,285,,5192984889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039621,184,4,1,16,12,ajtb177oqwawkdwbqhldmq6mx,0,71.8,91.4,2024-09-02T17:16:44.930Z,2024-09-02T17:16:52Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5192984849,265,,5192984851,286,,5192984843,13,,5192984845,56,Left,5192984847,152,,5192984921,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039717,163,1,1,16,34,b2vft81kyjurzbmekvgrqwr64,1,33.5,7.3,2024-09-02T17:17:06.100Z,2024-09-02T17:17:08Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5192985367,213,2.00,5192985365,212,18.6,5192985359,56,Back,5192985363,141,32.2,5192985357,152,,5192985361,140,26.1,5192985355,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039747,164,1,1,16,35,b2vft81kyjurzbmekvgrqwr64,1,26.1,32.2,2024-09-02T17:17:07.972Z,2024-09-02T17:17:13Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5192985499,141,75.0,5192985495,56,Back,5192985497,140,26.1,5192985503,213,1.57,5192985501,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039777,165,1,1,16,41,b2vft81kyjurzbmekvgrqwr64,1,32.0,74.1,2024-09-02T17:17:13.100Z,2024-09-02T17:17:16Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5192985671,212,21.8,5192985673,213,4.64,5192985669,141,42.1,5192985665,56,Back,5192985667,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039795,166,1,1,16,44,b2vft81kyjurzbmekvgrqwr64,1,30.6,42.1,2024-09-02T17:17:16.492Z,2024-09-02T17:17:21Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5192985809,140,40.6,5192985811,141,86.2,5192985813,212,31.8,5192985815,213,1.23,5192985807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039803,167,1,1,16,49,b2vft81kyjurzbmekvgrqwr64,1,39.5,84.8,2024-09-02T17:17:21.020Z,2024-09-02T17:17:25Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5192985899,213,6.07,5192985895,141,76.6,5192985897,212,26.3,5192985891,56,Center,5192985893,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039807,168,4,1,16,51,b2vft81kyjurzbmekvgrqwr64,1,65.2,71.2,2024-09-02T17:17:23.353Z,2024-09-02T17:17:30Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5192985941,56,Center,5192985943,152,,5192985947,286,,5192985945,265,,5192985963,233,185,5192985939,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717039799,185,4,1,16,51,ajtb177oqwawkdwbqhldmq6mx,0,34.8,28.8,2024-09-02T17:17:23.354Z,2024-09-02T17:17:30Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5192985881,13,,5192985883,56,Back,5192985969,233,168,5192985889,285,,5192985887,265,,5192985885,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040009,169,1,1,17,27,b2vft81kyjurzbmekvgrqwr64,1,65.5,79.6,2024-09-02T17:17:59.468Z,2024-09-02T17:18:02Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5192987085,1,,5192987077,140,97.6,5192987075,56,Left,5192987071,5,,5192987073,152,,5192987081,212,34.3,5192987079,141,89.3,5192987083,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2717040023,170,1,1,17,30,b2vft81kyjurzbmekvgrqwr64,1,95.9,88.0,2024-09-02T17:18:02.404Z,2024-09-02T17:18:06Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5192987179,56,Left,5192987181,140,76.8,5192987183,141,81.7,5192987187,213,3.35,5192987185,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040035,171,1,1,17,34,b2vft81kyjurzbmekvgrqwr64,0,78.1,81.8,2024-09-02T17:18:06.052Z,2024-09-02T17:18:07Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5192987247,155,,5192987245,2,,5192987255,212,25.7,5192987257,213,5.20,5192987249,56,Center,5192987253,141,48.4,5192987251,140,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040049,186,12,1,17,37,ajtb177oqwawkdwbqhldmq6mx,1,9.0,38.8,2024-09-02T17:18:09.225Z,2024-09-02T20:42:51Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5192987321,15,,5192987307,56,Back,5192987315,213,5.76,5192987311,141,25.0,5192987313,212,18.8,5192987309,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040077,188,1,1,17,40,ajtb177oqwawkdwbqhldmq6mx,0,24.5,25.0,2024-09-02T17:18:12.449Z,2024-09-02T17:18:18Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5192987505,3,,5192987507,168,,5192987515,212,16.1,5192987517,213,5.73,5192987509,56,Back,5192987513,141,12.6,5192987511,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040063,187,43,1,17,40,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-02T17:18:12.793Z,2024-09-02T17:18:17Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5192987427,56,Back,5192987611,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040097,172,1,1,17,42,b2vft81kyjurzbmekvgrqwr64,1,66.7,92.0,2024-09-02T17:18:14.620Z,2024-09-02T18:56:38Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5192987601,1,,5192987595,141,42.8,5192987597,212,37.9,5192987599,213,4.22,5192987593,140,49.7,5192987591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040111,173,1,1,17,45,b2vft81kyjurzbmekvgrqwr64,1,49.7,42.8,2024-09-02T17:18:17.588Z,2024-09-02T18:56:39Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5192987699,213,4.96,5192987693,140,53.8,5192987691,56,Right,5192987697,212,17.6,5192987695,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040117,174,1,1,17,49,b2vft81kyjurzbmekvgrqwr64,0,55.7,22.5,2024-09-02T17:18:21.531Z,2024-09-02T18:56:45Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5192987733,213,2.87,5192987731,212,28.1,5192987721,56,Back,5192987723,140,29.9,5192987727,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040135,189,61,1,17,55,ajtb177oqwawkdwbqhldmq6mx,1,73.6,63.4,2024-09-02T17:18:27.019Z,2024-09-02T17:18:27Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5192987809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040151,191,1,1,17,57,ajtb177oqwawkdwbqhldmq6mx,1,84.6,71.7,2024-09-02T17:18:29.392Z,2024-09-02T17:18:33Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5192987935,213,3.29,5192987925,56,Center,5192987931,141,68.5,5192987933,212,15.2,5192987929,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040161,192,1,1,18,1,ajtb177oqwawkdwbqhldmq6mx,1,71.5,64.9,2024-09-02T17:18:33.120Z,2024-09-02T20:18:48Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,1.0,,5193192993,210,15,5192987983,213,0.94,5192987979,141,77.3,5192987981,212,10.5,5192987977,140,77.4,5192987975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040163,193,15,1,18,4,ajtb177oqwawkdwbqhldmq6mx,1,82.1,73.5,2024-09-02T17:18:36.088Z,2024-09-02T20:18:48Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5193193055,29,,5193048865,230,98.8,5193048853,78,,5193048827,82,,5193048823,20,,5192987993,18,,5193174053,139,,5193048861,146,87.9,5193048857,103,19,5193193061,55,5193048867,231,5193338339,215,,192,5192987995,56,53.1,Center,5192987991,22,5193048863,147,66.2,5193048855,102,50.9,
2717050579,441,61,1,18,5,ajtb177oqwawkdwbqhldmq6mx,1,84.2,55.1,2024-09-02T17:18:37.007Z,2024-09-02T18:01:15Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5193048769,56,Center,5193048793,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040187,175,61,1,18,6,b2vft81kyjurzbmekvgrqwr64,1,12.1,39.7,2024-09-02T17:18:38.108Z,2024-09-02T19:20:12Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5192988155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040303,176,45,1,18,6,b2vft81kyjurzbmekvgrqwr64,0,10.0,32.7,2024-09-02T17:18:38.129Z,2024-09-02T19:19:35Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5193159991,233,194,5192988917,285,,5192988915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040175,194,3,1,18,6,ajtb177oqwawkdwbqhldmq6mx,1,90.0,67.3,2024-09-02T17:18:38.129Z,2024-09-02T19:19:36Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5192988073,286,,5192988071,56,Center,5193159969,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040179,195,15,1,18,8,ajtb177oqwawkdwbqhldmq6mx,1,91.4,69.1,2024-09-02T17:18:40.693Z,2024-09-02T20:19:19Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5193339395,80,,5193049121,146,98.1,5193173821,233,847,5192988081,64,,5193049113,102,46.5,5193049115,103,11.4,5193049123,147,55.1,5193048991,20,,5193049119,458,,5192988083,56,5192988079,22,,,,Center,,,,,,,,,,,,,
2717067523,847,10,1,18,8,b2vft81kyjurzbmekvgrqwr64,1,1.8,46.1,2024-09-02T17:18:40.793Z,2024-09-02T19:22:05Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5193145351,56,Back,5193145349,182,,5193145347,178,,5193145345,173,,5193173825,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040251,196,61,1,18,8,ajtb177oqwawkdwbqhldmq6mx,1,93.7,46.9,2024-09-02T17:18:40.810Z,2024-09-02T17:19:35Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,1.0,5192988619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040291,197,16,1,18,9,ajtb177oqwawkdwbqhldmq6mx,1,92.4,50.9,2024-09-02T17:18:41.759Z,2024-09-02T20:20:35Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5192988833,22,,5192990269,231,50.9,5192990041,72,,5192990261,103,4.4,5192990257,76,,5192990049,375,18:09.272,5192993389,214,,5192991531,29,,5192988837,56,Center,5192990045,374,5192990263,328,5192990267,230,96.9,2024-09-02 18:18:41.279,5192990259,102,,52.6,5192991533,55,5192988835,17,,,,,196
2717040479,177,1,1,19,13,b2vft81kyjurzbmekvgrqwr64,1,50.7,50.6,2024-09-02T17:19:45.475Z,2024-09-02T19:17:36Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5193184497,279,G,5192989835,56,Back,5192989837,140,28.6,5192989839,141,54.0,5192989843,213,3.04,5192989841,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040489,178,1,1,19,14,b2vft81kyjurzbmekvgrqwr64,1,28.6,54.0,2024-09-02T17:19:46.883Z,2024-09-02T17:19:48Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5192989899,56,Back,5192989907,213,5.09,5192989905,212,20.4,5192989903,141,26.2,5192989901,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040505,179,1,1,19,16,b2vft81kyjurzbmekvgrqwr64,1,35.8,26.2,2024-09-02T17:19:48.202Z,2024-09-02T17:19:52Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5192990015,141,40.3,5192990017,212,10.1,5192990011,56,Back,5192990013,140,38.7,5192990019,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040515,180,1,1,19,20,b2vft81kyjurzbmekvgrqwr64,1,38.9,38.5,2024-09-02T17:19:52.131Z,2024-09-02T17:19:54Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5192990091,56,Back,5192990093,140,8.5,5192990099,213,3.17,5192990097,212,31.9,5192990095,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717040529,181,1,1,19,22,b2vft81kyjurzbmekvgrqwr64,0,7.2,35.5,2024-09-02T17:19:54.820Z,2024-09-02T17:19:57Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5192990203,141,33.0,5192990201,140,52.2,5192990197,157,,5192990209,1,,5192990199,56,Center,5192990207,213,6.25,5192990205,212,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
