id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2727828159,258,1,1,19,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.3,56.9,2024-09-29T11:21:16.023Z,2024-09-29T11:21:19Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5252075437,141,22.8,5252075439,212,23.7,5252075441,213,4.92,5252075435,140,42.9,5252075433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828187,259,1,1,19,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.2,19.7,2024-09-29T11:21:19.758Z,2024-09-29T11:21:23Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252075575,56,Right,5252075581,212,16.3,5252075579,141,5.0,5252075583,213,5.62,5252075577,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828197,260,1,1,19,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.6,5.5,2024-09-29T11:21:23.311Z,2024-09-29T11:21:26Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252075651,213,1.65,5252075647,141,21.2,5252075643,56,Center,5252075649,212,10.7,5252075645,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828207,261,1,1,19,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.9,20.9,2024-09-29T11:21:26.503Z,2024-09-29T11:21:28Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5252075717,213,4.87,5252075709,56,Right,5252075713,141,7.1,5252075715,212,9.5,5252075711,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828229,262,1,1,20,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.3,6.5,2024-09-29T11:21:28.422Z,2024-09-29T11:21:32Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252075821,140,72.1,5252075831,213,6.08,5252075823,141,4.7,5252075819,56,Right,5252075827,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828243,263,1,1,20,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.1,4.7,2024-09-29T11:21:32.414Z,2024-09-29T11:21:37Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5252075909,212,19.6,5252075907,141,8.9,5252075903,56,Right,5252075905,140,90.6,5252075901,168,,5252075911,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828255,264,61,1,20,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,90.6,8.9,2024-09-29T11:21:32.871Z,2024-09-29T12:02:35Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5252075945,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828375,146,5,1,20,6,f1h34qp5zbfl489q8vnkhiq9s,1,-1.2,91.0,2024-09-29T11:21:33.860Z,2024-09-29T12:01:22Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5252076661,233,265,5252076621,56,Back,5252076623,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828265,265,5,1,20,6,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.2,9.0,2024-09-29T11:21:33.860Z,2024-09-29T12:01:22Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5252075981,56,Right,5252075983,346,,5252076681,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828403,147,1,1,20,21,f1h34qp5zbfl489q8vnkhiq9s,1,5.1,62.0,2024-09-29T11:21:49.579Z,2024-09-29T11:21:52Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5252076769,213,4.74,5252076759,124,,5252076767,212,10.0,5252076765,141,47.3,5252076773,237,,5252076761,56,Back,5252076763,140,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828433,148,1,1,20,24,f1h34qp5zbfl489q8vnkhiq9s,0,8.1,48.5,2024-09-29T11:21:52.348Z,2024-09-29T11:21:57Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5252076903,140,53.5,5252076905,141,56.3,5252076901,56,Center,5252076911,1,,5252076899,157,,5252076909,213,0.11,5252076907,212,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828437,266,44,1,20,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.8,45.0,2024-09-29T11:21:56.554Z,2024-09-29T13:11:41Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252076919,56,Back,5252076951,233,149,5252076921,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828435,149,44,1,20,28,f1h34qp5zbfl489q8vnkhiq9s,0,54.2,55.0,2024-09-29T11:21:56.555Z,2024-09-29T13:11:41Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5252076917,286,,5252076959,233,266,5252076915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828451,267,1,1,20,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,44.8,47.3,2024-09-29T11:21:57.015Z,2024-09-29T11:21:59Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252076979,3,,5252076985,140,56.3,5252076981,56,Center,5252076989,141,71.1,5252076991,212,20.2,5252076993,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828469,150,50,1,20,32,f1h34qp5zbfl489q8vnkhiq9s,1,43.8,33.4,2024-09-29T11:22:00.402Z,2024-09-29T11:22:03Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252077077,56,Back,5252077225,233,268,5252077079,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828491,268,7,1,20,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.2,67.7,2024-09-29T11:22:00.403Z,2024-09-29T11:22:04Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5252077221,233,150,5252077185,285,,5252077181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828503,270,1,1,20,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.8,66.9,2024-09-29T11:22:02.711Z,2024-09-29T11:22:04Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5252077233,140,63.1,5252077231,56,Center,5252077235,141,53.1,5252077239,213,5.40,5252077237,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828511,271,1,1,20,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.1,53.1,2024-09-29T11:22:04.175Z,2024-09-29T11:22:05Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5252077271,212,4.4,5252077273,213,4.40,5252077265,56,Center,5252077269,141,46.9,5252077267,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828515,272,1,1,20,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.8,46.9,2024-09-29T11:22:04.854Z,2024-09-29T11:22:05Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5252077301,212,11.0,5252077297,140,63.0,5252077303,213,1.46,5252077299,141,62.9,5252077295,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828531,151,1,1,20,37,f1h34qp5zbfl489q8vnkhiq9s,1,23.2,35.7,2024-09-29T11:22:05.251Z,2024-09-29T11:22:06Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5252077365,140,28.4,5252077371,213,0.07,5252077363,56,Back,5252077367,141,36.3,5252077369,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828559,153,1,1,20,39,f1h34qp5zbfl489q8vnkhiq9s,1,28.4,36.3,2024-09-29T11:22:06.731Z,2024-09-29T11:22:10Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252077537,213,6.03,5252077529,56,Center,5252077535,212,28.2,5252077531,140,54.4,5252077533,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828563,154,61,1,20,42,f1h34qp5zbfl489q8vnkhiq9s,1,54.4,25.9,2024-09-29T11:22:10.609Z,2024-09-29T11:22:11Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5252077561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828629,155,1,1,20,50,f1h34qp5zbfl489q8vnkhiq9s,1,64.7,20.0,2024-09-29T11:22:18.474Z,2024-09-29T11:22:20Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5252077959,140,58.3,5252077963,212,6.9,5252077957,56,Right,5252077961,141,17.6,5252077965,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828639,156,1,1,20,52,f1h34qp5zbfl489q8vnkhiq9s,1,58.3,17.6,2024-09-29T11:22:20.002Z,2024-09-29T11:22:21Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252078009,212,8.2,5252078007,141,7.9,5252078003,56,Right,5252078005,140,62.9,5252078011,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828653,157,1,1,20,53,f1h34qp5zbfl489q8vnkhiq9s,1,62.9,7.9,2024-09-29T11:22:21.378Z,2024-09-29T11:22:23Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5252078113,212,4.4,5252078107,56,Right,5252078115,213,1.52,5252078111,141,14.3,5252078109,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828657,158,50,1,20,55,f1h34qp5zbfl489q8vnkhiq9s,1,69.6,18.2,2024-09-29T11:22:23.051Z,2024-09-29T11:22:32Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252078333,233,273,5252078135,286,,5252078133,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828689,273,7,1,20,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,30.4,81.8,2024-09-29T11:22:23.052Z,2024-09-29T11:22:31Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5252078291,56,Back,5252078327,233,158,5252078293,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828685,159,1,1,20,57,f1h34qp5zbfl489q8vnkhiq9s,0,71.1,20.0,2024-09-29T11:22:25.410Z,2024-09-29T11:22:27Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252078267,140,95.4,5252078269,141,50.4,5252078275,1,,5252078271,212,32.8,5252078273,213,0.68,5252078265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828735,275,1,1,21,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.0,44.6,2024-09-29T11:22:30.446Z,2024-09-29T11:22:33Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5252078537,123,,5252078547,213,5.07,5252078545,212,17.8,5252078541,140,12.9,5252078539,56,Back,5252078543,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828753,276,1,1,21,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,20.8,20.9,2024-09-29T11:22:33.431Z,2024-09-29T11:22:36Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252078653,212,14.6,5252078655,213,1.72,5252078651,141,42.1,5252078647,56,Back,5252078649,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828787,277,1,1,21,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,18.7,42.1,2024-09-29T11:22:36.110Z,2024-09-29T11:22:41Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252078819,213,0.47,5252078815,141,51.2,5252078811,56,Back,5252078813,140,30.3,5252078817,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828813,278,1,1,21,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.6,52.7,2024-09-29T11:22:40.839Z,2024-09-29T11:22:44Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5252078987,213,0.08,5252078989,1,,5252078977,155,,5252078979,56,Center,5252078985,212,33.8,5252078981,140,75.7,5252078983,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828831,279,1,1,21,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.7,56.7,2024-09-29T11:22:44.694Z,2024-09-29T11:23:00Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,1.0,,5252079107,212,7.4,5252079097,56,Center,5252079109,213,1.28,5252079103,141,67.2,5252079101,140,77.7,5252079601,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828839,280,15,1,21,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,77.6,64.9,2024-09-29T11:22:46.487Z,2024-09-29T11:23:00Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5252079617,146,98.4,5252079129,22,,5252079607,55,279,5252079603,78,,5252079613,103,19.6,5252079611,102,49.4,5252079365,20,,5252079619,147,50.7,5252079133,56,5252079605,29,,5252079131,18,5252079625,233,160,5252079615,215,,,,Center,,,,,,,,,,,
2727828843,160,10,1,21,18,f1h34qp5zbfl489q8vnkhiq9s,1,3.6,48.2,2024-09-29T11:22:46.587Z,2024-09-29T11:22:59Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5252079573,179,,5252079163,182,,5252079165,56,Back,5252079597,233,280,5252079159,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828869,161,12,1,21,21,f1h34qp5zbfl489q8vnkhiq9s,1,4.4,55.7,2024-09-29T11:22:49.243Z,2024-09-29T12:02:27Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5252079301,56,Back,5252079305,141,63.4,5252079303,140,0.0,5252079333,167,,5252079307,212,8.0,5252079309,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828873,162,6,1,21,21,f1h34qp5zbfl489q8vnkhiq9s,0,0.0,66.8,2024-09-29T11:22:49.599Z,2024-09-29T12:01:09Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5252079375,73,,5252079373,56,Back,5252079395,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727828851,281,6,1,21,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,100.0,33.2,2024-09-29T11:22:49.599Z,2024-09-29T12:01:08Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5252079391,233,162,5252079259,75,,5252079257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829145,282,1,1,22,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,99.5,0.5,2024-09-29T11:23:33.199Z,2024-09-29T11:23:39Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5252080833,141,50.6,5252080823,6,,5252080835,212,34.7,5252080831,140,93.2,5252080821,2,,5252080825,155,,5252080829,56,Center,5252080839,1,,5252080837,213,5252080827,223,,,,,,,,,,,,1.76,,,,,,,,,,,
2727829143,163,44,1,22,9,f1h34qp5zbfl489q8vnkhiq9s,1,6.4,45.5,2024-09-29T11:23:36.977Z,2024-09-29T13:11:41Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5252080815,56,Back,5252080817,285,,5252080897,233,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829151,283,44,1,22,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,93.6,54.5,2024-09-29T11:23:36.978Z,2024-09-29T13:11:42Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5252080861,286,,5252080857,56,Center,5252080901,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829161,164,12,1,22,9,f1h34qp5zbfl489q8vnkhiq9s,1,5.8,38.9,2024-09-29T11:23:37.201Z,2024-09-29T11:25:27Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5252080933,141,45.5,5252080929,56,Back,5252080935,212,9.3,5252080931,140,13.6,5252080937,213,0.50,5252081077,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829167,165,12,1,22,12,f1h34qp5zbfl489q8vnkhiq9s,1,13.6,45.5,2024-09-29T11:23:39.754Z,2024-09-29T11:23:41Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252080967,212,15.6,5252080963,140,28.3,5252080997,15,,5252080961,56,Back,5252080965,141,49.3,5252080969,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829203,284,1,1,22,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.0,50.7,2024-09-29T11:23:41.191Z,2024-09-29T11:23:45Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252081125,140,77.1,5252081129,212,13.4,5252081131,213,1.16,5252081123,56,Center,5252081127,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829205,285,1,1,22,17,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.4,76.7,2024-09-29T11:23:45.591Z,2024-09-29T11:24:10Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5252081153,212,25.7,5252081151,141,47.9,5252081155,213,5.42,5252081145,155,,5252081143,2,,5252081147,56,Center,5252081149,140,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829229,166,12,1,22,19,f1h34qp5zbfl489q8vnkhiq9s,1,14.5,42.7,2024-09-29T11:23:47.489Z,2024-09-29T11:25:30Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5252081265,140,12.4,5252081271,213,1.71,5252081263,56,Back,5252081267,141,65.4,5252085087,15,,5252081269,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829257,168,1,1,22,22,f1h34qp5zbfl489q8vnkhiq9s,1,19.1,69.6,2024-09-29T11:23:49.929Z,2024-09-29T11:23:53Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5252081397,213,5.77,5252081389,56,Back,5252081391,140,27.8,5252081395,212,10.5,5252081393,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829279,169,1,1,22,25,f1h34qp5zbfl489q8vnkhiq9s,1,29.5,55.1,2024-09-29T11:23:53.561Z,2024-09-29T11:23:56Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5252081497,56,Back,5252081503,212,20.4,5252081499,140,31.7,5252081505,213,4.83,5252081501,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829301,170,1,1,22,28,f1h34qp5zbfl489q8vnkhiq9s,1,32.0,25.3,2024-09-29T11:23:56.233Z,2024-09-29T11:24:00Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5252081617,212,14.1,5252081613,140,44.6,5252081615,141,32.5,5252081611,56,Back,5252081619,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829317,171,1,1,22,32,f1h34qp5zbfl489q8vnkhiq9s,1,55.6,25.6,2024-09-29T11:23:59.929Z,2024-09-29T11:24:02Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5252081715,141,5.6,5252081711,56,Right,5252081719,213,5.21,5252081713,140,62.7,5252081717,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829343,172,1,1,22,34,f1h34qp5zbfl489q8vnkhiq9s,0,65.6,11.0,2024-09-29T11:24:02.282Z,2024-09-29T11:24:06Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5252081873,140,96.6,5252081871,56,Center,5252081875,141,31.0,5252081881,1,,5252081879,213,0.40,5252081877,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829371,287,1,1,22,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.8,70.8,2024-09-29T11:24:11.982Z,2024-09-29T11:24:13Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5252082009,56,Back,5252082017,213,0.54,5252082011,140,14.7,5252082015,212,17.0,5252082013,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829389,288,1,1,22,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.7,83.6,2024-09-29T11:24:13.719Z,2024-09-29T11:24:16Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5252082107,141,72.9,5252082109,212,12.7,5252082111,213,5.67,5252082103,56,Back,5252082105,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829401,289,1,1,22,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.2,68.7,2024-09-29T11:24:16.551Z,2024-09-29T11:24:18Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5252082173,56,Back,5252082175,140,17.4,5252082181,213,4.32,5252082179,212,15.8,5252082177,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829423,290,1,1,22,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.4,47.3,2024-09-29T11:24:18.590Z,2024-09-29T11:24:24Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252082343,140,24.0,5252082349,213,1.03,5252082345,141,64.3,5252082341,56,Back,5252082347,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829451,291,1,1,22,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.0,53.1,2024-09-29T11:24:24.743Z,2024-09-29T11:24:27Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5252082509,56,Back,5252082517,213,1.35,5252082511,140,35.3,5252082515,212,20.8,5252082513,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829477,292,1,1,22,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.3,83.8,2024-09-29T11:24:27.590Z,2024-09-29T11:24:30Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5252082643,212,13.9,5252082639,140,30.0,5252082641,141,65.1,5252082645,213,4.30,5252082637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829515,293,1,1,23,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.6,62.4,2024-09-29T11:24:30.599Z,2024-09-29T11:24:35Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252082853,141,9.8,5252082859,1,,5252082855,212,38.7,5252082851,140,43.6,5252082849,56,Back,5252082857,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829521,294,1,1,23,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.1,16.4,2024-09-29T11:24:34.927Z,2024-09-29T11:24:36Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252082879,213,0.91,5252082877,212,19.9,5252082871,56,Center,5252082875,141,39.5,5252082873,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829541,295,1,1,23,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.8,39.5,2024-09-29T11:24:36.630Z,2024-09-29T11:24:39Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5252082963,56,Back,5252082975,212,24.7,5252082971,141,36.4,5252082967,140,40.4,5252082977,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829557,296,1,1,23,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.4,36.4,2024-09-29T11:24:39.438Z,2024-09-29T11:24:43Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252083065,141,46.7,5252083061,56,Center,5252083063,140,50.4,5252083069,213,0.59,5252083067,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829581,297,1,1,23,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.2,43.6,2024-09-29T11:24:42.870Z,2024-09-29T11:24:46Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5252083231,213,5.12,5252083229,212,27.7,5252083225,140,68.6,5252083223,56,Right,5252083227,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829591,298,1,1,23,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.7,6.1,2024-09-29T11:24:46.174Z,2024-09-29T11:24:47Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5252083267,56,Right,5252083269,140,63.1,5252083273,212,6.7,5252083275,213,2.65,5252083271,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829609,299,1,1,23,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.1,10.7,2024-09-29T11:24:47.326Z,2024-09-29T11:24:48Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252083307,212,11.1,5252083303,140,65.6,5252083301,56,Center,5252083305,141,26.5,5252083309,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829651,300,1,1,23,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.6,26.5,2024-09-29T11:24:48.326Z,2024-09-29T11:24:53Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5252083495,141,11.9,5252083491,56,Right,5252083499,213,3.98,5252083493,140,57.1,5252083497,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829661,301,1,1,23,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.8,13.1,2024-09-29T11:24:53.598Z,2024-09-29T11:24:55Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252083547,140,65.1,5252083549,141,26.2,5252083551,212,15.7,5252083553,213,0.60,5252083545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727829671,302,1,1,23,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.1,26.2,2024-09-29T11:24:55.262Z,2024-09-29T11:24:57Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5252083607,212,11.6,5252083609,213,1.59,5252083601,56,Center,5252083605,141,43.3,5252083603,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
