id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value
2730059919,234,1,1,27,58,7gkglopz9cjsysn2u6sbhuvc5,0,65.7,65.5,2024-10-04T17:27:02.500Z,2024-10-04T17:27:04Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5264367513,212,35.5,5264367517,1,,5264367507,56,Center,5264367509,140,95.7,5264367511,141,41.5,5264367515,213,5.81,5264367505,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730059929,306,11,1,28,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,6.7,55.7,2024-10-04T17:27:06.698Z,2024-10-04T17:27:06Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5264367567,56,Back,5264367569,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730059951,307,1,1,28,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.0,53.1,2024-10-04T17:27:08.691Z,2024-10-04T17:27:12Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5264367867,1,,5264367797,141,43.7,5264367793,56,Back,5264367805,287,,5264367801,213,6.14,5264367791,123,,5264367795,140,48.9,5264367799,212,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730059999,308,1,1,28,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.9,47.5,2024-10-04T17:27:12.338Z,2024-10-04T17:27:19Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5264368073,140,64.8,5264368077,212,19.9,5264368079,213,0.82,5264368075,141,69.0,5264368071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060009,309,50,1,28,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,79.2,77.8,2024-10-04T17:27:18.643Z,2024-10-04T17:57:45Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5264368131,56,Center,5264368133,286,,5264368185,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060003,235,7,1,28,15,7gkglopz9cjsysn2u6sbhuvc5,1,20.8,22.2,2024-10-04T17:27:18.644Z,2024-10-04T17:57:44Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264368107,56,Back,5264368105,167,,5264368175,233,309,5264368109,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060013,236,6,1,28,15,7gkglopz9cjsysn2u6sbhuvc5,0,20.8,22.4,2024-10-04T17:27:19.548Z,2024-10-04T17:27:22Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264368149,73,,5264368147,56,Back,5264368195,233,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060015,310,6,1,28,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,79.2,77.6,2024-10-04T17:27:19.548Z,2024-10-04T17:58:01Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5264368155,56,Center,5264368157,73,,5264368179,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060227,311,1,1,28,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,99.5,99.5,2024-10-04T17:27:49.874Z,2024-10-04T17:27:50Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264369333,141,56.9,5264369321,2,,5264369325,155,,5264369337,213,4.35,5264369329,56,Center,5264369327,224,,5264369335,212,31.0,5264369331,140,89.1,5264369323,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060233,237,12,1,28,48,7gkglopz9cjsysn2u6sbhuvc5,1,7.0,41.2,2024-10-04T17:27:51.875Z,2024-10-04T17:27:53Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264369383,140,24.9,5264369401,15,,5264369387,212,22.7,5264369389,213,5.69,5264369385,141,22.4,5264369381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060251,312,1,1,28,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,71.0,76.9,2024-10-04T17:27:53.628Z,2024-10-04T17:27:55Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5264369507,212,19.5,5264369503,140,85.3,5264369499,157,,5264369511,1,,5264369505,141,58.7,5264369501,56,Center,5264369509,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060255,238,44,1,28,52,7gkglopz9cjsysn2u6sbhuvc5,1,12.8,42.2,2024-10-04T17:27:56.283Z,2024-10-04T17:53:52Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264369533,233,313,5264369521,285,,5264369519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060257,313,44,1,28,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,87.2,57.8,2024-10-04T17:27:56.284Z,2024-10-04T17:53:53Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264369525,286,,5264369551,233,238,5264369523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060267,239,12,1,28,53,7gkglopz9cjsysn2u6sbhuvc5,1,10.1,43.9,2024-10-04T17:27:56.868Z,2024-10-04T17:27:58Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264369575,56,Back,5264369597,15,,5264369585,212,15.1,5264369579,140,24.1,5264369583,141,49.0,5264369587,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060287,314,1,1,28,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.6,49.9,2024-10-04T17:27:59.441Z,2024-10-04T17:28:10Z,uiyol728wan4mxco2foplknp,A. Justinussen,,1.0,5264369703,140,73.7,5264369707,212,8.7,5264369709,213,4.48,5264369991,210,13,5264369701,56,Center,5264369705,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060291,315,13,1,28,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.7,37.4,2024-10-04T17:28:01.961Z,2024-10-04T17:28:10Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264370013,29,,5264370025,230,98.5,5264370021,103,80.6,5264370019,102,48.9,5264369729,56,Center,5264370023,215,,5264370009,25,,5264369727,18,,5264370015,55,314,5264370011,74,5264370027,231,5264369771,20,,,,,,,,,47.7,,,,,,,,,,,,,,
2730060319,240,5,1,28,58,7gkglopz9cjsysn2u6sbhuvc5,1,-1.6,53.0,2024-10-04T17:28:02.035Z,2024-10-04T17:54:20Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264369899,56,Back,5264369925,233,316,5264369901,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060293,316,5,1,28,58,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.6,47.0,2024-10-04T17:28:02.035Z,2024-10-04T17:54:20Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264369929,233,240,5264369739,56,Center,5264369741,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060451,241,1,1,29,20,7gkglopz9cjsysn2u6sbhuvc5,0,5.1,41.0,2024-10-04T17:28:24.067Z,2024-10-04T17:28:34Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264370801,213,6.23,5264370793,56,Center,5264370797,141,37.0,5264370799,212,56.3,5264370807,74,,5264370803,1,,5264370795,140,58.7,5264370791,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060419,318,44,1,29,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.2,63.6,2024-10-04T17:28:28.034Z,2024-10-04T17:53:53Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264371819,233,242,5264370577,285,,5264370575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060455,242,44,1,29,24,7gkglopz9cjsysn2u6sbhuvc5,0,58.8,36.4,2024-10-04T17:28:28.035Z,2024-10-04T17:57:00Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5264370811,56,Center,5264371837,233,318,5264370813,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060423,319,1,1,29,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.4,64.6,2024-10-04T17:28:28.322Z,2024-10-04T17:28:29Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264370609,140,49.4,5264370615,213,5.58,5264370611,141,54.2,5264370605,3,,5264370613,212,11.0,5264370607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060429,320,1,1,29,25,aqtkb4mgrz8c6iqfufj6qjbv9,0,49.6,54.0,2024-10-04T17:28:29.185Z,2024-10-04T17:28:30Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5264370653,141,76.7,5264370649,56,Center,5264370651,140,74.9,5264370657,213,0.53,5264370655,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060479,243,1,1,29,31,7gkglopz9cjsysn2u6sbhuvc5,1,21.3,19.4,2024-10-04T17:28:35.131Z,2024-10-04T17:28:38Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264370971,212,21.4,5264370967,140,7.2,5264370973,213,2.33,5264370969,141,42.2,5264370965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060505,244,1,1,29,38,7gkglopz9cjsysn2u6sbhuvc5,1,15.7,40.6,2024-10-04T17:28:42.123Z,2024-10-04T17:28:45Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5264371171,213,5.58,5264371167,141,16.2,5264371163,56,Back,5264371165,140,34.4,5264371169,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060507,245,1,1,29,41,7gkglopz9cjsysn2u6sbhuvc5,1,34.4,16.2,2024-10-04T17:28:45.371Z,2024-10-04T17:28:47Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5264371193,156,,5264371181,140,20.1,5264371179,56,Back,5264371185,212,15.8,5264371183,141,8.8,5264371187,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060517,246,1,1,29,43,7gkglopz9cjsysn2u6sbhuvc5,1,19.7,8.8,2024-10-04T17:28:47.043Z,2024-10-04T17:28:48Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5264371257,213,5.98,5264371251,140,33.5,5264371255,212,15.2,5264371249,56,Back,5264371253,141,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060523,247,1,1,29,44,7gkglopz9cjsysn2u6sbhuvc5,1,33.8,2.0,2024-10-04T17:28:47.963Z,2024-10-04T17:28:49Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264371283,212,9.2,5264371277,56,Back,5264371281,141,4.4,5264371279,140,42.4,5264371285,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060533,248,61,1,29,45,7gkglopz9cjsysn2u6sbhuvc5,0,42.4,4.1,2024-10-04T17:28:49.275Z,2024-10-04T17:28:49Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5264371333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060551,249,5,1,29,47,7gkglopz9cjsysn2u6sbhuvc5,0,38.7,-1.7000000000000002,2024-10-04T17:28:50.732Z,2024-10-04T17:54:21Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5264371385,56,Back,5264371387,347,,5264372047,233,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060653,321,5,1,29,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.3,101.7,2024-10-04T17:28:50.732Z,2024-10-04T17:54:21Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5264372039,233,249,5264372001,347,,5264371999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060697,322,1,1,30,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.1,100.0,2024-10-04T17:29:03.897Z,2024-10-04T17:29:10Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5264372219,107,,5264372223,140,78.1,5264372227,212,18.7,5264372229,213,5.98,5264372225,141,93.5,5264372221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060691,250,83,1,30,6,7gkglopz9cjsysn2u6sbhuvc5,0,33.5,8.0,2024-10-04T17:29:09.891Z,2024-10-04T17:29:13Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264372395,399,bop31qof3lon7u6rvmb68ktzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060701,323,4,1,30,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.1,92.4,2024-10-04T17:29:10.761Z,2024-10-04T19:01:57Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5264372553,233,251,5264372377,286,,5264372369,13,,5264839585,295,,5264372373,152,,5264372371,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060715,251,4,1,30,7,7gkglopz9cjsysn2u6sbhuvc5,0,31.9,7.6,2024-10-04T17:29:10.762Z,2024-10-04T20:01:26Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264372577,233,323,5264372489,56,Back,5264372497,285,,5264372485,295,,5264372493,152,,5264372481,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060777,324,1,1,30,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.9,97.2,2024-10-04T17:29:21.145Z,2024-10-04T17:30:28Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5264372843,56,Center,5264372851,213,3.95,5264372839,5,,5264372847,141,73.5,5264375549,189,,5264372849,212,22.3,5264372841,152,,5264372845,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060781,325,1,1,30,18,aqtkb4mgrz8c6iqfufj6qjbv9,0,60.2,73.5,2024-10-04T17:29:22.530Z,2024-10-04T17:49:31Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264372867,212,11.1,5264373321,189,,5264372859,155,,5264372863,140,70.7,5264372861,56,Center,5264372865,141,74.7,5264372869,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060785,252,1,1,30,19,7gkglopz9cjsysn2u6sbhuvc5,0,18.8,6.1,2024-10-04T17:29:23.355Z,2024-10-04T17:29:35Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264372913,141,5.9,5264372907,3,,5264372921,213,6.27,5264372909,56,Back,5264372915,212,11.3,5264372911,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060793,326,1,1,30,21,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.8,76.1,2024-10-04T17:29:24.929Z,2024-10-04T17:29:25Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264372995,212,6.7,5264372991,140,67.6,5264372987,3,,5264372989,56,Left,5264372997,213,0.43,5264372993,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060807,253,1,1,30,22,7gkglopz9cjsysn2u6sbhuvc5,0,22.4,6.2,2024-10-04T17:29:25.843Z,2024-10-04T17:29:26Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5264373107,1,,5264373095,157,,5264373103,212,20.4,5264373099,140,41.2,5264373101,141,13.7,5264373105,213,0.25,5264373097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060821,327,50,1,30,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.4,79.0,2024-10-04T17:29:29.393Z,2024-10-04T17:29:34Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5264373259,233,254,5264373215,286,,5264373211,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060823,254,7,1,30,25,7gkglopz9cjsysn2u6sbhuvc5,0,35.6,21.0,2024-10-04T17:29:29.394Z,2024-10-04T17:29:34Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264373219,285,,5264373221,233,327,5264373217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060837,328,1,1,30,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.5,92.0,2024-10-04T17:29:30.226Z,2024-10-04T17:29:33Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5264373305,140,46.6,5264373307,141,78.5,5264373311,213,3.70,5264373309,212,17.2,5264373303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060871,329,1,1,30,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.3,63.6,2024-10-04T17:29:31.888Z,2024-10-04T20:02:26Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264373483,213,4.77,5264373477,140,36.3,5264373475,56,Back,5264373481,212,18.6,5264373479,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060877,330,1,1,30,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.3,36.3,2024-10-04T17:29:33.386Z,2024-10-04T20:02:55Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5264373533,212,17.4,5264373523,140,44.1,5264373529,141,13.8,5264373519,56,Back,5264373537,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060885,332,1,1,30,30,aqtkb4mgrz8c6iqfufj6qjbv9,0,48.7,21.6,2024-10-04T17:29:33.725Z,2024-10-04T20:03:14Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5264373565,140,57.9,5264373567,141,22.8,5264373571,213,0.08,5264373569,212,9.7,5264373563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060883,255,61,1,30,31,7gkglopz9cjsysn2u6sbhuvc5,1,52.0,89.7,2024-10-04T17:29:34.678Z,2024-10-04T20:03:00Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5264373559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060881,331,1,1,30,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.0,13.9,2024-10-04T17:29:41.545Z,2024-10-04T20:03:09Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5264373553,213,0.64,5264373545,56,Back,5264373661,286,,5264373549,141,17.6,5264373547,140,46.2,5264373655,236,,5264373551,212,4.2,5265189209,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060905,256,74,1,30,37,7gkglopz9cjsysn2u6sbhuvc5,1,6.3,73.2,2024-10-04T17:29:41.546Z,2024-10-04T20:03:09Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264373649,285,,5265189217,233,331,5264373647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060909,257,5,1,30,38,7gkglopz9cjsysn2u6sbhuvc5,0,49.0,101.4,2024-10-04T17:29:42.001Z,2024-10-04T17:54:22Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264373691,56,Back,5264373799,233,333,5264373693,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060919,333,5,1,30,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.0,-1.4,2024-10-04T17:29:42.001Z,2024-10-04T17:54:21Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5264373789,233,257,5264373751,56,Right,5264373755,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060967,334,1,1,30,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.6,0.0,2024-10-04T17:29:50.720Z,2024-10-04T17:29:53Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5264374153,212,16.3,5264374145,107,,5264374149,140,73.2,5264374147,56,Right,5264374155,213,0.98,5264374151,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060973,335,50,1,30,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.0,16.0,2024-10-04T17:29:53.042Z,2024-10-04T17:57:45Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5264374181,286,,5264374179,56,Right,5264374257,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060983,258,7,1,30,49,7gkglopz9cjsysn2u6sbhuvc5,1,29.0,84.0,2024-10-04T17:29:53.043Z,2024-10-04T17:57:45Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264374233,56,Back,5264374253,233,335,5264374235,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060995,260,1,1,30,51,7gkglopz9cjsysn2u6sbhuvc5,1,33.2,84.1,2024-10-04T17:29:54.722Z,2024-10-04T17:29:56Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5264374309,213,3.65,5264374303,140,19.7,5264374305,141,72.4,5264374301,56,Back,5264374307,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730060999,261,1,1,30,52,7gkglopz9cjsysn2u6sbhuvc5,1,21.2,73.3,2024-10-04T17:29:56.362Z,2024-10-04T17:29:57Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5264374333,141,97.2,5264374331,140,21.1,5264374337,213,1.58,5264374335,212,16.3,5264374329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061021,262,1,1,30,54,7gkglopz9cjsysn2u6sbhuvc5,1,21.8,96.8,2024-10-04T17:29:57.626Z,2024-10-04T17:29:59Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5264374453,140,44.2,5264374459,213,5.93,5264374457,212,25.1,5264374451,56,Back,5264374455,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061067,263,1,1,30,56,7gkglopz9cjsysn2u6sbhuvc5,1,44.6,84.1,2024-10-04T17:29:59.826Z,2024-10-04T17:30:21Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,1.0,5264374735,213,0.57,5264374729,212,16.3,5264375291,210,15,5264374725,141,97.1,5264374721,140,57.6,5264374717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061079,264,15,1,31,3,7gkglopz9cjsysn2u6sbhuvc5,1,92.7,66.4,2024-10-04T17:30:07.418Z,2024-10-04T20:11:36Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5264375041,82,,5264375331,231,54.5,5264375319,102,50.4,5264375321,103,19,5264375325,146,93.1,5264374763,56,Center,5264375313,55,263,5264374761,64,,5264375327,147,65.6,5264375311,29,5264375323,215,5264375037,72,,5265212969,78,,5264375333,233,5265212967,22,,,336,5264375329,230,98.9,,,,,,,,,
2730061075,336,10,1,31,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,6.6,35.6,2024-10-04T17:30:07.518Z,2024-10-04T17:30:22Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264375353,233,264,5264374755,56,Back,5264374753,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061087,265,6,1,31,5,7gkglopz9cjsysn2u6sbhuvc5,1,92.6,65.8,2024-10-04T17:30:08.688Z,2024-10-04T17:58:01Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5264374853,73,,5264374887,233,337,5264374851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061081,337,6,1,31,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,7.4,34.2,2024-10-04T17:30:08.688Z,2024-10-04T17:30:13Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264374901,233,265,5264374781,73,,5264374779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061321,266,1,1,31,33,7gkglopz9cjsysn2u6sbhuvc5,1,99.5,99.5,2024-10-04T17:30:36.891Z,2024-10-04T17:55:20Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,1.0,5264376611,154,,5264376231,2,,5264376235,155,,5264376609,210,13,5264376241,140,94.4,5264376245,212,33.6,5264376247,213,4.55,5264376243,141,50.7,5264376239,56,Center,5264376237,223,5264376249,1,5264376233,6,,,,,,,,,,,,,,,,,,,,,,,
2730061331,267,44,1,31,36,7gkglopz9cjsysn2u6sbhuvc5,1,91.4,55.8,2024-10-04T17:30:40.423Z,2024-10-04T17:55:41Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5264376291,286,,5264376357,233,338,5264376289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730061301,338,44,1,31,36,aqtkb4mgrz8c6iqfufj6qjbv9,0,8.6,44.2,2024-10-04T17:30:40.424Z,2024-10-04T17:57:40Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5264376371,233,267,5264376117,285,,5264376115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
