id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2779128957,216,1,1,20,47,f1h34qp5zbfl489q8vnkhiq9s,1,39.7,71.2,2025-02-22T12:22:47.399Z,2025-02-22T12:22:50Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531379787,212,11.7,5531379789,213,4.29,5531379781,56,Back,5531379785,141,55.5,5531379783,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129005,217,1,1,20,50,f1h34qp5zbfl489q8vnkhiq9s,1,32.4,63.4,2025-02-22T12:22:50.334Z,2025-02-22T12:22:53Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531380051,213,3.88,5531380043,141,47.2,5531380039,56,Back,5531380041,140,20.8,5531380047,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129051,218,1,1,20,53,f1h34qp5zbfl489q8vnkhiq9s,1,21.8,44.6,2025-02-22T12:22:53.774Z,2025-02-22T12:22:57Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5531380269,140,27.0,5531380271,141,27.0,5531380275,213,5.14,5531380267,56,Back,5531380273,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129141,219,1,1,20,57,f1h34qp5zbfl489q8vnkhiq9s,0,32.1,21.5,2025-02-22T12:22:57.783Z,2025-02-22T12:24:54Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531380717,56,Right,5531380715,155,,5531380723,212,50.1,5531380727,1,,5531380719,140,79.8,5531380721,141,18.8,5531380725,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129111,237,12,1,21,1,b8oqgvx1ijeyn6y1cn6929ix4,1,18.8,81.5,2025-02-22T12:23:01.378Z,2025-02-22T12:23:03Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5531380569,212,14.6,5531380563,140,23.6,5531380571,213,1.22,5531380565,141,100.0,5531380561,56,Back,5531380611,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129179,220,5,1,21,2,f1h34qp5zbfl489q8vnkhiq9s,1,77.8,-1.6,2025-02-22T12:23:02.597Z,2025-02-22T14:16:40Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531380951,233,238,5531380919,347,,5531380917,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129117,238,5,1,21,2,b8oqgvx1ijeyn6y1cn6929ix4,0,22.2,101.6,2025-02-22T12:23:02.597Z,2025-02-22T14:16:40Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5531380585,56,Back,5531380971,233,220,5531380587,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129385,221,1,1,21,25,f1h34qp5zbfl489q8vnkhiq9s,1,79.9,0.0,2025-02-22T12:23:25.622Z,2025-02-22T12:23:27Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531381945,107,,5531381953,212,14.5,5531381947,56,Right,5531381951,141,16.8,5531381955,213,2.08,5531381949,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129395,222,1,1,21,26,f1h34qp5zbfl489q8vnkhiq9s,1,73.2,16.8,2025-02-22T12:23:26.934Z,2025-02-22T12:25:12Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5531381989,140,74.5,5531381987,56,Right,5531381995,213,5.30,5531381991,141,13.8,5531381993,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129447,223,1,1,21,27,f1h34qp5zbfl489q8vnkhiq9s,0,74.1,14.1,2025-02-22T12:23:27.862Z,2025-02-22T12:23:31Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531382251,212,29.1,5531382245,56,Right,5531382253,213,0.15,5531382247,140,100.0,5531382249,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129475,224,5,1,21,31,f1h34qp5zbfl489q8vnkhiq9s,0,101.2,22.6,2025-02-22T12:23:31.108Z,2025-02-22T14:16:41Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531383271,233,239,5531382397,346,,5531382395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129631,239,5,1,21,31,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.2,77.4,2025-02-22T12:23:31.108Z,2025-02-22T14:16:41Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531383235,346,,5531383249,233,224,5531383233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129653,240,1,1,21,53,b8oqgvx1ijeyn6y1cn6929ix4,1,3.3,59.3,2025-02-22T12:23:53.066Z,2025-02-22T12:23:55Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531383329,212,7.2,5531383323,56,Back,5531383331,213,4.64,5531383335,237,,5531383327,141,48.8,5531383325,140,2.8,5531383321,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129687,241,1,1,21,55,b8oqgvx1ijeyn6y1cn6929ix4,1,4.9,49.6,2025-02-22T12:23:55.074Z,2025-02-22T12:23:58Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531383479,141,26.7,5531383483,213,5.08,5531383477,140,10.6,5531383481,212,16.7,5531383475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129735,242,1,1,21,58,b8oqgvx1ijeyn6y1cn6929ix4,1,13.2,26.8,2025-02-22T12:23:58.274Z,2025-02-22T12:24:03Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531383693,141,5.3,5531383695,212,17.2,5531383691,140,21.9,5531383689,56,Back,5531383699,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129763,243,1,1,22,2,b8oqgvx1ijeyn6y1cn6929ix4,1,27.8,6.4,2025-02-22T12:24:02.457Z,2025-02-22T12:24:10Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5531383823,56,Back,5531383825,140,38.6,5531383831,213,0.08,5531383829,212,11.4,5531383827,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129767,244,4,1,22,3,b8oqgvx1ijeyn6y1cn6929ix4,1,36.2,10.6,2025-02-22T12:24:03.454Z,2025-02-22T12:24:10Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531383967,233,225,5531383927,152,,5531383929,286,,5531383923,294,,5531383925,56,Back,5531383921,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129741,225,4,1,22,3,f1h34qp5zbfl489q8vnkhiq9s,0,63.8,89.4,2025-02-22T12:24:03.455Z,2025-02-22T12:56:23Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531383767,13,,5531384015,233,244,5531383769,56,Left,5531518075,294,,5531383771,152,,5531383775,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129855,246,1,1,22,17,b8oqgvx1ijeyn6y1cn6929ix4,1,36.7,9.8,2025-02-22T12:24:17.825Z,2025-02-22T12:56:20Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531384305,5,,5531384313,141,40.3,5531384307,152,,5531384317,213,1.91,5531384309,56,Back,5531384315,212,22.0,5531384311,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129879,247,1,1,22,20,b8oqgvx1ijeyn6y1cn6929ix4,1,29.8,40.3,2025-02-22T12:24:20.321Z,2025-02-22T12:24:22Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531384457,141,81.4,5531384461,213,1.26,5531384455,140,38.3,5531384459,212,29.3,5531384453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129903,248,1,1,22,22,b8oqgvx1ijeyn6y1cn6929ix4,1,38.3,81.4,2025-02-22T12:24:22.193Z,2025-02-22T12:24:24Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5531384567,141,76.3,5531384565,140,29.3,5531384569,212,10.1,5531384563,56,Back,5531384571,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129923,249,1,1,22,24,b8oqgvx1ijeyn6y1cn6929ix4,1,29.3,76.3,2025-02-22T12:24:24.665Z,2025-02-22T12:24:28Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5531384667,212,26.3,5531384665,141,49.0,5531384669,213,3.93,5531384659,56,Back,5531384663,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129941,250,1,1,22,29,b8oqgvx1ijeyn6y1cn6929ix4,1,9.8,48.5,2025-02-22T12:24:29.522Z,2025-02-22T12:24:31Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5531384807,212,35.7,5531384801,56,Back,5531384805,141,9.4,5531384811,1,,5531384809,213,5.44,5531384799,155,,5531384803,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779129985,251,1,1,22,31,b8oqgvx1ijeyn6y1cn6929ix4,1,32.5,9.4,2025-02-22T12:24:31.009Z,2025-02-22T12:24:35Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531385049,140,37.0,5531385055,213,0.09,5531385051,141,10.0,5531385047,56,Back,5531385053,212,4.7,5531385045,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130047,252,1,1,22,35,b8oqgvx1ijeyn6y1cn6929ix4,1,36.8,8.9,2025-02-22T12:24:35.002Z,2025-02-22T12:24:41Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531385379,1,,5531385373,141,7.7,5531385369,56,Right,5531385377,213,6.26,5531385375,212,33.9,5531385371,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130065,253,1,1,22,41,b8oqgvx1ijeyn6y1cn6929ix4,1,88.5,19.1,2025-02-22T12:24:41.257Z,2025-02-22T12:25:57Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,1.0,5531385471,212,19.4,5531389523,210,16,5531385469,141,47.5,5531385465,56,Center,5531389527,22,,5531385461,2,,5531385473,213,1.67,5531385467,140,86.6,5531389525,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130097,254,16,1,22,43,b8oqgvx1ijeyn6y1cn6929ix4,1,88.0,47.8,2025-02-22T12:24:43.121Z,2025-02-22T12:25:58Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5531388179,375,22:42.390,5531389587,230,94.0,5531385619,56,Center,5531389577,55,253,5531389573,29,,5531388169,374,2025-02-22 12:24:42.360,5531389583,103,1.9,5531389589,231,48.6,5531385617,17,,5531389585,214,,5531389581,102,5531389575,154,,5531389571,76,,5531388157,20,5531385615,22,,53.6,,,,,,,,,,
2779130769,226,1,1,23,50,f1h34qp5zbfl489q8vnkhiq9s,1,49.7,50.0,2025-02-22T12:25:50.685Z,2025-02-22T12:25:52Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531389131,212,10.5,5531389135,279,G,5531389127,140,39.8,5531389157,189,,5531389125,56,Back,5531389133,213,3.27,5531389129,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130817,227,1,1,23,55,f1h34qp5zbfl489q8vnkhiq9s,1,35.1,51.6,2025-02-22T12:25:55.477Z,2025-02-22T12:25:56Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531389387,213,3.24,5531389377,140,16.7,5531389381,141,48.7,5531389373,56,Back,5531389383,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130841,228,1,1,23,56,f1h34qp5zbfl489q8vnkhiq9s,1,16.7,48.7,2025-02-22T12:25:56.325Z,2025-02-22T12:25:57Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5531389501,141,51.9,5531389505,213,0.42,5531389503,212,5.3,5531389497,56,Back,5531389499,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130867,229,1,1,23,57,f1h34qp5zbfl489q8vnkhiq9s,1,21.8,52.1,2025-02-22T12:25:57.220Z,2025-02-22T12:26:00Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531389679,140,17.8,5531389677,56,Back,5531389681,141,83.9,5531389685,213,1.76,5531389683,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130877,230,1,1,24,0,f1h34qp5zbfl489q8vnkhiq9s,0,19.7,85.7,2025-02-22T12:26:00.789Z,2025-02-22T12:26:02Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531389723,157,,5531389729,141,63.9,5531389733,213,5.99,5531389725,56,Center,5531389727,140,66.8,5531389731,212,51.6,5531389735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130889,255,12,1,24,3,b8oqgvx1ijeyn6y1cn6929ix4,1,32.8,34.3,2025-02-22T12:26:03.477Z,2025-02-22T12:26:08Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5531389783,141,31.8,5531389805,15,,5531389779,56,Back,5531389781,140,49.7,5531389785,212,17.8,5531389787,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130901,231,43,1,24,6,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-02-22T12:26:06.148Z,2025-02-22T12:26:34Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531391143,144,44,5531390075,233,256,5531389895,286,0,5531389893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130919,256,43,1,24,6,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-02-22T12:26:06.149Z,2025-02-22T12:26:37Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531391297,144,44,5531390029,285,0,5531390027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130911,232,1,1,24,6,f1h34qp5zbfl489q8vnkhiq9s,1,54.9,78.5,2025-02-22T12:26:06.412Z,2025-02-22T12:26:07Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531389957,56,Center,5531389955,3,,5531389965,212,8.3,5531389961,141,71.2,5531389959,140,61.2,5531389969,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130917,233,1,1,24,6,f1h34qp5zbfl489q8vnkhiq9s,1,61.2,71.2,2025-02-22T12:26:06.500Z,2025-02-22T12:56:36Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531390017,140,60.9,5531391817,156,,5531390015,56,Center,5531390023,213,1.64,5531390019,141,78.2,5531390021,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130921,234,1,1,24,7,f1h34qp5zbfl489q8vnkhiq9s,1,60.8,78.4,2025-02-22T12:26:07.269Z,2025-02-22T12:56:33Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5531390039,213,1.22,5531390037,212,5.5,5531390033,140,62.6,5531390031,56,Left,5531390035,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130923,257,83,1,24,8,b8oqgvx1ijeyn6y1cn6929ix4,0,41.3,28.8,2025-02-22T12:26:08.151Z,2025-02-22T12:57:20Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531518509,399,9n2nm6smh0txgv2482qbwhixg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779130963,235,2,1,24,8,f1h34qp5zbfl489q8vnkhiq9s,1,62.6,86.2,2025-02-22T12:26:08.948Z,2025-02-22T20:19:56Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5531390249,56,Center,5531390245,7,6hmsrr08cllpl4iumu92zskbt,5531390223,141,75.0,5531390221,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131277,259,1,1,24,34,b8oqgvx1ijeyn6y1cn6929ix4,1,29.1,28.5,2025-02-22T12:26:34.895Z,2025-02-22T12:26:44Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531391721,213,2.66,5531391711,241,,5531391715,140,13.0,5531391709,5,,5531391713,56,Back,5531391719,212,19.1,5531391717,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131291,260,1,1,24,43,b8oqgvx1ijeyn6y1cn6929ix4,1,17.9,47.6,2025-02-22T12:26:43.967Z,2025-02-22T12:26:45Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5531391791,213,5.57,5531391783,56,Back,5531391785,140,35.1,5531391789,212,23.9,5531391787,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131373,261,1,1,24,45,b8oqgvx1ijeyn6y1cn6929ix4,1,35.8,22.7,2025-02-22T12:26:45.414Z,2025-02-22T12:26:52Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531392203,212,15.2,5531392201,141,5.2,5531392205,213,5.38,5531392197,56,Back,5531392199,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131327,236,83,1,24,49,f1h34qp5zbfl489q8vnkhiq9s,0,55.3,82.9,2025-02-22T12:26:49.540Z,2025-02-22T12:26:55Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531392343,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131393,262,1,1,24,52,b8oqgvx1ijeyn6y1cn6929ix4,1,51.6,9.7,2025-02-22T12:26:52.486Z,2025-02-22T12:26:54Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5531392325,140,57.9,5531392323,56,Right,5531392329,212,7.7,5531392331,213,5.75,5531392327,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131411,263,1,1,24,55,b8oqgvx1ijeyn6y1cn6929ix4,0,55.4,7.9,2025-02-22T12:26:55.047Z,2025-02-22T12:26:57Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5531392403,155,,5531392409,141,53.4,5531392411,212,36.9,5531392405,56,Center,5531392407,140,74.6,5531392437,1,,5531392413,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131451,237,1,1,24,57,f1h34qp5zbfl489q8vnkhiq9s,1,28.5,32.1,2025-02-22T12:26:57.660Z,2025-02-22T12:26:59Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5531392587,56,Back,5531392593,212,9.5,5531392585,3,,5531392589,140,37.4,5531392595,213,6.10,5531392591,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131507,239,3,1,25,0,f1h34qp5zbfl489q8vnkhiq9s,1,32.5,30.0,2025-02-22T12:27:00.766Z,2025-02-22T14:15:00Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5531392845,56,Back,5531392891,285,,5531392887,233,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131473,264,45,1,25,0,b8oqgvx1ijeyn6y1cn6929ix4,0,67.5,70.0,2025-02-22T12:27:00.766Z,2025-02-22T14:15:01Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5531392909,233,239,5531392699,286,,5531392697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131541,240,1,1,25,2,f1h34qp5zbfl489q8vnkhiq9s,1,31.8,26.4,2025-02-22T12:27:02.948Z,2025-02-22T12:27:06Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5531393063,141,62.0,5531393061,140,28.1,5531393065,212,24.5,5531393059,56,Back,5531393067,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131557,241,1,1,25,6,f1h34qp5zbfl489q8vnkhiq9s,1,29.6,61.2,2025-02-22T12:27:06.235Z,2025-02-22T12:27:08Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531393145,212,7.6,5531393141,141,65.5,5531393137,140,36.3,5531393131,56,Back,5531393149,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131645,242,1,1,25,7,f1h34qp5zbfl489q8vnkhiq9s,1,36.3,65.5,2025-02-22T12:27:07.900Z,2025-02-22T12:27:15Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531393607,56,Back,5531393613,212,19.7,5531393617,213,1.23,5531393609,140,42.5,5531393611,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131655,243,1,1,25,15,f1h34qp5zbfl489q8vnkhiq9s,1,64.1,91.7,2025-02-22T12:27:15.020Z,2025-02-22T12:27:15Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531393665,140,64.3,5531393667,141,82.6,5531393663,56,Left,5531393671,213,4.75,5531393669,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131717,244,1,1,25,15,f1h34qp5zbfl489q8vnkhiq9s,1,64.3,82.6,2025-02-22T12:27:15.779Z,2025-02-22T12:27:19Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531393899,56,Left,5531393907,213,1.85,5531393903,141,91.7,5531393901,140,62.6,5531393905,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131757,245,1,1,25,19,f1h34qp5zbfl489q8vnkhiq9s,1,61.1,92.1,2025-02-22T12:27:19.036Z,2025-02-22T12:27:22Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531394081,141,80.3,5531394085,212,8.0,5531394075,56,Left,5531394077,140,60.6,5531394089,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131793,246,1,1,25,22,f1h34qp5zbfl489q8vnkhiq9s,1,61.1,81.2,2025-02-22T12:27:22.509Z,2025-02-22T12:27:25Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5531394221,213,1.58,5531394213,56,Left,5531394215,140,61.0,5531394219,212,8.4,5531394217,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131833,247,1,1,25,25,f1h34qp5zbfl489q8vnkhiq9s,1,61.7,94.1,2025-02-22T12:27:24.996Z,2025-02-22T12:27:29Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531394445,212,17.3,5531394443,141,87.2,5531394439,140,45.8,5531394437,56,Back,5531394447,213,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131843,248,1,1,25,29,f1h34qp5zbfl489q8vnkhiq9s,0,46.1,86.0,2025-02-22T12:27:29.076Z,2025-02-22T12:27:33Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531394691,236,,5531394477,140,48.3,5531394473,157,,5531394483,213,5.43,5531394479,141,82.1,5531394485,1,,5531394481,212,3.5,5531394475,56,Back,5531394699,286,,5531394693,233,265,,,,,,,,,,,,,,,,,,,,,,,,
2779131877,265,74,1,25,29,b8oqgvx1ijeyn6y1cn6929ix4,1,39.1,8.5,2025-02-22T12:27:29.077Z,2025-02-22T14:20:12Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5531394707,233,248,5531394673,285,,5531394671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131989,249,5,1,25,32,f1h34qp5zbfl489q8vnkhiq9s,1,58.1,101.2,2025-02-22T12:27:32.005Z,2025-02-22T14:16:41Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5531395255,347,,5531395273,233,266,5531395253,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131889,266,5,1,25,32,b8oqgvx1ijeyn6y1cn6929ix4,0,41.9,-1.2,2025-02-22T12:27:32.005Z,2025-02-22T14:16:42Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5531394735,347,,5531394733,56,Back,5531395277,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779131999,250,1,1,25,44,f1h34qp5zbfl489q8vnkhiq9s,0,56.3,100.0,2025-02-22T12:27:44.307Z,2025-02-22T12:27:46Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5531395317,141,80.8,5531395319,212,19.0,5531395313,56,Left,5531395315,140,68.8,5531395311,107,,5531395321,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779132031,267,1,1,25,46,b8oqgvx1ijeyn6y1cn6929ix4,0,25.9,14.6,2025-02-22T12:27:46.950Z,2025-02-22T12:27:48Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5531395487,141,40.9,5531395489,212,28.3,5531395483,56,Back,5531395481,157,,5531395485,140,46.8,5531395491,213,0.68,5531395493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779132063,251,1,1,25,49,f1h34qp5zbfl489q8vnkhiq9s,1,55.4,71.1,2025-02-22T12:27:49.884Z,2025-02-22T12:27:52Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5531395669,3,,5531395677,212,24.5,5531395671,56,Center,5531395675,141,75.3,5531395679,213,0.12,5531395673,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779132067,252,44,1,25,51,f1h34qp5zbfl489q8vnkhiq9s,1,72.4,76.6,2025-02-22T12:27:51.685Z,2025-02-22T12:27:56Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5531395705,233,268,5531395701,56,Center,5531395703,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
