id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2798838373,94,1,1,11,55,a9vw7ikerpr4cuweeeka5aneg,1,23.3,27.3,2025-04-10T16:43:48.164Z,2025-04-11T11:46:38Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5639462001,140,9.3,5639462007,213,2.46,5639461999,56,Back,5639462005,212,18.9,5639462003,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838401,95,1,1,11,58,a9vw7ikerpr4cuweeeka5aneg,1,9.1,45.1,2025-04-10T16:43:51.564Z,2025-04-11T11:52:27Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5639462165,141,83.3,5640601829,155,,5639462171,1,,5639462167,212,34.1,5639462163,140,30.1,5639462169,213,0.87,5639462161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838421,96,1,1,12,3,a9vw7ikerpr4cuweeeka5aneg,1,26.3,73.3,2025-04-10T16:43:56.508Z,2025-04-11T11:46:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5639462293,140,7.4,5639462295,141,47.8,5639462297,212,26.4,5639462299,213,3.86,5639462291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838433,97,1,1,12,8,a9vw7ikerpr4cuweeeka5aneg,1,7.4,47.6,2025-04-10T16:44:01.549Z,2025-04-11T11:46:37Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5639462351,212,16.4,5639462349,141,65.8,5639462353,213,0.85,5639462347,140,17.7,5639462345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838447,98,1,1,12,11,a9vw7ikerpr4cuweeeka5aneg,1,24.5,61.5,2025-04-10T16:44:04.916Z,2025-04-11T11:46:37Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639462395,56,Back,5639462401,212,7.9,5639462397,140,20.5,5639462403,213,4.15,5639462399,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838461,99,1,1,12,15,a9vw7ikerpr4cuweeeka5aneg,1,20.6,48.5,2025-04-10T16:44:08.461Z,2025-04-11T11:46:37Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5639462493,140,24.2,5639462495,141,37.4,5639462499,213,5.18,5639462491,56,Back,5639462497,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838479,100,1,1,12,18,a9vw7ikerpr4cuweeeka5aneg,1,28.5,28.5,2025-04-10T16:44:11.020Z,2025-04-11T11:46:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639462641,212,25.9,5639462639,141,26.8,5639462643,213,6.24,5639462635,56,Center,5639462637,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838483,101,1,1,12,20,a9vw7ikerpr4cuweeeka5aneg,1,53.1,26.7,2025-04-10T16:44:13.869Z,2025-04-11T11:46:36Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639462665,141,11.1,5639462685,156,,5639462667,212,15.0,5639462663,140,43.0,5639462661,56,Back,5639462669,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838501,102,61,1,12,23,a9vw7ikerpr4cuweeeka5aneg,0,49.9,12.8,2025-04-10T16:44:16.284Z,2025-04-11T11:46:36Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639462765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838511,103,5,1,12,24,a9vw7ikerpr4cuweeeka5aneg,0,53.8,-1.4,2025-04-10T16:44:17.238Z,2025-04-11T11:46:36Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639462813,56,Right,5639462815,347,,5639462879,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838515,133,5,1,12,24,6wwwud48qahpwrfxs20334qk5,1,46.2,101.4,2025-04-10T16:44:17.238Z,2025-04-11T11:47:19Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5639462837,347,,5639462865,233,103,5639462835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838583,134,1,1,12,33,6wwwud48qahpwrfxs20334qk5,1,30.6,100.0,2025-04-10T16:44:26.943Z,2025-04-11T11:53:17Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5640602313,189,,5639463317,56,Back,5639463327,1,,5639463315,107,,5639463325,213,4.47,5639463319,140,24.7,5639463321,141,65.1,5639463323,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838597,135,1,1,12,34,6wwwud48qahpwrfxs20334qk5,1,24.7,65.1,2025-04-10T16:44:27.215Z,2025-04-11T11:53:29Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639463385,212,25.1,5639463379,56,Back,5639463387,213,4.65,5640602653,189,,5639463383,141,28.3,5639463381,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838599,136,1,1,12,39,6wwwud48qahpwrfxs20334qk5,0,26.5,17.0,2025-04-10T16:44:32.615Z,2025-04-11T11:53:27Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639463393,140,47.2,5639463395,141,27.9,5639463397,212,23.0,5639463399,213,0.33,5639463391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838601,104,8,1,12,42,a9vw7ikerpr4cuweeeka5aneg,1,56.3,72.9,2025-04-10T16:44:35.381Z,2025-04-11T11:53:35Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5640602777,385,,5639463401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799040817,833,61,1,12,42,6wwwud48qahpwrfxs20334qk5,0,31.3,27.1,2025-04-10T16:44:35.882Z,2025-04-11T11:54:04Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5640603127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838613,105,61,1,12,45,a9vw7ikerpr4cuweeeka5aneg,0,64.6,69.3,2025-04-10T16:44:38.245Z,2025-04-11T11:46:35Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639463463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838627,137,50,1,12,47,6wwwud48qahpwrfxs20334qk5,1,35.0,13.4,2025-04-10T16:44:40.127Z,2025-04-11T11:55:15Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5640604129,286,,5639463549,56,Back,5640604125,233,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799040967,885,7,1,12,47,a9vw7ikerpr4cuweeeka5aneg,1,65.0,86.6,2025-04-10T16:44:40.128Z,2025-04-11T11:55:15Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5640604027,285,,5640604121,233,137,5640604025,56,Left,5640604029,384,,5640604031,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798840397,142,43,1,12,48,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T16:44:41.301Z,2025-04-11T11:54:16Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5640603351,144,61,5639473407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838657,107,1,1,12,54,a9vw7ikerpr4cuweeeka5aneg,1,74.4,80.9,2025-04-10T16:44:47.133Z,2025-04-11T11:46:35Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639463701,140,80.1,5639463707,213,0.83,5639463699,56,Left,5639463703,141,90.5,5639463705,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838669,108,1,1,12,56,a9vw7ikerpr4cuweeeka5aneg,1,80.6,90.6,2025-04-10T16:44:49.972Z,2025-04-11T11:46:34Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5639463765,141,84.7,5639463763,140,68.6,5639463761,56,Left,5639463769,213,3.45,5639463767,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838693,109,1,1,12,59,a9vw7ikerpr4cuweeeka5aneg,1,68.5,83.3,2025-04-10T16:44:52.524Z,2025-04-11T11:46:34Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5639463907,56,Center,5639463915,213,4.95,5639463909,140,70.4,5639463911,141,71.4,5639463913,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838707,110,1,1,13,1,a9vw7ikerpr4cuweeeka5aneg,1,70.4,71.4,2025-04-10T16:44:54.852Z,2025-04-11T11:46:34Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639464015,213,1.22,5639464007,56,Left,5639464013,212,13.0,5639464009,140,74.7,5639464011,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838715,111,1,1,13,6,a9vw7ikerpr4cuweeeka5aneg,1,66.0,89.6,2025-04-10T16:44:59.596Z,2025-04-11T11:46:34Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5639464065,56,Center,5639464073,213,3.97,5639464067,140,55.8,5639464071,212,15.8,5639464069,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838731,112,1,1,13,9,a9vw7ikerpr4cuweeeka5aneg,1,56.1,72.6,2025-04-10T16:45:02.124Z,2025-04-11T11:46:33Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639464189,213,4.12,5639464181,56,Back,5639464187,212,19.7,5639464183,140,45.7,5639464185,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838747,113,1,1,13,12,a9vw7ikerpr4cuweeeka5aneg,1,45.4,41.9,2025-04-10T16:45:05.421Z,2025-04-11T11:46:33Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639464283,141,65.8,5639464285,212,16.6,5639464281,140,42.0,5639464279,56,Back,5639464287,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838757,114,43,1,13,16,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T16:45:09.100Z,2025-04-11T11:56:32Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5639464357,213,0.46,5639464355,212,4.0,5639464349,56,Back,5640605313,144,1,5639464351,140,45.9,5639464353,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838765,115,1,1,13,17,a9vw7ikerpr4cuweeeka5aneg,1,45.9,73.5,2025-04-10T16:45:10.780Z,2025-04-11T11:46:33Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639464411,213,0.39,5639464407,141,81.8,5639464409,212,14.9,5639464403,56,Left,5639464405,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838769,116,1,1,13,19,a9vw7ikerpr4cuweeeka5aneg,0,60.7,82.6,2025-04-10T16:45:12.636Z,2025-04-11T11:56:43Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639464445,212,12.8,5640605407,168,,5639464447,213,4.99,5639464443,141,64.5,5639464439,56,Center,5639464441,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838797,140,1,1,13,21,6wwwud48qahpwrfxs20334qk5,0,31.9,43.6,2025-04-10T16:45:14.512Z,2025-04-11T11:47:18Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5639464575,155,,5639464585,213,0.37,5639464583,212,73.9,5639464577,56,Left,5639464581,141,82.7,5639464587,1,,5639464579,140,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838849,118,1,1,13,31,a9vw7ikerpr4cuweeeka5aneg,0,3.5,28.2,2025-04-10T16:45:24.836Z,2025-04-11T11:46:32Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5639464841,212,17.5,5639464835,56,Back,5639464839,141,28.6,5639464843,213,0.02,5639464837,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838883,119,1,1,13,36,a9vw7ikerpr4cuweeeka5aneg,1,18.5,33.0,2025-04-10T16:45:29.844Z,2025-04-11T11:46:32Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639465027,140,21.3,5639465029,141,66.4,5639465033,213,1.44,5639465025,56,Back,5639465031,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838909,120,1,1,13,41,a9vw7ikerpr4cuweeeka5aneg,0,27.8,77.9,2025-04-10T16:45:34.381Z,2025-04-11T11:46:31Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639465185,141,79.9,5639465183,140,84.5,5639465191,1,,5639465187,212,59.6,5639465179,155,,5639465181,56,Left,5639465189,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838931,141,59,1,13,49,6wwwud48qahpwrfxs20334qk5,1,11.4,19.1,2025-04-10T16:45:42.167Z,2025-04-11T11:47:17Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5639465301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838933,142,12,1,13,49,6wwwud48qahpwrfxs20334qk5,1,11.4,19.1,2025-04-10T16:45:42.910Z,2025-04-11T11:47:17Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5639465317,213,5.03,5639465309,56,Back,5639465385,167,,5639465311,140,15.9,5639465315,212,15.1,5639465313,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839005,121,5,1,13,50,a9vw7ikerpr4cuweeeka5aneg,1,82.2,102.0,2025-04-10T16:45:43.759Z,2025-04-11T11:46:31Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639465757,56,Left,5639465801,233,143,5639465761,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798838939,143,5,1,13,50,6wwwud48qahpwrfxs20334qk5,0,17.8,-2.0,2025-04-10T16:45:43.759Z,2025-04-11T11:47:17Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5639465815,233,121,5639465367,56,Back,5639465369,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839015,122,1,1,14,0,a9vw7ikerpr4cuweeeka5aneg,1,76.7,100.0,2025-04-10T16:45:53.188Z,2025-04-11T11:46:31Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5639465835,56,Left,5639465845,213,4.88,5639465833,107,,5639465841,141,86.5,5639465843,212,10.7,5639465839,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839045,123,1,1,14,1,a9vw7ikerpr4cuweeeka5aneg,1,78.4,87.4,2025-04-10T16:45:54.652Z,2025-04-11T11:46:31Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5639466023,140,72.0,5639466021,56,Left,5639466029,213,2.68,5639466025,141,92.3,5639466027,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839075,125,1,1,14,5,a9vw7ikerpr4cuweeeka5aneg,1,76.8,98.3,2025-04-10T16:45:58.437Z,2025-04-11T11:57:55Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5640606023,212,4.2,5640606025,213,3.37,5639466215,56,Left,5640606019,140,72.9,5640606021,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839053,144,4,1,14,6,6wwwud48qahpwrfxs20334qk5,1,19.4,7.1,2025-04-10T16:45:59.956Z,2025-04-11T11:58:29Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5639466079,152,,5639466083,285,,5639466075,13,,5640606349,294,,5639466107,233,124,5639466077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839051,124,4,1,14,6,a9vw7ikerpr4cuweeeka5aneg,0,80.6,92.9,2025-04-10T16:45:59.957Z,2025-04-11T11:58:27Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5639466087,56,Left,5640606347,294,,5639466085,13,,5639466093,286,,5639466089,152,,5639466145,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839301,145,1,1,14,45,6wwwud48qahpwrfxs20334qk5,1,17.4,5.9,2025-04-10T16:46:38.237Z,2025-04-11T11:47:16Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5639467445,56,Center,5639467455,1,,5639467447,140,68.0,5639467443,152,,5639467453,213,0.41,5639467439,5,,5639467451,212,58.0,5639467441,157,,5639467449,141,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,
2798839303,146,44,1,14,49,6wwwud48qahpwrfxs20334qk5,1,70.0,36.4,2025-04-10T16:46:42.620Z,2025-04-11T11:47:16Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5639467465,286,,5639467483,233,128,5639467463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839289,128,44,1,14,49,a9vw7ikerpr4cuweeeka5aneg,0,30.0,63.6,2025-04-10T16:46:42.621Z,2025-04-11T11:46:30Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639467527,233,146,5639467365,56,Back,5639467367,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839317,147,1,1,14,49,6wwwud48qahpwrfxs20334qk5,1,66.2,39.4,2025-04-10T16:46:42.877Z,2025-04-11T11:47:16Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5639467557,140,67.9,5639467555,56,Center,5639467559,141,48.2,5639467563,213,1.28,5639467551,3,,5639467553,168,,5639467561,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839321,148,61,1,14,53,6wwwud48qahpwrfxs20334qk5,1,68.5,50.7,2025-04-10T16:46:46.465Z,2025-04-11T11:47:16Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5639467579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839349,149,1,1,14,55,6wwwud48qahpwrfxs20334qk5,1,69.5,67.8,2025-04-10T16:46:48.199Z,2025-04-11T11:47:15Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,1.0,5639467753,140,75.9,5639469279,154,,5639467759,213,0.57,5639467751,56,Center,5639469277,210,15,5639467755,141,74.2,5639467757,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839357,150,15,1,14,58,6wwwud48qahpwrfxs20334qk5,1,84.6,63.6,2025-04-10T16:46:51.269Z,2025-04-11T12:04:44Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5639469323,233,129,5639469295,29,,5639469315,231,51.4,5639469307,215,,5639469303,102,49.7,5639469309,146,87.5,5639467779,22,,5639469311,147,61.0,5639469201,82,5639469305,103,5639467783,56,Center,5639469297,154,5639469313,230,5639469293,78,,5639469197,20,,5639469299,55,,5639467781,64,,,,,19,98.6,149,,,,,,,
2798839353,129,10,1,14,58,a9vw7ikerpr4cuweeeka5aneg,1,9.4,39.0,2025-04-10T16:46:51.369Z,2025-04-11T12:05:20Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639467769,94,,5639469345,233,150,5639467773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839369,151,1,1,15,0,6wwwud48qahpwrfxs20334qk5,0,83.1,55.2,2025-04-10T16:46:53.010Z,2025-04-11T11:47:15Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5639467841,140,91.0,5639467847,213,0.64,5639467839,56,Center,5639467843,141,64.3,5639467845,212,10.3,5639467837,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839381,130,12,1,15,0,a9vw7ikerpr4cuweeeka5aneg,1,10.0,53.7,2025-04-10T16:46:53.949Z,2025-04-11T11:46:29Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5639467899,213,5.62,5639467891,56,Back,5639467897,212,18.5,5639467901,15,,5639467893,140,23.9,5639467895,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839413,152,3,1,15,6,6wwwud48qahpwrfxs20334qk5,0,90.0,65.2,2025-04-10T16:46:59.046Z,2025-04-11T12:06:40Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5639468119,233,131,5639468015,56,Center,5640613965,465,,5639468017,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839429,131,7,1,15,6,a9vw7ikerpr4cuweeeka5aneg,0,10.0,34.8,2025-04-10T16:46:59.047Z,2025-04-11T12:06:44Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639468085,56,Back,5640614011,385,,5639468095,233,152,5639468087,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839939,157,43,1,15,6,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-10T16:46:59.384Z,2025-04-11T12:10:26Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5639470879,56,Center,5640617077,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839443,153,1,1,15,10,6wwwud48qahpwrfxs20334qk5,0,95.2,76.3,2025-04-10T16:47:03.245Z,2025-04-11T12:06:56Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5640614225,223,,5640614227,20,,5639468213,141,67.1,5639468283,233,132,5639468209,56,Center,5639468215,212,6.3,5639468287,286,,5639468205,2,,5639468217,213,5639468207,155,5639468281,236,,5639468211,140,,,,,,,,,,,4.75,,,,,,,,,,95.4,,,,,,
2798839451,132,12,1,15,10,a9vw7ikerpr4cuweeeka5aneg,1,7.1,35.2,2025-04-10T16:47:03.345Z,2025-04-11T11:46:29Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639468249,56,Back,5639468247,185,,5639468333,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839493,133,12,1,15,12,a9vw7ikerpr4cuweeeka5aneg,1,8.6,40.7,2025-04-10T16:47:05.413Z,2025-04-11T12:09:55Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639468447,56,Back,5639468451,141,42.2,5639468449,140,24.9,5639468455,213,0.06,5639468453,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839505,154,1,1,15,13,6wwwud48qahpwrfxs20334qk5,0,78.2,51.0,2025-04-10T16:47:06.613Z,2025-04-11T12:09:57Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639468513,140,90.4,5639468515,141,41.3,5639468519,213,5.81,5639468511,56,Center,5639468517,212,14.4,5639468509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839523,134,52,1,15,14,a9vw7ikerpr4cuweeeka5aneg,1,8.3,64.8,2025-04-10T16:47:07.356Z,2025-04-11T12:10:01Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5640616819,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839705,135,27,1,15,49,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T16:47:42.837Z,2025-04-11T12:10:14Z,,,,,5640616943,41,Injury,5640616945,53,a6ymx4wkrn260rtpb360nsiqd,5639470223,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839821,155,27,1,15,49,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-10T16:47:42.837Z,2025-04-11T11:47:14Z,,,,,5639470187,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839949,136,28,1,16,18,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T16:48:11.311Z,2025-04-11T11:46:28Z,,,,,5639470951,55,135,5639707095,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798839829,156,28,1,16,18,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-10T16:48:11.311Z,2025-04-11T11:47:13Z,,,,,5639470227,55,155,5639707075,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798840043,137,68,1,17,2,a9vw7ikerpr4cuweeeka5aneg,1,8.2,43.1,2025-04-10T16:48:55.693Z,2025-04-11T12:10:45Z,,,,,5640617357,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
