id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2702456253,167,1,1,19,44,6wwwud48qahpwrfxs20334qk5,1,29.3,49.6,2024-07-21T13:20:31.966Z,2024-07-21T13:20:33Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5112562575,141,34.3,5112562569,56,Back,5112562581,213,5.03,5112562573,140,32.6,5112562577,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456301,168,1,1,19,47,6wwwud48qahpwrfxs20334qk5,1,32.4,36.1,2024-07-21T13:20:35.229Z,2024-07-21T13:20:38Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5112562821,212,22.9,5112562817,140,35.4,5112562819,141,69.4,5112562823,213,1.43,5112562815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456329,169,1,1,19,50,6wwwud48qahpwrfxs20334qk5,1,36.8,73.3,2024-07-21T13:20:38.318Z,2024-07-21T13:20:40Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5112562939,141,87.5,5112562935,56,Back,5112562937,140,47.8,5112562941,212,15.1,5112562943,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456351,170,1,1,19,53,6wwwud48qahpwrfxs20334qk5,0,53.9,90.5,2024-07-21T13:20:40.718Z,2024-07-21T13:20:43Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112563095,56,Left,5112563101,212,37.5,5112563103,213,6.15,5112563099,141,82.9,5112563105,1,,5112563097,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456371,242,1,1,19,57,a9vw7ikerpr4cuweeeka5aneg,1,10.7,12.4,2024-07-21T13:20:45.316Z,2024-07-21T13:20:47Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5112563201,213,0.16,5112563197,141,15.0,5112563199,212,10.9,5112563193,56,Back,5112563195,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456465,243,1,1,20,5,a9vw7ikerpr4cuweeeka5aneg,1,22.3,33.3,2024-07-21T13:20:53.301Z,2024-07-21T13:20:59Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5112563757,212,20.8,5112563751,56,Back,5112563759,213,2.67,5112563755,141,47.2,5112563753,140,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456489,244,1,1,20,11,a9vw7ikerpr4cuweeeka5aneg,1,4.4,48.3,2024-07-21T13:20:59.128Z,2024-07-21T13:21:03Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5112563881,212,25.9,5112563879,141,86.2,5112563877,140,6.8,5112563883,213,1.47,5112563875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456529,245,1,1,20,15,a9vw7ikerpr4cuweeeka5aneg,1,8.5,91.9,2024-07-21T13:21:03.377Z,2024-07-21T13:21:07Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112564095,141,88.5,5112564101,1,,5112564089,155,,5112564099,213,6.21,5112564093,140,40.5,5112564097,212,33.7,5112564091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456533,246,50,1,20,19,a9vw7ikerpr4cuweeeka5aneg,1,44.5,83.6,2024-07-21T13:21:07.172Z,2024-07-21T13:21:09Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5112564123,56,Back,5112564125,286,,5112564251,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456541,171,7,1,20,19,6wwwud48qahpwrfxs20334qk5,1,55.5,16.4,2024-07-21T13:21:07.173Z,2024-07-21T13:21:09Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5112564189,56,Right,5112564191,285,,5112564233,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456579,173,1,1,20,21,6wwwud48qahpwrfxs20334qk5,1,51.9,17.9,2024-07-21T13:21:08.798Z,2024-07-21T13:21:13Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5112564399,212,10.2,5112564397,141,32.8,5112564401,213,1.46,5112564395,140,53.0,5112564393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456601,174,1,1,20,25,6wwwud48qahpwrfxs20334qk5,1,63.3,48.7,2024-07-21T13:21:13.102Z,2024-07-21T13:21:16Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5112564527,140,63.6,5112564533,213,1.54,5112564531,212,11.8,5112564529,141,66.1,5112564525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456633,175,1,1,20,28,6wwwud48qahpwrfxs20334qk5,1,65.2,70.5,2024-07-21T13:21:15.902Z,2024-07-21T13:21:21Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112564709,213,1.21,5112564701,56,Left,5112564707,212,12.5,5112564703,140,69.4,5112564705,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456665,176,1,1,20,33,6wwwud48qahpwrfxs20334qk5,1,78.1,86.9,2024-07-21T13:21:20.814Z,2024-07-21T13:21:23Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5112564879,56,Left,5112564881,140,70.2,5112564887,213,2.88,5112564883,141,90.2,5112564885,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456681,177,1,1,20,35,6wwwud48qahpwrfxs20334qk5,1,70.0,90.3,2024-07-21T13:21:23.390Z,2024-07-21T13:21:24Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112564997,141,81.5,5112564993,56,Left,5112564999,212,6.2,5112565001,213,4.95,5112564995,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456687,178,1,1,20,37,6wwwud48qahpwrfxs20334qk5,0,71.4,81.5,2024-07-21T13:21:24.669Z,2024-07-21T13:21:25Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5112565019,56,Left,5112565021,140,76.7,5112565027,213,0.65,5112565023,141,87.7,5112565025,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456713,248,1,1,20,38,a9vw7ikerpr4cuweeeka5aneg,1,21.9,14.5,2024-07-21T13:21:26.309Z,2024-07-21T13:21:28Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5112565163,56,Back,5112565165,140,34.2,5112565171,213,0.72,5112565167,141,31.2,5112565169,212,17.2,5112565161,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456727,249,43,1,20,40,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-07-21T13:21:28.512Z,2024-07-21T13:21:37Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5112565267,56,Back,5112565269,285,0,5112565671,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456735,179,43,1,20,40,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-07-21T13:21:28.513Z,2024-07-21T13:21:34Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5112565295,56,Center,5112565491,144,44,5112565327,233,249,5112565297,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456731,250,43,1,20,41,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-07-21T13:21:29.418Z,2024-07-21T13:21:36Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5112565611,144,61,5112565273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456753,251,4,1,20,44,a9vw7ikerpr4cuweeeka5aneg,1,39.9,32.2,2024-07-21T13:21:32.301Z,2024-07-21T13:21:34Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5112565477,286,,5112565471,264,,5112565473,56,Back,5112565475,152,,5112565483,233,180,5112565469,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456749,180,4,1,20,44,6wwwud48qahpwrfxs20334qk5,0,60.1,67.8,2024-07-21T13:21:32.302Z,2024-07-21T13:57:57Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5112565403,152,,5112565397,13,,5112565405,285,,5112565627,264,,5112565499,233,251,5112565401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702456979,252,1,1,21,4,a9vw7ikerpr4cuweeeka5aneg,1,39.2,30.9,2024-07-21T13:21:51.961Z,2024-07-21T13:21:57Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5112566603,141,61.8,5112566599,140,33.4,5112566607,212,21.9,5112566595,152,,5112566597,56,Back,5112566593,5,,5112566609,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457011,253,1,1,21,7,a9vw7ikerpr4cuweeeka5aneg,1,33.4,61.8,2024-07-21T13:21:55.547Z,2024-07-21T13:21:58Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112566757,140,44.0,5112566761,141,43.6,5112566763,212,16.6,5112566753,56,Back,5112566765,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457017,254,1,1,21,9,a9vw7ikerpr4cuweeeka5aneg,0,44.0,43.6,2024-07-21T13:21:57.203Z,2024-07-21T13:21:59Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5112566811,141,64.5,5112566809,140,43.3,5112566813,212,14.2,5112566807,56,Back,5112566815,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457047,255,83,1,21,12,a9vw7ikerpr4cuweeeka5aneg,0,30.6,61.2,2024-07-21T13:22:00.609Z,2024-07-21T14:01:11Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5112649087,399,9jqox80arzpytv1b136jobhpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457055,182,1,1,21,13,6wwwud48qahpwrfxs20334qk5,0,62.7,43.7,2024-07-21T13:22:00.982Z,2024-07-21T14:01:10Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5112566987,141,39.1,5112566989,212,9.1,5112566991,213,5.93,5112566985,140,70.8,5112566983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457069,256,1,1,21,14,a9vw7ikerpr4cuweeeka5aneg,0,27.8,68.7,2024-07-21T13:22:02.436Z,2024-07-21T13:22:03Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112567119,1,,5112567115,212,26.0,5112567107,157,,5112567111,140,52.5,5112567117,213,0.07,5112567109,56,Center,5112567113,141,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457091,183,1,1,21,16,6wwwud48qahpwrfxs20334qk5,0,51.3,35.1,2024-07-21T13:22:04.285Z,2024-07-21T13:22:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5112567249,140,61.8,5112567261,213,0.93,5112567237,3,,5112567255,141,56.7,5112567259,212,18.4,5112567243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457149,257,4,1,21,22,a9vw7ikerpr4cuweeeka5aneg,1,33.8,56.2,2024-07-21T13:22:09.950Z,2024-07-21T13:22:12Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5112567637,265,,5112567631,13,,5112567633,56,Back,5112567643,286,,5112567657,233,184,5112567635,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457139,184,4,1,21,22,6wwwud48qahpwrfxs20334qk5,0,66.2,43.8,2024-07-21T13:22:09.951Z,2024-07-21T13:22:13Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5112567677,233,257,5112567601,265,,5112567595,13,,5112567675,285,,5112567599,152,,5112567597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457279,258,1,1,21,36,a9vw7ikerpr4cuweeeka5aneg,1,27.4,63.3,2024-07-21T13:22:24.277Z,2024-07-21T13:22:28Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112568361,141,65.0,5112568357,56,Back,5112568353,5,,5112568363,212,10.4,5112568359,140,37.2,5112568465,189,,5112568365,213,0.11,5112568355,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457289,259,1,1,21,38,a9vw7ikerpr4cuweeeka5aneg,1,37.2,65.0,2024-07-21T13:22:25.699Z,2024-07-21T13:22:28Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5112568443,140,25.7,5112568445,141,61.2,5112568449,213,3.35,5112568441,56,Back,5112568447,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457379,260,1,1,21,43,a9vw7ikerpr4cuweeeka5aneg,0,37.9,77.2,2024-07-21T13:22:31.375Z,2024-07-21T13:22:35Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112568925,212,66.1,5112568915,155,,5112568929,213,0.07,5112568919,140,100.0,5112568923,141,84.1,5112568933,1,,5112568917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457391,185,5,1,21,48,6wwwud48qahpwrfxs20334qk5,1,-0.8,26.4,2024-07-21T13:22:35.796Z,2024-07-21T13:35:53Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5112568987,233,261,5112568979,346,,5112568977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457387,261,5,1,21,48,a9vw7ikerpr4cuweeeka5aneg,0,100.8,73.6,2024-07-21T13:22:35.796Z,2024-07-21T13:22:38Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112568951,56,Center,5112568999,233,185,5112568955,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457603,186,1,1,22,8,6wwwud48qahpwrfxs20334qk5,1,3.7,40.0,2024-07-21T13:22:55.917Z,2024-07-21T13:24:06Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5112570195,124,,5112570205,213,1.29,5112570199,140,5.6,5112570209,237,,5112570203,212,7.3,5112570197,56,Back,5112570201,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457651,187,1,1,22,11,6wwwud48qahpwrfxs20334qk5,0,9.3,51.3,2024-07-21T13:22:58.798Z,2024-07-21T13:23:02Z,cu2l7ju3t72stqhwaurrnqbqh,M. Lamhauge,,,5112570489,141,69.0,5112570487,140,56.4,5112570491,212,50.9,5112570493,213,0.24,5112570485,56,Center,5112570495,1,,5112570483,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457663,262,1,1,22,14,a9vw7ikerpr4cuweeeka5aneg,1,37.4,29.4,2024-07-21T13:23:01.705Z,2024-07-21T13:23:05Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5112570611,141,32.7,5112570605,3,,5112570615,213,0.10,5112570607,56,Center,5112570613,212,23.5,5112570609,140,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457671,263,61,1,22,17,a9vw7ikerpr4cuweeeka5aneg,0,60.5,29.8,2024-07-21T13:23:05.048Z,2024-07-21T13:23:05Z,dsfbfzwy3c06mu50ee89qrbsa,M. Larsen,,,5112570639,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457729,188,1,1,22,19,6wwwud48qahpwrfxs20334qk5,1,35.2,86.6,2024-07-21T13:23:06.926Z,2024-07-21T13:23:11Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112570945,141,92.1,5112570943,140,62.6,5112570941,56,Left,5112570949,213,0.13,5112570947,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457765,189,1,1,22,23,6wwwud48qahpwrfxs20334qk5,1,63.9,83.9,2024-07-21T13:23:11.470Z,2024-07-21T13:23:14Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5112571147,212,26.6,5112571149,213,4.73,5112571141,56,Center,5112571143,140,64.3,5112571145,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457791,190,1,1,22,27,6wwwud48qahpwrfxs20334qk5,1,69.9,36.3,2024-07-21T13:23:14.734Z,2024-07-21T13:23:17Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5112571295,56,Right,5112571299,141,17.9,5112571301,212,22.0,5112571297,140,87.1,5112571303,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457853,191,1,1,22,29,6wwwud48qahpwrfxs20334qk5,1,89.2,18.2,2024-07-21T13:23:17.534Z,2024-07-21T13:23:23Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5112571631,140,89.4,5112571637,213,1.56,5112571633,141,64.2,5112571627,155,,5112571625,2,,5112571629,56,Center,5112571635,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457861,192,3,1,22,35,6wwwud48qahpwrfxs20334qk5,0,89.6,65.6,2024-07-21T13:23:23.149Z,2024-07-21T13:23:25Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5112571781,233,264,5112571671,286,,5112571669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457871,264,7,1,22,35,a9vw7ikerpr4cuweeeka5aneg,1,10.4,34.4,2024-07-21T13:23:23.150Z,2024-07-21T13:23:25Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5112571759,233,192,5112571713,56,Back,5112571715,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457875,265,1,1,22,36,a9vw7ikerpr4cuweeeka5aneg,0,10.3,39.1,2024-07-21T13:23:24.624Z,2024-07-21T13:23:26Z,dsfbfzwy3c06mu50ee89qrbsa,M. Larsen,,,5112571811,286,,5112571805,236,,5112571735,56,Back,5112571745,1,,5112571739,141,38.8,5112571733,157,,5112571743,213,6.19,5112571741,212,2.2,5112571807,233,193,5112571737,140,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,
2702457879,193,74,1,22,36,6wwwud48qahpwrfxs20334qk5,1,88.4,65.4,2024-07-21T13:23:24.625Z,2024-07-21T14:00:13Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112571865,233,265,5112571765,56,Center,5112571767,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458103,196,61,1,22,40,6wwwud48qahpwrfxs20334qk5,1,93.7,60.8,2024-07-21T13:23:28.632Z,2024-07-21T13:23:54Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5112573165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702457973,195,5,1,22,44,6wwwud48qahpwrfxs20334qk5,0,93.2,101.7,2024-07-21T13:23:32.217Z,2024-07-21T13:35:54Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112573385,233,266,5112572355,347,,5112572353,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458127,266,5,1,22,44,a9vw7ikerpr4cuweeeka5aneg,1,6.8,-1.7000000000000002,2024-07-21T13:23:32.217Z,2024-07-21T13:23:53Z,dsfbfzwy3c06mu50ee89qrbsa,M. Larsen,,,5112573285,56,Back,5112573357,233,195,5112573287,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458187,267,1,1,23,5,a9vw7ikerpr4cuweeeka5aneg,1,7.0,0.0,2024-07-21T13:23:52.853Z,2024-07-21T13:23:58Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5112573723,1,,5112573713,56,Back,5112573711,107,,5112573717,141,13.9,5112573721,213,0.36,5112573715,140,33.3,5112573719,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458823,274,44,1,23,6,a9vw7ikerpr4cuweeeka5aneg,1,33.5,7.6,2024-07-21T13:23:53.789Z,2024-07-21T13:25:23Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5112577261,56,Back,5112578739,233,211,5112577263,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702459047,211,44,1,23,6,6wwwud48qahpwrfxs20334qk5,0,66.5,92.4,2024-07-21T13:23:53.790Z,2024-07-21T13:25:23Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5112578529,286,,5112578527,56,Left,5112578743,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458195,268,1,1,23,10,a9vw7ikerpr4cuweeeka5aneg,0,26.0,5.8,2024-07-21T13:23:58.398Z,2024-07-21T13:23:59Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5112573769,213,3.53,5112573767,212,12.5,5112573757,155,,5112573759,56,Back,5112573765,141,0.0,5112573763,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458233,197,5,1,23,11,6wwwud48qahpwrfxs20334qk5,1,79.1,101.4,2024-07-21T13:23:58.976Z,2024-07-21T13:35:54Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5112573947,347,,5112573953,233,269,5112573945,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458201,269,5,1,23,11,a9vw7ikerpr4cuweeeka5aneg,0,20.9,-1.4,2024-07-21T13:23:58.976Z,2024-07-21T13:24:03Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5112573969,233,197,5112573789,347,,5112573787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458419,198,1,1,23,27,6wwwud48qahpwrfxs20334qk5,1,80.0,100.0,2024-07-21T13:24:15.630Z,2024-07-21T13:24:20Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112575011,141,90.6,5112574997,107,,5112575001,56,Left,5112575007,140,93.0,5112575015,212,15.7,5112575019,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458425,199,61,1,23,32,6wwwud48qahpwrfxs20334qk5,0,93.2,96.5,2024-07-21T13:24:20.254Z,2024-07-21T13:24:20Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5112575049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458433,200,83,1,23,33,6wwwud48qahpwrfxs20334qk5,0,93.1,94.7,2024-07-21T13:24:20.958Z,2024-07-21T13:27:51Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5112585697,399,5w0giylttgiapseaw6qky0mxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458469,271,1,1,23,35,a9vw7ikerpr4cuweeeka5aneg,1,14.3,19.1,2024-07-21T13:24:22.724Z,2024-07-21T13:24:24Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5112575247,140,22.7,5112575245,56,Back,5112575251,212,10.2,5112575253,213,0.52,5112575249,141,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458479,272,1,1,23,36,a9vw7ikerpr4cuweeeka5aneg,1,22.7,26.6,2024-07-21T13:24:24.536Z,2024-07-21T13:24:25Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5112575309,212,6.3,5112575305,140,21.2,5112575311,213,4.46,5112575307,141,17.7,5112575303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458503,273,1,1,23,37,a9vw7ikerpr4cuweeeka5aneg,0,21.2,17.7,2024-07-21T13:24:25.395Z,2024-07-21T13:24:27Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5112575461,212,19.5,5112575457,140,39.4,5112575459,141,11.8,5112575455,56,Back,5112575463,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458519,201,1,1,23,41,6wwwud48qahpwrfxs20334qk5,1,57.4,91.1,2024-07-21T13:24:28.846Z,2024-07-21T13:24:30Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5112575547,140,38.2,5112575553,213,3.55,5112575549,141,78.1,5112575551,212,22.0,5112575545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458589,203,1,1,23,45,6wwwud48qahpwrfxs20334qk5,1,33.2,61.4,2024-07-21T13:24:32.798Z,2024-07-21T13:24:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5112575957,212,24.9,5112575951,56,Back,5112575959,213,5.07,5112575955,141,27.0,5112575953,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702458613,204,1,1,23,49,6wwwud48qahpwrfxs20334qk5,1,45.3,24.4,2024-07-21T13:24:37.342Z,2024-07-21T13:24:39Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5112576097,141,39.2,5112576099,212,12.8,5112576095,140,52.9,5112576101,213,0.90,5112576093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
