id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2723115883,132,4,1,10,10,a9vw7ikerpr4cuweeeka5aneg,1,69.2,49.4,2024-09-21T11:11:53.631Z,2024-09-21T13:20:04Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226347909,265,,5226347905,152,,5226347903,56,Center,5226347901,13,,5226348235,233,93,5226347913,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723115941,93,4,1,10,10,ajtb177oqwawkdwbqhldmq6mx,0,30.8,50.6,2024-09-21T11:11:53.632Z,2024-09-21T13:20:05Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226348205,152,,5226348209,265,,5226348203,56,Back,5226348201,13,,5226348213,285,,5226348273,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723116505,133,2,1,10,47,a9vw7ikerpr4cuweeeka5aneg,1,68.1,51.0,2024-09-21T11:12:30.631Z,2024-09-21T14:11:14Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5227102689,5,,5226350649,141,44.8,5226350647,140,87.8,5226351141,7,dfxs5u8rdcxhzp33aks3acdn8,5226351145,56,Center,5227102693,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723116899,95,1,1,11,11,ajtb177oqwawkdwbqhldmq6mx,1,12.6,62.6,2024-09-21T11:12:55.233Z,2024-09-21T11:12:58Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226352653,213,4.26,5226352651,212,11.4,5226352643,241,,5226352641,5,,5226352645,56,Back,5226352649,141,47.5,5226352647,140,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723116905,96,1,1,11,14,ajtb177oqwawkdwbqhldmq6mx,0,7.9,47.5,2024-09-21T11:12:58.249Z,2024-09-21T11:12:59Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226352687,1,,5226352685,213,6.21,5226352675,157,,5226352679,140,48.5,5226352677,56,Back,5226352683,212,42.8,5226352681,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723116917,134,1,1,11,15,a9vw7ikerpr4cuweeeka5aneg,0,52.7,59.9,2024-09-21T11:12:59.407Z,2024-09-21T11:13:00Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226352757,213,0.29,5226352755,212,11.7,5226352753,141,64.9,5226352751,140,63.4,5226352747,155,,5226352749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723116959,97,1,1,11,17,ajtb177oqwawkdwbqhldmq6mx,1,29.9,37.6,2024-09-21T11:13:01.241Z,2024-09-21T11:13:03Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5226352943,213,4.84,5226352931,140,32.6,5226352939,212,22.0,5226352935,141,5.5,5226352927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117001,98,1,1,11,19,ajtb177oqwawkdwbqhldmq6mx,1,30.5,3.7,2024-09-21T11:13:03.441Z,2024-09-21T11:13:06Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5226353125,213,2.53,5226353119,140,12.0,5226353117,56,Back,5226353121,141,23.9,5226353123,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117027,99,1,1,11,23,ajtb177oqwawkdwbqhldmq6mx,1,12.0,23.9,2024-09-21T11:13:06.714Z,2024-09-21T11:13:08Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5226353253,141,42.8,5226353251,140,7.5,5226353255,212,13.7,5226353257,213,1.92,5226353249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117091,100,1,1,11,24,ajtb177oqwawkdwbqhldmq6mx,1,7.5,42.8,2024-09-21T11:13:08.048Z,2024-09-21T11:13:11Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226353543,213,4.84,5226353541,212,13.4,5226353535,56,Back,5226353539,141,23.3,5226353537,140,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117113,101,1,1,11,28,ajtb177oqwawkdwbqhldmq6mx,0,9.1,14.4,2024-09-21T11:13:11.801Z,2024-09-21T11:13:13Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5226353627,141,34.3,5226353625,140,45.5,5226353629,212,40.5,5226353631,213,0.34,5226353633,1,,5226353623,56,Back,5226353621,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117127,135,1,1,11,29,a9vw7ikerpr4cuweeeka5aneg,1,55.6,67.2,2024-09-21T11:13:13.198Z,2024-09-21T11:13:14Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226353693,56,Left,5226353697,141,90.0,5226353701,213,1.62,5226353695,140,54.9,5226353699,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117155,102,83,1,11,32,ajtb177oqwawkdwbqhldmq6mx,0,61.8,16.8,2024-09-21T11:13:16.328Z,2024-09-21T11:13:23Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5226354239,399,bdz03qovxerzrv12lgljae1p0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117211,137,1,1,11,36,a9vw7ikerpr4cuweeeka5aneg,1,44.6,70.8,2024-09-21T11:13:19.774Z,2024-09-21T11:13:21Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226354095,140,30.5,5226354105,213,3.34,5226354097,141,66.4,5226354093,56,Back,5226354101,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117231,138,1,1,11,37,a9vw7ikerpr4cuweeeka5aneg,1,30.5,66.4,2024-09-21T11:13:21.558Z,2024-09-21T11:13:22Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226354209,212,9.1,5226354205,140,38.7,5226354207,141,70.6,5226354203,56,Back,5226354211,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117259,139,1,1,11,40,a9vw7ikerpr4cuweeeka5aneg,1,39.2,72.3,2024-09-21T11:13:23.782Z,2024-09-21T11:13:25Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226354369,213,5.75,5226354359,56,Back,5226354365,141,67.6,5226354367,212,6.2,5226354363,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117277,140,1,1,11,41,a9vw7ikerpr4cuweeeka5aneg,1,44.3,67.5,2024-09-21T11:13:25.254Z,2024-09-21T11:13:26Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226354439,140,28.1,5226354437,56,Back,5226354447,213,3.11,5226354441,141,68.4,5226354443,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117311,141,1,1,11,42,a9vw7ikerpr4cuweeeka5aneg,1,28.1,68.4,2024-09-21T11:13:26.494Z,2024-09-21T11:13:29Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226354605,213,1.11,5226354599,140,36.8,5226354603,212,20.4,5226354597,56,Back,5226354601,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117355,142,1,1,11,45,a9vw7ikerpr4cuweeeka5aneg,1,36.8,95.3,2024-09-21T11:13:29.119Z,2024-09-21T11:13:32Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226354841,213,0.03,5226354833,56,Left,5226354837,141,96.2,5226354839,212,22.6,5226354835,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117401,143,1,1,11,48,a9vw7ikerpr4cuweeeka5aneg,1,58.3,96.2,2024-09-21T11:13:32.151Z,2024-09-21T11:13:35Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226355071,140,40.2,5226355085,213,3.12,5226355075,141,96.8,5226355079,212,19.0,5226355065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117447,144,1,1,11,51,a9vw7ikerpr4cuweeeka5aneg,1,40.2,96.8,2024-09-21T11:13:34.966Z,2024-09-21T11:13:37Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226355353,56,Back,5226355361,213,4.57,5226355359,212,18.6,5226355355,140,37.7,5226355357,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117497,145,1,1,11,53,a9vw7ikerpr4cuweeeka5aneg,1,38.4,66.9,2024-09-21T11:13:37.182Z,2024-09-21T11:13:41Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226355597,212,24.1,5226355595,141,31.6,5226355599,213,4.82,5226355591,56,Back,5226355593,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117533,146,1,1,11,57,a9vw7ikerpr4cuweeeka5aneg,1,53.4,28.6,2024-09-21T11:13:40.894Z,2024-09-21T11:13:43Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5226355773,140,67.6,5226355771,56,Right,5226355777,212,21.2,5226355779,213,5.49,5226355775,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117581,147,1,1,11,59,a9vw7ikerpr4cuweeeka5aneg,0,70.8,8.2,2024-09-21T11:13:43.550Z,2024-09-21T11:13:49Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5226356047,140,100.0,5226356045,56,Center,5226356049,141,24.1,5226356053,213,0.33,5226356051,212,33.2,5226356055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117577,103,56,1,12,5,ajtb177oqwawkdwbqhldmq6mx,1,2.4,77.6,2024-09-21T11:13:49.106Z,2024-09-21T11:13:49Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226356037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117915,104,5,1,12,5,ajtb177oqwawkdwbqhldmq6mx,1,-0.9,75.2,2024-09-21T11:13:49.434Z,2024-09-21T13:16:07Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226357557,56,Back,5226357559,346,,5226357603,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117585,148,5,1,12,5,a9vw7ikerpr4cuweeeka5aneg,0,100.9,24.8,2024-09-21T11:13:49.434Z,2024-09-21T13:16:07Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5226356077,346,,5226357623,233,104,5226356075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723117981,105,1,1,12,28,ajtb177oqwawkdwbqhldmq6mx,1,4.8,60.3,2024-09-21T11:14:11.856Z,2024-09-21T11:14:15Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226357871,141,47.3,5226357873,212,8.9,5226357879,237,,5226357875,213,4.56,5226357867,56,Back,5226357865,124,,5226357869,140,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118027,106,1,1,12,31,ajtb177oqwawkdwbqhldmq6mx,1,3.5,47.3,2024-09-21T11:14:15.088Z,2024-09-21T11:14:18Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226358087,140,15.8,5226358089,141,8.5,5226358097,213,5.17,5226358085,56,Back,5226358093,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118051,107,1,1,12,34,ajtb177oqwawkdwbqhldmq6mx,0,15.8,8.5,2024-09-21T11:14:18.247Z,2024-09-21T11:14:20Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5226358193,140,39.8,5226358191,56,Back,5226358197,212,26.4,5226358199,213,0.31,5226358195,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118083,150,1,1,12,37,a9vw7ikerpr4cuweeeka5aneg,1,66.5,75.7,2024-09-21T11:14:21.190Z,2024-09-21T11:14:22Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226358335,141,71.8,5226358339,213,5.90,5226358337,212,7.1,5226358331,56,Center,5226358333,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118117,151,1,1,12,38,a9vw7ikerpr4cuweeeka5aneg,1,72.8,71.8,2024-09-21T11:14:22.574Z,2024-09-21T11:14:24Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5226358461,140,72.2,5226358457,56,Center,5226358467,212,10.4,5226358469,213,4.65,5226358465,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118131,152,1,1,12,40,a9vw7ikerpr4cuweeeka5aneg,0,72.5,55.2,2024-09-21T11:14:24.591Z,2024-09-21T11:14:25Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226358503,140,79.2,5226358499,56,Center,5226358511,212,7.0,5226358505,141,54.8,5226358515,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118141,108,61,1,12,42,ajtb177oqwawkdwbqhldmq6mx,1,18.7,57.8,2024-09-21T11:14:25.915Z,2024-09-21T11:14:26Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226358561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118421,109,12,1,12,44,ajtb177oqwawkdwbqhldmq6mx,1,11.5,70.9,2024-09-21T11:14:27.727Z,2024-09-21T11:14:42Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5226359837,56,Back,5226359845,213,6.16,5226359839,140,48.7,5226359843,212,39.4,5226359841,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118377,153,1,1,12,48,a9vw7ikerpr4cuweeeka5aneg,1,61.0,32.7,2024-09-21T11:14:32.022Z,2024-09-21T11:14:38Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5226359635,140,78.8,5226359639,212,25.8,5226359637,141,6.5,5226359641,213,5.52,5226359633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118411,154,1,1,12,55,a9vw7ikerpr4cuweeeka5aneg,0,88.5,23.1,2024-09-21T11:14:38.654Z,2024-09-21T11:14:41Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226359793,2,,5226359803,212,36.7,5226359801,141,73.8,5226359799,140,100.0,5226359805,213,1.22,5226359795,155,,5226359807,1,,5226359797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118589,110,5,1,12,57,ajtb177oqwawkdwbqhldmq6mx,1,-0.6000000000000001,26.8,2024-09-21T11:14:41.372Z,2024-09-21T13:16:07Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5226360713,56,Back,5226360759,233,155,5226360715,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118417,155,5,1,12,57,a9vw7ikerpr4cuweeeka5aneg,0,100.6,73.2,2024-09-21T11:14:41.372Z,2024-09-21T13:16:08Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226359827,56,Center,5226359829,346,,5226360795,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118739,111,1,1,13,10,ajtb177oqwawkdwbqhldmq6mx,1,4.5,38.6,2024-09-21T11:14:54.543Z,2024-09-21T11:15:05Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5226361493,213,1.65,5226361491,212,7.8,5226361497,237,,5226361483,124,,5226361487,140,3.9,5226361485,56,Back,5226361489,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118777,112,1,1,13,21,ajtb177oqwawkdwbqhldmq6mx,0,9.2,49.4,2024-09-21T11:15:04.986Z,2024-09-21T11:15:07Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5226361633,140,33.9,5226361631,56,Back,5226361635,141,40.1,5226361639,213,6.04,5226361637,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118781,156,8,1,13,23,a9vw7ikerpr4cuweeeka5aneg,1,63.6,61.4,2024-09-21T11:15:07.295Z,2024-09-21T11:15:07Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226361665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118825,158,1,1,13,25,a9vw7ikerpr4cuweeeka5aneg,1,67.6,47.6,2024-09-21T11:15:08.687Z,2024-09-21T13:21:18Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226361885,213,0.25,5226361879,140,85.9,5226361881,141,54.9,5226361883,212,19.8,5226361877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118827,159,61,1,13,26,a9vw7ikerpr4cuweeeka5aneg,0,85.9,54.9,2024-09-21T11:15:10.527Z,2024-09-21T13:21:18Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5226361895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723166481,372,44,1,13,27,ajtb177oqwawkdwbqhldmq6mx,1,14.8,50.6,2024-09-21T11:15:10.623Z,2024-09-21T12:00:17Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226603941,233,160,5226603917,285,,5226603915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118861,160,44,1,13,27,a9vw7ikerpr4cuweeeka5aneg,0,85.2,49.4,2024-09-21T11:15:10.624Z,2024-09-21T12:00:18Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5226362047,286,,5226603975,233,372,5226362045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118829,113,12,1,13,27,ajtb177oqwawkdwbqhldmq6mx,1,22.5,52.2,2024-09-21T11:15:10.638Z,2024-09-21T11:15:17Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5226361935,15,,5226361899,56,Back,5226361903,141,65.5,5226361901,140,23.8,5226361905,212,9.1,5226361907,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723166279,502,13,1,13,30,a9vw7ikerpr4cuweeeka5aneg,1,84.5,45.4,2024-09-21T11:15:13.623Z,2024-09-21T12:00:25Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5226604813,230,98.4,5226603637,153,,5226603631,72,,5226604807,146,94.3,5226602811,56,Center,5226604805,458,,5226604809,147,100,5226604781,73,,5226604779,114,,5226604787,102,5226602809,17,5226604811,276,,5226604803,391,,5226604791,103,11.1,5226602807,22,5226604815,231,98.5,,49.1,,5226604795,108,5226604799,328,,
2723118943,115,5,1,13,32,ajtb177oqwawkdwbqhldmq6mx,1,6.0,-1.0,2024-09-21T11:15:15.945Z,2024-09-21T13:25:46Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5226362471,56,Back,5227091573,347,,5226605423,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118901,161,5,1,13,32,a9vw7ikerpr4cuweeeka5aneg,0,94.0,101.0,2024-09-21T11:15:15.945Z,2024-09-21T13:25:46Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5226362241,56,Left,5226605449,233,115,5227091535,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723118937,114,43,1,13,33,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-21T11:15:17.462Z,2024-09-21T11:50:51Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5226362379,213,4.21,5226561581,144,12,5226362375,141,2.8,5226362377,212,44.9,5226362373,140,0.0,5226362371,56,Back,5226362409,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119061,116,1,1,13,42,ajtb177oqwawkdwbqhldmq6mx,1,9.4,0.0,2024-09-21T11:15:25.751Z,2024-09-21T11:51:40Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5226562263,107,,5226362961,56,Back,5226362963,140,29.5,5226362969,213,0.44,5226362965,141,12.5,5226562265,1,,5226362967,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119077,117,1,1,13,44,ajtb177oqwawkdwbqhldmq6mx,0,30.1,4.3,2024-09-21T11:15:27.999Z,2024-09-21T11:51:42Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5226363007,140,23.8,5226363005,56,Back,5226363009,141,13.1,5226363013,213,2.41,5226363011,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119125,162,43,1,13,45,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-09-21T11:15:28.662Z,2024-09-21T11:15:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226363243,141,96.3,5226363231,2,0,5226363233,6,0,5226363241,140,56.3,5226363239,56,Left,5226363235,155,0,5226363245,212,0,5226363513,144,1,5226363247,213,0.00,5226363237,224,,,,,,,,,,,,,,,,0,,,,,,,,,
2723167095,503,1,1,13,45,a9vw7ikerpr4cuweeeka5aneg,0,72.0,87.8,2024-09-21T11:15:29.622Z,2024-09-21T12:01:00Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5226607361,233,369,5226607301,212,3.4,5226607303,213,0.37,5226607365,286,,5226607359,236,,5226607299,141,89.6,5226607297,140,75.0,5226607293,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723159713,369,74,1,13,46,ajtb177oqwawkdwbqhldmq6mx,1,27.1,15.8,2024-09-21T11:15:29.623Z,2024-09-21T12:01:00Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5226607429,233,503,5226566811,56,Back,5226566813,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119137,164,1,1,13,50,a9vw7ikerpr4cuweeeka5aneg,1,57.0,94.2,2024-09-21T11:15:34.255Z,2024-09-21T11:15:39Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226363261,56,Back,5226363263,140,43.8,5226363267,212,14.5,5226363265,141,88.0,5226363269,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119227,165,1,1,13,55,a9vw7ikerpr4cuweeeka5aneg,1,43.7,67.0,2024-09-21T11:15:39.238Z,2024-09-21T11:15:41Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5226363657,56,Back,5226363665,213,4.78,5226363659,140,45.1,5226363661,141,34.0,5226363663,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119241,166,1,1,13,57,a9vw7ikerpr4cuweeeka5aneg,0,52.9,32.4,2024-09-21T11:15:41.374Z,2024-09-21T11:15:42Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5226363753,212,18.4,5226363751,141,14.6,5226363745,56,Right,5226363755,213,5.57,5226363749,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119277,118,1,1,14,0,ajtb177oqwawkdwbqhldmq6mx,0,26.4,77.5,2024-09-21T11:15:44.070Z,2024-09-21T13:29:37Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5226363945,56,Back,5226363949,141,74.2,5226363947,140,45.1,5226363953,213,6.17,5226363951,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119291,167,1,1,14,2,a9vw7ikerpr4cuweeeka5aneg,1,47.4,27.9,2024-09-21T11:15:45.767Z,2024-09-21T11:15:49Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5226364037,213,0.38,5226364035,212,9.8,5226364029,56,Center,5226364031,140,56.1,5226364033,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119339,168,1,1,14,5,a9vw7ikerpr4cuweeeka5aneg,1,56.3,33.3,2024-09-21T11:15:48.927Z,2024-09-21T11:15:53Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5226364321,56,Left,5226364323,140,73.3,5226364331,1,,5226364329,213,1.16,5226364325,141,93.8,5226364327,212,44.8,5226364319,196,,5226364317,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119343,169,1,1,14,9,a9vw7ikerpr4cuweeeka5aneg,0,78.4,95.6,2024-09-21T11:15:53.119Z,2024-09-21T11:15:53Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226364361,213,5.48,5226364353,56,Left,5226364357,141,90.5,5226364355,140,81.6,5226364359,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119405,120,4,1,14,14,ajtb177oqwawkdwbqhldmq6mx,1,24.0,4.7,2024-09-21T11:15:57.814Z,2024-09-21T13:20:05Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5226364685,285,,5226364679,56,Back,5226364683,265,,5226364681,152,,5226364677,13,,5226364803,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119417,170,4,1,14,14,a9vw7ikerpr4cuweeeka5aneg,0,76.0,95.3,2024-09-21T11:15:57.815Z,2024-09-21T13:20:06Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5226364845,233,120,5226364747,13,,5226364749,56,Left,5226364753,265,,5226364751,152,,5226364755,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723119637,121,1,1,14,28,ajtb177oqwawkdwbqhldmq6mx,1,17.8,7.4,2024-09-21T11:16:12.550Z,2024-09-21T11:16:14Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5226365815,1,,5226365807,140,29.3,5226365805,56,Back,5226365809,141,52.5,5226365811,212,33.0,5226365813,213,1.20,5226365803,152,,5226365801,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
