id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2742198371,129,1,1,13,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,99.5,99.5,2024-11-01T18:13:58.315Z,2024-11-01T18:14:02Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5330738345,155,,5330738355,212,22.7,5330738341,2,,5330738353,141,69.0,5330738357,213,4.29,5330738347,224,,5330738343,6,,5330738349,56,Center,5330738351,140,,,,,,,,90.7,,,,,,,,,,,,,,,,,,,,,,,
2742198373,130,1,1,13,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,90.7,69.0,2024-11-01T18:14:01.593Z,2024-11-01T18:14:35Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5330738363,168,,5330738367,140,88.8,5330738369,141,48.2,5330738373,213,4.57,5330738365,56,Center,5330738361,3,,5330738371,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198447,127,12,1,13,58,8gxd9ry2580pu1b1dd5ny9ymy,1,12.0,59.7,2024-11-01T18:14:02.650Z,2024-11-01T18:14:10Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5330738655,56,Back,5330738661,212,30.7,5330738665,213,6.14,5330738657,140,41.0,5330738659,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198445,131,1,1,14,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.4,20.3,2024-11-01T18:14:07.242Z,2024-11-01T18:14:10Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5330738649,212,23.9,5330738651,213,5.92,5330738647,141,7.9,5330738643,56,Right,5330738645,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198451,128,45,1,14,6,8gxd9ry2580pu1b1dd5ny9ymy,0,19.6,87.0,2024-11-01T18:14:09.962Z,2024-11-01T19:58:00Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5330738673,56,Back,5330738675,285,,5330738815,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198461,132,3,1,14,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.4,13.0,2024-11-01T18:14:09.962Z,2024-11-01T19:57:59Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330738729,56,Right,5330738779,233,128,5330738731,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198469,133,1,1,14,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.0,10.6,2024-11-01T18:14:11.850Z,2024-11-01T18:14:12Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330738763,140,86.0,5330738767,212,14.2,5330738765,141,31.5,5330738761,56,Center,5330738769,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198483,129,12,1,14,8,8gxd9ry2580pu1b1dd5ny9ymy,1,21.1,69.7,2024-11-01T18:14:12.666Z,2024-11-01T18:14:14Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5330738879,56,Back,5330738887,213,1.08,5330738883,141,86.6,5330738881,140,26.9,5330738885,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198589,131,1,1,14,10,8gxd9ry2580pu1b1dd5ny9ymy,1,26.9,86.6,2024-11-01T18:14:14.745Z,2024-11-01T18:14:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5330739419,141,78.5,5330739415,56,Back,5330739421,212,10.2,5330739417,140,35.1,5330739423,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198513,134,83,1,14,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,59.8,21.5,2024-11-01T18:14:17.794Z,2024-11-01T18:14:30Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330739619,399,9r07ooissj5mz15g87x5rmbx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198607,132,1,1,14,21,8gxd9ry2580pu1b1dd5ny9ymy,1,78.5,79.9,2024-11-01T18:14:25.378Z,2024-11-01T18:14:28Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330739549,212,17.2,5330739551,213,2.93,5330739543,56,Left,5330739547,141,85.1,5330739545,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198615,133,1,1,14,24,8gxd9ry2580pu1b1dd5ny9ymy,1,65.4,84.5,2024-11-01T18:14:28.722Z,2024-11-01T18:14:30Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5330739587,141,82.9,5330739583,56,Left,5330739589,212,7.8,5330739591,213,3.28,5330739585,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198653,134,1,1,14,27,8gxd9ry2580pu1b1dd5ny9ymy,1,65.3,83.2,2024-11-01T18:14:31.066Z,2024-11-01T18:14:35Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5330739797,141,50.3,5330739793,56,Back,5330739795,140,47.3,5330739799,212,29.3,5330739803,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198681,135,1,1,14,31,8gxd9ry2580pu1b1dd5ny9ymy,1,47.8,51.0,2024-11-01T18:14:35.306Z,2024-11-01T18:14:37Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5330739885,140,64.3,5330739889,212,18.6,5330739891,213,5.91,5330739887,141,40.9,5330739883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198693,136,1,1,14,33,8gxd9ry2580pu1b1dd5ny9ymy,1,64.4,40.7,2024-11-01T18:14:37.418Z,2024-11-01T18:14:39Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330739975,140,69.5,5330739977,141,27.6,5330739981,213,5.25,5330739973,56,Center,5330739979,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198741,137,1,1,14,35,8gxd9ry2580pu1b1dd5ny9ymy,1,67.9,26.1,2024-11-01T18:14:39.266Z,2024-11-01T18:14:43Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330740177,141,10.0,5330740173,56,Right,5330740181,213,5.38,5330740175,140,76.2,5330740179,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198761,138,1,1,14,39,8gxd9ry2580pu1b1dd5ny9ymy,1,71.2,7.9,2024-11-01T18:14:43.651Z,2024-11-01T18:15:01Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,1.0,5330740241,212,13.4,5330740237,141,27.6,5330740233,140,71.9,5330740243,213,1.52,5330740229,56,Center,5330740993,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198765,139,15,1,14,42,8gxd9ry2580pu1b1dd5ny9ymy,1,77.2,29.7,2024-11-01T18:14:45.851Z,2024-11-01T20:07:35Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330741049,78,,5330741063,146,87.7,5330741067,230,98.6,5330741051,29,,5330741069,231,48.0,5330740753,82,,5330740255,22,,5330741057,102,49.8,5330741053,55,5330741061,215,5330741059,103,19,5330740745,20,138,,5330740259,56,Center,5330741065,147,39.0,5330740257,18,5330741113,233,135,,,,,,,,,,,
2742198771,135,10,1,14,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.2,58.3,2024-11-01T18:14:45.951Z,2024-11-01T18:15:02Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330740329,56,Back,5330740327,94,,5330741137,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198779,136,6,1,14,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,13.8,60.6,2024-11-01T18:14:48.194Z,2024-11-01T18:14:56Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330740501,233,140,5330740415,73,,5330740413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742198793,140,6,1,14,44,8gxd9ry2580pu1b1dd5ny9ymy,1,86.2,39.4,2024-11-01T18:14:48.194Z,2024-11-01T20:00:17Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330740451,56,Center,5330740453,73,,5330740485,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199185,141,1,1,15,22,8gxd9ry2580pu1b1dd5ny9ymy,0,99.6,99.3,2024-11-01T18:15:25.907Z,2024-11-01T18:15:32Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330742547,141,48.8,5330742543,56,Center,5330742535,2,,5330742551,213,4.55,5330742549,212,34.8,5330742537,6,,5330742541,223,,5330742545,140,94.1,5330742539,155,5330742553,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199273,138,44,1,15,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.3,40.2,2024-11-01T18:15:28.762Z,2024-11-01T18:15:47Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5330742993,285,,5330743047,233,142,5330742991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199189,142,44,1,15,25,8gxd9ry2580pu1b1dd5ny9ymy,0,87.7,59.8,2024-11-01T18:15:28.763Z,2024-11-01T18:58:59Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5330742559,286,,5330743057,233,138,5330742557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199183,137,12,1,15,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.3,50.1,2024-11-01T18:15:29.659Z,2024-11-01T18:59:03Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5330742525,141,30.0,5330742533,15,,5330742529,213,5.44,5330742519,56,Back,5330742523,140,20.0,5330742527,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199241,143,1,1,15,32,8gxd9ry2580pu1b1dd5ny9ymy,1,74.9,78.4,2024-11-01T18:15:36.603Z,2024-11-01T18:15:39Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330742813,1,,5330742809,213,5.16,5330742795,155,,5330742797,56,Center,5330742799,140,91.7,5330742805,212,40.6,5330742801,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199263,144,1,1,15,35,8gxd9ry2580pu1b1dd5ny9ymy,1,91.7,24.7,2024-11-01T18:15:38.907Z,2024-11-01T18:15:41Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5330742955,140,96.4,5330742951,3,,5330742953,56,Center,5330742957,141,42.4,5330742961,213,1.18,5330742959,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199279,139,4,1,15,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.2,59.6,2024-11-01T18:15:41.194Z,2024-11-01T18:15:47Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5330743109,285,,5330743129,233,145,5330743107,265,,5330743101,56,Back,5330743105,152,,5330743097,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199271,145,4,1,15,37,8gxd9ry2580pu1b1dd5ny9ymy,0,95.8,40.4,2024-11-01T18:15:41.195Z,2024-11-01T18:15:46Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5330743033,152,,5330743037,286,,5330743135,233,139,5330743035,265,,5330743031,56,Center,5330743029,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199423,140,1,1,15,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.2,51.6,2024-11-01T18:15:56.723Z,2024-11-01T18:17:41Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5330743779,140,9.5,5330743777,56,Back,5330743785,213,4.93,5330743773,5,,5330743781,141,15.0,5330743801,189,,5330743783,212,25.5,5330743775,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199455,141,1,1,15,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.5,14.9,2024-11-01T18:15:58.188Z,2024-11-01T18:16:00Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330743959,56,Back,5330743965,212,20.5,5330743961,140,29.0,5330743963,141,17.0,5330743967,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199527,142,1,1,15,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.4,17.4,2024-11-01T18:16:01.779Z,2024-11-01T18:16:09Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5330744353,212,31.4,5330744349,140,56.7,5330744351,141,61.7,5330744355,213,1.29,5330744347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199543,144,61,1,16,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.4,66.3,2024-11-01T18:16:08.039Z,2024-11-01T20:17:32Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5330744431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199535,143,1,1,16,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.3,71.2,2024-11-01T18:16:08.891Z,2024-11-01T18:16:12Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5330744507,233,146,5330744503,236,,5330744379,141,66.3,5330744381,212,4.0,5330744377,140,72.4,5330744375,56,Center,5330744383,213,5.30,5330744511,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199557,146,74,1,16,5,8gxd9ry2580pu1b1dd5ny9ymy,1,30.9,36.9,2024-11-01T18:16:08.892Z,2024-11-01T19:57:40Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330744471,56,Back,5330744473,285,,5330744569,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199633,148,1,1,16,9,8gxd9ry2580pu1b1dd5ny9ymy,1,30.9,70.9,2024-11-01T18:16:13.483Z,2024-11-01T18:16:19Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330744919,141,79.7,5330744923,213,2.38,5330744917,140,24.9,5330744915,56,Back,5330744921,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199661,149,1,1,16,15,8gxd9ry2580pu1b1dd5ny9ymy,1,27.7,79.7,2024-11-01T18:16:19.732Z,2024-11-01T18:16:23Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5330745059,212,23.9,5330745057,141,63.7,5330745053,56,Back,5330745061,213,3.61,5330745055,140,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199721,150,1,1,16,22,8gxd9ry2580pu1b1dd5ny9ymy,1,8.0,66.1,2024-11-01T18:16:26.012Z,2024-11-01T18:16:33Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5330745483,141,72.6,5330745487,213,0.09,5330745489,1,,5330745485,212,47.9,5330745477,157,,5330745481,140,53.4,5330745479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199725,151,4,1,16,27,8gxd9ry2580pu1b1dd5ny9ymy,1,48.4,64.7,2024-11-01T18:16:31.378Z,2024-11-01T18:16:37Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5330745539,265,,5330745535,56,Back,5330745547,233,145,5330745533,13,,5330745541,286,,5330745537,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199703,145,4,1,16,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,51.6,35.3,2024-11-01T18:16:31.379Z,2024-11-01T18:16:36Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330745419,56,Center,5330745423,265,,5330745417,13,,5330745569,233,151,5330745425,285,,5330745421,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199879,152,1,1,16,42,8gxd9ry2580pu1b1dd5ny9ymy,1,48.1,54.8,2024-11-01T18:16:45.866Z,2024-11-01T18:16:50Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330746233,5,,5330746245,213,4.13,5330746237,56,Back,5330746241,141,33.1,5330746239,140,38.8,5330746235,152,,5330746243,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199919,153,1,1,16,46,8gxd9ry2580pu1b1dd5ny9ymy,1,39.9,33.1,2024-11-01T18:16:50.066Z,2024-11-01T18:16:54Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5330746441,56,Back,5330746445,141,59.4,5330746447,212,17.9,5330746443,140,38.9,5330746449,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742199955,154,1,1,16,50,8gxd9ry2580pu1b1dd5ny9ymy,1,38.9,59.4,2024-11-01T18:16:53.915Z,2024-11-01T18:16:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5330746615,141,23.6,5330746611,56,Back,5330746613,140,37.1,5330746617,212,24.4,5330746619,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200029,155,1,1,16,53,8gxd9ry2580pu1b1dd5ny9ymy,1,37.7,23.6,2024-11-01T18:16:56.875Z,2024-11-01T18:17:03Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5330746985,212,41.4,5330746973,155,,5330746979,140,77.1,5330746993,1,,5330746983,141,21.0,5330746975,56,Right,5330746989,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742220965,481,50,1,16,59,8gxd9ry2580pu1b1dd5ny9ymy,1,67.5,16.0,2024-11-01T18:17:02.749Z,2024-11-01T19:57:50Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330858759,56,Right,5330858793,233,146,5330858761,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200037,146,7,1,16,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.5,84.0,2024-11-01T18:17:02.750Z,2024-11-01T19:57:50Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5330747015,56,Back,5330858771,233,481,5330747017,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200035,156,43,1,16,59,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-11-01T18:17:03.579Z,2024-11-01T18:53:44Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330859001,144,61,5330747013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200079,157,1,1,17,1,8gxd9ry2580pu1b1dd5ny9ymy,0,80.5,15.6,2024-11-01T18:17:05.683Z,2024-11-01T18:17:07Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330747243,155,,5330747247,140,93.2,5330747245,56,Center,5330747241,2,,5330747249,141,50.6,5330747253,213,1.06,5330747251,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200181,147,12,1,17,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.9,51.8,2024-11-01T18:17:06.532Z,2024-11-01T18:17:18Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5330747785,141,89.0,5330747781,56,Back,5330747783,140,19.1,5330747787,212,26.4,5330747789,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200105,158,1,1,17,5,8gxd9ry2580pu1b1dd5ny9ymy,1,83.2,8.8,2024-11-01T18:17:09.059Z,2024-11-01T18:17:10Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5330747381,56,Center,5330747385,141,21.9,5330747379,3,,5330747387,212,11.4,5330747383,140,76.5,5330747389,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200111,159,1,1,17,6,8gxd9ry2580pu1b1dd5ny9ymy,1,76.3,21.6,2024-11-01T18:17:10.611Z,2024-11-01T18:17:12Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5330747411,56,Center,5330747415,141,33.4,5330747417,212,11.1,5330747413,140,69.0,5330747419,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200131,160,1,1,17,8,8gxd9ry2580pu1b1dd5ny9ymy,1,69.2,35.8,2024-11-01T18:17:12.325Z,2024-11-01T18:17:14Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330747553,141,24.0,5330747549,56,Center,5330747557,213,4.66,5330747555,212,8.0,5330747551,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200159,161,1,1,17,10,8gxd9ry2580pu1b1dd5ny9ymy,0,69.7,23.7,2024-11-01T18:17:14.164Z,2024-11-01T18:17:16Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5330747691,2,,5330747695,56,Center,5330747703,213,0.42,5330747699,141,40.6,5330747701,212,28.1,5330747697,140,94.1,5330747693,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200183,148,12,1,17,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,7.9,57.2,2024-11-01T18:17:17.956Z,2024-11-01T18:17:22Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5330747795,140,23.7,5330747801,213,0.62,5330747805,15,,5330747799,212,20.5,5330747797,141,74.8,5330747793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200193,162,1,1,17,15,8gxd9ry2580pu1b1dd5ny9ymy,0,70.6,23.4,2024-11-01T18:17:19.547Z,2024-11-01T18:17:20Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330747875,141,19.8,5330747869,3,,5330747871,56,Right,5330747873,140,73.4,5330747877,212,3.8,5330747879,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200227,150,1,1,17,18,aqtkb4mgrz8c6iqfufj6qjbv9,0,27.3,77.8,2024-11-01T18:17:22.509Z,2024-11-01T18:17:23Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330748039,56,Back,5330748041,140,49.6,5330748045,212,23.8,5330748047,213,0.18,5330748043,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200277,163,1,1,17,22,8gxd9ry2580pu1b1dd5ny9ymy,1,55.7,9.0,2024-11-01T18:17:26.107Z,2024-11-01T18:17:35Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5330748247,213,0.50,5330748233,56,Right,5330748245,212,6.7,5330748237,140,61.3,5330748241,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200315,165,1,1,17,25,8gxd9ry2580pu1b1dd5ny9ymy,1,59.6,7.7,2024-11-01T18:17:29.067Z,2024-11-01T18:17:30Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5330748421,141,25.6,5330748425,213,1.62,5330748417,56,Center,5330748423,212,12.2,5330748419,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200329,166,1,1,17,26,8gxd9ry2580pu1b1dd5ny9ymy,0,59.1,25.6,2024-11-01T18:17:30.539Z,2024-11-01T18:17:32Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330748503,212,23.0,5330748505,213,5.34,5330748499,140,71.9,5330748501,141,0.0,5330748497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200427,151,5,1,17,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.6,101.5,2024-11-01T18:17:32.186Z,2024-11-01T19:58:33Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5330749031,347,,5330749045,233,167,5330749029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200339,167,5,1,17,28,8gxd9ry2580pu1b1dd5ny9ymy,0,70.4,-1.5,2024-11-01T18:17:32.186Z,2024-11-01T19:58:34Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5330748551,347,,5330749083,233,151,5330748549,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200533,152,1,1,17,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,42.2,100.0,2024-11-01T18:17:50.037Z,2024-11-01T18:17:52Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5330749547,56,Left,5330749545,107,,5330749553,212,16.1,5330749549,140,53.8,5330749555,213,5.57,5330749551,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200557,168,44,1,17,47,8gxd9ry2580pu1b1dd5ny9ymy,1,44.8,12.4,2024-11-01T18:17:51.572Z,2024-11-01T19:58:08Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330749679,56,Back,5330749721,233,153,5330749681,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200539,153,44,1,17,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.2,87.6,2024-11-01T18:17:51.573Z,2024-11-01T19:58:08Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5330749581,56,Left,5330749585,286,,5330749747,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742200581,169,1,1,17,48,8gxd9ry2580pu1b1dd5ny9ymy,1,42.5,10.3,2024-11-01T18:17:52.388Z,2024-11-01T18:59:39Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5330749793,213,0.01,5330749785,56,Right,5330749791,212,11.8,5330749789,141,10.4,5330749787,140,53.7,5330749783,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
