id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2722764377,190,1,1,19,41,b8oqgvx1ijeyn6y1cn6929ix4,1,65.0,95.0,2024-09-20T16:52:15.569Z,2024-09-20T16:52:17Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5224437727,140,45.5,5224437733,213,3.30,5224437725,56,Back,5224437729,141,90.3,5224437731,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764415,191,1,1,19,43,b8oqgvx1ijeyn6y1cn6929ix4,1,45.5,90.3,2024-09-20T16:52:17.753Z,2024-09-20T16:52:24Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,5224437949,140,39.6,5224437953,212,20.5,5224437955,213,4.41,5224437947,56,Back,5224437951,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764431,192,1,1,19,50,b8oqgvx1ijeyn6y1cn6929ix4,1,45.8,46.1,2024-09-20T16:52:24.122Z,2024-09-20T16:52:27Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,5224438049,141,24.4,5224438045,56,Back,5224438047,140,44.6,5224438051,212,14.8,5224438053,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764449,193,1,1,19,53,b8oqgvx1ijeyn6y1cn6929ix4,1,51.6,13.8,2024-09-20T16:52:27.105Z,2024-09-20T16:52:31Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5224438117,56,Right,5224438123,212,18.1,5224438119,140,67.6,5224438125,213,5.90,5224438121,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764463,166,83,1,19,55,b2vft81kyjurzbmekvgrqwr64,0,38.9,79.1,2024-09-20T16:52:29.377Z,2024-09-20T18:51:23Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5224531649,399,9618hk1lq7i6see347k7plkyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764455,194,1,1,19,57,b8oqgvx1ijeyn6y1cn6929ix4,0,64.7,15.5,2024-09-20T16:52:31.408Z,2024-09-20T17:31:22Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,5224438135,212,9.7,5224438137,213,5.92,5224438129,56,Right,5224438131,140,73.3,5224438133,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764467,167,1,1,20,0,b2vft81kyjurzbmekvgrqwr64,0,26.6,85.4,2024-09-20T16:52:34.649Z,2024-09-20T18:51:21Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5224438197,141,86.2,5224438199,212,16.4,5224438195,140,42.2,5224438203,1,,5224438193,56,Back,5224438191,157,,5224438201,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764497,195,1,1,20,1,b8oqgvx1ijeyn6y1cn6929ix4,1,54.6,5.8,2024-09-20T16:52:35.809Z,2024-09-20T16:52:40Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5224438353,141,21.9,5224438349,56,Center,5224438357,213,1.19,5224438351,140,58.8,5224438355,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764525,196,1,1,20,6,b8oqgvx1ijeyn6y1cn6929ix4,1,49.9,33.7,2024-09-20T16:52:40.761Z,2024-09-20T16:52:45Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5224438491,56,Center,5224438493,140,51.0,5224438499,213,1.53,5224438495,141,77.6,5224438497,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764545,197,1,1,20,11,b8oqgvx1ijeyn6y1cn6929ix4,1,56.6,77.9,2024-09-20T16:52:45.241Z,2024-09-20T16:52:49Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,5224438593,213,3.89,5224438587,140,42.0,5224438589,141,56.9,5224438591,212,21.0,5224438585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764557,198,1,1,20,16,b8oqgvx1ijeyn6y1cn6929ix4,1,43.5,56.3,2024-09-20T16:52:50.137Z,2024-09-20T16:52:52Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,5224438641,141,23.9,5224438643,212,23.9,5224438637,56,Center,5224438645,213,5.11,5224438639,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764605,199,1,1,20,18,b8oqgvx1ijeyn6y1cn6929ix4,1,55.6,25.2,2024-09-20T16:52:51.938Z,2024-09-20T16:52:58Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5224438883,141,77.2,5224438887,213,0.73,5224438879,56,Center,5224438881,140,92.9,5224438877,155,,5224438889,1,,5224438885,212,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764615,200,1,1,20,24,b8oqgvx1ijeyn6y1cn6929ix4,0,92.9,77.2,2024-09-20T16:52:58.513Z,2024-09-20T16:53:01Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5224438991,286,,5224438913,140,92.3,5224438987,233,168,5224438917,212,3.6,5224438907,2,,5224438985,236,,5224438911,56,Center,5224438915,141,72.0,5224438919,213,,,,,,,,,,,,,,,,,,,,,,4.54,,,,,,,
2722764629,168,12,1,20,24,b2vft81kyjurzbmekvgrqwr64,1,4.8,21.5,2024-09-20T16:52:58.613Z,2024-09-20T18:51:19Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5224438983,56,Back,5224438997,233,200,5224438981,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764647,170,6,1,20,26,b2vft81kyjurzbmekvgrqwr64,0,5.8,24.0,2024-09-20T16:53:00.264Z,2024-09-20T18:51:16Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5224439065,233,201,5224439059,73,,5224439057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764625,201,6,1,20,26,b8oqgvx1ijeyn6y1cn6929ix4,1,94.2,76.0,2024-09-20T16:53:00.264Z,2024-09-20T18:36:11Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5224438971,56,Center,5224438973,73,,5224439061,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764639,169,43,1,20,29,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-09-20T16:53:03.153Z,2024-09-20T16:55:54Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5224443221,144,61,5224439013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764801,202,1,1,21,1,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,99.5,2024-09-20T16:53:35.441Z,2024-09-20T16:57:40Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5224439851,155,,5224439865,1,,5224439859,141,46.0,5224439861,212,38.3,5224439855,56,Center,5224439847,2,,5224439853,224,,5224439849,6,,5224439863,213,5224439857,140,,,,,,,,,,,,,,,,,,,,4.40,88.2,,,,,,
2722764835,203,1,1,21,6,b8oqgvx1ijeyn6y1cn6929ix4,0,90.8,24.1,2024-09-20T16:53:40.087Z,2024-09-20T16:53:44Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5224440041,155,,5224440045,140,97.7,5224440049,212,30.9,5224440051,213,1.33,5224440043,56,Center,5224440039,2,,5224440047,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764829,171,43,1,21,6,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-09-20T16:53:40.520Z,2024-09-20T17:31:43Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5224440017,212,2.4,5224440013,140,10.0,5224440015,141,67.2,5224440019,213,1.48,5224539705,144,12,5224440011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764845,172,5,1,21,9,b2vft81kyjurzbmekvgrqwr64,1,-1.0,30.1,2024-09-20T16:53:42.920Z,2024-09-20T18:31:44Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5224440087,346,,5224440109,233,204,5224440085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764841,204,5,1,21,9,b8oqgvx1ijeyn6y1cn6929ix4,0,101.0,69.9,2024-09-20T16:53:42.920Z,2024-09-20T18:31:44Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5224440061,346,,5224440059,56,Center,5224440121,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764933,173,1,1,21,25,b2vft81kyjurzbmekvgrqwr64,1,4.8,49.7,2024-09-20T16:53:59.096Z,2024-09-20T16:54:02Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5224440569,56,Back,5224440577,213,1.17,5224440581,237,,5224440573,141,71.4,5224440575,212,16.0,5224440567,124,,5224440571,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764939,174,1,1,21,28,b2vft81kyjurzbmekvgrqwr64,1,13.0,73.3,2024-09-20T16:54:02.128Z,2024-09-20T16:54:04Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5224440613,141,55.8,5224440617,213,4.41,5224440611,140,9.5,5224440609,56,Back,5224440615,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764951,175,1,1,21,30,b2vft81kyjurzbmekvgrqwr64,0,9.5,55.8,2024-09-20T16:54:04.272Z,2024-09-20T16:54:07Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5224440665,1,,5224440653,157,,5224440659,141,73.3,5224440661,212,43.2,5224440655,56,Back,5224440663,213,0.28,5224440657,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764953,205,8,1,21,34,b8oqgvx1ijeyn6y1cn6929ix4,1,46.9,20.6,2024-09-20T16:54:08.169Z,2024-09-20T16:54:08Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5224440667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764977,176,1,1,21,35,b2vft81kyjurzbmekvgrqwr64,1,42.6,71.4,2024-09-20T16:54:09.735Z,2024-09-20T16:54:11Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5224440759,56,Back,5224440761,140,33.4,5224440765,212,10.8,5224440763,141,78.5,5224440767,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764981,177,1,1,21,37,b2vft81kyjurzbmekvgrqwr64,1,33.4,78.5,2024-09-20T16:54:11.711Z,2024-09-20T16:54:12Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5224440791,56,Center,5224440795,141,72.9,5224440799,213,6.12,5224440793,140,55.6,5224440797,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764999,178,1,1,21,38,b2vft81kyjurzbmekvgrqwr64,1,55.6,72.9,2024-09-20T16:54:12.791Z,2024-09-20T16:54:15Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5224440849,140,56.0,5224440851,141,65.1,5224440855,212,5.3,5224440859,213,4.79,5224440847,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765003,179,61,1,21,39,b2vft81kyjurzbmekvgrqwr64,0,56.0,65.1,2024-09-20T16:54:12.863Z,2024-09-20T18:51:33Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5224440863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722764983,206,61,1,21,39,b8oqgvx1ijeyn6y1cn6929ix4,1,53.8,23.3,2024-09-20T16:54:13.273Z,2024-09-20T16:54:13Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,5224440803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765007,208,1,1,21,41,b8oqgvx1ijeyn6y1cn6929ix4,0,42.9,24.6,2024-09-20T16:54:15.447Z,2024-09-20T16:54:16Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,5224440887,212,16.0,5224440885,141,15.6,5224440889,213,5.89,5224440883,140,57.0,5224440881,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765011,180,8,1,21,43,b2vft81kyjurzbmekvgrqwr64,1,44.2,76.0,2024-09-20T16:54:17.272Z,2024-09-20T16:54:17Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5224440911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765165,182,1,1,21,43,b2vft81kyjurzbmekvgrqwr64,1,44.2,76.0,2024-09-20T16:54:17.783Z,2024-09-20T16:54:49Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5224441553,141,62.0,5224441557,213,5.71,5224441549,56,Center,5224441551,140,58.4,5224441555,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765191,209,4,1,22,15,b8oqgvx1ijeyn6y1cn6929ix4,1,11.9,58.1,2024-09-20T16:54:49.262Z,2024-09-20T18:30:51Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,5224441675,285,,5224441711,233,183,5224441667,13,,5224441671,152,,5224441669,56,Back,5224441673,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765171,183,4,1,22,15,b2vft81kyjurzbmekvgrqwr64,0,88.1,41.9,2024-09-20T16:54:49.263Z,2024-09-20T18:30:51Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5224441695,265,,5224441697,286,,5224441749,233,209,5224441689,13,,5224441691,56,Center,5224441693,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765257,210,1,1,22,28,b8oqgvx1ijeyn6y1cn6929ix4,0,13.8,54.2,2024-09-20T16:55:02.561Z,2024-09-20T16:56:03Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,5224442013,1,,5224442003,56,Center,5224441997,5,,5224442007,141,69.0,5224442001,152,,5224442011,213,0.18,5224442009,212,57.5,5224442005,140,67.7,5224441999,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765263,211,44,1,22,30,b8oqgvx1ijeyn6y1cn6929ix4,1,67.5,67.2,2024-09-20T16:55:04.254Z,2024-09-20T17:35:32Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224552865,233,184,5224442029,56,Center,5224442031,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765245,184,44,1,22,30,b2vft81kyjurzbmekvgrqwr64,0,32.5,32.8,2024-09-20T16:55:04.255Z,2024-09-20T18:51:18Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5224552891,233,211,5224441947,285,,5224441945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765265,212,1,1,22,30,b8oqgvx1ijeyn6y1cn6929ix4,1,67.0,68.5,2024-09-20T16:55:04.392Z,2024-09-20T17:35:56Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224442033,56,Center,5224442041,213,4.53,5224442037,141,57.9,5224442035,140,65.7,5224442039,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765253,185,43,1,22,30,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-09-20T16:55:04.599Z,2024-09-20T17:35:23Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5224441975,3,0,5224441979,140,40.1,5224441983,212,7.7,5224441985,213,1.06,5224441977,56,Back,5224441981,141,60.8,5224552099,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765277,213,1,1,22,33,b8oqgvx1ijeyn6y1cn6929ix4,1,65.7,57.9,2024-09-20T16:55:07.376Z,2024-09-20T16:55:08Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,5224442099,141,73.9,5224442103,213,1.98,5224442095,56,Center,5224442097,140,61.2,5224442101,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765295,214,1,1,22,34,b8oqgvx1ijeyn6y1cn6929ix4,1,61.2,73.9,2024-09-20T16:55:08.488Z,2024-09-20T16:55:12Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5224442183,56,Left,5224442187,141,93.5,5224442191,213,1.18,5224442185,140,66.5,5224442189,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765303,215,1,1,22,38,b8oqgvx1ijeyn6y1cn6929ix4,1,67.6,88.4,2024-09-20T16:55:12.134Z,2024-09-20T16:55:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5224442229,212,18.1,5224442225,140,65.1,5224442227,141,62.1,5224442231,213,4.57,5224442223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765307,216,1,1,22,39,b8oqgvx1ijeyn6y1cn6929ix4,1,64.8,61.8,2024-09-20T16:55:13.751Z,2024-09-20T16:55:15Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5224442253,140,66.2,5224442257,212,16.3,5224442251,56,Center,5224442259,213,4.80,5224442255,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765325,217,1,1,22,41,b8oqgvx1ijeyn6y1cn6929ix4,1,67.6,37.3,2024-09-20T16:55:15.807Z,2024-09-20T16:55:18Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,5224442321,213,3.87,5224442313,56,Center,5224442315,140,59.3,5224442319,212,11.7,5224442317,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765347,218,1,1,22,44,b8oqgvx1ijeyn6y1cn6929ix4,1,59.4,25.3,2024-09-20T16:55:18.535Z,2024-09-20T16:55:23Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5224442431,56,Center,5224442435,141,39.5,5224442439,213,1.38,5224442433,140,61.2,5224442437,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765393,219,1,1,22,52,b8oqgvx1ijeyn6y1cn6929ix4,1,58.7,48.2,2024-09-20T16:55:26.175Z,2024-09-20T16:55:29Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5224442631,213,1.90,5224442623,56,Center,5224442629,212,17.0,5224442625,140,53.5,5224442627,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765409,220,1,1,22,55,b8oqgvx1ijeyn6y1cn6929ix4,1,53.5,71.8,2024-09-20T16:55:28.902Z,2024-09-20T16:55:31Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,5224442719,141,88.0,5224442715,56,Left,5224442721,212,14.2,5224442717,140,62.0,5224442723,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765415,221,1,1,22,57,b8oqgvx1ijeyn6y1cn6929ix4,1,62.4,87.8,2024-09-20T16:55:31.743Z,2024-09-20T16:55:32Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5224442771,213,5.64,5224442763,56,Center,5224442767,141,75.0,5224442769,212,14.5,5224442765,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765417,222,1,1,22,58,b8oqgvx1ijeyn6y1cn6929ix4,1,73.4,75.0,2024-09-20T16:55:32.638Z,2024-09-20T16:55:34Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224442781,212,6.3,5224442777,140,67.4,5224442783,213,3.02,5224442803,156,,5224442775,56,Center,5224442779,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765423,223,1,1,23,0,b8oqgvx1ijeyn6y1cn6929ix4,1,67.4,76.1,2024-09-20T16:55:33.975Z,2024-09-20T16:55:34Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5224442813,56,Center,5224442821,213,5.06,5224442815,140,74.8,5224442819,212,22.8,5224442817,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765429,224,1,1,23,0,b8oqgvx1ijeyn6y1cn6929ix4,1,74.8,44.5,2024-09-20T16:55:34.775Z,2024-09-20T17:30:17Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,5224442851,213,2.67,5224442843,56,Center,5224442845,140,68.3,5224442849,212,7.7,5224442847,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765439,225,1,1,23,2,b8oqgvx1ijeyn6y1cn6929ix4,1,68.3,49.6,2024-09-20T16:55:36.086Z,2024-09-20T16:55:38Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5224442909,140,76.5,5224442915,213,0.06,5224442907,56,Center,5224442911,141,50.4,5224442913,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765449,226,1,1,23,4,b8oqgvx1ijeyn6y1cn6929ix4,1,78.3,51.3,2024-09-20T16:55:38.326Z,2024-09-20T16:55:39Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224442957,212,9.0,5224442953,140,76.0,5224442959,213,4.44,5224442955,141,38.6,5224442951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765457,227,1,1,23,5,b8oqgvx1ijeyn6y1cn6929ix4,1,76.0,38.6,2024-09-20T16:55:39.007Z,2024-09-20T17:30:30Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,5224443003,141,21.3,5224443007,213,5.51,5224443001,140,87.5,5224442999,56,Center,5224443005,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765459,228,1,1,23,7,b8oqgvx1ijeyn6y1cn6929ix4,0,89.4,20.1,2024-09-20T16:55:41.383Z,2024-09-20T16:55:42Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,5224443011,2,,5224443023,213,1.49,5224443021,212,13.4,5224443019,141,39.7,5224443015,56,Center,5224443017,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765473,186,12,1,23,8,b2vft81kyjurzbmekvgrqwr64,1,10.8,61.2,2024-09-20T16:55:42.638Z,2024-09-20T17:36:08Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5224443099,167,,5224443093,213,3.13,5224443087,140,0.0,5224443091,212,13.1,5224443085,56,Back,5224443089,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765475,187,6,1,23,9,b2vft81kyjurzbmekvgrqwr64,0,2.5,61.0,2024-09-20T16:55:43.041Z,2024-09-20T18:36:12Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5224443119,73,,5224443147,233,229,5224443117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765461,229,6,1,23,9,b8oqgvx1ijeyn6y1cn6929ix4,1,97.5,39.0,2024-09-20T16:55:43.041Z,2024-09-20T18:36:12Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,5224443073,56,Center,5224443131,233,187,5224443075,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765609,230,1,1,23,43,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,0.5,2024-09-20T16:56:17.119Z,2024-09-20T16:56:30Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5224443821,6,,5224443835,213,1.88,5224443823,155,,5224443827,56,Center,5224443831,141,38.9,5224443819,2,,5224443825,223,,5224443829,140,91.6,5224443833,212,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,,
2722765621,231,1,1,23,45,b8oqgvx1ijeyn6y1cn6929ix4,0,91.6,38.9,2024-09-20T16:56:18.839Z,2024-09-20T17:39:11Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224443893,213,1.77,5224443887,140,89.8,5224443891,212,9.8,5224443885,56,Center,5224443889,141,53.0,5224443883,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722788005,470,44,1,23,46,b8oqgvx1ijeyn6y1cn6929ix4,1,88.0,60.7,2024-09-20T16:56:20.078Z,2024-09-20T18:31:16Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,5224567451,233,188,5224567397,286,,5224567395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765635,188,44,1,23,46,b2vft81kyjurzbmekvgrqwr64,0,12.0,39.3,2024-09-20T16:56:20.079Z,2024-09-20T18:31:17Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5224445813,56,Back,5224445815,285,,5224567405,233,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765625,232,61,1,23,47,b8oqgvx1ijeyn6y1cn6929ix4,1,89.8,53.0,2024-09-20T16:56:21.071Z,2024-09-20T17:38:22Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,1.0,5224443903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722765639,189,61,1,23,48,b2vft81kyjurzbmekvgrqwr64,1,12.5,39.1,2024-09-20T16:56:22.238Z,2024-09-20T17:38:01Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5224445999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
