id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2714950783,112,10,1,12,0,8gxd9ry2580pu1b1dd5ny9ymy,1,4.1,53.0,2024-08-30T17:42:25.690Z,2024-08-30T17:42:29Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5181662209,56,Back,5181662527,233,134,5181662207,182,,5181662383,177,,5181662205,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950953,115,1,1,12,17,8gxd9ry2580pu1b1dd5ny9ymy,0,13.1,50.7,2024-08-30T17:42:42.390Z,2024-08-30T19:36:37Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5181663245,1,,5181663235,56,Center,5181663237,140,55.9,5181663243,213,6.20,5181663241,212,45.1,5181663233,157,,5181663239,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950981,135,1,1,12,18,a9vw7ikerpr4cuweeeka5aneg,0,50.5,54.8,2024-08-30T17:42:44.246Z,2024-08-30T17:42:46Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181663353,141,62.7,5181663355,212,17.0,5181663349,56,Center,5181663351,140,65.9,5181663347,3,,5181663357,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950977,116,44,1,12,20,8gxd9ry2580pu1b1dd5ny9ymy,1,29.2,37.3,2024-08-30T17:42:45.543Z,2024-08-30T20:00:15Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181663429,233,136,5181663331,285,,5181663327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950985,136,44,1,12,20,a9vw7ikerpr4cuweeeka5aneg,0,70.8,62.7,2024-08-30T17:42:45.544Z,2024-08-30T20:00:15Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181663479,233,116,5181663375,286,,5181663373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950993,117,1,1,12,20,8gxd9ry2580pu1b1dd5ny9ymy,0,20.9,37.3,2024-08-30T17:42:45.815Z,2024-08-30T17:42:47Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181663397,3,,5181663403,140,21.2,5181663405,141,37.3,5181663399,56,Back,5181663411,213,0.00,5181663409,212,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951125,138,1,1,12,23,a9vw7ikerpr4cuweeeka5aneg,1,65.3,66.4,2024-08-30T17:42:48.726Z,2024-08-30T17:42:57Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5181664077,141,94.4,5181664079,212,19.5,5181664081,213,1.79,5181664075,140,61.2,5181664073,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951143,139,1,1,12,32,a9vw7ikerpr4cuweeeka5aneg,1,75.7,95.0,2024-08-30T17:42:57.670Z,2024-08-30T17:42:59Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5181664159,141,90.0,5181664163,213,4.50,5181664155,56,Left,5181664161,212,3.5,5181664157,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951157,140,1,1,12,34,a9vw7ikerpr4cuweeeka5aneg,1,71.9,88.0,2024-08-30T17:42:59.710Z,2024-08-30T17:43:01Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181664259,212,10.2,5181664253,141,78.1,5181664247,140,64.6,5181664239,56,Center,5181664263,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951199,141,1,1,12,35,a9vw7ikerpr4cuweeeka5aneg,1,64.6,78.1,2024-08-30T17:43:01.102Z,2024-08-30T17:43:05Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5181664497,213,1.43,5181664489,56,Left,5181664491,140,65.9,5181664495,212,9.8,5181664493,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951235,142,1,1,12,40,a9vw7ikerpr4cuweeeka5aneg,1,61.6,91.1,2024-08-30T17:43:05.550Z,2024-08-30T17:43:09Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5181664675,56,Left,5181664681,212,8.3,5181664685,213,0.40,5181664679,141,95.9,5181664677,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951225,118,83,1,12,43,8gxd9ry2580pu1b1dd5ny9ymy,0,4.7,22.2,2024-08-30T17:43:08.384Z,2024-08-30T17:43:10Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5181664777,399,bdz03qovxerzrv12lgljae1p0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951277,119,45,1,12,43,8gxd9ry2580pu1b1dd5ny9ymy,0,10.8,20.3,2024-08-30T17:43:09.213Z,2024-08-30T20:00:03Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5181664859,56,Back,5181664905,233,143,5181664861,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951245,143,3,1,12,43,a9vw7ikerpr4cuweeeka5aneg,1,89.2,79.7,2024-08-30T17:43:09.213Z,2024-08-30T20:00:02Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5181664877,233,119,5181664729,286,,5181664727,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951293,144,1,1,12,44,a9vw7ikerpr4cuweeeka5aneg,1,70.2,87.4,2024-08-30T17:43:09.838Z,2024-08-30T17:43:14Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5181664973,213,0.22,5181664971,212,15.6,5181664967,140,84.7,5181664965,56,Left,5181664969,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951321,120,45,1,12,48,8gxd9ry2580pu1b1dd5ny9ymy,0,11.3,9.6,2024-08-30T17:43:14.191Z,2024-08-30T20:00:04Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181665101,285,,5181665151,233,145,5181665099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951309,145,3,1,12,48,a9vw7ikerpr4cuweeeka5aneg,1,88.7,90.4,2024-08-30T17:43:14.191Z,2024-08-30T20:00:03Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181665117,233,120,5181665045,286,,5181665043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951347,146,1,1,12,49,a9vw7ikerpr4cuweeeka5aneg,1,97.6,78.1,2024-08-30T17:43:15.198Z,2024-08-30T17:44:24Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,1.0,,5181665229,140,92.1,5181665241,213,3.83,5181665233,141,71.1,5181668773,210,13,5181665237,212,7.5,5181665227,56,Center,5181668775,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951353,147,13,1,12,52,a9vw7ikerpr4cuweeeka5aneg,1,90.3,64.0,2024-08-30T17:43:17.791Z,2024-08-30T20:23:46Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5181668815,154,,5181668825,103,8.3,5181668835,231,50.4,5181668827,328,,5181668817,55,146,5181668823,102,30.1,5181668833,230,99.0,5181668359,153,,5181665259,64,5181668807,75,,,5181665261,56,5181668355,72,,5181665257,22,5181668811,29,,Center,5181668831,147,38.1,5181668829,146,96.0,,,,,,,,,,
2714951385,122,1,1,12,56,8gxd9ry2580pu1b1dd5ny9ymy,0,6.3,89.0,2024-08-30T17:43:21.416Z,2024-08-30T17:43:23Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5181665491,141,62.7,5181665493,212,57.9,5181665483,157,,5181665499,1,,5181665487,140,58.7,5181665495,213,5.97,5181665485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951457,149,1,1,13,7,a9vw7ikerpr4cuweeeka5aneg,1,40.2,39.1,2024-08-30T17:43:33.142Z,2024-08-30T17:43:38Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5181665877,56,Center,5181666157,189,,5181665875,157,,5181665883,212,30.0,5181665881,141,40.9,5181665879,140,68.7,5181665887,1,,5181665885,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951465,150,61,1,13,8,a9vw7ikerpr4cuweeeka5aneg,0,68.7,40.9,2024-08-30T17:43:34.222Z,2024-08-30T17:43:34Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5181665907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951483,124,1,1,13,10,8gxd9ry2580pu1b1dd5ny9ymy,1,29.3,56.6,2024-08-30T17:43:35.884Z,2024-08-30T17:43:36Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181665981,212,6.6,5181665983,213,5.28,5181665975,56,Back,5181665977,140,32.7,5181665979,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951527,125,1,1,13,11,8gxd9ry2580pu1b1dd5ny9ymy,1,32.7,48.4,2024-08-30T17:43:36.687Z,2024-08-30T17:43:40Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181666231,56,Back,5181666233,140,40.5,5181666239,213,5.18,5181666235,141,24.6,5181666237,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951549,126,1,1,13,15,8gxd9ry2580pu1b1dd5ny9ymy,1,42.2,26.7,2024-08-30T17:43:40.584Z,2024-08-30T17:43:42Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5181666335,212,39.9,5181666337,213,0.84,5181666327,155,,5181666331,140,67.7,5181666333,141,70.3,5181666339,1,,5181666329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951629,127,43,1,13,16,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-30T17:43:42.311Z,2024-08-30T17:43:50Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5181666873,144,1,5181666705,140,67.9,5181666703,56,Center,5181666711,213,4.83,5181666707,141,67.6,5181666709,212,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951553,151,43,1,13,16,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-30T17:43:42.327Z,2024-08-30T17:53:26Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181666889,399,6uwvbagahvoavs630k8uksxjp,5181693749,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951639,128,1,1,13,17,8gxd9ry2580pu1b1dd5ny9ymy,0,67.8,67.3,2024-08-30T17:43:42.765Z,2024-08-30T21:09:50Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5181813809,212,3.3,5181666741,56,Center,5181813811,213,5.74,5181813889,236,,5181813891,233,225,5181813807,141,64.8,5181813805,140,70.5,5181813895,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714956599,225,74,1,13,17,a9vw7ikerpr4cuweeeka5aneg,1,34.0,34.3,2024-08-30T17:43:42.766Z,2024-08-30T18:13:56Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181813945,233,128,5181693219,285,,5181693217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951603,152,83,1,13,19,a9vw7ikerpr4cuweeeka5aneg,1,32.0,32.5,2024-08-30T17:43:44.679Z,2024-08-30T21:09:54Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5181836855,399,6uwvbagahvoavs630k8uksxjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714981421,393,1,1,13,19,8gxd9ry2580pu1b1dd5ny9ymy,0,67.1,65.6,2024-08-30T17:43:44.720Z,2024-08-30T21:09:58Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5181836831,213,4.77,5181836825,140,67.8,5181836823,56,Center,5181836829,212,13.1,5181836827,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951659,153,1,1,13,20,a9vw7ikerpr4cuweeeka5aneg,1,31.2,37.0,2024-08-30T17:43:46.318Z,2024-08-30T17:43:49Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5181666835,56,Back,5181666837,140,39.2,5181666841,212,8.9,5181666843,213,5.96,5181666839,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951707,155,1,1,13,24,a9vw7ikerpr4cuweeeka5aneg,1,54.9,30.3,2024-08-30T17:43:49.910Z,2024-08-30T18:32:44Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,1.0,,5181667135,141,36.4,5181667137,212,19.1,5181951055,210,15,5181667131,56,Center,5181667133,140,72.7,5181667139,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951717,156,15,1,13,29,a9vw7ikerpr4cuweeeka5aneg,1,84.5,34.9,2024-08-30T17:43:55.086Z,2024-08-30T20:25:37Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5181951103,55,155,5181951119,231,48.6,5181951205,233,129,5181951111,215,,5181949403,82,,5181951107,102,52.1,5181951101,29,,5181949395,23,,5181951109,103,5181949397,20,,19,5181951113,146,5181667165,63,,5181951117,230,5181951099,76,,86.6,5181667167,56,Center,5181951115,147,37.2,98.9,,,,,,,,,
2714951729,129,10,1,13,29,8gxd9ry2580pu1b1dd5ny9ymy,1,13.4,62.8,2024-08-30T17:43:55.186Z,2024-08-30T18:32:46Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181667205,94,,5181667207,56,Back,5181951221,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951763,157,1,1,13,32,a9vw7ikerpr4cuweeeka5aneg,1,75.6,30.6,2024-08-30T17:43:58.142Z,2024-08-30T17:44:00Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5181667387,140,86.1,5181667385,56,Right,5181667389,141,12.9,5181667393,213,5.45,5181667391,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951791,158,1,1,13,34,a9vw7ikerpr4cuweeeka5aneg,1,85.7,12.0,2024-08-30T17:44:00.174Z,2024-08-30T17:44:02Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5181667515,56,Right,5181667517,140,67.5,5181667523,213,3.28,5181667521,212,19.3,5181667519,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951805,159,1,1,13,37,a9vw7ikerpr4cuweeeka5aneg,1,67.4,7.9,2024-08-30T17:44:02.454Z,2024-08-30T17:44:04Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5181667589,56,Center,5181667591,140,64.1,5181667595,212,19.5,5181667593,141,36.1,5181667597,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951827,160,1,1,13,39,a9vw7ikerpr4cuweeeka5aneg,0,65.5,35.2,2024-08-30T17:44:04.782Z,2024-08-30T17:44:07Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5181667717,140,92.7,5181667715,56,Center,5181667719,141,40.1,5181667755,4,,5181667723,213,0.12,5181667721,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951961,131,1,1,13,46,8gxd9ry2580pu1b1dd5ny9ymy,1,6.9,51.9,2024-08-30T17:44:11.840Z,2024-08-30T17:44:19Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5181668349,213,5.47,5181668341,56,Back,5181668343,140,30.1,5181668351,1,,5181668347,212,35.6,5181668345,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952013,132,1,1,13,53,8gxd9ry2580pu1b1dd5ny9ymy,1,30.0,13.5,2024-08-30T17:44:18.839Z,2024-08-30T17:44:22Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5181668645,56,Back,5181668651,212,9.4,5181668653,213,3.08,5181668647,140,21.1,5181668649,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952053,133,1,1,13,57,8gxd9ry2580pu1b1dd5ny9ymy,1,20.9,14.1,2024-08-30T17:44:22.720Z,2024-08-30T17:44:26Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5181668909,212,14.2,5181668907,141,33.9,5181668911,213,1.25,5181668905,140,25.1,5181668903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952081,134,1,1,14,0,8gxd9ry2580pu1b1dd5ny9ymy,1,25.1,33.9,2024-08-30T17:44:25.440Z,2024-08-30T17:44:28Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5181669055,141,17.7,5181669057,212,11.1,5181669053,140,24.2,5181669051,56,Back,5181669059,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952255,135,1,1,14,3,8gxd9ry2580pu1b1dd5ny9ymy,1,24.2,17.7,2024-08-30T17:44:28.607Z,2024-08-30T17:44:47Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5181669941,213,2.59,5181669935,140,7.6,5181669933,56,Back,5181669937,141,33.4,5181669939,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952317,136,1,1,14,21,8gxd9ry2580pu1b1dd5ny9ymy,1,9.7,30.9,2024-08-30T17:44:47.040Z,2024-08-30T17:44:52Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5181670219,140,44.6,5181670221,141,11.3,5181670223,212,39.0,5181670227,1,,5181670217,56,Back,5181670215,155,,5181670225,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952325,137,44,1,14,24,8gxd9ry2580pu1b1dd5ny9ymy,1,41.8,13.4,2024-08-30T17:44:50.335Z,2024-08-30T20:00:15Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5181670317,233,161,5181670259,56,Back,5181670261,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952299,161,44,1,14,24,a9vw7ikerpr4cuweeeka5aneg,0,58.2,86.6,2024-08-30T17:44:50.336Z,2024-08-30T20:00:16Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5181670137,286,,5181670333,233,137,5181670133,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952347,138,1,1,14,25,8gxd9ry2580pu1b1dd5ny9ymy,0,44.6,11.3,2024-08-30T17:44:51.329Z,2024-08-30T19:36:54Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5181670389,140,45.9,5181670393,212,1.7,5181670391,141,9.7,5181670383,3,,5181670395,213,5.61,5181670387,56,Back,5181670385,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952305,162,61,1,14,26,a9vw7ikerpr4cuweeeka5aneg,1,59.9,85.4,2024-08-30T17:44:51.342Z,2024-08-30T19:37:03Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5181670161,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952331,164,1,1,14,27,a9vw7ikerpr4cuweeeka5aneg,1,51.5,70.3,2024-08-30T17:44:52.639Z,2024-08-30T17:44:53Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5181670289,140,62.7,5181670291,141,72.4,5181670287,56,Center,5181670295,213,0.12,5181670293,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952359,165,1,1,14,28,a9vw7ikerpr4cuweeeka5aneg,1,62.7,72.4,2024-08-30T17:44:53.559Z,2024-08-30T17:44:55Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181670465,140,66.3,5181670463,56,Center,5181670469,212,7.6,5181670471,213,5.23,5181670467,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952469,166,1,1,14,30,a9vw7ikerpr4cuweeeka5aneg,1,65.7,64.8,2024-08-30T17:44:55.751Z,2024-08-30T17:45:06Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5181671111,141,72.9,5181671107,56,Center,5181671115,213,0.63,5181671113,212,9.4,5181671109,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952461,139,43,1,14,40,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-30T17:45:05.825Z,2024-08-30T17:45:14Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5181671071,285,0,5181671069,56,Back,5181671479,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952471,167,50,1,14,41,a9vw7ikerpr4cuweeeka5aneg,1,91.2,84.0,2024-08-30T17:45:06.439Z,2024-08-30T19:59:50Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5181671349,233,140,5181671123,286,,5181671121,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952507,140,7,1,14,41,8gxd9ry2580pu1b1dd5ny9ymy,1,8.8,16.0,2024-08-30T17:45:06.440Z,2024-08-30T19:59:49Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5181671325,233,167,5181671295,285,,5181671293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952531,142,1,1,14,45,8gxd9ry2580pu1b1dd5ny9ymy,0,13.8,6.2,2024-08-30T17:45:10.520Z,2024-08-30T17:45:12Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5181671389,140,30.3,5181671395,213,6.00,5181671393,212,18.1,5181671391,141,0.0,5181671387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952541,168,61,1,14,48,a9vw7ikerpr4cuweeeka5aneg,1,81.7,96.3,2024-08-30T17:45:13.607Z,2024-08-30T18:31:40Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5181671461,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952539,143,5,1,14,49,8gxd9ry2580pu1b1dd5ny9ymy,1,22.6,-1.4,2024-08-30T17:45:14.695Z,2024-08-30T20:00:45Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5181671439,347,,5181671855,233,169,5181671437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952555,169,5,1,14,49,a9vw7ikerpr4cuweeeka5aneg,0,77.4,101.4,2024-08-30T17:45:14.695Z,2024-08-30T19:37:13Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5181671887,233,143,5181671521,56,Left,5181671523,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952669,144,1,1,14,57,8gxd9ry2580pu1b1dd5ny9ymy,1,28.9,0.0,2024-08-30T17:45:23.128Z,2024-08-30T17:45:24Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5181672085,107,,5181672087,56,Back,5181672095,213,0.38,5181672091,141,2.5,5181672093,212,8.2,5181672089,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952677,145,1,1,14,59,8gxd9ry2580pu1b1dd5ny9ymy,1,36.1,2.5,2024-08-30T17:45:24.424Z,2024-08-30T17:45:25Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5181672127,56,Back,5181672129,140,31.0,5181672131,141,1.4,5181672133,212,5.4,5181672135,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952691,146,1,1,14,59,8gxd9ry2580pu1b1dd5ny9ymy,1,31.0,1.4,2024-08-30T17:45:25.264Z,2024-08-30T17:45:26Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5181672169,56,Back,5181672175,212,4.8,5181672173,141,8.3,5181672171,140,30.0,5181672177,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952699,147,1,1,15,0,8gxd9ry2580pu1b1dd5ny9ymy,0,29.9,8.3,2024-08-30T17:45:26.185Z,2024-08-30T17:45:27Z,1basznqpux0hkrrd06eaxodsl,M. Knudsen,,,5181672223,212,4.6,5181672225,213,0.00,5181672221,141,8.3,5181672219,140,34.3,5181672217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952735,148,45,1,15,3,8gxd9ry2580pu1b1dd5ny9ymy,0,33.2,9.2,2024-08-30T17:45:28.424Z,2024-08-30T17:45:32Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5181672477,233,171,5181672409,56,Back,5181672411,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714952737,171,3,1,15,3,a9vw7ikerpr4cuweeeka5aneg,1,66.8,90.8,2024-08-30T17:45:28.424Z,2024-08-30T17:45:32Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5181672415,286,,5181672413,56,Left,5181672443,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
