id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/13/value
2802158627,100,44,1,10,20,ajtb177oqwawkdwbqhldmq6mx,1,13.5,59.1,2025-04-17T13:10:35.632Z,2025-04-17T15:14:10Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657728023,233,84,5657727927,56,Back,5657727929,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158635,84,44,1,10,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.5,40.9,2025-04-17T13:10:35.633Z,2025-04-17T15:14:12Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5657727981,56,Center,5657728029,233,100,5657727983,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158629,101,12,1,10,20,ajtb177oqwawkdwbqhldmq6mx,1,14.8,58.5,2025-04-17T13:10:35.968Z,2025-04-17T13:10:37Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657727939,56,Back,5657727979,15,,5657727943,141,61.7,5657727941,140,14.9,5657727947,213,1.52,5657727945,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158639,102,12,1,10,22,ajtb177oqwawkdwbqhldmq6mx,1,14.9,61.7,2025-04-17T13:10:37.336Z,2025-04-17T13:10:39Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5657727999,140,34.1,5657728001,141,65.2,5657728007,15,,5657728005,213,0.12,5657728003,212,20.3,5657727997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158649,104,1,1,10,24,ajtb177oqwawkdwbqhldmq6mx,1,31.2,75.7,2025-04-17T13:10:40.168Z,2025-04-17T15:05:20Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5657728073,213,0.02,5657728075,1,,5657728071,212,37.9,5657728069,141,76.7,5657728067,140,67.3,5657728065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802167131,363,61,1,10,26,ajtb177oqwawkdwbqhldmq6mx,0,48.8,87.7,2025-04-17T13:10:41.320Z,2025-04-17T13:50:17Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,5657777931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158671,86,1,1,10,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.2,30.3,2025-04-17T13:10:43.248Z,2025-04-17T13:10:47Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657728199,141,56.7,5657728201,212,18.5,5657728197,140,36.8,5657728203,213,1.82,5657728195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158691,87,1,1,10,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.8,56.7,2025-04-17T13:10:47.241Z,2025-04-17T13:10:51Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5657728313,213,4.86,5657728305,56,Back,5657728307,140,39.3,5657728311,212,17.9,5657728309,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158697,88,1,1,10,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.3,30.7,2025-04-17T13:10:50.890Z,2025-04-17T13:10:52Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657728339,140,57.9,5657728345,212,19.6,5657728341,141,32.8,5657728349,213,0.07,5657728335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158725,89,1,1,10,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.7,33.0,2025-04-17T13:10:52.497Z,2025-04-17T13:11:12Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,1.0,5657728497,212,16.0,5657728495,141,15.3,5657728491,56,Right,5657728493,140,67.8,5657728499,213,5.43,5657728841,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158727,90,15,1,10,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.9,26.4,2025-04-17T13:10:57.482Z,2025-04-18T12:48:29Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5657728511,56,Center,5657728859,147,45.7,5657728843,76,,5657728847,55,89,5657728851,102,53.4,5657728855,215,,5657728789,20,,5657728509,18,,5657728507,22,5657728845,29,,,5657728857,146,5657728863,233,105,5657728853,103,8.2,,,,,,,,,,96.2,,
2802158737,105,10,1,10,42,ajtb177oqwawkdwbqhldmq6mx,1,3.7,52.2,2025-04-17T13:10:57.582Z,2025-04-18T12:48:49Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657728559,173,,5657728565,56,Back,5657728563,182,,5658909539,179,,5657728891,233,90,5658909541,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158747,91,1,1,10,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,89.9,72.6,2025-04-17T13:11:01.594Z,2025-04-17T13:11:03Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657728623,56,Center,5657728627,141,31.6,5657728621,155,,5657728625,140,95.7,5657728631,213,4.93,5657728629,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158753,106,12,1,10,49,ajtb177oqwawkdwbqhldmq6mx,1,6.9,58.8,2025-04-17T13:11:04.528Z,2025-04-17T13:11:06Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657728663,56,Back,5657728665,140,0.0,5657728667,141,73.2,5657728701,15,,5657728673,213,2.31,5657728721,167,,5657728669,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158765,92,6,1,10,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,98.6,24.7,2025-04-17T13:11:05.184Z,2025-04-17T15:02:08Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657728805,233,107,5657728751,56,Center,5657728753,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158761,107,6,1,10,49,ajtb177oqwawkdwbqhldmq6mx,0,1.4,75.3,2025-04-17T13:11:05.184Z,2025-04-18T12:49:23Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657728821,233,92,5657728775,73,,5657728773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158867,93,1,1,11,24,aqtkb4mgrz8c6iqfufj6qjbv9,0,99.5,0.5,2025-04-17T13:11:39.634Z,2025-04-18T12:49:32Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657729457,213,1.54,5657729453,141,76.9,5657729449,56,Center,5657729441,2,,5657729445,155,,5657729493,345,,5657729455,212,52.0,5657729451,140,100.0,5657729443,6,5657729459,1,,,5658910329,72,5657729447,223,,,,,,,,,,,,,,,,
2802158869,94,5,1,11,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,100.8,72.0,2025-04-17T13:11:44.521Z,2025-04-17T15:14:56Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657729625,233,108,5657729483,346,,5657729481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158887,108,5,1,11,29,ajtb177oqwawkdwbqhldmq6mx,1,-0.8,28.0,2025-04-17T13:11:44.521Z,2025-04-17T15:14:56Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657729615,56,Back,5657729617,346,,5657729621,233,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802167645,364,1,1,11,47,ajtb177oqwawkdwbqhldmq6mx,1,5.0,61.5,2025-04-17T13:12:02.320Z,2025-04-17T13:53:53Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657781659,141,53.2,5657781667,237,,5657781653,124,,5657781661,212,5.8,5657781655,56,Back,5657781663,213,4.48,5657781657,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802167695,368,1,1,11,51,ajtb177oqwawkdwbqhldmq6mx,0,7.4,52.8,2025-04-17T13:12:06.320Z,2025-04-17T13:54:26Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657781917,155,,5657781921,140,45.0,5657781925,212,39.5,5657781927,213,6.26,5657781923,141,51.3,5657781929,1,,5657781919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158917,95,1,1,11,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.2,34.9,2025-04-17T13:12:09.665Z,2025-04-17T15:05:23Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5657729845,213,5.40,5657729841,141,16.4,5657729843,212,16.3,5657729839,140,72.0,5657729835,3,,5657729837,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158919,96,1,1,11,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.0,16.4,2025-04-17T13:12:11.289Z,2025-04-17T13:55:11Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5657783147,156,,5657729851,56,Right,5657729855,141,14.0,5657729857,212,11.7,5657729849,3,,5657729853,140,61.0,5657729859,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802168113,414,1,1,11,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.4,31.3,2025-04-17T13:12:11.320Z,2025-04-17T15:05:26Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5657783785,140,68.2,5657783787,141,25.6,5657783791,213,5.95,5657783783,56,Center,5657783789,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158921,97,1,1,11,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.2,26.6,2025-04-17T13:12:13.537Z,2025-04-18T12:50:05Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5657785957,213,3.75,5657785951,140,60.5,5657785955,212,11.1,5657729867,56,Right,5657785953,141,17.2,5658910991,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158933,99,1,1,12,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.7,4.7,2025-04-17T13:12:15.417Z,2025-04-17T15:05:30Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5657729927,56,Right,5657729935,213,1.70,5657729929,140,57.4,5657729931,141,20.6,5657729933,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158939,100,1,1,12,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.4,20.6,2025-04-17T13:12:16.777Z,2025-04-17T13:12:18Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5657729965,56,Right,5657729967,140,62.8,5657729971,212,13.2,5657729973,213,5.16,5657729969,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158945,101,1,1,12,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.8,3.1,2025-04-17T13:12:18.585Z,2025-04-17T13:12:20Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5657729999,213,2.63,5657729993,140,55.1,5657729997,212,9.3,5657729995,141,9.8,5657729991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158953,102,1,1,12,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.1,9.8,2025-04-17T13:12:20.577Z,2025-04-17T15:05:32Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,5657730039,56,Back,5657730043,141,37.7,5657730041,140,45.6,5657730047,213,2.05,5657730045,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158957,103,1,1,12,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.3,47.0,2025-04-17T13:12:24.737Z,2025-04-17T13:12:27Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657730067,140,56.1,5657730065,56,Left,5657730069,141,87.4,5657730071,212,28.7,5657730073,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158967,104,1,1,12,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.5,88.3,2025-04-17T13:12:28.665Z,2025-04-17T15:05:34Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5657730139,212,12.8,5657730141,213,0.45,5657730133,56,Left,5657730135,140,65.5,5657730137,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158975,105,1,1,12,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.5,96.5,2025-04-17T13:12:29.753Z,2025-04-17T13:12:31Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657730173,56,Left,5657730175,140,55.6,5657730177,141,80.0,5657730181,213,3.97,5657730179,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158979,106,1,1,12,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.6,80.0,2025-04-17T13:12:31.560Z,2025-04-17T13:12:33Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5657730201,140,75.0,5657730207,213,0.51,5657730205,212,23.4,5657730197,155,,5657730203,141,96.8,5657730199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802167677,367,8,1,12,17,ajtb177oqwawkdwbqhldmq6mx,1,26.8,8.0,2025-04-17T13:12:32.320Z,2025-04-18T12:51:01Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5658912121,385,,5657787849,15,,5657787839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802158991,107,5,1,12,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.3,101.6,2025-04-17T13:12:32.377Z,2025-04-17T15:14:57Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5657788099,233,366,5657730263,56,Left,5657730265,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802167665,366,5,1,12,17,ajtb177oqwawkdwbqhldmq6mx,0,29.7,-1.6,2025-04-17T13:12:32.377Z,2025-04-17T15:14:57Z,,,,5657788095,347,,5657788105,233,107,5657788093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159011,108,1,1,12,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.9,100.0,2025-04-17T13:12:46.368Z,2025-04-17T15:05:36Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657730419,56,Left,5657730425,212,15.3,5657730421,140,59.2,5657730427,213,3.48,5657730423,141,94.4,5657730417,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159015,109,1,1,12,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.2,94.4,2025-04-17T13:12:47.713Z,2025-04-17T15:05:39Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5657730447,56,Center,5657730453,212,20.1,5657730449,140,71.5,5657730455,213,5.41,5657730451,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802168861,420,61,1,12,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,47.0,82.9,2025-04-17T13:12:48.320Z,2025-04-17T15:05:40Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5657788887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802167659,365,1,1,12,34,ajtb177oqwawkdwbqhldmq6mx,1,31.1,40.1,2025-04-17T13:12:49.320Z,2025-04-17T14:00:38Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657789817,213,1.21,5657789815,212,10.1,5657789811,140,34.5,5657789813,141,54.0,5657789809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802169053,374,1,1,12,35,ajtb177oqwawkdwbqhldmq6mx,1,40.2,70.5,2025-04-17T13:12:51.062Z,2025-04-17T14:01:59Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5657791659,212,20.9,5657791661,213,0.88,5657791653,56,Left,5657791657,141,94.2,5657791655,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802169057,375,1,1,12,40,ajtb177oqwawkdwbqhldmq6mx,1,60.8,95.5,2025-04-17T13:12:56.238Z,2025-04-17T14:02:25Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5657792437,141,86.5,5657792435,140,58.1,5657792433,56,Left,5657792441,213,4.28,5657792439,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802169061,376,1,1,12,43,ajtb177oqwawkdwbqhldmq6mx,1,58.3,80.1,2025-04-17T13:12:58.397Z,2025-04-17T14:03:08Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5657793819,140,50.6,5657793817,56,Center,5657793823,212,8.2,5657793825,213,3.31,5657793821,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802169691,399,1,1,12,44,ajtb177oqwawkdwbqhldmq6mx,1,50.3,83.0,2025-04-17T13:12:59.533Z,2025-04-17T14:03:34Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657794397,212,6.5,5657794391,56,Left,5657794395,141,85.4,5657794393,140,56.3,5657794399,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802169697,400,1,1,12,47,ajtb177oqwawkdwbqhldmq6mx,1,59.4,93.4,2025-04-17T13:13:02.741Z,2025-04-17T14:04:02Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5657795099,141,88.3,5657795097,140,51.1,5657795103,213,3.52,5657795095,56,Left,5657795101,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802169699,401,1,1,12,50,ajtb177oqwawkdwbqhldmq6mx,1,52.0,83.2,2025-04-17T13:13:05.906Z,2025-04-17T14:04:34Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657795859,213,5.57,5657795853,140,56.3,5657795857,212,6.0,5657795855,141,77.5,5657795851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802169709,402,1,1,12,51,ajtb177oqwawkdwbqhldmq6mx,1,55.1,75.6,2025-04-17T13:13:07.069Z,2025-04-17T14:05:08Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,5657796771,213,2.45,5657796769,212,6.8,5657796763,56,Left,5657796765,140,50.1,5657796767,141,82.0,5657796795,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802170203,415,1,1,12,52,ajtb177oqwawkdwbqhldmq6mx,1,48.4,78.1,2025-04-17T13:13:07.924Z,2025-04-17T14:05:55Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657798027,56,Left,5657798033,212,14.9,5657798035,213,0.48,5657798029,140,61.0,5657798031,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802170207,416,1,1,12,54,ajtb177oqwawkdwbqhldmq6mx,1,63.5,86.7,2025-04-17T13:13:10.100Z,2025-04-17T14:06:28Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5657798773,141,94.6,5657798775,212,12.6,5657798777,213,0.44,5657798771,140,74.4,5657798769,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802170209,417,1,1,12,56,ajtb177oqwawkdwbqhldmq6mx,0,82.5,95.1,2025-04-17T13:13:12.261Z,2025-04-18T12:51:51Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5658913509,224,,5657800109,56,Center,5657800119,1,,5657800105,2,,5657800107,155,,5657800113,141,31.5,5658913511,72,,5657800117,213,4.85,5657800111,140,5657800115,212,43.7,88.2,,,,,,,,,,,,,,,,,,,,
2802159139,111,1,1,13,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,2.9,95.6,2025-04-17T13:13:21.055Z,2025-04-17T13:13:21Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5657731107,212,32.9,5657731101,56,Back,5657731105,141,93.5,5657731103,140,34.2,5657731111,1,,5657731109,213,6.24,5657731099,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159151,110,1,1,13,8,ajtb177oqwawkdwbqhldmq6mx,1,63.7,22.2,2025-04-17T13:13:23.952Z,2025-04-17T15:05:43Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657731157,213,2.58,5657731155,212,15.8,5657731151,140,51.0,5657731153,141,34.6,5657731149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159163,111,1,1,13,12,ajtb177oqwawkdwbqhldmq6mx,1,50.4,34.8,2025-04-17T13:13:27.433Z,2025-04-17T13:13:30Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657731219,213,3.91,5657731213,140,40.5,5657731217,212,14.5,5657731211,56,Back,5657731215,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159171,112,1,1,13,15,ajtb177oqwawkdwbqhldmq6mx,1,31.9,17.7,2025-04-17T13:13:30.561Z,2025-04-17T13:13:33Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5657731259,141,44.5,5657731263,213,2.20,5657731255,56,Back,5657731257,140,19.3,5657731261,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159177,113,1,1,13,17,ajtb177oqwawkdwbqhldmq6mx,1,20.5,43.3,2025-04-17T13:13:33.104Z,2025-04-17T13:13:35Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657731319,140,20.4,5657731323,212,16.0,5657731325,213,4.71,5657731321,141,19.7,5657731317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159227,114,1,1,13,20,ajtb177oqwawkdwbqhldmq6mx,1,20.5,19.5,2025-04-17T13:13:35.664Z,2025-04-17T13:13:44Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5657731537,56,Center,5657731535,157,,5657731539,140,64.6,5657731543,212,48.6,5657731547,1,,5657731545,213,0.31,5657731541,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159277,115,4,1,13,27,ajtb177oqwawkdwbqhldmq6mx,1,64.3,28.3,2025-04-17T13:13:42.487Z,2025-04-18T12:54:36Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,5658917217,294,,5657731859,152,,5657765201,233,112,5657731863,286,,5657731857,56,Center,5657731855,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159215,112,4,1,13,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,35.7,71.7,2025-04-17T13:13:42.488Z,2025-04-18T12:54:39Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5657765223,233,115,5658917235,294,,5657731519,152,,5657731523,285,,5657731515,13,,5657731517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159293,116,1,1,13,46,ajtb177oqwawkdwbqhldmq6mx,1,64.4,26.4,2025-04-17T13:14:02.015Z,2025-04-17T13:14:03Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657731915,140,37.7,5657731917,141,35.2,5657731911,152,,5657731913,56,Back,5657731921,213,2.93,5657731919,212,28.7,5657731909,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159297,117,1,1,13,48,ajtb177oqwawkdwbqhldmq6mx,1,37.6,35.2,2025-04-17T13:14:03.480Z,2025-04-17T13:14:04Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5657731965,140,59.1,5657731967,141,27.7,5657731963,56,Center,5657731971,213,6.06,5657731969,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159303,118,1,1,13,48,ajtb177oqwawkdwbqhldmq6mx,1,58.7,27.3,2025-04-17T13:14:04.184Z,2025-04-17T13:14:05Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657731999,141,30.9,5657732001,212,16.7,5657732003,213,2.99,5657731997,140,43.0,5657731995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159309,119,1,1,13,49,ajtb177oqwawkdwbqhldmq6mx,1,43.0,30.9,2025-04-17T13:14:05.096Z,2025-04-17T13:14:07Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5657732029,141,52.5,5657732031,212,14.8,5657732033,213,1.68,5657732027,140,41.4,5657732025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159315,120,1,1,13,52,ajtb177oqwawkdwbqhldmq6mx,1,37.6,53.6,2025-04-17T13:14:07.680Z,2025-04-17T13:14:11Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5657732091,212,19.8,5657732093,213,3.56,5657732085,56,Back,5657732087,140,20.4,5657732089,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159321,121,1,1,13,55,ajtb177oqwawkdwbqhldmq6mx,1,21.5,36.4,2025-04-17T13:14:11.176Z,2025-04-17T13:14:14Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5657732139,155,,5657732143,140,41.6,5657732147,212,29.9,5657732145,141,5.2,5657732141,56,Back,5657732149,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159325,122,1,1,13,58,ajtb177oqwawkdwbqhldmq6mx,1,43.4,5.6,2025-04-17T13:14:13.936Z,2025-04-17T13:14:16Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5657732167,212,25.5,5657732165,141,22.7,5657732161,56,Center,5657732163,140,65.0,5657732169,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159333,123,1,1,14,1,ajtb177oqwawkdwbqhldmq6mx,1,64.6,21.9,2025-04-17T13:14:16.727Z,2025-04-17T13:14:17Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5657732213,56,Center,5657732215,140,52.1,5657732217,141,29.1,5657732221,213,2.78,5657732219,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802159341,124,1,1,14,2,ajtb177oqwawkdwbqhldmq6mx,1,52.1,29.1,2025-04-17T13:14:17.465Z,2025-04-17T13:14:23Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5657732263,140,61.4,5657732267,212,15.6,5657732265,141,46.9,5657732261,56,Center,5657732269,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
