id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/13/value,qualifier/12/value
2804391327,121,1,1,14,25,8gxd9ry2580pu1b1dd5ny9ymy,1,26.7,46.5,2025-04-21T11:14:47.138Z,2025-04-21T11:14:50Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5669865527,140,43.5,5669865531,212,17.6,5669865533,213,0.00,5669865525,56,Back,5669865529,141,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391339,122,1,1,14,28,8gxd9ry2580pu1b1dd5ny9ymy,1,38.8,56.1,2025-04-21T11:14:50.491Z,2025-04-21T11:14:53Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5669865559,141,69.7,5669865555,56,Center,5669865563,213,0.39,5669865561,212,24.2,5669865557,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391371,123,1,1,14,31,8gxd9ry2580pu1b1dd5ny9ymy,1,60.1,69.7,2025-04-21T11:14:52.962Z,2025-04-21T11:15:00Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5669865727,213,2.95,5669865725,212,23.0,5669865723,141,76.0,5669865721,140,38.6,5669865719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391379,124,1,1,14,38,8gxd9ry2580pu1b1dd5ny9ymy,1,38.6,74.4,2025-04-21T11:14:59.866Z,2025-04-21T11:58:39Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5669865759,141,52.3,5669865755,56,Back,5669865761,212,30.2,5669865763,213,3.66,5669865757,140,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391385,125,1,1,14,40,8gxd9ry2580pu1b1dd5ny9ymy,0,13.6,51.6,2025-04-21T11:15:01.746Z,2025-04-21T11:15:02Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5669865789,140,66.1,5669865791,141,22.8,5669865793,212,58.5,5669865795,213,5.94,5669865787,56,Center,5669865785,157,,5669865797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391411,136,1,1,14,42,dbl7ir1qugqz8nvp1vzn8im50,0,27.1,72.0,2025-04-21T11:15:03.685Z,2025-04-21T13:05:28Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5669865915,212,27.0,5669865917,213,6.28,5669865909,56,Center,5669865907,3,,5669865911,140,52.8,5669865913,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391413,126,44,1,14,45,8gxd9ry2580pu1b1dd5ny9ymy,1,37.8,25.7,2025-04-21T11:15:06.706Z,2025-04-21T13:27:33Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5669865921,56,Back,5669865969,233,137,5669865923,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391415,137,44,1,14,45,dbl7ir1qugqz8nvp1vzn8im50,0,62.2,74.3,2025-04-21T11:15:06.707Z,2025-04-21T13:27:33Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5669865927,286,,5669865973,233,126,5669865925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391427,127,1,1,14,45,8gxd9ry2580pu1b1dd5ny9ymy,1,36.2,23.2,2025-04-21T11:15:07.170Z,2025-04-21T11:15:09Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5669865987,141,7.0,5669865985,140,40.3,5669865981,3,,5669865983,56,Back,5669865989,212,11.8,5669865991,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391429,128,1,1,14,47,8gxd9ry2580pu1b1dd5ny9ymy,0,36.4,5.1,2025-04-21T11:15:08.762Z,2025-04-21T11:15:12Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669866025,140,93.1,5669866027,141,25.8,5669866029,212,61.2,5669866021,157,,5669866023,56,Center,5669866033,1,,5669866031,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391455,139,1,1,14,54,dbl7ir1qugqz8nvp1vzn8im50,1,13.2,69.0,2025-04-21T11:15:16.158Z,2025-04-21T11:15:19Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669866155,140,20.2,5669866157,141,44.0,5669866161,213,5.12,5669866159,212,18.5,5669866153,56,Back,5669866151,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391463,140,1,1,14,57,dbl7ir1qugqz8nvp1vzn8im50,1,24.8,34.2,2025-04-21T11:15:19.221Z,2025-04-21T11:15:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669866195,213,5.07,5669866187,56,Back,5669866191,141,19.1,5669866193,212,10.9,5669866189,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391477,141,1,1,14,59,dbl7ir1qugqz8nvp1vzn8im50,1,24.4,7.9,2025-04-21T11:15:21.470Z,2025-04-21T11:15:24Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5669866275,213,0.17,5669866267,56,Back,5669866273,212,15.2,5669866271,141,11.7,5669866269,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391483,142,1,1,15,3,dbl7ir1qugqz8nvp1vzn8im50,1,38.7,12.5,2025-04-21T11:15:24.677Z,2025-04-21T11:15:26Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5669866295,141,16.2,5669866299,213,2.04,5669866291,56,Back,5669866297,212,2.8,5669866293,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391491,143,1,1,15,4,dbl7ir1qugqz8nvp1vzn8im50,1,36.5,20.1,2025-04-21T11:15:26.517Z,2025-04-21T13:05:27Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5669866319,140,34.8,5669866323,212,2.7,5669866321,141,23.0,5669866325,213,2.31,5669866317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391527,144,1,1,15,9,dbl7ir1qugqz8nvp1vzn8im50,1,32.7,17.4,2025-04-21T11:15:30.877Z,2025-04-21T11:15:36Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5669866529,213,2.47,5669866525,141,41.6,5669866527,212,26.4,5669866523,140,13.1,5669866521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391537,145,1,1,15,14,dbl7ir1qugqz8nvp1vzn8im50,1,12.6,45.1,2025-04-21T11:15:36.525Z,2025-04-21T11:15:40Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669866559,56,Back,5669866563,141,37.1,5669866567,213,5.08,5669866561,140,14.6,5669866565,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391545,146,1,1,15,18,dbl7ir1qugqz8nvp1vzn8im50,1,26.1,31.2,2025-04-21T11:15:39.981Z,2025-04-21T11:15:42Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669866609,212,17.2,5669866603,56,Back,5669866605,140,13.8,5669866611,213,2.42,5669866607,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391557,147,1,1,15,21,dbl7ir1qugqz8nvp1vzn8im50,0,12.4,48.7,2025-04-21T11:15:42.717Z,2025-04-21T11:15:46Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669866679,213,0.29,5669866673,140,43.6,5669866671,56,Back,5669866669,155,,5669866675,141,62.9,5669866677,212,34.2,5669866681,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391563,129,1,1,15,25,8gxd9ry2580pu1b1dd5ny9ymy,0,50.2,40.6,2025-04-21T11:15:47.211Z,2025-04-21T11:15:52Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5669866719,140,74.4,5669866723,212,27.3,5669866721,141,25.8,5669866725,213,5.91,5669866715,3,,5669866717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391573,148,1,1,15,25,dbl7ir1qugqz8nvp1vzn8im50,1,26.6,72.0,2025-04-21T11:15:47.517Z,2025-04-21T11:15:50Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5669866767,140,12.9,5669866765,56,Back,5669866763,3,,5669866769,141,57.6,5669866771,212,17.4,5669866773,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391637,151,1,1,15,36,dbl7ir1qugqz8nvp1vzn8im50,1,16.5,48.8,2025-04-21T11:15:58.070Z,2025-04-21T11:16:04Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669867075,198,,5669867083,212,44.3,5669867081,141,55.7,5669867077,56,Center,5669867085,213,0.11,5669867079,140,58.5,5669867087,1,,5669867073,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391649,152,1,1,15,45,dbl7ir1qugqz8nvp1vzn8im50,0,48.5,52.1,2025-04-21T11:16:07.494Z,2025-04-21T11:16:08Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5669867139,155,,5669867143,140,71.7,5669867141,56,Left,5669867149,213,0.95,5669867151,1,,5669867147,212,41.7,5669867145,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391707,130,5,1,15,46,8gxd9ry2580pu1b1dd5ny9ymy,1,30.4,-1.6,2025-04-21T11:16:07.795Z,2025-04-21T13:17:24Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5669867415,347,,5669867413,56,Back,5669867421,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391655,153,5,1,15,46,dbl7ir1qugqz8nvp1vzn8im50,0,69.6,101.6,2025-04-21T11:16:07.795Z,2025-04-21T13:25:53Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5669867439,233,130,5669867171,56,Left,5669867173,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391717,131,1,1,15,56,8gxd9ry2580pu1b1dd5ny9ymy,1,37.4,0.0,2025-04-21T11:16:18.186Z,2025-04-21T11:16:20Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669867457,107,,5669867465,212,13.8,5669867467,213,0.79,5669867459,56,Back,5669867461,140,46.7,5669867463,141,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391725,132,1,1,15,58,8gxd9ry2580pu1b1dd5ny9ymy,1,45.3,23.5,2025-04-21T11:16:20.058Z,2025-04-21T11:16:22Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669867497,141,8.7,5669867495,140,33.7,5669867493,56,Back,5669867501,213,3.83,5669867499,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391741,133,1,1,16,0,8gxd9ry2580pu1b1dd5ny9ymy,0,33.7,8.7,2025-04-21T11:16:22.474Z,2025-04-21T11:16:25Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669867557,155,,5669867565,212,56.3,5669867567,213,0.66,5669867569,1,,5669867559,56,Center,5669867561,140,76.1,5669867563,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391735,154,61,1,16,3,dbl7ir1qugqz8nvp1vzn8im50,1,59.2,66.7,2025-04-21T11:16:25.206Z,2025-04-21T13:05:26Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5669867547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391761,156,1,1,16,8,dbl7ir1qugqz8nvp1vzn8im50,1,34.2,28.6,2025-04-21T11:16:29.662Z,2025-04-21T11:16:33Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5669867645,212,21.8,5669867643,141,36.7,5669867647,213,2.89,5669867641,140,14.1,5669867639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391775,157,1,1,16,11,dbl7ir1qugqz8nvp1vzn8im50,1,11.1,38.6,2025-04-21T11:16:32.982Z,2025-04-21T11:16:36Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669867737,213,5.63,5669867731,141,32.2,5669867733,212,7.1,5669867727,140,16.5,5669867725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391793,158,1,1,16,14,dbl7ir1qugqz8nvp1vzn8im50,1,12.8,33.1,2025-04-21T11:16:36.189Z,2025-04-21T11:16:42Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669867827,140,13.8,5669867833,213,4.81,5669867831,212,10.6,5669867825,56,Back,5669867829,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391795,159,4,1,16,20,dbl7ir1qugqz8nvp1vzn8im50,1,25.3,14.2,2025-04-21T11:16:42.237Z,2025-04-21T13:24:01Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5670125673,295,,5669867839,56,Back,5669867841,152,,5669867917,233,134,5669867845,285,,5669867837,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391797,134,4,1,16,20,8gxd9ry2580pu1b1dd5ny9ymy,0,74.7,85.8,2025-04-21T11:16:42.238Z,2025-04-21T13:24:01Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5669867899,286,,5669867895,56,Left,5669867933,233,159,5669867897,152,,5669867891,13,,5669867893,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391807,160,1,1,16,22,dbl7ir1qugqz8nvp1vzn8im50,1,21.9,14.6,2025-04-21T11:16:43.693Z,2025-04-21T11:16:45Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5669867911,212,7.1,5669867913,213,2.15,5669867905,56,Back,5669867907,140,18.2,5669867909,141,23.3,5669867901,5,,5669867903,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391829,161,1,1,16,23,dbl7ir1qugqz8nvp1vzn8im50,1,14.7,27.0,2025-04-21T11:16:44.870Z,2025-04-21T11:16:49Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669868035,140,14.7,5669868037,141,55.4,5669868039,212,19.3,5669868041,213,1.57,5669868033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391863,162,1,1,16,28,dbl7ir1qugqz8nvp1vzn8im50,1,11.7,66.7,2025-04-21T11:16:49.581Z,2025-04-21T11:16:55Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5669868209,56,Back,5669868217,213,0.24,5669868213,141,75.0,5669868211,140,34.0,5669868215,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391855,135,83,1,16,32,8gxd9ry2580pu1b1dd5ny9ymy,0,76.0,22.6,2025-04-21T11:16:53.858Z,2025-04-21T11:16:57Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5669868253,399,5vwzliaibdlhfm38g8v5z0r8p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391865,163,50,1,16,33,dbl7ir1qugqz8nvp1vzn8im50,1,30.8,76.8,2025-04-21T11:16:55.361Z,2025-04-21T13:05:25Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5669868221,56,Back,5669868287,233,136,5669868291,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391869,136,7,1,16,33,8gxd9ry2580pu1b1dd5ny9ymy,1,69.2,23.2,2025-04-21T11:16:55.362Z,2025-04-21T11:56:29Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669868237,56,Center,5669868261,233,163,5669868239,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391899,138,1,1,16,37,8gxd9ry2580pu1b1dd5ny9ymy,1,80.2,12.3,2025-04-21T11:16:58.866Z,2025-04-21T11:56:38Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5669868375,213,1.31,5669868367,56,Center,5669868371,141,38.1,5669868373,212,18.2,5669868369,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391905,139,1,1,16,39,8gxd9ry2580pu1b1dd5ny9ymy,1,84.7,38.1,2025-04-21T11:17:00.954Z,2025-04-21T11:56:48Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,1.0,,5669925829,154,,5669868399,141,27.1,5669868401,212,13.9,5669868403,213,3.71,5669868397,140,73.5,5669925827,210,15,5669868395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391907,140,15,1,16,40,8gxd9ry2580pu1b1dd5ny9ymy,1,80.8,34.4,2025-04-21T11:17:02.266Z,2025-04-21T13:44:27Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669925873,102,53.5,5669868413,56,Center,5669868411,18,,5669925879,147,52.3,5669925877,146,98.9,5669925875,103,14.6,5669925869,55,139,5669925885,233,164,5669925863,76,,5669925865,29,,5670196745,72,,5669868409,22,5669925867,154,,,,,,,,,,,,,,,,,,,,
2804391911,164,10,1,16,40,dbl7ir1qugqz8nvp1vzn8im50,1,5.3,55.5,2025-04-21T11:17:02.366Z,2025-04-21T13:17:33Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669868431,56,Back,5669868429,182,,5669925893,233,140,5669868427,178,,5669868425,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391941,165,12,1,16,44,dbl7ir1qugqz8nvp1vzn8im50,1,7.9,46.1,2025-04-21T11:17:05.863Z,2025-04-21T11:17:09Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5669868593,140,17.7,5669868597,212,13.4,5669868591,56,Back,5669868599,213,5.58,5669868595,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391923,141,83,1,16,44,8gxd9ry2580pu1b1dd5ny9ymy,1,65.9,70.9,2025-04-21T11:17:06.514Z,2025-04-21T11:57:34Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5669926641,399,5wmik73cqursg7sv3w14ue5pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391945,166,1,1,16,47,dbl7ir1qugqz8nvp1vzn8im50,1,38.3,31.8,2025-04-21T11:17:09.309Z,2025-04-21T11:17:11Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5669868619,56,Back,5669868621,140,37.7,5669868623,141,42.4,5669868625,212,7.2,5669868627,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391957,167,1,1,16,49,dbl7ir1qugqz8nvp1vzn8im50,0,35.4,51.5,2025-04-21T11:17:11.325Z,2025-04-21T13:05:24Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5669868675,56,Back,5669868679,141,31.5,5669868677,140,39.8,5669868683,213,5.04,5669868681,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391961,142,8,1,16,51,8gxd9ry2580pu1b1dd5ny9ymy,1,66.8,75.3,2025-04-21T11:17:13.282Z,2025-04-21T11:57:39Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5669868697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804391991,143,1,1,16,54,8gxd9ry2580pu1b1dd5ny9ymy,1,67.6,76.5,2025-04-21T11:17:16.434Z,2025-04-21T11:57:42Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5669868829,140,85.0,5669868833,212,18.7,5669868831,141,82.5,5669868835,213,0.22,5669868827,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392001,145,1,1,16,57,8gxd9ry2580pu1b1dd5ny9ymy,0,85.1,82.8,2025-04-21T11:17:18.914Z,2025-04-21T11:57:45Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5669868889,212,13.0,5669868891,213,4.78,5669868885,140,85.9,5669868883,56,Center,5669868887,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392013,168,12,1,16,59,dbl7ir1qugqz8nvp1vzn8im50,1,13.6,48.8,2025-04-21T11:17:20.821Z,2025-04-21T11:17:22Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5669868945,141,39.1,5669868949,213,5.30,5669868941,56,Back,5669868947,212,7.9,5669868943,140,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392015,169,61,1,17,0,dbl7ir1qugqz8nvp1vzn8im50,1,22.4,34.9,2025-04-21T11:17:22.482Z,2025-04-21T11:17:23Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5669868951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392037,170,61,1,17,5,dbl7ir1qugqz8nvp1vzn8im50,0,16.6,27.7,2025-04-21T11:17:26.677Z,2025-04-21T11:17:26Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669869055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392059,146,1,1,17,7,8gxd9ry2580pu1b1dd5ny9ymy,0,87.2,86.1,2025-04-21T11:17:28.977Z,2025-04-21T11:17:29Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5669869143,213,5.12,5669869139,141,74.1,5669869141,212,8.9,5669869131,2,,5669869133,155,,5669869135,56,Center,5669869137,140,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392047,171,61,1,17,8,dbl7ir1qugqz8nvp1vzn8im50,1,9.0,20.3,2025-04-21T11:17:29.629Z,2025-04-21T13:20:03Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669869101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392131,147,6,1,17,10,8gxd9ry2580pu1b1dd5ny9ymy,1,81.8,57.5,2025-04-21T11:17:32.434Z,2025-04-21T13:20:07Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5669869533,73,,5669869531,56,Center,5670134807,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392057,172,6,1,17,10,dbl7ir1qugqz8nvp1vzn8im50,0,18.2,42.5,2025-04-21T11:17:32.434Z,2025-04-21T13:25:36Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669869129,73,,5670134879,233,147,5669869127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392221,148,1,1,17,40,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,99.5,2025-04-21T11:18:01.962Z,2025-04-21T13:20:13Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669869977,223,,5669869975,155,,5669869971,2,,5669869973,6,,5669870047,233,173,5669869979,56,Center,5669869983,141,48.6,5669869981,140,95.0,5669869989,1,,5669869987,213,4.58,5669869985,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,
2804402017,414,44,1,17,41,dbl7ir1qugqz8nvp1vzn8im50,1,11.8,53.6,2025-04-21T11:18:03.528Z,2025-04-21T11:57:31Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669926889,285,,5669926887,56,Back,5669926909,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804401995,421,44,1,17,42,8gxd9ry2580pu1b1dd5ny9ymy,0,88.2,46.4,2025-04-21T11:18:03.529Z,2025-04-21T11:57:31Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5669926763,56,Center,5669926927,233,414,5669926765,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392231,173,41,1,17,42,dbl7ir1qugqz8nvp1vzn8im50,0,7.5,52.7,2025-04-21T11:18:03.836Z,2025-04-21T13:20:19Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669870045,213,0.02,5669870043,212,32.6,5669870039,140,38.5,5669870041,141,53.6,5669870051,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392237,149,1,1,17,52,8gxd9ry2580pu1b1dd5ny9ymy,0,64.8,39.4,2025-04-21T11:18:14.003Z,2025-04-21T14:15:31Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5669870073,155,,5669870085,1,,5669870079,141,35.5,5669870083,213,6.21,5669870081,212,37.9,5669870077,140,100.0,5669870075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392247,150,5,1,17,53,8gxd9ry2580pu1b1dd5ny9ymy,0,100.9,37.2,2025-04-21T11:18:14.813Z,2025-04-21T13:25:54Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5669870127,346,,5669870185,233,174,5669870125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392255,174,5,1,17,53,dbl7ir1qugqz8nvp1vzn8im50,1,-0.9,62.8,2025-04-21T11:18:14.813Z,2025-04-21T13:20:21Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669870177,233,150,5669870153,346,,5669870151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
