id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/value
2797200353,245,1,1,21,52,8gxd9ry2580pu1b1dd5ny9ymy,1,41.9,79.5,2025-04-06T13:25:20.554Z,2025-04-06T13:25:24Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630294025,155,,5630294027,56,Left,5630294029,140,64.3,5630294031,141,87.2,5630294035,213,0.22,5630294033,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200361,246,50,1,21,56,8gxd9ry2580pu1b1dd5ny9ymy,1,62.3,88.6,2025-04-06T13:25:23.961Z,2025-04-06T15:13:32Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5630294065,56,Left,5630294399,233,207,5630294067,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200413,207,7,1,21,56,a9vw7ikerpr4cuweeeka5aneg,1,37.7,11.4,2025-04-06T13:25:23.962Z,2025-04-06T15:38:01Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5630294383,233,246,5630294355,56,Back,5630294357,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200451,208,1,1,21,58,a9vw7ikerpr4cuweeeka5aneg,1,47.1,11.1,2025-04-06T13:25:26.752Z,2025-04-06T13:36:27Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5630294549,213,0.06,5630294543,140,67.0,5630294547,212,20.9,5630294545,141,13.1,5630294541,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200475,209,1,1,21,59,a9vw7ikerpr4cuweeeka5aneg,0,67.1,13.1,2025-04-06T13:25:27.571Z,2025-04-06T15:37:59Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5630294655,213,2.28,5630294651,141,22.5,5630294653,212,8.4,5630294649,140,61.9,5630359499,168,,5630294647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200463,248,1,1,22,0,8gxd9ry2580pu1b1dd5ny9ymy,1,36.9,81.9,2025-04-06T13:25:28.225Z,2025-04-06T13:25:29Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630294597,56,Back,5630294601,141,83.4,5630294605,213,0.61,5630294603,212,1.8,5630294599,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200551,249,1,1,22,0,8gxd9ry2580pu1b1dd5ny9ymy,1,38.3,83.4,2025-04-06T13:25:28.761Z,2025-04-06T13:25:34Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630295169,213,4.29,5630295165,141,66.0,5630295167,212,13.0,5630295161,56,Back,5630295163,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200625,250,1,1,22,6,8gxd9ry2580pu1b1dd5ny9ymy,1,41.7,53.4,2025-04-06T13:25:34.729Z,2025-04-06T13:25:38Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5630295529,213,4.39,5630295521,140,35.7,5630295525,141,25.4,5630295527,212,20.1,5630295517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200751,251,1,1,22,10,8gxd9ry2580pu1b1dd5ny9ymy,1,36.8,22.6,2025-04-06T13:25:37.953Z,2025-04-06T13:25:45Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5630296183,141,69.9,5630296179,56,Center,5630296187,213,0.89,5630296185,212,41.3,5630296181,140,61.4,5630296177,155,,5630296189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200765,252,61,1,22,17,8gxd9ry2580pu1b1dd5ny9ymy,1,61.4,69.8,2025-04-06T13:25:44.889Z,2025-04-06T13:25:45Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5630296223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200801,253,1,1,22,18,8gxd9ry2580pu1b1dd5ny9ymy,1,63.1,88.8,2025-04-06T13:25:46.088Z,2025-04-06T13:25:47Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5630296433,141,75.0,5630296437,213,3.97,5630296429,56,Center,5630296435,212,12.7,5630296431,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200807,254,1,1,22,19,8gxd9ry2580pu1b1dd5ny9ymy,1,54.9,75.0,2025-04-06T13:25:46.936Z,2025-04-06T13:25:47Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630296457,56,Left,5630296463,212,6.2,5630296461,141,83.4,5630296465,213,1.17,5630296459,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200829,255,1,1,22,19,8gxd9ry2580pu1b1dd5ny9ymy,1,57.2,83.4,2025-04-06T13:25:47.712Z,2025-04-06T13:25:49Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630296619,140,65.1,5630296623,212,9.0,5630296621,141,78.3,5630296625,213,5.89,5630296617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200873,256,1,1,22,23,8gxd9ry2580pu1b1dd5ny9ymy,1,65.2,78.0,2025-04-06T13:25:51.201Z,2025-04-06T13:25:52Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5630296909,212,4.8,5630296903,56,Left,5630296911,213,0.39,5630296905,140,69.4,5630296907,141,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200885,257,1,1,22,24,8gxd9ry2580pu1b1dd5ny9ymy,0,69.2,75.5,2025-04-06T13:25:52.664Z,2025-04-06T13:25:53Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5630296963,140,74.0,5630296967,212,13.4,5630296961,56,Center,5630296965,141,57.2,5630296969,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200919,211,1,1,22,25,a9vw7ikerpr4cuweeeka5aneg,1,21.8,55.7,2025-04-06T13:25:53.486Z,2025-04-06T13:25:55Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5630297189,56,Back,5630297199,212,9.2,5630297193,140,20.4,5630297201,213,4.55,5630297197,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797200967,212,1,1,22,27,a9vw7ikerpr4cuweeeka5aneg,1,20.4,42.4,2025-04-06T13:25:55.103Z,2025-04-06T13:25:57Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5630297429,213,4.07,5630297421,56,Back,5630297427,212,21.1,5630297425,141,17.6,5630297423,140,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201019,213,1,1,22,29,a9vw7ikerpr4cuweeeka5aneg,1,8.4,17.6,2025-04-06T13:25:57.670Z,2025-04-06T13:26:00Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5630297759,213,5.87,5630297757,212,15.0,5630297751,56,Back,5630297755,141,8.8,5630297753,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201031,214,4,1,22,32,a9vw7ikerpr4cuweeeka5aneg,1,25.4,12.8,2025-04-06T13:26:00.639Z,2025-04-06T15:13:18Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5630297949,56,Back,5630297953,152,,5630297957,285,,5630297945,13,,5630298217,233,258,5630297947,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201057,258,4,1,22,32,8gxd9ry2580pu1b1dd5ny9ymy,0,74.6,87.2,2025-04-06T13:26:00.640Z,2025-04-06T15:13:19Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630298145,13,,5630298153,152,,5630298149,294,,5630298155,286,,5630298151,56,Left,5630298247,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201311,215,1,1,22,46,a9vw7ikerpr4cuweeeka5aneg,1,18.5,10.4,2025-04-06T13:26:13.911Z,2025-04-06T13:26:14Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5630299283,140,11.9,5630299279,152,,5630299287,212,8.4,5630299281,56,Back,5630299285,141,17.4,5630299277,5,,5630299289,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201325,216,1,1,22,46,a9vw7ikerpr4cuweeeka5aneg,1,11.9,17.4,2025-04-06T13:26:14.791Z,2025-04-06T13:26:16Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5630299405,212,16.5,5630299407,213,1.76,5630299399,56,Back,5630299401,140,9.0,5630299403,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201385,217,1,1,22,48,a9vw7ikerpr4cuweeeka5aneg,1,9.0,41.3,2025-04-06T13:26:16.226Z,2025-04-06T13:26:20Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5630299783,155,,5630299791,212,47.0,5630299795,1,,5630299787,140,36.7,5630299785,56,Back,5630299793,213,0.90,5630299789,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201469,218,1,1,22,52,a9vw7ikerpr4cuweeeka5aneg,1,41.1,93.9,2025-04-06T13:26:20.726Z,2025-04-06T13:26:26Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5630300209,141,95.3,5630300211,212,15.3,5630300205,56,Left,5630300207,140,55.6,5630300213,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201445,259,43,1,22,56,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-06T13:26:24.199Z,2025-04-06T13:26:30Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5630300575,399,81w1fqi66z0ibawynhraybaxg,5630300693,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201485,219,4,1,22,58,a9vw7ikerpr4cuweeeka5aneg,1,58.8,89.0,2025-04-06T13:26:25.847Z,2025-04-06T15:13:19Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5630300309,152,,5630300377,233,260,5630300311,265,,5630300313,286,,5630300305,13,,5630300307,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201475,260,4,1,22,58,8gxd9ry2580pu1b1dd5ny9ymy,0,41.2,11.0,2025-04-06T13:26:25.848Z,2025-04-06T15:13:19Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5630300341,152,,5630300345,285,,5630300343,265,,5630300339,56,Back,5630300337,13,,5630300403,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201815,220,1,1,23,13,a9vw7ikerpr4cuweeeka5aneg,1,56.7,90.2,2025-04-06T13:26:41.422Z,2025-04-06T13:26:42Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5630302161,1,,5630302153,140,38.1,5630302149,152,,5630302157,212,40.2,5630302151,56,Back,5630302155,141,38.6,5630302147,5,,5630302159,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201839,221,1,1,23,14,a9vw7ikerpr4cuweeeka5aneg,1,38.1,38.6,2025-04-06T13:26:42.622Z,2025-04-06T13:26:43Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5630302309,140,44.0,5630302315,213,0.84,5630302311,141,48.8,5630302313,212,9.3,5630302307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201877,222,1,1,23,15,a9vw7ikerpr4cuweeeka5aneg,1,44.1,49.0,2025-04-06T13:26:43.654Z,2025-04-06T13:26:46Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5630302569,140,45.0,5630302573,212,28.8,5630302575,213,4.75,5630302571,141,6.7,5630302567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797201925,223,1,1,23,18,a9vw7ikerpr4cuweeeka5aneg,1,43.4,8.6,2025-04-06T13:26:45.854Z,2025-04-06T13:26:48Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5630302801,213,2.52,5630302799,212,25.1,5630302795,140,23.9,5630302797,141,30.0,5630302793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797202021,224,1,1,23,20,a9vw7ikerpr4cuweeeka5aneg,1,23.6,31.6,2025-04-06T13:26:48.478Z,2025-04-06T13:26:53Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5630303267,141,48.8,5630303265,140,7.2,5630303263,56,Back,5630303269,212,20.8,5630303271,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797202125,225,1,1,23,25,a9vw7ikerpr4cuweeeka5aneg,0,8.6,49.0,2025-04-06T13:26:53.534Z,2025-04-06T13:26:58Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5630303797,155,,5630303805,212,63.9,5630303807,213,5.96,5630303801,140,66.3,5630303803,141,19.1,5630303809,1,,5630303799,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797202103,261,43,1,23,29,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-06T13:26:57.639Z,2025-04-06T13:27:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5630308877,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797202291,262,4,1,23,37,8gxd9ry2580pu1b1dd5ny9ymy,1,44.6,74.8,2025-04-06T13:27:05.294Z,2025-04-06T13:27:12Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630304591,13,,5630304595,152,,5630304597,265,,5630304593,56,Back,5630304599,286,,5630304649,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797202231,226,4,1,23,37,a9vw7ikerpr4cuweeeka5aneg,0,55.4,25.2,2025-04-06T13:27:05.295Z,2025-04-06T13:27:11Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5630304659,233,262,5630304359,265,,5630304361,285,,5630304353,13,,5630304357,152,,5630304355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203509,263,1,1,24,56,8gxd9ry2580pu1b1dd5ny9ymy,1,44.0,72.2,2025-04-06T13:28:24.557Z,2025-04-06T13:28:26Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5630311267,140,44.6,5630311265,56,Back,5630311263,152,,5630311273,213,1.40,5630311271,212,3.8,5630311269,141,77.7,5630311259,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203521,264,1,1,24,58,8gxd9ry2580pu1b1dd5ny9ymy,0,53.5,77.4,2025-04-06T13:28:26.238Z,2025-04-06T13:28:27Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5630311363,56,Center,5630311367,141,40.7,5630311361,155,,5630311365,140,87.8,5630311369,212,43.8,5630311371,213,5.68,5630311373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203589,227,1,1,25,0,a9vw7ikerpr4cuweeeka5aneg,1,21.3,38.2,2025-04-06T13:28:27.965Z,2025-04-06T13:28:31Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5630311759,56,Back,5630311767,213,6.08,5630311765,212,12.3,5630311761,140,32.8,5630311757,3,,5630311763,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203599,228,1,1,25,3,a9vw7ikerpr4cuweeeka5aneg,0,23.9,21.2,2025-04-06T13:28:31.751Z,2025-04-06T13:28:32Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5630311823,141,17.3,5630311821,140,26.0,5630311827,213,5.41,5630311825,212,3.4,5630311845,236,,5630311847,233,265,5630311819,56,Back,5630311851,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203603,265,74,1,25,3,8gxd9ry2580pu1b1dd5ny9ymy,1,82.7,66.3,2025-04-06T13:28:31.752Z,2025-04-06T15:13:50Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630311839,56,Center,5630311887,233,228,5630311841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203619,229,1,1,25,4,a9vw7ikerpr4cuweeeka5aneg,0,25.7,14.7,2025-04-06T13:28:32.517Z,2025-04-06T13:28:33Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5630311915,140,27.2,5630311919,141,7.0,5630311925,213,5.00,5630311909,56,Back,5630311923,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203659,266,8,1,25,7,8gxd9ry2580pu1b1dd5ny9ymy,1,74.4,92.8,2025-04-06T13:28:35.190Z,2025-04-06T13:28:39Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630312081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203901,230,5,1,25,8,a9vw7ikerpr4cuweeeka5aneg,1,23.2,-1.0,2025-04-06T13:28:36.669Z,2025-04-06T15:14:02Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5630313407,56,Back,5630313409,347,,5630313423,233,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203679,267,5,1,25,8,8gxd9ry2580pu1b1dd5ny9ymy,0,76.8,101.0,2025-04-06T13:28:36.669Z,2025-04-06T15:14:02Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630313467,233,230,5630312183,347,,5630312181,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203933,231,1,1,25,20,a9vw7ikerpr4cuweeeka5aneg,1,21.7,0.0,2025-04-06T13:28:48.133Z,2025-04-06T13:28:50Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5630313619,1,,5630313599,56,Back,5630313597,107,,5630313603,140,44.3,5630313615,213,0.46,5630313611,212,26.5,5630313607,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203961,232,1,1,25,22,a9vw7ikerpr4cuweeeka5aneg,0,44.3,15.8,2025-04-06T13:28:49.861Z,2025-04-06T13:28:51Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5630313769,56,Right,5630313777,213,5.64,5630313771,140,50.1,5630313775,212,7.6,5630313773,141,9.1,5630313767,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797203893,268,1,1,25,23,8gxd9ry2580pu1b1dd5ny9ymy,0,52.2,90.3,2025-04-06T13:28:51.005Z,2025-04-06T15:25:41Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630313379,212,16.6,5630313381,213,4.83,5630313375,140,54.0,5630313377,141,66.0,5630313373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204031,269,1,1,25,25,8gxd9ry2580pu1b1dd5ny9ymy,1,43.2,73.8,2025-04-06T13:28:53.774Z,2025-04-06T13:28:55Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5630314155,141,69.2,5630314157,212,25.0,5630314151,56,Center,5630314161,1,,5630314153,140,66.8,5630314149,157,,5630314159,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204041,270,61,1,25,27,8gxd9ry2580pu1b1dd5ny9ymy,1,66.8,69.2,2025-04-06T13:28:55.501Z,2025-04-06T13:28:56Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5630314211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204107,274,50,1,25,29,8gxd9ry2580pu1b1dd5ny9ymy,1,73.8,71.2,2025-04-06T13:28:56.940Z,2025-04-06T15:13:33Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5630314575,233,233,5630314527,286,,5630314523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204075,233,7,1,25,29,a9vw7ikerpr4cuweeeka5aneg,0,26.2,28.8,2025-04-06T13:28:56.941Z,2025-04-06T15:13:33Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5630314359,56,Back,5630314537,233,274,5630314361,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204077,272,1,1,25,29,8gxd9ry2580pu1b1dd5ny9ymy,1,66.8,69.2,2025-04-06T13:28:57.136Z,2025-04-06T13:28:58Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630314369,140,67.6,5630314375,213,1.40,5630314371,141,76.4,5630314373,212,5.0,5630314367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204101,273,1,1,25,30,8gxd9ry2580pu1b1dd5ny9ymy,1,67.6,76.4,2025-04-06T13:28:57.845Z,2025-04-06T13:28:59Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630314485,140,72.2,5630314487,141,61.5,5630314483,56,Center,5630314491,213,5.16,5630314489,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204189,275,1,1,25,32,8gxd9ry2580pu1b1dd5ny9ymy,1,65.2,64.5,2025-04-06T13:29:00.757Z,2025-04-06T13:29:04Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630314953,56,Left,5630314965,213,2.03,5630314957,140,55.7,5630314963,212,22.6,5630314959,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204201,276,50,1,25,35,8gxd9ry2580pu1b1dd5ny9ymy,1,59.4,93.8,2025-04-06T13:29:02.939Z,2025-04-06T15:13:34Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5630315115,233,234,5630315015,286,,5630315013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204179,234,7,1,25,35,a9vw7ikerpr4cuweeeka5aneg,1,40.6,6.2,2025-04-06T13:29:02.940Z,2025-04-06T15:37:58Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5630315073,233,276,5630314899,285,,5630314895,167,,5630314897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204191,235,5,1,25,36,a9vw7ikerpr4cuweeeka5aneg,0,38.2,-0.8,2025-04-06T13:29:04.173Z,2025-04-06T13:29:12Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5630314969,56,Back,5630315267,233,277,5630314971,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204243,277,5,1,25,36,8gxd9ry2580pu1b1dd5ny9ymy,1,61.8,100.8,2025-04-06T13:29:04.173Z,2025-04-06T15:37:56Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5630315257,233,235,5630315243,347,,5630315241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204333,236,27,1,25,44,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-06T13:29:12.101Z,2025-04-06T15:10:43Z,,,,,5630885477,233,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204707,278,27,1,25,44,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-06T13:29:12.101Z,2025-04-06T15:10:44Z,,,,,5630885515,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204625,237,28,1,26,5,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-06T13:29:32.949Z,2025-04-06T15:10:44Z,,,,,5630317283,55,236,5630885535,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204713,279,28,1,26,5,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-06T13:29:32.949Z,2025-04-06T15:10:44Z,,,,,5630885567,233,237,5630317783,55,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204805,280,1,1,26,16,8gxd9ry2580pu1b1dd5ny9ymy,1,55.6,100.0,2025-04-06T13:29:44.244Z,2025-04-06T13:29:45Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630318261,1,,5630318255,141,72.3,5630318257,212,25.1,5630318251,140,40.3,5630318247,56,Back,5630318243,107,,5630318259,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204821,281,1,1,26,17,8gxd9ry2580pu1b1dd5ny9ymy,1,40.3,72.3,2025-04-06T13:29:45.468Z,2025-04-06T13:29:46Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5630318333,141,27.4,5630318337,213,4.91,5630318331,140,46.1,5630318335,212,31.1,5630318329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204837,282,1,1,26,18,8gxd9ry2580pu1b1dd5ny9ymy,1,46.1,27.4,2025-04-06T13:29:46.244Z,2025-04-06T13:31:06Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5630318395,56,Right,5630318397,140,55.1,5630318401,212,18.6,5630318403,213,5.24,5630318399,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204873,283,1,1,26,19,8gxd9ry2580pu1b1dd5ny9ymy,1,55.1,3.8,2025-04-06T13:29:47.164Z,2025-04-06T13:29:48Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5630318573,213,1.81,5630318559,140,52.1,5630318569,212,13.4,5630318557,56,Center,5630318563,141,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797204935,284,1,1,26,22,8gxd9ry2580pu1b1dd5ny9ymy,1,58.3,19.7,2025-04-06T13:29:50.012Z,2025-04-06T13:29:52Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630318847,141,46.1,5630318845,140,54.3,5630318843,56,Center,5630318849,212,18.4,5630318851,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
