id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2703617195,119,1,1,15,55,ajtb177oqwawkdwbqhldmq6mx,1,43.1,16.5,2024-07-27T11:16:56.261Z,2024-07-27T11:17:02Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5119071899,56,Right,5119071905,212,17.2,5119071903,141,8.3,5119071901,140,58.6,5119071907,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617201,120,1,1,16,0,ajtb177oqwawkdwbqhldmq6mx,1,69.1,8.8,2024-07-27T11:17:01.829Z,2024-07-27T11:17:05Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5119071945,213,0.02,5119071939,140,72.1,5119071943,212,3.2,5119071937,56,Right,5119071941,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617203,121,1,1,16,3,ajtb177oqwawkdwbqhldmq6mx,1,72.0,8.9,2024-07-27T11:17:04.917Z,2024-07-27T11:17:06Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5119071953,56,Right,5119071955,140,58.0,5119071961,213,2.83,5119071957,141,15.8,5119071959,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617211,122,1,1,16,5,ajtb177oqwawkdwbqhldmq6mx,1,58.0,15.8,2024-07-27T11:17:06.373Z,2024-07-27T11:17:11Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5119072011,141,29.4,5119072009,140,42.0,5119072013,212,19.2,5119072007,56,Back,5119072015,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617231,123,1,1,16,9,ajtb177oqwawkdwbqhldmq6mx,1,38.9,31.5,2024-07-27T11:17:10.981Z,2024-07-27T11:17:17Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119072111,213,1.75,5119072105,140,35.9,5119072109,212,17.6,5119072103,56,Back,5119072107,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617241,124,1,1,16,15,ajtb177oqwawkdwbqhldmq6mx,1,44.3,62.4,2024-07-27T11:17:16.845Z,2024-07-27T11:17:19Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5119072161,212,21.1,5119072157,140,63.5,5119072159,141,71.4,5119072155,56,Center,5119072163,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617247,125,1,1,16,17,ajtb177oqwawkdwbqhldmq6mx,1,63.5,71.4,2024-07-27T11:17:18.925Z,2024-07-27T11:17:21Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5119072191,140,70.3,5119072197,213,0.97,5119072193,141,86.8,5119072189,56,Left,5119072195,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617257,126,1,1,16,20,ajtb177oqwawkdwbqhldmq6mx,0,70.3,86.8,2024-07-27T11:17:21.502Z,2024-07-28T16:48:00Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5119072241,2,,5119072255,212,33.2,5119072247,56,Center,5119072259,1,,5119072243,155,,5119072253,141,51.3,5122825567,224,,5119072251,140,92.0,5119072257,213,5.47,5122825571,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617259,181,12,1,16,22,bd4qakf7j0wwie8wke9km7uj8,1,9.7,54.0,2024-07-27T11:17:23.296Z,2024-07-27T11:17:30Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5119072279,15,,5119072265,56,Back,5119072269,141,26.7,5119072271,212,18.6,5119072267,140,10.8,5119072273,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617265,127,1,1,16,24,ajtb177oqwawkdwbqhldmq6mx,1,89.4,70.6,2024-07-27T11:17:26.053Z,2024-07-27T11:17:52Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,1.0,,5119072311,212,12.0,5119072305,56,Center,5119072427,154,,5119072313,213,5.04,5119072309,141,53.9,5119072425,210,15,5119072307,140,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617267,128,15,1,16,28,ajtb177oqwawkdwbqhldmq6mx,1,93.2,54.8,2024-07-27T11:17:29.573Z,2024-07-28T16:48:17Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5119072435,55,127,5119072467,233,182,5119072441,103,20.8,5119072451,231,51.3,5119072445,146,96.3,5119072431,29,,5119072321,17,,5119072439,102,50.9,5119072319,22,,5119072385,82,,5119072429,79,5119072443,100,5119072449,230,99.7,5119072447,147,53.6,,,5119072323,56,5119072433,154,5119072381,20,Center,,,,,,,,
2703617269,182,10,1,16,28,bd4qakf7j0wwie8wke9km7uj8,1,3.7,46.4,2024-07-27T11:17:29.673Z,2024-07-27T14:07:52Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5119072331,94,,5119072471,233,128,5119072333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617271,129,6,1,16,29,ajtb177oqwawkdwbqhldmq6mx,1,91.6,50.8,2024-07-27T11:17:30.542Z,2024-07-27T11:17:33Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5119072365,233,183,5119072359,56,Center,5119072361,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617273,183,6,1,16,29,bd4qakf7j0wwie8wke9km7uj8,0,8.4,49.2,2024-07-27T11:17:30.542Z,2024-07-28T16:48:40Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5119072371,233,129,5119072339,56,Back,5119072341,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617311,130,1,1,17,4,ajtb177oqwawkdwbqhldmq6mx,1,99.5,99.5,2024-07-27T11:18:05.389Z,2024-07-28T16:48:43Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,1.0,,5119072647,141,51.5,5119077345,154,,5122827889,20,,5119072649,212,32.8,5119072653,1,,5119072651,213,4.61,5119072645,140,96.2,5119072641,223,,5119072637,6,,5119072643,56,Center,5119072639,155,5119077343,210,5119072635,2,,,,,,15,,,,,,,,,,,,,,,
2703617313,131,15,1,17,7,ajtb177oqwawkdwbqhldmq6mx,1,94.0,52.8,2024-07-27T11:18:09.059Z,2024-07-28T16:48:56Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119077301,25,,5119077303,15,,5119077357,102,52.1,5119104605,233,484,5119077359,103,14.6,5119104589,147,51.1,5119077353,55,130,5119077349,29,,5119104585,76,,5119077351,154,,5119072663,56,5119104587,146,5119077309,328,,5119077305,17,,Center,98.8,,,,,,,,,,,,,,,
2703622955,484,10,1,17,8,bd4qakf7j0wwie8wke9km7uj8,1,1.2,48.1,2024-07-27T11:18:09.159Z,2024-07-28T16:49:01Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5119104491,178,,5122828843,377,,5119104493,182,,5119104657,233,131,5119104489,174,,5119104495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617325,132,2,1,17,16,ajtb177oqwawkdwbqhldmq6mx,1,94.0,64.0,2024-07-27T11:18:18.052Z,2024-07-28T16:49:18Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5122829725,297,,5119220015,7,kqj7nh6pqmqbt0abyyu0fcpg,5119220019,141,54.2,5119220017,140,95.6,5119072721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617333,133,43,1,17,19,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:18:20.621Z,2024-07-27T13:23:58Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119220161,144,5,5119072765,56,Center,5119072791,233,184,5119072767,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617367,185,1,1,17,32,bd4qakf7j0wwie8wke9km7uj8,1,4.9,39.7,2024-07-27T11:18:33.678Z,2024-07-27T13:24:06Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5119072935,140,7.9,5119220377,152,,5119220345,157,,5119072939,212,6.2,5119220347,1,,5119072933,56,Back,5119072959,189,,5119072937,141,47.6,5119072941,213,1.04,5119220375,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617373,186,1,1,17,34,bd4qakf7j0wwie8wke9km7uj8,1,8.4,48.8,2024-07-27T11:18:35.775Z,2024-07-27T11:18:39Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5119073003,1,,5119072999,213,0.24,5119072995,212,64.1,5119072987,140,67.7,5119072981,157,,5119072991,141,71.1,5119072983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617377,187,61,1,17,38,bd4qakf7j0wwie8wke9km7uj8,0,67.8,70.9,2024-07-27T11:18:39.567Z,2024-07-27T11:18:40Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5119073009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617389,135,1,1,17,39,ajtb177oqwawkdwbqhldmq6mx,1,30.6,27.7,2024-07-27T11:18:41.149Z,2024-07-27T11:18:44Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5119073065,213,2.44,5119073063,212,11.7,5119073061,141,38.9,5119073057,56,Back,5119073059,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617405,136,1,1,17,42,ajtb177oqwawkdwbqhldmq6mx,1,20.0,39.2,2024-07-27T11:18:43.836Z,2024-07-27T11:18:49Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119073139,213,2.59,5119073135,141,51.5,5119073137,212,15.9,5119073131,56,Back,5119073133,140,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617407,137,1,1,17,47,ajtb177oqwawkdwbqhldmq6mx,0,8.1,45.8,2024-07-27T11:18:48.956Z,2024-07-27T11:18:50Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5119073149,56,Back,5119073153,141,33.4,5119073151,140,48.4,5119073157,213,6.09,5119073147,155,,5119073155,212,43.1,5119073159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617417,188,1,1,17,50,bd4qakf7j0wwie8wke9km7uj8,0,56.1,68.8,2024-07-27T11:18:51.910Z,2024-07-27T11:18:53Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5119073205,141,43.4,5119073203,140,56.2,5119073201,56,Center,5119073209,213,4.72,5119073207,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617423,138,4,1,17,53,ajtb177oqwawkdwbqhldmq6mx,1,44.2,54.8,2024-07-27T11:18:54.567Z,2024-07-27T11:18:57Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5119073275,233,189,5119073245,13,,5119073251,265,,5119073253,286,,5119073247,56,Back,5119073249,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617425,189,4,1,17,53,bd4qakf7j0wwie8wke9km7uj8,0,55.8,45.2,2024-07-27T11:18:54.568Z,2024-07-27T11:18:57Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5119073267,265,,5119073261,13,,5119073263,56,Center,5119073283,233,138,5119073269,285,,5119073265,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617445,139,1,1,18,6,ajtb177oqwawkdwbqhldmq6mx,1,47.7,54.3,2024-07-27T11:19:07.909Z,2024-07-27T11:19:11Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5119073423,213,4.45,5119073413,152,,5119073417,140,46.2,5119073411,5,,5119073421,212,6.0,5119073415,56,Back,5119073419,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617451,140,1,1,18,10,ajtb177oqwawkdwbqhldmq6mx,1,45.9,43.6,2024-07-27T11:19:11.548Z,2024-07-27T11:19:14Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119073475,56,Back,5119073483,213,1.59,5119073481,212,18.9,5119073477,140,45.5,5119073479,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617457,141,1,1,18,13,ajtb177oqwawkdwbqhldmq6mx,1,48.1,73.3,2024-07-27T11:19:14.516Z,2024-07-27T11:19:16Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5119073513,212,15.6,5119073509,141,68.8,5119073515,213,6.09,5119073507,140,62.7,5119073503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617467,142,1,1,18,14,ajtb177oqwawkdwbqhldmq6mx,1,62.7,68.8,2024-07-27T11:19:15.997Z,2024-07-28T16:50:19Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5119073573,212,19.0,5122832739,156,,5119073575,213,2.97,5119073567,56,Back,5119073569,140,44.9,5119073571,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617471,143,1,1,18,17,ajtb177oqwawkdwbqhldmq6mx,1,44.9,73.5,2024-07-27T11:19:18.244Z,2024-07-27T11:19:19Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5119073601,213,5.66,5119073593,140,55.9,5119073597,141,61.2,5119073591,56,Center,5119073599,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617477,144,1,1,18,18,ajtb177oqwawkdwbqhldmq6mx,1,55.9,61.2,2024-07-27T11:19:19.236Z,2024-07-28T16:50:25Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5119073625,213,2.51,5119073623,212,16.3,5119073621,141,75.3,5119073617,56,Back,5119073619,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617501,145,1,1,18,22,ajtb177oqwawkdwbqhldmq6mx,0,50.4,73.3,2024-07-27T11:19:23.789Z,2024-07-28T16:50:31Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5119073765,140,69.8,5119073771,213,0.58,5119073763,56,Left,5119073767,141,93.0,5119073769,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617493,190,1,1,18,25,bd4qakf7j0wwie8wke9km7uj8,1,23.1,6.4,2024-07-27T11:19:26.622Z,2024-07-27T11:19:31Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5119073739,212,11.8,5119073725,157,,5119073729,56,Back,5119073747,1,,5119073737,141,8.0,5119073733,140,34.3,5119073743,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617497,191,4,1,18,29,bd4qakf7j0wwie8wke9km7uj8,1,40.2,12.8,2024-07-27T11:19:30.983Z,2024-07-27T11:19:48Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5119073963,286,,5119073955,13,,5119073965,233,146,5119073959,152,,5119073957,56,Back,5119073961,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617503,146,4,1,18,29,ajtb177oqwawkdwbqhldmq6mx,0,59.8,87.2,2024-07-27T11:19:30.984Z,2024-07-27T11:19:49Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5119073795,152,,5119073971,233,191,5119073799,285,,5119073793,56,Left,5119073791,13,,5119073797,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617589,192,1,1,19,8,bd4qakf7j0wwie8wke9km7uj8,1,37.7,9.2,2024-07-27T11:20:09.966Z,2024-07-28T16:50:54Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5119074255,152,,5122834441,155,,5119074265,213,0.29,5119074259,140,67.5,5119074263,212,32.6,5119074251,5,,5119074257,56,Center,5119074267,1,,5119074261,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617609,193,1,1,19,10,bd4qakf7j0wwie8wke9km7uj8,1,67.5,22.7,2024-07-27T11:20:11.669Z,2024-07-27T11:53:27Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5119074347,3,,5119074355,212,26.4,5119074349,56,Center,5119074353,141,61.4,5119074357,213,1.48,5119074351,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617621,194,1,1,19,15,bd4qakf7j0wwie8wke9km7uj8,1,72.4,71.5,2024-07-27T11:20:16.566Z,2024-07-27T11:20:19Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5119074423,213,0.79,5119074415,56,Left,5119074419,141,92.4,5119074417,140,85.7,5119074421,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617631,195,1,1,19,18,bd4qakf7j0wwie8wke9km7uj8,1,81.2,89.3,2024-07-27T11:20:19.638Z,2024-07-27T11:20:21Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5119074485,212,21.9,5119074479,56,Center,5119074487,213,4.06,5119074481,140,68.6,5119074483,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617635,196,1,1,19,20,bd4qakf7j0wwie8wke9km7uj8,1,68.6,63.6,2024-07-27T11:20:21.294Z,2024-07-27T11:20:25Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5119074523,141,81.5,5119074527,213,1.44,5119074521,140,70.1,5119074525,212,12.3,5119074519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617639,197,1,1,19,24,bd4qakf7j0wwie8wke9km7uj8,1,70.1,82.0,2024-07-27T11:20:25.277Z,2024-07-27T11:20:27Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5119074549,141,67.3,5119074553,213,3.63,5119074545,56,Center,5119074551,212,21.5,5119074547,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617643,198,1,1,19,26,bd4qakf7j0wwie8wke9km7uj8,1,52.0,67.3,2024-07-27T11:20:27.278Z,2024-07-27T11:20:28Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5119074587,212,12.5,5119074589,213,6.28,5119074581,56,Center,5119074585,141,67.2,5119074583,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617647,199,1,1,19,27,bd4qakf7j0wwie8wke9km7uj8,1,63.9,67.2,2024-07-27T11:20:28.333Z,2024-07-27T11:20:32Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5119074605,56,Left,5119074611,212,18.1,5119074613,213,1.43,5119074607,140,66.3,5119074609,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617649,200,1,1,19,30,bd4qakf7j0wwie8wke9km7uj8,1,70.7,93.8,2024-07-27T11:20:32.029Z,2024-07-27T11:20:33Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5119074623,212,6.3,5119074625,213,4.88,5119074617,56,Left,5119074619,140,71.7,5119074621,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617651,201,1,1,19,31,bd4qakf7j0wwie8wke9km7uj8,1,71.7,85.1,2024-07-27T11:20:33.077Z,2024-07-27T11:20:33Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5119074629,56,Left,5119074635,212,5.2,5119074633,141,86.0,5119074631,140,66.8,5119074637,213,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617653,202,1,1,19,32,bd4qakf7j0wwie8wke9km7uj8,0,66.8,86.0,2024-07-27T11:20:33.766Z,2024-07-27T11:20:34Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5119074647,212,10.4,5119074649,213,6.26,5119074641,56,Left,5119074645,141,85.7,5119074643,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617663,147,3,1,19,35,ajtb177oqwawkdwbqhldmq6mx,0,20.6,17.3,2024-07-27T11:20:36.612Z,2024-07-28T16:51:13Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5119074701,285,,5122835641,465,,5119074699,56,Back,5119074769,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617665,203,7,1,19,35,bd4qakf7j0wwie8wke9km7uj8,0,79.4,82.7,2024-07-27T11:20:36.613Z,2024-07-28T16:51:15Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5119074703,56,Left,5122835757,383,,5119074705,286,,5119074723,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617677,204,1,1,19,36,bd4qakf7j0wwie8wke9km7uj8,0,75.6,84.7,2024-07-27T11:20:37.293Z,2024-07-28T16:51:35Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5119074777,56,Left,5119074779,140,75.6,5119074781,141,86.2,5119074783,212,1.0,5119074785,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703623293,378,61,1,19,37,ajtb177oqwawkdwbqhldmq6mx,1,28.7,17.0,2024-07-27T11:20:38.159Z,2024-07-28T16:51:37Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5119106577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617671,148,1,1,19,38,ajtb177oqwawkdwbqhldmq6mx,0,14.1,8.8,2024-07-27T11:20:39.349Z,2024-07-27T11:20:40Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5119074755,1,,5119074747,140,22.9,5119074743,157,,5119074749,141,0.0,5119074753,213,5.70,5119074745,56,Back,5119074751,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617675,149,5,1,19,38,ajtb177oqwawkdwbqhldmq6mx,0,24.8,-1.0,2024-07-27T11:20:39.907Z,2024-07-27T11:20:43Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5119074773,56,Back,5119074775,347,,5119074813,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617679,205,5,1,19,38,bd4qakf7j0wwie8wke9km7uj8,1,75.2,101.0,2024-07-27T11:20:39.907Z,2024-07-27T13:32:03Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5119074793,347,,5119074797,233,149,5119074791,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617693,206,1,1,19,41,bd4qakf7j0wwie8wke9km7uj8,1,73.2,100.0,2024-07-27T11:20:42.453Z,2024-07-27T11:20:45Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5119074879,212,37.2,5119074871,107,,5119074877,141,71.5,5119074881,213,3.73,5119074883,1,,5119074875,140,43.8,5119074873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617705,208,1,1,19,45,bd4qakf7j0wwie8wke9km7uj8,0,45.4,74.5,2024-07-27T11:20:46.910Z,2024-07-27T11:20:49Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5119074957,155,,5119074961,140,100.0,5119074967,213,0.00,5119074963,141,74.8,5119074959,56,Center,5119074969,1,,5119074965,212,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617709,151,5,1,19,48,ajtb177oqwawkdwbqhldmq6mx,1,-1.4,26.7,2024-07-27T11:20:49.800Z,2024-07-27T13:32:03Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5119074981,233,209,5119074977,346,,5119074975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617707,209,5,1,19,48,bd4qakf7j0wwie8wke9km7uj8,0,101.4,73.3,2024-07-27T11:20:49.800Z,2024-07-27T11:20:51Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5119074973,346,,5119074971,56,Center,5119074987,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617717,152,1,1,19,58,ajtb177oqwawkdwbqhldmq6mx,1,4.8,40.9,2024-07-27T11:20:59.540Z,2024-07-27T11:54:10Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119075033,124,,5119075043,213,1.71,5119075037,140,3.8,5119075047,237,,5119075041,212,7.7,5119075035,56,Back,5119075039,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617733,153,1,1,19,59,ajtb177oqwawkdwbqhldmq6mx,1,3.8,52.1,2024-07-27T11:21:00.588Z,2024-07-27T11:21:07Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5119075103,140,5.2,5119075105,141,67.9,5119075109,213,1.43,5119075101,56,Back,5119075107,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617739,154,1,1,20,5,ajtb177oqwawkdwbqhldmq6mx,1,15.6,69.4,2024-07-27T11:21:06.827Z,2024-07-27T11:21:08Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5119075185,212,8.8,5119075187,213,5.77,5119075181,140,22.9,5119075179,56,Back,5119075183,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617749,155,1,1,20,7,ajtb177oqwawkdwbqhldmq6mx,1,22.2,62.9,2024-07-27T11:21:08.516Z,2024-07-27T11:21:11Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5119075237,140,7.3,5119075241,212,15.8,5119075243,213,3.28,5119075239,141,59.6,5119075235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
