id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2743602253,204,1,1,24,39,f1h34qp5zbfl489q8vnkhiq9s,1,55.6,31.4,2024-11-03T13:26:34.753Z,2024-11-03T13:26:35Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338213903,141,17.4,5338213911,213,5.51,5338213907,212,13.6,5338213899,140,64.8,5338213895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602277,205,1,1,24,40,f1h34qp5zbfl489q8vnkhiq9s,1,64.8,17.4,2024-11-03T13:26:35.753Z,2024-11-03T13:26:37Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338214023,141,6.7,5338214021,140,80.2,5338214027,213,5.86,5338214019,56,Right,5338214025,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602307,206,1,1,24,41,f1h34qp5zbfl489q8vnkhiq9s,1,78.6,6.9,2024-11-03T13:26:37.256Z,2024-11-03T13:26:39Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5338214183,56,Right,5338214189,212,11.3,5338214187,141,8.2,5338214191,213,3.06,5338214185,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602345,207,1,1,24,44,f1h34qp5zbfl489q8vnkhiq9s,1,67.9,8.2,2024-11-03T13:26:39.433Z,2024-11-03T13:26:41Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338214393,212,27.0,5338214385,140,43.5,5338214389,141,20.7,5338214381,56,Back,5338214395,213,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602409,208,1,1,24,46,f1h34qp5zbfl489q8vnkhiq9s,1,43.5,20.7,2024-11-03T13:26:41.777Z,2024-11-03T13:26:47Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338214765,213,2.41,5338214761,141,46.7,5338214763,212,26.6,5338214757,56,Back,5338214759,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602457,209,1,1,24,52,f1h34qp5zbfl489q8vnkhiq9s,0,26.6,42.8,2024-11-03T13:26:47.561Z,2024-11-03T13:26:52Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5338215083,212,45.0,5338215081,141,67.3,5338215085,213,0.38,5338215087,1,,5338215077,56,Center,5338215075,155,,5338215079,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602437,206,44,1,24,54,b2vft81kyjurzbmekvgrqwr64,1,33.3,33.5,2024-11-03T13:26:50.099Z,2024-11-03T14:03:30Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338215191,233,210,5338214997,285,,5338214995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602465,210,44,1,24,54,f1h34qp5zbfl489q8vnkhiq9s,0,66.7,66.5,2024-11-03T13:26:50.100Z,2024-11-03T14:03:31Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5338215113,56,Center,5338215219,233,206,5338215117,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602453,207,12,1,24,55,b2vft81kyjurzbmekvgrqwr64,1,32.7,34.8,2024-11-03T13:26:50.492Z,2024-11-03T13:26:55Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338215061,140,50.3,5338215069,213,5.55,5338215067,212,24.8,5338215059,56,Right,5338215307,15,,5338215065,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602515,211,1,1,25,0,f1h34qp5zbfl489q8vnkhiq9s,1,53.8,87.6,2024-11-03T13:26:55.601Z,2024-11-03T13:26:56Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338215411,141,69.4,5338215413,212,12.5,5338215407,56,Center,5338215409,140,52.3,5338215415,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602521,212,1,1,25,1,f1h34qp5zbfl489q8vnkhiq9s,1,52.3,69.4,2024-11-03T13:26:56.345Z,2024-11-03T13:26:57Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5338215465,212,11.8,5338215459,56,Left,5338215467,213,1.65,5338215463,141,86.7,5338215461,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602547,213,1,1,25,1,f1h34qp5zbfl489q8vnkhiq9s,1,51.4,86.7,2024-11-03T13:26:56.921Z,2024-11-03T13:26:59Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338215605,213,3.39,5338215597,56,Back,5338215599,140,30.2,5338215603,212,23.0,5338215601,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602575,214,1,1,25,3,f1h34qp5zbfl489q8vnkhiq9s,1,35.1,74.9,2024-11-03T13:26:58.985Z,2024-11-03T13:27:02Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338215759,56,Center,5338215765,212,18.8,5338215761,140,52.9,5338215763,141,72.1,5338215767,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602609,215,1,1,25,6,f1h34qp5zbfl489q8vnkhiq9s,1,52.9,72.1,2024-11-03T13:27:01.873Z,2024-11-03T13:27:05Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338216025,56,Left,5338216029,141,90.9,5338216027,140,54.8,5338216031,212,12.9,5338216033,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602633,216,1,1,25,10,f1h34qp5zbfl489q8vnkhiq9s,1,59.9,93.6,2024-11-03T13:27:05.425Z,2024-11-03T13:27:07Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338216171,212,14.1,5338216169,141,88.3,5338216165,56,Back,5338216167,140,46.9,5338216173,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602691,217,1,1,25,11,f1h34qp5zbfl489q8vnkhiq9s,1,46.9,88.3,2024-11-03T13:27:07.145Z,2024-11-03T13:27:10Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338216495,56,Back,5338216499,141,78.9,5338216497,140,29.1,5338216503,213,3.47,5338216501,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602749,218,1,1,25,15,f1h34qp5zbfl489q8vnkhiq9s,1,29.8,76.9,2024-11-03T13:27:10.601Z,2024-11-03T13:27:17Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338216857,56,Back,5338216859,140,43.3,5338216861,141,50.9,5338216863,212,22.7,5338216865,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602759,219,1,1,25,21,f1h34qp5zbfl489q8vnkhiq9s,1,43.3,50.9,2024-11-03T13:27:17.001Z,2024-11-03T13:27:45Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5338216931,56,Back,5338216933,140,45.0,5338216939,212,21.8,5338216941,213,4.79,5338216935,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602771,220,1,1,25,23,f1h34qp5zbfl489q8vnkhiq9s,1,45.0,18.9,2024-11-03T13:27:18.512Z,2024-11-03T13:27:19Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5338217053,213,2.88,5338217051,212,11.2,5338217045,56,Back,5338217049,141,23.1,5338217047,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602845,221,1,1,25,24,f1h34qp5zbfl489q8vnkhiq9s,1,34.7,23.1,2024-11-03T13:27:19.345Z,2024-11-03T13:27:26Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338217437,141,16.0,5338217439,212,13.1,5338217433,56,Back,5338217441,213,5.91,5338217435,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602859,222,1,1,25,30,f1h34qp5zbfl489q8vnkhiq9s,0,82.1,18.3,2024-11-03T13:27:25.936Z,2024-11-03T13:27:49Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5338218947,233,208,5338217503,141,16.0,5338217501,140,92.2,5338218951,286,,5338217507,213,6.14,5338217499,56,Right,5338218945,236,,5338217505,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602875,208,74,1,25,30,b2vft81kyjurzbmekvgrqwr64,1,40.5,89.3,2024-11-03T13:27:25.937Z,2024-11-03T15:06:28Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338217557,56,Back,5338218937,285,,5338218999,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602919,223,83,1,25,35,f1h34qp5zbfl489q8vnkhiq9s,0,64.8,9.1,2024-11-03T13:27:30.529Z,2024-11-03T15:27:56Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5339047065,399,dwuxps3jv2852642q000wep6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602911,209,3,1,25,36,b2vft81kyjurzbmekvgrqwr64,0,45.0,89.0,2024-11-03T13:27:32.027Z,2024-11-03T13:27:33Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5338217817,286,,5338217815,56,Back,5338217853,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602941,225,1,1,25,39,f1h34qp5zbfl489q8vnkhiq9s,1,57.3,13.5,2024-11-03T13:27:35.152Z,2024-11-03T13:27:36Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5338217993,212,20.5,5338217987,56,Back,5338217989,140,49.9,5338217991,141,41.4,5338217995,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743602979,226,1,1,25,41,f1h34qp5zbfl489q8vnkhiq9s,1,49.9,41.4,2024-11-03T13:27:36.393Z,2024-11-03T13:27:38Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338218225,212,26.8,5338218219,56,Back,5338218221,140,42.2,5338218223,141,78.9,5338218227,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603025,227,1,1,25,43,f1h34qp5zbfl489q8vnkhiq9s,1,42.9,78.4,2024-11-03T13:27:38.609Z,2024-11-03T13:27:42Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338218469,56,Center,5338218471,140,65.7,5338218473,141,70.6,5338218479,213,6.07,5338218475,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603053,228,1,1,25,47,f1h34qp5zbfl489q8vnkhiq9s,1,53.5,53.0,2024-11-03T13:27:42.593Z,2024-11-03T13:27:45Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5338218705,213,4.94,5338218701,141,17.8,5338218703,212,24.6,5338218699,140,58.9,5338218697,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603107,229,1,1,25,50,f1h34qp5zbfl489q8vnkhiq9s,0,58.5,19.8,2024-11-03T13:27:45.896Z,2024-11-03T13:27:50Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5338219013,56,Right,5338219015,140,89.0,5338219019,212,35.0,5338219017,141,0.0,5338219023,1,,5338219021,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603135,211,5,1,25,54,b2vft81kyjurzbmekvgrqwr64,1,16.2,101.0,2024-11-03T13:27:49.691Z,2024-11-03T15:33:13Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5338219219,233,230,5338219185,347,,5338219183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603113,230,5,1,25,54,f1h34qp5zbfl489q8vnkhiq9s,0,83.8,-1.0,2024-11-03T13:27:49.691Z,2024-11-03T15:33:13Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5338219055,347,,5338219053,56,Right,5338219257,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603195,212,1,1,25,57,b2vft81kyjurzbmekvgrqwr64,1,25.1,100.0,2024-11-03T13:27:52.642Z,2024-11-03T13:27:59Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5338219617,56,Back,5338219615,107,,5338219619,140,27.0,5338219621,141,84.8,5338219623,212,11.5,5338219625,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603223,213,1,1,26,4,b2vft81kyjurzbmekvgrqwr64,1,32.6,83.0,2024-11-03T13:27:59.338Z,2024-11-03T13:28:01Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5338219861,140,14.3,5338219867,212,26.2,5338219869,213,3.89,5338219865,141,56.9,5338219857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603261,214,1,1,26,6,b2vft81kyjurzbmekvgrqwr64,0,11.5,57.0,2024-11-03T13:28:01.563Z,2024-11-03T13:28:04Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5338220091,140,41.8,5338220093,141,45.2,5338220097,213,6.04,5338220099,1,,5338220089,56,Back,5338220087,157,,5338220095,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603283,231,1,1,26,10,f1h34qp5zbfl489q8vnkhiq9s,0,41.3,55.1,2024-11-03T13:28:05.609Z,2024-11-03T13:28:06Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338220195,157,,5338220201,141,62.3,5338220209,213,0.14,5338220197,56,Center,5338220199,140,75.5,5338220213,1,,5338220205,212,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603311,215,1,1,26,11,b2vft81kyjurzbmekvgrqwr64,0,20.3,45.7,2024-11-03T13:28:06.851Z,2024-11-03T13:28:07Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5338220383,1,,5338220381,213,5.82,5338220377,141,22.7,5338220379,212,34.7,5338220375,140,49.8,5338220371,157,,5338220373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603383,233,1,1,26,16,f1h34qp5zbfl489q8vnkhiq9s,1,64.2,89.2,2024-11-03T13:28:11.872Z,2024-11-03T13:28:13Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338220851,212,9.7,5338220853,213,4.57,5338220847,140,62.9,5338220849,141,75.1,5338220845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603441,234,1,1,26,17,f1h34qp5zbfl489q8vnkhiq9s,1,62.9,75.1,2024-11-03T13:28:12.992Z,2024-11-03T13:28:15Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338221047,56,Left,5338221049,140,67.1,5338221055,213,1.12,5338221051,141,88.6,5338221053,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603527,235,1,1,26,20,f1h34qp5zbfl489q8vnkhiq9s,1,65.5,87.9,2024-11-03T13:28:15.520Z,2024-11-03T13:28:21Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338221575,212,11.1,5338221571,140,56.6,5338221569,56,Left,5338221573,141,79.0,5338221577,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603587,236,1,1,26,26,f1h34qp5zbfl489q8vnkhiq9s,1,59.3,79.5,2024-11-03T13:28:21.552Z,2024-11-03T13:28:26Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338222017,140,59.4,5338222015,56,Center,5338222019,141,58.6,5338222021,212,14.2,5338222023,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603653,237,1,1,26,30,f1h34qp5zbfl489q8vnkhiq9s,1,54.7,50.3,2024-11-03T13:28:26.257Z,2024-11-03T13:28:30Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5338222365,141,26.0,5338222367,212,19.0,5338222369,213,4.20,5338222361,56,Back,5338222363,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603719,238,1,1,26,35,f1h34qp5zbfl489q8vnkhiq9s,1,45.8,34.2,2024-11-03T13:28:30.264Z,2024-11-03T13:28:35Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338222779,212,23.0,5338222775,140,25.2,5338222777,141,45.9,5338222773,56,Back,5338222781,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603799,239,1,1,26,39,f1h34qp5zbfl489q8vnkhiq9s,1,25.8,45.9,2024-11-03T13:28:34.864Z,2024-11-03T13:28:39Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5338223255,213,1.52,5338223251,141,69.5,5338223253,212,16.1,5338223247,56,Back,5338223249,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603835,240,1,1,26,44,f1h34qp5zbfl489q8vnkhiq9s,1,26.5,66.1,2024-11-03T13:28:39.785Z,2024-11-03T13:28:42Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338223481,212,23.6,5338223483,213,0.31,5338223479,141,76.6,5338223475,56,Back,5338223477,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603843,241,1,1,26,47,f1h34qp5zbfl489q8vnkhiq9s,1,47.9,76.6,2024-11-03T13:28:42.504Z,2024-11-03T13:28:45Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5338223515,140,36.9,5338223521,213,2.82,5338223513,56,Back,5338223519,212,12.2,5338223563,156,,5338223517,141,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603899,242,1,1,26,49,f1h34qp5zbfl489q8vnkhiq9s,1,36.9,82.2,2024-11-03T13:28:44.793Z,2024-11-03T13:28:46Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338223871,141,76.5,5338223869,140,41.7,5338223867,56,Back,5338223873,212,6.4,5338223875,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603927,243,1,1,26,51,f1h34qp5zbfl489q8vnkhiq9s,1,41.1,75.7,2024-11-03T13:28:46.472Z,2024-11-03T13:28:48Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5338223981,213,2.33,5338223973,56,Back,5338223975,140,32.2,5338223979,212,13.5,5338223977,141,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743603995,244,1,1,26,52,f1h34qp5zbfl489q8vnkhiq9s,1,34.0,86.1,2024-11-03T13:28:48.088Z,2024-11-03T13:28:53Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338224331,140,37.1,5338224333,141,64.0,5338224337,213,4.93,5338224335,212,15.4,5338224329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604017,245,1,1,26,58,f1h34qp5zbfl489q8vnkhiq9s,1,47.5,43.8,2024-11-03T13:28:53.600Z,2024-11-03T13:28:55Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5338224493,56,Back,5338224495,140,34.6,5338224499,212,19.0,5338224497,141,24.2,5338224501,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604055,246,1,1,27,0,f1h34qp5zbfl489q8vnkhiq9s,1,34.6,24.2,2024-11-03T13:28:55.320Z,2024-11-03T13:28:58Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338224691,212,30.3,5338224689,141,68.3,5338224685,56,Back,5338224687,140,30.2,5338224693,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604135,247,1,1,27,2,f1h34qp5zbfl489q8vnkhiq9s,1,30.1,66.4,2024-11-03T13:28:57.960Z,2024-11-03T13:29:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338225237,141,91.6,5338225239,212,22.8,5338225233,56,Back,5338225241,213,0.85,5338225235,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604167,248,1,1,27,10,f1h34qp5zbfl489q8vnkhiq9s,1,53.8,83.7,2024-11-03T13:29:05.600Z,2024-11-03T13:29:08Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338225447,56,Back,5338225449,140,32.9,5338225455,213,3.32,5338225451,141,77.8,5338225453,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604183,249,1,1,27,13,f1h34qp5zbfl489q8vnkhiq9s,0,34.9,75.4,2024-11-03T13:29:08.704Z,2024-11-03T13:29:09Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338225547,140,59.4,5338225549,141,75.4,5338225545,56,Center,5338225551,212,25.7,5338225553,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604221,216,8,1,27,17,b2vft81kyjurzbmekvgrqwr64,1,59.1,54.2,2024-11-03T13:29:12.963Z,2024-11-03T13:29:13Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5338225781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604229,250,61,1,27,17,f1h34qp5zbfl489q8vnkhiq9s,1,57.4,77.2,2024-11-03T13:29:13.040Z,2024-11-03T13:29:13Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5338225811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604307,251,1,1,27,18,f1h34qp5zbfl489q8vnkhiq9s,1,57.5,77.1,2024-11-03T13:29:14.176Z,2024-11-03T13:29:17Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5338226069,140,44.8,5338226071,141,85.5,5338226073,212,14.5,5338226067,56,Back,5338226075,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604323,252,1,1,27,21,f1h34qp5zbfl489q8vnkhiq9s,1,54.7,83.1,2024-11-03T13:29:16.928Z,2024-11-03T13:29:18Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5338226147,213,0.80,5338226143,141,93.1,5338226141,140,61.0,5338226145,212,9.5,5338226137,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604361,253,1,1,27,23,f1h34qp5zbfl489q8vnkhiq9s,1,59.4,92.8,2024-11-03T13:29:18.320Z,2024-11-03T13:29:20Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338226357,213,3.43,5338226351,140,35.5,5338226353,141,81.9,5338226349,56,Back,5338226355,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604425,254,1,1,27,25,f1h34qp5zbfl489q8vnkhiq9s,1,35.2,81.7,2024-11-03T13:29:20.672Z,2024-11-03T13:29:26Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5338226703,56,Back,5338226709,141,40.5,5338226707,140,29.9,5338226713,213,4.52,5338226711,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604475,255,1,1,27,30,f1h34qp5zbfl489q8vnkhiq9s,0,29.9,26.3,2024-11-03T13:29:25.825Z,2024-11-03T13:29:29Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5338227037,213,6.15,5338227031,141,12.4,5338227033,212,69.4,5338227025,155,,5338227041,1,,5338227029,140,95.4,5338227027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604525,218,1,1,27,36,b2vft81kyjurzbmekvgrqwr64,0,17.4,87.8,2024-11-03T13:29:31.291Z,2024-11-03T13:29:32Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5338227307,140,51.3,5338227309,141,70.3,5338227315,1,,5338227303,157,,5338227305,56,Center,5338227311,212,37.5,5338227313,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604573,256,1,1,27,39,f1h34qp5zbfl489q8vnkhiq9s,1,62.8,23.2,2024-11-03T13:29:34.968Z,2024-11-03T13:29:36Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5338227573,141,19.0,5338227571,140,73.4,5338227569,56,Right,5338227577,213,6.03,5338227575,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604587,257,1,1,27,41,f1h34qp5zbfl489q8vnkhiq9s,0,73.5,19.3,2024-11-03T13:29:36.281Z,2024-11-03T13:29:37Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5338227675,213,1.74,5338227663,155,,5338227667,140,70.1,5338227669,141,50.8,5338227671,212,21.7,5338227665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604651,219,1,1,27,42,b2vft81kyjurzbmekvgrqwr64,0,25.0,54.3,2024-11-03T13:29:38.002Z,2024-11-03T13:29:43Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5338228017,141,44.6,5338228015,140,38.3,5338228019,212,15.4,5338228011,3,,5338228013,56,Back,5338228021,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604659,220,3,1,27,47,b2vft81kyjurzbmekvgrqwr64,0,38.4,46.4,2024-11-03T13:29:42.407Z,2024-11-03T15:06:41Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5338229419,286,,5338228037,56,Back,5338229467,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743604677,258,7,1,27,47,f1h34qp5zbfl489q8vnkhiq9s,1,61.6,53.6,2024-11-03T13:29:42.408Z,2024-11-03T15:06:40Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5338228127,285,,5338229445,233,220,5338228123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
