id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2702475003,108,1,1,8,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.1,59.0,2024-07-21T14:11:47.702Z,2024-07-21T14:11:49Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112671069,213,0.12,5112671065,141,62.4,5112671067,212,19.4,5112671061,56,Center,5112671063,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475019,109,1,1,8,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.6,62.9,2024-07-21T14:11:48.982Z,2024-07-21T14:11:52Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112671145,141,87.7,5112671143,140,63.3,5112671141,56,Left,5112671147,212,17.1,5112671149,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475045,110,1,1,8,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.2,85.0,2024-07-21T14:11:52.045Z,2024-07-21T14:11:56Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112671309,140,84.3,5112671307,56,Center,5112671315,213,5.55,5112671313,212,25.5,5112671311,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475051,111,50,1,8,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,84.6,55.2,2024-07-21T14:11:55.408Z,2024-07-21T14:11:58Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5112671391,233,81,5112671337,56,Center,5112671341,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475053,81,7,1,8,58,b2vft81kyjurzbmekvgrqwr64,1,15.4,44.8,2024-07-21T14:11:55.409Z,2024-07-23T13:23:36Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5115322021,385,,5112671361,233,111,5112671355,285,,5112671353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475055,82,61,1,8,59,b2vft81kyjurzbmekvgrqwr64,1,12.9,48.9,2024-07-21T14:11:56.607Z,2024-07-21T14:12:52Z,lu9bber07etravimh00k745x,J. Bøge,,,5112671357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475057,112,61,1,9,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,83.6,62.7,2024-07-21T14:11:56.763Z,2024-07-21T14:11:57Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5112671359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475065,83,12,1,9,0,b2vft81kyjurzbmekvgrqwr64,1,14.4,46.0,2024-07-21T14:11:57.329Z,2024-07-21T14:13:16Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112671395,56,Back,5112671399,141,40.9,5112671401,212,3.5,5112671403,213,4.89,5112671397,140,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475075,84,12,1,9,1,b2vft81kyjurzbmekvgrqwr64,1,16.7,37.0,2024-07-21T14:11:57.706Z,2024-07-21T14:37:36Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5112671463,213,0.14,5112671455,56,Back,5112671459,141,42.2,5112671461,212,25.3,5112671457,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475083,113,83,1,9,2,aqtkb4mgrz8c6iqfufj6qjbv9,0,51.6,61.5,2024-07-21T14:11:59.059Z,2024-07-21T15:05:01Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112727157,399,8gdfn7j6xac9p4jh94hk40jdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475093,86,2,1,9,4,b2vft81kyjurzbmekvgrqwr64,1,42.9,42.3,2024-07-21T14:12:01.010Z,2024-07-21T14:12:13Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5112671555,140,70.3,5112671557,141,39.1,5112671553,56,Center,5112671837,7,9b89pmcjk6re94bjp0ixeatjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475121,114,43,1,9,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-07-21T14:12:04.730Z,2024-07-21T14:12:10Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5112671733,144,59,5112671701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475179,116,1,1,9,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.8,67.5,2024-07-21T14:12:17.899Z,2024-07-21T14:12:19Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112672039,212,16.3,5112672031,241,,5112672037,141,88.7,5112672033,56,Back,5112672041,213,1.08,5112672035,140,46.1,5112672029,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475193,117,1,1,9,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.2,88.7,2024-07-21T14:12:19.337Z,2024-07-21T14:12:21Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112672119,213,3.71,5112672115,141,74.8,5112672117,212,17.6,5112672111,56,Back,5112672113,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475241,118,1,1,9,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.5,74.4,2024-07-21T14:12:21.337Z,2024-07-21T14:12:29Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112672415,1,,5112672407,140,26.9,5112672411,212,32.8,5112672413,213,4.63,5112672405,56,Back,5112672409,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475249,119,1,1,9,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.4,16.5,2024-07-21T14:12:29.367Z,2024-07-21T14:12:31Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5112672435,56,Right,5112672441,140,62.6,5112672445,141,4.0,5112672451,213,5.50,5112672449,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475255,120,1,1,9,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.0,5.6,2024-07-21T14:12:31.257Z,2024-07-21T14:12:33Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112672489,212,11.1,5112672491,213,1.18,5112672485,140,67.0,5112672483,56,Right,5112672487,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475259,121,1,1,9,36,aqtkb4mgrz8c6iqfufj6qjbv9,0,66.2,20.7,2024-07-21T14:12:33.194Z,2024-07-21T14:12:35Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5112672513,56,Right,5112672517,141,17.1,5112672521,213,6.16,5112672519,212,19.8,5112672515,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475277,88,1,1,9,39,b2vft81kyjurzbmekvgrqwr64,1,15.0,84.6,2024-07-21T14:12:36.289Z,2024-07-21T14:12:37Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112672589,56,Back,5112672595,212,13.6,5112672597,213,4.08,5112672591,140,7.3,5112672593,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475323,89,1,1,9,41,b2vft81kyjurzbmekvgrqwr64,1,7.0,67.3,2024-07-21T14:12:37.857Z,2024-07-23T13:25:11Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5112672869,1,,5112672849,157,,5112672855,56,Back,5112672865,212,45.8,5112672863,141,94.2,5112672867,213,0.41,5112672859,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475329,90,50,1,9,48,b2vft81kyjurzbmekvgrqwr64,1,51.4,94.6,2024-07-21T14:12:45.170Z,2024-07-21T14:12:46Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5112672887,56,Left,5112672901,233,122,5112672889,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475331,122,7,1,9,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,48.6,5.4,2024-07-21T14:12:45.171Z,2024-07-23T13:25:19Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112672897,233,90,5115322115,383,,5112672891,56,Back,5112672893,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475333,91,61,1,9,48,b2vft81kyjurzbmekvgrqwr64,1,51.2,94.7,2024-07-21T14:12:45.601Z,2024-07-21T14:12:49Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5112672895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475337,92,5,1,9,49,b2vft81kyjurzbmekvgrqwr64,0,51.6,101.4,2024-07-21T14:12:46.497Z,2024-07-21T14:12:48Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5112673005,233,123,5112672923,347,,5112672921,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475343,123,5,1,9,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.4,-1.4,2024-07-21T14:12:46.497Z,2024-07-21T14:36:04Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112672949,56,Back,5112672957,233,92,5112672951,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475353,124,1,1,9,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.2,0.0,2024-07-21T14:12:47.411Z,2024-07-21T14:12:49Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5112673029,212,23.1,5112673031,213,2.47,5112673033,1,,5112673025,140,30.9,5112673021,107,,5112673027,141,19.7,5112673023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475369,125,1,1,9,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.8,21.5,2024-07-21T14:12:49.379Z,2024-07-21T14:12:51Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5112673131,140,37.2,5112673137,213,0.44,5112673133,141,26.1,5112673129,56,Back,5112673135,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475387,126,1,1,9,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.8,31.0,2024-07-21T14:12:51.207Z,2024-07-21T14:12:55Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112673207,212,12.2,5112673201,56,Back,5112673203,140,32.3,5112673209,213,2.39,5112673205,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475407,127,1,1,9,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.9,47.8,2024-07-21T14:12:55.800Z,2024-07-21T14:12:58Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112673289,140,40.2,5112673291,141,66.7,5112673293,212,16.1,5112673295,213,0.92,5112673287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475423,128,1,1,10,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.5,68.1,2024-07-21T14:12:57.909Z,2024-07-21T14:13:00Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112673413,141,47.0,5112673417,213,4.30,5112673411,140,34.6,5112673415,212,15.6,5112673409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475429,129,1,1,10,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.8,44.8,2024-07-21T14:13:00.362Z,2024-07-21T14:13:02Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112673465,212,10.0,5112673463,141,48.1,5112673459,56,Back,5112673461,140,42.1,5112673467,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475441,130,1,1,10,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.9,55.8,2024-07-21T14:13:02.440Z,2024-07-21T14:13:08Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112673553,56,Back,5112673557,141,66.7,5112673555,140,40.8,5112673559,212,7.5,5112673561,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475449,131,1,1,10,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.2,70.0,2024-07-21T14:13:08.157Z,2024-07-21T14:13:09Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112673613,213,4.35,5112673609,141,54.3,5112673605,56,Back,5112673611,212,11.4,5112673607,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475471,132,1,1,10,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.3,55.1,2024-07-21T14:13:09.798Z,2024-07-21T14:13:13Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112673765,212,20.7,5112673759,56,Back,5112673767,213,0.86,5112673761,140,49.2,5112673763,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475485,133,1,1,10,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.9,86.8,2024-07-21T14:13:13.531Z,2024-07-21T14:13:15Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112673831,141,94.5,5112673833,212,5.4,5112673835,213,1.35,5112673829,140,58.0,5112673827,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475513,134,1,1,10,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.2,93.8,2024-07-21T14:13:15.328Z,2024-07-21T14:13:21Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112673987,56,Center,5112673995,213,4.49,5112673993,212,17.7,5112673991,141,68.4,5112673989,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475531,135,1,1,10,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.6,59.3,2024-07-21T14:13:21.077Z,2024-07-21T14:13:23Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112674089,213,0.63,5112674085,212,13.6,5112674073,56,Center,5112674081,141,71.1,5112674077,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475547,136,1,1,10,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.7,73.6,2024-07-21T14:13:23.873Z,2024-07-21T14:13:26Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5112674157,56,Left,5112674165,213,1.61,5112674163,212,7.4,5112674159,140,73.4,5112674161,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475551,137,1,1,10,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,73.0,86.8,2024-07-21T14:13:26.513Z,2024-07-21T14:14:19Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112674183,141,86.5,5112675925,236,,5112674181,140,73.6,5112674187,212,0.7,5112675927,233,93,5112674179,56,Left,5112675931,286,,5112674189,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475561,93,74,1,10,29,b2vft81kyjurzbmekvgrqwr64,1,16.2,22.5,2024-07-21T14:13:26.514Z,2024-07-21T14:25:43Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112674235,285,,5112675959,233,137,5112674233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475565,95,1,1,10,31,b2vft81kyjurzbmekvgrqwr64,0,26.6,10.2,2024-07-21T14:13:28.608Z,2024-07-21T14:13:29Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112674249,212,4.5,5112674239,56,Back,5112674269,236,,5112674251,213,0.21,5112674275,286,,5112674243,140,30.8,5112674247,141,11.6,5112674271,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475571,138,74,1,10,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.7,96.3,2024-07-21T14:13:28.609Z,2024-07-21T14:25:43Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112674265,56,Left,5112674291,233,95,5112674267,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475585,96,1,1,10,33,b2vft81kyjurzbmekvgrqwr64,1,25.8,10.9,2024-07-21T14:13:29.777Z,2024-07-21T14:13:30Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112674327,140,19.4,5112674325,56,Back,5112674331,212,6.8,5112674333,213,3.01,5112674329,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475625,97,1,1,10,34,b2vft81kyjurzbmekvgrqwr64,1,19.4,12.2,2024-07-21T14:13:30.689Z,2024-07-21T14:13:37Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5112674567,140,27.6,5112674569,141,22.7,5112674565,56,Back,5112674571,212,11.2,5112674573,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475629,98,1,1,10,35,b2vft81kyjurzbmekvgrqwr64,0,37.4,20.8,2024-07-21T14:13:31.809Z,2024-07-21T14:29:07Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5112674593,140,58.7,5112674591,56,Right,5112674597,212,24.8,5112674595,141,5.2,5112674599,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475589,139,43,1,10,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-07-21T14:13:33.246Z,2024-07-23T13:27:08Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5112674341,56,Left,5115322281,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475647,140,1,1,10,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.3,95.6,2024-07-21T14:13:40.823Z,2024-07-21T14:13:41Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5112674717,56,Back,5112674719,140,45.1,5112674721,141,92.3,5112674723,212,8.5,5112674725,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475693,142,1,1,10,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.1,88.9,2024-07-21T14:13:42.104Z,2024-07-21T14:13:46Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5112674925,140,42.6,5112674923,56,Back,5112674927,141,63.9,5112674929,212,17.2,5112674931,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475723,143,1,1,10,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.7,50.3,2024-07-21T14:13:46.150Z,2024-07-21T14:13:52Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5112675117,140,53.9,5112675115,56,Center,5112675121,212,9.8,5112675119,141,64.6,5112675123,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475733,144,3,1,10,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,53.8,67.0,2024-07-21T14:13:50.524Z,2024-07-23T13:27:49Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112675149,286,,5115322317,465,,5112675147,56,Center,5112675153,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475717,99,1,1,10,54,b2vft81kyjurzbmekvgrqwr64,0,36.0,28.9,2024-07-21T14:13:51.138Z,2024-07-21T14:13:55Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5112675199,236,,5112675075,56,Back,5112675073,157,,5112675077,140,42.9,5112675201,233,145,5112675079,141,34.4,5112675085,1,,5112675083,213,0.48,5112675205,286,,5112675081,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475737,145,74,1,10,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.7,67.0,2024-07-21T14:13:51.139Z,2024-07-21T14:25:43Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5112675167,56,Center,5112675211,233,99,5112675169,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475757,101,1,1,10,56,b2vft81kyjurzbmekvgrqwr64,1,32.0,29.1,2024-07-21T14:13:53.104Z,2024-07-21T14:13:56Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5112675249,140,28.1,5112675255,213,2.02,5112675253,212,9.4,5112675251,141,41.5,5112675247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475763,102,1,1,10,59,b2vft81kyjurzbmekvgrqwr64,1,25.9,42.0,2024-07-21T14:13:55.624Z,2024-07-23T13:28:29Z,lu9bber07etravimh00k745x,J. Bøge,,,5112675267,140,33.3,5112675265,56,Back,5112675269,141,51.1,5112675271,212,9.9,5112675273,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475789,103,1,1,11,0,b2vft81kyjurzbmekvgrqwr64,1,32.3,47.2,2024-07-21T14:13:57.440Z,2024-07-23T13:28:36Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112675449,213,4.98,5112675445,141,5.6,5112675447,212,29.3,5112675441,56,Back,5112675443,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475797,104,1,1,11,4,b2vft81kyjurzbmekvgrqwr64,1,38.6,22.5,2024-07-21T14:14:01.457Z,2024-07-21T14:14:02Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5112675485,212,11.5,5112675479,56,Back,5112675481,140,28.3,5112675487,213,3.50,5112675483,141,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475821,105,1,1,11,5,b2vft81kyjurzbmekvgrqwr64,1,28.3,16.9,2024-07-21T14:14:02.593Z,2024-07-21T14:14:07Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5112675639,140,20.0,5112675645,213,2.19,5112675637,56,Back,5112675643,212,14.9,5112675641,141,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475827,106,1,1,11,10,b2vft81kyjurzbmekvgrqwr64,1,23.1,36.7,2024-07-21T14:14:07.600Z,2024-07-21T14:14:09Z,lu9bber07etravimh00k745x,J. Bøge,,,5112675683,141,56.3,5112675681,140,29.2,5112675687,213,1.12,5112675679,56,Back,5112675685,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475847,107,1,1,11,13,b2vft81kyjurzbmekvgrqwr64,1,29.2,55.1,2024-07-21T14:14:09.840Z,2024-07-21T14:14:12Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112675769,56,Back,5112675775,212,9.9,5112675773,141,44.7,5112675771,140,22.6,5112675777,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475863,108,1,1,11,15,b2vft81kyjurzbmekvgrqwr64,1,22.5,45.2,2024-07-21T14:14:12.336Z,2024-07-21T15:01:29Z,lu9bber07etravimh00k745x,J. Bøge,,,5112675875,56,Back,5112675879,141,52.2,5112675881,212,5.8,5112675877,140,25.7,5112675883,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702476731,144,1,1,11,20,b2vft81kyjurzbmekvgrqwr64,1,30.9,53.0,2024-07-21T14:14:17.464Z,2024-07-21T14:17:33Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5112681087,212,9.4,5112681081,56,Back,5112681083,140,22.1,5112681085,141,55.3,5112681089,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475891,109,1,1,11,26,b2vft81kyjurzbmekvgrqwr64,1,20.5,67.4,2024-07-21T14:14:22.928Z,2024-07-21T15:01:31Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5112676069,56,Back,5112676071,140,22.4,5112676077,213,1.41,5112676073,141,85.3,5112676075,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702475899,110,1,1,11,27,b2vft81kyjurzbmekvgrqwr64,1,22.4,85.3,2024-07-21T14:14:24.577Z,2024-07-21T14:14:25Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5112676113,213,5.06,5112676109,141,74.1,5112676105,56,Back,5112676111,212,8.1,5112676107,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
