id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2711519667,172,5,1,16,19,6wwwud48qahpwrfxs20334qk5,1,80.0,-1.8,2024-08-21T16:47:55.273Z,2024-08-21T17:26:30Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5162769587,233,171,5162769585,347,,5162769583,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519673,173,1,1,16,22,6wwwud48qahpwrfxs20334qk5,1,80.1,0.0,2024-08-21T16:47:58.280Z,2024-08-21T16:48:01Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5162769623,56,Right,5162769621,107,,5162769625,140,55.9,5162769629,212,27.4,5162769633,1,,5162769631,213,2.76,5162769627,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519679,174,1,1,16,25,6wwwud48qahpwrfxs20334qk5,1,55.7,14.9,2024-08-21T16:48:01.689Z,2024-08-21T16:48:04Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162769663,140,61.6,5162769669,213,0.78,5162769667,212,8.7,5162769665,141,23.9,5162769661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519685,175,1,1,16,28,6wwwud48qahpwrfxs20334qk5,1,61.2,23.1,2024-08-21T16:48:04.577Z,2024-08-21T16:48:06Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162769701,141,7.1,5162769705,213,5.19,5162769697,56,Right,5162769699,140,66.6,5162769703,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519693,176,1,1,16,30,6wwwud48qahpwrfxs20334qk5,1,66.3,7.1,2024-08-21T16:48:06.552Z,2024-08-21T16:48:09Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5162769747,213,2.74,5162769739,56,Right,5162769741,140,55.7,5162769745,212,12.1,5162769743,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519701,177,1,1,16,33,6wwwud48qahpwrfxs20334qk5,1,54.1,15.5,2024-08-21T16:48:09.224Z,2024-08-21T16:48:12Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162769769,212,33.1,5162769765,140,45.5,5162769763,56,Back,5162769773,1,,5162769767,141,62.3,5162769771,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519713,178,1,1,16,36,6wwwud48qahpwrfxs20334qk5,1,44.0,65.5,2024-08-21T16:48:12.321Z,2024-08-21T16:48:14Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162769805,213,1.05,5162769801,141,85.7,5162769803,212,15.8,5162769797,56,Left,5162769799,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519725,179,1,1,16,38,6wwwud48qahpwrfxs20334qk5,0,51.7,85.9,2024-08-21T16:48:14.232Z,2024-08-21T16:48:18Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162769865,140,58.8,5162769869,212,8.5,5162769867,141,92.0,5162769863,56,Left,5162769871,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519733,172,61,1,16,45,dbl7ir1qugqz8nvp1vzn8im50,1,35.8,3.2,2024-08-21T16:48:21.281Z,2024-08-21T16:51:39Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162769909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519735,173,5,1,16,46,dbl7ir1qugqz8nvp1vzn8im50,0,36.4,-1.8,2024-08-21T16:48:22.369Z,2024-08-21T17:05:31Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162769927,233,180,5162769913,347,,5162769911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519739,180,5,1,16,46,6wwwud48qahpwrfxs20334qk5,1,63.6,101.8,2024-08-21T16:48:22.369Z,2024-08-21T17:26:30Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162769921,347,,5162769919,56,Left,5162769923,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519743,181,1,1,16,47,6wwwud48qahpwrfxs20334qk5,1,61.9,100.0,2024-08-21T16:48:23.160Z,2024-08-21T16:48:27Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162769943,56,Back,5162769949,212,23.8,5162769941,107,,5162769945,140,40.5,5162769951,213,3.47,5162769953,1,,5162769947,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519745,182,1,1,16,51,6wwwud48qahpwrfxs20334qk5,1,39.3,89.0,2024-08-21T16:48:27.376Z,2024-08-21T16:48:30Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162769957,56,Back,5162769959,140,33.7,5162769965,213,4.40,5162769961,141,62.0,5162769963,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519749,183,1,1,16,54,6wwwud48qahpwrfxs20334qk5,1,32.6,57.6,2024-08-21T16:48:30.464Z,2024-08-21T16:48:35Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162769993,140,42.3,5162769995,141,13.7,5162769991,56,Back,5162769999,213,5.04,5162769997,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519753,184,1,1,16,59,6wwwud48qahpwrfxs20334qk5,1,57.4,12.0,2024-08-21T16:48:35.087Z,2024-08-21T16:48:37Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162770019,141,23.0,5162770015,56,Center,5162770017,140,56.7,5162770023,213,1.67,5162770021,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519757,185,1,1,17,1,6wwwud48qahpwrfxs20334qk5,1,55.1,29.8,2024-08-21T16:48:37.704Z,2024-08-21T16:48:39Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162770039,56,Back,5162770047,213,3.16,5162770041,140,37.2,5162770045,212,18.8,5162770043,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519761,186,1,1,17,3,6wwwud48qahpwrfxs20334qk5,1,37.3,28.0,2024-08-21T16:48:39.336Z,2024-08-21T16:48:43Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162770065,140,34.8,5162770067,141,58.4,5162770069,212,20.8,5162770063,56,Back,5162770071,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519769,187,1,1,17,7,6wwwud48qahpwrfxs20334qk5,1,32.6,61.4,2024-08-21T16:48:43.328Z,2024-08-21T16:48:47Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162770115,140,44.8,5162770119,212,12.9,5162770117,141,59.7,5162770121,213,6.19,5162770113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519783,188,1,1,17,11,6wwwud48qahpwrfxs20334qk5,1,47.1,50.6,2024-08-21T16:48:47.288Z,2024-08-21T16:48:52Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5162770185,213,5.37,5162770181,141,20.7,5162770183,212,25.7,5162770179,140,62.0,5162770177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519787,189,1,1,17,15,6wwwud48qahpwrfxs20334qk5,1,71.5,25.0,2024-08-21T16:48:51.872Z,2024-08-21T16:48:53Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162770203,140,86.0,5162770205,141,22.1,5162770201,56,Center,5162770207,212,15.4,5162770209,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519789,190,1,1,17,17,6wwwud48qahpwrfxs20334qk5,0,91.9,16.8,2024-08-21T16:48:53.263Z,2024-08-21T16:48:58Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5162770213,2,,5162770219,140,96.6,5162770221,141,49.3,5162770225,213,1.35,5162770217,56,Center,5162770223,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519831,176,1,1,17,34,dbl7ir1qugqz8nvp1vzn8im50,1,5.6,50.0,2024-08-21T16:49:10.354Z,2024-08-21T16:49:14Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162770427,1,,5162770433,189,,5162770415,123,,5162770419,140,29.2,5162770421,141,10.6,5162770425,213,5.46,5162770423,212,36.5,5162770417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519833,177,1,1,17,39,dbl7ir1qugqz8nvp1vzn8im50,1,31.1,10.1,2024-08-21T16:49:15.561Z,2024-08-21T16:49:19Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162770483,212,9.5,5162770477,56,Back,5162770479,140,26.9,5162770481,141,22.4,5162770485,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519837,178,1,1,17,43,dbl7ir1qugqz8nvp1vzn8im50,1,30.5,26.8,2024-08-21T16:49:19.057Z,2024-08-21T16:49:22Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162770495,141,8.0,5162770491,56,Back,5162770499,213,5.22,5162770493,140,37.3,5162770497,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519839,179,1,1,17,46,dbl7ir1qugqz8nvp1vzn8im50,1,40.8,9.4,2024-08-21T16:49:22.057Z,2024-08-21T16:49:24Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162770505,140,41.0,5162770509,212,6.8,5162770507,141,19.4,5162770511,213,1.54,5162770503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519841,180,1,1,17,48,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,20.0,2024-08-21T16:49:24.121Z,2024-08-21T16:49:25Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162770519,141,7.1,5162770515,56,Back,5162770523,213,4.41,5162770517,140,43.0,5162770521,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519843,181,1,1,17,49,dbl7ir1qugqz8nvp1vzn8im50,1,45.1,7.1,2024-08-21T16:49:25.769Z,2024-08-21T16:49:30Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162770553,141,24.9,5162770551,140,38.6,5162770555,212,13.9,5162770549,56,Back,5162770557,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519853,182,1,1,17,53,dbl7ir1qugqz8nvp1vzn8im50,1,37.8,25.2,2024-08-21T16:49:30.002Z,2024-08-21T16:49:36Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162770593,212,13.6,5162770595,213,4.99,5162770591,141,5.9,5162770587,56,Back,5162770589,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519863,183,1,1,17,59,dbl7ir1qugqz8nvp1vzn8im50,1,52.6,7.4,2024-08-21T16:49:35.969Z,2024-08-21T16:49:40Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162770623,140,36.8,5162770629,213,2.54,5162770621,56,Back,5162770625,141,24.1,5162770627,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519865,184,1,1,18,4,dbl7ir1qugqz8nvp1vzn8im50,1,36.1,27.9,2024-08-21T16:49:40.705Z,2024-08-21T16:49:43Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162770655,213,2.02,5162770651,141,55.1,5162770653,212,20.6,5162770649,140,27.5,5162770647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519867,185,1,1,18,7,dbl7ir1qugqz8nvp1vzn8im50,1,27.0,53.6,2024-08-21T16:49:43.371Z,2024-08-21T16:49:44Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5162770673,212,11.8,5162770669,140,25.7,5162770667,56,Back,5162770675,213,4.60,5162770671,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519871,186,1,1,18,8,dbl7ir1qugqz8nvp1vzn8im50,1,25.7,36.3,2024-08-21T16:49:44.529Z,2024-08-21T16:49:49Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162770703,212,15.1,5162770699,140,13.0,5162770697,56,Back,5162770701,141,46.6,5162770705,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519879,187,1,1,18,12,dbl7ir1qugqz8nvp1vzn8im50,1,11.9,45.1,2024-08-21T16:49:48.858Z,2024-08-21T16:49:55Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162770753,141,13.7,5162770747,157,,5162770751,140,68.3,5162770755,212,63.0,5162770759,1,,5162770749,56,Right,5162770757,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519885,188,3,1,18,19,dbl7ir1qugqz8nvp1vzn8im50,1,72.2,16.8,2024-08-21T16:49:55.529Z,2024-08-21T17:26:07Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162770787,286,,5162770791,233,191,5162770785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519881,191,45,1,18,19,6wwwud48qahpwrfxs20334qk5,0,27.8,83.2,2024-08-21T16:49:55.529Z,2024-08-21T17:26:07Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162770795,233,188,5162770765,56,Back,5162770767,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519887,189,61,1,18,22,dbl7ir1qugqz8nvp1vzn8im50,0,82.2,28.8,2024-08-21T16:49:58.218Z,2024-08-21T16:49:58Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162770789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519891,192,12,1,18,22,6wwwud48qahpwrfxs20334qk5,1,9.8,68.5,2024-08-21T16:49:58.775Z,2024-08-21T16:50:00Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162770813,167,,5162770801,140,10.1,5162770805,212,22.4,5162770807,213,1.56,5162770803,141,100.0,5162770799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519911,190,5,1,18,23,dbl7ir1qugqz8nvp1vzn8im50,1,86.1,-1.6,2024-08-21T16:49:59.345Z,2024-08-21T17:26:31Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162770881,233,193,5162770875,56,Right,5162770877,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519893,193,5,1,18,23,6wwwud48qahpwrfxs20334qk5,0,13.9,101.6,2024-08-21T16:49:59.345Z,2024-08-21T17:26:31Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162770809,56,Back,5162770885,233,190,5162770811,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519913,191,1,1,18,34,dbl7ir1qugqz8nvp1vzn8im50,1,80.1,0.0,2024-08-21T16:50:11.025Z,2024-08-21T16:50:12Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162770911,213,1.18,5162770903,56,Right,5162770909,212,8.4,5162770907,141,9.4,5162770901,107,,5162770905,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519915,192,1,1,18,35,dbl7ir1qugqz8nvp1vzn8im50,0,83.1,9.4,2024-08-21T16:50:11.961Z,2024-08-21T16:50:13Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162770917,155,,5162770923,141,18.3,5162770925,212,7.9,5162770921,140,87.9,5162770919,56,Right,5162770915,2,,5162770927,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519917,194,61,1,18,38,6wwwud48qahpwrfxs20334qk5,1,9.9,72.9,2024-08-21T16:50:14.368Z,2024-08-21T16:51:28Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162770933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519919,195,12,1,18,39,6wwwud48qahpwrfxs20334qk5,1,9.3,40.5,2024-08-21T16:50:15.400Z,2024-08-21T16:52:27Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5162772123,140,14.0,5162772127,212,10.7,5162772129,213,1.09,5162772125,141,54.4,5162772121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519923,193,1,1,18,39,dbl7ir1qugqz8nvp1vzn8im50,0,75.5,36.0,2024-08-21T16:50:15.512Z,2024-08-21T16:50:16Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5162770943,141,33.4,5162770947,213,6.15,5162770937,3,,5162770945,212,13.3,5162770941,140,88.1,5162770939,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519921,196,61,1,18,39,6wwwud48qahpwrfxs20334qk5,1,12.5,55.8,2024-08-21T16:50:15.551Z,2024-08-21T16:52:35Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162772171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519925,197,1,1,18,42,6wwwud48qahpwrfxs20334qk5,0,20.0,50.7,2024-08-21T16:50:18.144Z,2024-08-21T16:50:19Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162770961,213,1.14,5162770959,212,8.3,5162770957,141,61.8,5162770955,140,23.3,5162770951,3,,5162770953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519927,194,43,1,18,44,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-21T16:50:20.345Z,2024-08-21T16:56:41Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162770973,213,0.35,5162770967,140,94.6,5162774141,144,1,5162770971,212,20.7,5162770965,56,Center,5162770969,141,45.2,5162770963,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519929,198,12,1,18,47,6wwwud48qahpwrfxs20334qk5,1,13.4,45.2,2024-08-21T16:50:23.152Z,2024-08-21T17:04:53Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162774997,15,,5162774987,212,12.0,5162774983,140,19.8,5162774981,56,Back,5162774985,141,59.9,5162774989,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520931,289,12,1,18,48,6wwwud48qahpwrfxs20334qk5,1,18.4,52.6,2024-08-21T16:50:24.994Z,2024-08-21T17:04:51Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5162779191,213,3.33,5162779189,212,14.5,5162779187,141,48.7,5162779185,140,4.8,5162779183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519935,201,1,1,18,59,6wwwud48qahpwrfxs20334qk5,1,9.4,44.2,2024-08-21T16:50:35.935Z,2024-08-21T16:50:38Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162770993,212,9.7,5162770991,141,30.0,5162770995,213,4.82,5162770987,56,Back,5162770989,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519945,202,1,1,19,2,6wwwud48qahpwrfxs20334qk5,1,12.1,25.6,2024-08-21T16:50:38.607Z,2024-08-21T16:50:41Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162771039,141,8.9,5162771035,56,Back,5162771037,140,19.0,5162771041,212,13.5,5162771043,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519947,203,1,1,19,5,6wwwud48qahpwrfxs20334qk5,1,19.3,7.6,2024-08-21T16:50:41.199Z,2024-08-21T16:50:42Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162771057,212,8.6,5162771059,213,2.69,5162771055,141,13.1,5162771051,56,Back,5162771053,140,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519957,204,1,1,19,6,6wwwud48qahpwrfxs20334qk5,1,11.5,13.2,2024-08-21T16:50:42.679Z,2024-08-21T16:50:46Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162771107,213,0.07,5162771103,141,15.6,5162771099,56,Back,5162771105,212,23.2,5162771101,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519959,205,1,1,19,10,6wwwud48qahpwrfxs20334qk5,0,35.8,16.5,2024-08-21T16:50:46.335Z,2024-08-21T16:50:47Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5162771117,141,0.0,5162771119,212,18.6,5162771115,140,22.2,5162771121,213,3.84,5162771113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519965,195,5,1,19,10,dbl7ir1qugqz8nvp1vzn8im50,1,73.0,101.2,2024-08-21T16:50:46.722Z,2024-08-21T17:26:31Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162771149,347,,5162771147,56,Left,5162771153,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519961,206,5,1,19,10,6wwwud48qahpwrfxs20334qk5,0,27.0,-1.2,2024-08-21T16:50:46.722Z,2024-08-21T17:26:32Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5162771123,56,Back,5162771125,347,,5162771175,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519973,196,1,1,19,13,dbl7ir1qugqz8nvp1vzn8im50,1,66.3,100.0,2024-08-21T16:50:49.465Z,2024-08-21T16:50:51Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5162771193,212,24.2,5162771185,107,,5162771195,213,5.78,5162771191,141,85.0,5162771189,140,86.5,5162771197,1,,5162771187,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519977,197,1,1,19,15,dbl7ir1qugqz8nvp1vzn8im50,1,86.5,85.0,2024-08-21T16:50:51.368Z,2024-08-21T16:50:52Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162771213,213,3.48,5162771205,56,Left,5162771209,141,81.5,5162771211,212,7.1,5162771207,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519981,198,1,1,19,16,dbl7ir1qugqz8nvp1vzn8im50,1,80.1,81.5,2024-08-21T16:50:52.137Z,2024-08-21T16:50:54Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5162771243,141,88.6,5162771245,212,12.7,5162771241,140,68.9,5162771239,56,Left,5162771247,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519987,199,1,1,19,18,dbl7ir1qugqz8nvp1vzn8im50,1,67.9,84.5,2024-08-21T16:50:54.201Z,2024-08-21T16:50:57Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162771261,141,58.5,5162771265,213,4.31,5162771259,140,60.8,5162771257,56,Center,5162771263,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711519997,200,1,1,19,21,dbl7ir1qugqz8nvp1vzn8im50,1,61.4,48.8,2024-08-21T16:50:57.290Z,2024-08-21T16:51:04Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162771307,140,69.0,5162771313,213,5.08,5162771309,141,18.0,5162771305,56,Right,5162771311,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520007,201,1,1,19,27,dbl7ir1qugqz8nvp1vzn8im50,1,77.4,10.3,2024-08-21T16:51:03.993Z,2024-08-21T16:51:07Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162771367,141,26.7,5162771369,212,15.0,5162771365,140,67.8,5162771363,56,Center,5162771371,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520015,202,1,1,19,30,dbl7ir1qugqz8nvp1vzn8im50,1,68.2,28.9,2024-08-21T16:51:06.833Z,2024-08-21T16:51:09Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162771415,213,0.19,5162771411,141,34.5,5162771419,4,,5162771409,140,87.5,5162771413,212,20.6,5162771407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520021,203,1,1,19,33,dbl7ir1qugqz8nvp1vzn8im50,1,88.8,34.8,2024-08-21T16:51:09.473Z,2024-08-21T16:51:10Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162771441,213,4.72,5162771439,212,9.2,5162771437,141,21.2,5162771435,140,88.9,5162771433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520023,204,1,1,19,34,dbl7ir1qugqz8nvp1vzn8im50,1,88.9,21.2,2024-08-21T16:51:10.129Z,2024-08-21T16:51:20Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,1.0,,5162771579,210,15,5162771449,56,Center,5162771581,154,,5162771457,213,1.73,5162771453,141,34.5,5162771455,212,9.2,5162771451,140,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
