id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/15/value
2730055629,142,1,1,15,51,dbl7ir1qugqz8nvp1vzn8im50,1,34.0,0.0,2024-10-04T17:16:44.701Z,2024-10-04T19:19:38Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5264341387,212,18.2,5264341379,107,,5264341383,140,17.2,5264341381,56,Back,5264341385,141,5.3,5264341389,213,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055649,143,1,1,15,53,dbl7ir1qugqz8nvp1vzn8im50,1,17.5,5.2,2024-10-04T17:16:47.133Z,2024-10-04T17:16:48Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264341471,141,27.1,5264341473,212,19.9,5264341469,140,4.9,5264341467,56,Back,5264341475,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055671,144,1,1,15,54,dbl7ir1qugqz8nvp1vzn8im50,1,4.4,27.3,2024-10-04T17:16:48.518Z,2024-10-04T17:16:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264341565,140,2.7,5264341567,141,50.6,5264341569,212,15.9,5264341571,213,1.68,5264341563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055679,145,1,1,15,57,dbl7ir1qugqz8nvp1vzn8im50,1,2.9,50.6,2024-10-04T17:16:51.381Z,2024-10-04T17:16:52Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5264341621,213,0.25,5264341617,141,58.5,5264341615,140,23.2,5264341619,212,22.0,5264341613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055697,146,1,1,15,58,dbl7ir1qugqz8nvp1vzn8im50,1,23.7,58.5,2024-10-04T17:16:52.238Z,2024-10-04T17:16:54Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264341765,213,3.30,5264341759,140,14.0,5264341761,141,56.1,5264341763,212,10.3,5264341757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055735,147,1,1,16,1,dbl7ir1qugqz8nvp1vzn8im50,1,14.6,55.5,2024-10-04T17:16:54.670Z,2024-10-04T17:17:00Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264341985,213,5.81,5264341979,140,39.4,5264341983,212,29.3,5264341981,141,35.7,5264341977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055771,148,2,1,16,6,dbl7ir1qugqz8nvp1vzn8im50,1,43.1,32.4,2024-10-04T17:17:00.149Z,2024-10-04T17:17:04Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264342171,141,36.0,5264342169,140,74.9,5264342209,1,,5264342211,56,Center,5264342207,7,5wmik73cqursg7sv3w14ue5pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055869,122,1,1,16,20,8cfkisxf1fkxdqtt6tx1tup48,1,30.6,58.2,2024-10-04T17:17:13.838Z,2024-10-04T17:17:14Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5264342759,56,Back,5264342767,213,4.59,5264342765,212,17.3,5264342755,5,,5264342757,241,,5264342761,140,28.6,5264342763,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055909,123,1,1,16,20,8cfkisxf1fkxdqtt6tx1tup48,1,28.6,33.0,2024-10-04T17:17:14.542Z,2024-10-04T17:17:18Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264342977,140,38.6,5264342975,56,Back,5264342983,213,5.43,5264342981,212,16.0,5264342979,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055961,124,1,1,16,24,8cfkisxf1fkxdqtt6tx1tup48,0,34.2,8.9,2024-10-04T17:17:18.135Z,2024-10-04T17:17:22Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5264343245,140,87.5,5264343247,141,20.3,5264343251,213,0.14,5264343253,1,,5264343243,56,Right,5264343241,155,,5264343249,212,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730055981,149,1,1,16,30,dbl7ir1qugqz8nvp1vzn8im50,1,6.8,81.5,2024-10-04T17:17:23.661Z,2024-10-04T17:17:25Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264343389,213,1.38,5264343387,212,9.2,5264343381,140,8.5,5264343379,56,Back,5264343385,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056025,151,1,1,16,32,dbl7ir1qugqz8nvp1vzn8im50,1,9.4,95.1,2024-10-04T17:17:25.669Z,2024-10-04T17:17:29Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264343601,141,88.6,5264343603,212,9.9,5264343599,140,17.8,5264343597,56,Back,5264343605,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056039,152,1,1,16,35,dbl7ir1qugqz8nvp1vzn8im50,1,22.4,75.6,2024-10-04T17:17:29.357Z,2024-10-04T17:17:30Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264343649,141,61.5,5264343645,56,Back,5264343647,140,30.6,5264343651,212,12.9,5264343653,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056089,153,1,1,16,36,dbl7ir1qugqz8nvp1vzn8im50,1,30.3,61.8,2024-10-04T17:17:30.525Z,2024-10-04T17:17:36Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264343935,140,43.6,5264343937,141,92.0,5264343941,213,0.97,5264343939,212,24.8,5264343931,155,,5264343933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056207,155,61,1,16,41,dbl7ir1qugqz8nvp1vzn8im50,0,57.8,88.6,2024-10-04T17:17:35.420Z,2024-10-04T17:17:54Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264344645,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056111,125,4,1,16,42,8cfkisxf1fkxdqtt6tx1tup48,1,51.3,11.9,2024-10-04T17:17:36.562Z,2024-10-04T19:05:34Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5264344079,152,,5264344389,233,154,5264344077,56,Right,5264344075,13,,5264344083,286,,5264344081,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056093,154,4,1,16,42,dbl7ir1qugqz8nvp1vzn8im50,0,48.7,88.1,2024-10-04T17:17:36.563Z,2024-10-04T19:05:34Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264344323,152,,5264343959,56,Back,5264344325,265,,5264344327,285,,5264344417,233,125,5264344319,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056353,127,1,1,17,10,8cfkisxf1fkxdqtt6tx1tup48,1,44.5,16.5,2024-10-04T17:18:03.694Z,2024-10-04T17:18:09Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264345393,5,,5264345399,56,Center,5264345409,1,,5264345401,140,67.0,5264345403,141,67.3,5264345397,152,,5264345395,155,,5264345405,212,41.9,5264345407,213,,,,,,,,,,,,,,,,,,,,,,0.97,,,
2730056349,156,83,1,17,14,dbl7ir1qugqz8nvp1vzn8im50,0,27.5,32.8,2024-10-04T17:18:08.236Z,2024-10-04T17:18:11Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264345487,399,3mcj3wypzq3lno1ehc0vif1sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056371,128,1,1,17,14,8cfkisxf1fkxdqtt6tx1tup48,1,66.8,66.3,2024-10-04T17:18:08.551Z,2024-10-04T17:18:10Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5264345479,212,16.6,5264345473,56,Left,5264345481,213,1.46,5264345477,141,90.6,5264345475,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056405,129,1,1,17,17,8cfkisxf1fkxdqtt6tx1tup48,0,72.8,92.4,2024-10-04T17:18:11.446Z,2024-10-04T17:18:16Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5264345695,1,,5264345685,56,Right,5264345687,140,93.0,5264345693,213,5.12,5264345691,212,53.6,5264345689,141,20.0,5264345683,155,,5264345681,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056457,157,4,1,17,29,dbl7ir1qugqz8nvp1vzn8im50,1,4.6,86.8,2024-10-04T17:18:23.532Z,2024-10-04T19:05:34Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264346055,13,,5264346063,56,Back,5264346201,233,130,5264346071,285,,5264346059,295,,5264346067,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056463,130,4,1,17,29,8cfkisxf1fkxdqtt6tx1tup48,0,95.4,13.2,2024-10-04T17:18:23.533Z,2024-10-04T19:05:35Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5264346155,152,,5264346149,13,,5264346219,233,157,5264346157,286,,5264346153,56,Right,5264346151,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056637,158,1,1,18,1,dbl7ir1qugqz8nvp1vzn8im50,0,9.5,87.4,2024-10-04T17:18:54.723Z,2024-10-04T17:18:57Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5264347205,1,,5264347197,140,60.4,5264347195,56,Center,5264347199,141,56.0,5264347203,213,5.90,5264347201,212,57.6,5264347191,157,,5264347193,152,,5264347189,5,,,,,,,,,,,,,,,,,,,,,,,,,
2730056665,131,1,1,18,4,8cfkisxf1fkxdqtt6tx1tup48,0,38.8,35.1,2024-10-04T17:18:57.670Z,2024-10-04T17:19:07Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264347389,3,,5264347395,141,26.7,5264347397,212,23.0,5264347391,56,Center,5264347393,140,60.0,5264347399,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056673,159,4,1,18,8,dbl7ir1qugqz8nvp1vzn8im50,1,41.8,72.6,2024-10-04T17:19:01.949Z,2024-10-04T17:19:08Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264347465,13,,5264347467,56,Back,5264347487,233,132,5264347469,152,,5264347471,265,,5264347473,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056669,132,4,1,18,8,8cfkisxf1fkxdqtt6tx1tup48,0,58.2,27.4,2024-10-04T17:19:01.950Z,2024-10-04T17:19:08Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5264347433,265,,5264347425,56,Center,5264347435,285,,5264347423,13,,5264347495,233,159,5264347429,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056845,160,1,1,18,37,dbl7ir1qugqz8nvp1vzn8im50,1,37.8,70.5,2024-10-04T17:19:31.410Z,2024-10-04T17:19:32Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264348431,5,,5264348433,152,,5264348439,141,74.8,5264348441,212,6.3,5264348443,213,0.48,5264348437,140,43.1,5264348435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056859,161,1,1,18,38,dbl7ir1qugqz8nvp1vzn8im50,1,43.1,74.8,2024-10-04T17:19:32.130Z,2024-10-04T17:19:34Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264348519,213,0.79,5264348513,140,56.6,5264348517,212,20.2,5264348511,56,Left,5264348515,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056873,162,1,1,18,40,dbl7ir1qugqz8nvp1vzn8im50,1,61.9,92.7,2024-10-04T17:19:34.146Z,2024-10-04T17:19:36Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264348629,213,3.82,5264348625,141,84.7,5264348623,140,55.5,5264348627,212,8.6,5264348621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056901,163,1,1,18,43,dbl7ir1qugqz8nvp1vzn8im50,1,55.9,83.3,2024-10-04T17:19:36.826Z,2024-10-04T17:19:40Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264348791,213,4.20,5264348785,141,62.1,5264348783,140,48.2,5264348779,56,Back,5264348789,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056935,164,1,1,18,46,dbl7ir1qugqz8nvp1vzn8im50,1,53.6,47.6,2024-10-04T17:19:40.019Z,2024-10-04T17:19:45Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264349025,212,29.0,5264349021,140,61.5,5264349027,213,5.00,5264349023,141,6.7,5264349019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056949,165,1,1,18,51,dbl7ir1qugqz8nvp1vzn8im50,1,61.2,7.1,2024-10-04T17:19:44.914Z,2024-10-04T17:19:46Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264349105,140,61.4,5264349111,213,1.53,5264349107,141,15.0,5264349103,56,Right,5264349109,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056975,166,1,1,18,52,dbl7ir1qugqz8nvp1vzn8im50,1,61.4,15.2,2024-10-04T17:19:45.890Z,2024-10-04T17:19:48Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264349215,212,20.1,5264349217,213,3.10,5264349213,141,16.4,5264349211,140,42.3,5264349209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730056995,167,1,1,18,54,dbl7ir1qugqz8nvp1vzn8im50,1,43.9,18.5,2024-10-04T17:19:48.177Z,2024-10-04T17:19:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264349337,212,12.8,5264349333,140,41.7,5264349331,56,Back,5264349335,141,37.0,5264349339,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057015,168,1,1,18,57,dbl7ir1qugqz8nvp1vzn8im50,1,45.7,55.7,2024-10-04T17:19:51.426Z,2024-10-04T17:19:54Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264349435,141,87.4,5264349431,56,Left,5264349437,212,24.3,5264349433,140,56.3,5264349439,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057053,169,1,1,19,0,dbl7ir1qugqz8nvp1vzn8im50,1,56.2,86.9,2024-10-04T17:19:54.481Z,2024-10-04T17:20:00Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264349665,56,Back,5264349667,140,45.1,5264349673,213,3.71,5264349671,212,13.8,5264349669,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057087,170,1,1,19,6,dbl7ir1qugqz8nvp1vzn8im50,1,56.9,69.7,2024-10-04T17:20:00.202Z,2024-10-04T17:20:03Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264349857,56,Center,5264349861,141,78.7,5264349863,212,14.0,5264349859,140,68.9,5264349865,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057095,171,1,1,19,9,dbl7ir1qugqz8nvp1vzn8im50,1,68.9,78.7,2024-10-04T17:20:03.265Z,2024-10-04T17:20:05Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5264349931,140,81.8,5264349937,212,15.2,5264349935,141,89.0,5264349941,213,0.48,5264349929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057117,173,1,1,19,13,dbl7ir1qugqz8nvp1vzn8im50,0,78.6,86.3,2024-10-04T17:20:06.738Z,2024-10-04T17:20:08Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5264350045,212,22.9,5264350047,213,5.06,5264350039,56,Center,5264350043,141,54.6,5264350041,140,86.0,5264350035,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057147,133,1,1,19,15,8cfkisxf1fkxdqtt6tx1tup48,0,14.5,44.6,2024-10-04T17:20:09.383Z,2024-10-04T18:01:06Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5264350195,212,46.6,5264350197,213,6.09,5264350187,157,,5264350191,140,58.0,5264350193,141,31.2,5264350199,1,,5264350189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057173,174,1,1,19,18,dbl7ir1qugqz8nvp1vzn8im50,1,43.8,68.2,2024-10-04T17:20:11.833Z,2024-10-04T17:20:13Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264350329,3,,5264350339,213,0.31,5264350331,56,Center,5264350337,212,12.7,5264350333,140,55.3,5264350335,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057217,175,1,1,19,19,dbl7ir1qugqz8nvp1vzn8im50,0,55.3,73.9,2024-10-04T17:20:13.089Z,2024-10-04T17:20:17Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264350559,56,Left,5264350565,212,35.1,5264350567,213,0.14,5264350557,157,,5264350569,1,,5264350561,140,88.4,5264350563,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057231,134,4,1,19,25,8cfkisxf1fkxdqtt6tx1tup48,1,12.3,18.0,2024-10-04T17:20:19.168Z,2024-10-04T19:05:35Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5264350735,265,,5264350731,56,Back,5264350737,285,,5264350733,152,,5264350729,13,,5264350793,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057247,176,4,1,19,25,dbl7ir1qugqz8nvp1vzn8im50,0,87.7,82.0,2024-10-04T17:20:19.169Z,2024-10-04T19:05:35Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5264350773,13,,5264350779,265,,5264350777,152,,5264350775,56,Left,5264350825,233,134,5264350781,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057269,177,17,1,19,29,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-10-04T17:20:23.177Z,2024-10-04T17:20:53Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5264351903,184,,5264351901,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057469,135,1,1,20,1,8cfkisxf1fkxdqtt6tx1tup48,1,21.4,24.7,2024-10-04T17:20:54.703Z,2024-10-04T17:20:58Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5264352147,152,,5264352159,1,,5264352145,157,,5264352151,140,63.6,5264352153,141,41.5,5264352143,5,,5264352149,56,Center,5264352155,212,45.8,5264352157,213,,,,,,,,,,,,,,,,,,,,,,0.25,,,
2730057471,178,4,1,20,5,dbl7ir1qugqz8nvp1vzn8im50,1,33.0,57.2,2024-10-04T17:20:58.799Z,2024-10-04T17:21:05Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264352317,152,,5264352315,56,Back,5264352355,285,,5264352313,294,,5264352311,13,,5264352351,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057473,136,4,1,20,5,8cfkisxf1fkxdqtt6tx1tup48,0,67.0,42.8,2024-10-04T17:20:58.800Z,2024-10-04T19:04:53Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5264853405,294,,5264352197,286,,5264352193,152,,5264352191,56,Center,5264352189,13,,5264352377,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730085361,567,1,1,20,14,dbl7ir1qugqz8nvp1vzn8im50,1,34.8,86.5,2024-10-04T17:21:07.594Z,2024-10-04T18:09:21Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264514653,56,Back,5264514659,212,8.5,5264515121,152,,5264514655,140,29.1,5264514657,141,95.3,5264515119,5,,5264514661,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057579,179,1,1,20,15,dbl7ir1qugqz8nvp1vzn8im50,1,33.2,52.4,2024-10-04T17:21:08.896Z,2024-10-04T19:19:14Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264352871,189,,5264352863,141,63.1,5264352861,140,37.5,5264352865,212,8.6,5264352867,213,1.02,5264352859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057603,180,1,1,20,20,dbl7ir1qugqz8nvp1vzn8im50,1,42.8,67.9,2024-10-04T17:21:13.592Z,2024-10-04T17:21:14Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264352985,140,57.7,5264352987,141,94.1,5264352983,56,Left,5264352989,212,23.7,5264352991,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057631,181,1,1,20,21,dbl7ir1qugqz8nvp1vzn8im50,1,57.7,94.1,2024-10-04T17:21:14.824Z,2024-10-04T17:21:18Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5264353125,213,4.33,5264353119,140,55.3,5264353123,212,6.8,5264353121,141,84.8,5264353117,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057647,182,1,1,20,24,dbl7ir1qugqz8nvp1vzn8im50,1,59.2,76.9,2024-10-04T17:21:17.872Z,2024-10-04T17:21:20Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264353239,212,35.4,5264353231,155,,5264353233,56,Center,5264353243,1,,5264353241,213,4.86,5264353235,140,64.3,5264353237,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057661,183,1,1,20,27,dbl7ir1qugqz8nvp1vzn8im50,1,64.2,27.3,2024-10-04T17:21:20.623Z,2024-10-04T17:21:23Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264353345,140,61.4,5264353347,141,6.4,5264353351,213,4.51,5264353341,3,,5264353343,56,Right,5264353349,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057671,184,1,1,20,29,dbl7ir1qugqz8nvp1vzn8im50,1,60.2,7.9,2024-10-04T17:21:22.952Z,2024-10-04T17:21:25Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264353409,141,21.3,5264353407,140,59.3,5264353411,212,9.2,5264353413,213,1.67,5264353405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057719,185,1,1,20,31,dbl7ir1qugqz8nvp1vzn8im50,1,57.9,26.4,2024-10-04T17:21:24.928Z,2024-10-04T17:21:29Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264353717,56,Center,5264353721,141,37.9,5264353723,212,8.2,5264353719,140,60.4,5264353725,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057753,186,1,1,20,35,dbl7ir1qugqz8nvp1vzn8im50,1,55.8,24.7,2024-10-04T17:21:29.112Z,2024-10-04T17:21:33Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264353905,56,Right,5264353911,212,12.7,5264353913,213,4.76,5264353907,140,56.4,5264353909,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057765,187,1,1,20,40,dbl7ir1qugqz8nvp1vzn8im50,1,53.6,19.1,2024-10-04T17:21:33.736Z,2024-10-04T17:21:35Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264354039,213,2.95,5264354035,141,23.1,5264354037,212,14.4,5264354031,56,Back,5264354033,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057801,188,1,1,20,41,dbl7ir1qugqz8nvp1vzn8im50,1,39.8,23.1,2024-10-04T17:21:35.240Z,2024-10-04T17:21:39Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264354229,140,45.4,5264354235,213,5.38,5264354227,56,Back,5264354231,141,12.2,5264354233,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057815,189,1,1,20,45,dbl7ir1qugqz8nvp1vzn8im50,1,44.2,14.6,2024-10-04T17:21:39.416Z,2024-10-04T17:21:40Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5264354283,213,2.20,5264354279,141,28.3,5264354281,212,11.5,5264354277,140,37.7,5264354275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057831,190,1,1,20,46,dbl7ir1qugqz8nvp1vzn8im50,1,37.3,28.6,2024-10-04T17:21:40.487Z,2024-10-04T17:21:42Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5264354363,213,1.73,5264354361,212,19.8,5264354355,56,Back,5264354357,140,34.3,5264354359,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057847,191,1,1,20,48,dbl7ir1qugqz8nvp1vzn8im50,1,34.4,54.6,2024-10-04T17:21:42.351Z,2024-10-04T17:21:45Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5264354465,213,5.62,5264354459,140,45.4,5264354461,141,41.3,5264354463,212,14.7,5264354457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057857,192,1,1,20,51,dbl7ir1qugqz8nvp1vzn8im50,1,44.0,32.7,2024-10-04T17:21:45.567Z,2024-10-04T17:21:48Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264354539,141,8.0,5264354537,140,46.0,5264354535,56,Back,5264354543,213,4.84,5264354541,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057877,193,1,1,20,54,dbl7ir1qugqz8nvp1vzn8im50,1,45.9,7.0,2024-10-04T17:21:48.240Z,2024-10-04T17:21:50Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5264354685,212,6.7,5264354681,140,45.8,5264354687,213,1.59,5264354683,141,16.8,5264354679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730057909,194,1,1,20,57,dbl7ir1qugqz8nvp1vzn8im50,1,43.5,23.4,2024-10-04T17:21:50.695Z,2024-10-04T17:21:54Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5264354899,56,Back,5264354907,213,1.83,5264354901,140,37.1,5264354903,141,60.5,5264354905,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
