id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2724282969,184,1,1,14,18,8gxd9ry2580pu1b1dd5ny9ymy,1,39.9,75.1,2024-09-22T13:15:06.212Z,2024-09-22T13:15:12Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232609141,141,98.7,5232609143,212,25.7,5232609145,213,0.67,5232609137,56,Left,5232609139,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283053,185,1,1,14,24,8gxd9ry2580pu1b1dd5ny9ymy,1,68.0,94.4,2024-09-22T13:15:12.268Z,2024-09-22T13:15:48Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5232609653,212,6.2,5232609655,213,5.00,5232609649,140,69.7,5232609651,141,85.6,5232609647,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283261,186,1,1,14,30,8gxd9ry2580pu1b1dd5ny9ymy,1,70.1,64.5,2024-09-22T13:15:18.836Z,2024-09-22T13:15:46Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5232610753,140,89.0,5232610761,212,39.5,5232610745,155,,5232610749,56,Right,5232610757,141,14.3,5232610765,1,,5232610763,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283303,187,1,1,14,32,8gxd9ry2580pu1b1dd5ny9ymy,0,89.0,14.3,2024-09-22T13:15:20.324Z,2024-09-22T13:37:44Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5232610975,212,49.0,5232610973,141,84.2,5232610963,2,,5232610965,155,,5232610977,213,1.33,5232610969,140,100.0,5232610979,1,,5232610967,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283781,127,5,1,14,33,f1h34qp5zbfl489q8vnkhiq9s,1,-0.5,23.6,2024-09-22T13:15:21.485Z,2024-09-22T16:42:50Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5232790461,233,188,5232613587,346,,5232613585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283315,188,5,1,14,33,8gxd9ry2580pu1b1dd5ny9ymy,0,100.5,76.4,2024-09-22T13:15:21.485Z,2024-09-22T16:42:50Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5232611027,56,Center,5232790517,233,127,5232611029,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283823,128,1,1,14,57,f1h34qp5zbfl489q8vnkhiq9s,1,3.5,47.3,2024-09-22T13:15:45.469Z,2024-09-22T13:15:47Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5232613857,140,11.3,5232613859,141,65.9,5232613863,213,1.00,5232613855,56,Back,5232613853,124,,5232613867,237,,5232613861,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283851,129,1,1,14,58,f1h34qp5zbfl489q8vnkhiq9s,1,11.4,65.9,2024-09-22T13:15:46.909Z,2024-09-22T13:15:48Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5232613987,213,5.53,5232613985,212,30.7,5232613981,140,32.6,5232613983,141,34.9,5232613977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283867,130,1,1,14,59,f1h34qp5zbfl489q8vnkhiq9s,1,32.6,34.9,2024-09-22T13:15:47.933Z,2024-09-22T13:15:50Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5232614041,141,28.7,5232614039,140,15.4,5232614123,156,,5232614037,56,Back,5232614045,213,3.37,5232614043,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283957,131,1,1,15,2,f1h34qp5zbfl489q8vnkhiq9s,0,13.8,27.8,2024-09-22T13:15:50.533Z,2024-09-22T13:15:53Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5232614813,236,,5232614815,233,189,5232614579,141,27.2,5232614583,212,3.7,5232614573,56,Back,5232614819,286,,5232614575,140,17.3,5232614587,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724283985,189,74,1,15,2,8gxd9ry2580pu1b1dd5ny9ymy,1,75.4,71.5,2024-09-22T13:15:50.534Z,2024-09-22T16:39:53Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232614859,233,131,5232614753,56,Center,5232614755,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284227,132,5,1,15,5,f1h34qp5zbfl489q8vnkhiq9s,1,20.0,-1.7000000000000002,2024-09-22T13:15:53.302Z,2024-09-22T16:42:51Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5232616199,233,190,5232616103,347,,5232616101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284021,190,5,1,15,5,8gxd9ry2580pu1b1dd5ny9ymy,0,80.0,101.7,2024-09-22T13:15:53.302Z,2024-09-22T16:42:51Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232614963,347,,5232616259,233,132,5232614961,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284459,133,1,1,15,14,f1h34qp5zbfl489q8vnkhiq9s,1,17.0,0.0,2024-09-22T13:16:02.278Z,2024-09-22T13:16:10Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5232617369,141,19.4,5232617371,212,26.9,5232617367,140,38.8,5232617373,213,0.55,5232617375,1,,5232617365,56,Back,5232617363,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284471,134,50,1,15,18,f1h34qp5zbfl489q8vnkhiq9s,1,33.9,10.6,2024-09-22T13:16:06.707Z,2024-09-22T15:20:07Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5232617419,286,,5232617997,233,191,5232617417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284363,191,7,1,15,18,8gxd9ry2580pu1b1dd5ny9ymy,0,66.1,89.4,2024-09-22T13:16:06.708Z,2024-09-22T15:20:07Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5232617929,285,,5232617947,233,134,5232617927,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284759,135,5,1,15,23,f1h34qp5zbfl489q8vnkhiq9s,1,25.7,-1.7000000000000002,2024-09-22T13:16:11.677Z,2024-09-22T16:42:51Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5232618927,56,Back,5232618931,347,,5232791071,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284667,192,5,1,15,23,8gxd9ry2580pu1b1dd5ny9ymy,0,74.3,101.7,2024-09-22T13:16:11.677Z,2024-09-22T16:42:52Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232618467,56,Left,5232618469,347,,5232791083,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284833,136,1,1,15,34,f1h34qp5zbfl489q8vnkhiq9s,1,28.1,0.0,2024-09-22T13:16:22.446Z,2024-09-22T13:16:25Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5232619333,213,0.41,5232619329,141,10.7,5232619327,140,45.8,5232619331,212,20.3,5232619323,107,,5232619325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284851,137,61,1,15,37,f1h34qp5zbfl489q8vnkhiq9s,0,45.8,10.7,2024-09-22T13:16:25.518Z,2024-09-22T13:16:26Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5232619389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284895,193,1,1,15,38,8gxd9ry2580pu1b1dd5ny9ymy,0,59.0,84.1,2024-09-22T13:16:26.348Z,2024-09-22T16:42:30Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5233978461,236,,5233979247,233,140,5232619619,1,,5232619595,157,,5233978463,286,,5232619607,140,69.7,5232619601,56,Left,5232619615,213,6.18,5232619613,212,11.3,5232619609,141,,,,,,,,,,,,,,,,82.4,,,,,,,,,
2724285075,140,74,1,15,38,f1h34qp5zbfl489q8vnkhiq9s,1,41.4,9.7,2024-09-22T13:16:26.349Z,2024-09-22T16:42:30Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5232620625,285,,5232620623,56,Back,5233979167,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284963,138,1,1,15,39,f1h34qp5zbfl489q8vnkhiq9s,1,27.0,15.2,2024-09-22T13:16:27.990Z,2024-09-22T13:16:29Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5232620057,213,4.93,5232620055,212,5.8,5232620051,140,28.2,5232620053,141,6.8,5232620049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724284985,139,1,1,15,40,f1h34qp5zbfl489q8vnkhiq9s,0,28.2,6.8,2024-09-22T13:16:28.759Z,2024-09-22T15:29:28Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5232620165,141,10.0,5232620173,213,0.16,5232620157,56,Back,5232620161,140,41.2,5232620169,212,13.8,5232620177,1,,5232620153,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285015,195,1,1,15,41,8gxd9ry2580pu1b1dd5ny9ymy,1,65.1,81.8,2024-09-22T13:16:29.413Z,2024-09-22T13:16:31Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5232620341,212,3.6,5232620335,56,Center,5232620339,141,77.0,5232620343,213,4.29,5232620337,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285035,196,1,1,15,43,8gxd9ry2580pu1b1dd5ny9ymy,0,63.6,76.9,2024-09-22T13:16:31.236Z,2024-09-22T16:42:36Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232620445,212,2.2,5232620441,140,64.7,5232620443,141,79.6,5232620449,213,1.01,5232620439,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285993,148,45,1,15,44,f1h34qp5zbfl489q8vnkhiq9s,0,35.4,24.8,2024-09-22T13:16:32.245Z,2024-09-22T13:24:30Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5232631653,285,,5232631651,56,Back,5232639627,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724288503,218,3,1,15,44,8gxd9ry2580pu1b1dd5ny9ymy,1,64.6,75.2,2024-09-22T13:16:32.245Z,2024-09-22T13:18:46Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232639547,286,,5232639545,56,Center,5232639605,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285189,142,1,1,15,47,f1h34qp5zbfl489q8vnkhiq9s,1,32.4,15.8,2024-09-22T13:16:35.542Z,2024-09-22T13:16:37Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5232621215,56,Back,5232621225,213,1.03,5232621217,140,43.3,5232621219,141,43.7,5232621221,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285303,143,1,1,15,48,f1h34qp5zbfl489q8vnkhiq9s,1,43.7,43.6,2024-09-22T13:16:36.846Z,2024-09-22T13:16:41Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5232621865,56,Center,5232621873,213,0.98,5232621867,140,57.7,5232621869,141,76.1,5232621871,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285343,144,1,1,15,53,f1h34qp5zbfl489q8vnkhiq9s,1,57.7,76.1,2024-09-22T13:16:41.215Z,2024-09-22T13:16:42Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5232622099,140,46.9,5232622103,141,57.5,5232622109,213,3.98,5232622107,212,17.0,5232622095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285409,145,1,1,15,54,f1h34qp5zbfl489q8vnkhiq9s,1,46.9,57.5,2024-09-22T13:16:42.326Z,2024-09-22T13:16:44Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5232622453,212,22.5,5232622455,213,5.74,5232622451,141,40.4,5232622449,140,65.2,5232622447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285445,146,1,1,15,56,f1h34qp5zbfl489q8vnkhiq9s,1,65.2,40.4,2024-09-22T13:16:44.047Z,2024-09-22T13:16:45Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5232622739,213,5.47,5232622731,56,Center,5232622737,212,9.3,5232622735,141,30.4,5232622733,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285457,147,1,1,15,57,f1h34qp5zbfl489q8vnkhiq9s,0,71.3,30.4,2024-09-22T13:16:45.238Z,2024-09-22T13:16:45Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5232622783,213,1.31,5232622779,212,11.8,5232622777,141,47.2,5232622771,56,Center,5232622773,140,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285491,197,8,1,15,59,8gxd9ry2580pu1b1dd5ny9ymy,1,30.1,48.5,2024-09-22T13:16:47.341Z,2024-09-22T13:16:47Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232622993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285799,199,1,1,16,6,8gxd9ry2580pu1b1dd5ny9ymy,1,2.5,56.1,2024-09-22T13:16:54.213Z,2024-09-22T13:17:00Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5232624839,56,Back,5232624853,141,71.5,5232624843,140,19.8,5232624857,212,21.0,5232624859,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285831,200,1,1,16,11,8gxd9ry2580pu1b1dd5ny9ymy,1,23.6,70.5,2024-09-22T13:16:59.893Z,2024-09-22T13:17:01Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232625049,213,6.10,5232625043,140,32.2,5232625045,141,68.1,5232625047,212,9.2,5232625041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285847,201,1,1,16,13,8gxd9ry2580pu1b1dd5ny9ymy,1,33.2,67.1,2024-09-22T13:17:01.373Z,2024-09-22T13:23:32Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232625165,213,0.64,5232625163,212,3.4,5232625159,141,70.1,5232678935,156,,5232625155,140,35.8,5232625151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724285853,202,43,1,16,14,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-09-22T13:17:02.101Z,2024-09-22T13:23:28Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232678659,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286067,203,1,1,16,19,8gxd9ry2580pu1b1dd5ny9ymy,0,31.1,74.2,2024-09-22T13:17:07.237Z,2024-09-22T13:17:10Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232626529,213,0.32,5232626531,1,,5232626519,155,,5232626527,212,59.0,5232626521,56,Left,5232626525,141,100.0,5232626523,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286257,149,5,1,16,22,f1h34qp5zbfl489q8vnkhiq9s,1,18.8,-1.7000000000000002,2024-09-22T13:17:10.489Z,2024-09-22T16:42:52Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5232627459,56,Back,5232627461,347,,5232627593,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286079,204,5,1,16,22,8gxd9ry2580pu1b1dd5ny9ymy,0,81.2,101.7,2024-09-22T13:17:10.489Z,2024-09-22T16:42:52Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232627673,233,149,5232626595,347,,5232626593,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286457,150,1,1,16,36,f1h34qp5zbfl489q8vnkhiq9s,1,24.0,0.0,2024-09-22T13:17:24.559Z,2024-09-22T13:17:26Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5232628615,213,0.41,5232628607,56,Back,5232628613,212,22.9,5232628609,140,44.0,5232628617,1,,5232628611,141,12.2,5232628605,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286471,151,1,1,16,37,f1h34qp5zbfl489q8vnkhiq9s,0,44.0,12.2,2024-09-22T13:17:25.383Z,2024-09-22T15:28:33Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5232664985,233,245,5232628673,56,Back,5232628675,140,41.5,5232664983,236,,5232628681,213,1.79,5232628669,3,,5232628671,168,,5232628677,141,29.9,5232664989,286,,5232628679,212,,,,,,,,,,,,,,,,12.3,,,,,,,,,
2724293141,245,74,1,16,37,8gxd9ry2580pu1b1dd5ny9ymy,1,69.2,21.3,2024-09-22T13:17:25.384Z,2024-09-22T16:39:54Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5232665053,233,151,5232664277,285,,5232664275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286531,205,1,1,16,37,8gxd9ry2580pu1b1dd5ny9ymy,0,66.7,81.1,2024-09-22T13:17:25.941Z,2024-09-22T14:02:09Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232628949,140,72.5,5232628955,213,0.18,5232628951,141,82.7,5232628953,212,6.2,5232628947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286545,206,43,1,16,41,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-09-22T13:17:29.445Z,2024-09-22T13:27:20Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232628991,56,Left,5232708615,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286661,152,1,1,16,42,f1h34qp5zbfl489q8vnkhiq9s,0,40.5,35.8,2024-09-22T13:17:30.567Z,2024-09-22T13:21:23Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5232629665,56,Center,5232629667,140,52.4,5232629671,212,18.6,5232629669,141,56.1,5232629673,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286727,154,1,1,16,46,f1h34qp5zbfl489q8vnkhiq9s,1,52.4,56.1,2024-09-22T13:17:34.511Z,2024-09-22T13:23:13Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5232630029,213,2.67,5232630023,140,45.3,5232630027,212,8.4,5232630025,141,61.7,5232630021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286751,155,1,1,16,48,f1h34qp5zbfl489q8vnkhiq9s,1,45.3,61.7,2024-09-22T13:17:36.903Z,2024-09-22T13:17:38Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5232630167,213,0.90,5232630165,212,23.6,5232630161,140,59.3,5232630163,141,88.8,5232630157,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286903,156,1,1,16,50,f1h34qp5zbfl489q8vnkhiq9s,1,59.3,88.8,2024-09-22T13:17:38.063Z,2024-09-22T13:17:44Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5232630939,141,66.5,5232630937,140,69.3,5232630943,213,5.32,5232630935,56,Center,5232630941,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286913,157,61,1,16,56,f1h34qp5zbfl489q8vnkhiq9s,0,97.4,73.1,2024-09-22T13:17:44.087Z,2024-09-22T13:17:44Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5232630997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724286931,158,5,1,16,56,f1h34qp5zbfl489q8vnkhiq9s,0,100.8,71.4,2024-09-22T13:17:44.421Z,2024-09-22T18:16:58Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5232631095,56,Center,5232631097,346,,5232631857,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287059,207,5,1,16,56,8gxd9ry2580pu1b1dd5ny9ymy,1,-0.8,28.6,2024-09-22T13:17:44.421Z,2024-09-22T13:38:09Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5232631813,233,158,5232631737,346,,5232631731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287103,208,1,1,17,1,8gxd9ry2580pu1b1dd5ny9ymy,1,1.0,40.7,2024-09-22T13:17:50.030Z,2024-09-22T13:17:51Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5232631963,56,Back,5232631965,140,14.1,5232631975,237,,5232631967,141,9.5,5232631961,124,,5232631971,213,5.29,5232631969,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287149,209,1,1,17,3,8gxd9ry2580pu1b1dd5ny9ymy,1,14.1,9.5,2024-09-22T13:17:51.173Z,2024-09-22T13:17:54Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5232632247,140,10.3,5232632251,212,17.5,5232632249,141,34.5,5232632245,56,Back,5232632253,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287185,210,1,1,17,6,8gxd9ry2580pu1b1dd5ny9ymy,1,22.4,29.5,2024-09-22T13:17:54.509Z,2024-09-22T13:17:55Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5232632431,212,9.9,5232632425,56,Back,5232632429,141,17.4,5232632433,213,5.30,5232632427,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287197,211,1,1,17,7,8gxd9ry2580pu1b1dd5ny9ymy,1,27.6,17.4,2024-09-22T13:17:55.701Z,2024-09-22T13:18:01Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5232632503,56,Back,5232632509,141,26.8,5232632553,156,,5232632513,212,7.5,5232632515,213,1.01,5232632507,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287527,212,1,1,17,12,8gxd9ry2580pu1b1dd5ny9ymy,1,37.1,25.2,2024-09-22T13:18:00.910Z,2024-09-22T13:18:08Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5232634399,56,Right,5232634409,1,,5232634407,213,6.09,5232634401,140,83.4,5232634403,141,11.4,5232634405,212,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287619,213,1,1,17,20,8gxd9ry2580pu1b1dd5ny9ymy,1,88.8,12.2,2024-09-22T13:18:08.470Z,2024-09-22T13:18:12Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5232634935,213,3.36,5232634929,140,67.9,5232634933,212,22.5,5232634927,56,Right,5232634931,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287693,214,1,1,17,24,8gxd9ry2580pu1b1dd5ny9ymy,1,67.6,5.8,2024-09-22T13:18:12.334Z,2024-09-22T13:18:14Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5232635339,212,11.9,5232635341,213,0.42,5232635333,56,Right,5232635335,140,78.0,5232635337,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287707,215,50,1,17,26,8gxd9ry2580pu1b1dd5ny9ymy,1,76.8,13.6,2024-09-22T13:18:14.798Z,2024-09-22T13:18:19Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5232635403,56,Right,5232635409,286,,5232635567,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287717,159,7,1,17,26,f1h34qp5zbfl489q8vnkhiq9s,0,23.2,86.4,2024-09-22T13:18:14.799Z,2024-09-22T13:18:19Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5232635447,56,Back,5232635523,233,215,5232635449,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287781,216,2,1,17,28,8gxd9ry2580pu1b1dd5ny9ymy,1,72.7,14.1,2024-09-22T13:18:16.662Z,2024-09-22T13:19:02Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232635767,141,0.0,5232635761,140,81.9,5232637935,7,615e0bjcd0tyge047sy43y5sl,5232637937,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724287789,217,43,1,17,29,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-09-22T13:18:17.457Z,2024-09-22T13:18:27Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232635809,347,0,5232637397,144,5,5232635807,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724288965,161,1,1,18,10,f1h34qp5zbfl489q8vnkhiq9s,1,10.4,85.8,2024-09-22T13:18:59.009Z,2024-09-22T13:19:02Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5232642071,140,76.0,5232642069,56,Center,5232642079,213,6.12,5232642067,241,,5232642075,212,69.8,5232642073,141,69.5,5232642081,1,,5232642065,157,,5232642059,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724288985,162,44,1,18,13,f1h34qp5zbfl489q8vnkhiq9s,1,72.2,52.2,2024-09-22T13:19:01.797Z,2024-09-22T13:19:08Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5232642151,56,Center,5232642203,233,219,5232642153,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
