id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/14/value
2817982961,242,1,1,23,39,dbl7ir1qugqz8nvp1vzn8im50,1,34.7,41.6,2025-05-23T17:25:55.232Z,2025-05-23T17:26:01Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745059235,213,1.43,5745059227,56,Back,5745059229,140,37.7,5745059233,212,21.7,5745059231,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817982977,243,1,1,23,45,dbl7ir1qugqz8nvp1vzn8im50,0,55.3,66.4,2025-05-23T17:26:01.672Z,2025-05-23T17:26:04Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745059309,155,,5745059311,56,Right,5745059313,140,73.4,5745059321,1,,5745059317,212,42.0,5745059315,141,11.4,5745059319,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817982985,172,12,1,23,49,f1h34qp5zbfl489q8vnkhiq9s,1,19.3,85.1,2025-05-23T17:26:05.274Z,2025-05-23T17:26:06Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5745059381,15,,5745059363,213,0.06,5745059359,141,86.0,5745059355,56,Back,5745059357,140,28.5,5745059361,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817982999,174,1,1,23,50,f1h34qp5zbfl489q8vnkhiq9s,1,28.5,86.0,2025-05-23T17:26:06.682Z,2025-05-23T17:26:07Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5745059419,140,17.7,5745059423,212,14.3,5745059417,56,Back,5745059421,141,73.2,5745059425,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983007,175,1,1,23,51,f1h34qp5zbfl489q8vnkhiq9s,1,17.7,73.2,2025-05-23T17:26:07.626Z,2025-05-23T17:26:08Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745059463,56,Back,5745059465,140,31.5,5745059469,212,14.7,5745059471,213,6.10,5745059467,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983019,176,1,1,23,52,f1h34qp5zbfl489q8vnkhiq9s,1,31.5,69.3,2025-05-23T17:26:08.634Z,2025-05-23T17:26:11Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5745059531,212,6.4,5745059525,56,Back,5745059529,141,62.4,5745059527,140,27.4,5745059533,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983021,177,3,1,23,55,f1h34qp5zbfl489q8vnkhiq9s,0,27.6,63.6,2025-05-23T17:26:11.090Z,2025-05-23T19:04:21Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5745059539,285,,5745059613,233,244,5745059537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983039,244,7,1,23,55,dbl7ir1qugqz8nvp1vzn8im50,1,72.4,36.4,2025-05-23T17:26:11.091Z,2025-05-23T19:04:20Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5745059593,286,,5745059591,56,Center,5745059601,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983055,245,1,1,23,58,dbl7ir1qugqz8nvp1vzn8im50,0,74.1,41.0,2025-05-23T17:26:14.402Z,2025-05-23T17:26:17Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745059675,236,,5745059661,56,Center,5745059663,140,75.7,5745059677,233,178,5745059667,212,5.5,5745059681,286,,5745059665,141,48.7,5745059669,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983037,178,74,1,23,58,f1h34qp5zbfl489q8vnkhiq9s,1,20.0,46.6,2025-05-23T17:26:14.403Z,2025-05-23T17:26:17Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5745059583,56,Back,5745059585,285,,5745059715,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983077,179,1,1,24,1,f1h34qp5zbfl489q8vnkhiq9s,1,31.5,42.4,2025-05-23T17:26:17.562Z,2025-05-23T17:26:22Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5745059841,140,41.4,5745059847,212,21.0,5745059839,56,Back,5745059845,141,15.6,5745059849,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983089,180,1,1,24,6,f1h34qp5zbfl489q8vnkhiq9s,1,58.2,10.3,2025-05-23T17:26:22.258Z,2025-05-23T17:26:25Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745059935,213,5.90,5745059927,56,Right,5745059929,140,70.7,5745059933,212,14.1,5745059931,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983095,181,1,1,24,9,f1h34qp5zbfl489q8vnkhiq9s,1,75.5,4.6,2025-05-23T17:26:25.290Z,2025-05-23T17:26:27Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5745059977,213,0.62,5745059975,212,26.2,5745059971,140,95.8,5745059969,56,Center,5745059973,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983111,182,1,1,24,11,f1h34qp5zbfl489q8vnkhiq9s,1,95.8,27.1,2025-05-23T17:26:27.258Z,2025-05-23T17:27:34Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,1.0,,5745060067,2,,5745060073,140,95.1,5745060071,56,Center,5745061641,154,,5745060069,155,,5745060079,213,1.61,5745060075,141,53.4,5745061639,210,15,5745060077,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983115,183,15,1,24,15,f1h34qp5zbfl489q8vnkhiq9s,1,95.1,53.4,2025-05-23T17:26:31.388Z,2025-05-23T20:29:39Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5745061647,154,,5745061649,133,,5745061643,78,,5745061655,102,48.2,5745061645,29,,5745061657,103,8.9,5745061661,328,,5745116071,72,,5745061659,214,,5745061665,147,51.3,5745060099,56,5745060097,16,,5745061651,55,182,5745061669,233,246,Center,5745060095,22,5745061663,146,,,,,,,99.1,
2817983109,246,10,1,24,15,dbl7ir1qugqz8nvp1vzn8im50,1,2.1,51.3,2025-05-23T17:26:31.488Z,2025-05-23T20:29:52Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5745060661,179,,5745061675,233,183,5745060055,173,,5745060059,182,,5745060061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983137,247,12,1,24,19,dbl7ir1qugqz8nvp1vzn8im50,1,8.3,41.8,2025-05-23T17:26:35.688Z,2025-05-23T17:27:50Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5745060199,140,25.0,5745060205,213,5.24,5745060197,56,Back,5745060227,167,,5745060201,141,0.0,5745060203,212,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983263,185,5,1,24,20,f1h34qp5zbfl489q8vnkhiq9s,1,74.1,101.9,2025-05-23T17:26:35.804Z,2025-05-23T17:54:21Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745114279,233,248,5745060895,347,,5745060893,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983141,248,5,1,24,20,dbl7ir1qugqz8nvp1vzn8im50,0,26.8,-1.8,2025-05-23T17:26:36.368Z,2025-05-23T17:54:20Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5745114297,233,185,5745060217,347,,5745060215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983235,184,43,1,24,42,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-23T17:26:58.130Z,2025-05-23T17:27:04Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5745060789,189,0,5745060775,212,21.3,5745060779,213,3.57,5745060771,140,48.6,5745060769,56,Back,5745060881,144,1,5745060773,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983265,186,1,1,24,49,f1h34qp5zbfl489q8vnkhiq9s,1,71.5,100.0,2025-05-23T17:27:05.283Z,2025-05-23T17:27:07Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5745060931,213,3.39,5745060923,56,Left,5745060921,107,,5745060933,1,,5745060925,140,50.7,5745060929,212,22.5,5745060951,189,,5745060927,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983277,187,1,1,24,51,f1h34qp5zbfl489q8vnkhiq9s,1,50.7,93.5,2025-05-23T17:27:07.195Z,2025-05-23T17:27:09Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745061011,189,,5745060993,56,Back,5745060999,212,31.5,5745060995,140,25.4,5745060997,141,68.5,5745061001,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983289,188,1,1,24,53,f1h34qp5zbfl489q8vnkhiq9s,1,25.4,68.5,2025-05-23T17:27:09.355Z,2025-05-23T17:27:12Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5745061033,56,Back,5745061035,140,34.8,5745061039,212,18.5,5745061041,213,1.01,5745061037,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983307,189,1,1,24,55,f1h34qp5zbfl489q8vnkhiq9s,1,33.8,86.9,2025-05-23T17:27:11.786Z,2025-05-23T17:27:14Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745061097,213,4.98,5745061095,212,11.7,5745061091,140,36.7,5745061093,141,70.3,5745061089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983311,190,1,1,24,58,f1h34qp5zbfl489q8vnkhiq9s,0,38.3,65.4,2025-05-23T17:27:14.131Z,2025-05-23T17:27:16Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5745061119,56,Center,5745061123,141,26.1,5745061125,212,30.7,5745061121,140,52.7,5745061127,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983359,250,1,1,25,2,dbl7ir1qugqz8nvp1vzn8im50,1,66.2,75.0,2025-05-23T17:27:18.769Z,2025-05-23T17:27:25Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745061413,213,0.52,5745061405,141,89.3,5745061409,212,19.6,5745061401,56,Left,5745061403,140,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983367,251,1,1,25,9,dbl7ir1qugqz8nvp1vzn8im50,0,84.5,77.2,2025-05-23T17:27:25.353Z,2025-05-23T17:27:27Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5745061463,213,5.30,5745061465,1,,5745061455,56,Center,5745061459,141,37.6,5745061453,155,,5745061457,140,100.0,5745061451,2,,5745061461,212,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983421,252,5,1,25,11,dbl7ir1qugqz8nvp1vzn8im50,0,101.4,38.2,2025-05-23T17:27:26.998Z,2025-05-23T17:27:41Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5745061807,346,,5745061871,233,191,5745061805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983375,191,5,1,25,11,f1h34qp5zbfl489q8vnkhiq9s,1,-1.4,62.1,2025-05-23T17:27:27.115Z,2025-05-23T17:27:42Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5745061491,56,Back,5745061855,233,252,5745061493,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983463,192,1,1,25,31,f1h34qp5zbfl489q8vnkhiq9s,1,3.9,61.2,2025-05-23T17:27:46.851Z,2025-05-23T17:27:49Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745062021,56,Back,5745062033,237,,5745062023,140,4.2,5745062019,124,,5745062027,212,18.7,5745062025,141,33.7,5745062029,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983481,193,1,1,25,33,f1h34qp5zbfl489q8vnkhiq9s,1,4.2,33.7,2025-05-23T17:27:49.011Z,2025-05-23T17:27:52Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5745062187,212,23.7,5745062181,56,Back,5745062189,213,5.31,5745062185,141,4.9,5745062183,140,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983489,194,1,1,25,36,f1h34qp5zbfl489q8vnkhiq9s,1,18.8,6.1,2025-05-23T17:27:52.539Z,2025-05-23T17:27:55Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745062267,212,25.5,5745062261,56,Back,5745062265,141,8.8,5745062269,213,0.07,5745062263,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983509,195,1,1,25,39,f1h34qp5zbfl489q8vnkhiq9s,1,39.1,23.0,2025-05-23T17:27:55.139Z,2025-05-23T17:27:58Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5745062387,140,35.2,5745062391,212,26.2,5745062385,56,Back,5745062393,213,1.73,5745062389,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983527,196,1,1,25,41,f1h34qp5zbfl489q8vnkhiq9s,1,41.1,72.6,2025-05-23T17:27:57.787Z,2025-05-23T17:28:01Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5745062465,213,0.58,5745062463,212,25.0,5745062459,140,61.0,5745062457,56,Left,5745062461,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983541,197,1,1,25,45,f1h34qp5zbfl489q8vnkhiq9s,1,64.7,90.8,2025-05-23T17:28:01.371Z,2025-05-23T17:28:03Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5745062521,56,Center,5745062527,212,29.1,5745062529,213,5.47,5745062525,141,59.7,5745062523,140,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983543,198,61,1,25,47,f1h34qp5zbfl489q8vnkhiq9s,0,83.8,59.7,2025-05-23T17:28:03.612Z,2025-05-23T17:28:04Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5745062533,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983559,254,1,1,25,51,dbl7ir1qugqz8nvp1vzn8im50,1,12.3,44.2,2025-05-23T17:28:07.625Z,2025-05-23T17:28:09Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5745062601,213,0.80,5745062591,123,,5745062597,141,70.3,5745062599,212,24.8,5745062595,140,28.8,5745062593,56,Back,5745062617,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983593,255,1,1,25,56,dbl7ir1qugqz8nvp1vzn8im50,1,44.5,78.4,2025-05-23T17:28:11.850Z,2025-05-23T17:28:19Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745062803,212,27.4,5745062801,141,93.0,5745062797,56,Left,5745062805,213,0.37,5745062799,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983617,256,1,1,26,3,dbl7ir1qugqz8nvp1vzn8im50,1,78.4,80.2,2025-05-23T17:28:19.674Z,2025-05-23T17:28:30Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,1.0,,5745062917,140,94.7,5745062921,212,18.6,5745062915,56,Center,5745062919,141,69.4,5745062923,213,5.88,5745063117,154,,5745063115,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983619,257,13,1,26,6,dbl7ir1qugqz8nvp1vzn8im50,1,94.9,69.4,2025-05-23T17:28:21.930Z,2025-05-23T19:32:25Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745063153,103,8.3,5745063145,154,,5745063151,102,38.5,5745062935,56,Center,5745063157,231,53.4,5745062931,22,,5745062933,65,,5745063147,55,256,5745063143,29,,5745063155,230,99.8,5745063003,72,5745063141,75,,,,,,,,,,,,,,,,,,,,
2817983681,199,5,1,26,6,f1h34qp5zbfl489q8vnkhiq9s,1,-0.6,61.4,2025-05-23T17:28:22.035Z,2025-05-23T17:28:39Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5745063331,233,258,5745063313,56,Back,5745063315,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983629,258,5,1,26,8,dbl7ir1qugqz8nvp1vzn8im50,0,100.6,38.0,2025-05-23T17:28:23.930Z,2025-05-23T17:28:38Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745063337,233,199,5745062989,346,,5745062987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983743,200,1,1,26,34,f1h34qp5zbfl489q8vnkhiq9s,1,4.7,51.9,2025-05-23T17:28:50.099Z,2025-05-23T17:28:54Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5745063647,56,Back,5745063651,141,64.2,5745063653,212,8.5,5745063649,140,6.3,5745063645,124,,5745063655,213,1.37,5745063659,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983761,201,1,1,26,40,f1h34qp5zbfl489q8vnkhiq9s,0,8.6,65.7,2025-05-23T17:28:56.068Z,2025-05-23T17:28:57Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745063741,212,63.0,5745063733,196,,5745063735,56,Right,5745063739,141,0.0,5745063731,155,,5745063737,140,50.3,5745063745,1,,5745063743,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983763,202,5,1,26,41,f1h34qp5zbfl489q8vnkhiq9s,0,48.2,-1.4,2025-05-23T17:28:57.102Z,2025-05-23T17:29:04Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745063747,56,Back,5745063831,233,259,5745063749,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983773,259,5,1,26,45,dbl7ir1qugqz8nvp1vzn8im50,1,50.8,101.2,2025-05-23T17:29:00.931Z,2025-05-23T17:29:05Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745063805,56,Left,5745063813,233,202,5745063807,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983787,260,1,1,26,47,dbl7ir1qugqz8nvp1vzn8im50,1,55.3,100.0,2025-05-23T17:29:03.394Z,2025-05-23T17:29:07Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745063869,141,90.9,5745063865,56,Back,5745063871,212,23.7,5745063873,213,3.46,5745063867,140,33.8,5745063863,107,,5745063875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983807,261,1,1,26,51,dbl7ir1qugqz8nvp1vzn8im50,1,27.9,92.0,2025-05-23T17:29:07.171Z,2025-05-23T17:29:11Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745063983,140,11.2,5745063989,213,3.98,5745063985,141,63.3,5745063981,56,Back,5745063987,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983817,262,1,1,26,55,dbl7ir1qugqz8nvp1vzn8im50,1,10.9,58.8,2025-05-23T17:29:11.226Z,2025-05-23T17:29:15Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5745064067,140,48.5,5745064073,213,6.16,5745064071,212,39.8,5745064065,56,Back,5745064069,141,51.8,5745064075,1,,5745064063,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983825,263,1,1,26,59,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,53.6,2025-05-23T17:29:15.027Z,2025-05-23T17:29:17Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5745064123,213,1.69,5745064115,56,Back,5745064119,141,71.5,5745064117,140,44.2,5745064121,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983833,264,1,1,27,1,dbl7ir1qugqz8nvp1vzn8im50,1,56.3,77.0,2025-05-23T17:29:17.251Z,2025-05-23T17:29:22Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745064163,213,0.64,5745064159,141,93.6,5745064155,56,Left,5745064157,140,70.6,5745064161,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983837,265,1,1,27,6,dbl7ir1qugqz8nvp1vzn8im50,0,83.6,94.4,2025-05-23T17:29:21.835Z,2025-05-23T17:29:25Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745064191,141,90.9,5745064187,56,Left,5745064231,233,204,5745064193,212,2.4,5745064185,155,,5745064189,140,84.1,5745064235,286,,5745064229,236,,5745064195,213,4.93,5745064183,2,,,,,,,,,,,,,,,,,,,,,,,,,
2817983843,204,12,1,27,6,f1h34qp5zbfl489q8vnkhiq9s,1,11.1,13.7,2025-05-23T17:29:21.935Z,2025-05-23T17:29:25Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745064215,56,Back,5745064213,185,,5745064251,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983867,266,5,1,27,8,dbl7ir1qugqz8nvp1vzn8im50,1,89.0,101.8,2025-05-23T17:29:24.666Z,2025-05-23T17:29:29Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745064347,56,Left,5745064391,233,205,5745064349,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983851,205,5,1,27,10,f1h34qp5zbfl489q8vnkhiq9s,0,12.4,-1.6,2025-05-23T17:29:26.101Z,2025-05-23T17:29:29Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745064399,233,266,5745064269,347,,5745064267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983875,267,1,1,27,12,dbl7ir1qugqz8nvp1vzn8im50,1,84.7,100.0,2025-05-23T17:29:27.835Z,2025-05-23T17:29:29Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745064415,212,9.0,5745064417,213,4.00,5745064413,141,91.2,5745064407,107,,5745064411,140,79.1,5745064409,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983879,268,1,1,27,12,dbl7ir1qugqz8nvp1vzn8im50,1,79.1,91.2,2025-05-23T17:29:28.627Z,2025-05-23T17:29:30Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745064437,141,96.2,5745064441,213,0.66,5745064439,212,5.6,5745064435,140,83.3,5745064433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983883,269,1,1,27,13,dbl7ir1qugqz8nvp1vzn8im50,1,83.3,96.2,2025-05-23T17:29:29.171Z,2025-05-23T17:29:30Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745064453,56,Left,5745064459,212,7.1,5745064455,140,77.0,5745064461,213,3.52,5745064457,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983889,270,1,1,27,14,dbl7ir1qugqz8nvp1vzn8im50,1,77.0,92.3,2025-05-23T17:29:30.235Z,2025-05-23T17:29:31Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745064499,56,Left,5745064501,140,84.4,5745064503,141,85.9,5745064507,213,5.77,5745064505,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983903,271,1,1,27,15,dbl7ir1qugqz8nvp1vzn8im50,1,84.4,85.9,2025-05-23T17:29:31.715Z,2025-05-23T17:29:34Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745064555,213,2.75,5745064551,141,90.6,5745064547,56,Left,5745064553,212,8.4,5745064549,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983913,272,1,1,27,18,dbl7ir1qugqz8nvp1vzn8im50,1,71.3,88.0,2025-05-23T17:29:34.051Z,2025-05-23T17:29:36Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745064623,140,64.7,5745064625,141,64.6,5745064629,213,4.30,5745064621,56,Center,5745064627,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983917,273,1,1,27,20,dbl7ir1qugqz8nvp1vzn8im50,1,64.7,64.8,2025-05-23T17:29:36.595Z,2025-05-23T17:29:38Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5745064667,212,21.4,5745064661,56,Center,5745064665,141,33.7,5745064669,213,4.87,5745064663,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983931,274,1,1,27,22,dbl7ir1qugqz8nvp1vzn8im50,1,67.9,33.7,2025-05-23T17:29:38.755Z,2025-05-23T17:29:41Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5745064731,140,70.0,5745064733,141,47.0,5745064729,56,Center,5745064737,213,1.33,5745064735,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983943,275,1,1,27,25,dbl7ir1qugqz8nvp1vzn8im50,1,71.1,41.3,2025-05-23T17:29:41.171Z,2025-05-23T17:29:43Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5745064797,141,30.7,5745064793,56,Center,5745064799,212,7.3,5745064795,140,70.2,5745064801,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817983953,276,1,1,27,27,dbl7ir1qugqz8nvp1vzn8im50,1,70.1,30.7,2025-05-23T17:29:43.587Z,2025-05-23T17:29:47Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5745064889,141,54.3,5745064893,213,1.73,5745064885,56,Center,5745064891,212,16.2,5745064887,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
