id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2781699681,145,44,1,18,5,a9vw7ikerpr4cuweeeka5aneg,0,66.8,11.6,2025-02-28T18:18:08.210Z,2025-02-28T21:09:07Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5545432763,56,Right,5545432825,233,156,5545432769,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699685,157,1,1,18,5,7gkglopz9cjsysn2u6sbhuvc5,1,36.8,83.3,2025-02-28T18:18:08.480Z,2025-02-28T18:19:03Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5545432807,212,9.6,5545432805,141,94.4,5545432803,140,42.4,5545432799,3,,5545432801,56,Back,5545432809,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699687,158,1,1,18,6,7gkglopz9cjsysn2u6sbhuvc5,0,42.4,94.4,2025-02-28T18:18:09.506Z,2025-02-28T18:19:05Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5545432837,141,74.5,5545432835,140,54.4,5545432833,56,Center,5545432843,1,,5545432831,157,,5545432841,213,5.46,5545432839,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699703,146,1,1,18,7,a9vw7ikerpr4cuweeeka5aneg,1,46.6,41.8,2025-02-28T18:18:10.456Z,2025-02-28T18:18:13Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545432923,140,68.3,5545432927,212,22.8,5545432925,141,40.4,5545432929,213,6.24,5545432921,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699715,147,3,1,18,9,a9vw7ikerpr4cuweeeka5aneg,1,66.4,41.2,2025-02-28T18:18:12.297Z,2025-02-28T20:27:52Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545432953,286,,5545432967,233,159,5545432951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699697,159,45,1,18,9,7gkglopz9cjsysn2u6sbhuvc5,0,33.6,58.8,2025-02-28T18:18:12.297Z,2025-02-28T20:27:52Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545432987,233,147,5545432895,285,,5545432893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699713,160,83,1,18,10,7gkglopz9cjsysn2u6sbhuvc5,0,35.3,54.5,2025-02-28T18:18:13.457Z,2025-02-28T18:19:28Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545433113,399,6k7khwtkxpem9z17bl5rrf2p6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699739,148,1,1,18,10,a9vw7ikerpr4cuweeeka5aneg,1,63.3,42.5,2025-02-28T18:18:13.601Z,2025-02-28T18:18:17Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545433091,212,11.3,5545433089,141,59.1,5545433087,140,63.1,5545433093,213,1.59,5545433085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699741,149,61,1,18,12,a9vw7ikerpr4cuweeeka5aneg,1,63.1,62.0,2025-02-28T18:18:14.816Z,2025-02-28T18:18:18Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545433101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699749,150,1,1,18,13,a9vw7ikerpr4cuweeeka5aneg,1,66.0,66.1,2025-02-28T18:18:16.496Z,2025-02-28T18:18:19Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545433169,213,0.89,5545433161,56,Center,5545433163,140,71.8,5545433165,141,77.1,5545433167,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699761,151,1,1,18,16,a9vw7ikerpr4cuweeeka5aneg,1,71.9,65.7,2025-02-28T18:18:18.881Z,2025-02-28T18:18:21Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5545433265,141,52.7,5545433267,212,9.0,5545433263,140,70.1,5545433261,56,Center,5545433269,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699777,152,1,1,18,18,a9vw7ikerpr4cuweeeka5aneg,1,69.8,42.5,2025-02-28T18:18:20.984Z,2025-02-28T18:18:23Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545433339,212,7.1,5545433341,213,0.55,5545433333,56,Center,5545433337,141,48.0,5545433335,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699781,153,1,1,18,19,a9vw7ikerpr4cuweeeka5aneg,0,75.6,48.0,2025-02-28T18:18:22.136Z,2025-02-28T21:20:10Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545433359,213,2.80,5545433351,56,Center,5545433353,140,70.8,5545433357,212,5.3,5545433355,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699773,161,8,1,18,20,7gkglopz9cjsysn2u6sbhuvc5,1,26.5,57.9,2025-02-28T18:18:22.713Z,2025-02-28T18:18:22Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545433319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699787,163,1,1,18,20,7gkglopz9cjsysn2u6sbhuvc5,1,26.5,57.9,2025-02-28T18:18:23.521Z,2025-02-28T18:18:25Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545433397,213,1.13,5545433395,212,12.0,5545433393,141,73.8,5545433389,56,Back,5545433391,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699789,164,3,1,18,22,7gkglopz9cjsysn2u6sbhuvc5,0,34.4,75.4,2025-02-28T18:18:25.152Z,2025-02-28T20:32:38Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5545433503,233,154,5545433507,286,,5545433419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699797,154,7,1,18,22,a9vw7ikerpr4cuweeeka5aneg,1,65.6,24.6,2025-02-28T18:18:25.153Z,2025-02-28T20:32:38Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545433469,233,164,5545433455,285,,5545433451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699811,156,1,1,18,25,a9vw7ikerpr4cuweeeka5aneg,1,64.2,21.1,2025-02-28T18:18:27.681Z,2025-02-28T18:18:29Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545433525,213,1.59,5545433523,212,15.7,5545433519,140,63.9,5545433517,56,Center,5545433521,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699839,157,1,1,18,26,a9vw7ikerpr4cuweeeka5aneg,1,63.9,44.2,2025-02-28T18:18:29.384Z,2025-02-28T18:18:36Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5545433705,141,82.5,5545433707,212,26.1,5545433703,140,65.4,5545433701,56,Left,5545433709,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699849,158,1,1,18,33,a9vw7ikerpr4cuweeeka5aneg,0,79.7,94.1,2025-02-28T18:18:36.616Z,2025-02-28T18:18:39Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545433769,212,46.1,5545433771,213,4.93,5545433761,155,,5545433773,1,,5545433763,56,Center,5545433767,141,28.0,5545433759,2,,5545433765,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699881,166,1,1,18,41,7gkglopz9cjsysn2u6sbhuvc5,0,5.6,74.2,2025-02-28T18:18:44.193Z,2025-02-28T18:18:45Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5545433959,1,,5545433951,141,100.0,5545433947,140,59.3,5545433945,56,Left,5545433953,212,59.4,5545433943,157,,5545433957,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699935,159,5,1,18,42,a9vw7ikerpr4cuweeeka5aneg,1,41.1,-1.7,2025-02-28T18:18:45.228Z,2025-02-28T22:37:45Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545434289,56,Back,5545434291,347,,5545434309,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781699885,167,5,1,18,42,7gkglopz9cjsysn2u6sbhuvc5,0,58.9,101.7,2025-02-28T18:18:45.228Z,2025-02-28T22:37:46Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5545434313,233,159,5545433967,347,,5545433965,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700025,160,1,1,18,50,a9vw7ikerpr4cuweeeka5aneg,1,41.6,0.0,2025-02-28T18:18:53.176Z,2025-02-28T18:19:11Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545434859,140,16.0,5545434867,1,,5545434865,213,2.83,5545434863,212,28.2,5545434861,141,10.9,5545434853,107,,5545434857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700031,161,1,1,19,8,a9vw7ikerpr4cuweeeka5aneg,1,10.5,33.0,2025-02-28T18:19:10.848Z,2025-02-28T18:19:13Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5545434903,141,61.4,5545434907,213,1.46,5545434905,212,19.4,5545434899,56,Back,5545434901,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700065,162,1,1,19,10,a9vw7ikerpr4cuweeeka5aneg,1,13.9,65.5,2025-02-28T18:19:13.032Z,2025-02-28T18:19:19Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545435131,212,14.2,5545435129,141,85.6,5545435125,56,Back,5545435127,140,17.7,5545435133,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700067,163,4,1,19,16,a9vw7ikerpr4cuweeeka5aneg,1,26.2,71.5,2025-02-28T18:19:19.648Z,2025-02-28T20:27:34Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545435243,233,168,5545435177,13,,5545435181,56,Back,5545435189,285,,5545435187,265,,5545435185,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700073,168,4,1,19,16,7gkglopz9cjsysn2u6sbhuvc5,0,73.8,28.5,2025-02-28T18:19:19.649Z,2025-02-28T22:29:24Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5545435211,286,,5545435203,13,,5545435205,56,Center,5545435207,152,,5545435209,265,,5545435297,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700121,165,1,1,19,21,a9vw7ikerpr4cuweeeka5aneg,1,22.9,67.5,2025-02-28T18:19:23.824Z,2025-02-28T21:20:02Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545435453,141,29.9,5545435457,213,4.59,5545435455,212,25.7,5545436077,189,,5546222303,152,,5545435449,56,Back,5546222301,5,,5545435451,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700133,166,1,1,19,24,a9vw7ikerpr4cuweeeka5aneg,1,20.0,29.9,2025-02-28T18:19:27.392Z,2025-02-28T18:19:29Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545435553,212,8.8,5545435547,56,Back,5545435555,213,0.77,5545435551,141,38.9,5545435549,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700145,167,1,1,19,26,a9vw7ikerpr4cuweeeka5aneg,1,25.2,42.2,2025-02-28T18:19:29.664Z,2025-02-28T18:19:31Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545435613,141,74.9,5545435617,213,1.93,5545435615,212,23.7,5545435609,56,Back,5545435611,140,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700151,168,1,1,19,29,a9vw7ikerpr4cuweeeka5aneg,1,18.6,79.5,2025-02-28T18:19:31.760Z,2025-02-28T18:19:33Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545435655,140,14.6,5545435657,141,93.8,5545435661,213,1.98,5545435653,56,Back,5545435659,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700159,169,1,1,19,31,a9vw7ikerpr4cuweeeka5aneg,0,13.7,95.0,2025-02-28T18:19:33.775Z,2025-02-28T18:19:35Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545435695,56,Back,5545435697,140,34.1,5545435703,213,0.18,5545435701,212,21.8,5545435699,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700191,169,5,1,19,32,7gkglopz9cjsysn2u6sbhuvc5,1,62.0,-0.8,2025-02-28T18:19:35.538Z,2025-02-28T22:37:46Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5545435891,56,Right,5545435893,347,,5545435895,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700163,170,5,1,19,32,a9vw7ikerpr4cuweeeka5aneg,0,38.0,100.8,2025-02-28T18:19:35.538Z,2025-02-28T18:19:47Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545435901,233,169,5545435733,347,,5545435731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700227,170,1,1,19,49,7gkglopz9cjsysn2u6sbhuvc5,1,62.4,0.0,2025-02-28T18:19:52.128Z,2025-02-28T18:19:53Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5545436099,56,Right,5545436101,140,68.7,5545436103,141,15.2,5545436097,107,,5545436107,213,1.06,5545436105,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700231,171,1,1,19,50,7gkglopz9cjsysn2u6sbhuvc5,0,68.7,15.2,2025-02-28T18:19:53.632Z,2025-02-28T18:19:54Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545436129,140,77.4,5545436131,141,11.9,5545436133,212,9.4,5545436127,56,Right,5545436135,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700273,172,1,1,19,54,a9vw7ikerpr4cuweeeka5aneg,1,22.0,68.7,2025-02-28T18:19:57.576Z,2025-02-28T18:20:00Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545436373,212,16.2,5545436367,56,Back,5545436375,213,4.35,5545436369,140,16.5,5545436371,141,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700303,173,1,1,19,57,a9vw7ikerpr4cuweeeka5aneg,1,16.5,46.5,2025-02-28T18:19:59.839Z,2025-02-28T18:20:07Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545436549,213,4.75,5545436541,56,Back,5545436543,140,17.5,5545436547,212,27.1,5545436545,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700321,174,1,1,20,4,a9vw7ikerpr4cuweeeka5aneg,1,23.7,7.0,2025-02-28T18:20:06.895Z,2025-02-28T18:20:12Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545436641,140,21.0,5545436649,213,1.85,5545436639,56,Back,5545436645,212,10.2,5545436643,141,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700329,175,1,1,20,10,a9vw7ikerpr4cuweeeka5aneg,1,25.3,40.3,2025-02-28T18:20:12.743Z,2025-02-28T18:20:13Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545436689,56,Back,5545436691,140,22.7,5545436693,141,74.6,5545436695,212,23.5,5545436697,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700341,176,1,1,20,11,a9vw7ikerpr4cuweeeka5aneg,1,22.7,74.6,2025-02-28T18:20:13.743Z,2025-02-28T18:20:16Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545436759,213,1.03,5545436751,56,Back,5545436753,140,29.7,5545436757,212,14.2,5545436755,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700363,177,1,1,20,13,a9vw7ikerpr4cuweeeka5aneg,1,29.7,92.4,2025-02-28T18:20:16.408Z,2025-02-28T18:20:19Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545436903,140,49.9,5545436907,212,21.4,5545436905,141,96.2,5545436909,213,0.12,5545436901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700371,178,1,1,20,17,a9vw7ikerpr4cuweeeka5aneg,1,48.3,95.5,2025-02-28T18:20:19.711Z,2025-02-28T18:20:22Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5545436953,140,56.3,5545436955,141,97.3,5545436957,212,8.5,5545436959,213,0.14,5545436949,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700377,179,1,1,20,19,a9vw7ikerpr4cuweeeka5aneg,0,53.4,92.2,2025-02-28T18:20:22.279Z,2025-02-28T18:25:14Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545444159,213,0.08,5545444189,233,172,5545436963,56,Left,5545444187,236,,5545444153,140,61.3,5545444193,286,,5545444155,141,93.2,5545444157,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700387,172,74,1,20,19,7gkglopz9cjsysn2u6sbhuvc5,1,44.4,4.0,2025-02-28T18:20:22.280Z,2025-02-28T18:25:59Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5545444225,233,179,5545436991,285,,5545436989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700435,181,61,1,20,20,a9vw7ikerpr4cuweeeka5aneg,1,53.2,92.1,2025-02-28T18:20:22.766Z,2025-02-28T18:20:37Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545437225,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700409,173,5,1,20,21,7gkglopz9cjsysn2u6sbhuvc5,1,45.2,-1.6,2025-02-28T18:20:24.216Z,2025-02-28T22:37:47Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5545437151,233,180,5545437115,347,,5545437113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700407,180,5,1,20,21,a9vw7ikerpr4cuweeeka5aneg,0,54.8,101.6,2025-02-28T18:20:24.216Z,2025-02-28T18:20:32Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545437107,347,,5545437105,56,Left,5545437169,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700439,174,1,1,20,24,7gkglopz9cjsysn2u6sbhuvc5,1,44.4,0.0,2025-02-28T18:20:26.864Z,2025-02-28T18:28:07Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5545437269,212,16.2,5545437261,107,,5545437271,213,0.62,5545437263,56,Right,5545437267,141,11.9,5545437265,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700445,175,61,1,20,26,7gkglopz9cjsysn2u6sbhuvc5,0,57.0,11.9,2025-02-28T18:20:29.592Z,2025-02-28T18:28:08Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5545437289,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700829,196,3,1,20,27,a9vw7ikerpr4cuweeeka5aneg,0,46.0,89.2,2025-02-28T18:20:29.693Z,2025-02-28T20:32:39Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545536161,233,223,5545439585,56,Back,5545439587,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781702077,223,7,1,20,27,7gkglopz9cjsysn2u6sbhuvc5,0,54.0,10.8,2025-02-28T18:20:29.694Z,2025-02-28T20:32:39Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5545446453,285,,5545536105,233,196,5545446451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700451,182,4,1,20,30,a9vw7ikerpr4cuweeeka5aneg,1,52.4,91.8,2025-02-28T18:20:32.840Z,2025-02-28T19:10:13Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545437441,233,176,5545437369,152,,5545576267,295,,5545437365,13,,5545437367,56,Left,5545437373,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700463,176,4,1,20,30,7gkglopz9cjsysn2u6sbhuvc5,0,47.6,8.2,2025-02-28T18:20:32.841Z,2025-02-28T18:28:10Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5545437445,233,182,5545446877,295,,5545437435,285,,5545437427,13,,5545437429,56,Back,5545437431,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700517,183,1,1,20,44,a9vw7ikerpr4cuweeeka5aneg,1,57.0,93.8,2025-02-28T18:20:47.127Z,2025-02-28T18:20:49Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5545437723,140,37.4,5545437725,141,87.3,5545437727,212,21.0,5545437719,152,,5545437717,5,,5545437729,213,3.35,5545437721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700541,184,1,1,20,46,a9vw7ikerpr4cuweeeka5aneg,1,37.4,87.3,2025-02-28T18:20:49.671Z,2025-02-28T18:20:56Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545437899,196,,5545437909,213,4.78,5545437901,56,Back,5545437911,1,,5545437903,140,40.9,5545437907,212,54.5,5545437897,155,,5545437905,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700553,185,1,1,20,54,a9vw7ikerpr4cuweeeka5aneg,1,41.4,19.4,2025-02-28T18:20:56.710Z,2025-02-28T19:12:06Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545437961,56,Right,5545437971,1,,5545437969,213,6.18,5545437965,141,13.8,5545437967,212,37.9,5545437959,155,,5545437963,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700565,186,1,1,20,59,a9vw7ikerpr4cuweeeka5aneg,1,95.4,27.0,2025-02-28T18:21:01.975Z,2025-02-28T18:21:23Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,1.0,,5545438081,141,34.3,5545438077,56,Center,5545438643,195,,5545438541,154,,5545438539,210,15,5545438083,212,7.5,5545438079,140,90.1,5545438085,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700569,187,15,1,21,0,a9vw7ikerpr4cuweeeka5aneg,1,89.0,36.2,2025-02-28T18:21:03.351Z,2025-02-28T20:44:51Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5545438581,233,177,5545438559,103,19,5545438565,146,94.1,5545438551,154,,5545438571,231,47.5,5545438105,56,Center,5545438557,102,51.9,5545438361,82,,5546088857,76,,5546091547,63,,5545438567,147,51.1,5545438561,328,,5545438553,55,5545438569,230,186,98.6,5546091541,22,,5545438357,20,5545438549,29,,,,,
2781700575,177,10,1,21,0,7gkglopz9cjsysn2u6sbhuvc5,1,3.7,57.2,2025-02-28T18:21:03.451Z,2025-02-28T22:31:56Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5545438131,56,Back,5545438635,233,187,5545438129,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700581,178,6,1,21,3,7gkglopz9cjsysn2u6sbhuvc5,0,10.0,61.6,2025-02-28T18:21:05.728Z,2025-02-28T18:21:13Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5545438255,233,189,5545438199,56,Back,5545438201,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700589,189,6,1,21,3,a9vw7ikerpr4cuweeeka5aneg,1,90.0,38.4,2025-02-28T18:21:05.728Z,2025-02-28T20:27:43Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5545438243,56,Center,5545438245,75,,5545438249,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700709,190,1,1,21,28,a9vw7ikerpr4cuweeeka5aneg,0,99.5,0.5,2025-02-28T18:21:31.334Z,2025-02-28T18:21:32Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545438889,56,Center,5545438891,140,94.6,5545438881,2,,5545438883,6,,5545438895,212,26.2,5545438897,213,1.77,5545438887,223,,5545438893,141,38.3,5545438885,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700717,179,12,1,21,29,7gkglopz9cjsysn2u6sbhuvc5,1,11.5,55.1,2025-02-28T18:21:32.623Z,2025-02-28T18:21:34Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545438911,56,Back,5545438919,213,1.37,5545438921,15,,5545438917,212,20.6,5545438915,141,84.8,5545438913,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700719,191,1,1,21,31,a9vw7ikerpr4cuweeeka5aneg,0,86.4,8.9,2025-02-28T18:21:34.567Z,2025-02-28T18:21:36Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545438929,2,,5545438939,212,34.4,5545438931,155,,5545438941,213,1.36,5545438933,56,Center,5545438943,1,,5545438937,141,58.4,5545438935,140,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
