id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/12/value
2751276809,188,61,1,21,17,8cfkisxf1fkxdqtt6tx1tup48,0,70.2,39.8,2024-11-24T14:22:31.329Z,2024-11-24T14:22:31Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5380129713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278715,201,83,1,21,17,8cfkisxf1fkxdqtt6tx1tup48,0,65.5,54.5,2024-11-24T14:22:31.729Z,2024-11-24T14:26:05Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,5380151389,399,bdz03qovxerzrv12lgljae1p0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751276817,229,3,1,21,18,a9vw7ikerpr4cuweeeka5aneg,0,32.7,60.4,2024-11-24T14:22:32.617Z,2024-11-24T14:59:59Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5380150197,285,,5380150187,233,189,5380141111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751276891,189,7,1,21,18,8cfkisxf1fkxdqtt6tx1tup48,1,67.3,39.6,2024-11-24T14:22:32.618Z,2024-11-24T14:59:58Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,5380150165,233,229,5380352877,286,,5380133319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279235,206,1,1,21,22,8cfkisxf1fkxdqtt6tx1tup48,0,63.7,44.8,2024-11-24T14:22:36.664Z,2024-11-24T14:25:52Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5380150033,236,,5380142891,213,4.86,5380142883,56,Center,5380150039,286,,5380150035,233,230,5380142887,141,42.7,5380142885,140,63.9,5380142889,212,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751276893,230,74,1,21,22,a9vw7ikerpr4cuweeeka5aneg,1,35.2,56.9,2024-11-24T14:22:36.665Z,2024-11-24T14:25:56Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5380149863,285,,5380150067,233,206,5380130077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751276925,190,43,1,21,24,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-24T14:22:38.486Z,2024-11-24T14:26:17Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5380152431,144,61,5380130271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751276957,191,1,1,21,26,8cfkisxf1fkxdqtt6tx1tup48,1,65.3,79.6,2024-11-24T14:22:39.905Z,2024-11-24T14:22:41Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380130441,141,64.5,5380130445,213,5.52,5380130439,140,75.5,5380130437,56,Center,5380130443,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751276989,192,1,1,21,27,8cfkisxf1fkxdqtt6tx1tup48,1,75.5,65.2,2024-11-24T14:22:40.881Z,2024-11-24T14:26:24Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5380130633,140,80.0,5380130639,213,1.30,5380130635,141,90.5,5380130637,212,17.8,5380130631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277033,193,1,1,21,32,8cfkisxf1fkxdqtt6tx1tup48,0,94.2,86.8,2024-11-24T14:22:46.025Z,2024-11-24T14:22:47Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5380130877,56,Center,5380130883,212,19.6,5380130885,213,4.44,5380130879,140,89.1,5380130881,141,59.0,5380130873,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277071,231,61,1,21,34,a9vw7ikerpr4cuweeeka5aneg,0,12.8,42.4,2024-11-24T14:22:48.785Z,2024-11-24T14:22:48Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,5380131099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277145,194,3,1,21,38,8cfkisxf1fkxdqtt6tx1tup48,0,88.6,67.6,2024-11-24T14:22:51.865Z,2024-11-24T14:22:57Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5380131495,286,,5380131493,56,Center,5380131717,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277173,232,7,1,21,38,a9vw7ikerpr4cuweeeka5aneg,1,11.4,32.4,2024-11-24T14:22:51.866Z,2024-11-24T14:22:55Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,5380131599,167,,5380131603,285,,5380131601,56,Back,5380131691,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277191,195,6,1,21,39,8cfkisxf1fkxdqtt6tx1tup48,1,93.5,75.6,2024-11-24T14:22:53.226Z,2024-11-24T14:59:50Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5380131793,73,,5380131791,56,Center,5380132025,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277183,233,6,1,21,39,a9vw7ikerpr4cuweeeka5aneg,0,6.5,24.4,2024-11-24T14:22:53.226Z,2024-11-24T14:59:51Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,5380132075,233,195,5380131993,73,,5380131991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277719,196,1,1,22,8,8cfkisxf1fkxdqtt6tx1tup48,0,99.6,99.3,2024-11-24T14:23:22.681Z,2024-11-24T14:23:23Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5380134743,223,,5380134753,213,4.49,5380134737,2,,5380134739,6,,5380134749,141,60.2,5380134745,56,Center,5380134751,212,27.2,5380134741,155,,5380134747,140,94.0,,,,,,,,,,,,,,,,,,,,,,,,
2751277765,234,1,1,22,11,a9vw7ikerpr4cuweeeka5aneg,0,5.6,30.0,2024-11-24T14:23:25.384Z,2024-11-24T14:23:27Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,5380135045,286,,5380134985,212,1.8,5380134977,157,,5380134981,140,5.6,5380135041,233,197,5380134979,56,Back,5380135039,236,,5380134989,1,,5380134987,213,4.71,5380134983,141,,,,,,,,,,,,,,,,,,,,27.3,,
2751277759,197,74,1,22,11,8cfkisxf1fkxdqtt6tx1tup48,1,93.6,72.9,2024-11-24T14:23:25.385Z,2024-11-24T14:23:26Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5380135087,233,234,5380134947,285,,5380134943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751277809,198,5,1,22,13,8cfkisxf1fkxdqtt6tx1tup48,0,100.6,75.4,2024-11-24T14:23:27.433Z,2024-11-24T14:23:41Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5380136343,233,235,5380135209,56,Center,5380135211,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278017,235,5,1,22,14,a9vw7ikerpr4cuweeeka5aneg,1,-0.8,22.5,2024-11-24T14:23:28.009Z,2024-11-24T14:23:41Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,5380136317,233,198,5380136279,346,,5380136277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278063,236,1,1,22,26,a9vw7ikerpr4cuweeeka5aneg,1,3.1,44.3,2024-11-24T14:23:40.601Z,2024-11-24T14:23:42Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,5380136611,213,0.12,5380136615,237,,5380136601,124,,5380136607,141,49.6,5380136605,140,30.9,5380136603,56,Back,5380136609,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278091,237,1,1,22,29,a9vw7ikerpr4cuweeeka5aneg,1,30.9,49.6,2024-11-24T14:23:42.969Z,2024-11-24T14:23:44Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5380136735,141,9.5,5380136733,140,38.7,5380136739,213,5.00,5380136731,56,Back,5380136737,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278145,238,1,1,22,30,a9vw7ikerpr4cuweeeka5aneg,1,38.7,9.5,2024-11-24T14:23:44.185Z,2024-11-24T14:23:46Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380137053,140,31.8,5380137055,141,23.9,5380137059,213,2.21,5380137057,212,12.2,5380137051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278199,239,1,1,22,33,a9vw7ikerpr4cuweeeka5aneg,1,39.2,29.4,2024-11-24T14:23:47.121Z,2024-11-24T14:23:50Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380137309,56,Back,5380137313,141,60.3,5380137311,140,39.2,5380137317,213,1.57,5380137315,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278279,240,1,1,22,36,a9vw7ikerpr4cuweeeka5aneg,1,47.1,64.6,2024-11-24T14:23:50.514Z,2024-11-24T14:23:55Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380137731,213,1.06,5380137727,141,94.8,5380137725,140,58.1,5380137729,212,23.6,5380137723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278311,241,1,1,22,41,a9vw7ikerpr4cuweeeka5aneg,1,58.9,95.1,2024-11-24T14:23:55.465Z,2024-11-24T14:23:56Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5380137941,213,3.97,5380137935,140,53.3,5380137933,56,Left,5380137939,212,8.7,5380137937,141,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278337,242,1,1,22,43,a9vw7ikerpr4cuweeeka5aneg,1,53.3,84.2,2024-11-24T14:23:57.017Z,2024-11-24T14:23:59Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380138163,140,48.6,5380138167,212,20.5,5380138161,56,Back,5380138165,141,54.9,5380138169,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278469,243,1,1,22,46,a9vw7ikerpr4cuweeeka5aneg,1,48.2,49.3,2024-11-24T14:23:59.841Z,2024-11-24T14:24:06Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380138917,213,4.95,5380138915,212,28.7,5380138913,141,8.2,5380138907,56,Right,5380138909,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278345,199,43,1,22,46,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-24T14:24:00.257Z,2024-11-24T14:24:02Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,5380138263,15,0,5380138207,56,Center,5380138527,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278507,244,1,1,22,52,a9vw7ikerpr4cuweeeka5aneg,1,75.4,11.6,2024-11-24T14:24:06.649Z,2024-11-24T14:24:09Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380139085,140,70.8,5380139091,213,1.96,5380139089,212,12.7,5380139083,56,Center,5380139087,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278535,245,1,1,22,55,a9vw7ikerpr4cuweeeka5aneg,1,71.3,23.9,2024-11-24T14:24:09.209Z,2024-11-24T14:24:11Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5380139299,141,7.4,5380139295,56,Right,5380139297,140,80.1,5380139301,212,14.5,5380139303,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278565,246,1,1,22,57,a9vw7ikerpr4cuweeeka5aneg,1,83.8,7.0,2024-11-24T14:24:11.753Z,2024-11-24T14:24:12Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380139475,141,14.4,5380139479,213,1.53,5380139471,56,Right,5380139477,212,5.0,5380139473,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751278607,247,1,1,22,58,a9vw7ikerpr4cuweeeka5aneg,0,84.0,14.4,2024-11-24T14:24:12.793Z,2024-11-24T14:24:15Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,5380139705,140,95.4,5380139703,56,Center,5380139709,212,15.7,5380139707,141,29.4,5380139711,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279005,203,1,1,23,16,8cfkisxf1fkxdqtt6tx1tup48,1,9.0,67.5,2024-11-24T14:24:30.826Z,2024-11-24T14:24:37Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5380142207,157,,5380141633,213,0.02,5380141631,212,50.0,5380141635,1,,5380141625,56,Center,5380141629,141,68.7,5380141627,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279017,204,44,1,23,19,8cfkisxf1fkxdqtt6tx1tup48,1,54.7,67.7,2024-11-24T14:24:33.409Z,2024-11-24T14:24:36Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5380141677,56,Center,5380141679,286,,5380141725,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279007,248,44,1,23,19,a9vw7ikerpr4cuweeeka5aneg,0,45.3,32.3,2024-11-24T14:24:33.410Z,2024-11-24T14:24:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380141743,233,204,5380141643,285,,5380141641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279083,205,1,1,23,19,8cfkisxf1fkxdqtt6tx1tup48,0,56.7,68.7,2024-11-24T14:24:33.497Z,2024-11-24T14:24:37Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5380142103,213,6.22,5380142101,212,21.4,5380142099,141,66.7,5380142095,56,Center,5380142087,3,,5380142097,140,77.0,5380142091,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279197,250,1,1,23,25,a9vw7ikerpr4cuweeeka5aneg,1,20.5,12.6,2024-11-24T14:24:39.682Z,2024-11-24T14:24:42Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,5380142643,140,24.4,5380142651,212,11.0,5380142657,213,1.19,5380142641,56,Back,5380142647,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279343,251,1,1,23,28,a9vw7ikerpr4cuweeeka5aneg,1,26.6,28.9,2024-11-24T14:24:42.457Z,2024-11-24T14:24:50Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380143533,141,59.3,5380143531,140,28.1,5380143537,213,1.49,5380143535,212,20.7,5380143529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279391,252,1,1,23,36,a9vw7ikerpr4cuweeeka5aneg,1,48.1,60.0,2024-11-24T14:24:50.153Z,2024-11-24T14:24:52Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380143783,140,44.3,5380143781,56,Back,5380143787,212,17.4,5380143789,213,4.48,5380143785,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279443,253,1,1,23,39,a9vw7ikerpr4cuweeeka5aneg,0,45.6,44.5,2024-11-24T14:24:53.002Z,2024-11-24T14:24:54Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380144007,140,62.3,5380144003,155,,5380144009,141,86.6,5380144005,56,Left,5380144011,212,33.6,5380144015,1,,5380144013,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279587,208,1,1,23,42,8cfkisxf1fkxdqtt6tx1tup48,1,40.6,31.2,2024-11-24T14:24:56.258Z,2024-11-24T14:25:03Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,5380144873,1,,5380144863,56,Right,5380144867,141,14.6,5380144869,212,38.5,5380144865,140,75.7,5380144871,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279641,209,1,1,23,48,8cfkisxf1fkxdqtt6tx1tup48,1,86.2,23.6,2024-11-24T14:25:02.810Z,2024-11-24T14:25:55Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,1.0,5380145133,212,10.8,5380150471,210,15,5380145135,213,2.05,5380145131,141,37.7,5380145127,56,Center,5380145129,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279649,210,15,1,23,51,8cfkisxf1fkxdqtt6tx1tup48,1,78.8,43.6,2024-11-24T14:25:05.153Z,2024-11-24T16:35:04Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5380145189,56,Center,5380916149,23,,5380150545,146,90.2,5380150551,231,48.7,5380150541,103,19,5380150527,29,,5380149907,20,,5380150539,102,53.8,5380150549,230,98.2,5380149911,82,5380145185,18,,5380150579,233,5380150547,147,5380150543,215,,5380150525,76,,5380150531,55,209,,,,,254,49.1
2751279679,254,10,1,23,51,a9vw7ikerpr4cuweeeka5aneg,1,10.0,49.3,2024-11-24T14:25:05.253Z,2024-11-24T16:32:21Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,5380145393,94,,5380145395,56,Back,5380150613,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279773,255,12,1,23,55,a9vw7ikerpr4cuweeeka5aneg,1,7.7,48.8,2024-11-24T14:25:09.505Z,2024-11-24T14:25:13Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,5380145937,212,41.1,5380145931,56,Back,5380145935,141,9.7,5380145939,213,5.58,5380145933,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279749,211,1,1,23,56,8cfkisxf1fkxdqtt6tx1tup48,1,62.2,84.7,2024-11-24T14:25:10.746Z,2024-11-24T14:25:12Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380145815,56,Center,5380145819,141,75.1,5380145817,140,59.2,5380145821,212,7.2,5380145823,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279845,212,1,1,23,58,8cfkisxf1fkxdqtt6tx1tup48,1,59.2,75.1,2024-11-24T14:25:12.258Z,2024-11-24T14:25:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5380146281,56,Center,5380146287,212,10.5,5380146283,140,61.1,5380146289,213,4.90,5380146285,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279851,213,61,1,24,2,8cfkisxf1fkxdqtt6tx1tup48,0,60.7,59.7,2024-11-24T14:25:16.802Z,2024-11-24T14:26:47Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5380146311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279935,257,1,1,24,4,a9vw7ikerpr4cuweeeka5aneg,1,40.6,39.7,2024-11-24T14:25:18.257Z,2024-11-24T14:25:21Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,5380146691,56,Back,5380146695,140,46.3,5380146699,141,65.2,5380146705,213,1.24,5380146703,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751279997,258,1,1,24,7,a9vw7ikerpr4cuweeeka5aneg,1,52.9,56.3,2024-11-24T14:25:21.681Z,2024-11-24T14:25:25Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,5380147043,56,Center,5380147045,140,64.4,5380147049,212,26.1,5380147047,141,22.2,5380147051,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280007,259,50,1,24,11,a9vw7ikerpr4cuweeeka5aneg,1,62.2,25.0,2024-11-24T14:25:25.025Z,2024-11-24T14:59:59Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,5380147119,56,Center,5380147121,286,,5380147257,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280013,214,7,1,24,11,8cfkisxf1fkxdqtt6tx1tup48,1,37.8,75.0,2024-11-24T14:25:25.026Z,2024-11-24T14:59:59Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380147217,233,259,5380147165,56,Back,5380147167,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280181,216,1,1,24,14,8cfkisxf1fkxdqtt6tx1tup48,1,44.6,67.2,2024-11-24T14:25:27.850Z,2024-11-24T14:25:35Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380148089,141,9.1,5380148085,56,Right,5380148093,213,5.31,5380148087,140,70.3,5380148083,155,,5380148091,212,47.8,5380148095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280195,217,3,1,24,21,8cfkisxf1fkxdqtt6tx1tup48,0,73.8,13.8,2024-11-24T14:25:35.074Z,2024-11-24T14:25:46Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,5380149041,233,260,5380148185,286,,5380148183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280329,260,7,1,24,21,a9vw7ikerpr4cuweeeka5aneg,1,26.2,86.2,2024-11-24T14:25:35.075Z,2024-11-24T14:25:45Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380148963,56,Back,5380148991,233,217,5380148965,285,,5380148961,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280405,218,1,1,24,31,8cfkisxf1fkxdqtt6tx1tup48,0,67.0,21.8,2024-11-24T14:25:45.282Z,2024-11-24T14:25:46Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5380149383,141,0.0,5380149391,213,5.27,5380149387,212,18.7,5380149381,140,76.4,5380149379,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280491,261,5,1,24,31,a9vw7ikerpr4cuweeeka5aneg,1,22.8,101.6,2024-11-24T14:25:45.321Z,2024-11-24T16:03:19Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,5380149947,233,219,5380149815,56,Back,5380149819,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280413,219,5,1,24,31,8cfkisxf1fkxdqtt6tx1tup48,0,77.2,-1.6,2024-11-24T14:25:45.790Z,2024-11-24T16:03:14Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5380149427,347,,5380149425,56,Right,5380150049,233,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751280805,262,27,1,24,52,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-11-24T14:26:06.131Z,2024-11-24T14:26:08Z,,,,5380151603,53,4i0jiisff5k1efcgf27skpqfo,5380151601,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751281675,220,27,1,25,44,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-24T14:26:58.388Z,2024-11-24T14:27:06Z,,,,5380156947,53,abhfq12njxxutqjtb9zvcusyc,5380156945,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751281871,221,28,1,25,55,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-24T14:27:08.900Z,2024-11-24T14:27:09Z,,,,5380157273,55,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282047,263,28,1,26,3,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-11-24T14:27:17.340Z,2024-11-24T14:27:17Z,,,,5380158237,55,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282323,264,1,1,26,17,a9vw7ikerpr4cuweeeka5aneg,1,24.1,100.0,2024-11-24T14:27:31.289Z,2024-11-24T14:27:33Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,5380159705,213,6.09,5380159701,141,94.8,5380159707,1,,5380159703,212,23.7,5380159699,140,46.2,5380159695,107,,5380159697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282343,265,1,1,26,20,a9vw7ikerpr4cuweeeka5aneg,0,46.2,94.8,2024-11-24T14:27:34.098Z,2024-11-24T14:28:19Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,5380159835,3,,5380159839,56,Center,5380159837,168,,5380159843,141,76.0,5380159841,140,60.6,5380159847,213,5.58,5380159845,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282457,223,1,1,26,24,8cfkisxf1fkxdqtt6tx1tup48,1,34.3,49.1,2024-11-24T14:27:38.003Z,2024-11-24T14:27:42Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,5380160439,213,1.07,5380160433,140,44.4,5380160435,141,77.8,5380160437,212,22.2,5380160431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282503,224,1,1,26,27,8cfkisxf1fkxdqtt6tx1tup48,1,51.3,82.7,2024-11-24T14:27:41.755Z,2024-11-24T14:27:45Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5380160729,213,3.64,5380160723,140,38.1,5380160725,141,71.7,5380160727,212,15.7,5380160721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282563,225,1,1,26,31,8cfkisxf1fkxdqtt6tx1tup48,1,38.1,72.0,2024-11-24T14:27:45.147Z,2024-11-24T14:27:50Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5380161069,56,Back,5380161071,140,36.7,5380161077,213,4.59,5380161075,212,11.6,5380161073,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751282643,226,1,1,26,36,8cfkisxf1fkxdqtt6tx1tup48,0,35.4,49.7,2024-11-24T14:27:50.155Z,2024-11-24T14:27:56Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,5380161621,1,,5380161609,155,,5380161613,140,69.2,5380161619,213,5.51,5380161615,141,0.0,5380161617,212,49.8,5380161611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
