id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2815312341,190,1,1,21,16,bd4qakf7j0wwie8wke9km7uj8,1,30.2,10.3,2025-05-16T17:20:27.434Z,2025-05-16T17:20:31Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730340097,140,55.4,5730340099,141,46.6,5730340103,213,0.75,5730340105,1,,5730340095,56,Center,5730340101,212,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312339,203,83,1,21,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.1,56.4,2025-05-16T17:20:30.978Z,2025-05-16T17:20:32Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730340227,399,m031ocyfq011rual3olkegdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312357,191,50,1,21,20,bd4qakf7j0wwie8wke9km7uj8,1,58.3,46.3,2025-05-16T17:20:31.259Z,2025-05-16T19:11:03Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5730340197,56,Center,5730340199,286,,5730340353,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312367,204,7,1,21,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.7,53.7,2025-05-16T17:20:31.260Z,2025-05-16T19:11:03Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730340313,233,191,5730340275,56,Back,5730340277,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312389,206,1,1,21,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.8,66.0,2025-05-16T17:20:33.249Z,2025-05-16T17:20:35Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730340407,141,60.8,5730340403,56,Back,5730340409,212,3.6,5730340405,140,31.0,5730340411,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312429,207,1,1,21,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.7,58.5,2025-05-16T17:20:35.026Z,2025-05-16T17:20:38Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730340601,141,57.6,5730340605,213,6.22,5730340597,56,Back,5730340603,212,9.7,5730340599,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312421,192,83,1,21,26,bd4qakf7j0wwie8wke9km7uj8,0,64.7,44.2,2025-05-16T17:20:37.514Z,2025-05-16T17:20:41Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5730340789,399,2tcdx5rp7vujnlid4oqqxdogk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312433,193,45,1,21,26,bd4qakf7j0wwie8wke9km7uj8,0,61.8,41.2,2025-05-16T17:20:38.145Z,2025-05-16T19:11:17Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5730340777,233,208,5730340615,56,Center,5730340617,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312447,208,3,1,21,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.2,58.8,2025-05-16T17:20:38.145Z,2025-05-16T19:11:17Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730340741,233,193,5730340671,286,,5730340669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312469,209,1,1,21,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.1,77.5,2025-05-16T17:20:40.361Z,2025-05-16T17:20:42Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730340811,212,12.1,5730340805,56,Back,5730340809,141,94.7,5730340813,213,1.31,5730340807,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312495,210,1,1,21,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.1,94.7,2025-05-16T17:20:42.001Z,2025-05-16T17:20:45Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730340949,212,8.9,5730340947,141,86.2,5730340945,140,37.7,5730340951,213,3.85,5730340943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312513,211,1,1,21,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.0,83.9,2025-05-16T17:20:44.953Z,2025-05-16T17:20:46Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730341031,56,Back,5730341039,213,5.23,5730341035,141,70.2,5730341033,140,43.1,5730341037,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312527,212,1,1,21,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.1,70.2,2025-05-16T17:20:46.552Z,2025-05-16T17:20:47Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5730341089,56,Back,5730341097,213,2.51,5730341093,141,74.7,5730341095,212,5.2,5730341091,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312573,213,1,1,21,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.1,74.7,2025-05-16T17:20:47.066Z,2025-05-16T17:20:50Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5730341407,141,55.4,5730341403,56,Back,5730341411,213,4.28,5730341405,140,33.4,5730341409,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312657,214,1,1,21,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.9,54.3,2025-05-16T17:20:50.473Z,2025-05-16T17:20:58Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730341903,213,4.90,5730341887,56,Back,5730341899,212,13.9,5730341895,141,34.3,5730341891,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312715,215,1,1,21,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.0,35.7,2025-05-16T17:20:58.112Z,2025-05-16T17:21:05Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730342217,56,Back,5730342225,213,2.25,5730342221,141,53.0,5730342219,140,43.9,5730342223,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312751,216,1,1,21,53,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.9,51.6,2025-05-16T17:21:05.113Z,2025-05-16T17:21:08Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730342459,212,66.6,5730342463,1,,5730342457,141,0.0,5730342461,213,5.71,5730342455,140,97.1,5730342451,155,,5730342453,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312945,194,5,1,21,56,bd4qakf7j0wwie8wke9km7uj8,1,3.7,101.8,2025-05-16T17:21:08.160Z,2025-05-16T19:10:00Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5730343505,233,217,5730343459,347,,5730343457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312759,217,5,1,21,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,96.3,-1.8,2025-05-16T17:21:08.160Z,2025-05-16T19:10:01Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730342495,347,,5730343509,233,194,5730342493,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313011,195,1,1,22,12,bd4qakf7j0wwie8wke9km7uj8,1,9.3,100.0,2025-05-16T17:21:24.122Z,2025-05-16T17:21:29Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730343805,107,,5730343819,213,6.10,5730343817,212,24.8,5730343809,56,Back,5730343811,140,32.5,5730343815,141,95.0,5730343821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815312987,218,83,1,22,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,71.9,10.4,2025-05-16T17:21:27.439Z,2025-05-16T17:21:32Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5730344113,399,1el3mu4rgcx8tebrawgfvynf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313013,196,1,1,22,17,bd4qakf7j0wwie8wke9km7uj8,0,30.6,95.7,2025-05-16T17:21:28.962Z,2025-05-16T17:22:52Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5730343893,286,,5730343829,56,Back,5730343837,213,0.00,5730343831,140,31.6,5730343887,236,,5730343835,212,1.1,5730343833,141,95.7,5730343889,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313017,219,74,1,22,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.3,8.2,2025-05-16T17:21:28.963Z,2025-05-16T19:10:54Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5730343933,233,196,5730343855,285,,5730343853,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313057,197,5,1,22,18,bd4qakf7j0wwie8wke9km7uj8,1,28.4,101.1,2025-05-16T17:21:29.722Z,2025-05-16T19:10:01Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5730344121,233,220,5730344063,347,,5730344061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313031,220,5,1,22,18,aqtkb4mgrz8c6iqfufj6qjbv9,0,71.6,-1.1,2025-05-16T17:21:29.722Z,2025-05-16T19:10:01Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5730343919,347,,5730343917,56,Right,5730344213,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313201,198,1,1,22,26,bd4qakf7j0wwie8wke9km7uj8,0,33.3,100.0,2025-05-16T17:21:38.210Z,2025-05-16T17:21:42Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730344861,107,,5730344865,140,64.9,5730344863,56,Left,5730344869,212,35.8,5730344871,213,5.90,5730344867,141,81.7,5730344873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313237,221,1,1,22,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.0,37.7,2025-05-16T17:21:42.432Z,2025-05-16T17:21:45Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730345115,212,28.4,5730345111,140,14.0,5730345109,56,Back,5730345113,141,40.7,5730345119,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313303,223,1,1,22,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,14.0,40.7,2025-05-16T17:21:46.224Z,2025-05-16T17:21:49Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5730345485,56,Back,5730345489,141,20.3,5730345493,213,5.91,5730345495,1,,5730345487,140,47.5,5730345491,212,37.8,5730345483,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313359,199,1,1,22,40,bd4qakf7j0wwie8wke9km7uj8,0,58.0,88.7,2025-05-16T17:21:51.690Z,2025-05-16T17:21:52Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730345805,212,13.1,5730345795,3,,5730345799,140,70.0,5730345807,213,0.27,5730345803,141,93.9,5730345797,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313383,224,3,1,22,43,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.2,5.9,2025-05-16T17:21:54.432Z,2025-05-16T19:11:04Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730345921,56,Back,5730712147,233,200,5730345923,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313399,200,7,1,22,43,bd4qakf7j0wwie8wke9km7uj8,1,62.8,94.1,2025-05-16T17:21:54.433Z,2025-05-16T19:11:04Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5730345995,285,,5730345993,56,Left,5730712127,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315103,218,1,1,22,44,bd4qakf7j0wwie8wke9km7uj8,1,69.1,93.8,2025-05-16T17:21:55.718Z,2025-05-16T17:24:27Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5730356253,141,89.9,5730356257,213,3.47,5730356251,140,61.8,5730355661,56,Left,5730356255,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313421,202,1,1,22,45,bd4qakf7j0wwie8wke9km7uj8,1,64.4,92.9,2025-05-16T17:21:56.762Z,2025-05-16T17:21:58Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5730346103,141,96.0,5730346107,213,3.05,5730346101,140,43.6,5730346099,56,Back,5730346105,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313453,203,1,1,22,46,bd4qakf7j0wwie8wke9km7uj8,1,43.6,96.0,2025-05-16T17:21:57.857Z,2025-05-16T17:22:02Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730346315,213,3.22,5730346311,141,94.7,5730346309,140,32.7,5730346313,212,11.5,5730346307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313483,204,1,1,22,51,bd4qakf7j0wwie8wke9km7uj8,1,32.6,94.2,2025-05-16T17:22:02.266Z,2025-05-16T17:22:05Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5730346465,213,4.24,5730346461,141,54.5,5730346457,56,Back,5730346463,212,30.3,5730346459,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313627,205,1,1,23,0,bd4qakf7j0wwie8wke9km7uj8,1,18.5,63.0,2025-05-16T17:22:11.841Z,2025-05-16T17:22:16Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5730347321,1,,5730347313,140,70.3,5730347315,141,93.8,5730347309,157,,5730347311,56,Left,5730347317,212,58.3,5730347319,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313693,206,1,1,23,5,bd4qakf7j0wwie8wke9km7uj8,0,70.3,93.8,2025-05-16T17:22:16.321Z,2025-05-16T17:53:19Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730347641,141,79.6,5730347645,213,4.99,5730347635,3,,5730347643,212,10.0,5730347639,140,72.9,5730347637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313637,225,44,1,23,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.8,22.6,2025-05-16T17:22:16.511Z,2025-05-16T19:11:28Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730347371,56,Back,5730347375,285,,5730364915,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316643,233,44,1,23,5,bd4qakf7j0wwie8wke9km7uj8,0,68.2,77.4,2025-05-16T17:22:16.512Z,2025-05-16T19:11:28Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5730364947,233,225,5730364611,286,,5730364609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313641,226,1,1,23,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,33.9,24.3,2025-05-16T17:22:16.799Z,2025-05-16T17:22:17Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730347407,213,5.82,5730347397,3,,5730347403,141,19.7,5730347405,212,6.9,5730347399,56,Back,5730347401,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316769,234,61,1,23,7,bd4qakf7j0wwie8wke9km7uj8,0,62.2,91.7,2025-05-16T17:22:18.247Z,2025-05-16T17:26:37Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5730365241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313683,227,43,1,23,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-16T17:22:20.247Z,2025-05-16T18:56:57Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5730718857,144,74,5730347585,56,Back,5730347587,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313705,228,1,1,23,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.5,26.1,2025-05-16T17:22:21.367Z,2025-05-16T19:16:08Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5730347701,56,Back,5730347705,140,45.0,5730347709,141,32.7,5730347717,213,1.45,5730347713,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313815,230,1,1,23,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.5,23.9,2025-05-16T17:22:23.279Z,2025-05-16T19:16:12Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,1.0,,5730348341,212,18.3,5730349665,210,15,5730348335,56,Center,5730348333,155,,5730348343,213,0.64,5730348339,141,40.0,5730348337,140,80.5,5730349667,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313823,231,15,1,23,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.9,31.3,2025-05-16T17:22:30.367Z,2025-05-16T19:44:13Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5730349717,147,36.5,5730349703,55,230,5730349719,230,98.8,5730349713,82,,5730348375,63,,5730349707,102,46.1,5730349695,20,,5730349709,103,19,5730936367,23,5730349699,29,5730348377,56,Center,5730349697,80,,5730349701,154,5730349721,231,44.4,5730349753,233,207,5730349715,146,,,,95.4,,,,,,
2815313843,207,10,1,23,19,bd4qakf7j0wwie8wke9km7uj8,1,4.6,63.5,2025-05-16T17:22:30.467Z,2025-05-16T17:22:49Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730348499,94,,5730349761,233,231,5730348501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313855,208,6,1,23,19,bd4qakf7j0wwie8wke9km7uj8,0,8.2,63.6,2025-05-16T17:22:30.878Z,2025-05-16T19:10:41Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5730348663,233,232,5730348599,73,,5730348597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815313831,232,6,1,23,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,91.8,36.4,2025-05-16T17:22:30.878Z,2025-05-16T19:10:40Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5730348481,75,,5730348645,233,208,5730348479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314389,233,1,1,24,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,99.5,0.5,2025-05-16T17:23:15.974Z,2025-05-16T17:23:21Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730351601,140,89.8,5730351597,6,,5730351605,212,15.0,5730351603,141,16.7,5730351599,56,Right,5730351607,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314413,234,1,1,24,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,92.2,19.1,2025-05-16T17:23:18.526Z,2025-05-16T17:23:20Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5730351715,140,81.7,5730351719,212,18.2,5730351717,141,40.4,5730351721,213,2.22,5730351713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314473,235,1,1,24,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.4,41.6,2025-05-16T17:23:21.175Z,2025-05-16T17:23:25Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5730352045,155,,5730352053,212,25.4,5730352049,140,93.6,5730352055,213,0.72,5730352051,141,66.3,5730352047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314479,236,3,1,24,14,aqtkb4mgrz8c6iqfufj6qjbv9,0,92.2,65.8,2025-05-16T17:23:25.702Z,2025-05-16T19:11:05Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5730352079,56,Center,5730352243,233,209,5730352081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314493,209,7,1,24,14,bd4qakf7j0wwie8wke9km7uj8,1,7.8,34.2,2025-05-16T17:23:25.703Z,2025-05-16T19:11:04Z,em0yawcqyqwf53hbj0zlz4duc,A. Halsgaard,,,5730352165,56,Back,5730352167,285,,5730352211,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314513,210,12,1,24,16,bd4qakf7j0wwie8wke9km7uj8,1,14.2,36.9,2025-05-16T17:23:27.369Z,2025-05-16T17:30:08Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5730352277,213,0.78,5730352273,141,68.5,5730352275,212,30.6,5730352269,56,Back,5730352271,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314539,237,1,1,24,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.9,32.1,2025-05-16T17:23:28.550Z,2025-05-16T17:23:31Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5730352429,141,43.7,5730352433,213,2.55,5730352425,56,Center,5730352427,140,63.6,5730352431,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314563,238,1,1,24,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.6,43.7,2025-05-16T17:23:31.663Z,2025-05-16T17:24:41Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,,5730352559,212,28.7,5730352555,140,90.9,5730352551,155,,5730352557,141,45.5,5730352561,213,0.04,5730352553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314989,243,1,1,24,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.7,57.8,2025-05-16T17:23:33.805Z,2025-05-16T17:24:23Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,1.0,,5730355987,154,,5730354965,141,47.3,5730354957,56,Center,5730354961,140,86.2,5730354973,213,5.39,5730354967,212,9.2,5730355985,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314629,239,15,1,24,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,90.4,44.3,2025-05-16T17:23:37.494Z,2025-05-16T19:12:04Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5730353837,233,211,5730353817,102,49.9,5730356033,55,243,5730353819,103,13.9,5730356029,29,,5730353823,146,93.0,5730352887,22,,5730356031,154,,5730352895,56,5730353059,20,5730352891,17,,5730353825,147,45.1,5730353815,78,,,,,,,,,Center,,,,,,,,,
2815314633,211,10,1,24,26,bd4qakf7j0wwie8wke9km7uj8,1,7.2,54.4,2025-05-16T17:23:37.594Z,2025-05-16T17:24:09Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5730353501,177,,5730352931,56,Back,5730353507,179,,5730352929,182,,5730353857,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314799,213,1,1,24,41,bd4qakf7j0wwie8wke9km7uj8,1,13.5,40.3,2025-05-16T17:23:52.672Z,2025-05-16T17:23:54Z,emakjdiju8z2peey3ytjahz6y,A. Jensen,,,5730353941,213,6.01,5730353905,199,,5730353911,56,Right,5730353925,141,10.4,5730353917,140,82.9,5730353933,212,75.7,5730353947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314807,214,3,1,24,43,bd4qakf7j0wwie8wke9km7uj8,0,82.8,11.0,2025-05-16T17:23:54.409Z,2025-05-16T19:11:06Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5730353971,286,,5730353969,56,Right,5730354411,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314863,240,7,1,24,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.2,89.0,2025-05-16T17:23:54.410Z,2025-05-16T19:11:05Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730354355,233,214,5730354271,285,,5730354269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314827,215,83,1,24,45,bd4qakf7j0wwie8wke9km7uj8,0,84.3,10.7,2025-05-16T17:23:56.528Z,2025-05-16T17:24:02Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5730354417,399,559w0q3q2smb3aeotyi724s9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314873,241,50,1,24,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.2,93.0,2025-05-16T17:23:59.885Z,2025-05-16T19:11:07Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730354311,56,Back,5730354515,233,216,5730354313,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314889,216,7,1,24,48,bd4qakf7j0wwie8wke9km7uj8,1,85.8,7.0,2025-05-16T17:23:59.886Z,2025-05-16T19:11:06Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5730354381,56,Right,5730354383,286,,5730354475,233,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314921,217,4,1,24,51,bd4qakf7j0wwie8wke9km7uj8,1,87.2,7.0,2025-05-16T17:24:02.564Z,2025-05-16T17:24:07Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5730354607,56,Right,5730354613,286,,5730354609,152,,5730354605,13,,5730354611,265,,5730354661,233,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314915,242,4,1,24,51,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.8,93.0,2025-05-16T17:24:02.565Z,2025-05-16T21:16:40Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5730354601,285,,5730354597,265,,5730354587,56,Back,5730354593,152,,5730354583,13,,5730354689,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
