id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2720181893,164,1,1,19,31,b8oqgvx1ijeyn6y1cn6929ix4,1,71.5,31.9,2024-09-14T17:20:38.749Z,2024-09-14T17:20:40Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210255545,141,38.9,5210255541,56,Center,5210255547,212,4.9,5210255549,213,1.33,5210255543,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720181911,166,1,1,19,33,b8oqgvx1ijeyn6y1cn6929ix4,1,69.8,38.9,2024-09-14T17:20:40.253Z,2024-09-14T17:20:41Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210255671,212,14.8,5210255667,140,71.1,5210255669,141,60.6,5210255673,213,1.48,5210255665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720181917,167,1,1,19,34,b8oqgvx1ijeyn6y1cn6929ix4,0,71.1,60.6,2024-09-14T17:20:41.053Z,2024-09-14T17:20:41Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5210255693,212,14.5,5210255687,56,Center,5210255695,213,5.75,5210255691,141,49.7,5210255689,140,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720181955,188,1,1,19,35,8cfkisxf1fkxdqtt6tx1tup48,0,16.2,40.3,2024-09-14T17:20:42.032Z,2024-09-14T17:20:44Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5210255925,213,6.15,5210255915,157,,5210255923,212,45.7,5210255921,141,31.6,5210255927,1,,5210255917,56,Center,5210255919,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182147,168,1,1,19,44,b8oqgvx1ijeyn6y1cn6929ix4,1,55.4,73.5,2024-09-14T17:20:50.805Z,2024-09-14T17:20:55Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210257031,212,27.6,5210257025,56,Back,5210257027,140,42.1,5210257029,141,38.5,5210257033,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182175,169,1,1,19,48,b8oqgvx1ijeyn6y1cn6929ix4,1,46.5,35.5,2024-09-14T17:20:55.085Z,2024-09-14T17:20:56Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210257185,212,9.4,5210257177,140,53.6,5210257175,56,Center,5210257181,141,43.9,5210257187,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182237,170,1,1,19,50,b8oqgvx1ijeyn6y1cn6929ix4,1,53.6,43.9,2024-09-14T17:20:56.805Z,2024-09-14T17:21:00Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210257555,141,8.9,5210257551,56,Right,5210257559,213,4.92,5210257553,140,58.4,5210257557,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182277,171,1,1,19,53,b8oqgvx1ijeyn6y1cn6929ix4,1,59.5,9.8,2024-09-14T17:21:00.213Z,2024-09-14T17:21:03Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210257759,213,2.25,5210257753,140,53.6,5210257757,212,9.9,5210257751,56,Center,5210257755,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182321,172,1,1,19,56,b8oqgvx1ijeyn6y1cn6929ix4,1,54.0,19.7,2024-09-14T17:21:03.006Z,2024-09-14T17:21:07Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210257989,56,Back,5210257991,140,34.3,5210257997,213,2.35,5210257995,212,29.5,5210257993,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182345,173,1,1,20,0,b8oqgvx1ijeyn6y1cn6929ix4,1,34.1,53.0,2024-09-14T17:21:07.454Z,2024-09-14T17:21:09Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210258113,141,16.1,5210258115,212,29.6,5210258109,56,Back,5210258117,213,5.27,5210258111,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182381,174,1,1,20,2,b8oqgvx1ijeyn6y1cn6929ix4,1,49.1,16.1,2024-09-14T17:21:09.189Z,2024-09-14T17:21:10Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210258319,141,22.6,5210258327,213,2.74,5210258317,140,39.1,5210258313,56,Back,5210258323,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182421,175,1,1,20,3,b8oqgvx1ijeyn6y1cn6929ix4,1,39.1,22.7,2024-09-14T17:21:10.589Z,2024-09-14T17:21:12Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210258579,212,15.9,5210258577,141,27.5,5210258573,56,Center,5210258575,140,53.9,5210258581,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182445,176,1,1,20,5,b8oqgvx1ijeyn6y1cn6929ix4,1,53.7,27.7,2024-09-14T17:21:12.278Z,2024-09-14T17:21:14Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210258715,141,48.7,5210258711,56,Back,5210258719,213,2.07,5210258713,140,46.3,5210258717,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182469,177,1,1,20,7,b8oqgvx1ijeyn6y1cn6929ix4,1,46.2,49.0,2024-09-14T17:21:14.230Z,2024-09-14T17:21:15Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210258829,140,33.4,5210258835,212,13.6,5210258831,141,52.1,5210258839,213,2.99,5210258825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182525,178,1,1,20,8,b8oqgvx1ijeyn6y1cn6929ix4,1,34.4,52.2,2024-09-14T17:21:15.663Z,2024-09-14T17:21:18Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210259143,213,1.44,5210259137,140,36.3,5210259139,141,74.9,5210259135,56,Back,5210259141,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182587,179,1,1,20,11,b8oqgvx1ijeyn6y1cn6929ix4,1,36.3,74.9,2024-09-14T17:21:18.166Z,2024-09-14T17:21:22Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210259495,141,50.0,5210259493,140,32.5,5210259491,56,Back,5210259497,212,17.4,5210259499,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182635,180,1,1,20,15,b8oqgvx1ijeyn6y1cn6929ix4,1,33.2,51.3,2024-09-14T17:21:22.062Z,2024-09-14T17:21:23Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210259725,140,40.9,5210259731,213,6.12,5210259729,212,8.2,5210259723,56,Back,5210259727,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182643,181,1,1,20,16,b8oqgvx1ijeyn6y1cn6929ix4,1,40.9,49.3,2024-09-14T17:21:23.654Z,2024-09-14T17:21:25Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210259781,213,4.28,5210259773,141,25.6,5210259813,156,,5210259769,56,Back,5210259771,140,33.9,5210259777,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182735,182,1,1,20,18,b8oqgvx1ijeyn6y1cn6929ix4,0,34.3,25.7,2024-09-14T17:21:25.349Z,2024-09-14T17:21:30Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210260265,213,6.28,5210260253,140,100.0,5210260239,155,,5210260247,56,Center,5210260261,212,69.6,5210260259,141,25.3,5210260269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182743,183,5,1,20,23,b8oqgvx1ijeyn6y1cn6929ix4,0,100.8,30.2,2024-09-14T17:21:29.898Z,2024-09-14T18:05:40Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210260295,56,Center,5210261903,233,189,5210260297,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720182987,189,5,1,20,23,8cfkisxf1fkxdqtt6tx1tup48,1,-0.8,69.8,2024-09-14T17:21:29.898Z,2024-09-14T18:05:40Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5210261789,56,Back,5210261791,346,,5210261843,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183067,190,1,1,20,39,8cfkisxf1fkxdqtt6tx1tup48,1,3.0,39.4,2024-09-14T17:21:46.369Z,2024-09-14T17:21:51Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5210262271,140,2.8,5210262267,124,,5210262269,56,Back,5210262277,213,1.59,5210262275,212,9.5,5210262281,237,,5210262273,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183119,191,1,1,20,44,8cfkisxf1fkxdqtt6tx1tup48,0,3.3,51.9,2024-09-14T17:21:51.418Z,2024-09-14T17:21:53Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5210262585,1,,5210262579,141,46.9,5210262583,213,6.21,5210262577,140,50.4,5210262575,56,Center,5210262581,212,49.6,5210262573,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183213,184,1,1,20,48,b8oqgvx1ijeyn6y1cn6929ix4,1,47.4,50.0,2024-09-14T17:21:54.991Z,2024-09-14T17:21:57Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210263047,212,8.3,5210263049,213,4.98,5210263043,140,49.5,5210263041,56,Back,5210263045,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183207,192,83,1,20,50,8cfkisxf1fkxdqtt6tx1tup48,0,43.0,55.5,2024-09-14T17:21:57.385Z,2024-09-14T17:21:59Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5210263261,399,8h3cyhuw5049gcxrsld3rw1ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183233,186,1,1,20,51,b8oqgvx1ijeyn6y1cn6929ix4,1,45.0,34.9,2024-09-14T17:21:57.933Z,2024-09-14T17:21:59Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210263213,213,5.89,5210263207,140,60.6,5210263209,141,25.0,5210263205,56,Center,5210263211,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183257,187,1,1,20,52,b8oqgvx1ijeyn6y1cn6929ix4,1,60.6,25.0,2024-09-14T17:21:59.606Z,2024-09-14T17:22:05Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210263377,156,,5210263351,56,Right,5210263357,212,10.9,5210263359,213,4.87,5210263355,141,9.1,5210263353,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183327,188,61,1,20,58,b8oqgvx1ijeyn6y1cn6929ix4,0,68.8,5.0,2024-09-14T17:22:04.982Z,2024-09-14T17:22:05Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210263775,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183335,189,5,1,20,59,b8oqgvx1ijeyn6y1cn6929ix4,0,71.7,-1.2,2024-09-14T17:22:05.895Z,2024-09-14T18:05:41Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210264963,233,193,5210263793,347,,5210263791,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183527,193,5,1,20,59,8cfkisxf1fkxdqtt6tx1tup48,1,28.3,101.2,2024-09-14T17:22:05.895Z,2024-09-14T18:05:41Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5210264921,233,189,5210264869,56,Back,5210264871,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183621,194,1,1,21,11,8cfkisxf1fkxdqtt6tx1tup48,1,23.8,100.0,2024-09-14T17:22:18.073Z,2024-09-14T17:22:22Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5210265405,141,83.9,5210265403,140,34.6,5210265399,107,,5210265401,56,Back,5210265409,213,5.47,5210265407,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183633,195,61,1,21,15,8cfkisxf1fkxdqtt6tx1tup48,0,34.6,83.9,2024-09-14T17:22:22.251Z,2024-09-14T17:22:22Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5210265493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183673,190,1,1,21,16,b8oqgvx1ijeyn6y1cn6929ix4,1,64.6,7.4,2024-09-14T17:22:23.079Z,2024-09-14T17:22:24Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5210265677,141,15.7,5210265679,212,6.7,5210265681,213,2.15,5210265675,140,61.1,5210265673,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183757,191,1,1,21,17,b8oqgvx1ijeyn6y1cn6929ix4,1,61.1,15.7,2024-09-14T17:22:24.159Z,2024-09-14T17:22:28Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5210266125,56,Right,5210266131,212,5.9,5210266133,213,6.05,5210266127,140,66.6,5210266129,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183767,192,3,1,21,18,b8oqgvx1ijeyn6y1cn6929ix4,1,68.3,21.7,2024-09-14T17:22:25.103Z,2024-09-14T19:07:01Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210266183,56,Center,5210382865,233,196,5210266185,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183711,196,45,1,21,18,8cfkisxf1fkxdqtt6tx1tup48,0,31.7,78.3,2024-09-14T17:22:25.103Z,2024-09-14T19:07:01Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5210265885,285,,5210382933,233,192,5210265883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183789,193,1,1,21,22,b8oqgvx1ijeyn6y1cn6929ix4,1,61.8,19.4,2024-09-14T17:22:29.135Z,2024-09-14T17:22:30Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5210266317,212,26.3,5210266313,140,52.7,5210266319,213,1.94,5210266315,141,55.4,5210266311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183825,194,1,1,21,23,b8oqgvx1ijeyn6y1cn6929ix4,1,52.7,55.4,2024-09-14T17:22:30.159Z,2024-09-14T17:43:11Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210266479,56,Back,5210266491,213,4.22,5210266483,140,44.1,5210266489,212,19.0,5210266485,141,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183851,195,1,1,21,25,b8oqgvx1ijeyn6y1cn6929ix4,1,44.8,33.1,2024-09-14T17:22:32.751Z,2024-09-14T17:22:34Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210266625,141,36.7,5210266621,56,Center,5210266623,140,53.8,5210266629,213,0.25,5210266627,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183871,196,1,1,21,27,b8oqgvx1ijeyn6y1cn6929ix4,1,53.8,36.7,2024-09-14T17:22:33.871Z,2024-09-14T17:22:35Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5210266733,213,3.36,5210266729,141,32.9,5210266727,140,42.7,5210266725,56,Back,5210266731,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720183941,197,1,1,21,28,b8oqgvx1ijeyn6y1cn6929ix4,1,42.7,32.9,2024-09-14T17:22:35.207Z,2024-09-14T17:22:39Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210267145,141,8.6,5210267141,140,48.5,5210267153,213,5.07,5210267137,56,Back,5210267149,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184007,198,1,1,21,32,b8oqgvx1ijeyn6y1cn6929ix4,1,56.3,8.3,2024-09-14T17:22:39.503Z,2024-09-14T17:22:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210267549,141,36.8,5210267551,212,24.8,5210267547,140,41.6,5210267545,56,Back,5210267553,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184047,199,1,1,21,38,b8oqgvx1ijeyn6y1cn6929ix4,1,42.4,35.9,2024-09-14T17:22:45.584Z,2024-09-14T17:22:48Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210267773,213,1.54,5210267765,56,Back,5210267767,140,43.0,5210267771,212,20.6,5210267769,141,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184075,200,1,1,21,41,b8oqgvx1ijeyn6y1cn6929ix4,1,45.3,67.1,2024-09-14T17:22:48.071Z,2024-09-14T17:22:50Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210267955,56,Left,5210267963,213,0.75,5210267961,212,27.5,5210267959,141,94.7,5210267957,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184081,201,1,1,21,43,b8oqgvx1ijeyn6y1cn6929ix4,0,64.4,94.7,2024-09-14T17:22:50.031Z,2024-09-14T17:22:51Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5210268027,140,65.8,5210268035,212,13.3,5210268031,141,75.3,5210268041,213,4.82,5210268025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184103,197,8,1,21,44,8cfkisxf1fkxdqtt6tx1tup48,1,35.8,18.6,2024-09-14T17:22:51.674Z,2024-09-14T17:22:51Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5210268151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184161,199,1,1,21,46,8cfkisxf1fkxdqtt6tx1tup48,1,30.6,23.6,2024-09-14T17:22:53.074Z,2024-09-14T17:22:54Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5210268391,212,15.2,5210268389,141,40.0,5210268387,140,40.4,5210268385,56,Back,5210268393,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184183,200,1,1,21,47,8cfkisxf1fkxdqtt6tx1tup48,0,40.4,40.0,2024-09-14T17:22:54.346Z,2024-09-14T17:22:55Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5210268527,212,19.9,5210268523,140,48.2,5210268529,213,1.15,5210268525,141,66.7,5210268521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184291,202,1,1,21,50,b8oqgvx1ijeyn6y1cn6929ix4,0,53.1,41.9,2024-09-14T17:22:57.607Z,2024-09-14T17:23:02Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210269155,157,,5210269165,213,0.58,5210269163,212,51.5,5210269161,141,83.7,5210269159,140,94.0,5210269157,56,Left,5210269169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184353,201,1,1,21,57,8cfkisxf1fkxdqtt6tx1tup48,0,2.3,15.2,2024-09-14T17:23:03.926Z,2024-09-14T17:23:06Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5210269517,286,,5210269469,140,5.1,5210269477,213,0.29,5210269461,157,,5210269511,236,,5210269479,1,,5210269475,212,3.1,5210269513,233,203,5210269465,56,5210269473,141,16.5,,,,,,,,,,,,,,Back,,,,,,,,,,,,
2720184335,203,74,1,21,57,b8oqgvx1ijeyn6y1cn6929ix4,1,91.7,84.9,2024-09-14T17:23:03.927Z,2024-09-14T17:23:05Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5210269401,285,,5210269549,233,201,5210269399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184629,202,5,1,21,58,8cfkisxf1fkxdqtt6tx1tup48,1,6.6,-1.6,2024-09-14T17:23:05.265Z,2024-09-14T18:05:41Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5210271051,347,,5210271049,56,Back,5210271119,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184359,204,5,1,21,58,b8oqgvx1ijeyn6y1cn6929ix4,0,93.4,101.6,2024-09-14T17:23:05.265Z,2024-09-14T18:05:42Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5210269527,347,,5210271167,233,202,5210269525,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184683,203,1,1,22,15,8cfkisxf1fkxdqtt6tx1tup48,0,2.6,0.0,2024-09-14T17:23:21.906Z,2024-09-14T17:23:24Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5210271329,107,,5210271349,213,0.79,5210271345,212,15.8,5210271341,141,14.6,5210271333,56,Back,5210271337,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184701,205,1,1,22,18,b8oqgvx1ijeyn6y1cn6929ix4,1,61.8,92.9,2024-09-14T17:23:24.799Z,2024-09-14T17:23:26Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210271455,213,5.87,5210271445,3,,5210271453,212,6.4,5210271449,140,67.4,5210271451,141,89.1,5210271447,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184743,206,1,1,22,19,b8oqgvx1ijeyn6y1cn6929ix4,1,67.4,89.1,2024-09-14T17:23:25.985Z,2024-09-14T17:23:29Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5210271717,140,51.3,5210271719,141,85.1,5210271721,212,17.1,5210271713,3,,5210271723,213,3.30,5210271715,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184757,208,1,1,22,22,b8oqgvx1ijeyn6y1cn6929ix4,1,51.3,85.1,2024-09-14T17:23:28.976Z,2024-09-14T17:23:30Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210271801,56,Back,5210271807,212,18.6,5210271809,213,4.29,5210271805,141,60.2,5210271803,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184843,209,1,1,22,23,b8oqgvx1ijeyn6y1cn6929ix4,1,44.0,60.2,2024-09-14T17:23:30.568Z,2024-09-14T17:23:37Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210272269,212,14.7,5210272263,56,Back,5210272271,213,2.29,5210272267,141,76.5,5210272265,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184911,210,1,1,22,30,b8oqgvx1ijeyn6y1cn6929ix4,1,35.8,77.4,2024-09-14T17:23:37.120Z,2024-09-14T17:23:41Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210272681,1,,5210272675,141,29.5,5210272673,140,35.8,5210272671,56,Back,5210272677,212,32.6,5210272679,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184963,211,1,1,22,34,b8oqgvx1ijeyn6y1cn6929ix4,1,42.6,34.7,2024-09-14T17:23:41.616Z,2024-09-14T17:23:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210273019,213,2.38,5210273005,56,Back,5210273013,212,21.3,5210273007,140,28.0,5210273009,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720184983,212,1,1,22,38,b8oqgvx1ijeyn6y1cn6929ix4,1,28.0,56.4,2024-09-14T17:23:45.024Z,2024-09-14T17:23:46Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210273111,213,3.63,5210273103,56,Back,5210273105,140,20.9,5210273107,141,50.6,5210273109,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720185085,213,1,1,22,39,b8oqgvx1ijeyn6y1cn6929ix4,1,20.9,50.6,2024-09-14T17:23:46.384Z,2024-09-14T17:23:53Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5210273689,140,24.2,5210273697,213,1.45,5210273695,212,27.8,5210273693,141,91.2,5210273685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720185131,214,1,1,22,46,b8oqgvx1ijeyn6y1cn6929ix4,1,46.8,87.0,2024-09-14T17:23:53.576Z,2024-09-14T17:23:57Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5210273943,212,22.3,5210273941,141,62.6,5210273945,213,3.98,5210273939,140,32.6,5210273937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720185221,215,1,1,22,50,b8oqgvx1ijeyn6y1cn6929ix4,1,32.6,62.6,2024-09-14T17:23:56.872Z,2024-09-14T17:24:02Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5210274413,141,21.5,5210274415,212,30.2,5210274409,56,Back,5210274417,213,5.10,5210274411,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720185249,216,1,1,22,55,b8oqgvx1ijeyn6y1cn6929ix4,1,48.7,20.5,2024-09-14T17:24:02.217Z,2024-09-14T17:24:03Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5210274569,141,34.4,5210274571,212,11.1,5210274567,140,54.3,5210274565,56,Center,5210274573,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
