id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2785147203,89,1,1,9,36,a9vw7ikerpr4cuweeeka5aneg,1,60.4,14.0,2025-03-08T12:10:53.226Z,2025-03-08T12:10:57Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564350251,56,Center,5564350255,141,23.3,5564350257,212,7.5,5564350259,213,1.01,5564350253,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147217,90,1,1,9,40,a9vw7ikerpr4cuweeeka5aneg,1,67.2,16.7,2025-03-08T12:10:57.154Z,2025-03-08T12:10:58Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5564350341,213,4.54,5564350335,140,66.3,5564350333,56,Right,5564350339,212,5.6,5564350337,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147265,91,1,1,9,42,a9vw7ikerpr4cuweeeka5aneg,1,65.6,10.6,2025-03-08T12:10:58.657Z,2025-03-08T12:11:01Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564350561,56,Center,5564350565,141,29.2,5564350563,140,55.7,5564350569,213,2.26,5564350567,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147291,92,1,1,9,45,a9vw7ikerpr4cuweeeka5aneg,1,55.8,32.4,2025-03-08T12:11:01.793Z,2025-03-08T12:11:04Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564350655,56,Center,5564350657,140,58.1,5564350663,213,1.48,5564350659,141,70.8,5564350661,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147339,93,1,1,9,48,a9vw7ikerpr4cuweeeka5aneg,1,58.1,77.5,2025-03-08T12:11:04.721Z,2025-03-08T12:11:08Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5564350805,141,92.0,5564350809,213,0.70,5564350807,212,15.3,5564350803,140,69.2,5564350801,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147387,94,1,1,9,52,a9vw7ikerpr4cuweeeka5aneg,1,64.0,84.8,2025-03-08T12:11:08.346Z,2025-03-08T12:11:13Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5564351021,213,3.39,5564351011,140,40.0,5564351007,56,Back,5564351017,212,26.0,5564351015,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147437,95,1,1,9,56,a9vw7ikerpr4cuweeeka5aneg,1,36.9,76.0,2025-03-08T12:11:13.241Z,2025-03-08T12:11:18Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5564351255,56,Left,5564351257,140,55.3,5564351259,141,87.2,5564351263,213,0.38,5564351261,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147495,96,1,1,10,2,a9vw7ikerpr4cuweeeka5aneg,1,55.0,85.6,2025-03-08T12:11:18.273Z,2025-03-08T12:11:22Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5564351505,141,80.0,5564351503,140,63.8,5564351509,213,5.89,5564351507,212,10.0,5564351501,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147505,97,4,1,10,6,a9vw7ikerpr4cuweeeka5aneg,1,63.8,76.0,2025-03-08T12:11:22.721Z,2025-03-08T12:11:26Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5564351621,56,Center,5564351619,294,,5564351705,233,98,5564351617,13,,5564351623,152,,5564351625,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147509,98,4,1,10,6,b2vft81kyjurzbmekvgrqwr64,0,36.2,24.0,2025-03-08T12:11:22.722Z,2025-03-08T12:17:40Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564351651,152,,5564351751,233,97,5564351653,285,,5564351649,56,Back,5564351647,294,,5564351645,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147631,98,1,1,10,14,a9vw7ikerpr4cuweeeka5aneg,1,58.9,80.5,2025-03-08T12:11:30.865Z,2025-03-08T12:11:35Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5564352215,56,Back,5564352213,152,,5564352223,213,4.13,5564352217,140,44.5,5564352219,141,46.9,5564352221,212,27.4,5564352211,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147653,99,1,1,10,18,a9vw7ikerpr4cuweeeka5aneg,1,45.6,48.4,2025-03-08T12:11:35.201Z,2025-03-08T12:11:37Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564352295,213,4.84,5564352287,56,Back,5564352289,140,48.0,5564352293,212,19.5,5564352291,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147667,100,1,1,10,21,a9vw7ikerpr4cuweeeka5aneg,1,48.6,17.3,2025-03-08T12:11:37.625Z,2025-03-08T12:11:38Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564352351,141,31.6,5564352355,213,0.88,5564352353,212,12.6,5564352349,140,56.3,5564352347,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147679,101,1,1,10,22,a9vw7ikerpr4cuweeeka5aneg,1,56.3,31.6,2025-03-08T12:11:38.737Z,2025-03-08T12:11:39Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5564352441,56,Center,5564352443,140,62.3,5564352449,213,5.62,5564352447,212,8.0,5564352445,141,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147683,102,1,1,10,23,a9vw7ikerpr4cuweeeka5aneg,1,62.3,24.3,2025-03-08T12:11:39.657Z,2025-03-08T12:11:46Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564352485,212,27.3,5564352487,213,2.93,5564352497,156,,5564352483,141,32.7,5564352479,56,Back,5564352481,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147745,103,1,1,10,30,a9vw7ikerpr4cuweeeka5aneg,1,53.9,25.3,2025-03-08T12:11:46.658Z,2025-03-08T12:11:48Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564352841,212,11.8,5564352843,213,5.17,5564352839,141,9.8,5564352837,140,58.9,5564352835,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147771,104,1,1,10,31,a9vw7ikerpr4cuweeeka5aneg,0,59.6,9.7,2025-03-08T12:11:48.073Z,2025-03-08T12:11:51Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564352975,140,83.4,5564352981,213,5.99,5564352973,56,Right,5564352979,212,26.1,5564352977,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147955,99,5,1,10,34,b2vft81kyjurzbmekvgrqwr64,1,19.2,101.4,2025-03-08T12:11:51.240Z,2025-03-08T12:52:12Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564353769,347,,5564353813,233,105,5564353767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785147777,105,5,1,10,34,a9vw7ikerpr4cuweeeka5aneg,0,80.8,-1.4,2025-03-08T12:11:51.240Z,2025-03-08T12:52:13Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564353853,233,99,5564352993,347,,5564352991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148025,100,1,1,10,57,b2vft81kyjurzbmekvgrqwr64,1,34.1,100.0,2025-03-08T12:12:13.931Z,2025-03-08T12:12:15Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564354115,56,Back,5564354119,141,73.9,5564354123,213,5.14,5564354117,140,42.4,5564354113,107,,5564354121,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148037,101,1,1,10,59,b2vft81kyjurzbmekvgrqwr64,1,42.4,73.9,2025-03-08T12:12:15.531Z,2025-03-08T12:12:16Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564354161,56,Back,5564354167,212,8.4,5564354169,213,2.24,5564354163,140,37.4,5564354187,156,,5564354165,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148059,102,1,1,11,1,b2vft81kyjurzbmekvgrqwr64,0,33.5,86.0,2025-03-08T12:12:17.403Z,2025-03-08T12:12:19Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5564354281,140,36.5,5564354287,213,4.81,5564354283,141,39.2,5564354279,56,Back,5564354277,155,,5564354285,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148087,108,1,1,11,4,a9vw7ikerpr4cuweeeka5aneg,1,72.1,72.0,2025-03-08T12:12:21.240Z,2025-03-08T12:12:22Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5564354401,56,Center,5564354403,140,77.0,5564354409,213,5.60,5564354407,212,6.7,5564354405,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148083,103,83,1,11,5,b2vft81kyjurzbmekvgrqwr64,0,36.3,39.2,2025-03-08T12:12:21.546Z,2025-03-08T12:12:27Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5564354601,399,81w1fqi66z0ibawynhraybaxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148101,109,1,1,11,6,a9vw7ikerpr4cuweeeka5aneg,1,76.8,65.8,2025-03-08T12:12:22.248Z,2025-03-08T12:12:24Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5564354479,141,68.1,5564354477,140,69.7,5564354483,213,2.93,5564354475,56,Center,5564354481,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148123,110,1,1,11,8,a9vw7ikerpr4cuweeeka5aneg,1,70.2,59.3,2025-03-08T12:12:24.544Z,2025-03-08T12:12:27Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5564354577,212,22.6,5564354571,56,Center,5564354579,213,4.95,5564354573,140,75.3,5564354575,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148177,111,1,1,11,13,a9vw7ikerpr4cuweeeka5aneg,0,77.1,22.1,2025-03-08T12:12:29.744Z,2025-03-08T20:10:40Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564354767,56,Center,5564354771,141,52.8,5564354769,140,93.4,5564354773,212,27.0,5564354763,2,,5564354775,213,0.88,5564354765,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148357,105,1,1,11,22,b2vft81kyjurzbmekvgrqwr64,1,10.9,49.4,2025-03-08T12:12:39.083Z,2025-03-08T12:12:45Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564355585,140,17.7,5564355593,213,1.01,5564355589,141,66.1,5564355579,56,Back,5564355575,123,,5564355591,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148393,106,1,1,11,29,b2vft81kyjurzbmekvgrqwr64,1,29.0,66.3,2025-03-08T12:12:45.649Z,2025-03-08T12:12:48Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564355723,140,28.6,5564355727,212,17.4,5564355721,56,Back,5564355729,213,4.69,5564355725,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148421,107,1,1,11,32,b2vft81kyjurzbmekvgrqwr64,1,28.4,41.5,2025-03-08T12:12:48.314Z,2025-03-08T12:12:51Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564355845,212,18.6,5564355843,141,67.6,5564355839,56,Back,5564355847,213,1.26,5564355841,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148465,108,1,1,11,34,b2vft81kyjurzbmekvgrqwr64,1,33.5,67.8,2025-03-08T12:12:51.153Z,2025-03-08T12:12:54Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564356053,213,4.54,5564356047,140,30.3,5564356049,141,39.1,5564356045,56,Back,5564356051,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148525,109,1,1,11,38,b2vft81kyjurzbmekvgrqwr64,1,27.3,38.8,2025-03-08T12:12:54.489Z,2025-03-08T12:12:57Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564356351,213,4.56,5564356345,140,24.8,5564356343,56,Back,5564356347,141,13.2,5564356349,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148629,110,1,1,11,41,b2vft81kyjurzbmekvgrqwr64,1,23.3,15.6,2025-03-08T12:12:57.562Z,2025-03-08T12:13:06Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5564356883,140,12.0,5564356887,212,23.7,5564356889,213,2.10,5564356885,141,45.7,5564356881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148661,111,1,1,11,49,b2vft81kyjurzbmekvgrqwr64,0,11.5,44.5,2025-03-08T12:13:05.841Z,2025-03-08T12:13:09Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564357071,140,63.8,5564357067,155,,5564357069,56,Center,5564357075,212,57.2,5564357079,1,,5564357077,213,0.28,5564357073,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148741,113,1,1,11,54,a9vw7ikerpr4cuweeeka5aneg,1,36.7,32.1,2025-03-08T12:13:11.176Z,2025-03-08T12:13:14Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5564357415,213,6.21,5564357413,212,24.8,5564357407,56,Center,5564357409,140,60.3,5564357411,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148749,112,45,1,11,57,b2vft81kyjurzbmekvgrqwr64,0,40.7,68.8,2025-03-08T12:13:13.856Z,2025-03-08T12:13:20Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564357575,233,114,5564357467,56,Back,5564357469,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148757,114,3,1,11,57,a9vw7ikerpr4cuweeeka5aneg,1,59.3,31.2,2025-03-08T12:13:13.856Z,2025-03-08T12:13:59Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564357591,233,112,5564357511,286,,5564357509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148831,115,4,1,12,4,a9vw7ikerpr4cuweeeka5aneg,1,65.0,42.2,2025-03-08T12:13:20.954Z,2025-03-08T12:17:40Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564357917,286,,5564357909,13,,5564357913,56,Center,5564357973,233,113,5564357915,152,,5564357911,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785148833,113,4,1,12,4,b2vft81kyjurzbmekvgrqwr64,0,35.0,57.8,2025-03-08T12:13:20.955Z,2025-03-08T19:51:05Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5564357965,56,Back,5564357993,233,115,5564357969,285,,5564357961,13,,5564357967,152,,5564357963,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149311,116,1,1,12,48,a9vw7ikerpr4cuweeeka5aneg,1,64.6,35.4,2025-03-08T12:14:04.959Z,2025-03-08T12:15:12Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564360335,141,67.3,5564360329,152,,5564360327,155,,5564360325,5,,5564360333,140,95.5,5564360339,213,0.59,5564360337,212,39.0,5564360331,56,Center,5564360341,1,,,,,,,,,,,,,,,,,,,,,,,,,
2785149317,117,61,1,12,49,a9vw7ikerpr4cuweeeka5aneg,0,95.5,67.3,2025-03-08T12:14:06.208Z,2025-03-08T12:15:11Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564360361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149489,114,5,1,12,50,b2vft81kyjurzbmekvgrqwr64,1,-1.4,35.2,2025-03-08T12:14:06.866Z,2025-03-08T12:52:13Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5564361335,56,Back,5564361337,346,,5564361367,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149345,118,5,1,12,50,a9vw7ikerpr4cuweeeka5aneg,0,101.4,64.8,2025-03-08T12:14:06.866Z,2025-03-08T12:52:13Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564361401,233,114,5564360565,56,Center,5564360567,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149503,115,1,1,13,7,b2vft81kyjurzbmekvgrqwr64,1,3.6,47.8,2025-03-08T12:14:23.256Z,2025-03-08T12:14:25Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564361449,213,5.50,5564361439,124,,5564361447,212,6.1,5564361453,237,,5564361443,140,7.7,5564361445,141,41.5,5564361441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149551,116,1,1,13,8,b2vft81kyjurzbmekvgrqwr64,1,7.8,41.5,2025-03-08T12:14:24.657Z,2025-03-08T12:14:29Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564361663,213,4.80,5564361659,141,12.9,5564361657,140,9.4,5564361661,212,19.5,5564361655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149561,117,1,1,13,12,b2vft81kyjurzbmekvgrqwr64,0,8.8,13.7,2025-03-08T12:14:28.929Z,2025-03-08T15:32:44Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564361695,56,Back,5564361701,212,6.5,5564361693,155,,5564361699,141,14.1,5564361697,140,15.0,5564361703,213,0.04,5564361819,233,119,5564361817,236,,5564361823,286,,,,,,,,,,,,,,,,,,,,,,,,,
2785149583,119,74,1,13,12,a9vw7ikerpr4cuweeeka5aneg,1,96.2,89.1,2025-03-08T12:14:28.930Z,2025-03-08T12:17:48Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5564361801,285,,5564361799,56,Left,5564361837,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149669,119,1,1,13,21,b2vft81kyjurzbmekvgrqwr64,1,12.4,40.6,2025-03-08T12:14:38.105Z,2025-03-08T12:14:41Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564362205,56,Back,5564362211,212,18.7,5564362207,140,16.3,5564362209,141,13.8,5564362213,213,4.93,5564362203,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149713,120,1,1,13,26,b2vft81kyjurzbmekvgrqwr64,1,19.4,12.6,2025-03-08T12:14:42.657Z,2025-03-08T12:14:45Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564362407,213,1.84,5564362403,141,45.2,5564362405,212,23.0,5564362399,56,Back,5564362401,140,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149733,121,1,1,13,28,b2vft81kyjurzbmekvgrqwr64,1,12.0,45.1,2025-03-08T12:14:45.200Z,2025-03-08T12:14:47Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564362491,212,16.6,5564362485,56,Back,5564362493,213,4.69,5564362489,141,20.7,5564362487,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149763,122,1,1,13,31,b2vft81kyjurzbmekvgrqwr64,1,11.9,26.7,2025-03-08T12:14:47.552Z,2025-03-08T12:14:50Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564362601,213,1.47,5564362595,140,13.3,5564362599,212,14.2,5564362597,141,47.5,5564362593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149823,123,1,1,13,34,b2vft81kyjurzbmekvgrqwr64,1,13.8,49.3,2025-03-08T12:14:50.752Z,2025-03-08T12:14:58Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5564362873,140,14.4,5564362879,213,4.75,5564362871,56,Back,5564362877,212,16.7,5564362875,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149889,124,1,1,13,42,b2vft81kyjurzbmekvgrqwr64,1,20.0,21.5,2025-03-08T12:14:58.256Z,2025-03-08T12:15:04Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564363119,213,1.38,5564363111,56,Back,5564363117,212,27.2,5564363113,140,24.8,5564363115,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149951,125,1,1,13,48,b2vft81kyjurzbmekvgrqwr64,1,28.5,64.8,2025-03-08T12:15:04.584Z,2025-03-08T12:15:09Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564363453,141,19.2,5564363457,213,4.65,5564363449,56,Back,5564363455,212,31.1,5564363451,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149985,126,1,1,13,53,b2vft81kyjurzbmekvgrqwr64,1,27.7,27.9,2025-03-08T12:15:09.625Z,2025-03-08T12:15:13Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5564363673,212,26.8,5564363675,213,5.82,5564363669,140,50.5,5564363667,56,Right,5564363671,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785149995,127,1,1,13,57,b2vft81kyjurzbmekvgrqwr64,0,53.3,10.1,2025-03-08T12:15:13.567Z,2025-03-08T12:15:14Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5564363729,141,30.6,5564363727,140,66.6,5564363725,56,Center,5564363733,213,0.78,5564363731,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150033,120,43,1,13,58,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-03-08T12:15:14.630Z,2025-03-08T12:40:31Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5564363891,140,43.1,5564448867,144,1,5564363895,212,7.7,5564363899,1,0,5564363889,56,Back,5564363897,213,5.58,5564363887,157,0,5564363893,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785167205,297,1,1,14,0,a9vw7ikerpr4cuweeeka5aneg,0,23.4,68.1,2025-03-08T12:15:16.435Z,2025-03-08T13:01:23Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5564453935,141,70.9,5564453939,213,0.34,5564453931,56,Back,5564453937,212,5.8,5564453933,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150027,128,61,1,14,0,b2vft81kyjurzbmekvgrqwr64,1,64.0,29.7,2025-03-08T12:15:16.812Z,2025-03-08T15:32:46Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5564363873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150043,122,1,1,14,0,a9vw7ikerpr4cuweeeka5aneg,1,43.1,76.3,2025-03-08T12:15:16.962Z,2025-03-08T13:01:25Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5564363939,140,61.8,5564363937,56,Center,5564363943,212,19.6,5564363945,213,6.28,5564363941,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150069,123,1,1,14,3,a9vw7ikerpr4cuweeeka5aneg,1,56.5,73.3,2025-03-08T12:15:19.310Z,2025-03-08T12:15:21Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5564364085,56,Center,5564364089,141,50.3,5564364087,140,56.7,5564364093,213,4.73,5564364091,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150121,124,1,1,14,5,a9vw7ikerpr4cuweeeka5aneg,1,67.5,45.5,2025-03-08T12:15:21.750Z,2025-03-08T12:15:25Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564364311,140,69.4,5564364317,213,4.90,5564364307,56,Center,5564364313,141,30.3,5564364315,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150131,125,1,1,14,8,a9vw7ikerpr4cuweeeka5aneg,1,73.3,28.8,2025-03-08T12:15:24.870Z,2025-03-08T12:15:26Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5564364403,212,6.9,5564364407,213,1.54,5564364395,56,Center,5564364397,140,73.5,5564364399,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150139,126,1,1,14,10,a9vw7ikerpr4cuweeeka5aneg,0,73.4,36.1,2025-03-08T12:15:26.254Z,2025-03-08T12:15:27Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5564364453,212,4.7,5564364451,141,38.6,5564364447,140,77.6,5564364455,213,0.37,5564364445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150163,129,61,1,14,13,b2vft81kyjurzbmekvgrqwr64,1,27.4,56.1,2025-03-08T12:15:29.520Z,2025-03-08T12:15:29Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5564364525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150193,130,12,1,14,15,b2vft81kyjurzbmekvgrqwr64,1,14.3,58.4,2025-03-08T12:15:31.304Z,2025-03-08T12:15:33Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kristensen,,,5564364657,213,6.13,5564364649,56,Back,5564364651,140,40.9,5564364653,141,52.2,5564364655,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785150215,127,1,1,14,18,a9vw7ikerpr4cuweeeka5aneg,1,36.6,41.9,2025-03-08T12:15:34.278Z,2025-03-08T12:15:36Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5564364769,140,39.5,5564364771,141,70.8,5564364767,56,Back,5564364775,213,1.42,5564364773,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
