id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815637347,118,1,1,11,31,b8oqgvx1ijeyn6y1cn6929ix4,1,19.7,7.4,2025-05-17T12:13:18.074Z,2025-05-17T12:13:20Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5732144057,56,Back,5732144063,212,8.5,5732144061,141,13.8,5732144065,213,2.61,5732144059,140,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637317,93,83,1,11,31,dbl7ir1qugqz8nvp1vzn8im50,0,67.3,87.2,2025-05-17T12:13:18.332Z,2025-05-17T12:13:22Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5732144195,399,9delpquqv81o7ftrgefb0wpp0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637363,119,1,1,11,33,b8oqgvx1ijeyn6y1cn6929ix4,1,12.7,13.8,2025-05-17T12:13:20.345Z,2025-05-17T12:13:21Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732144151,213,1.89,5732144145,140,8.8,5732144147,141,31.9,5732144143,56,Back,5732144149,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637427,120,1,1,11,34,b8oqgvx1ijeyn6y1cn6929ix4,1,8.8,31.9,2025-05-17T12:13:21.353Z,2025-05-17T12:13:28Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732144575,141,54.8,5732144579,213,1.98,5732144577,212,17.0,5732144573,140,2.3,5732144571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637445,121,1,1,11,41,b8oqgvx1ijeyn6y1cn6929ix4,0,6.9,57.0,2025-05-17T12:13:28.362Z,2025-05-17T12:13:30Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732144699,1,,5732144693,141,71.1,5732144689,56,Center,5732144691,140,63.4,5732144695,212,60.1,5732144697,213,0.16,5732144687,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637479,94,1,1,11,44,dbl7ir1qugqz8nvp1vzn8im50,0,40.2,28.6,2025-05-17T12:13:31.107Z,2025-05-17T12:13:32Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732144891,56,Center,5732144889,3,,5732144893,140,65.0,5732144899,213,0.09,5732144897,212,26.1,5732144895,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637519,122,1,1,11,45,b8oqgvx1ijeyn6y1cn6929ix4,1,42.8,67.6,2025-05-17T12:13:32.697Z,2025-05-17T12:13:35Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732145093,212,17.8,5732145089,140,58.5,5732145091,141,77.6,5732145087,56,Center,5732145085,3,,5732145095,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637561,123,1,1,11,48,b8oqgvx1ijeyn6y1cn6929ix4,1,58.5,77.6,2025-05-17T12:13:35.186Z,2025-05-17T12:13:40Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5732145351,213,0.92,5732145345,140,67.6,5732145347,141,96.0,5732145343,56,Left,5732145349,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637603,124,1,1,11,53,b8oqgvx1ijeyn6y1cn6929ix4,1,71.9,91.7,2025-05-17T12:13:40.721Z,2025-05-17T12:13:43Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5732145565,213,3.17,5732145559,140,60.0,5732145561,141,91.1,5732145563,212,12.5,5732145557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637619,125,1,1,11,56,b8oqgvx1ijeyn6y1cn6929ix4,1,60.0,91.1,2025-05-17T12:13:43.545Z,2025-05-17T12:13:46Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732145657,140,59.4,5732145659,141,74.4,5732145663,213,4.66,5732145661,212,11.4,5732145655,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637623,126,61,1,11,59,b8oqgvx1ijeyn6y1cn6929ix4,0,62.2,73.8,2025-05-17T12:13:46.096Z,2025-05-17T13:11:48Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732145683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637633,95,3,1,11,59,dbl7ir1qugqz8nvp1vzn8im50,0,41.4,29.2,2025-05-17T12:13:46.097Z,2025-05-17T13:14:11Z,19wdr5lrjw3aqm0ap9nklwefo,Y. Bojang,,,5732323139,233,579,5732145731,56,Back,5732154581,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815669413,579,7,1,11,59,b8oqgvx1ijeyn6y1cn6929ix4,1,58.6,70.8,2025-05-17T12:13:46.098Z,2025-05-17T13:13:06Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732323053,56,Center,5732323119,233,95,5732323055,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815639199,124,43,1,11,59,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-17T12:13:46.555Z,2025-05-17T13:14:09Z,19wdr5lrjw3aqm0ap9nklwefo,Y. Bojang,,,5732154751,56,Back,5732328077,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637635,127,1,1,12,0,b8oqgvx1ijeyn6y1cn6929ix4,1,55.3,79.9,2025-05-17T12:13:47.226Z,2025-05-17T18:17:42Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5732193417,212,19.4,5732145739,56,Back,5732193415,141,71.8,5732193419,213,3.43,5732193413,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637717,131,1,1,12,0,b8oqgvx1ijeyn6y1cn6929ix4,1,33.3,70.1,2025-05-17T12:13:47.755Z,2025-05-17T18:17:45Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732195425,140,49.0,5732195427,141,65.2,5732195429,212,16.8,5732195423,56,Back,5732195431,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637673,128,1,1,12,2,b8oqgvx1ijeyn6y1cn6929ix4,1,61.1,80.6,2025-05-17T12:13:49.433Z,2025-05-17T12:35:52Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732145985,140,36.7,5732145987,141,68.1,5732145991,213,3.46,5732145989,212,27.0,5732145983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637711,130,1,1,12,7,b8oqgvx1ijeyn6y1cn6929ix4,1,35.5,77.5,2025-05-17T12:13:54.129Z,2025-05-17T12:36:11Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732146247,212,25.2,5732146245,141,64.4,5732146241,56,Back,5732146243,140,13.0,5732146249,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637731,132,43,1,12,9,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-17T12:13:56.705Z,2025-05-17T12:36:53Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732146349,213,0.00,5732146345,141,69.9,5732146341,56,Back,5732146343,140,49.2,5732203545,144,1,5732146347,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637739,133,43,1,12,10,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-17T12:13:56.987Z,2025-05-17T12:36:50Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732203405,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637867,134,1,1,12,19,b8oqgvx1ijeyn6y1cn6929ix4,1,12.9,53.1,2025-05-17T12:14:06.761Z,2025-05-17T12:14:09Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732147241,213,1.28,5732147239,212,24.2,5732147235,140,19.4,5732147233,56,Back,5732147237,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637885,135,1,1,12,22,b8oqgvx1ijeyn6y1cn6929ix4,1,19.4,87.2,2025-05-17T12:14:09.672Z,2025-05-17T12:14:10Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5732147333,213,6.00,5732147331,212,50.1,5732147329,141,66.4,5732147325,56,Center,5732147323,155,,5732147335,1,,5732147327,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637899,136,1,1,12,24,b8oqgvx1ijeyn6y1cn6929ix4,1,65.2,66.4,2025-05-17T12:14:11.616Z,2025-05-17T12:14:14Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5732147401,156,,5732147387,213,3.86,5732147385,212,9.1,5732147381,140,58.7,5732147379,56,Center,5732147383,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637933,137,1,1,12,27,b8oqgvx1ijeyn6y1cn6929ix4,0,58.7,57.6,2025-05-17T12:14:14.377Z,2025-05-17T18:17:47Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5732147559,213,0.13,5732147551,56,Center,5732147553,140,76.2,5732147557,212,18.5,5732147555,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815637943,96,1,1,12,27,dbl7ir1qugqz8nvp1vzn8im50,1,28.1,37.3,2025-05-17T12:14:14.739Z,2025-05-17T12:14:16Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732147611,56,Back,5732147613,140,9.8,5732147619,213,2.81,5732147617,212,20.3,5732147615,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638001,98,1,1,12,31,dbl7ir1qugqz8nvp1vzn8im50,1,5.7,61.4,2025-05-17T12:14:18.164Z,2025-05-17T12:14:21Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732147925,140,33.4,5732147933,1,,5732147931,213,0.52,5732147929,212,33.6,5732147927,141,86.0,5732147921,155,,5732147923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638009,99,1,1,12,34,dbl7ir1qugqz8nvp1vzn8im50,0,33.4,86.0,2025-05-17T12:14:21.635Z,2025-05-17T12:14:22Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5732147969,168,,5732147971,56,Back,5732147973,140,40.5,5732147979,213,0.24,5732147967,3,,5732147977,212,7.7,5732147975,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638023,138,44,1,12,36,b8oqgvx1ijeyn6y1cn6929ix4,1,61.6,21.0,2025-05-17T12:14:23.147Z,2025-05-17T12:14:28Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732148071,233,100,5732148037,286,,5732148035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638017,100,44,1,12,36,dbl7ir1qugqz8nvp1vzn8im50,0,38.4,79.0,2025-05-17T12:14:23.148Z,2025-05-17T12:14:34Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5732148099,233,138,5732148015,56,Back,5732148017,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638089,139,1,1,12,36,b8oqgvx1ijeyn6y1cn6929ix4,1,61.8,28.0,2025-05-17T12:14:23.560Z,2025-05-17T12:14:29Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732148383,141,25.8,5732148381,140,67.6,5732148379,56,Center,5732148385,212,6.3,5732148387,213,6.04,5732148377,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638073,101,45,1,12,39,dbl7ir1qugqz8nvp1vzn8im50,0,23.4,76.8,2025-05-17T12:14:26.376Z,2025-05-17T12:14:36Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732148315,56,Back,5732148317,285,,5732148485,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638101,141,3,1,12,39,b8oqgvx1ijeyn6y1cn6929ix4,1,76.6,23.2,2025-05-17T12:14:26.376Z,2025-05-17T12:14:34Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5732148479,233,101,5732148437,286,,5732148435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638135,142,1,1,12,39,b8oqgvx1ijeyn6y1cn6929ix4,1,77.1,21.5,2025-05-17T12:14:26.576Z,2025-05-17T12:14:35Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5732148663,56,Center,5732148669,212,13.4,5732148671,213,2.04,5732148665,140,71.3,5732148667,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638143,143,1,1,12,41,b8oqgvx1ijeyn6y1cn6929ix4,1,71.3,39.1,2025-05-17T12:14:28.888Z,2025-05-17T12:14:35Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5732148705,212,3.0,5732148703,141,37.0,5732148701,140,73.8,5732148709,213,5.78,5732148699,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638147,144,1,1,12,42,b8oqgvx1ijeyn6y1cn6929ix4,0,73.8,37.0,2025-05-17T12:14:29.489Z,2025-05-17T12:14:36Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5732148737,141,24.6,5732148735,140,72.5,5732148739,212,8.5,5732148741,213,4.55,5732148733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638121,103,1,1,12,44,dbl7ir1qugqz8nvp1vzn8im50,1,29.5,75.4,2025-05-17T12:14:31.683Z,2025-05-17T12:14:34Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5732148573,56,Back,5732148581,213,1.12,5732148579,212,7.5,5732148577,141,85.3,5732148575,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638153,104,1,1,12,46,dbl7ir1qugqz8nvp1vzn8im50,1,32.6,85.3,2025-05-17T12:14:33.843Z,2025-05-17T12:14:36Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5732148783,213,0.29,5732148781,212,8.9,5732148779,141,89.1,5732148777,140,40.7,5732148775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638157,105,3,1,12,49,dbl7ir1qugqz8nvp1vzn8im50,0,38.6,92.2,2025-05-17T12:14:36.048Z,2025-05-17T12:14:44Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732148799,56,Back,5732148975,233,145,5732148801,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638179,145,7,1,12,49,b8oqgvx1ijeyn6y1cn6929ix4,1,61.4,7.8,2025-05-17T12:14:36.049Z,2025-05-17T12:14:43Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732148943,233,105,5732148909,285,,5732148905,167,,5732148907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638253,106,5,1,12,50,dbl7ir1qugqz8nvp1vzn8im50,1,34.0,102.0,2025-05-17T12:14:37.411Z,2025-05-17T12:14:45Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732149251,347,,5732149293,233,146,5732149249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638251,146,5,1,12,51,b8oqgvx1ijeyn6y1cn6929ix4,0,66.0,-2.0,2025-05-17T12:14:38.368Z,2025-05-17T12:14:46Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732149309,233,106,5732149245,56,Right,5732149247,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638291,107,1,1,12,57,dbl7ir1qugqz8nvp1vzn8im50,1,33.6,100.0,2025-05-17T12:14:44.116Z,2025-05-17T12:14:47Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732149517,140,19.9,5732149513,107,,5732149521,212,20.3,5732149523,213,3.93,5732149515,56,Back,5732149519,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638333,108,1,1,13,0,dbl7ir1qugqz8nvp1vzn8im50,1,22.9,71.8,2025-05-17T12:14:47.708Z,2025-05-17T12:14:51Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732149807,141,33.1,5732149805,140,30.6,5732149811,213,5.01,5732149809,212,27.5,5732149803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638377,109,1,1,13,4,dbl7ir1qugqz8nvp1vzn8im50,1,33.7,31.2,2025-05-17T12:14:51.667Z,2025-05-17T12:14:55Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732150029,140,39.8,5732150033,212,12.9,5732150031,141,14.7,5732150027,56,Back,5732150035,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638449,110,1,1,13,7,dbl7ir1qugqz8nvp1vzn8im50,1,41.3,28.2,2025-05-17T12:14:54.795Z,2025-05-17T12:15:02Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5732150437,212,12.5,5732150431,56,Back,5732150433,140,29.6,5732150435,141,24.7,5732150439,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638471,111,1,1,13,15,dbl7ir1qugqz8nvp1vzn8im50,1,41.0,30.7,2025-05-17T12:15:02.419Z,2025-05-17T12:15:04Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5732150565,212,23.5,5732150559,56,Back,5732150567,213,1.72,5732150563,141,64.8,5732150561,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638519,112,1,1,13,17,dbl7ir1qugqz8nvp1vzn8im50,1,37.6,64.9,2025-05-17T12:15:04.211Z,2025-05-17T12:15:07Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732150763,140,58.7,5732150761,56,Left,5732150767,212,28.2,5732150769,213,0.67,5732150765,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638567,113,1,1,13,20,dbl7ir1qugqz8nvp1vzn8im50,1,57.2,89.9,2025-05-17T12:15:07.652Z,2025-05-17T12:15:12Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732151057,56,Back,5732151061,141,72.1,5732151063,212,28.6,5732151065,213,3.58,5732151059,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638603,114,1,1,13,24,dbl7ir1qugqz8nvp1vzn8im50,1,27.7,70.0,2025-05-17T12:15:11.891Z,2025-05-17T12:15:15Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732151305,141,51.5,5732151307,212,14.5,5732151309,213,4.19,5732151303,140,20.8,5732151301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638635,115,1,1,13,28,dbl7ir1qugqz8nvp1vzn8im50,0,21.7,49.4,2025-05-17T12:15:15.660Z,2025-05-17T12:15:18Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732151477,212,69.4,5732151473,140,87.6,5732151469,155,,5732151471,56,Center,5732151481,1,,5732151475,141,42.4,5732151479,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638737,148,1,1,13,34,b8oqgvx1ijeyn6y1cn6929ix4,1,15.7,50.1,2025-05-17T12:15:21.904Z,2025-05-17T12:15:31Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732152095,56,Back,5732152103,213,5.37,5732152101,212,8.9,5732152099,141,39.7,5732152097,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638769,149,1,1,13,44,b8oqgvx1ijeyn6y1cn6929ix4,1,24.9,35.2,2025-05-17T12:15:30.967Z,2025-05-17T12:15:34Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732152319,212,8.0,5732152313,56,Back,5732152315,140,24.4,5732152317,141,23.4,5732152321,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638785,150,1,1,13,46,b8oqgvx1ijeyn6y1cn6929ix4,1,24.4,23.4,2025-05-17T12:15:33.832Z,2025-05-17T12:15:36Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5732152399,141,28.3,5732152395,56,Back,5732152403,213,0.26,5732152401,212,12.7,5732152397,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638795,151,1,1,13,49,b8oqgvx1ijeyn6y1cn6929ix4,1,36.1,28.3,2025-05-17T12:15:35.983Z,2025-05-17T12:15:37Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5732152455,141,29.2,5732152449,56,Back,5732152463,213,2.97,5732152525,156,,5732152459,212,3.5,5732152451,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638821,152,1,1,13,50,b8oqgvx1ijeyn6y1cn6929ix4,1,32.8,29.2,2025-05-17T12:15:37.563Z,2025-05-17T12:15:38Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5732152611,213,1.35,5732152607,141,36.1,5732152605,140,33.8,5732152603,56,Back,5732152609,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638845,153,1,1,13,51,b8oqgvx1ijeyn6y1cn6929ix4,1,36.2,36.0,2025-05-17T12:15:38.775Z,2025-05-17T13:04:44Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732209909,1,,5732152745,212,36.8,5732152739,56,Right,5732152741,140,69.7,5732152743,141,19.9,5732152747,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638853,154,43,1,13,53,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-17T12:15:40.488Z,2025-05-17T12:15:46Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5732152769,56,Back,5732153111,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638891,155,61,1,13,57,b8oqgvx1ijeyn6y1cn6929ix4,0,84.5,17.0,2025-05-17T12:15:44.399Z,2025-05-17T12:15:44Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5732153009,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638915,117,1,1,13,57,dbl7ir1qugqz8nvp1vzn8im50,1,10.9,80.9,2025-05-17T12:15:44.571Z,2025-05-17T12:15:46Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732153129,213,4.40,5732153125,141,60.6,5732153123,140,6.6,5732153121,56,Back,5732153127,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638933,118,1,1,13,59,dbl7ir1qugqz8nvp1vzn8im50,1,6.3,60.6,2025-05-17T12:15:46.412Z,2025-05-17T12:15:47Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5732153231,140,13.1,5732153235,141,70.6,5732153227,56,Back,5732153239,212,9.9,5732153243,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638953,119,1,1,14,0,dbl7ir1qugqz8nvp1vzn8im50,1,13.1,70.6,2025-05-17T12:15:47.316Z,2025-05-17T12:15:49Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5732153387,140,8.4,5732153385,56,Back,5732153393,213,2.05,5732153389,141,84.5,5732153391,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815638995,120,1,1,14,2,dbl7ir1qugqz8nvp1vzn8im50,1,8.4,84.5,2025-05-17T12:15:48.979Z,2025-05-17T12:15:53Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5732153597,141,88.9,5732153593,56,Back,5732153601,213,0.34,5732153595,140,16.5,5732153599,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815639017,121,1,1,14,6,dbl7ir1qugqz8nvp1vzn8im50,1,20.4,86.3,2025-05-17T12:15:53.323Z,2025-05-17T12:15:55Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5732153723,141,55.2,5732153721,140,40.8,5732153717,155,,5732153725,212,30.1,5732153719,56,Back,5732153727,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815639049,122,1,1,14,8,dbl7ir1qugqz8nvp1vzn8im50,1,40.8,55.2,2025-05-17T12:15:55.404Z,2025-05-17T12:15:59Z,19wdr5lrjw3aqm0ap9nklwefo,Y. Bojang,,,5732153925,56,Back,5732153933,213,4.56,5732153931,212,26.6,5732153929,141,16.5,5732153927,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815639079,123,1,1,14,12,dbl7ir1qugqz8nvp1vzn8im50,0,36.9,16.5,2025-05-17T12:15:59.284Z,2025-05-17T12:16:03Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5732154105,1,,5732154097,140,92.2,5732154093,155,,5732154095,56,Center,5732154099,141,31.6,5732154103,213,0.18,5732154101,212,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815639215,158,1,1,14,27,b8oqgvx1ijeyn6y1cn6929ix4,1,14.3,53.6,2025-05-17T12:16:14.808Z,2025-05-17T12:16:17Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5732154829,212,17.1,5732154823,56,Back,5732154831,213,5.28,5732154827,141,32.4,5732154825,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815639261,159,1,1,14,30,b8oqgvx1ijeyn6y1cn6929ix4,1,23.0,32.4,2025-05-17T12:16:17.479Z,2025-05-17T12:16:21Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5732155085,140,10.0,5732155087,141,60.0,5732155083,56,Back,5732155089,212,23.2,5732155091,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
