id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value
2795607151,176,50,1,18,3,bd4qakf7j0wwie8wke9km7uj8,1,88.4,59.5,2025-04-04T17:18:04.700Z,2025-04-04T17:18:20Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621724971,233,166,5621724937,286,,5621724163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607139,166,7,1,18,3,ajtb177oqwawkdwbqhldmq6mx,0,12.2,40.8,2025-04-04T17:18:04.701Z,2025-04-04T17:18:20Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5621724967,233,176,5621724823,285,,5621724821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607291,178,61,1,18,4,bd4qakf7j0wwie8wke9km7uj8,1,96.2,68.5,2025-04-04T17:18:05.067Z,2025-04-04T17:18:22Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621725033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607261,167,5,1,18,5,ajtb177oqwawkdwbqhldmq6mx,1,-1.3,41.0,2025-04-04T17:18:06.458Z,2025-04-04T19:46:30Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5621724837,233,177,5621724807,346,,5621724805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607161,177,5,1,18,5,bd4qakf7j0wwie8wke9km7uj8,0,101.3,59.0,2025-04-04T17:18:06.458Z,2025-04-04T19:46:30Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621724241,56,Center,5621724853,233,167,5621724243,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607307,168,1,1,18,20,ajtb177oqwawkdwbqhldmq6mx,1,4.9,47.2,2025-04-04T17:18:21.429Z,2025-04-04T17:18:23Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5621725107,124,,5621725109,56,Back,5621725111,140,5.0,5621725117,213,1.56,5621725113,141,59.1,5621725115,212,8.1,5621725121,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607315,169,1,1,18,21,ajtb177oqwawkdwbqhldmq6mx,1,5.0,59.1,2025-04-04T17:18:22.748Z,2025-04-04T17:18:23Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5621725163,141,48.8,5621725165,212,7.1,5621725167,213,4.52,5621725161,140,3.7,5621725159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607319,170,1,1,18,22,ajtb177oqwawkdwbqhldmq6mx,0,3.7,48.8,2025-04-04T17:18:23.797Z,2025-04-04T17:18:24Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5621725195,213,6.07,5621725193,212,26.5,5621725191,141,40.6,5621725197,1,,5621725189,140,28.4,5621725185,157,,5621725187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607327,179,8,1,18,23,bd4qakf7j0wwie8wke9km7uj8,1,49.8,75.4,2025-04-04T17:18:24.797Z,2025-04-04T17:18:24Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621725241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607369,171,1,1,18,26,ajtb177oqwawkdwbqhldmq6mx,1,32.4,44.9,2025-04-04T17:18:27.828Z,2025-04-04T17:18:29Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5621725531,141,27.3,5621725535,212,13.6,5621725523,56,Back,5621725539,213,5.20,5621725527,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607405,172,1,1,18,28,ajtb177oqwawkdwbqhldmq6mx,0,37.7,24.6,2025-04-04T17:18:29.453Z,2025-04-04T17:18:32Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5621725735,141,32.7,5621725729,155,,5621725733,140,80.0,5621725731,56,Center,5621725737,212,44.8,5621725741,1,,5621725739,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607535,181,1,1,18,37,bd4qakf7j0wwie8wke9km7uj8,1,9.9,86.2,2025-04-04T17:18:38.427Z,2025-04-04T17:18:42Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621726433,141,51.8,5621726435,212,24.0,5621726429,56,Back,5621726431,140,5.0,5621726437,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607599,182,1,1,18,41,bd4qakf7j0wwie8wke9km7uj8,1,4.1,51.9,2025-04-04T17:18:42.625Z,2025-04-04T17:18:47Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5621726747,155,,5621726759,141,36.3,5621726751,56,Back,5621726761,212,27.7,5621726755,140,28.5,5621726763,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607633,183,1,1,18,46,bd4qakf7j0wwie8wke9km7uj8,1,28.6,36.3,2025-04-04T17:18:47.636Z,2025-04-04T17:18:50Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621726927,140,44.9,5621726925,56,Back,5621726933,213,6.08,5621726929,141,31.2,5621726931,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607639,184,50,1,18,47,bd4qakf7j0wwie8wke9km7uj8,1,57.6,26.6,2025-04-04T17:18:48.644Z,2025-04-04T17:18:51Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621726959,233,173,5621726943,56,Center,5621726945,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607623,173,7,1,18,47,ajtb177oqwawkdwbqhldmq6mx,1,48.8,71.1,2025-04-04T17:18:48.645Z,2025-04-04T17:18:51Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621726951,233,184,5621726879,285,,5621726875,167,,5621726877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607631,174,5,1,18,48,ajtb177oqwawkdwbqhldmq6mx,0,45.1,101.6,2025-04-04T17:18:49.726Z,2025-04-04T19:46:31Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621726923,347,,5621726921,56,Back,5621727567,233,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795620165,380,5,1,18,48,bd4qakf7j0wwie8wke9km7uj8,1,54.9,-1.6,2025-04-04T17:18:49.726Z,2025-04-04T19:46:31Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621796569,56,Right,5621796603,233,174,5621796571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607755,186,1,1,18,56,bd4qakf7j0wwie8wke9km7uj8,1,56.4,0.0,2025-04-04T17:18:57.203Z,2025-04-04T19:27:53Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621727627,140,48.9,5621727625,56,Back,5621727623,107,,5621727633,213,2.20,5621727629,141,14.6,5621727631,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607783,187,1,1,18,58,bd4qakf7j0wwie8wke9km7uj8,1,48.6,15.0,2025-04-04T17:18:59.028Z,2025-04-04T17:19:01Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621727775,213,1.90,5621727773,212,33.4,5621727777,1,,5621727771,141,61.4,5621727769,140,38.2,5621727767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607813,188,1,1,19,0,bd4qakf7j0wwie8wke9km7uj8,1,46.0,54.3,2025-04-04T17:19:01.619Z,2025-04-04T17:19:04Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5621727943,141,92.3,5621727945,212,32.5,5621727939,56,Left,5621727947,213,0.92,5621727941,140,64.7,5621727949,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607881,189,1,1,19,3,bd4qakf7j0wwie8wke9km7uj8,1,65.3,94.1,2025-04-04T17:19:04.540Z,2025-04-04T17:19:11Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621728317,140,52.5,5621728315,56,Center,5621728319,141,71.7,5621728323,213,3.99,5621728321,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607903,190,1,1,19,10,bd4qakf7j0wwie8wke9km7uj8,1,52.5,71.7,2025-04-04T17:19:11.340Z,2025-04-04T17:19:13Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5621728437,56,Center,5621728441,141,78.8,5621728445,213,1.48,5621728443,212,4.8,5621728439,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795607967,191,1,1,19,12,bd4qakf7j0wwie8wke9km7uj8,1,54.4,76.9,2025-04-04T17:19:13.252Z,2025-04-04T17:19:17Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621728789,212,34.2,5621728783,56,Back,5621728785,140,41.6,5621728787,141,30.7,5621728793,1,,5621728791,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608027,192,1,1,19,16,bd4qakf7j0wwie8wke9km7uj8,1,41.6,30.7,2025-04-04T17:19:17.627Z,2025-04-04T17:19:22Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621729119,140,63.4,5621729117,56,Right,5621729121,141,11.9,5621729123,212,26.2,5621729125,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608067,193,1,1,19,21,bd4qakf7j0wwie8wke9km7uj8,1,63.4,11.9,2025-04-04T17:19:22.203Z,2025-04-04T17:19:26Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621729339,141,17.9,5621729345,213,0.76,5621729341,212,5.9,5621729337,140,67.5,5621729335,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608081,194,1,1,19,25,bd4qakf7j0wwie8wke9km7uj8,0,67.5,17.9,2025-04-04T17:19:26.348Z,2025-04-04T17:19:27Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621729429,213,6.19,5621729423,140,76.2,5621729425,141,16.7,5621729427,212,9.2,5621729421,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608125,176,12,1,19,26,ajtb177oqwawkdwbqhldmq6mx,1,17.0,86.6,2025-04-04T17:19:27.421Z,2025-04-04T19:24:18Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5621729669,140,42.2,5621729667,56,Back,5621729675,213,0.04,5621729673,212,26.5,5621729671,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608115,195,1,1,19,27,bd4qakf7j0wwie8wke9km7uj8,1,65.0,18.6,2025-04-04T17:19:28.388Z,2025-04-04T17:19:29Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621729631,56,Center,5621729635,141,24.3,5621729633,140,65.9,5621729639,212,4.0,5621729641,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608143,196,1,1,19,28,bd4qakf7j0wwie8wke9km7uj8,1,66.0,25.2,2025-04-04T17:19:29.596Z,2025-04-04T20:30:28Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621729831,141,20.7,5621729829,140,69.7,5621729835,213,5.62,5621729833,212,4.9,5621729827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608181,197,1,1,19,32,bd4qakf7j0wwie8wke9km7uj8,1,69.7,20.7,2025-04-04T17:19:33.820Z,2025-04-04T17:19:34Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621730051,212,7.1,5621730055,213,0.14,5621730041,56,Center,5621730047,141,22.2,5621730043,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608207,198,1,1,19,33,bd4qakf7j0wwie8wke9km7uj8,1,76.5,22.4,2025-04-04T17:19:34.756Z,2025-04-04T17:19:37Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621730183,212,7.7,5621730185,213,1.31,5621730181,141,33.4,5621730177,56,Center,5621730179,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608197,178,83,1,19,35,ajtb177oqwawkdwbqhldmq6mx,0,41.7,73.6,2025-04-04T17:19:36.525Z,2025-04-04T17:54:53Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5621730339,399,cf6zq49y8v1ekw07e7yi3uac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608211,199,1,1,19,36,bd4qakf7j0wwie8wke9km7uj8,1,78.4,33.4,2025-04-04T17:19:37.460Z,2025-04-04T17:19:38Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621730219,213,1.30,5621730211,56,Center,5621730217,212,0.8,5621730213,140,78.6,5621730215,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608225,200,1,1,19,37,bd4qakf7j0wwie8wke9km7uj8,1,78.7,34.6,2025-04-04T17:19:38.348Z,2025-04-04T17:19:40Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621730299,56,Center,5621730303,141,38.9,5621730305,212,2.9,5621730307,213,1.57,5621730301,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608231,201,1,1,19,39,bd4qakf7j0wwie8wke9km7uj8,0,78.7,39.2,2025-04-04T17:19:40.028Z,2025-04-04T17:19:40Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621730369,212,4.7,5621730363,56,Center,5621730365,140,82.3,5621730367,141,43.3,5621730371,213,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608263,179,12,1,19,40,ajtb177oqwawkdwbqhldmq6mx,1,18.8,47.5,2025-04-04T17:19:41.101Z,2025-04-04T17:54:51Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5621730519,56,Back,5621730525,212,4.2,5621730523,141,51.3,5621730527,213,0.66,5621730521,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608251,202,61,1,19,41,bd4qakf7j0wwie8wke9km7uj8,1,82.4,43.4,2025-04-04T17:19:42.052Z,2025-04-04T20:30:31Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621730481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608315,180,12,1,19,41,ajtb177oqwawkdwbqhldmq6mx,1,10.8,57.6,2025-04-04T17:19:42.853Z,2025-04-04T17:19:49Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5621730861,140,21.6,5621730867,213,0.99,5621730863,141,83.0,5621730865,212,20.7,5621730859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608265,203,61,1,19,42,bd4qakf7j0wwie8wke9km7uj8,1,80.5,44.5,2025-04-04T17:19:43.092Z,2025-04-04T17:19:52Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621730529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608303,204,1,1,19,45,bd4qakf7j0wwie8wke9km7uj8,1,88.2,28.0,2025-04-04T17:19:46.483Z,2025-04-04T17:19:47Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621730789,212,12.4,5621730783,56,Center,5621730785,140,93.3,5621730787,141,44.5,5621730781,155,,5621730779,2,,5621730791,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608323,205,1,1,19,46,bd4qakf7j0wwie8wke9km7uj8,1,93.4,45.4,2025-04-04T17:19:47.637Z,2025-04-04T17:20:02Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,1.0,,5621730885,3,,5621731677,210,15,5621730901,141,67.2,5621730903,212,15.3,5621730905,213,1.33,5621731681,154,,5621730895,56,Center,5621730891,168,,5621730899,140,,,,,,,,,,,,,,,,,,,,,,,,,96.9,,,
2795608327,206,15,1,19,47,bd4qakf7j0wwie8wke9km7uj8,1,96.9,67.2,2025-04-04T17:19:48.748Z,2025-04-04T19:52:31Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5621731741,233,181,5621731721,147,52.3,5621731711,55,205,5622704281,328,,5621731719,146,99.5,5621731705,78,,5621731703,72,,5621730917,22,,5621731707,29,5621730921,56,5622704279,108,5621731717,103,3.8,5621731715,102,51.3,5621730919,65,5621731709,154,,,,,,,,,,,,Center,,
2795608325,181,10,1,19,47,ajtb177oqwawkdwbqhldmq6mx,1,0.7,43.8,2025-04-04T17:19:48.848Z,2025-04-04T17:54:15Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5621731761,233,206,5621730909,173,,5621730915,56,Back,5621730913,182,,5621730911,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608707,184,1,1,20,16,ajtb177oqwawkdwbqhldmq6mx,1,14.8,46.8,2025-04-04T17:20:17.359Z,2025-04-04T17:31:38Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5621733155,1,,5621733153,213,0.10,5621733151,212,49.8,5621733143,198,,5621733145,56,Center,5621733147,140,62.0,5621733141,157,,5621733149,141,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795615827,255,61,1,20,17,ajtb177oqwawkdwbqhldmq6mx,0,58.8,56.9,2025-04-04T17:20:18.246Z,2025-04-04T17:31:22Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5621773065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608727,208,1,1,20,24,bd4qakf7j0wwie8wke9km7uj8,1,29.8,40.0,2025-04-04T17:20:25.213Z,2025-04-04T17:20:26Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621733269,56,Back,5621733275,212,11.5,5621733273,141,23.3,5621733271,140,31.7,5621733277,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608739,209,1,1,20,25,bd4qakf7j0wwie8wke9km7uj8,1,31.7,23.1,2025-04-04T17:20:26.805Z,2025-04-04T17:20:27Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5621733331,56,Back,5621733337,212,6.5,5621733333,140,29.3,5621733335,141,31.9,5621733339,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608765,210,1,1,20,26,bd4qakf7j0wwie8wke9km7uj8,1,29.3,31.9,2025-04-04T17:20:27.757Z,2025-04-04T17:20:30Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621733471,141,32.1,5621733475,213,3.12,5621733473,212,6.5,5621733467,56,Back,5621733469,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608849,211,1,1,20,29,bd4qakf7j0wwie8wke9km7uj8,1,23.1,32.1,2025-04-04T17:20:30.805Z,2025-04-04T17:20:37Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621733935,213,1.19,5621733929,140,35.3,5621733933,212,34.4,5621733931,141,79.1,5621733937,1,,5621733927,56,Back,5621733925,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608901,212,1,1,20,36,bd4qakf7j0wwie8wke9km7uj8,1,70.2,61.7,2025-04-04T17:20:37.797Z,2025-04-04T17:23:25Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,1.0,,5621734207,56,Center,5621734209,140,89.4,5621734213,212,22.1,5621734215,213,0.42,5621734211,141,75.1,5621744483,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608905,213,15,1,20,41,bd4qakf7j0wwie8wke9km7uj8,1,85.9,67.7,2025-04-04T17:20:42.702Z,2025-04-04T19:53:15Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5621744571,233,185,5621744519,55,212,5621744529,146,92.7,5621744531,147,58.8,5621734237,56,Center,5621734233,22,,5622708565,78,,5622708563,64,,5621744263,20,5621744267,82,5621744517,29,5621744527,215,,5621744525,103,19,5621744523,102,5621744535,231,49.5,5621744533,230,98.2,,,,,,,,,,49.2
2795608919,185,10,1,20,41,ajtb177oqwawkdwbqhldmq6mx,1,5.9,37.4,2025-04-04T17:20:42.802Z,2025-04-04T17:23:26Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5621734309,94,,5621744605,233,213,5621734311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795608979,187,1,1,20,45,ajtb177oqwawkdwbqhldmq6mx,1,18.5,56.4,2025-04-04T17:20:46.870Z,2025-04-04T17:20:48Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5621734627,56,Back,5621734633,212,10.8,5621734635,213,2.16,5621734629,140,12.8,5621734631,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609063,188,12,1,20,47,ajtb177oqwawkdwbqhldmq6mx,1,12.8,69.7,2025-04-04T17:20:48.758Z,2025-04-04T17:20:56Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5621735045,213,0.59,5621735043,212,27.2,5621735039,140,34.3,5621735041,141,92.1,5621735037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609053,215,1,1,20,51,bd4qakf7j0wwie8wke9km7uj8,1,59.8,6.8,2025-04-04T17:20:52.278Z,2025-04-04T17:20:56Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621735011,212,20.0,5621735013,213,2.78,5621735009,141,17.1,5621735005,56,Back,5621735007,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609073,216,1,1,20,55,bd4qakf7j0wwie8wke9km7uj8,1,41.1,18.0,2025-04-04T17:20:56.093Z,2025-04-04T17:20:58Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621735111,141,18.3,5621735113,212,12.8,5621735115,213,0.02,5621735107,56,Right,5621735109,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609123,217,1,1,20,57,bd4qakf7j0wwie8wke9km7uj8,1,53.5,18.5,2025-04-04T17:20:58.053Z,2025-04-04T17:21:02Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621735419,56,Back,5621735423,141,20.1,5621735425,212,13.7,5621735421,140,40.5,5621735427,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609147,218,1,1,21,1,bd4qakf7j0wwie8wke9km7uj8,1,40.6,20.4,2025-04-04T17:21:02.245Z,2025-04-04T17:21:04Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621735531,56,Right,5621735535,140,55.2,5621735539,141,18.0,5621735543,213,6.18,5621735541,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609167,219,1,1,21,3,bd4qakf7j0wwie8wke9km7uj8,1,57.2,18.0,2025-04-04T17:21:04.165Z,2025-04-04T17:21:07Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5621735667,141,12.3,5621735665,140,56.9,5621735663,56,Right,5621735675,213,4.63,5621735671,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609231,220,1,1,21,5,bd4qakf7j0wwie8wke9km7uj8,1,56.8,12.3,2025-04-04T17:21:06.661Z,2025-04-04T17:21:11Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621736021,213,2.52,5621736019,212,20.7,5621736015,140,40.8,5621736013,56,Back,5621736017,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609283,221,1,1,21,10,bd4qakf7j0wwie8wke9km7uj8,1,43.0,26.4,2025-04-04T17:21:11.774Z,2025-04-04T17:21:16Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5621736299,56,Right,5621736301,140,54.3,5621736307,213,5.60,5621736303,141,12.2,5621736305,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609329,222,1,1,21,15,bd4qakf7j0wwie8wke9km7uj8,1,54.3,12.2,2025-04-04T17:21:16.814Z,2025-04-04T17:21:21Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621736597,213,0.14,5621736591,140,63.2,5621736593,141,14.1,5621736595,212,9.4,5621736589,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609343,223,1,1,21,20,bd4qakf7j0wwie8wke9km7uj8,1,64.2,14.3,2025-04-04T17:21:21.038Z,2025-04-04T17:21:22Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5621736641,140,58.5,5621736647,213,2.78,5621736645,212,6.4,5621736639,56,Right,5621736643,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609355,224,1,1,21,21,bd4qakf7j0wwie8wke9km7uj8,0,58.5,17.6,2025-04-04T17:21:22.022Z,2025-04-04T17:21:22Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5621736697,56,Center,5621736703,212,12.0,5621736705,213,0.36,5621736701,141,23.9,5621736699,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795609461,190,12,1,21,22,ajtb177oqwawkdwbqhldmq6mx,1,20.9,63.6,2025-04-04T17:21:23.438Z,2025-04-04T17:21:34Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5621737319,140,39.4,5621737317,56,Back,5621737323,212,23.6,5621737325,213,0.60,5621737321,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
