id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/15/value
2709622617,122,1,1,15,27,f1h34qp5zbfl489q8vnkhiq9s,1,76.8,8.2,2024-08-17T13:16:16.484Z,2024-08-17T13:16:20Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5152250373,56,Right,5152250375,140,93.7,5152250381,213,0.16,5152250379,212,18.0,5152250377,141,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709622623,123,1,1,15,30,f1h34qp5zbfl489q8vnkhiq9s,1,93.7,12.4,2024-08-17T13:16:19.044Z,2024-08-17T15:12:52Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5152250419,141,18.1,5152250417,140,93.6,5152250415,56,Right,5152250423,213,1.60,5152250421,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709622661,150,83,1,15,30,7gkglopz9cjsysn2u6sbhuvc5,0,10.5,75.6,2024-08-17T13:16:19.566Z,2024-08-17T15:12:57Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152251243,399,eas91my7qw7etoha5plxfk9yi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709622667,124,1,1,15,31,f1h34qp5zbfl489q8vnkhiq9s,0,93.6,18.1,2024-08-17T13:16:20.716Z,2024-08-17T13:16:23Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152250683,140,90.3,5152250689,141,26.6,5152250679,56,Center,5152250693,213,2.11,5152250691,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709622707,151,4,1,15,38,7gkglopz9cjsysn2u6sbhuvc5,1,5.8,70.6,2024-08-17T13:16:27.230Z,2024-08-17T15:05:51Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152250949,285,,5152250947,265,,5152250945,152,,5152250943,56,Back,5152251111,233,125,5152250941,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709622717,125,4,1,15,38,f1h34qp5zbfl489q8vnkhiq9s,0,94.2,29.4,2024-08-17T13:16:27.231Z,2024-08-17T15:05:52Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5152251079,286,,5152251077,265,,5152251071,13,,5152251139,233,151,5152251075,152,,5152251073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623171,153,1,1,16,5,7gkglopz9cjsysn2u6sbhuvc5,1,10.1,74.2,2024-08-17T13:16:54.269Z,2024-08-17T13:16:58Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152253467,140,9.3,5152253469,141,59.1,5152253471,212,10.3,5152253473,213,4.63,5152253463,56,Back,5152253457,5,,5152253459,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623263,154,1,1,16,13,7gkglopz9cjsysn2u6sbhuvc5,1,13.8,53.0,2024-08-17T13:17:02.501Z,2024-08-17T13:17:06Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152254007,56,Back,5152254009,140,23.7,5152254011,141,30.0,5152254015,213,5.30,5152254013,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623309,155,1,1,16,16,7gkglopz9cjsysn2u6sbhuvc5,0,36.8,28.8,2024-08-17T13:17:05.966Z,2024-08-17T13:17:09Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152254279,1,,5152254277,213,0.65,5152254269,56,Center,5152254267,155,,5152254271,140,79.3,5152254273,141,78.5,5152254275,212,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623335,126,1,1,16,21,f1h34qp5zbfl489q8vnkhiq9s,0,29.3,13.4,2024-08-17T13:17:10.108Z,2024-08-17T13:17:11Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5152254449,213,6.07,5152254447,212,15.6,5152254443,141,8.6,5152254439,140,43.8,5152254437,56,Back,5152254435,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623375,156,50,1,16,24,7gkglopz9cjsysn2u6sbhuvc5,1,69.4,89.4,2024-08-17T13:17:13.342Z,2024-08-17T13:17:22Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152254635,56,Left,5152254637,286,,5152255037,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623441,127,7,1,16,24,f1h34qp5zbfl489q8vnkhiq9s,1,30.6,10.6,2024-08-17T13:17:13.343Z,2024-08-17T13:17:21Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5152254989,285,,5152255009,233,156,5152254987,56,Back,5152254985,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623501,128,5,1,16,25,f1h34qp5zbfl489q8vnkhiq9s,0,31.9,-1.2,2024-08-17T13:17:14.695Z,2024-08-17T15:06:44Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5152255335,56,Back,5152255609,233,157,5152255337,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623523,157,5,1,16,25,7gkglopz9cjsysn2u6sbhuvc5,1,68.1,101.2,2024-08-17T13:17:14.695Z,2024-08-17T15:06:44Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152255491,347,,5152255489,56,Left,5152255569,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623583,158,1,1,16,34,7gkglopz9cjsysn2u6sbhuvc5,1,77.1,100.0,2024-08-17T13:17:23.695Z,2024-08-17T13:17:28Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152255849,140,47.8,5152255841,107,,5152255845,56,Back,5152255851,141,82.0,5152255855,213,3.55,5152255853,212,33.5,5152255857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623645,159,1,1,16,38,7gkglopz9cjsysn2u6sbhuvc5,1,46.2,67.6,2024-08-17T13:17:27.941Z,2024-08-17T13:17:33Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152256243,56,Back,5152256245,140,46.2,5152256247,141,41.5,5152256249,212,17.7,5152256251,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623687,160,1,1,16,44,7gkglopz9cjsysn2u6sbhuvc5,0,47.9,41.5,2024-08-17T13:17:33.686Z,2024-08-17T13:17:37Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152256511,140,100.0,5152256513,141,86.8,5152256515,212,63.0,5152256507,155,,5152256509,56,Left,5152256517,213,0.51,5152256519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623917,129,5,1,16,47,f1h34qp5zbfl489q8vnkhiq9s,1,-0.4,15.4,2024-08-17T13:17:36.900Z,2024-08-17T15:06:44Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5152257837,346,,5152257835,56,Back,5152257857,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623689,161,5,1,16,47,7gkglopz9cjsysn2u6sbhuvc5,0,100.4,84.6,2024-08-17T13:17:36.900Z,2024-08-17T15:06:45Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152256521,56,Left,5152257915,233,129,5152256523,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623943,130,1,1,17,3,f1h34qp5zbfl489q8vnkhiq9s,1,4.2,49.7,2024-08-17T13:17:52.539Z,2024-08-17T13:17:54Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5152258023,213,1.07,5152258021,212,13.7,5152258031,237,,5152258017,140,10.4,5152258019,141,67.4,5152258009,124,,5152258013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709623955,131,1,1,17,4,f1h34qp5zbfl489q8vnkhiq9s,1,10.4,67.4,2024-08-17T13:17:53.826Z,2024-08-17T13:17:55Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152258067,213,4.15,5152258061,140,2.8,5152258065,212,15.0,5152258063,141,48.7,5152258059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624007,132,1,1,17,6,f1h34qp5zbfl489q8vnkhiq9s,1,2.8,48.7,2024-08-17T13:17:55.089Z,2024-08-17T13:17:59Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5152258395,140,4.6,5152258393,56,Back,5152258401,213,4.83,5152258397,141,25.6,5152258399,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624077,133,1,1,17,10,f1h34qp5zbfl489q8vnkhiq9s,1,10.0,9.7,2024-08-17T13:17:59.387Z,2024-08-17T13:18:04Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152258817,213,0.25,5152258807,56,Center,5152258809,140,59.7,5152258815,212,53.8,5152258811,141,29.0,5152258805,157,,5152258821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624083,134,1,1,17,13,f1h34qp5zbfl489q8vnkhiq9s,0,59.7,29.0,2024-08-17T13:18:02.923Z,2024-08-17T13:33:55Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5152258871,212,17.3,5152258865,56,Back,5152258863,3,,5152258873,213,2.81,5152258867,140,44.1,5152258869,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624107,163,1,1,17,15,7gkglopz9cjsysn2u6sbhuvc5,1,56.9,68.4,2024-08-17T13:18:04.261Z,2024-08-17T13:20:26Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152259009,56,Center,5152259019,212,13.9,5152259023,213,5.58,5152259011,140,67.0,5152259015,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625935,184,61,1,17,17,7gkglopz9cjsysn2u6sbhuvc5,0,68.1,53.1,2024-08-17T13:18:06.654Z,2024-08-17T13:20:11Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152269217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624149,135,1,1,17,18,f1h34qp5zbfl489q8vnkhiq9s,1,33.1,45.7,2024-08-17T13:18:07.795Z,2024-08-17T13:18:10Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152259319,155,,5152259329,213,5.70,5152259327,212,17.4,5152259321,56,Back,5152259325,141,31.6,5152259323,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624155,136,4,1,17,21,f1h34qp5zbfl489q8vnkhiq9s,1,41.8,34.0,2024-08-17T13:18:10.467Z,2024-08-17T15:05:52Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5152259387,265,,5152259389,286,,5152259451,233,164,5152259385,152,,5152259383,56,Back,5152259381,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624151,164,4,1,17,21,7gkglopz9cjsysn2u6sbhuvc5,0,58.2,66.0,2024-08-17T13:18:10.468Z,2024-08-17T16:55:06Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5152259401,285,,5152259485,233,136,5152259397,265,,5152259393,56,Center,5152259395,152,,5152259391,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624471,137,1,1,17,35,f1h34qp5zbfl489q8vnkhiq9s,1,45.9,32.3,2024-08-17T13:18:24.283Z,2024-08-17T13:18:32Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5152261105,152,,5152261103,5,,5152261111,141,22.6,5152261113,212,18.5,5152261115,213,3.51,5152261109,140,29.4,5152261107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624489,138,1,1,17,42,f1h34qp5zbfl489q8vnkhiq9s,0,62.4,22.3,2024-08-17T13:18:31.866Z,2024-08-17T13:18:33Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152261199,213,6.15,5152261197,212,9.5,5152261191,56,Right,5152261193,140,71.4,5152261195,141,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624503,165,8,1,17,44,7gkglopz9cjsysn2u6sbhuvc5,1,45.6,73.9,2024-08-17T13:18:33.678Z,2024-08-17T13:18:33Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5152261267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624541,167,1,1,17,46,7gkglopz9cjsysn2u6sbhuvc5,0,45.0,73.0,2024-08-17T13:18:35.606Z,2024-08-17T13:18:38Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5152261473,212,17.2,5152261475,213,5.50,5152261471,141,55.1,5152261467,56,Center,5152261469,140,56.6,5152261587,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624595,139,1,1,17,48,f1h34qp5zbfl489q8vnkhiq9s,1,41.1,50.1,2024-08-17T13:18:37.898Z,2024-08-17T13:37:33Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152261791,141,55.1,5152261793,212,11.1,5152261795,213,0.31,5152261789,140,51.2,5152261787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624583,168,83,1,17,50,7gkglopz9cjsysn2u6sbhuvc5,0,51.9,52.2,2024-08-17T13:18:39.550Z,2024-08-17T14:00:18Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152262029,399,auv81snxkpk2ybxzi8giy5azt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624631,140,1,1,17,51,f1h34qp5zbfl489q8vnkhiq9s,1,71.4,59.0,2024-08-17T13:18:40.387Z,2024-08-17T13:18:55Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,1.0,,5152261991,140,71.8,5152261989,56,Left,5152261995,212,13.7,5152261993,141,79.1,5152262897,210,13,5152261997,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624661,141,13,1,17,56,f1h34qp5zbfl489q8vnkhiq9s,1,74.9,64.1,2024-08-17T13:18:45.300Z,2024-08-17T13:18:55Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5152262147,22,,5152262939,215,,5152262929,29,,5152262935,102,41.0,5152262151,56,Center,5152262941,230,97.2,5152262149,18,,5152262937,103,19.4,5152262931,55,140,5152262927,84,,5152262623,20,5152262943,231,,,51.4,,,,,,,,,,,,,,,,,
2709624695,142,5,1,17,57,f1h34qp5zbfl489q8vnkhiq9s,0,101.2,40.9,2024-08-17T13:18:46.951Z,2024-08-17T15:06:45Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5152262359,346,,5152262357,56,Center,5152263233,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624829,169,5,1,17,57,7gkglopz9cjsysn2u6sbhuvc5,1,-1.2,59.1,2024-08-17T13:18:46.951Z,2024-08-17T15:06:45Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5152263197,233,142,5152263145,56,Back,5152263147,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709624983,170,1,1,18,20,7gkglopz9cjsysn2u6sbhuvc5,1,3.7,56.4,2024-08-17T13:19:09.094Z,2024-08-17T13:19:10Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152264017,140,9.5,5152264019,141,66.0,5152264013,124,,5152264015,56,Back,5152264023,213,0.82,5152264021,212,8.9,5152264027,237,,5152264061,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625063,171,1,1,18,22,7gkglopz9cjsysn2u6sbhuvc5,1,9.5,66.0,2024-08-17T13:19:11.349Z,2024-08-17T13:19:15Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152264479,213,4.67,5152264477,212,7.8,5152264475,141,54.5,5152264473,140,9.2,5152264471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625195,172,1,1,18,26,7gkglopz9cjsysn2u6sbhuvc5,1,15.2,52.7,2024-08-17T13:19:15.758Z,2024-08-17T13:19:22Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5152265225,212,19.9,5152265223,141,31.9,5152265219,56,Back,5152265221,140,28.5,5152265229,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625207,173,4,1,18,32,7gkglopz9cjsysn2u6sbhuvc5,1,42.8,21.1,2024-08-17T13:19:21.982Z,2024-08-17T15:05:53Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152265347,265,,5152265349,286,,5152265341,13,,5152265689,233,143,5152265345,152,,5152265343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625263,143,4,1,18,32,f1h34qp5zbfl489q8vnkhiq9s,0,57.2,78.9,2024-08-17T13:19:21.983Z,2024-08-17T15:05:53Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5152265627,265,,5152265629,285,,5152265715,233,173,5152265625,152,,5152265623,56,Left,5152265621,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625459,174,1,1,18,46,7gkglopz9cjsysn2u6sbhuvc5,1,43.5,18.6,2024-08-17T13:19:35.582Z,2024-08-17T13:19:39Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152266731,213,2.10,5152266729,212,20.9,5152266727,141,45.1,5152266725,140,33.5,5152266723,56,Back,5152266715,5,,5152266719,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625535,175,1,1,18,49,7gkglopz9cjsysn2u6sbhuvc5,1,33.0,58.8,2024-08-17T13:19:38.869Z,2024-08-17T13:19:43Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152267097,1,,5152267091,141,90.9,5152267093,212,37.8,5152267095,213,0.62,5152267089,140,62.4,5152267087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625599,176,1,1,18,54,7gkglopz9cjsysn2u6sbhuvc5,1,67.0,84.2,2024-08-17T13:19:43.149Z,2024-08-17T13:19:46Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5152267415,141,77.6,5152267413,140,56.7,5152267411,56,Center,5152267419,213,3.53,5152267417,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625659,177,1,1,18,57,7gkglopz9cjsysn2u6sbhuvc5,1,56.7,77.6,2024-08-17T13:19:46.221Z,2024-08-17T13:19:49Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5152267761,140,45.0,5152267759,56,Back,5152267765,212,14.1,5152267763,141,67.3,5152267767,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625685,178,1,1,19,0,7gkglopz9cjsysn2u6sbhuvc5,1,46.9,58.1,2024-08-17T13:19:49.158Z,2024-08-17T13:19:51Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5152267903,212,18.8,5152267905,213,4.73,5152267901,141,30.4,5152267897,56,Back,5152267899,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625747,179,1,1,19,2,7gkglopz9cjsysn2u6sbhuvc5,1,47.3,30.4,2024-08-17T13:19:51.150Z,2024-08-17T13:19:55Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152268205,141,5.5,5152268203,140,68.8,5152268201,56,Right,5152268207,212,28.2,5152268209,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625759,180,1,1,19,5,7gkglopz9cjsysn2u6sbhuvc5,1,73.0,6.7,2024-08-17T13:19:54.942Z,2024-08-17T13:19:55Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5152268287,212,7.1,5152268289,213,1.64,5152268285,141,17.1,5152268283,140,72.5,5152268281,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625783,181,1,1,19,6,7gkglopz9cjsysn2u6sbhuvc5,1,72.5,17.1,2024-08-17T13:19:55.750Z,2024-08-17T13:19:57Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5152268425,141,7.7,5152268423,140,72.2,5152268477,156,,5152268429,213,4.66,5152268427,212,6.4,5152268419,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625839,182,1,1,19,9,7gkglopz9cjsysn2u6sbhuvc5,0,72.2,7.7,2024-08-17T13:19:58.414Z,2024-08-17T13:19:59Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5152268685,213,5.77,5152268683,212,12.3,5152268681,141,0.0,5152268679,140,82.4,5152268677,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625925,144,5,1,19,10,f1h34qp5zbfl489q8vnkhiq9s,1,22.4,101.1,2024-08-17T13:19:59.696Z,2024-08-17T15:06:46Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5152269145,347,,5152269185,233,183,5152269141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625851,183,5,1,19,10,7gkglopz9cjsysn2u6sbhuvc5,0,77.6,-1.1,2024-08-17T13:19:59.696Z,2024-08-17T15:06:46Z,6gi9kejni27hjp7b43djczz6d,P. Rejnhold,,,5152268757,56,Right,5152268759,347,,5152269201,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709625999,145,1,1,19,16,f1h34qp5zbfl489q8vnkhiq9s,1,35.3,100.0,2024-08-17T13:20:05.088Z,2024-08-17T13:20:11Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152269623,107,,5152269625,56,Back,5152269627,140,22.8,5152269631,212,15.7,5152269629,141,88.5,5152269633,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626371,186,83,1,19,21,7gkglopz9cjsysn2u6sbhuvc5,0,78.4,8.8,2024-08-17T13:20:10.429Z,2024-08-17T13:20:45Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5152272017,399,7wo1hk736v1xhovvu2t2trw89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626059,146,1,1,19,21,f1h34qp5zbfl489q8vnkhiq9s,1,29.5,94.8,2024-08-17T13:20:10.865Z,2024-08-17T13:20:16Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5152269983,141,87.0,5152269985,212,17.1,5152269981,140,45.0,5152269987,213,5.97,5152269977,155,,5152269979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626065,147,4,1,19,27,f1h34qp5zbfl489q8vnkhiq9s,1,40.2,79.9,2024-08-17T13:20:16.089Z,2024-08-17T15:05:53Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5152270027,56,Back,5152270033,152,,5152270023,13,,5152270037,265,,5152270187,233,185,5152270041,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626077,185,4,1,19,27,7gkglopz9cjsysn2u6sbhuvc5,0,59.8,20.1,2024-08-17T13:20:16.090Z,2024-08-17T15:05:54Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5152270299,233,147,5152270169,152,,5152270179,285,,5152270161,13,,5152270165,56,Right,5152270175,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626297,148,1,1,19,42,f1h34qp5zbfl489q8vnkhiq9s,1,45.0,95.1,2024-08-17T13:20:31.857Z,2024-08-17T13:20:33Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5152271297,212,21.0,5152271299,213,4.18,5152271291,56,Back,5152271293,140,34.9,5152271295,141,68.4,5152271287,5,,5152271289,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626361,149,1,1,19,44,f1h34qp5zbfl489q8vnkhiq9s,1,34.9,68.4,2024-08-17T13:20:33.080Z,2024-08-17T13:20:39Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152271641,213,4.45,5152271635,140,29.6,5152271633,56,Back,5152271637,141,37.6,5152271639,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626395,150,1,1,19,50,f1h34qp5zbfl489q8vnkhiq9s,1,37.5,30.2,2024-08-17T13:20:39.584Z,2024-08-17T13:20:42Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152271859,212,27.6,5152271857,141,46.6,5152271861,213,2.72,5152271855,140,13.5,5152271853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626519,151,1,1,19,53,f1h34qp5zbfl489q8vnkhiq9s,1,19.9,45.2,2024-08-17T13:20:42.168Z,2024-08-17T13:20:49Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5152272459,213,1.20,5152272457,212,16.7,5152272451,56,Back,5152272455,141,68.0,5152272453,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626527,152,1,1,20,0,f1h34qp5zbfl489q8vnkhiq9s,1,27.0,66.8,2024-08-17T13:20:49.025Z,2024-08-17T13:20:50Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5152272509,213,4.66,5152272505,212,17.6,5152272503,141,40.9,5152272499,56,Back,5152272501,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709626575,153,1,1,20,0,f1h34qp5zbfl489q8vnkhiq9s,1,26.1,40.9,2024-08-17T13:20:49.896Z,2024-08-17T13:20:52Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5152272767,56,Back,5152272769,140,35.0,5152272771,141,10.3,5152272775,213,5.13,5152272773,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
