id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2706913403,184,1,1,18,4,ajtb177oqwawkdwbqhldmq6mx,0,11.5,96.0,2024-08-09T17:18:14.914Z,2024-08-09T17:20:35Z,38shfw53eg5qtvem3d3ou04r8,R. Minerba,,,5137329567,212,9.6,5137329563,140,20.1,5137329569,213,5.95,5137329565,141,91.4,5137329561,56,Back,5137329559,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913391,147,8,1,18,5,8gxd9ry2580pu1b1dd5ny9ymy,1,83.0,13.5,2024-08-09T17:18:15.427Z,2024-08-09T17:26:17Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5137329511,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915535,209,61,1,18,5,ajtb177oqwawkdwbqhldmq6mx,1,16.4,93.2,2024-08-09T17:18:15.781Z,2024-08-09T17:23:47Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5137342559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913427,185,1,1,18,8,ajtb177oqwawkdwbqhldmq6mx,1,22.3,82.7,2024-08-09T17:18:18.889Z,2024-08-09T17:18:20Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5137329665,56,Back,5137329673,213,2.51,5137329667,140,12.3,5137329669,141,94.1,5137329671,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913445,186,1,1,18,10,ajtb177oqwawkdwbqhldmq6mx,0,12.3,94.1,2024-08-09T17:18:20.666Z,2024-08-09T19:11:07Z,38shfw53eg5qtvem3d3ou04r8,R. Minerba,,,5137329785,213,6.14,5137329781,141,85.6,5137329777,56,Left,5137329779,140,51.6,5137426359,155,,5137329783,212,41.7,5137329787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913439,148,3,1,18,11,8gxd9ry2580pu1b1dd5ny9ymy,0,56.4,14.9,2024-08-09T17:18:21.610Z,2024-08-09T19:28:06Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137329747,56,Right,5137329749,286,,5137330091,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913491,187,7,1,18,11,ajtb177oqwawkdwbqhldmq6mx,1,43.6,85.1,2024-08-09T17:18:21.611Z,2024-08-09T19:28:05Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5137330021,285,,5137330081,233,148,5137330019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706917053,201,61,1,18,12,8gxd9ry2580pu1b1dd5ny9ymy,1,60.3,15.2,2024-08-09T17:18:23.093Z,2024-08-09T17:27:31Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137350331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913501,188,4,1,18,16,ajtb177oqwawkdwbqhldmq6mx,1,36.8,83.8,2024-08-09T17:18:26.793Z,2024-08-09T17:18:33Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5137330143,265,,5137330171,233,149,5137330147,286,,5137330137,13,,5137330141,152,,5137330139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913483,149,4,1,18,16,8gxd9ry2580pu1b1dd5ny9ymy,0,63.2,16.2,2024-08-09T17:18:26.794Z,2024-08-09T17:18:34Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137330011,56,Right,5137330193,285,,5137330015,265,,5137330007,13,,5137330195,233,188,5137330013,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913619,189,1,1,18,34,ajtb177oqwawkdwbqhldmq6mx,1,37.8,83.8,2024-08-09T17:18:44.393Z,2024-08-09T17:18:46Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5137330799,212,38.3,5137330789,5,,5137330793,56,Back,5137330797,141,34.8,5137330801,213,4.20,5137330803,1,,5137330791,152,,5137330795,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913649,190,1,1,18,35,ajtb177oqwawkdwbqhldmq6mx,1,20.0,34.8,2024-08-09T17:18:45.937Z,2024-08-09T17:18:47Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137330935,56,Back,5137330943,213,2.26,5137330937,140,11.1,5137330941,212,14.7,5137330939,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913667,191,1,1,18,37,ajtb177oqwawkdwbqhldmq6mx,1,10.5,50.9,2024-08-09T17:18:47.769Z,2024-08-09T17:18:50Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137331107,213,0.82,5137331103,141,68.2,5137331105,212,16.1,5137331101,140,20.9,5137331099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913683,192,1,1,18,40,ajtb177oqwawkdwbqhldmq6mx,1,20.9,68.2,2024-08-09T17:18:50.577Z,2024-08-09T17:18:52Z,38shfw53eg5qtvem3d3ou04r8,R. Minerba,,,5137331197,141,62.6,5137331201,213,6.07,5137331199,212,18.1,5137331193,56,Back,5137331195,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913693,193,1,1,18,42,ajtb177oqwawkdwbqhldmq6mx,0,37.8,62.6,2024-08-09T17:18:52.706Z,2024-08-09T17:18:53Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5137331255,141,53.0,5137331251,56,Center,5137331259,213,5.92,5137331253,140,54.3,5137331257,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913731,151,1,1,18,46,8gxd9ry2580pu1b1dd5ny9ymy,1,47.5,36.4,2024-08-09T17:18:57.162Z,2024-08-09T17:18:58Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5137331513,212,24.0,5137331511,141,56.3,5137331515,213,0.60,5137331507,56,Center,5137331509,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913757,152,1,1,18,48,8gxd9ry2580pu1b1dd5ny9ymy,1,68.8,60.2,2024-08-09T17:18:58.410Z,2024-08-09T17:19:01Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5137331711,141,86.6,5137331715,213,1.71,5137331707,56,Left,5137331709,140,66.4,5137331713,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913777,153,1,1,18,50,8gxd9ry2580pu1b1dd5ny9ymy,1,62.5,90.9,2024-08-09T17:19:00.866Z,2024-08-09T17:19:03Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137331825,140,61.7,5137331831,213,4.63,5137331827,141,76.1,5137331829,212,10.1,5137331823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913797,154,1,1,18,52,8gxd9ry2580pu1b1dd5ny9ymy,1,60.4,78.8,2024-08-09T17:19:03.106Z,2024-08-09T17:19:05Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137331963,212,24.4,5137331957,56,Back,5137331961,141,52.5,5137331965,213,3.96,5137331959,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913819,155,1,1,18,55,8gxd9ry2580pu1b1dd5ny9ymy,1,46.8,51.0,2024-08-09T17:19:05.794Z,2024-08-09T17:19:09Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5137332099,141,72.6,5137332097,140,46.8,5137332103,213,1.57,5137332101,212,14.7,5137332095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913843,156,1,1,18,59,8gxd9ry2580pu1b1dd5ny9ymy,1,49.4,70.2,2024-08-09T17:19:09.690Z,2024-08-09T17:19:12Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137332229,141,67.2,5137332227,140,68.3,5137332233,213,6.18,5137332231,212,19.9,5137332225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913853,157,1,1,19,2,8gxd9ry2580pu1b1dd5ny9ymy,0,68.2,66.6,2024-08-09T17:19:12.802Z,2024-08-09T17:19:13Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5137332283,213,1.05,5137332273,155,,5137332279,141,79.9,5137332277,140,73.1,5137332275,56,Left,5137332281,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913889,195,1,1,19,5,ajtb177oqwawkdwbqhldmq6mx,1,27.9,14.0,2024-08-09T17:19:15.794Z,2024-08-09T17:19:20Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5137332449,212,42.2,5137332443,56,Right,5137332447,141,8.6,5137332453,1,,5137332451,213,6.20,5137332445,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706913931,196,1,1,19,9,ajtb177oqwawkdwbqhldmq6mx,1,83.0,8.0,2024-08-09T17:19:20.131Z,2024-08-09T17:19:38Z,8xfqengyrwgxhhi86ok88vf2s,M. Bøttker,1.0,,5137333229,154,,5137333227,210,13,5137332679,213,1.35,5137332673,140,91.0,5137332677,212,37.7,5137332667,2,,5137332669,155,,5137332671,56,Center,5137332675,141,5137332681,1,,,,,,,,,,,,,62.1,,,,,,,,,,,,,
2706913935,197,13,1,19,12,ajtb177oqwawkdwbqhldmq6mx,1,90.1,53.8,2024-08-09T17:19:23.226Z,2024-08-09T17:19:43Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5137333237,55,196,5137333233,29,,5137333245,146,98.6,5137332705,17,,5137333257,231,51.3,5137333253,230,98.8,5137332875,23,,5137333231,83,,5137333241,102,5137332883,153,,5137332877,15,,5137332707,56,Center,5137333235,154,5137333243,103,15.3,58.3,,5137332881,328,5137333249,147,,,58.7,,,,,
2706913989,159,1,1,19,22,8gxd9ry2580pu1b1dd5ny9ymy,1,11.2,46.6,2024-08-09T17:19:32.353Z,2024-08-09T17:19:34Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5137332991,56,Back,5137332995,141,67.5,5137332999,213,1.32,5137332989,123,,5137332993,140,14.6,5137332997,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914007,160,1,1,19,23,8gxd9ry2580pu1b1dd5ny9ymy,1,14.8,67.3,2024-08-09T17:19:33.857Z,2024-08-09T17:19:36Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137333109,212,8.9,5137333103,56,Back,5137333107,141,66.7,5137333111,213,6.24,5137333105,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914039,161,1,1,19,26,8gxd9ry2580pu1b1dd5ny9ymy,1,29.3,66.0,2024-08-09T17:19:36.385Z,2024-08-09T17:19:39Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137333305,140,32.4,5137333311,213,1.39,5137333307,141,92.7,5137333309,212,18.4,5137333303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914065,162,1,1,19,29,8gxd9ry2580pu1b1dd5ny9ymy,1,32.7,91.5,2024-08-09T17:19:39.753Z,2024-08-09T17:19:43Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137333449,212,9.7,5137333443,140,30.2,5137333453,213,4.44,5137333441,56,Back,5137333445,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914099,163,1,1,19,32,8gxd9ry2580pu1b1dd5ny9ymy,1,30.1,78.5,2024-08-09T17:19:43.209Z,2024-08-09T17:19:46Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137333607,212,11.7,5137333603,140,28.4,5137333609,213,4.56,5137333605,141,61.5,5137333601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914119,164,1,1,19,36,8gxd9ry2580pu1b1dd5ny9ymy,1,29.8,57.3,2024-08-09T17:19:46.505Z,2024-08-09T17:19:49Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5137333715,140,30.3,5137333721,213,1.53,5137333717,141,77.8,5137333719,212,13.9,5137333713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914135,165,1,1,19,39,8gxd9ry2580pu1b1dd5ny9ymy,1,33.6,73.2,2024-08-09T17:19:49.761Z,2024-08-09T17:19:51Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5137333793,141,43.1,5137333789,56,Back,5137333797,213,4.31,5137333795,212,22.3,5137333791,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914151,166,1,1,19,41,8gxd9ry2580pu1b1dd5ny9ymy,1,25.1,43.6,2024-08-09T17:19:51.577Z,2024-08-09T17:19:54Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5137333903,141,65.4,5137333907,213,1.54,5137333899,56,Back,5137333901,140,25.6,5137333905,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914169,167,1,1,19,43,8gxd9ry2580pu1b1dd5ny9ymy,1,25.6,65.4,2024-08-09T17:19:54.010Z,2024-08-09T17:19:55Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5137333989,213,1.30,5137333983,140,30.0,5137333987,212,17.1,5137333981,56,Back,5137333985,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914187,168,1,1,19,44,8gxd9ry2580pu1b1dd5ny9ymy,1,30.1,89.9,2024-08-09T17:19:55.289Z,2024-08-09T17:19:58Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137334093,212,12.6,5137334089,140,41.9,5137334087,56,Back,5137334095,213,6.08,5137334091,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914265,169,1,1,19,47,8gxd9ry2580pu1b1dd5ny9ymy,1,44.1,82.4,2024-08-09T17:19:58.098Z,2024-08-09T17:20:07Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5137334459,141,89.9,5137334461,212,25.3,5137334457,140,67.7,5137334463,213,0.20,5137334455,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914269,170,4,1,19,56,8gxd9ry2580pu1b1dd5ny9ymy,1,88.6,65.9,2024-08-09T17:20:06.874Z,2024-08-09T17:33:35Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5137358473,295,,5137334551,56,Center,5137334557,286,,5137334553,152,,5137334791,233,198,5137361985,348,9r07ooissj5mz15g87x5rmbx1,5137334549,13,,5137334547,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914277,198,4,1,19,56,ajtb177oqwawkdwbqhldmq6mx,0,11.4,34.1,2024-08-09T17:20:06.875Z,2024-08-09T17:33:36Z,38shfw53eg5qtvem3d3ou04r8,R. Minerba,,,5137334787,285,,5137334783,56,Back,5137334799,233,170,5137334779,13,,5137334777,9,,5137334781,295,,5137334785,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914611,171,15,1,20,58,8gxd9ry2580pu1b1dd5ny9ymy,1,88.5,50.0,2024-08-09T17:21:09.199Z,2024-08-09T19:40:16Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5137363395,20,,5137364317,146,98.8,5137364313,390,625774,5137364319,147,50.2,5137364311,103,12.7,5137778955,233,908,5137364367,353,199,5137336405,17,,5137336409,214,5137336403,9,,5137336407,56,Center,5137364315,458,,5137364309,102,5137364307,78,,,48.8,,,,,,,,,,,,
2706914661,199,58,1,20,58,ajtb177oqwawkdwbqhldmq6mx,0,0.0,0.0,2024-08-09T17:21:09.199Z,2024-08-09T20:36:07Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137336755,56,Back,5137336751,179,,5137363477,233,171,5137337001,187,,5137336747,9,,5137336753,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706995663,908,10,1,20,59,ajtb177oqwawkdwbqhldmq6mx,1,1.7000000000000002,51.3,2024-08-09T17:21:09.299Z,2024-08-09T19:21:24Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137778897,56,Back,5137778889,9,,5137778893,179,,5137778973,233,171,5137778895,182,,5137778891,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914779,200,12,1,21,0,ajtb177oqwawkdwbqhldmq6mx,1,7.8,84.5,2024-08-09T17:21:11.160Z,2024-08-09T17:58:57Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5137337349,141,89.3,5137337351,212,9.7,5137337347,140,0.0,5137337375,167,,5137423423,189,,5137337345,56,Back,5137337353,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914733,172,6,1,21,17,8gxd9ry2580pu1b1dd5ny9ymy,1,93.8,22.2,2024-08-09T17:21:27.992Z,2024-08-09T19:17:23Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5137337199,56,Center,5137337201,75,,5137354541,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914785,201,6,1,21,17,ajtb177oqwawkdwbqhldmq6mx,0,6.2,77.8,2024-08-09T17:21:27.992Z,2024-08-09T19:17:23Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5137337471,73,,5137337469,56,Back,5137354577,233,172,5137423589,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914931,174,1,1,21,38,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,0.5,2024-08-09T17:21:49.073Z,2024-08-09T17:30:41Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5137338177,6,,5137338179,155,,5137338183,56,Center,5137338193,1,,5137338189,212,35.2,5137338187,141,51.6,5137338181,223,,5137338191,213,1.72,5137338263,233,5137338185,140,94.4,5137338175,2,,,,,,,,,,202,,,,,,,,,,,,,
2706914943,202,11,1,21,43,ajtb177oqwawkdwbqhldmq6mx,1,2.4,46.7,2024-08-09T17:21:53.755Z,2024-08-09T17:21:54Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137338289,233,174,5137338241,88,,5137338239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706914991,203,1,1,21,45,ajtb177oqwawkdwbqhldmq6mx,1,13.9,47.3,2024-08-09T17:21:55.596Z,2024-08-09T17:22:01Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137338521,199,,5137338525,140,47.5,5137338531,213,5.59,5137338533,1,,5137338527,141,4.0,5137338529,212,46.0,5137338523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915161,205,1,1,21,51,ajtb177oqwawkdwbqhldmq6mx,1,47.5,4.0,2024-08-09T17:22:01.940Z,2024-08-09T17:22:22Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5137339355,140,31.6,5137339351,56,Back,5137339359,212,16.9,5137339361,213,2.98,5137339357,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915165,206,61,1,21,56,ajtb177oqwawkdwbqhldmq6mx,1,31.6,8.0,2024-08-09T17:22:06.316Z,2024-08-09T17:41:02Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5137339391,56,Back,5137339541,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915181,175,5,1,21,57,8gxd9ry2580pu1b1dd5ny9ymy,1,65.8,101.2,2024-08-09T17:22:08.048Z,2024-08-09T19:32:08Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5137339471,347,,5137339465,56,Left,5137381325,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915175,207,5,1,21,57,ajtb177oqwawkdwbqhldmq6mx,0,34.2,-1.2,2024-08-09T17:22:08.048Z,2024-08-09T19:32:08Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5137339451,56,Back,5137381331,233,175,5137339453,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915187,176,27,1,22,13,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-09T17:22:23.864Z,2024-08-09T17:22:29Z,,,,,5137339711,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915215,208,27,1,22,13,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-08-09T17:22:23.864Z,2024-08-09T17:22:29Z,,,,,5137339739,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915735,177,28,1,23,36,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-09T17:23:46.368Z,2024-08-09T17:23:49Z,,,,,5137342635,233,210,5137342521,55,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915761,210,28,1,23,36,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-08-09T17:23:46.368Z,2024-08-09T17:23:49Z,,,,,5137342631,55,208,5137342639,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915763,178,1,1,23,38,8gxd9ry2580pu1b1dd5ny9ymy,0,66.8,100.0,2024-08-09T17:23:48.855Z,2024-08-09T17:23:50Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5137342645,107,,5137342655,213,5.88,5137342651,141,89.4,5137342659,238,,5137342653,212,19.3,5137342649,140,83.7,5137342647,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915831,212,1,1,23,43,ajtb177oqwawkdwbqhldmq6mx,1,22.7,17.4,2024-08-09T17:23:53.572Z,2024-08-09T17:24:03Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5137342995,56,Back,5137343003,213,2.34,5137343001,212,12.7,5137342997,140,14.3,5137342999,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915845,213,1,1,23,52,ajtb177oqwawkdwbqhldmq6mx,1,11.5,35.8,2024-08-09T17:24:03.269Z,2024-08-09T17:24:06Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5137343081,140,40.6,5137343085,212,46.1,5137343083,141,86.5,5137343089,1,,5137343087,213,0.85,5137343077,155,,5137343079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915889,214,1,1,23,56,ajtb177oqwawkdwbqhldmq6mx,1,40.8,87.4,2024-08-09T17:24:06.340Z,2024-08-09T17:24:12Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5137343341,141,79.6,5137343345,213,6.12,5137343339,140,72.0,5137343337,56,Left,5137343347,1,,5137343343,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915913,215,1,1,24,2,ajtb177oqwawkdwbqhldmq6mx,1,71.7,88.3,2024-08-09T17:24:12.460Z,2024-08-09T17:24:16Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5137343473,141,86.0,5137343477,213,3.29,5137343469,56,Left,5137343471,140,61.6,5137343475,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915921,216,1,1,24,6,ajtb177oqwawkdwbqhldmq6mx,1,61.0,88.7,2024-08-09T17:24:16.708Z,2024-08-09T17:24:18Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5137343507,213,0.24,5137343503,141,91.4,5137343499,56,Left,5137343501,140,68.2,5137343505,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915927,217,3,1,24,6,ajtb177oqwawkdwbqhldmq6mx,0,69.7,91.7,2024-08-09T17:24:17.278Z,2024-08-09T19:28:07Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5137343535,233,179,5137343529,286,,5137343527,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915919,179,7,1,24,6,8gxd9ry2580pu1b1dd5ny9ymy,1,30.3,8.3,2024-08-09T17:24:17.279Z,2024-08-09T19:28:06Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5137343493,167,,5137343497,285,,5137343495,56,Back,5137343531,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915923,180,5,1,24,7,8gxd9ry2580pu1b1dd5ny9ymy,0,29.0,-1.6,2024-08-09T17:24:18.295Z,2024-08-09T19:32:09Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5137343513,347,,5137343833,233,218,5137343511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915975,218,5,1,24,7,ajtb177oqwawkdwbqhldmq6mx,1,71.0,101.6,2024-08-09T17:24:18.295Z,2024-08-09T19:32:09Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5137343793,347,,5137343821,233,180,5137343791,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706915993,219,1,1,24,19,ajtb177oqwawkdwbqhldmq6mx,1,65.7,100.0,2024-08-09T17:24:29.701Z,2024-08-09T17:24:33Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5137343879,213,3.55,5137343873,140,39.1,5137343877,212,30.4,5137343869,107,,5137343871,56,Back,5137343875,141,84.1,5137343881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
