id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2711325911,280,1,1,25,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.2,67.8,2024-08-20T17:26:01.482Z,2024-08-20T17:26:03Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161675493,213,5.39,5161675487,140,64.7,5161675491,212,14.2,5161675485,56,Center,5161675489,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325913,281,1,1,25,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.7,51.6,2024-08-20T17:26:03.394Z,2024-08-20T17:26:04Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161675501,141,46.7,5161675497,56,Center,5161675505,213,3.68,5161675503,212,6.5,5161675499,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325917,282,1,1,25,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.4,46.7,2024-08-20T17:26:04.123Z,2024-08-20T17:26:08Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5161675529,140,66.6,5161675535,213,5.49,5161675533,212,10.8,5161675527,56,Center,5161675531,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325919,283,1,1,25,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.2,32.2,2024-08-20T17:26:07.874Z,2024-08-20T17:26:10Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,5161675547,213,5.71,5161675539,56,Right,5161675545,212,21.4,5161675541,140,88.3,5161675543,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325921,284,1,1,25,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,88.6,15.0,2024-08-20T17:26:10.131Z,2024-08-20T17:26:11Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161675565,213,1.55,5161675557,56,Center,5161675553,2,,5161675563,212,17.8,5161675559,140,88.9,5161675561,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325929,227,12,1,25,27,8gxd9ry2580pu1b1dd5ny9ymy,1,9.6,52.2,2024-08-20T17:26:17.216Z,2024-08-20T17:46:17Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5161675605,56,Back,5161675611,212,2.7,5161675607,140,12.2,5161675613,213,0.00,5161675609,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325927,285,61,1,25,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,87.6,43.4,2024-08-20T17:26:17.667Z,2024-08-20T17:46:19Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,5161675603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325961,229,1,1,25,52,8gxd9ry2580pu1b1dd5ny9ymy,1,14.3,50.4,2024-08-20T17:26:41.503Z,2024-08-20T17:26:45Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5161675781,56,Back,5161675793,189,,5161675787,212,20.6,5161675785,141,72.9,5161675789,213,0.84,5161675783,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325963,230,1,1,25,56,8gxd9ry2580pu1b1dd5ny9ymy,1,26.1,71.4,2024-08-20T17:26:45.239Z,2024-08-20T17:26:49Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5161675823,140,14.1,5161675829,213,4.12,5161675821,56,Back,5161675825,141,43.6,5161675827,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325969,231,1,1,26,0,8gxd9ry2580pu1b1dd5ny9ymy,1,20.7,35.5,2024-08-20T17:26:49.591Z,2024-08-20T17:26:53Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5161675865,56,Center,5161675867,140,57.0,5161675875,1,,5161675871,212,39.1,5161675863,157,,5161675873,213,0.23,5161675869,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325971,232,44,1,26,3,8gxd9ry2580pu1b1dd5ny9ymy,1,70.8,48.5,2024-08-20T17:26:53.223Z,2024-08-20T17:56:49Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161675909,233,287,5161675879,56,Center,5161675881,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325975,287,44,1,26,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,29.2,51.5,2024-08-20T17:26:53.224Z,2024-08-20T17:56:50Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161675933,233,232,5161675905,56,Back,5161675907,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325973,233,1,1,26,4,8gxd9ry2580pu1b1dd5ny9ymy,0,57.7,48.2,2024-08-20T17:26:53.603Z,2024-08-20T17:26:54Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161675891,3,,5161675897,140,70.6,5161675901,212,15.9,5161675895,56,Center,5161675899,141,36.0,5161675893,168,,5161675903,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325983,288,1,1,26,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.3,59.0,2024-08-20T17:26:55.346Z,2024-08-20T17:26:57Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161675957,141,91.2,5161675955,140,31.1,5161675961,213,0.89,5161675951,3,,5161675959,212,28.1,5161675953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325991,290,1,1,26,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.4,91.2,2024-08-20T17:26:57.986Z,2024-08-20T17:27:02Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161675985,140,25.9,5161675987,141,78.5,5161675983,56,Back,5161675989,212,10.4,5161675991,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325995,291,1,1,26,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.2,79.0,2024-08-20T17:27:02.658Z,2024-08-20T17:27:05Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161676029,141,81.5,5161676033,213,0.07,5161676027,140,49.7,5161676025,56,Back,5161676031,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325997,292,1,1,26,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.4,80.8,2024-08-20T17:27:05.363Z,2024-08-20T17:27:06Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,5161676037,56,Left,5161676041,141,91.7,5161676043,212,7.4,5161676039,140,51.0,5161676045,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711325999,293,1,1,26,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.0,91.7,2024-08-20T17:27:06.579Z,2024-08-20T17:27:10Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161676059,141,86.6,5161676063,213,3.50,5161676061,212,9.8,5161676057,140,42.3,5161676055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326001,294,1,1,26,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.9,79.9,2024-08-20T17:27:10.411Z,2024-08-20T17:27:14Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5161676073,212,27.0,5161676069,140,58.7,5161676071,141,51.3,5161676075,213,5.48,5161676067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326003,295,1,1,26,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.0,48.4,2024-08-20T17:27:14.651Z,2024-08-20T17:27:15Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161676087,213,5.35,5161676085,212,13.8,5161676081,140,65.8,5161676079,56,Center,5161676083,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326005,296,1,1,26,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.8,32.1,2024-08-20T17:27:15.403Z,2024-08-20T17:27:16Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161676091,56,Center,5161676095,141,43.6,5161676097,212,8.5,5161676093,140,69.0,5161676099,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326007,297,1,1,26,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.0,43.6,2024-08-20T17:27:16.578Z,2024-08-20T17:47:47Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,1.0,5161676109,141,46.9,5161689369,210,15,5161676113,213,2.74,5161676107,140,64.0,5161676105,56,Center,5161676111,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326009,298,15,1,26,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.9,39.5,2024-08-20T17:27:18.698Z,2024-08-20T19:36:03Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161689293,103,19,5161689287,18,,5161689299,147,41.3,5161689303,231,50.2,5161689129,20,,5161689133,82,,5161689385,55,297,5161964989,78,,5161689389,215,,5161676117,22,,5161689383,29,5161689301,230,98.2,5161689305,233,,234,5161676121,56,Center,5161689297,146,77.2,5161689291,102,51.0,,,
2711326011,234,10,1,26,29,8gxd9ry2580pu1b1dd5ny9ymy,1,22.8,55.8,2024-08-20T17:27:18.798Z,2024-08-20T17:47:42Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5161676131,56,Back,5161689313,233,298,5161676129,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326019,236,1,1,26,34,8gxd9ry2580pu1b1dd5ny9ymy,1,20.8,35.5,2024-08-20T17:27:23.303Z,2024-08-20T17:27:25Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161676193,140,31.7,5161676199,213,6.05,5161676195,141,31.5,5161676197,212,11.8,5161676191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326023,237,1,1,26,35,8gxd9ry2580pu1b1dd5ny9ymy,0,27.4,24.6,2024-08-20T17:27:24.942Z,2024-08-20T17:48:04Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5161676211,212,11.7,5161676205,56,Back,5161676213,213,3.70,5161676207,140,17.9,5161676217,156,,5161676209,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326029,300,1,1,26,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,86.4,88.0,2024-08-20T17:27:27.284Z,2024-08-20T17:27:29Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,5161676261,213,4.34,5161676257,141,76.6,5161676255,140,83.5,5161676259,212,8.3,5161676253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326031,301,61,1,26,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,85.3,77.0,2024-08-20T17:27:28.953Z,2024-08-20T17:27:29Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5161676265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326039,238,5,1,26,41,8gxd9ry2580pu1b1dd5ny9ymy,1,-0.6000000000000001,25.1,2024-08-20T17:27:30.590Z,2024-08-20T17:56:24Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5161676303,346,,5161676301,56,Back,5161676311,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326035,302,5,1,26,41,aqtkb4mgrz8c6iqfufj6qjbv9,0,100.6,74.9,2024-08-20T17:27:30.590Z,2024-08-20T17:56:24Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5161676327,233,238,5161676283,346,,5161676281,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326061,239,1,1,27,6,8gxd9ry2580pu1b1dd5ny9ymy,1,4.8,60.0,2024-08-20T17:27:55.534Z,2024-08-20T17:27:58Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5161676473,212,6.7,5161676469,140,4.8,5161676479,237,,5161676471,141,50.1,5161676475,213,4.71,5161676467,56,Back,5161676465,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326069,240,1,1,27,8,8gxd9ry2580pu1b1dd5ny9ymy,1,7.8,49.9,2024-08-20T17:27:58.118Z,2024-08-20T17:28:02Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5161676521,157,,5161676527,141,45.1,5161676531,213,6.21,5161676525,140,47.5,5161676529,212,41.8,5161676523,56,Back,5161676533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326077,241,1,1,27,12,8gxd9ry2580pu1b1dd5ny9ymy,1,61.4,37.6,2024-08-20T17:28:02.190Z,2024-08-20T17:48:33Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,1.0,5161689731,154,,5161689725,210,15,5161676571,140,72.8,5161676575,212,12.5,5161676577,213,5.98,5161676573,141,32.1,5161676569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326081,242,15,1,27,17,8gxd9ry2580pu1b1dd5ny9ymy,1,91.0,29.1,2024-08-20T17:28:06.830Z,2024-08-20T19:30:02Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5161689747,55,241,5161689745,154,,5161689741,79,,5161676589,22,,5161689755,146,96.7,5161689757,147,41.0,5161676591,63,,5161689761,233,303,5161689751,102,49.7,5161689753,103,20.9,5161676593,56,5161689707,20,,5161689743,29,Center,,,,,,,,,,,,,
2711326075,303,10,1,27,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.9,59.1,2024-08-20T17:28:06.930Z,2024-08-20T17:55:57Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161689715,233,242,5161676567,56,Back,5161676565,182,,5161676561,173,,5161676563,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326089,243,5,1,27,20,8gxd9ry2580pu1b1dd5ny9ymy,1,74.0,-1.4,2024-08-20T17:28:09.718Z,2024-08-20T17:56:25Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5161676653,347,,5161676651,56,Right,5161676657,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326085,304,5,1,27,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.0,101.4,2024-08-20T17:28:09.718Z,2024-08-20T17:56:25Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161676675,233,243,5161676633,56,Back,5161676635,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326093,244,1,1,27,23,8gxd9ry2580pu1b1dd5ny9ymy,1,71.0,0.0,2024-08-20T17:28:12.389Z,2024-08-20T17:28:14Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161676701,212,10.7,5161676699,141,7.3,5161676693,107,,5161676697,140,79.4,5161676703,213,0.61,5161676695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326097,245,1,1,27,24,8gxd9ry2580pu1b1dd5ny9ymy,1,78.9,6.5,2024-08-20T17:28:13.462Z,2024-08-20T17:28:14Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5161676715,213,2.53,5161676709,140,73.4,5161676713,212,7.1,5161676707,56,Right,5161676711,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326099,246,61,1,27,25,8gxd9ry2580pu1b1dd5ny9ymy,0,73.4,12.5,2024-08-20T17:28:14.542Z,2024-08-20T17:28:15Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161676719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326103,305,1,1,27,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.7,86.3,2024-08-20T17:28:16.579Z,2024-08-20T17:28:17Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161676749,213,5.67,5161676741,56,Back,5161676743,140,33.9,5161676747,212,9.2,5161676745,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326115,247,2,1,27,30,8gxd9ry2580pu1b1dd5ny9ymy,1,79.5,16.7,2024-08-20T17:28:19.798Z,2024-08-20T17:49:20Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161676829,56,Center,5161676827,7,5e5fuj7mbkpvf0bug32ixxc5x,5161676833,141,56.0,5161676831,140,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326129,307,1,1,27,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.0,47.0,2024-08-20T17:28:49.011Z,2024-08-20T17:30:43Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161676955,241,,5161676965,213,0.56,5161676967,1,,5161676957,56,Left,5161676951,5,,5161676961,141,100.0,5161676963,212,70.7,5161676953,157,,5161676959,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,
2711326147,248,5,1,28,0,8gxd9ry2580pu1b1dd5ny9ymy,1,29.9,-1.6,2024-08-20T17:28:49.806Z,2024-08-20T17:56:25Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161677027,347,,5161677033,233,308,5161677025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326131,308,5,1,28,0,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.1,101.6,2024-08-20T17:28:49.806Z,2024-08-20T17:56:26Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5161676969,56,Left,5161676971,347,,5161677037,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326153,249,1,1,28,16,8gxd9ry2580pu1b1dd5ny9ymy,1,33.2,0.0,2024-08-20T17:29:05.838Z,2024-08-20T17:29:08Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161677059,212,26.4,5161677063,1,,5161677053,56,Right,5161677061,213,0.58,5161677051,107,,5161677057,141,19.7,5161677055,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326155,250,44,1,28,19,8gxd9ry2580pu1b1dd5ny9ymy,1,62.4,22.6,2024-08-20T17:29:08.317Z,2024-08-20T17:56:50Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161677069,286,,5161677067,56,Center,5161677101,233,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326161,309,44,1,28,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.6,77.4,2024-08-20T17:29:08.318Z,2024-08-20T17:56:50Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5161677097,285,,5161677095,56,Back,5161677115,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326159,251,1,1,28,19,8gxd9ry2580pu1b1dd5ny9ymy,0,54.1,20.3,2024-08-20T17:29:08.645Z,2024-08-20T17:29:09Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161677083,3,,5161677089,141,24.3,5161677091,212,11.9,5161677085,56,Center,5161677087,140,65.1,5161677093,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326169,311,1,1,28,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.4,72.7,2024-08-20T17:29:10.091Z,2024-08-20T17:49:58Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161677131,140,42.5,5161677133,141,100.0,5161677127,155,,5161677137,213,1.17,5161677135,212,21.7,5161677129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326175,252,5,1,28,22,8gxd9ry2580pu1b1dd5ny9ymy,1,56.4,-1.6,2024-08-20T17:29:11.445Z,2024-08-20T17:56:26Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5161677165,347,,5161677167,233,312,5161677163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326171,312,5,1,28,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.6,101.6,2024-08-20T17:29:11.445Z,2024-08-20T17:56:26Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5161677141,347,,5161677175,233,252,5161677139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326177,253,1,1,28,36,8gxd9ry2580pu1b1dd5ny9ymy,1,55.5,0.0,2024-08-20T17:29:25.301Z,2024-08-20T17:29:27Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5161677183,107,,5161677189,141,8.8,5161677191,212,7.6,5161677185,56,Right,5161677193,213,1.81,5161677187,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326179,254,1,1,28,37,8gxd9ry2580pu1b1dd5ny9ymy,1,53.1,13.7,2024-08-20T17:29:27.005Z,2024-08-20T17:51:46Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161677197,155,,5161677203,141,7.6,5161677207,213,6.00,5161677199,56,Right,5161677205,212,15.0,5161677201,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711328325,409,1,1,28,40,8gxd9ry2580pu1b1dd5ny9ymy,1,63.0,20.3,2024-08-20T17:29:29.238Z,2024-08-20T17:50:50Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5161690957,212,13.6,5161690955,141,1.9,5161690951,56,Right,5161690959,213,5.11,5161690953,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326181,255,1,1,28,40,8gxd9ry2580pu1b1dd5ny9ymy,0,66.1,3.2,2024-08-20T17:29:29.509Z,2024-08-20T17:51:48Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5161677211,56,Right,5161677219,213,5.93,5161677213,140,75.2,5161677217,212,10.2,5161677209,3,,5161677215,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326185,313,1,1,28,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.6,91.2,2024-08-20T17:29:30.283Z,2024-08-20T17:50:57Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5161677229,56,Back,5161677233,141,79.7,5161677239,1,,5161677235,212,23.4,5161677237,213,5.94,5161677227,157,,5161677231,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326183,256,43,1,28,41,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-20T17:29:31.195Z,2024-08-20T17:51:10Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5161677223,347,0,5161691143,144,5,5161677221,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326191,314,44,1,28,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.4,87.4,2024-08-20T17:29:35.812Z,2024-08-20T17:56:51Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161677271,233,257,5161677265,56,Back,5161677267,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326189,257,44,1,28,46,8gxd9ry2580pu1b1dd5ny9ymy,0,54.6,12.6,2024-08-20T17:29:35.813Z,2024-08-20T17:56:51Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5161677275,233,314,5161677259,56,Right,5161677261,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326193,315,1,1,28,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.2,84.2,2024-08-20T17:29:36.371Z,2024-08-20T17:58:13Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5161677285,56,Left,5161677293,213,0.24,5161677287,140,53.9,5161677291,212,14.8,5161677283,3,,5161677289,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326203,317,1,1,28,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.7,88.0,2024-08-20T17:29:40.270Z,2024-08-20T17:29:48Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5161677359,212,22.5,5161677353,56,Center,5161677361,213,5.07,5161677357,141,57.0,5161677355,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326207,318,1,1,28,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,82.8,22.1,2024-08-20T17:29:48.730Z,2024-08-20T17:51:45Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,5161677373,56,Right,5161677381,213,4.05,5161677379,212,7.2,5161677375,140,78.6,5161677377,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326209,319,1,1,29,1,aqtkb4mgrz8c6iqfufj6qjbv9,0,79.5,8.8,2024-08-20T17:29:50.723Z,2024-08-20T17:51:42Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161677389,141,11.4,5161677397,236,,5161677391,212,5.2,5161677405,286,,5161677387,140,84.2,5161677393,213,0.34,5161677385,56,Right,5161677399,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326205,258,74,1,29,1,8gxd9ry2580pu1b1dd5ny9ymy,1,20.1,92.1,2024-08-20T17:29:50.724Z,2024-08-20T17:51:41Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161677419,233,319,5161677369,285,,5161677367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326213,259,5,1,29,2,8gxd9ry2580pu1b1dd5ny9ymy,1,19.4,102.0,2024-08-20T17:29:52.204Z,2024-08-20T17:30:04Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5161677439,233,320,5161677421,56,Back,5161677423,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711326215,320,5,1,29,2,aqtkb4mgrz8c6iqfufj6qjbv9,0,80.6,-2.0,2024-08-20T17:29:52.204Z,2024-08-20T17:56:27Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5161677429,347,,5161677433,233,259,5161677427,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
